id;name;Nation;Position;Squad;Age;Born;90s;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;Int;PKwon;PKcon;OG;Succ;Att;Succ%;#Pl;Megs;Tkl;Cont;Tkl%;Past;Matches
143;Javier Eraso\Javier-Eraso;es ESP;MFFW;Leganés;29;1990;6.7;2;0;0;13;11;1;32;6;6;0;0;0;3;4;75.0;3;1;7;15;46.7;8;Matches
144;Gonzalo Escalante\Gonzalo-Escalante;ar ARG;MF;Eibar;26;1993;14.5;6;1;1;25;26;1;14;25;23;1;0;0;15;20;75.0;18;0;37;56;66.1;19;Matches
145;Aarón Escandell\Aaron-Escandell;es ESP;GK;Granada;23;1995;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;Matches
146;Sergio Escudero\Sergio-Escudero;es ESP;DF;Sevilla;29;1989;4.6;2;0;0;8;4;0;9;9;11;0;1;0;4;7;57.1;5;1;17;23;73.9;6;Matches
147;Bernardo Espinosa\Bernardo-Espinosa;co COL;DF;Espanyol;30;1989;17.0;4;0;0;21;12;1;1;14;13;0;0;0;1;1;100.0;1;0;20;32;62.5;12;Matches
148;Esquerdo\Esquerdo;es ESP;MF;Valencia;20;1999;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.0;0;0;0;0;;0;Matches
149;Pervis Estupiñán\Pervis-Estupinan;ec ECU;DF;Osasuna;21;1998;25.0;6;0;0;28;29;2;117;48;49;0;0;0;47;78;60.3;50;3;71;97;73.2;26;Matches
150;Oghenekaro Etebo\Oghenekaro-Etebo;ng NGA;MF;Getafe;23;1995;3.1;2;0;0;5;4;0;2;8;8;0;0;0;5;7;71.4;5;0;11;15;73.3;4;Matches
151;Beñat Etxebarria\Benat-Etxebarria;es ESP;MF;Athletic Bilbao;32;1987;4.3;0;0;0;2;2;0;21;4;2;0;0;0;0;1;0.0;1;0;7;16;43.8;9;Matches
152;Xabier Etxeita\Xabier-Etxeita;es ESP;DF;Getafe;31;1987;8.5;5;0;0;8;6;0;0;4;11;0;0;0;0;0;;0;0;11;19;57.9;8;Matches
153;Edu Expósito\Edu-Exposito;es ESP;MF;Eibar;22;1996;16.2;3;0;0;17;9;0;6;28;25;0;0;0;18;26;69.2;18;0;37;64;57.8;27;Matches
154;Fabricio\Fabricio;es ESP;GK;Mallorca;31;1987;1.0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;;0;0;0;0;;0;Matches
155;Fayçal Fajr\Faycal-Fajr;ma MAR;MF;Getafe;30;1988;4.3;2;0;0;3;5;0;31;1;3;0;0;0;1;1;100.0;1;1;1;5;20.0;4;Matches
156;Eliseo Falcon\Eliseo-Falcon;es ESP;DF;Levante;22;1997;0.8;2;1;1;2;0;0;0;0;0;0;0;0;2;2;100.0;2;0;1;2;50.0;1;Matches
157;Ansu Fati\Ansu-Fati;es ESP;FWDF;Barcelona;16;2002;7.5;2;0;0;11;10;3;19;8;2;0;0;0;14;36;38.9;15;0;14;18;77.8;4;Matches
158;Aleix Febas\Aleix-Febas;es ESP;MF;Mallorca;23;1996;15.6;3;0;0;12;36;0;2;22;14;1;0;0;22;39;56.4;22;2;34;51;66.7;17;Matches
159;Zouhair Feddal\Zouhair-Feddal;ma MAR;DF;Betis;30;1989;9.4;7;2;0;14;7;0;0;4;18;0;0;0;3;3;100.0;3;0;10;14;71.4;4;Matches
160;Ljubomir Fejsa\Ljubomir-Fejsa;rs SRB;MF;Alavés;30;1988;4.1;1;0;0;10;5;0;0;10;3;0;0;0;1;2;50.0;2;0;14;18;77.8;4;Matches
161;Nabil Fekir\Nabil-Fekir;fr FRA;MFFW;Betis;26;1993;19.2;7;1;1;47;82;6;38;20;11;4;0;0;50;81;61.7;53;2;31;51;60.8;20;Matches
162;Felipe\Felipe;br BRA;DF;Atlético Madrid;30;1989;19.0;6;0;0;23;12;1;1;16;33;0;0;0;4;5;80.0;4;1;26;34;76.5;8;Matches
163;João Félix\Joao-Felix;pt POR;FWMF;Atlético Madrid;19;1999;14.9;4;0;0;25;33;6;16;4;7;1;0;0;14;44;31.8;18;5;7;17;41.2;10;Matches
164;Aitor Fernández\Aitor-Fernandez;es ESP;GK;Levante;28;1991;26.0;2;0;0;0;4;0;0;0;3;0;0;0;0;0;;0;0;0;0;;0;Matches
165;Andrés Fernández\Andres-Fernandez;es ESP;GK;Villarreal;32;1986;3.3;1;0;0;1;1;0;0;0;0;0;1;0;0;0;;0;0;0;0;;0;Matches
166;Carlos Fernández\Carlos-Fernandez;es ESP;FWMF;Granada;23;1996;14.6;6;0;0;41;22;4;3;9;10;1;0;0;18;29;62.1;19;2;20;40;50.0;20;Matches
167;Gabriel Fernández\Gabriel-Fernandez;uy URU;FWMF;Celta Vigo;25;1994;5.5;3;1;1;14;6;5;2;2;2;0;0;0;8;10;80.0;8;0;3;4;75.0;1;Matches
168;Joaquín Fernández\Joaquin-Fernandez;es ESP;MFDF;Valladolid;23;1996;11.9;7;0;0;22;5;4;0;16;19;0;0;0;5;6;83.3;6;0;28;48;58.3;20;Matches
169;Fernando\Fernando;br BRA;MF;Sevilla;32;1987;23.2;10;0;0;32;19;2;2;37;46;0;0;0;13;17;76.5;15;1;52;83;62.7;31;Matches
170;Facundo Ferreyra\Facundo-Ferreyra;ar ARG;FW;Espanyol;28;1991;6.0;2;0;0;23;8;5;2;4;2;0;0;0;3;5;60.0;3;0;4;9;44.4;5;Matches
171;Junior Firpo\Junior-Firpo;es ESP;DF;Barcelona;22;1996;9.0;3;0;0;28;11;2;7;14;12;0;0;0;5;12;41.7;6;1;24;31;77.4;7;Matches
172;Alessandro Florenzi\Alessandro-Florenzi;it ITA;DFMF;Valencia;28;1991;2.2;1;1;0;4;1;0;4;2;4;0;0;0;1;2;50.0;1;1;2;6;33.3;4;Matches
173;Hernâni Fortes\Hernani-Fortes;pt POR;MFFW;Levante;27;1991;4.7;2;1;1;2;10;3;25;3;3;0;0;0;7;18;38.9;9;0;4;7;57.1;3;Matches
174;Dimitri Foulquier\Dimitri-Foulquier;fr FRA;DF;Granada;26;1993;6.1;2;0;0;13;6;0;11;7;11;0;0;0;3;12;25.0;5;0;15;17;88.2;2;Matches
175;Jorge de Frutos\Jorge-de-Frutos;es ESP;MFFW;Valladolid;22;1997;0.6;0;0;0;2;0;0;2;0;0;0;0;0;0;1;0.0;0;0;2;3;66.7;1;Matches
176;Ramiro Funes Mori\Ramiro-Funes-Mori;ar ARG;DF;Villarreal;28;1991;5.0;1;0;0;7;4;0;0;2;3;0;0;0;1;1;100.0;1;0;5;7;71.4;2;Matches
177;Enric Gallego\Enric-Gallego;es ESP;FW;Osasuna;32;1986;3.6;2;0;0;14;4;6;0;1;2;0;0;0;2;4;50.0;2;0;2;4;50.0;2;Matches
178;Enric Gallego\Enric-Gallego;es ESP;FW;Getafe;32;1986;1.8;0;0;0;4;2;0;1;2;2;0;0;0;2;4;50.0;2;0;4;6;66.7;2;Matches
179;Kévin Gameiro\Kevin-Gameiro;fr FRA;FW;Valencia;32;1987;11.6;0;0;0;10;11;10;11;10;4;0;0;0;16;23;69.6;17;0;13;23;56.5;10;Matches
180;Fran Gámez\Fran-Gamez;es ESP;DF;Mallorca;28;1991;13.7;2;0;0;19;3;2;40;33;27;0;1;1;13;16;81.3;14;1;52;81;64.2;29;Matches
181;Ezequiel Garay\Ezequiel-Garay;ar ARG;DF;Valencia;32;1986;16.0;2;0;0;10;1;0;2;7;13;0;1;0;0;0;;0;0;12;15;80.0;3;Matches
182;Dani García\Dani-Garcia;es ESP;MF;Athletic Bilbao;29;1990;24.3;6;0;0;40;27;0;3;32;37;0;0;0;6;7;85.7;6;1;57;98;58.2;41;Matches
183;David García\David-Garcia;es ESP;DF;Osasuna;25;1994;21.0;4;0;0;29;12;0;1;21;27;0;0;0;0;1;0.0;0;0;31;42;73.8;11;Matches
184;Javi García\Javi-Garcia;es ESP;MF;Betis;32;1987;4.0;2;0;0;3;5;0;0;1;4;0;0;1;1;2;50.0;1;0;2;3;66.7;1;Matches
185;Manu García\Manu-Garcia;es ESP;MF;Alavés;33;1986;19.6;10;1;1;52;36;3;3;35;21;0;3;0;10;15;66.7;12;0;46;95;48.4;49;Matches
186;Raúl García\Raul-Garcia;es ESP;MFFW;Athletic Bilbao;33;1986;22.2;7;0;0;57;42;14;26;25;13;1;0;0;6;10;60.0;6;2;40;82;48.8;42;Matches
187;Raúl García\Raul-Garcia;es ESP;DF;Getafe;30;1989;2.7;0;0;0;4;4;0;30;5;4;0;0;0;4;5;80.0;4;0;7;11;63.6;4;Matches
188;Raúl García\Raul-Garcia;es ESP;DF;Valladolid;30;1989;7.0;2;0;0;6;3;0;42;10;2;0;0;0;3;6;50.0;3;0;16;26;61.5;10;Matches
189;Rubén García\Ruben-Garcia;es ESP;MFFW;Osasuna;26;1993;19.7;4;0;0;37;22;4;122;21;10;0;0;0;24;33;72.7;24;1;36;59;61.0;23;Matches
190;Unai García\Unai-Garcia;es ESP;DF;Osasuna;27;1992;2.2;0;0;0;3;1;0;0;1;1;0;0;0;2;2;100.0;2;0;2;2;100.0;0;Matches
191;Mario Gaspar\Mario-Gaspar;es ESP;DF;Villarreal;28;1990;15.7;2;0;0;22;7;0;18;17;19;0;0;0;2;7;28.6;3;0;33;48;68.8;15;Matches
192;José Antonio Martínez Gil\Jose-Antonio-Martinez-Gil;es ESP;DF;Granada;26;1993;11.5;0;0;0;4;7;0;1;11;19;0;0;0;2;2;100.0;2;1;21;27;77.8;6;Matches
193;Ibai Gómez\Ibai-Gomez;es ESP;FW;Athletic Bilbao;29;1989;7.2;0;0;0;3;3;5;85;3;5;0;0;0;7;13;53.8;9;0;5;12;41.7;7;Matches
194;Maxi Gómez\Maxi-Gomez;uy URU;FW;Valencia;22;1996;16.8;5;0;0;35;46;22;6;7;5;0;0;0;4;9;44.4;4;0;9;12;75.0;3;Matches
195;Moi Gómez\Moi-Gomez;es ESP;FWMF;Villarreal;25;1994;19.0;1;0;0;17;18;7;62;12;17;1;0;0;20;38;52.6;24;2;19;31;61.3;12;Matches
196;Sergi Gómez\Sergi-Gomez;es ESP;DF;Sevilla;27;1992;5.3;2;0;0;3;0;0;1;2;5;0;0;0;1;1;100.0;1;0;5;5;100.0;0;Matches
197;Maxime Gonalons\Maxime-Gonalons;fr FRA;MF;Granada;30;1989;15.1;6;0;0;33;24;0;1;38;19;0;0;0;11;14;78.6;11;0;56;87;64.4;31;Matches
198;Bruno González\Bruno-Gonzalez;es ESP;DF;Getafe;29;1990;2.0;1;0;0;5;2;1;0;2;0;0;1;0;0;0;;0;0;4;4;100.0;0;Matches
199;Bruno González\Bruno-Gonzalez;es ESP;DF;Levante;29;1990;2.0;0;0;0;1;1;0;0;2;1;0;0;0;0;0;;0;0;2;2;100.0;0;Matches
200;Édgar González\Edgar-Gonzalez;es ESP;MF;Betis;22;1997;5.4;2;0;0;5;3;0;0;3;7;0;1;0;2;4;50.0;2;0;6;14;42.9;8;Matches
201;Andoni Gorosabel\Andoni-Gorosabel;es ESP;DF;Real Sociedad;22;1996;3.3;0;0;0;3;5;0;10;5;5;0;0;0;1;1;100.0;1;0;10;12;83.3;2;Matches
202;Esteban Granero\Esteban-Granero;es ESP;MF;Espanyol;32;1987;5.2;5;0;0;15;6;0;24;7;3;0;0;0;5;6;83.3;6;0;9;16;56.3;7;Matches
203;Antoine Griezmann\Antoine-Griezmann;fr FRA;FW;Barcelona;28;1991;22.8;2;0;0;9;16;15;20;14;8;0;0;0;12;27;44.4;14;1;26;44;59.1;18;Matches
204;Andrés Guardado\Andres-Guardado;mx MEX;MF;Betis;32;1986;16.0;8;0;0;27;14;1;14;11;14;0;1;0;15;18;83.3;15;1;19;41;46.3;22;Matches
205;Sergi Guardiola\Sergi-Guardiola;es ESP;FW;Valladolid;28;1991;22.9;5;0;0;35;43;16;30;9;6;0;0;0;27;52;51.9;29;3;16;29;55.2;13;Matches
206;Nemanja Gudelj\Nemanja-Gudelj;rs SRB;MFDF;Sevilla;27;1991;6.8;4;0;0;14;7;0;2;6;11;0;1;0;3;5;60.0;4;0;11;14;78.6;3;Matches
207;Gonçalo Guedes\Goncalo-Guedes;pt POR;MFFW;Valencia;22;1996;6.6;0;0;0;9;27;3;14;12;4;0;0;0;26;36;72.2;26;0;14;25;56.0;11;Matches
208;Ander Guevara\Ander-Guevara;es ESP;MF;Real Sociedad;22;1997;9.1;3;0;0;24;5;0;1;16;9;0;0;0;9;11;81.8;9;0;25;37;67.6;12;Matches
209;John Guidetti\John-Guidetti;se SWE;FW;Alavés;27;1992;1.0;0;0;0;0;1;0;0;2;0;0;0;0;2;4;50.0;2;0;3;4;75.0;1;Matches
210;Hugo Guillamón\Hugo-Guillamon;es ESP;DF;Valencia;19;2000;0.5;0;0;0;0;1;0;1;0;0;0;0;0;0;0;;0;0;1;1;100.0;0;Matches
211;Ismael Gutiérrez\Ismael-Gutierrez;es ESP;MF;Betis;18;2000;0.9;1;0;0;1;1;0;0;1;2;0;0;0;0;0;;0;0;2;2;100.0;0;Matches
212;Munir El Haddadi\Munir-El-Haddadi;es ESP;FW;Sevilla;23;1995;7.1;1;0;0;11;19;5;5;9;3;0;0;0;5;8;62.5;6;0;11;12;91.7;1;Matches
213;Eden Hazard\Eden-Hazard;be BEL;FWMF;Real Madrid;28;1991;8.3;0;0;0;11;35;2;15;4;5;3;0;0;31;49;63.3;34;0;6;14;42.9;8;Matches
214;Mario Hermoso\Mario-Hermoso;es ESP;DF;Atlético Madrid;24;1995;10.7;2;0;0;14;8;2;0;7;11;0;0;0;3;3;100.0;3;0;10;19;52.6;9;Matches
215;Aridane Hernández\Aridane-Hernandez;gq EQG;DF;Osasuna;30;1989;20.0;5;0;0;10;8;0;0;17;22;0;1;0;2;2;100.0;2;0;29;33;87.9;4;Matches
216;Javier Hernández\Javier-Hernandez;mx MEX;FW;Sevilla;31;1988;5.0;0;0;0;7;12;10;4;4;5;0;0;0;1;2;50.0;1;0;4;8;50.0;4;Matches
217;Juan Hernández\Juan-Hernandez;es ESP;MF;Celta Vigo;24;1994;0.2;0;0;0;0;0;0;2;0;0;0;0;0;3;5;60.0;3;0;0;0;;0;Matches
218;Héctor Herrera\Hector-Herrera;mx MEX;MF;Atlético Madrid;29;1990;9.3;0;0;0;12;11;1;23;20;16;0;0;0;12;13;92.3;12;1;26;40;65.0;14;Matches
219;Sergio Herrera\Sergio-Herrera;es ESP;GK;Osasuna;26;1993;11.4;2;1;0;1;6;0;0;0;1;0;0;0;3;3;100.0;3;0;0;2;0.0;2;Matches
220;Yangel Herrera\Yangel-Herrera;ve VEN;MF;Granada;21;1998;17.5;9;0;0;54;33;3;5;43;22;0;0;0;10;12;83.3;10;0;62;92;67.4;30;Matches
221;Iago Herrerín\Iago-Herrerin;es ESP;GK;Athletic Bilbao;31;1988;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;Matches
222;Pablo Hervías\Pablo-Hervias;es ESP;MF;Valladolid;26;1993;4.9;0;0;0;5;12;1;26;4;2;0;0;0;13;22;59.1;14;1;6;12;50.0;6;Matches
223;Robert Ibáñez\Robert-Ibanez;es ESP;MFFW;Osasuna;26;1993;5.9;3;0;0;9;20;1;5;3;4;0;0;0;15;25;60.0;17;0;12;18;66.7;6;Matches
224;Vicente Iborra\Vicente-Iborra;es ESP;MF;Villarreal;31;1988;22.6;8;0;0;42;34;0;2;38;38;0;1;0;9;13;69.2;10;2;53;79;67.1;26;Matches
225;Borja Iglesias\Borja-Iglesias;es ESP;FW;Betis;26;1993;15.3;1;1;0;26;13;13;5;5;3;0;1;0;10;25;40.0;11;1;5;11;45.5;6;Matches
226;Asier Illarramendi\Asier-Illarramendi;es ESP;MF;Real Sociedad;29;1990;2.4;0;0;0;2;3;0;0;2;5;0;0;0;0;1;0.0;0;0;3;5;60.0;2;Matches
227;Takashi Inui\Takashi-Inui;jp JPN;MFFW;Eibar;31;1988;15.5;2;0;0;25;19;4;33;11;14;1;0;0;14;31;45.2;15;1;22;43;51.2;21;Matches
228;Alexander Isak\Alexander-Isak;se SWE;FW;Real Sociedad;19;1999;10.8;2;0;0;16;9;10;6;4;3;0;0;0;16;30;53.3;18;0;5;10;50.0;5;Matches
229;Isco\Isco;es ESP;FWMF;Real Madrid;27;1992;9.7;1;0;0;9;19;4;30;7;3;0;0;0;25;41;61.0;26;1;11;18;61.1;7;Matches
230;Ander Iturraspe\Ander-Iturraspe;es ESP;MF;Espanyol;30;1989;2.0;1;0;0;4;1;0;0;0;1;0;0;0;0;0;;0;0;0;5;0.0;5;Matches
231;Adnan Januzaj\Adnan-Januzaj;be BEL;FWMF;Real Sociedad;24;1995;8.2;1;0;0;16;23;2;35;3;2;0;0;0;14;35;40.0;15;2;7;21;33.3;14;Matches
232;Jason\Jason;es ESP;MF;Getafe;25;1994;9.7;5;0;0;16;20;1;59;15;14;0;0;0;14;39;35.9;15;0;22;39;56.4;17;Matches
233;Joaquín\Joaquin;es ESP;MFFW;Betis;38;1981;18.3;3;0;0;9;20;5;68;9;13;0;0;0;42;62;67.7;45;2;15;23;65.2;8;Matches
234;Frenkie de Jong\Frenkie-de-Jong;nl NED;MF;Barcelona;22;1997;21.1;3;1;1;22;27;1;4;21;21;0;0;0;33;48;68.8;35;1;29;41;70.7;12;Matches
235;Luuk de Jong\Luuk-de-Jong;nl NED;FW;Sevilla;28;1990;17.0;2;0;0;22;29;12;2;7;6;0;0;0;8;12;66.7;8;0;13;21;61.9;8;Matches
236;Joan Jordán\Joan-Jordan;es ESP;MF;Sevilla;25;1994;16.3;4;0;0;46;18;1;71;27;11;1;0;0;26;31;83.9;26;0;35;68;51.5;33;Matches
237;Willian José\Willian-Jose;br BRA;FW;Real Sociedad;27;1991;15.1;4;0;0;21;11;10;6;3;0;0;0;0;5;12;41.7;6;0;3;9;33.3;6;Matches
238;Joselu\Joselu;es ESP;FW;Alavés;29;1990;22.9;5;0;0;39;41;5;3;14;10;1;0;0;8;15;53.3;8;0;22;44;50.0;22;Matches
239;Luka Jović\Luka-Jovic;rs SRB;FW;Real Madrid;21;1997;4.3;2;0;0;4;1;4;0;2;2;0;0;0;4;7;57.1;5;0;3;3;100.0;0;Matches
240;Juanmi\Juanmi;es ESP;FWMF;Betis;26;1993;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;0.0;1;Matches
241;David Juncà\David-Junca;es ESP;DF;Celta Vigo;25;1993;2.9;1;0;0;5;7;1;14;3;1;0;0;0;3;5;60.0;3;0;4;4;100.0;0;Matches
242;Lago Junior\Lago-Junior;ci CIV;MFFW;Mallorca;28;1990;19.4;2;0;0;32;34;8;47;15;11;0;2;0;22;53;41.5;25;1;24;39;61.5;15;Matches
243;Vinicius Júnior\Vinicius-Junior;br BRA;FWMF;Real Madrid;19;2000;9.0;3;0;0;12;14;4;25;6;4;0;0;0;34;74;45.9;38;2;11;22;50.0;11;Matches
244;Lee Kangin\Lee-Kangin;kr KOR;MFFW;Valencia;18;2001;3.3;1;1;0;7;6;0;11;2;1;0;0;0;7;9;77.8;7;1;3;6;50.0;3;Matches
245;Wilfrid Kaptoum\Wilfrid-Kaptoum;cm CMR;MF;Betis;23;1996;2.1;1;0;0;1;3;0;2;5;1;0;0;0;2;2;100.0;2;1;6;6;100.0;0;Matches
246;Kenedy\Kenedy;br BRA;MFDF;Getafe;23;1996;5.6;2;0;0;13;7;1;22;7;10;0;0;0;16;25;64.0;16;2;10;11;90.9;1;Matches
247;Kike\Kike;es ESP;FW;Eibar;29;1989;11.1;2;0;0;32;14;8;9;3;1;0;0;0;3;10;30.0;4;1;6;9;66.7;3;Matches
248;Kenan Kodro\Kenan-Kodro;ba BIH;FWMF;Athletic Bilbao;25;1993;3.7;0;0;0;5;6;3;1;0;0;0;0;0;2;2;100.0;2;0;0;1;0.0;1;Matches
249;Koke\Koke;es ESP;MF;Atlético Madrid;27;1992;19.8;4;0;0;11;23;1;68;40;25;1;0;0;10;14;71.4;10;0;53;91;58.2;38;Matches
250;Geoffrey Kondogbia\Geoffrey-Kondogbia;cf CTA;MF;Valencia;26;1993;13.5;4;0;0;24;15;2;0;29;33;0;1;0;6;9;66.7;6;0;41;62;66.1;21;Matches
251;Jules Koundé\Jules-Kounde;fr FRA;DF;Sevilla;20;1998;14.6;3;0;0;9;4;0;9;12;13;0;1;0;12;14;85.7;13;0;16;20;80.0;4;Matches
252;Leonardo Koutris\Leonardo-Koutris;gr GRE;DF;Mallorca;24;1995;1.0;0;0;0;3;0;0;3;0;1;0;1;0;0;0;;0;0;1;1;100.0;0;Matches
253;İsmail Köybaşı\Ismail-Koybasi;tr TUR;DFFW;Granada;30;1989;2.5;1;0;0;3;2;0;8;6;5;0;0;0;2;4;50.0;2;0;8;9;88.9;1;Matches
254;Toni Kroos\Toni-Kroos;de GER;MF;Real Madrid;29;1990;20.1;1;0;0;15;35;0;110;25;17;0;0;0;12;16;75.0;13;0;34;68;50.0;34;Matches
255;Takefusa Kubo\Takefusa-Kubo;jp JPN;MFFW;Mallorca;18;2001;15.0;2;0;0;26;40;2;49;15;15;2;0;0;36;63;57.1;42;1;23;47;48.9;24;Matches
256;Víctor Laguardia\Victor-Laguardia;es ESP;DF;Alavés;29;1989;20.5;7;1;0;28;6;1;2;11;30;0;0;0;2;4;50.0;2;0;18;29;62.1;11;Matches
257;Diego Lainez\Diego-Lainez;mx MEX;MF;Betis;19;2000;2.3;0;0;0;4;10;0;7;4;1;0;0;0;10;17;58.8;10;0;5;10;50.0;5;Matches
258;Larra\Larra;es ESP;FWMF;Athletic Bilbao;21;1997;2.0;0;0;0;6;3;1;12;1;0;1;0;0;3;7;42.9;4;0;1;1;100.0;0;Matches
259;Toni Lato\Toni-Lato;es ESP;MF;Osasuna;21;1997;0.9;0;0;0;3;0;0;2;3;1;0;0;0;0;1;0.0;0;0;4;4;100.0;0;Matches
260;Robin Le Normand\Robin-Le-Normand;fr FRA;DF;Real Sociedad;22;1996;15.2;5;0;0;17;11;0;0;14;8;0;0;0;0;0;;0;0;26;36;72.2;10;Matches
261;Wu Lei\Wu-Lei;cn CHN;FWMF;Espanyol;27;1991;12.3;2;0;0;12;12;7;17;7;11;0;0;0;12;22;54.5;12;0;13;37;35.1;24;Matches
262;Iñigo Lekue\Inigo-Lekue;es ESP;DFFW;Athletic Bilbao;26;1993;3.6;0;0;0;7;1;1;22;9;2;0;1;0;7;25;28.0;8;2;13;16;81.3;3;Matches
263;Thomas Lemar\Thomas-Lemar;fr FRA;MF;Atlético Madrid;23;1995;9.0;1;0;0;6;9;0;24;7;6;0;0;0;21;32;65.6;22;1;10;16;62.5;6;Matches
264;Clément Lenglet\Clement-Lenglet;fr FRA;DF;Barcelona;24;1995;17.8;8;2;2;21;17;2;0;31;22;0;1;0;5;7;71.4;5;0;40;47;85.1;7;Matches
265;Pedro León\Pedro-Leon;es ESP;MFFW;Eibar;32;1986;15.6;3;0;0;16;12;7;122;10;14;0;0;0;15;26;57.7;17;2;21;31;67.7;10;Matches
266;Sergio León\Sergio-Leon;es ESP;FW;Levante;30;1989;5.1;2;0;0;7;5;10;4;2;0;0;0;0;0;2;0.0;1;0;3;5;60.0;2;Matches
267;Lillo\Lillo;es ESP;DF;Osasuna;30;1989;2.1;2;0;0;3;2;1;11;2;3;0;0;0;1;1;100.0;1;0;5;5;100.0;0;Matches
268;Diego Llorente\Diego-Llorente;es ESP;DF;Real Sociedad;25;1993;17.1;4;1;1;15;12;2;0;12;19;1;0;0;3;4;75.0;3;0;19;24;79.2;5;Matches
269;Marcos Llorente\Marcos-Llorente;es ESP;MF;Atlético Madrid;24;1995;7.0;4;0;0;12;5;1;1;12;10;0;0;0;5;9;55.6;5;0;19;29;65.5;10;Matches
270;Stanislav Lobotka\Stanislav-Lobotka;sk SVK;MF;Celta Vigo;24;1994;15.5;1;0;0;11;22;1;4;17;8;0;0;0;10;15;66.7;10;0;23;43;53.5;20;Matches
271;Renan Lodi\Renan-Lodi;br BRA;DF;Atlético Madrid;21;1998;18.6;5;1;1;28;32;7;68;33;31;0;0;0;12;21;57.1;12;1;51;77;66.2;26;Matches
272;Rony Lopes\Rony-Lopes;pt POR;FWMF;Sevilla;23;1995;1.0;0;0;0;0;1;0;5;1;1;0;0;0;1;2;50.0;1;0;1;1;100.0;0;Matches
273;Adrián López\Adrian-Lopez;es ESP;FWMF;Osasuna;31;1988;9.8;0;0;0;5;4;3;10;3;1;0;0;0;13;25;52.0;13;1;6;16;37.5;10;Matches
274;David López\David-Lopez;es ESP;DFMF;Espanyol;29;1989;15.6;4;1;1;26;18;0;8;17;20;0;0;0;3;3;100.0;3;0;23;45;51.1;22;Matches
275;Diego López\Diego-Lopez;es ESP;GK;Espanyol;37;1981;26.0;2;0;0;0;5;0;0;1;2;0;0;0;2;3;66.7;3;0;1;2;50.0;1;Matches
276;Javi López\Javi-Lopez;es ESP;DF;Espanyol;33;1986;11.6;5;1;1;22;18;0;23;18;18;0;1;0;13;19;68.4;14;2;34;48;70.8;14;Matches
277;Lluis López\Lluis-Lopez;es ESP;DF;Espanyol;22;1997;3.3;1;0;0;2;1;0;2;1;1;0;0;0;0;2;0.0;1;0;2;3;66.7;1;Matches
278;Unai López\Unai-Lopez;es ESP;MF;Athletic Bilbao;23;1995;12.2;5;0;0;22;12;1;67;14;9;0;0;0;10;12;83.3;11;0;19;42;45.2;23;Matches
279;Iker Losada\Iker-Losada;es ESP;MFFW;Celta Vigo;17;2001;0.1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;;0;0;0;0;;0;Matches
280;Pol Lozano\Pol-Lozano;es ESP;MF;Espanyol;19;1999;0.2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;0;0;0;0;;0;Matches
281;José Luis Gayà\Jose-Luis-Gaya;es ESP;DF;Valencia;24;1995;18.6;4;0;0;15;27;0;67;22;15;1;0;0;27;42;64.3;28;0;41;58;70.7;17;Matches
282;José Luis Morales\Jose-Luis-Morales;es ESP;FWMF;Levante;32;1987;20.8;1;0;0;9;11;11;47;7;6;0;0;0;40;78;51.3;44;4;14;33;42.4;19;Matches
283;Darwin Machís\Darwin-Machis;ve VEN;FWMF;Granada;26;1993;15.3;3;0;0;29;28;9;79;14;19;0;0;0;35;58;60.3;35;3;21;36;58.3;15;Matches
284;Lisandro Magallán\Lisandro-Magallan;ar ARG;DF;Alavés;25;1993;8.3;4;0;0;10;3;1;0;6;7;0;1;0;2;2;100.0;2;0;14;19;73.7;5;Matches
285;Nemanja Maksimović\Nemanja-Maksimovic;rs SRB;MF;Getafe;24;1995;22.5;4;0;0;13;7;1;6;28;36;0;0;0;5;7;71.4;6;0;42;68;61.8;26;Matches
286;Hugo Mallo\Hugo-Mallo;es ESP;DF;Celta Vigo;28;1991;16.4;6;0;0;21;20;3;57;22;18;0;0;0;7;9;77.8;7;0;46;68;67.6;22;Matches
287;Aïssa Mandi\Aissa-Mandi;dz ALG;DF;Betis;27;1991;21.6;8;0;0;23;14;4;1;13;35;0;0;0;4;6;66.7;5;0;27;39;69.2;12;Matches
288;Eliaquim Mangala\Eliaquim-Mangala;fr FRA;DF;Valencia;28;1991;3.5;1;0;0;5;0;0;0;1;2;0;1;0;0;0;;0;0;1;1;100.0;0;Matches
289;Marcelo\Marcelo;br BRA;DF;Real Madrid;31;1988;9.8;1;0;0;5;12;0;47;7;12;0;0;0;8;10;80.0;8;0;10;24;41.7;14;Matches
290;Óscar de Marcos\Oscar-de-Marcos;es ESP;FW;Athletic Bilbao;30;1989;2.1;0;0;0;1;3;2;7;0;1;0;0;0;0;0;;0;0;0;2;0.0;2;Matches
