"id";"name";"nation";"position";"Squad";"age";"born";"MP";"Starts";"Min";"Gls";"Ast";"PK";"PKatt";"CrdY";"CrdR";"Gls_per_match";"Ast_per_match";"G_A_per_match";"G_PK_per_match";"G_A_PK_per_match";"xG";"npxG";"xA";"xG_per_match";"xA_per_match";"xG_xA";"npxG_per_match";"npxG_xA";"Matches"
23;Mauro Arambarri\Mauro-Arambarri;uy URU;MF;Getafe;23;1995;24;23;2102;1;1;0;0;7;0;0.04;0.04;0.09;0.04;0.09;1.3;1.3;1.1;0.06;0.05;0.10;0.06;0.10;Matches
24;Néstor Araujo\Nestor-Araujo;mx MEX;DF;Celta Vigo;27;1991;24;23;2084;1;1;0;0;7;0;0.04;0.04;0.09;0.04;0.09;0.6;0.6;0.0;0.03;0.00;0.03;0.03;0.03;Matches
25;Ronald Araújo\Ronald-Araujo;uy URU;DF;Barcelona;20;1999;1;0;13;0;0;0;0;0;1;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
26;Anaitz Arbilla\Anaitz-Arbilla;es ESP;DF;Eibar;32;1987;18;17;1549;1;0;0;0;5;0;0.06;0.00;0.06;0.06;0.06;0.6;0.6;0.1;0.04;0.00;0.04;0.04;0.04;Matches
27;Alphonse Areola\Alphonse-Areola;fr FRA;GK;Real Madrid;26;1993;3;3;270;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
28;Santiago Arias\Santiago-Arias;co COL;DF;Atletico Madrid;27;1992;7;6;551;0;1;0;0;0;0;0.00;0.16;0.16;0.00;0.16;0.1;0.1;0.5;0.02;0.09;0.11;0.02;0.11;Matches
29;José Arnaiz\Jose-Arnaiz;es ESP;MFFW;Leganés;24;1995;12;2;328;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.6;0.6;0.6;0.15;0.17;0.33;0.15;0.33;Matches
30;José Arnaiz\Jose-Arnaiz;es ESP;FWMF;Osasuna;24;1995;4;2;170;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.4;0.4;0.1;0.21;0.03;0.24;0.21;0.24;Matches
31;Sergio Asenjo\Sergio-Asenjo;es ESP;GK;Villarreal;30;1989;23;23;2070;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
32;Iago Aspas\Iago-Aspas;es ESP;FW;Celta Vigo;31;1987;26;26;2331;9;2;2;3;7;0;0.35;0.08;0.42;0.27;0.35;9.2;6.9;2.8;0.36;0.11;0.46;0.27;0.38;Matches
33;Roger Assalé\Roger-Assale;ci CIV;FWDF;Leganés;25;1993;3;0;74;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.4;0.4;0.0;0.49;0.00;0.49;0.49;0.49;Matches
34;Miguel Atienza\Miguel-Atienza;es ESP;MF;Eibar;;;1;0;25;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
35;Ezequiel Ávila\Ezequiel-Avila;ar ARG;FW;Osasuna;25;1994;20;18;1593;9;2;0;0;6;0;0.51;0.11;0.62;0.51;0.62;7.0;7.0;2.7;0.40;0.15;0.55;0.40;0.55;Matches
36;Javier Avilés\Javier-Aviles;es ESP;MF;Leganés;21;1997;1;0;12;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
37;Chidozie Awaziem\Chidozie-Awaziem;ng NGA;DF;Leganés;22;1997;17;15;1414;0;0;0;0;6;0;0.00;0.00;0.00;0.00;0.00;0.4;0.4;0.1;0.03;0.01;0.03;0.03;0.03;Matches
38;Ramon Azeez\Ramon-Azeez;ng NGA;MF;Granada;26;1992;17;9;881;2;0;0;0;3;0;0.20;0.00;0.20;0.20;0.20;1.7;1.7;0.2;0.17;0.02;0.19;0.17;0.19;Matches
39;Iddrisu Baba\Iddrisu-Baba;gh GHA;MF;Mallorca;23;1996;24;24;1999;0;0;0;0;5;0;0.00;0.00;0.00;0.00;0.00;0.4;0.4;0.1;0.02;0.00;0.02;0.02;0.02;Matches
40;Carlos Bacca\Carlos-Bacca;co COL;FWMF;Villarreal;32;1986;12;4;419;1;0;0;0;1;0;0.21;0.00;0.21;0.21;0.21;1.5;1.5;0.1;0.33;0.01;0.34;0.33;0.34;Matches
41;Gareth Bale\Gareth-Bale;wal WAL;FWMF;Real Madrid;30;1989;14;11;991;2;2;0;0;4;1;0.18;0.18;0.36;0.18;0.36;3.5;3.5;1.4;0.32;0.13;0.45;0.32;0.45;Matches
42;Mikel Balenziaga\Mikel-Balenziaga;es ESP;DF;Athletic Bilbao;31;1988;3;3;270;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
43;Éver Banega\Ever-Banega;ar ARG;MF;Sevilla;31;1988;22;21;1767;2;6;2;2;5;0;0.10;0.31;0.41;0.00;0.31;2.6;1.0;3.9;0.13;0.20;0.33;0.05;0.25;Matches
44;Federico Barba\Federico-Barba;it ITA;DF;Valladolid;25;1993;5;5;450;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.1;0.01;0.02;0.02;0.01;0.02;Matches
45;Enis Bardhi\Enis-Bardhi;mk MKD;MF;Levante;24;1995;20;14;1355;2;2;0;0;4;0;0.13;0.13;0.27;0.13;0.27;1.9;1.9;0.9;0.13;0.06;0.19;0.13;0.19;Matches
46;Antonio Barragán\Antonio-Barragan;es ESP;DF;Betis;32;1987;7;4;418;0;1;0;0;1;0;0.00;0.22;0.22;0.00;0.22;0.0;0.0;0.6;0.01;0.13;0.14;0.01;0.14;Matches
47;Ander Barrenetxea\Ander-Barrenetxea;es ESP;MFFW;Real Sociedad;17;2001;11;0;156;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.3;0.3;0.3;0.17;0.16;0.33;0.17;0.33;Matches
48;Marc Bartra\Marc-Bartra;es ESP;DFMF;Betis;28;1991;22;21;1883;2;1;0;0;5;0;0.10;0.05;0.14;0.10;0.14;1.2;1.2;0.7;0.06;0.03;0.09;0.06;0.09;Matches
49;Gil Bastião Dias\Gil-Bastiao-Dias;pt POR;FWDF;Granada;22;1996;2;1;84;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.11;0.04;0.15;0.11;0.15;Matches
50;Fran Beltrán\Fran-Beltran;es ESP;MF;Celta Vigo;20;1999;20;14;1266;0;0;0;0;2;1;0.00;0.00;0.00;0.00;0.00;1.0;1.0;0.4;0.07;0.03;0.10;0.07;0.10;Matches
51;Hatem Ben Arfa\Hatem-Ben-Arfa;fr FRA;MF;Valladolid;32;1987;1;0;12;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.15;0.15;0.00;0.15;Matches
52;Karim Benzema\Karim-Benzema;fr FRA;FW;Real Madrid;31;1987;25;24;2131;13;6;2;2;0;0;0.55;0.25;0.80;0.46;0.72;12.4;10.9;4.7;0.53;0.20;0.73;0.46;0.66;Matches
53;Yuri Berchiche\Yuri-Berchiche;es ESP;DF;Athletic Bilbao;29;1990;23;23;2070;2;1;0;0;4;0;0.09;0.04;0.13;0.09;0.13;1.1;1.1;1.9;0.05;0.08;0.13;0.05;0.13;Matches
54;Markel Bergara\Markel-Bergara;es ESP;MF;Getafe;33;1986;2;0;70;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.1;0.30;0.15;0.44;0.30;0.44;Matches
55;Sergio Bermejo\Sergio-Bermejo;es ESP;FW;Celta Vigo;21;1997;1;0;4;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
56;Pedro Bigas\Pedro-Bigas;es ESP;DF;Eibar;28;1990;12;11;866;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.7;0.7;0.3;0.07;0.03;0.10;0.07;0.10;Matches
57;Rubén Blanco\Ruben-Blanco;es ESP;GK;Celta Vigo;24;1995;24;24;2160;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
58;Pablo de Blasis\Pablo-de-Blasis;ar ARG;DFMF;Eibar;31;1988;20;9;996;0;2;0;0;0;0;0.00;0.18;0.18;0.00;0.18;0.3;0.3;1.5;0.03;0.13;0.16;0.03;0.16;Matches
59;Yassine Bounou\Yassine-Bounou;ma MAR;GK;Sevilla;28;1991;2;1;135;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
60;Filip Bradarić\Filip-Bradaric;hr CRO;MF;Celta Vigo;27;1992;3;2;123;0;0;0;0;0;1;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.01;0.01;0.00;0.01;Matches
61;Martin Braithwaite\Martin-Braithwaite;dk DEN;FW;Barcelona;28;1991;2;0;39;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.4;0.4;0.0;1.01;0.00;1.01;1.01;1.01;Matches
62;Martin Braithwaite\Martin-Braithwaite;dk DEN;FWMF;Leganés;28;1991;24;21;1935;6;1;0;1;3;0;0.28;0.05;0.33;0.28;0.33;6.5;5.8;1.2;0.30;0.06;0.36;0.27;0.33;Matches
63;Brandon\Brandon;es ESP;FW;Osasuna;24;1995;8;5;408;0;1;0;0;4;0;0.00;0.22;0.22;0.00;0.22;0.9;0.9;0.4;0.21;0.09;0.30;0.21;0.30;Matches
64;Darko Brašanac\Darko-Brasanac;rs SRB;MF;Osasuna;27;1992;20;18;1590;0;1;0;0;7;0;0.00;0.06;0.06;0.00;0.06;1.7;1.7;0.8;0.10;0.04;0.14;0.10;0.14;Matches
65;Yan Brice Eteki\Yan-Brice-Eteki;cm CMR;MF;Granada;21;1997;16;10;820;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;0.3;0.3;0.1;0.03;0.01;0.04;0.03;0.04;Matches
66;Bryan\Bryan;es ESP;MFFW;Leganés;18;2001;3;0;90;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.1;0.04;0.08;0.11;0.04;0.11;Matches
67;Bryan\Bryan;es ESP;FW;Sevilla;18;2001;2;0;63;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
68;Ante Budimir\Ante-Budimir;hr CRO;FW;Mallorca;28;1991;24;24;1986;9;2;0;0;6;0;0.41;0.09;0.50;0.41;0.50;6.7;6.7;0.8;0.30;0.04;0.34;0.30;0.34;Matches
69;Esteban Burgos\Esteban-Burgos;ar ARG;DF;Eibar;27;1992;6;5;519;1;0;0;0;2;0;0.17;0.00;0.17;0.17;0.17;0.8;0.8;0.0;0.13;0.00;0.13;0.13;0.13;Matches
70;Burgui\Burgui;es ESP;MF;Alavés;25;1993;2;0;20;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
71;Oliver Burke\Oliver-Burke;sco SCO;MFFW;Alavés;22;1997;21;7;788;1;1;0;0;1;0;0.11;0.11;0.23;0.11;0.23;2.6;2.6;0.5;0.30;0.06;0.36;0.30;0.36;Matches
72;Sergio Busquets\Sergio-Busquets;es ESP;MF;Barcelona;31;1988;22;19;1710;2;2;0;0;6;0;0.11;0.11;0.21;0.11;0.21;1.1;1.1;2.2;0.06;0.12;0.17;0.06;0.17;Matches
73;Unai Bustinza\Unai-Bustinza;es ESP;DF;Leganés;27;1992;23;22;1910;0;1;0;0;3;0;0.00;0.05;0.05;0.00;0.05;0.4;0.4;1.1;0.02;0.05;0.07;0.02;0.07;Matches
74;Erick Cabaco\Erick-Cabaco;uy URU;DF;Levante;24;1995;11;9;808;0;0;0;0;4;0;0.00;0.00;0.00;0.00;0.00;0.3;0.3;0.1;0.03;0.01;0.04;0.03;0.04;Matches
75;Ariday Cabrera\Ariday-Cabrera;es ESP;MFFW;Mallorca;30;1988;2;0;35;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.09;0.00;0.09;0.09;0.09;Matches
76;Leandro Cabrera\Leandro-Cabrera;uy URU;DF;Getafe;28;1991;18;18;1530;2;0;0;0;3;0;0.12;0.00;0.12;0.12;0.12;0.9;0.9;0.3;0.05;0.02;0.07;0.05;0.07;Matches
77;Leandro Cabrera\Leandro-Cabrera;uy URU;DF;Espanyol;28;1991;6;6;540;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.2;0.00;0.04;0.04;0.00;0.04;Matches
78;Fernando Calero\Fernando-Calero;es ESP;DF;Espanyol;23;1995;14;11;976;0;0;0;0;4;1;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
79;Jonathan Calleri\Jonathan-Calleri;ar ARG;FW;Espanyol;25;1993;18;15;1317;1;3;0;0;1;0;0.07;0.21;0.27;0.07;0.27;2.9;2.9;2.0;0.20;0.13;0.34;0.20;0.34;Matches
80;Víctor Camarasa\Victor-Camarasa;es ESP;MF;Alavés;25;1994;7;7;606;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.6;0.03;0.09;0.12;0.03;0.12;Matches
81;Sergio Camello\Sergio-Camello;es ESP;FW;Atletico Madrid;18;2001;2;0;23;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
82;José Campaña\Jose-Campana;es ESP;MF;Levante;26;1993;25;25;2216;2;5;0;0;3;1;0.08;0.20;0.28;0.08;0.28;2.2;2.2;3.8;0.09;0.15;0.24;0.09;0.24;Matches
83;Xisco Campos\Xisco-Campos;es ESP;DF;Mallorca;37;1982;7;3;340;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.02;0.00;0.02;0.02;0.02;Matches
84;Víctor Campuzano\Victor-Campuzano;es ESP;FW;Espanyol;22;1997;13;7;697;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;1.4;1.4;0.0;0.18;0.00;0.18;0.18;0.18;Matches
85;Sergio Canales\Sergio-Canales;es ESP;MF;Betis;28;1991;25;25;2204;4;4;2;2;4;0;0.16;0.16;0.33;0.08;0.25;4.2;2.6;3.3;0.17;0.14;0.31;0.11;0.24;Matches
86;Ander Capa\Ander-Capa;es ESP;DF;Athletic Bilbao;27;1992;25;24;2143;2;4;0;0;10;0;0.08;0.17;0.25;0.08;0.25;1.1;1.1;3.0;0.05;0.13;0.17;0.05;0.17;Matches
87;Marc Cardona\Marc-Cardona;es ESP;FW;Osasuna;24;1995;12;6;515;1;1;0;0;1;0;0.17;0.17;0.35;0.17;0.35;1.0;1.0;0.7;0.18;0.12;0.30;0.18;0.30;Matches
88;Diego Carlos\Diego-Carlos;br BRA;DF;Sevilla;26;1993;24;24;2145;2;0;0;0;6;0;0.08;0.00;0.08;0.08;0.08;1.8;1.8;0.5;0.08;0.02;0.09;0.08;0.09;Matches
89;Yannick Carrasco\Yannick-Carrasco;be BEL;MFFW;Atletico Madrid;25;1993;4;1;119;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.04;0.04;0.08;0.04;0.08;Matches
90;Daniel Carriço\Daniel-Carrico;pt POR;DF;Sevilla;30;1988;11;10;848;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;0.3;0.3;0.0;0.03;0.00;0.03;0.03;0.03;Matches
91;Guido Carrillo\Guido-Carrillo;ar ARG;FW;Leganés;28;1991;19;9;909;1;1;0;0;1;0;0.10;0.10;0.20;0.10;0.20;3.0;3.0;0.3;0.30;0.03;0.32;0.30;0.32;Matches
92;Dani Carvajal\Dani-Carvajal;es ESP;DF;Real Madrid;27;1992;22;22;1980;1;5;0;0;8;0;0.05;0.23;0.27;0.05;0.27;2.1;2.1;3.8;0.09;0.17;0.26;0.09;0.26;Matches
93;William Carvalho\William-Carvalho;pt POR;MF;Betis;27;1992;9;9;707;0;0;0;0;4;1;0.00;0.00;0.00;0.00;0.00;0.4;0.4;0.7;0.05;0.09;0.14;0.05;0.14;Matches
94;Casemiro\Casemiro;br BRA;MF;Real Madrid;27;1992;24;24;2130;3;2;0;0;9;0;0.13;0.08;0.21;0.13;0.21;2.4;2.4;0.2;0.10;0.01;0.11;0.10;0.11;Matches
95;Santi Cazorla\Santi-Cazorla;es ESP;MF;Villarreal;34;1984;23;20;1740;8;5;6;6;3;0;0.41;0.26;0.67;0.10;0.36;6.0;1.5;4.8;0.31;0.25;0.56;0.08;0.33;Matches
96;Charles\Charles;br BRA;FW;Eibar;35;1984;19;8;822;4;0;0;1;5;0;0.44;0.00;0.44;0.44;0.44;2.8;2.0;0.4;0.31;0.04;0.35;0.22;0.27;Matches
97;Pablo Chavarría\Pablo-Chavarria;ar ARG;FWMF;Mallorca;31;1988;6;0;100;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.3;0.3;0.4;0.26;0.35;0.61;0.26;0.61;Matches
98;Pape Cheikh Diop\Pape-Cheikh-Diop;es ESP;MF;Celta Vigo;21;1997;14;5;544;0;1;0;0;4;1;0.00;0.17;0.17;0.00;0.17;0.1;0.1;0.3;0.02;0.05;0.07;0.02;0.07;Matches
99;Chema\Chema;es ESP;DF;Getafe;27;1992;1;1;90;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.10;0.00;0.10;0.10;0.10;Matches
100;Denis Cheryshev\Denis-Cheryshev;ru RUS;MFFW;Valencia;28;1990;15;8;698;1;1;0;0;5;0;0.13;0.13;0.26;0.13;0.26;2.2;2.2;0.6;0.28;0.08;0.35;0.28;0.35;Matches
101;Samuel Chukwueze\Samuel-Chukwueze;ng NGA;MFFW;Villarreal;20;1999;25;13;1379;3;1;0;0;1;0;0.20;0.07;0.26;0.20;0.26;3.0;3.0;3.1;0.19;0.20;0.40;0.19;0.40;Matches
102;Jasper Cillessen\Jasper-Cillessen;nl NED;GK;Valencia;30;1989;16;16;1377;0;1;0;0;1;0;0.00;0.07;0.07;0.00;0.07;0.0;0.0;0.1;0.00;0.01;0.01;0.00;0.01;Matches
103;Óscar Clemente\Oscar-Clemente;es ESP;MF;Atletico Madrid;20;1999;1;0;3;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
104;Carlos Clerc\Carlos-Clerc;es ESP;DF;Levante;27;1992;13;13;1169;0;2;0;0;4;0;0.00;0.15;0.15;0.00;0.15;0.1;0.1;1.5;0.01;0.12;0.12;0.01;0.12;Matches
105;Coke\Coke;es ESP;DF;Levante;32;1987;10;6;550;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.2;0.01;0.03;0.04;0.01;0.04;Matches
106;Álex Collado\Alex-Collado;es ESP;DF;Barcelona;20;1999;1;0;5;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
107;Francis Coquelin\Francis-Coquelin;fr FRA;MF;Valencia;28;1991;19;17;1481;0;0;0;0;7;1;0.00;0.00;0.00;0.00;0.00;0.4;0.4;0.1;0.02;0.00;0.03;0.02;0.03;Matches
108;Sébastien Corchia\Sebastien-Corchia;fr FRA;DF;Espanyol;28;1990;3;3;270;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.5;0.05;0.17;0.22;0.05;0.22;Matches
109;Iñigo Córdoba\Inigo-Cordoba;es ESP;FW;Athletic Bilbao;22;1997;13;12;777;0;1;0;0;4;0;0.00;0.12;0.12;0.00;0.12;0.8;0.8;0.6;0.09;0.07;0.16;0.09;0.16;Matches
110;Ángel Correa\Angel-Correa;ar ARG;MFFW;Atletico Madrid;24;1995;21;15;1403;5;6;0;0;5;0;0.32;0.38;0.71;0.32;0.71;5.5;5.5;3.2;0.35;0.21;0.56;0.35;0.56;Matches
111;Rober Correa\Rober-Correa;es ESP;DF;Eibar;26;1992;4;3;257;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.01;0.00;0.01;0.01;0.01;Matches
112;Thierry Correia\Thierry-Correia;pt POR;DF;Valencia;20;1999;2;2;180;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.02;0.02;0.00;0.02;Matches
113;Diego Costa\Diego-Costa;es ESP;FW;Atletico Madrid;30;1988;12;8;784;2;2;1;2;2;0;0.23;0.23;0.46;0.11;0.34;3.0;1.5;1.2;0.35;0.14;0.49;0.17;0.31;Matches
114;Jaume Costa\Jaume-Costa;es ESP;DF;Valencia;31;1988;13;10;961;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.3;0.00;0.02;0.03;0.00;0.03;Matches
115;David Costas\David-Costas;es ESP;DF;Celta Vigo;24;1995;6;3;335;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.03;0.00;0.03;0.03;0.03;Matches
116;Thibaut Courtois\Thibaut-Courtois;be BEL;GK;Real Madrid;27;1992;23;23;2070;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.00;0.00;0.00;0.00;0.00;Matches
117;Sebastián Cristóforo\Sebastian-Cristoforo;uy URU;MF;Eibar;25;1993;6;2;240;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.1;0.02;0.04;0.06;0.02;0.06;Matches
