"id";"name";"nation";"position";"Squad";"age";"born";"90s";"Gls";"PK";"PKatt";"Sh";"SoT";"FK";"SoT%";"Sh/90";"SoT/90";"G/Sh";"G/SoT";"xG";"npxG";"npxG/Sh";"G-xG";"np:G-xG";"Matches"
21;Vitorino Antunes\Vitorino-Antunes;pt POR;MF;Getafe;32;1987;0.1;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
22;Anuar\Anuar;ma MAR;MFFW;Valladolid;24;1995;2.0;0;0;0;1;0;0;0.0;0.50;0.00;0.00;;0.0;0.0;0.03;0.0;0.0;Matches
23;Mauro Arambarri\Mauro-Arambarri;uy URU;MF;Getafe;23;1995;23.4;1;0;0;27;4;3;14.8;1.16;0.17;0.04;0.25;1.3;1.3;0.05;-0.3;-0.3;Matches
24;Néstor Araujo\Nestor-Araujo;mx MEX;DF;Celta Vigo;27;1991;23.2;1;0;0;9;3;0;33.3;0.39;0.13;0.11;0.33;0.6;0.6;0.07;+0.4;+0.4;Matches
25;Ronald Araújo\Ronald-Araujo;uy URU;DF;Barcelona;20;1999;0.1;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
26;Anaitz Arbilla\Anaitz-Arbilla;es ESP;DF;Eibar;32;1987;17.2;1;0;0;12;2;3;16.7;0.70;0.12;0.08;0.50;0.6;0.6;0.05;+0.4;+0.4;Matches
27;Alphonse Areola\Alphonse-Areola;fr FRA;GK;Real Madrid;26;1993;3.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
28;Santiago Arias\Santiago-Arias;co COL;DF;Atlético Madrid;27;1992;6.1;0;0;0;3;1;0;33.3;0.49;0.16;0.00;0.00;0.1;0.1;0.04;-0.1;-0.1;Matches
29;José Arnaiz\Jose-Arnaiz;es ESP;MFFW;Leganés;24;1995;3.6;0;0;0;11;5;0;45.5;3.02;1.37;0.00;0.00;0.6;0.6;0.05;-0.6;-0.6;Matches
30;José Arnaiz\Jose-Arnaiz;es ESP;FWMF;Osasuna;24;1995;1.9;0;0;0;6;1;0;16.7;3.18;0.53;0.00;0.00;0.4;0.4;0.07;-0.4;-0.4;Matches
31;Sergio Asenjo\Sergio-Asenjo;es ESP;GK;Villarreal;30;1989;23.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
32;Iago Aspas\Iago-Aspas;es ESP;FW;Celta Vigo;31;1987;25.9;9;2;3;63;25;8;39.7;2.43;0.97;0.11;0.28;9.2;6.9;0.11;-0.2;+0.1;Matches
33;Roger Assalé\Roger-Assale;ci CIV;FWDF;Leganés;25;1993;0.8;0;0;0;3;1;0;33.3;3.65;1.22;0.00;0.00;0.4;0.4;0.13;-0.4;-0.4;Matches
34;Miguel Atienza\Miguel-Atienza;es ESP;MF;Eibar;;;0.3;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
35;Ezequiel Ávila\Ezequiel-Avila;ar ARG;FW;Osasuna;25;1994;17.7;9;0;0;68;27;0;39.7;3.84;1.53;0.13;0.33;7.0;7.0;0.10;+2.0;+2.0;Matches
36;Javier Avilés\Javier-Aviles;es ESP;MF;Leganés;21;1997;0.1;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
37;Chidozie Awaziem\Chidozie-Awaziem;ng NGA;DF;Leganés;22;1997;15.7;0;0;0;6;0;0;0.0;0.38;0.00;0.00;;0.4;0.4;0.07;-0.4;-0.4;Matches
38;Ramon Azeez\Ramon-Azeez;ng NGA;MF;Granada;26;1992;9.8;2;0;0;16;2;0;12.5;1.63;0.20;0.13;1.00;1.7;1.7;0.10;+0.3;+0.3;Matches
39;Iddrisu Baba\Iddrisu-Baba;gh GHA;MF;Mallorca;23;1996;22.2;0;0;0;7;1;0;14.3;0.32;0.05;0.00;0.00;0.4;0.4;0.06;-0.4;-0.4;Matches
40;Carlos Bacca\Carlos-Bacca;co COL;FWMF;Villarreal;32;1986;4.7;1;0;0;11;4;0;36.4;2.36;0.86;0.09;0.25;1.5;1.5;0.14;-0.5;-0.5;Matches
41;Gareth Bale\Gareth-Bale;wal WAL;FWMF;Real Madrid;30;1989;11.0;2;0;0;31;12;3;38.7;2.82;1.09;0.06;0.17;3.5;3.5;0.11;-1.5;-1.5;Matches
42;Mikel Balenziaga\Mikel-Balenziaga;es ESP;DF;Athletic Bilbao;31;1988;3.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
43;Éver Banega\Ever-Banega;ar ARG;MF;Sevilla;31;1988;19.6;2;2;2;26;5;2;19.2;1.32;0.25;0.00;0.00;2.6;1.0;0.04;-0.6;-1.0;Matches
44;Federico Barba\Federico-Barba;it ITA;DF;Valladolid;25;1993;5.0;0;0;0;1;1;0;100.0;0.20;0.20;0.00;0.00;0.0;0.0;0.04;0.0;0.0;Matches
45;Enis Bardhi\Enis-Bardhi;mk MKD;MF;Levante;24;1995;15.1;2;0;0;32;10;9;31.3;2.13;0.66;0.06;0.20;1.9;1.9;0.06;+0.1;+0.1;Matches
46;Antonio Barragán\Antonio-Barragan;es ESP;DF;Betis;32;1987;4.6;0;0;0;1;0;0;0.0;0.22;0.00;0.00;;0.0;0.0;0.05;0.0;0.0;Matches
47;Ander Barrenetxea\Ander-Barrenetxea;es ESP;MFFW;Real Sociedad;17;2001;1.7;0;0;0;5;3;0;60.0;2.88;1.73;0.00;0.00;0.3;0.3;0.06;-0.3;-0.3;Matches
48;Marc Bartra\Marc-Bartra;es ESP;DFMF;Betis;28;1991;20.9;2;0;0;16;4;0;25.0;0.76;0.19;0.13;0.50;1.2;1.2;0.08;+0.8;+0.8;Matches
49;Gil Bastião Dias\Gil-Bastiao-Dias;pt POR;FWDF;Granada;22;1996;0.9;0;0;0;2;1;0;50.0;2.14;1.07;0.00;0.00;0.1;0.1;0.05;-0.1;-0.1;Matches
50;Fran Beltrán\Fran-Beltran;es ESP;MF;Celta Vigo;20;1999;14.1;0;0;0;9;2;0;22.2;0.64;0.14;0.00;0.00;1.0;1.0;0.11;-1.0;-1.0;Matches
51;Hatem Ben Arfa\Hatem-Ben-Arfa;fr FRA;MF;Valladolid;32;1987;0.1;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
52;Karim Benzema\Karim-Benzema;fr FRA;FW;Real Madrid;31;1987;23.7;13;2;2;91;38;1;41.8;3.84;1.60;0.12;0.29;12.4;10.9;0.12;+0.6;+0.1;Matches
53;Yuri Berchiche\Yuri-Berchiche;es ESP;DF;Athletic Bilbao;29;1990;23.0;2;0;0;27;8;0;29.6;1.17;0.35;0.07;0.25;1.1;1.1;0.04;+0.9;+0.9;Matches
54;Markel Bergara\Markel-Bergara;es ESP;MF;Getafe;33;1986;0.8;0;0;0;1;0;0;0.0;1.29;0.00;0.00;;0.2;0.2;0.23;-0.2;-0.2;Matches
55;Sergio Bermejo\Sergio-Bermejo;es ESP;FW;Celta Vigo;21;1997;0.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
56;Pedro Bigas\Pedro-Bigas;es ESP;DF;Eibar;28;1990;9.6;0;0;0;3;1;0;33.3;0.31;0.10;0.00;0.00;0.7;0.7;0.23;-0.7;-0.7;Matches
57;Rubén Blanco\Ruben-Blanco;es ESP;GK;Celta Vigo;24;1995;24.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
58;Pablo de Blasis\Pablo-de-Blasis;ar ARG;DFMF;Eibar;31;1988;11.1;0;0;0;4;1;1;25.0;0.36;0.09;0.00;0.00;0.3;0.3;0.07;-0.3;-0.3;Matches
59;Yassine Bounou\Yassine-Bounou;ma MAR;GK;Sevilla;28;1991;1.5;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
60;Filip Bradarić\Filip-Bradaric;hr CRO;MF;Celta Vigo;27;1992;1.4;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
61;Martin Braithwaite\Martin-Braithwaite;dk DEN;FW;Barcelona;28;1991;0.4;0;0;0;2;2;0;100.0;4.62;4.62;0.00;0.00;0.4;0.4;0.22;-0.4;-0.4;Matches
62;Martin Braithwaite\Martin-Braithwaite;dk DEN;FWMF;Leganés;28;1991;21.5;6;0;1;40;16;1;40.0;1.86;0.74;0.15;0.38;6.5;5.8;0.14;-0.5;+0.2;Matches
63;Brandon\Brandon;es ESP;FW;Osasuna;24;1995;4.5;0;0;0;9;2;0;22.2;1.99;0.44;0.00;0.00;0.9;0.9;0.10;-0.9;-0.9;Matches
64;Darko Brašanac\Darko-Brasanac;rs SRB;MF;Osasuna;27;1992;17.7;0;0;0;18;6;0;33.3;1.02;0.34;0.00;0.00;1.7;1.7;0.10;-1.7;-1.7;Matches
65;Yan Brice Eteki\Yan-Brice-Eteki;cm CMR;MF;Granada;21;1997;9.1;0;0;0;5;0;0;0.0;0.55;0.00;0.00;;0.3;0.3;0.05;-0.3;-0.3;Matches
66;Bryan\Bryan;es ESP;MFFW;Leganés;18;2001;1.0;0;0;0;1;0;0;0.0;1.00;0.00;0.00;;0.0;0.0;0.04;0.0;0.0;Matches
67;Bryan\Bryan;es ESP;FW;Sevilla;18;2001;0.7;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
68;Ante Budimir\Ante-Budimir;hr CRO;FW;Mallorca;28;1991;22.1;9;0;0;40;13;0;32.5;1.81;0.59;0.23;0.69;6.7;6.7;0.17;+2.3;+2.3;Matches
69;Esteban Burgos\Esteban-Burgos;ar ARG;DF;Eibar;27;1992;5.8;1;0;0;2;1;0;50.0;0.35;0.17;0.50;1.00;0.8;0.8;0.39;+0.2;+0.2;Matches
70;Burgui\Burgui;es ESP;MF;Alavés;25;1993;0.2;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
71;Oliver Burke\Oliver-Burke;sco SCO;MFFW;Alavés;22;1997;8.8;1;0;0;13;3;0;23.1;1.48;0.34;0.08;0.33;2.6;2.6;0.20;-1.6;-1.6;Matches
72;Sergio Busquets\Sergio-Busquets;es ESP;MF;Barcelona;31;1988;19.0;2;0;0;8;4;0;50.0;0.42;0.21;0.25;0.50;1.1;1.1;0.13;+0.9;+0.9;Matches
73;Unai Bustinza\Unai-Bustinza;es ESP;DF;Leganés;27;1992;21.2;0;0;0;7;3;0;42.9;0.33;0.14;0.00;0.00;0.4;0.4;0.06;-0.4;-0.4;Matches
74;Erick Cabaco\Erick-Cabaco;uy URU;DF;Levante;24;1995;9.0;0;0;0;4;0;0;0.0;0.45;0.00;0.00;;0.3;0.3;0.06;-0.3;-0.3;Matches
75;Ariday Cabrera\Ariday-Cabrera;es ESP;MFFW;Mallorca;30;1988;0.4;0;0;0;1;1;0;100.0;2.57;2.57;0.00;0.00;0.0;0.0;0.04;0.0;0.0;Matches
76;Leandro Cabrera\Leandro-Cabrera;uy URU;DF;Getafe;28;1991;17.0;2;0;0;9;3;0;33.3;0.53;0.18;0.22;0.67;0.9;0.9;0.10;+1.1;+1.1;Matches
77;Leandro Cabrera\Leandro-Cabrera;uy URU;DF;Espanyol;28;1991;6.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
78;Fernando Calero\Fernando-Calero;es ESP;DF;Espanyol;23;1995;10.8;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
79;Jonathan Calleri\Jonathan-Calleri;ar ARG;FW;Espanyol;25;1993;14.6;1;0;0;36;10;0;27.8;2.46;0.68;0.03;0.10;2.9;2.9;0.08;-1.9;-1.9;Matches
80;Víctor Camarasa\Victor-Camarasa;es ESP;MF;Alavés;25;1994;6.7;0;0;0;6;2;0;33.3;0.89;0.30;0.00;0.00;0.2;0.2;0.03;-0.2;-0.2;Matches
81;Sergio Camello\Sergio-Camello;es ESP;FW;Atlético Madrid;18;2001;0.3;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
82;José Campaña\Jose-Campana;es ESP;MF;Levante;26;1993;24.6;2;0;0;28;7;3;25.0;1.14;0.28;0.07;0.29;2.2;2.2;0.08;-0.2;-0.2;Matches
