"id";"name";"nation";"position";"Squad";"age";"born";"90s";"Ast";"xA";"A-xA";"KP";"Cmp";"Att";"CmpPER";"shortCmp";"shortAtt";"shortCmpPER";"mediumCmp";"mediumAtt";"mediumCmpPER";"longCmp";"longAtt";"longCmpPER";"Left";"Right";"FK";"TB";"CK";"TI";"1/3";"PPA";"CrsPA";"Matches"
438;Fede San Emeterio\Fede-San-Emeterio;es ESP;MF;Valladolid;22;1997;11.8;0;0.1;-0.1;4;362;429;84.4;6;11;54.5;268;303;88.4;88;115;76.5;35;343;7;0;0;0;28;1;0;Matches
439;Mikel San José\Mikel-San-Jose;es ESP;MF;Athletic Bilbao;30;1989;3.9;0;0.0;0.0;1;93;125;74.4;3;7;42.9;74;89;83.1;16;29;55.2;20;86;1;0;0;0;4;2;0;Matches
440;Oihan Sancet\Oihan-Sancet;es ESP;MF;Athletic Bilbao;19;2000;3.6;1;0.5;+0.5;5;82;100;82.0;3;7;42.9;64;74;86.5;15;19;78.9;5;85;0;1;1;0;6;0;0;Matches
441;Germán Sánchez\German-Sanchez;es ESP;DF;Granada;32;1986;16.7;0;0.0;0.0;0;474;572;82.9;3;4;75.0;284;324;87.7;187;244;76.6;102;405;24;0;0;4;11;1;0;Matches
442;Manuel Sánchez\Manuel-Sanchez;es ESP;DF;Atlético Madrid;18;2000;0.7;0;0.1;-0.1;2;16;21;76.2;1;1;100.0;13;17;76.5;2;3;66.7;13;2;0;0;0;4;0;2;1;Matches
443;Víctor Sánchez\Victor-Sanchez;es ESP;MFDF;Espanyol;31;1987;16.6;1;1.0;0.0;22;670;869;77.1;17;35;48.6;499;589;84.7;154;245;62.9;150;627;42;0;22;15;60;8;2;Matches
444;Luca Sangalli\Luca-Sangalli;es ESP;MF;Real Sociedad;24;1995;3.4;1;0.5;+0.5;6;121;164;73.8;3;9;33.3;101;126;80.2;17;29;58.6;23;131;3;1;2;1;13;5;2;Matches
445;Oier Sanjurjo\Oier-Sanjurjo;es ESP;MF;Osasuna;33;1986;17.5;0;0.8;-0.8;10;479;648;73.9;7;30;23.3;370;449;82.4;102;169;60.4;77;477;9;1;0;2;57;4;1;Matches
446;Ivan Šaponjić\Ivan-Saponjic;rs SRB;DF;Atlético Madrid;21;1997;0.0;0;0.0;0.0;0;0;2;0.0;0;0;;0;0;;0;2;0.0;0;1;0;0;1;0;0;0;0;Matches
447;Joan Sastre Vanrell\Joan-Sastre-Vanrell;es ESP;DF;Mallorca;22;1997;14.2;2;1.4;+0.6;14;425;624;68.1;6;27;22.2;297;382;77.7;122;215;56.7;60;405;11;0;0;129;29;13;4;Matches
448;Stefan Savić\Stefan-Savic;me MNE;DF;Atlético Madrid;28;1991;13.0;0;0.1;-0.1;2;445;535;83.2;5;7;71.4;300;325;92.3;140;203;69.0;32;440;26;1;0;0;30;3;0;Matches
449;Aleksandar Sedlar\Aleksandar-Sedlar;rs SRB;DF;Mallorca;27;1991;1.8;0;0.0;0.0;0;57;64;89.1;0;1;0.0;38;41;92.7;19;22;86.4;4;49;2;0;0;3;3;0;0;Matches
450;Nélson Semedo\Nelson-Semedo;pt POR;DF;Barcelona;25;1993;14.4;2;1.2;+0.8;7;874;984;88.8;8;35;22.9;758;823;92.1;108;126;85.7;159;715;10;1;1;99;64;16;1;Matches
451;Josep Señé\Josep-Sene;es ESP;MF;Mallorca;27;1991;1.5;0;0.0;0.0;1;72;76;94.7;0;0;;51;52;98.1;21;24;87.5;2;73;4;0;0;0;3;1;1;Matches
452;Salva Sevilla\Salva-Sevilla;es ESP;MF;Mallorca;35;1984;20.6;3;3.1;-0.1;46;1053;1279;82.3;34;51;66.7;814;892;91.3;205;336;61.0;137;1091;124;2;88;6;111;10;0;Matches
453;Sidnei\Sidnei;br BRA;DF;Betis;29;1989;7.6;0;0.0;0.0;0;426;463;92.0;8;10;80.0;281;296;94.9;137;157;87.3;102;332;19;0;0;5;11;1;0;Matches
454;Jonathan Silva\Jonathan-Silva;ar ARG;DF;Leganés;25;1994;22.6;0;1.5;-1.5;21;689;998;69.0;15;52;28.8;523;611;85.6;151;335;45.1;708;53;44;3;9;173;57;31;22;Matches
455;Rui Silva\Rui-Silva;pt POR;GK;Granada;25;1994;25.0;0;0.0;0.0;1;494;904;54.6;0;0;;181;183;98.9;313;721;43.4;569;182;98;1;0;0;22;0;0;Matches
456;Unai Simón\Unai-Simon;es ESP;GK;Athletic Bilbao;22;1997;23.0;0;0.0;0.0;0;435;733;59.3;0;2;0.0;126;128;98.4;309;603;51.2;27;571;76;0;0;0;11;0;0;Matches
457;Dimitris Siovas\Dimitris-Siovas;gr GRE;DF;Leganés;30;1988;14.6;0;0.1;-0.1;1;439;597;73.5;7;21;33.3;272;321;84.7;160;255;62.7;420;48;28;1;0;57;37;0;0;Matches
458;Pione Sisto\Pione-Sisto;dk DEN;FWMF;Celta Vigo;24;1995;8.5;0;0.4;-0.4;8;306;396;77.3;12;29;41.4;250;286;87.4;44;81;54.3;38;343;8;0;10;4;20;8;1;Matches
459;Antonio Sivera\Antonio-Sivera;es ESP;GK;Alavés;22;1996;3.0;0;0.0;0.0;0;43;83;51.8;0;0;;16;16;100.0;27;67;40.3;6;64;14;0;0;0;1;0;0;Matches
460;Fyodor Smolov\Fyodor-Smolov;ru RUS;FW;Celta Vigo;29;1990;3.2;0;0.1;-0.1;1;48;71;67.6;1;4;25.0;46;61;75.4;1;6;16.7;5;52;1;0;0;1;3;1;0;Matches
461;Rubén Sobrino\Ruben-Sobrino;es ESP;FWMF;Valencia;27;1992;1.4;0;0.2;-0.2;3;30;41;73.2;1;4;25.0;23;29;79.3;6;8;75.0;4;31;0;1;0;0;2;1;0;Matches
462;Roberto Soldado\Roberto-Soldado;es ESP;FW;Granada;34;1985;18.6;4;3.3;+0.7;22;282;396;71.2;11;28;39.3;236;301;78.4;35;67;52.2;22;312;2;0;0;1;12;4;0;Matches
463;Carlos Soler\Carlos-Soler;es ESP;MF;Valencia;22;1997;15.4;0;1.0;-1.0;9;350;455;76.9;9;24;37.5;287;333;86.2;54;98;55.1;47;381;6;2;5;1;34;18;0;Matches
464;Kévin Soni\Kevin-Soni;cm CMR;FW;Espanyol;21;1998;0.0;0;0.0;0.0;0;1;2;50.0;0;0;;1;2;50.0;0;0;;1;1;0;0;0;0;0;0;0;Matches
465;David Soria\David-Soria;es ESP;GK;Getafe;26;1993;26.0;0;0.0;0.0;0;321;754;42.6;0;0;;31;32;96.9;290;722;40.2;21;574;175;1;0;1;42;1;0;Matches
466;Juan Soriano\Juan-Soriano;es ESP;GK;Leganés;21;1997;11.0;0;0.0;0.0;0;168;297;56.6;0;0;;66;67;98.5;102;230;44.3;189;41;36;0;1;0;2;0;0;Matches
467;Damián Suárez\Damian-Suarez;uy URU;DF;Getafe;31;1988;20.5;4;2.0;+2.0;23;658;1042;63.1;9;35;25.7;490;633;77.4;159;374;42.5;50;659;74;0;55;244;98;22;7;Matches
468;Denis Suárez\Denis-Suarez;es ESP;MFFW;Celta Vigo;25;1994;14.7;3;3.3;-0.3;36;525;688;76.3;11;39;28.2;423;488;86.7;91;161;56.5;99;559;24;5;48;13;51;28;7;Matches
469;Luis Suárez\Luis-Suarez;uy URU;FW;Barcelona;32;1987;14.2;7;2.8;+4.2;23;337;449;75.1;13;41;31.7;270;332;81.3;54;76;71.1;84;318;0;4;0;6;14;11;0;Matches
470;Suso\Suso;es ESP;FW;Sevilla;25;1993;3.2;1;0.8;+0.2;8;123;161;76.4;1;6;16.7;103;121;85.1;19;34;55.9;142;13;3;6;5;2;12;15;1;Matches
471;Tachi\Tachi;es ESP;MFDF;Alavés;21;1997;0.1;0;0.0;0.0;0;2;3;66.7;0;0;;1;2;50.0;1;1;100.0;0;3;1;0;0;0;0;0;0;Matches
472;Rodrigo Tarín\Rodrigo-Tarin;es ESP;DF;Leganés;23;1996;4.0;0;0.0;0.0;0;79;98;80.6;1;1;100.0;60;68;88.2;18;29;62.1;19;68;4;0;0;4;6;1;0;Matches
473;Álvaro Tejero\Alvaro-Tejero;es ESP;DF;Eibar;23;1996;13.3;0;0.7;-0.7;12;477;655;72.8;10;26;38.5;355;413;86.0;112;216;51.9;64;397;16;0;0;149;46;18;9;Matches
474;Cristian Tello\Cristian-Tello;es ESP;MFFW;Betis;27;1991;4.7;0;0.2;-0.2;5;160;212;75.5;3;12;25.0;132;159;83.0;25;41;61.0;38;153;1;0;10;10;5;2;0;Matches
475;Marc-André ter Stegen\Marc-Andre-ter-Stegen;de GER;GK;Barcelona;27;1992;25.0;2;0.7;+1.3;2;822;930;88.4;6;6;100.0;470;470;100.0;346;454;76.2;184;610;26;2;0;0;2;0;0;Matches
476;David Timor\David-Timor;es ESP;MF;Getafe;29;1989;3.5;0;0.0;0.0;1;82;130;63.1;1;3;33.3;51;79;64.6;30;48;62.5;88;8;9;0;3;0;13;2;1;Matches
477;Jean-Clair Todibo\Jean-Clair-Todibo;fr FRA;DF;Barcelona;19;1999;0.9;0;0.0;0.0;0;50;53;94.3;1;1;100.0;37;39;94.9;12;13;92.3;2;48;1;0;0;0;2;0;0;Matches
478;Karl Toko Ekambi\Karl-Toko-Ekambi;cm CMR;FW;Villarreal;26;1992;11.1;2;1.2;+0.8;8;178;230;77.4;2;11;18.2;148;187;79.1;28;32;87.5;31;178;0;0;0;0;5;3;1;Matches
479;Raúl de Tomás\Raul-de-Tomas;es ESP;FW;Espanyol;24;1994;5.0;0;0.1;-0.1;3;86;105;81.9;2;4;50.0;66;74;89.2;18;27;66.7;27;69;0;0;0;1;4;1;0;Matches
480;Toño\Tono;es ESP;DF;Levante;29;1989;13.0;2;1.3;+0.7;13;524;644;81.4;8;30;26.7;434;475;91.4;82;139;59.0;467;29;12;1;1;120;36;17;7;Matches
481;Ferrán Torres\Ferran-Torres;es ESP;MFFW;Valencia;19;2000;19.7;4;3.6;+0.4;23;425;583;72.9;7;33;21.2;358;420;85.2;60;130;46.2;46;492;7;1;2;11;25;21;6;Matches
482;Óliver Torres\Oliver-Torres;es ESP;FWMF;Sevilla;24;1994;12.4;3;2.0;+1.0;14;534;666;80.2;17;39;43.6;377;430;87.7;140;197;71.1;57;573;7;3;6;7;60;16;3;Matches
483;Pau Torres\Pau-Torres;es ESP;DF;Villarreal;22;1997;22.0;1;1.3;-0.3;6;1107;1304;84.9;9;20;45.0;645;691;93.3;453;593;76.4;1068;149;41;2;0;4;69;1;0;Matches
484;Roberto Torres\Roberto-Torres;es ESP;MFFW;Osasuna;30;1989;22.0;7;4.1;+2.9;32;539;821;65.7;16;54;29.6;396;506;78.3;127;261;48.7;111;634;32;2;51;26;61;14;2;Matches
485;Aleksandar Trajkovski\Aleksandar-Trajkovski;mk MKD;MF;Mallorca;26;1992;1.6;0;0.6;-0.6;6;46;70;65.7;1;5;20.0;33;44;75.0;12;21;57.1;5;64;1;0;7;0;2;1;0;Matches
486;Manu Trigueros\Manu-Trigueros;es ESP;MF;Villarreal;27;1991;12.7;4;3.8;+0.2;27;574;675;85.0;13;29;44.8;438;481;91.1;123;165;74.5;177;456;18;6;16;2;85;19;0;Matches
487;Kieran Trippier\Kieran-Trippier;eng ENG;DF;Atlético Madrid;28;1990;16.0;3;2.8;+0.2;30;644;928;69.4;11;41;26.8;494;575;85.9;139;312;44.6;28;666;25;2;33;181;41;22;3;Matches
488;Samuel Umtiti\Samuel-Umtiti;fr FRA;DF;Barcelona;25;1993;9.3;0;0.0;0.0;0;669;718;93.2;7;13;53.8;506;527;96.0;156;178;87.6;530;156;25;0;0;5;54;0;0;Matches
489;Enes Ünal\Enes-Unal;tr TUR;FW;Valladolid;22;1997;18.0;2;2.3;-0.3;21;314;455;69.0;9;32;28.1;259;352;73.6;46;71;64.8;48;281;0;2;0;1;32;7;1;Matches
490;Tomáš Vaclík\Tomas-Vaclik;cz CZE;GK;Sevilla;30;1989;24.5;0;0.0;0.0;0;493;694;71.0;2;3;66.7;210;212;99.1;281;479;58.7;52;500;49;0;0;0;7;0;0;Matches
491;Álvaro Vadillo\Alvaro-Vadillo;es ESP;FWMF;Granada;24;1994;13.6;1;1.7;-0.7;18;303;455;66.6;12;35;34.3;235;301;78.1;56;119;47.1;25;392;31;0;49;6;17;11;1;Matches
492;Germán Valera\German-Valera;es ESP;FW;Atlético Madrid;17;2002;0.0;0;0.1;-0.1;1;1;2;50.0;0;0;;1;2;50.0;0;0;;2;0;0;0;0;0;0;0;0;Matches
493;Martin Valjent\Martin-Valjent;sk SVK;DF;Mallorca;23;1995;26.0;0;0.5;-0.5;2;711;845;84.1;6;10;60.0;484;532;91.0;221;303;72.9;182;566;43;0;0;8;45;0;0;Matches
494;Jesús Vallejo\Jesus-Vallejo;es ESP;DF;Granada;22;1997;1.0;0;0.0;0.0;0;39;47;83.0;0;1;0.0;16;16;100.0;23;30;76.7;2;43;1;0;0;0;4;0;0;Matches
495;Manu Vallejo\Manu-Vallejo;es ESP;MFFW;Valencia;22;1997;3.5;0;0.4;-0.4;3;54;71;76.1;2;6;33.3;40;49;81.6;12;16;75.0;6;57;1;1;0;1;6;1;0;Matches
496;Federico Valverde\Federico-Valverde;uy URU;MF;Real Madrid;21;1998;13.9;4;3.2;+0.8;14;641;732;87.6;16;28;57.1;529;580;91.2;96;124;77.4;51;631;5;3;0;4;53;9;1;Matches
497;Raphaël Varane\Raphael-Varane;fr FRA;DF;Real Madrid;26;1993;22.0;1;0.3;+0.7;5;976;1108;88.1;5;14;35.7;593;631;94.0;378;463;81.6;414;603;37;0;0;8;61;3;2;Matches
498;Matías Vargas\Matias-Vargas;ar ARG;FWMF;Espanyol;21;1997;10.5;3;2.3;+0.7;18;241;359;67.1;7;26;26.9;194;250;77.6;40;83;48.2;29;313;2;8;14;3;18;17;2;Matches
499;Franco Vázquez\Franco-Vazquez;ar ARG;MFFW;Sevilla;30;1989;9.8;0;0.2;-0.2;6;423;488;86.7;7;15;46.7;336;375;89.6;80;98;81.6;377;52;7;0;2;3;47;5;0;Matches
500;Kevin Vázquez\Kevin-Vazquez;es ESP;DF;Celta Vigo;26;1993;8.2;0;0.1;-0.1;3;377;466;80.9;10;24;41.7;310;351;88.3;57;91;62.6;32;315;13;0;0;83;16;2;0;Matches
501;Lucas Vázquez\Lucas-Vazquez;es ESP;FWMF;Real Madrid;28;1991;6.1;1;1.4;-0.4;10;245;322;76.1;5;19;26.3;209;243;86.0;31;60;51.7;35;270;2;1;1;5;7;9;3;Matches
502;Unai Vencedor Paris\Unai-Vencedor-Paris;es ESP;MF;Athletic Bilbao;18;2000;0.8;0;0.0;0.0;0;31;41;75.6;0;0;;24;26;92.3;7;15;46.7;7;33;5;0;3;0;3;1;1;Matches
503;Mikel Vesga\Mikel-Vesga;es ESP;MF;Athletic Bilbao;26;1993;7.2;0;0.1;-0.1;3;231;299;77.3;6;14;42.9;182;210;86.7;43;75;57.3;182;72;4;0;1;7;20;5;0;Matches
504;Rúben Vezo\Ruben-Vezo;pt POR;DF;Levante;25;1994;18.0;0;0.4;-0.4;1;572;699;81.8;7;13;53.8;344;392;87.8;221;294;75.2;149;471;51;0;0;1;27;0;0;Matches
505;Fede Vico\Fede-Vico;es ESP;MFFW;Granada;25;1994;4.0;1;0.7;+0.3;8;112;150;74.7;2;7;28.6;93;105;88.6;17;38;44.7;132;12;2;1;9;0;11;4;2;Matches
506;Aleix Vidal\Aleix-Vidal;es ESP;MF;Alavés;29;1989;22.2;4;3.8;+0.2;38;578;788;73.4;13;38;34.2;432;526;82.1;133;224;59.4;83;642;61;1;43;22;54;18;8;Matches
507;Arturo Vidal\Arturo-Vidal;cl CHI;MFFW;Barcelona;32;1987;10.1;2;2.3;-0.3;12;592;665;89.0;19;31;61.3;500;546;91.6;73;88;83.0;116;514;8;2;0;2;35;7;0;Matches
508;Nacho Vidal\Nacho-Vidal;es ESP;DF;Osasuna;24;1995;17.3;0;1.3;-1.3;15;661;890;74.3;9;30;30.0;517;606;85.3;135;254;53.1;46;607;15;1;0;167;52;19;5;Matches
509;Dídac Vilà\Didac-Vila;es ESP;DF;Espanyol;30;1989;18.4;0;1.1;-1.1;12;607;841;72.2;4;41;9.8;494;597;82.7;109;203;53.7;523;79;13;1;1;158;40;13;6;Matches
510;Toni Villa\Toni-Villa;es ESP;MF;Valladolid;24;1995;12.0;1;1.5;-0.5;12;269;377;71.4;2;20;10.0;217;274;79.2;50;83;60.2;40;319;2;0;2;4;27;12;4;Matches
511;Asier Villalibre\Asier-Villalibre;es ESP;FW;Athletic Bilbao;21;1997;3.8;0;0.0;0.0;0;42;70;60.0;1;9;11.1;35;54;64.8;6;7;85.7;23;22;1;0;0;0;3;1;0;Matches
512;Juan Villar\Juan-Villar;es ESP;FW;Osasuna;31;1988;2.6;0;0.2;-0.2;3;60;87;69.0;1;7;14.3;54;70;77.1;5;10;50.0;10;57;0;1;0;2;7;3;0;Matches
513;Vitolo\Vitolo;es ESP;MFFW;Atlético Madrid;29;1989;11.4;1;1.3;-0.3;11;365;440;83.0;32;46;69.6;307;360;85.3;26;34;76.5;51;345;3;6;0;8;29;5;0;Matches
514;Šime Vrsaljko\Sime-Vrsaljko;hr CRO;DF;Atlético Madrid;27;1992;4.0;1;0.3;+0.7;3;113;169;66.9;2;5;40.0;95;125;76.0;16;39;41.0;3;114;1;0;0;29;4;3;2;Matches
515;Nikola Vukčević\Nikola-Vukcevic;me MNE;MF;Levante;27;1991;11.2;2;0.2;+1.8;6;315;368;85.6;3;7;42.9;242;272;89.0;70;89;78.7;286;43;13;3;0;1;20;2;0;Matches
516;Moussa Wagué\Moussa-Wague;sn SEN;DF;Barcelona;20;1998;1.0;0;0.0;0.0;0;63;81;77.8;0;6;0.0;56;64;87.5;7;11;63.6;11;52;0;0;0;15;2;1;0;Matches
517;Wakaso\Wakaso;gh GHA;MF;Alavés;29;1990;14.3;0;0.1;-0.1;2;351;488;71.9;5;12;41.7;216;263;82.1;130;213;61.0;403;21;10;3;1;15;42;3;0;Matches
518;Daniel Wass\Daniel-Wass;dk DEN;DFMF;Valencia;30;1989;24.1;6;2.1;+3.9;18;1003;1244;80.6;20;42;47.6;844;961;87.8;139;241;57.7;61;909;27;0;1;165;62;11;4;Matches
519;Iñaki Williams\Inaki-Williams;es ESP;FW;Athletic Bilbao;25;1994;23.5;0;2.1;-2.1;21;361;494;73.1;16;43;37.2;300;377;79.6;45;74;60.8;24;409;2;1;0;1;11;12;2;Matches
520;Yoel\Yoel;es ESP;GK;Eibar;30;1988;1.0;0;0.0;0.0;0;16;37;43.2;0;0;;1;1;100.0;15;36;41.7;1;25;8;0;0;0;4;0;0;Matches
521;Okay Yokuşlu\Okay-Yokuslu;tr TUR;MF;Celta Vigo;25;1994;14.2;1;0.2;+0.8;5;576;691;83.4;21;38;55.3;464;533;87.1;91;120;75.8;72;541;20;0;0;0;33;0;0;Matches
522;Joseba Zaldúa\Joseba-Zaldua;es ESP;DF;Real Sociedad;27;1992;21.8;2;1.4;+0.6;12;956;1213;78.8;11;38;28.9;790;897;88.1;155;278;55.8;77;800;25;0;3;238;50;12;9;Matches
523;Andre-Frank Zambo Anguissa\Andre-Frank-Zambo-Anguissa;cm CMR;MF;Villarreal;23;1995;18.7;0;0.6;-0.6;14;848;972;87.2;13;26;50.0;705;783;90.0;130;163;79.8;122;762;13;0;0;6;78;10;0;Matches
524;Igor Zubeldia\Igor-Zubeldia;es ESP;MFDF;Real Sociedad;22;1997;21.0;1;0.4;+0.6;3;1093;1224;89.3;8;20;40.0;777;827;94.0;308;377;81.7;59;1094;17;2;0;1;53;1;0;Matches
525;David Zurutuza\David-Zurutuza;es ESP;MF;Real Sociedad;33;1986;1.0;0;0.0;0.0;0;41;53;77.4;2;2;100.0;32;40;80.0;7;11;63.6;7;38;1;0;0;0;3;1;0;Matches
526;Martin Ødegaard\Martin-Odegaard;no NOR;MF;Real Sociedad;20;1998;21.4;5;5.3;-0.3;49;1030;1275;80.8;23;53;43.4;824;930;88.6;183;292;62.7;1122;108;70;9;64;9;117;62;2;Matches
