"id";"name";"nation";"position";"Squad";"age";"born";"90s";"Ast";"xA";"A-xA";"KP";"Cmp";"Att";"CmpPER";"shortCmp";"shortAtt";"shortCmpPER";"mediumCmp";"mediumAtt";"mediumCmpPER";"longCmp";"longAtt";"longCmpPER";"Left";"Right";"FK";"TB";"CK";"TI";"1/3";"PPA";"CrsPA";"Matches"
313;Lionel Messi\Lionel-Messi;ar ARG;FW;Barcelona;32;1987;20.0;12;9.8;+2.2;51;1010;1263;80.0;20;52;38.5;835;970;86.1;155;241;64.3;1142;97;52;24;41;9;127;67;3;Matches
314;Míchel\Michel;es ESP;MF;Valladolid;31;1988;19.4;1;1.4;-0.4;23;922;1188;77.6;22;45;48.9;617;700;88.1;283;443;63.9;142;983;88;3;68;3;86;10;4;Matches
315;Miguel\Miguel;es ESP;FW;Valladolid;19;1999;0.3;0;0.0;0.0;0;5;8;62.5;0;0;;4;5;80.0;1;3;33.3;1;6;0;0;0;0;0;0;0;Matches
316;Éder Militão\Eder-Militao;br BRA;DF;Real Madrid;21;1998;6.0;0;0.0;0.0;0;288;323;89.2;1;3;33.3;205;219;93.6;82;101;81.2;17;281;12;0;0;2;8;2;0;Matches
317;Santi Mina\Santi-Mina;es ESP;FW;Celta Vigo;23;1995;14.4;2;1.6;+0.4;14;321;450;71.3;13;28;46.4;276;369;74.8;32;53;60.4;36;303;3;3;1;9;21;14;1;Matches
318;Jorge Miramón\Jorge-Miramon;es ESP;DF;Levante;30;1989;20.9;3;1.8;+1.2;16;740;953;77.6;15;42;35.7;606;676;89.6;119;235;50.6;42;669;10;1;1;187;38;6;4;Matches
319;Luka Modrić\Luka-Modric;hr CRO;MF;Real Madrid;33;1985;14.2;4;2.2;+1.8;30;845;976;86.6;22;43;51.2;630;683;92.2;193;250;77.2;114;817;31;1;18;1;68;14;1;Matches
320;Jorge Molina\Jorge-Molina;es ESP;FW;Getafe;37;1982;15.2;2;2.3;-0.3;15;282;415;68.0;10;43;23.3;247;333;74.2;25;39;64.1;110;229;0;3;0;3;20;14;1;Matches
321;Jon Moncayola\Jon-Moncayola;es ESP;MFDF;Osasuna;21;1998;10.8;0;0.2;-0.2;3;345;455;75.8;8;18;44.4;229;269;85.1;108;168;64.3;42;334;9;1;0;22;20;5;1;Matches
322;Nacho Monreal\Nacho-Monreal;es ESP;DF;Real Sociedad;33;1986;18.5;0;0.6;-0.6;8;750;915;82.0;9;35;25.7;665;751;88.5;76;129;58.9;605;61;12;0;1;173;28;18;9;Matches
323;Ángel Montoro\Angel-Montoro;es ESP;MF;Granada;31;1988;9.8;4;0.9;+3.1;15;393;517;76.0;5;14;35.7;232;269;86.2;156;234;66.7;61;438;53;1;23;0;59;11;1;Matches
324;Álvaro Morata\Alvaro-Morata;es ESP;FW;Atlético Madrid;26;1992;17.3;1;3.2;-2.2;18;246;365;67.4;20;39;51.3;206;294;70.1;20;32;62.5;37;209;1;3;0;0;16;9;1;Matches
325;Alberto Moreno\Alberto-Moreno;es ESP;DF;Villarreal;27;1992;6.6;0;0.2;-0.2;6;320;377;84.9;7;14;50.0;272;299;91.0;41;64;64.1;270;9;7;1;0;78;16;3;1;Matches
326;Álex Moreno\Alex-Moreno;es ESP;DF;Betis;26;1993;19.1;4;1.5;+2.5;16;775;972;79.7;26;59;44.1;637;721;88.3;112;192;58.3;670;81;11;0;1;166;33;24;12;Matches
327;Gerard Moreno\Gerard-Moreno;es ESP;FWMF;Villarreal;27;1992;21.9;3;4.0;-1.0;37;526;721;73.0;10;44;22.7;387;490;79.0;129;187;69.0;539;117;6;7;1;6;55;27;7;Matches
328;Manu Morlanes\Manu-Morlanes;es ESP;MF;Villarreal;20;1999;1.0;0;0.1;-0.1;3;80;87;92.0;0;1;0.0;65;68;95.6;15;18;83.3;10;73;2;0;1;1;15;3;0;Matches
329;Loren Morón\Loren-Moron;es ESP;FW;Betis;25;1993;16.2;2;2.1;-0.1;12;151;210;71.9;12;25;48.0;118;155;76.1;21;30;70.0;14;165;0;3;0;1;15;8;1;Matches
330;Toni Moya\Toni-Moya;es ESP;MF;Atlético Madrid;21;1998;0.0;0;0.0;0.0;0;0;0;;0;0;;0;0;;0;0;;0;0;0;0;0;0;0;0;0;Matches
331;Javi Moyano\Javi-Moyano;es ESP;DF;Valladolid;33;1986;17.8;0;0.8;-0.8;12;584;771;75.7;7;28;25.0;490;572;85.7;87;171;50.9;82;464;10;1;2;164;30;4;1;Matches
332;Iker Muniain\Iker-Muniain;es ESP;FWMF;Athletic Bilbao;26;1992;17.4;2;2.0;0.0;30;585;710;82.4;22;38;57.9;463;524;88.4;100;148;67.6;40;629;15;6;23;6;53;17;1;Matches
333;Aihen Muñoz\Aihen-Munoz;es ESP;DF;Real Sociedad;21;1997;6.0;0;0.0;0.0;0;296;367;80.7;3;11;27.3;259;279;92.8;34;77;44.2;258;36;8;0;0;65;9;6;5;Matches
334;Javier Muñoz\Javier-Munoz;es ESP;MF;Alavés;24;1995;0.6;0;0.0;0.0;0;14;18;77.8;0;0;;12;15;80.0;2;3;66.7;1;16;0;0;0;0;0;0;0;Matches
335;Jeison Murillo\Jeison-Murillo;co COL;DF;Celta Vigo;27;1992;7.0;0;0.0;0.0;0;213;239;89.1;1;3;33.3;146;153;95.4;66;83;79.5;50;168;19;0;0;1;5;0;0;Matches
336;Nacho\Nacho;es ESP;DF;Real Madrid;29;1990;4.4;0;0.3;-0.3;3;227;265;85.7;6;12;50.0;194;210;92.4;27;43;62.8;49;167;3;0;0;33;11;3;3;Matches
337;Nacho\Nacho;es ESP;DF;Valladolid;30;1989;12.1;1;1.6;-0.6;14;465;637;73.0;4;24;16.7;366;420;87.1;95;193;49.2;422;60;21;1;0;127;49;16;4;Matches
338;Naldo\Naldo;br BRA;DF;Espanyol;30;1988;13.7;1;0.0;+1.0;2;536;635;84.4;9;14;64.3;328;366;89.6;199;255;78.0;111;474;21;0;0;4;31;3;0;Matches
339;Marc Navarro\Marc-Navarro;es ESP;DF;Leganés;24;1995;2.4;0;0.0;0.0;0;55;79;69.6;1;5;20.0;50;56;89.3;4;18;22.2;1;53;0;0;0;17;3;0;0;Matches
340;Ximo Navarro\Ximo-Navarro;es ESP;DF;Alavés;29;1990;16.6;0;0.4;-0.4;3;532;691;77.0;14;27;51.9;414;480;86.3;104;184;56.5;55;441;22;0;0;111;41;2;0;Matches
341;Jesús Navas\Jesus-Navas;es ESP;DF;Sevilla;33;1985;26.0;4;4.6;-0.6;41;1435;1844;77.8;17;85;20.0;1148;1327;86.5;270;432;62.5;126;1384;25;3;2;262;93;42;7;Matches
342;Raúl Navas\Raul-Navas;es ESP;DF;Osasuna;31;1988;4.4;0;0.1;-0.1;2;148;176;84.1;0;2;0.0;95;102;93.1;53;72;73.6;36;121;16;0;0;1;7;1;0;Matches
343;Neto\Neto;br BRA;GK;Barcelona;30;1989;1.0;0;0.0;0.0;0;33;39;84.6;0;1;0.0;22;22;100.0;11;16;68.8;2;33;3;0;0;0;0;0;0;Matches
344;Carlos Neva\Carlos-Neva;es ESP;DF;Granada;23;1996;15.1;0;0.2;-0.2;7;395;577;68.5;7;48;14.6;324;387;83.7;64;142;45.1;364;36;12;1;0;143;34;8;6;Matches
345;Saúl Ñíguez\Saul-Niguez;es ESP;MFDF;Atlético Madrid;24;1994;25.0;0;1.4;-1.4;15;997;1279;78.0;22;57;38.6;805;976;82.5;170;246;69.1;851;196;17;1;0;63;93;17;3;Matches
346;Fernando Niño\Fernando-Nino;es ESP;FW;Villarreal;18;2000;0.2;0;0.0;0.0;0;3;5;60.0;0;0;;3;4;75.0;0;1;0.0;0;3;0;0;0;0;1;0;0;Matches
347;Nolito\Nolito;es ESP;FW;Sevilla;32;1986;10.0;0;0.7;-0.7;13;263;345;76.2;3;14;21.4;202;249;81.1;58;82;70.7;20;304;0;2;8;5;22;21;4;Matches
348;Unai Núñez\Unai-Nunez;es ESP;DF;Athletic Bilbao;22;1997;10.6;0;0.0;0.0;1;336;389;86.4;0;3;0.0;165;179;92.2;171;207;82.6;48;307;10;0;0;2;17;0;0;Matches
349;Allan Nyom\Allan-Nyom;cm CMR;DFMF;Getafe;31;1988;19.0;0;0.7;-0.7;6;423;636;66.5;5;24;20.8;345;445;77.5;73;167;43.7;122;289;9;0;0;175;43;7;5;Matches
350;Jan Oblak\Jan-Oblak;si SVN;GK;Atlético Madrid;26;1993;25.7;0;0.0;0.0;0;368;639;57.6;2;2;100.0;108;109;99.1;258;528;48.9;30;485;76;0;0;0;11;1;0;Matches
351;Lucas Ocampos\Lucas-Ocampos;ar ARG;FW;Sevilla;25;1994;20.4;2;1.9;+0.1;16;494;687;71.9;22;68;32.4;400;494;81.0;72;125;57.6;68;542;1;2;1;26;25;13;2;Matches
352;Álvaro Odriozola\Alvaro-Odriozola;es ESP;DF;Real Madrid;23;1995;3.8;1;0.7;+0.3;5;153;176;86.9;3;8;37.5;121;135;89.6;29;33;87.9;6;123;5;0;0;39;2;3;0;Matches
353;Lucas Olaza\Lucas-Olaza;uy URU;DF;Celta Vigo;25;1994;24.0;3;3.1;-0.1;25;1095;1454;75.3;13;59;22.0;875;979;89.4;207;416;49.8;1154;93;59;1;34;170;64;25;12;Matches
354;Kiko Olivas\Kiko-Olivas;es ESP;DF;Valladolid;30;1988;26.0;0;0.2;-0.2;2;863;995;86.7;4;17;23.5;598;640;93.4;261;338;77.2;119;813;46;1;0;0;48;1;0;Matches
355;Paulo Oliveira\Paulo-Oliveira;pt POR;DF;Eibar;27;1992;16.7;0;0.1;-0.1;1;385;544;70.8;1;7;14.3;183;227;80.6;201;310;64.8;38;407;15;1;0;0;50;4;0;Matches
356;Mathías Olivera\Mathias-Olivera;uy URU;DF;Getafe;21;1997;10.4;1;0.4;+0.6;4;232;388;59.8;4;20;20.0;188;266;70.7;40;102;39.2;184;23;6;0;2;103;25;2;2;Matches
357;Kenneth Omeruo\Kenneth-Omeruo;ng NGA;DF;Leganés;25;1993;17.5;0;0.1;-0.1;3;319;443;72.0;5;8;62.5;180;226;79.6;134;209;64.1;63;293;16;0;0;2;25;0;0;Matches
358;Javier Ontiveros\Javier-Ontiveros;es ESP;FWMF;Villarreal;21;1997;4.5;1;1.1;-0.1;5;194;255;76.1;4;20;20.0;165;187;88.2;25;48;52.1;38;196;2;0;8;4;13;5;1;Matches
359;Fabián Orellana\Fabian-Orellana;cl CHI;MFFW;Eibar;33;1986;21.1;5;3.8;+1.2;34;589;812;72.5;10;43;23.3;458;563;81.3;121;206;58.7;93;661;15;1;67;16;37;14;2;Matches
360;Mikel Oyarzabal\Mikel-Oyarzabal;es ESP;FWMF;Real Sociedad;22;1997;22.7;6;4.7;+1.3;34;545;757;72.0;17;60;28.3;439;548;80.1;89;149;59.7;568;112;18;3;5;14;38;30;9;Matches
361;Fernando Pacheco\Fernando-Pacheco;es ESP;GK;Alavés;27;1992;24.0;0;0.0;0.0;1;434;732;59.3;1;1;100.0;97;102;95.1;336;629;53.4;448;124;83;0;0;0;11;2;0;Matches
362;Daniel Parejo\Daniel-Parejo;es ESP;MF;Valencia;30;1989;24.6;3;3.1;-0.1;45;1426;1731;82.4;19;41;46.3;928;1037;89.5;479;653;73.4;157;1506;134;1;110;3;170;20;1;Matches
363;Thomas Partey\Thomas-Partey;gh GHA;MF;Atlético Madrid;26;1993;20.4;0;0.9;-0.9;14;1027;1246;82.4;32;50;64.0;768;859;89.4;227;337;67.4;89;1077;42;6;15;4;135;16;0;Matches
364;Gabriel Paulista\Gabriel-Paulista;br BRA;DF;Valencia;28;1990;23.2;0;0.0;0.0;0;1107;1229;90.1;9;14;64.3;740;780;94.9;358;435;82.3;142;999;53;0;0;2;61;2;0;Matches
365;Alfonso Pedraza\Alfonso-Pedraza;es ESP;DF;Betis;23;1996;8.7;0;0.6;-0.6;7;324;423;76.6;5;27;18.5;262;301;87.0;57;95;60.0;306;20;5;0;0;81;17;6;4;Matches
366;Marc Pedraza\Marc-Pedraza;es ESP;MF;Mallorca;32;1987;0.8;0;0.0;0.0;0;11;16;68.8;1;2;50.0;8;12;66.7;2;2;100.0;0;9;0;0;0;0;0;0;0;Matches
367;Pedrosa\Pedrosa;es ESP;DFMF;Espanyol;21;1998;9.5;0;0.4;-0.4;5;276;356;77.5;4;13;30.8;228;256;89.1;44;87;50.6;227;38;3;1;0;73;9;9;4;Matches
368;Rubén Peña\Ruben-Pena;es ESP;DF;Villarreal;28;1991;14.8;1;1.1;-0.1;13;729;930;78.4;12;45;26.7;576;651;88.5;141;234;60.3;119;620;11;1;0;148;50;11;4;Matches
369;Luis Perea\Luis-Perea;es ESP;FWMF;Osasuna;21;1997;0.2;0;0.0;0.0;0;7;7;100.0;2;2;100.0;5;5;100.0;0;0;;2;5;0;0;0;0;0;0;0;Matches
370;Victor Perea\Victor-Perea;es ESP;DF;Espanyol;19;2000;9.8;0;0.4;-0.4;9;340;490;69.4;6;36;16.7;273;336;81.3;61;118;51.7;59;295;4;1;2;112;16;10;4;Matches
371;Gonzalo Pereira Cejudo\Gonzalo-Pereira-Cejudo;es ESP;DF;Levante;22;1997;0.1;0;0.0;0.0;0;5;5;100.0;0;0;;3;3;100.0;2;2;100.0;0;5;0;0;0;0;0;0;0;Matches
372;Carles Pérez\Carles-Perez;es ESP;FW;Barcelona;21;1998;5.3;2;0.3;+1.7;7;232;287;80.8;6;13;46.2;209;242;86.4;17;32;53.1;250;28;3;0;7;2;6;6;0;Matches
373;Iñigo Pérez\Inigo-Perez;es ESP;MFDF;Osasuna;31;1988;5.4;0;0.3;-0.3;3;235;315;74.6;7;13;53.8;194;224;86.6;34;78;43.6;246;25;19;0;2;20;29;3;0;Matches
374;Juan Pérez\Juan-Perez;es ESP;GK;Osasuna;23;1996;2.0;0;0.0;0.0;0;36;66;54.5;0;0;;11;11;100.0;25;55;45.5;7;44;13;0;0;0;3;0;0;Matches
375;Lucas Pérez\Lucas-Perez;es ESP;FW;Alavés;30;1988;21.6;5;4.7;+0.3;45;353;550;64.2;12;28;42.9;265;357;74.2;76;165;46.1;453;71;30;5;42;7;24;22;3;Matches
376;Rubén Pérez\Ruben-Perez;es ESP;MF;Leganés;30;1989;16.4;0;0.1;-0.1;6;558;730;76.4;12;32;37.5;415;498;83.3;131;200;65.5;33;627;19;0;0;2;60;8;0;Matches
377;Pablo Piatti\Pablo-Piatti;ar ARG;DFMF;Espanyol;30;1989;0.6;0;0.0;0.0;0;21;29;72.4;0;0;;19;19;100.0;2;10;20.0;25;2;2;0;3;1;3;0;0;Matches
378;Cristiano Piccini\Cristiano-Piccini;it ITA;DF;Valencia;26;1992;0.8;0;0.0;0.0;0;41;51;80.4;1;1;100.0;33;33;100.0;7;17;41.2;8;37;0;0;0;5;2;2;1;Matches
379;Tomás Pina Isla\Tomas-Pina-Isla;es ESP;MF;Alavés;31;1987;10.0;0;0.4;-0.4;2;274;333;82.3;9;15;60.0;220;254;86.6;45;64;70.3;139;154;5;0;0;5;26;1;0;Matches
380;Pipa\Pipa;es ESP;DFMF;Espanyol;21;1998;1.3;0;0.0;0.0;1;34;50;68.0;0;2;0.0;27;33;81.8;7;15;46.7;5;31;2;0;0;12;0;0;0;Matches
381;Gerard Piqué\Gerard-Pique;es ESP;DF;Barcelona;32;1987;23.7;0;0.5;-0.5;4;1648;1783;92.4;11;21;52.4;1112;1162;95.7;525;600;87.5;82;1592;77;2;0;6;131;2;0;Matches
382;Óscar Plano\Oscar-Plano;es ESP;MF;Valladolid;28;1991;21.0;2;2.5;-0.5;19;420;578;72.7;9;31;29.0;339;430;78.8;72;117;61.5;430;79;4;5;6;3;44;13;5;Matches
383;Pere Pons\Pere-Pons;es ESP;MF;Alavés;26;1993;8.1;1;0.9;+0.1;5;213;289;73.7;6;18;33.3;172;216;79.6;35;55;63.6;48;200;2;2;0;1;6;3;1;Matches
384;Pedro Porro\Pedro-Porro;es ESP;DFMF;Valladolid;19;1999;7.2;0;0.2;-0.2;4;204;312;65.4;5;28;17.9;161;196;82.1;38;88;43.2;11;210;5;1;0;73;13;7;3;Matches
385;Francisco Portillo\Francisco-Portillo;es ESP;MF;Getafe;29;1990;3.7;1;0.7;+0.3;6;106;149;71.1;5;13;38.5;86;108;79.6;15;28;53.6;9;133;1;1;1;2;15;7;0;Matches
386;Portu\Portu;es ESP;FWMF;Real Sociedad;27;1992;18.5;6;4.4;+1.6;26;311;463;67.2;11;31;35.5;260;344;75.6;40;88;45.5;19;401;15;0;28;3;20;15;4;Matches
387;Sergio Postigo\Sergio-Postigo;es ESP;DF;Levante;30;1988;19.5;0;0.2;-0.2;5;606;731;82.9;5;14;35.7;396;431;91.9;205;286;71.7;89;605;38;3;0;3;42;5;0;Matches
388;Darío Poveda\Dario-Poveda;es ESP;FW;Atlético Madrid;22;1997;0.1;0;0.0;0.0;0;3;4;75.0;0;0;;3;4;75.0;0;0;;0;3;0;0;0;0;0;0;0;Matches
389;Alejandro Pozo Pozo\Alejandro-Pozo-Pozo;es ESP;DF;Mallorca;20;1999;4.7;0;0.3;-0.3;4;153;224;68.3;4;10;40.0;130;162;80.2;19;52;36.5;34;140;3;0;0;40;4;3;2;Matches
390;Alejandro Pozo Pozo\Alejandro-Pozo-Pozo;es ESP;FWMF;Sevilla;20;1999;0.4;0;0.0;0.0;0;10;14;71.4;0;1;0.0;9;12;75.0;1;1;100.0;3;11;0;0;0;0;3;0;0;Matches
391;Abdón Prats\Abdon-Prats;es ESP;FWMF;Mallorca;26;1992;1.9;0;0.0;0.0;0;26;42;61.9;1;3;33.3;22;32;68.8;3;7;42.9;18;4;0;0;0;1;3;0;0;Matches
392;Andrés Prieto\Andres-Prieto;es ESP;GK;Espanyol;25;1993;0.0;0;0.0;0.0;0;0;0;;0;0;;0;0;;0;0;;0;0;0;0;0;0;0;0;0;Matches
393;Antonio Puertas\Antonio-Puertas;es ESP;FWMF;Granada;27;1992;19.7;0;0.5;-0.5;6;368;521;70.6;12;38;31.6;317;400;79.3;39;83;47.0;109;331;5;0;1;10;13;5;2;Matches
394;Riqui Puig\Riqui-Puig;es ESP;MF;Barcelona;19;1999;0.2;0;0.2;-0.2;1;40;43;93.0;2;3;66.7;28;28;100.0;10;12;83.3;2;40;0;0;1;0;3;2;0;Matches
395;Quini\Quini;es ESP;DF;Granada;29;1989;8.0;0;0.2;-0.2;6;230;298;77.2;7;21;33.3;185;210;88.1;38;67;56.7;63;153;2;0;0;63;18;3;2;Matches
396;Xavi Quintillà\Xavi-Quintilla;es ESP;DF;Villarreal;22;1996;15.3;2;1.4;+0.6;19;741;913;81.2;21;39;53.8;605;668;90.6;115;206;55.8;683;41;10;0;3;144;36;17;9;Matches
397;Quique\Quique;es ESP;FW;Eibar;29;1990;4.1;1;0.2;+0.8;4;66;89;74.2;3;6;50.0;54;69;78.3;9;14;64.3;49;14;0;1;0;0;3;3;1;Matches
398;Nemanja Radoja\Nemanja-Radoja;rs SRB;MF;Levante;26;1993;15.2;0;0.7;-0.7;5;552;627;88.0;4;15;26.7;424;466;91.0;124;146;84.9;118;448;10;0;0;1;33;4;0;Matches
399;Rafinha\Rafinha;br BRA;FWMF;Barcelona;26;1993;2.1;0;0.4;-0.4;6;142;164;86.6;2;5;40.0;117;127;92.1;23;32;71.9;135;23;2;0;6;2;7;5;2;Matches
400;Rafinha\Rafinha;br BRA;MF;Celta Vigo;26;1993;15.5;1;1.1;-0.1;14;774;895;86.5;28;53;52.8;609;667;91.3;137;175;78.3;713;129;23;3;4;5;67;20;1;Matches
401;Baba Rahman\Baba-Rahman;gh GHA;DF;Mallorca;25;1994;1.2;0;0.0;0.0;0;42;60;70.0;0;1;0.0;32;40;80.0;10;19;52.6;27;9;0;0;0;18;2;1;0;Matches
402;Antonio Raillo\Antonio-Raillo;es ESP;DF;Mallorca;27;1991;21.2;0;0.1;-0.1;2;652;792;82.3;7;14;50.0;413;461;89.6;232;317;73.2;202;499;37;0;0;3;29;1;0;Matches
403;Ivan Rakitić\Ivan-Rakitic;hr CRO;MF;Barcelona;31;1988;9.9;3;0.7;+2.3;7;739;829;89.1;26;36;72.2;587;645;91.0;126;148;85.1;84;703;20;6;11;9;66;11;0;Matches
404;Sandro Ramírez\Sandro-Ramirez;es ESP;FW;Valladolid;24;1995;11.1;1;1.6;-0.6;9;202;279;72.4;8;16;50.0;155;197;78.7;39;66;59.1;29;224;0;0;9;1;12;4;1;Matches
405;Iván Ramis\Ivan-Ramis;es ESP;DF;Eibar;34;1984;5.1;0;0.0;0.0;0;166;198;83.8;1;1;100.0;86;94;91.5;79;103;76.7;29;145;13;0;0;0;8;0;0;Matches
406;Adrián Ramos\Adrian-Ramos;co COL;FW;Granada;33;1986;2.5;0;0.1;-0.1;1;49;75;65.3;3;7;42.9;41;59;69.5;5;9;55.6;15;34;0;0;0;0;10;2;0;Matches
407;Sergio Ramos\Sergio-Ramos;es ESP;DF;Real Madrid;33;1986;23.7;0;0.1;-0.1;2;1350;1478;91.3;20;35;57.1;860;918;93.7;470;525;89.5;203;1172;47;3;0;4;138;6;1;Matches
408;Raúl\Raul;es ESP;FWMF;Betis;18;2000;0.2;0;0.0;0.0;0;4;7;57.1;0;0;;4;7;57.1;0;0;;0;5;0;0;0;0;0;0;0;Matches
409;Recio\Recio;es ESP;MF;Leganés;28;1991;14.5;0;0.3;-0.3;10;617;713;86.5;17;32;53.1;486;526;92.4;114;155;73.5;21;662;28;0;3;1;56;3;1;Matches
410;Sergio Reguilón\Sergio-Reguilon;es ESP;DF;Sevilla;22;1996;19.8;4;3.6;+0.4;33;994;1279;77.7;14;49;28.6;819;950;86.2;161;280;57.5;952;112;16;1;1;171;64;30;18;Matches
411;Manolo Reina\Manolo-Reina;es ESP;GK;Mallorca;34;1985;25.0;0;0.0;0.0;0;529;838;63.1;3;4;75.0;250;250;100.0;276;584;47.3;60;587;82;0;0;1;13;0;0;Matches
412;Álex Remiro\Alex-Remiro;es ESP;GK;Real Sociedad;24;1995;18.0;0;0.0;0.0;0;500;661;75.6;1;1;100.0;258;258;100.0;241;402;60.0;92;485;68;0;0;0;2;0;0;Matches
413;Luis Rioja\Luis-Rioja;es ESP;MF;Alavés;25;1993;13.3;0;1.9;-1.9;14;213;312;68.3;5;26;19.2;188;225;83.6;20;61;32.8;252;26;7;0;4;7;11;9;4;Matches
414;Rodrigo Riquelme\Rodrigo-Riquelme;es ESP;MF;Atlético Madrid;19;2000;0.1;0;0.0;0.0;0;1;3;33.3;0;0;;1;2;50.0;0;1;0.0;0;3;0;0;0;0;1;0;0;Matches
415;Cristian Rivera\Cristian-Rivera;es ESP;MF;Leganés;22;1997;3.4;0;0.1;-0.1;1;114;132;86.4;0;1;0.0;85;96;88.5;29;35;82.9;16;105;3;0;0;0;13;1;1;Matches
416;Sergi Roberto\Sergi-Roberto;es ESP;DFMF;Barcelona;27;1992;19.3;2;1.6;+0.4;19;1379;1508;91.4;34;61;55.7;1188;1259;94.4;157;188;83.5;187;1177;12;9;2;85;81;23;2;Matches
417;Joel Robles\Joel-Robles;es ESP;GK;Betis;29;1990;24.1;0;0.0;0.0;0;661;887;74.5;4;4;100.0;368;372;98.9;289;511;56.6;92;667;80;0;0;1;11;0;0;Matches
418;Marc Roca\Marc-Roca;es ESP;MF;Espanyol;22;1996;23.0;1;1.3;-0.3;18;963;1201;80.2;17;41;41.5;662;758;87.3;284;402;70.6;887;219;35;5;6;0;159;15;2;Matches
419;Rubén Rochina\Ruben-Rochina;es ESP;MF;Levante;28;1991;14.0;0;1.5;-1.5;16;460;650;70.8;4;18;22.2;328;388;84.5;128;244;52.5;524;84;23;8;24;11;66;12;5;Matches
420;Rodrigo\Rodrigo;es ESP;FW;Valencia;28;1991;15.3;7;4.3;+2.7;22;368;476;77.3;10;21;47.6;286;346;82.7;72;109;66.1;374;47;1;4;0;3;42;17;4;Matches
421;Kévin Rodrigues\Kevin-Rodrigues;pt POR;DF;Real Sociedad;25;1994;0.1;0;0.0;0.0;0;4;7;57.1;0;2;0.0;4;5;80.0;0;0;;5;1;0;0;0;0;0;0;0;Matches
422;Kévin Rodrigues\Kevin-Rodrigues;pt POR;DFFW;Leganés;25;1994;14.1;2;2.5;-0.5;22;310;473;65.5;7;31;22.6;239;292;81.8;64;150;42.7;320;66;20;1;22;42;15;12;6;Matches
423;Óscar Rodríguez Arnaiz\Oscar-Rodriguez-Arnaiz;es ESP;MFFW;Leganés;21;1998;17.6;2;2.4;-0.4;22;419;637;65.8;17;45;37.8;321;411;78.1;81;181;44.8;83;509;24;3;34;2;34;16;6;Matches
424;Ángel Rodríguez\Angel-Rodriguez;es ESP;FW;Getafe;32;1987;11.8;2;1.4;+0.6;11;149;243;61.3;6;14;42.9;120;181;66.3;23;48;47.9;31;180;1;0;0;2;13;8;3;Matches
425;Dani Rodríguez\Dani-Rodriguez;es ESP;MFFW;Mallorca;31;1988;23.5;1;1.2;-0.2;19;599;732;81.8;29;53;54.7;458;519;88.2;112;160;70.0;124;554;25;1;5;4;68;14;1;Matches
426;Guido Rodríguez\Guido-Rodriguez;ar ARG;MF;Betis;25;1994;1.8;0;0.0;0.0;0;57;66;86.4;0;2;0.0;45;50;90.0;12;14;85.7;6;53;2;0;0;0;2;0;0;Matches
427;James Rodríguez\James-Rodriguez;co COL;MF;Real Madrid;28;1991;3.8;1;1.8;-0.8;13;207;263;78.7;9;16;56.3;148;167;88.6;50;80;62.5;243;10;11;4;13;4;28;10;0;Matches
428;Rodrygo\Rodrygo;br BRA;FW;Real Madrid;18;2001;7.4;0;0.9;-0.9;11;290;342;84.8;6;14;42.9;265;295;89.8;19;33;57.6;22;307;1;1;1;4;10;10;4;Matches
429;Facundo Roncaglia\Facundo-Roncaglia;ar ARG;DF;Osasuna;32;1987;10.3;0;0.1;-0.1;2;360;445;80.9;3;8;37.5;231;258;89.5;126;179;70.4;51;288;14;1;0;46;23;3;0;Matches
430;Roberto Rosales\Roberto-Rosales;ve VEN;DF;Leganés;30;1988;12.5;1;1.6;-0.6;13;366;552;66.3;7;31;22.6;283;340;83.2;76;181;42.0;83;289;5;0;6;139;25;3;1;Matches
431;Rubén\Ruben;es ESP;GK;Osasuna;35;1984;12.6;0;0.0;0.0;0;202;376;53.7;0;0;;49;49;100.0;153;327;46.8;14;273;38;0;0;0;8;0;0;Matches
432;Waldo Rubio\Waldo-Rubio;es ESP;MFFW;Valladolid;23;1995;4.9;1;0.4;+0.6;7;91;151;60.3;1;17;5.9;78;99;78.8;12;35;34.3;21;116;2;0;0;2;10;2;2;Matches
433;Aitor Ruibal\Aitor-Ruibal;es ESP;DFFW;Leganés;23;1996;4.9;0;0.6;-0.6;6;124;162;76.5;6;10;60.0;107;124;86.3;11;28;39.3;18;125;2;0;1;8;9;2;1;Matches
434;Jorge Sáenz\Jorge-Saenz;es ESP;DFMF;Celta Vigo;22;1996;1.4;0;0.0;0.0;0;75;85;88.2;0;0;;42;44;95.5;33;41;80.5;16;61;3;2;0;0;1;0;0;Matches
435;Borja Sainz\Borja-Sainz;es ESP;MFFW;Alavés;18;2001;3.8;0;0.3;-0.3;4;61;83;73.5;4;9;44.4;50;57;87.7;7;17;41.2;10;66;1;0;0;1;4;3;0;Matches
436;Yannis Salibur\Yannis-Salibur;fr FRA;FWMF;Mallorca;28;1991;0.6;0;0.0;0.0;0;21;26;80.8;1;1;100.0;20;24;83.3;0;1;0.0;16;8;0;0;0;0;2;2;0;Matches
437;Mohammed Salisu\Mohammed-Salisu;gh GHA;DF;Valladolid;20;1999;25.3;1;0.1;+0.9;2;758;903;83.9;4;12;33.3;516;563;91.7;238;328;72.6;729;89;23;1;0;3;35;1;1;Matches
