"id";"name";"nation";"position";"Squad";"age";"born";"MP";"Starts";"Min";"Gls";"Ast";"PK";"PKatt";"CrdY";"CrdR";"Gls_per_match";"Ast_per_match";"G_A_per_match";"G_PK_per_match";"G_A_PK_per_match";"xG";"npxG";"xA";"xG_per_match";"xA_per_match";"xG_xA";"npxG_per_match";"npxG_xA";"Matches"
309;Dejan Dražić\Dejan-Drazic;rs SRB;MFFW;sk Slovan Bratislava;23;1995;5;3;280;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.3;0.3;0.5;0.10;0.15;0.25;0.10;0.25;Matches
310;Ferdy Druijf\Ferdy-Druijf;nl NED;FW;nl AZ Alkmaar;21;1998;4;0;99;2;0;0;0;0;0;1.82;0.00;1.82;1.82;1.82;0.2;0.2;0.4;0.21;0.37;0.58;0.21;0.58;Matches
311;Bruno Duarte\Bruno-Duarte;br BRA;FW;pt Vitória;23;1996;6;3;291;2;0;0;0;0;0;0.62;0.00;0.62;0.62;0.62;0.9;0.9;0.3;0.27;0.09;0.36;0.27;0.36;Matches
312;Kaspars Dubra\Kaspars-Dubra;lv LVA;DF;ua FC Oleksandriya;28;1990;6;6;540;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.5;0.03;0.09;0.11;0.03;0.11;Matches
313;Denzel Dumfries\Denzel-Dumfries;nl NED;DF;nl PSV Eindhoven;23;1996;6;6;540;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.7;0.7;0.1;0.12;0.01;0.13;0.12;0.13;Matches
314;Erik Durm\Erik-Durm;de GER;DF;de Eint Frankfurt;27;1992;2;1;82;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.05;0.00;0.05;0.05;0.05;Matches
315;Hugo Duro\Hugo-Duro;es ESP;MF;es Getafe;19;1999;1;1;68;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.19;0.00;0.19;0.19;0.19;Matches
316;Abdurrahim Dursun\Abdurrahim-Dursun;tr TUR;DF;tr Trabzonspor;20;1998;3;3;270;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.3;0.00;0.10;0.10;0.00;0.10;Matches
317;Lasha Dvali\Lasha-Dvali;ge GEO;DF;hu Ferencváros;24;1995;2;1;91;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.03;0.00;0.03;0.03;0.03;Matches
318;Svetoslav Dyakov\Svetoslav-Dyakov;bg BUL;MFFW;bg Ludogorets;35;1984;5;2;189;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.1;0.00;0.03;0.03;0.00;0.03;Matches
319;Alan Dzagoev\Alan-Dzagoev;ru RUS;MF;ru CSKA Moscow;29;1990;1;0;36;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.11;0.11;0.00;0.11;Matches
320;Edin Džeko\Edin-Dzeko;ba BIH;FW;it Roma;33;1986;7;7;596;3;2;0;0;0;0;0.45;0.30;0.76;0.45;0.76;3.8;3.8;0.8;0.58;0.12;0.69;0.58;0.69;Matches
321;George Edmundson\George-Edmundson;eng ENG;DF;sco Rangers;21;1997;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
322;Odsonne Édouard\Odsonne-Edouard;fr FRA;FW;sco Celtic;21;1998;6;6;534;3;2;1;1;2;0;0.51;0.34;0.84;0.34;0.67;3.4;2.7;0.8;0.58;0.13;0.71;0.45;0.59;Matches
323;Wilson Eduardo\Wilson-Eduardo;ao ANG;FWMF;pt Braga;29;1990;3;0;77;2;0;0;0;0;0;2.34;0.00;2.34;2.34;2.34;1.2;1.2;0.2;1.35;0.20;1.55;1.35;1.55;Matches
324;Marcus Edwards\Marcus-Edwards;eng ENG;MFFW;pt Vitória;20;1998;5;4;347;2;0;0;0;0;0;0.52;0.00;0.52;0.52;0.52;0.3;0.3;0.4;0.07;0.09;0.16;0.07;0.16;Matches
325;Giorgos Efrem\Giorgos-Efrem;cy CYP;FWMF;cy APOEL;30;1989;5;0;67;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.04;0.04;0.08;0.04;0.08;Matches
326;Vegar Eggen Hedenstad\Vegar-Eggen-Hedenstad;no NOR;DF;no Rosenborg;28;1991;5;5;450;0;1;0;0;1;0;0.00;0.20;0.20;0.00;0.20;0.1;0.1;1.0;0.01;0.19;0.21;0.01;0.21;Matches
327;Carel Eiting\Carel-Eiting;nl NED;MF;nl Ajax;21;1998;1;1;90;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.03;0.03;0.07;0.03;0.07;Matches
328;Caleb Ekuban\Caleb-Ekuban;gh GHA;FW;tr Trabzonspor;25;1994;1;1;79;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.0;0.25;0.00;0.25;0.25;0.25;Matches
329;Omar Elabdellaoui\Omar-Elabdellaoui;no NOR;DF;gr Olympiacos;27;1991;2;2;210;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.01;0.01;0.00;0.01;Matches
330;Eljero Elia\Eljero-Elia;nl NED;MFFW;tr Başakşehir;32;1987;5;2;208;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.2;0.07;0.08;0.15;0.07;0.15;Matches
331;Mohamed Elneny\Mohamed-Elneny;eg EGY;MF;tr Beşiktaş;27;1992;6;4;404;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.2;0.05;0.04;0.09;0.05;0.09;Matches
332;Yao Eloge Koffi\Yao-Eloge-Koffi;ci CIV;DF;ch Lugano;23;1996;5;5;400;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.01;0.00;0.01;0.01;0.01;Matches
333;Nico Elvedi\Nico-Elvedi;ch SUI;DF;de M'gladbach;22;1996;5;5;450;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
334;Mohamed Elyounoussi\Mohamed-Elyounoussi;no NOR;FW;sco Celtic;24;1994;6;5;403;1;1;0;0;1;0;0.22;0.22;0.45;0.22;0.45;0.7;0.7;0.4;0.15;0.10;0.25;0.15;0.25;Matches
335;Breel Embolo\Breel-Embolo;ch SUI;FWMF;de M'gladbach;22;1997;5;3;306;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.4;0.4;0.3;0.10;0.09;0.20;0.10;0.20;Matches
336;Renaud Emond\Renaud-Emond;be BEL;FWMF;be Standard Liège;27;1991;5;5;346;0;1;0;0;1;0;0.00;0.26;0.26;0.00;0.26;0.6;0.6;0.5;0.17;0.13;0.30;0.17;0.30;Matches
337;Youssef En-Nesyri\Youssef-En-Nesyri;ma MAR;DFFW;es Sevilla;22;1997;2;0;31;1;0;0;0;1;0;2.90;0.00;2.90;2.90;2.90;1.1;1.1;0.0;3.29;0.00;3.29;3.29;3.29;Matches
338;Alexandru Epureanu\Alexandru-Epureanu;md MDA;DF;tr Başakşehir;32;1986;3;3;255;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
339;Doğan Erdoğan\Dogan-Erdogan;tr TUR;MF;tr Trabzonspor;22;1996;6;5;441;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.1;0.05;0.01;0.06;0.05;0.06;Matches
340;Nenad Erić\Nenad-Eric;kz KAZ;GK;kz Astana FK;37;1982;6;6;476;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
341;Christian Eriksen\Christian-Eriksen;dk DEN;MF;it Inter;27;1992;2;2;180;1;1;0;0;0;0;0.50;0.50;1.00;0.50;1.00;0.3;0.3;0.5;0.13;0.23;0.36;0.13;0.36;Matches
342;Caner Erkin\Caner-Erkin;tr TUR;FWDF;tr Beşiktaş;30;1988;4;4;333;0;1;0;0;2;0;0.00;0.27;0.27;0.00;0.27;0.1;0.1;1.1;0.03;0.30;0.32;0.03;0.32;Matches
343;Sergio Escudero\Sergio-Escudero;es ESP;DF;es Sevilla;29;1989;7;7;630;0;1;0;0;1;0;0.00;0.14;0.14;0.00;0.14;0.4;0.4;1.1;0.06;0.16;0.22;0.06;0.22;Matches
344;Ricardo Esgaio\Ricardo-Esgaio;pt POR;DF;pt Braga;26;1993;8;8;720;0;1;0;0;2;0;0.00;0.12;0.12;0.00;0.12;0.1;0.1;0.2;0.01;0.02;0.03;0.01;0.03;Matches
345;Bernardo Espinosa\Bernardo-Espinosa;co COL;DF;es Espanyol;30;1989;3;3;225;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.0;0.07;0.00;0.07;0.07;0.07;Matches
346;Sebastiano Esposito\Sebastiano-Esposito;it ITA;FW;it Inter;17;2002;1;0;28;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
347;Xabier Etxeita\Xabier-Etxeita;es ESP;DF;es Getafe;31;1987;2;2;180;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
348;Lucas Evangelista\Lucas-Evangelista;br BRA;MF;pt Vitória;24;1995;4;4;339;0;1;0;0;1;0;0.00;0.27;0.27;0.00;0.27;0.3;0.3;0.4;0.08;0.11;0.18;0.08;0.18;Matches
349;Håkon Evjen\Hakon-Evjen;no NOR;MF;nl AZ Alkmaar;19;2000;2;1;87;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.01;0.02;0.04;0.01;0.04;Matches
350;Mohamed Ezzarfani\Mohamed-Ezzarfani;ma MAR;MF;es Espanyol;21;1997;1;0;21;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
351;Collins Fai\Collins-Fai;cm CMR;DF;be Standard Liège;26;1992;3;3;265;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.3;0.01;0.11;0.12;0.01;0.12;Matches
352;Fayçal Fajr\Faycal-Fajr;ma MAR;MF;es Getafe;30;1988;5;5;439;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.4;0.4;0.6;0.08;0.12;0.19;0.08;0.19;Matches
353;Luca Falbo\Luca-Falbo;it ITA;DF;it Lazio;19;2000;1;0;15;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
354;Rasmus Falk\Rasmus-Falk;dk DEN;MF;dk FC Copenhagen;27;1992;8;7;592;0;2;0;0;1;0;0.00;0.30;0.30;0.00;0.30;0.5;0.5;0.8;0.07;0.12;0.20;0.07;0.20;Matches
355;Patrick Farkas\Patrick-Farkas;at AUT;DF;at RB Salzburg;26;1992;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.1;0.00;0.08;0.08;0.00;0.08;Matches
356;Christian Fassnacht\Christian-Fassnacht;ch SUI;MF;ch Young Boys;25;1993;6;6;519;2;0;0;0;0;0;0.35;0.00;0.35;0.35;0.35;0.9;0.9;0.1;0.16;0.03;0.19;0.16;0.19;Matches
357;Federico Fazio\Federico-Fazio;ar ARG;DF;it Roma;32;1987;7;6;552;1;0;0;0;0;0;0.16;0.00;0.16;0.16;0.16;0.7;0.7;0.0;0.11;0.00;0.11;0.11;0.11;Matches
358;Luiz Felipe\Luiz-Felipe;br BRA;DF;it Lazio;22;1997;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
359;Leroy Fer\Leroy-Fer;nl NED;MF;nl Feyenoord;29;1990;5;5;450;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;0.6;0.6;0.4;0.12;0.08;0.20;0.12;0.20;Matches
360;Bruno Fernandes\Bruno-Fernandes;pt POR;MF;eng Manchester Utd;24;1994;2;1;74;1;0;1;1;0;0;1.22;0.00;1.22;0.00;0.00;1.2;0.4;0.1;1.40;0.10;1.50;0.48;0.58;Matches
361;Bruno Fernandes\Bruno-Fernandes;pt POR;MF;pt Sporting CP;24;1994;5;5;450;5;3;2;2;3;0;1.00;0.60;1.60;0.60;1.20;2.6;1.0;0.8;0.51;0.15;0.66;0.21;0.36;Matches
362;Gelson Fernandes\Gelson-Fernandes;ch SUI;MF;de Eint Frankfurt;32;1986;5;3;239;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
363;Ivanildo Fernandes\Ivanildo-Fernandes;pt POR;DF;tr Trabzonspor;23;1996;4;4;360;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.03;0.00;0.03;0.03;0.03;Matches
364;Manuel Fernandes\Manuel-Fernandes;pt POR;MFFW;ru Krasnodar;33;1986;3;1;111;1;0;0;0;0;0;0.81;0.00;0.81;0.81;0.81;0.5;0.5;0.5;0.43;0.39;0.81;0.43;0.81;Matches
365;Mário Fernandes\Mario-Fernandes;ru RUS;DF;ru CSKA Moscow;28;1990;6;6;540;0;1;0;0;1;0;0.00;0.17;0.17;0.00;0.17;0.4;0.4;0.4;0.07;0.07;0.14;0.07;0.14;Matches
366;Rodrigo Fernandes\Rodrigo-Fernandes;pt POR;MF;pt Sporting CP;18;2001;2;1;41;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
367;Fernando\Fernando;br BRA;MF;es Sevilla;32;1987;3;2;209;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.3;0.3;0.1;0.11;0.05;0.16;0.11;0.16;Matches
368;Luis Fernando Díaz\Luis-Fernando-Diaz;co COL;MFFW;pt Porto;22;1997;8;5;403;3;1;0;0;1;0;0.67;0.22;0.89;0.67;0.89;1.4;1.4;0.4;0.32;0.09;0.40;0.32;0.40;Matches
369;Facundo Ferreyra\Facundo-Ferreyra;ar ARG;FW;es Espanyol;28;1991;4;2;217;1;0;0;0;0;0;0.41;0.00;0.41;0.41;0.41;0.9;0.9;0.5;0.36;0.20;0.56;0.36;0.56;Matches
370;Petar Filipović\Petar-Filipovic;de GER;DF;at LASK;28;1990;8;8;718;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;0.3;0.3;0.0;0.04;0.00;0.04;0.04;0.04;Matches
371;Viktor Fischer\Viktor-Fischer;dk DEN;MF;dk FC Copenhagen;25;1994;5;5;396;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.8;0.04;0.19;0.23;0.04;0.23;Matches
372;Alessandro Florenzi\Alessandro-Florenzi;it ITA;DF;it Roma;28;1991;2;1;96;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.4;0.10;0.34;0.44;0.10;0.44;Matches
373;Wesley Fofana\Wesley-Fofana;fr FRA;DF;fr Saint-Étienne;18;2000;2;2;180;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
374;Rui Fonte\Rui-Fonte;pt POR;FW;pt Braga;29;1990;5;1;131;1;0;0;0;0;0;0.69;0.00;0.69;0.69;0.69;0.2;0.2;0.2;0.15;0.13;0.28;0.15;0.28;Matches
375;James Forrest\James-Forrest;sco SCO;FWDF;sco Celtic;28;1991;7;7;602;1;2;0;0;0;0;0.15;0.30;0.45;0.15;0.45;0.5;0.5;1.2;0.08;0.18;0.26;0.08;0.26;Matches
376;Fraser Forster\Fraser-Forster;eng ENG;GK;sco Celtic;31;1988;7;7;630;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.1;0.00;0.01;0.01;0.00;0.01;Matches
377;Rafael Forster\Rafael-Forster;br BRA;DF;bg Ludogorets;29;1990;4;4;281;2;0;0;0;0;1;0.64;0.00;0.64;0.64;0.64;0.5;0.5;0.3;0.15;0.10;0.25;0.15;0.25;Matches
378;Kostas Fortounis\Kostas-Fortounis;gr GRE;MF;gr Olympiacos;26;1992;1;0;25;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.18;0.00;0.18;0.18;0.18;Matches
379;Lassina Franck Traoré\Lassina-Franck-Traore;bf BFA;FW;nl Ajax;18;2001;1;1;67;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
380;Fransérgio\Fransergio;br BRA;MF;pt Braga;28;1990;7;7;628;2;1;0;0;0;0;0.29;0.14;0.43;0.29;0.43;1.5;1.5;0.3;0.22;0.04;0.27;0.22;0.27;Matches
381;Fred\Fred;br BRA;MF;eng Manchester Utd;26;1993;5;4;352;2;2;0;0;1;0;0.51;0.51;1.02;0.51;1.02;1.1;1.1;0.2;0.28;0.06;0.34;0.28;0.34;Matches
382;Fabian Frei\Fabian-Frei;ch SUI;MF;ch Basel;30;1989;8;8;695;3;1;1;1;2;0;0.39;0.13;0.52;0.26;0.39;2.0;1.3;1.4;0.26;0.18;0.45;0.17;0.35;Matches
383;Dominik Frieser\Dominik-Frieser;at AUT;FW;at LASK;25;1993;8;7;523;2;0;0;0;0;0;0.34;0.00;0.34;0.34;0.34;2.6;2.6;1.1;0.45;0.19;0.64;0.45;0.64;Matches
384;Abraham Frimpong\Abraham-Frimpong;gh GHA;DF;hu Ferencváros;26;1993;5;3;275;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.04;0.00;0.04;0.04;0.04;Matches
385;Jeremie Frimpong\Jeremie-Frimpong;nl NED;DF;sco Celtic;18;2000;1;1;84;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.04;0.04;0.00;0.04;Matches
386;Mijat Gaćinović\Mijat-Gacinovic;rs SRB;FWMF;de Eint Frankfurt;24;1995;3;1;137;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.0;0.15;0.00;0.15;0.15;0.15;Matches
387;Cody Gakpo\Cody-Gakpo;nl NED;FW;nl PSV Eindhoven;20;1999;5;3;335;0;1;0;0;0;0;0.00;0.27;0.27;0.00;0.27;0.7;0.7;0.9;0.19;0.23;0.43;0.19;0.43;Matches
388;Ethan Galbraith\Ethan-Galbraith;nir NIR;FW;eng Manchester Utd;18;2001;1;0;1;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
389;Galeno\Galeno;br BRA;MFFW;pt Braga;21;1997;8;5;566;1;6;0;0;2;0;0.16;0.95;1.11;0.16;1.11;0.6;0.6;1.6;0.09;0.25;0.34;0.09;0.34;Matches
390;Romain Gall\Romain-Gall;us USA;MF;se Malmö;24;1995;1;0;4;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
391;Enric Gallego\Enric-Gallego;es ESP;FW;es Getafe;32;1986;3;3;248;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.6;0.6;0.1;0.23;0.02;0.25;0.23;0.25;Matches
392;Gara Garayev\Gara-Garayev;az AZE;MF;az Qarabağ Ağdam;26;1992;6;6;460;0;1;0;0;3;1;0.00;0.20;0.20;0.00;0.20;0.0;0.0;0.2;0.00;0.03;0.03;0.00;0.03;Matches
393;Raúl García\Raul-Garcia;es ESP;DF;es Getafe;30;1989;4;4;360;0;2;0;0;1;0;0.00;0.50;0.50;0.00;0.50;0.1;0.1;0.7;0.01;0.18;0.19;0.01;0.19;Matches
394;Ulisses Garcia\Ulisses-Garcia;ch SUI;DF;ch Young Boys;23;1996;6;5;454;0;2;0;0;0;0;0.00;0.40;0.40;0.00;0.40;0.3;0.3;1.0;0.05;0.20;0.25;0.05;0.25;Matches
395;James Garner\James-Garner;eng ENG;MF;eng Manchester Utd;18;2001;4;3;283;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.0;0.05;0.00;0.05;0.05;0.05;Matches
396;Mickaël Garos\Mickael-Garos;fr FRA;DF;lu F91 Dudelange;31;1988;5;5;421;0;0;0;0;2;1;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.01;0.01;0.00;0.01;Matches
397;Bruno Gaspar\Bruno-Gaspar;ao ANG;FW;gr Olympiacos;26;1993;1;0;34;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.15;0.00;0.15;0.15;0.15;Matches
398;Gianluca Gaudino\Gianluca-Gaudino;de GER;MF;ch Young Boys;22;1996;3;1;138;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.3;0.04;0.19;0.24;0.04;0.24;Matches
399;Nicolas Gavory\Nicolas-Gavory;fr FRA;DF;be Standard Liège;24;1995;6;6;540;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.4;0.00;0.07;0.08;0.00;0.08;Matches
400;Yuri Gazinskiy\Yuri-Gazinskiy;ru RUS;MF;ru Krasnodar;30;1989;2;2;173;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
401;Yann Gboho\Yann-Gboho;fr FRA;MFFW;fr Rennes;18;2001;3;1;124;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.3;0.03;0.20;0.23;0.03;0.23;Matches
402;David de Gea\David-de-Gea;es ESP;GK;eng Manchester Utd;28;1990;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
403;Lutsharel Geertruida\Lutsharel-Geertruida;nl NED;DF;nl Feyenoord;19;2000;4;3;275;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.2;0.00;0.07;0.07;0.00;0.07;Matches
404;Savvas Gentsoglou\Savvas-Gentsoglou;gr GRE;MF;cy APOEL;28;1990;5;5;364;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.2;0.03;0.05;0.08;0.03;0.08;Matches
405;Yannick Gerhardt\Yannick-Gerhardt;de GER;MF;de Wolfsburg;25;1994;4;4;360;1;1;0;0;1;0;0.25;0.25;0.50;0.25;0.50;0.3;0.3;0.8;0.06;0.21;0.27;0.06;0.27;Matches
406;Alexander Gerndt\Alexander-Gerndt;se SWE;FWMF;ch Lugano;33;1986;3;2;201;1;0;0;0;0;0;0.45;0.00;0.45;0.45;0.45;0.3;0.3;0.5;0.14;0.23;0.37;0.14;0.37;Matches
407;Morgan Gibbs-White\Morgan-Gibbs-White;eng ENG;MFFW;eng Wolves;19;2000;4;4;252;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.4;0.4;0.0;0.13;0.02;0.14;0.13;0.14;Matches
408;Petar Gigić\Petar-Gigic;rs SRB;FW;rs Partizan;22;1997;1;0;2;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
409;Daniel Ginczek\Daniel-Ginczek;de GER;FW;de Wolfsburg;28;1991;3;1;84;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.3;0.3;0.0;0.31;0.03;0.34;0.31;0.34;Matches
410;Matthias Ginter\Matthias-Ginter;de GER;DF;de M'gladbach;25;1994;4;4;360;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.0;0.05;0.00;0.05;0.05;0.05;Matches
411;Joris Gnagnon\Joris-Gnagnon;fr FRA;DF;fr Rennes;22;1997;6;6;540;2;0;0;0;2;0;0.33;0.00;0.33;0.33;0.33;1.0;1.0;0.0;0.17;0.00;0.17;0.17;0.17;Matches
412;Franck Gniangbo\Franck-Gniangbo;ci CIV;FW;at Wolfsberger AC;19;1999;6;6;512;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;1.0;1.0;0.6;0.18;0.11;0.28;0.18;0.28;Matches
413;Franck Gniangbo\Franck-Gniangbo;ci CIV;DF;be Gent;19;1999;1;0;10;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;1.14;0.00;1.14;1.14;1.14;Matches
414;Diego Godín\Diego-Godin;uy URU;DF;it Inter;33;1986;2;2;180;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.04;0.01;0.05;0.04;0.05;Matches
415;Okechukwu Godson Azubuike\Okechukwu-Godson-Azubuike;ng NGA;MF;tr Başakşehir;22;1997;7;3;367;0;1;0;0;0;0;0.00;0.25;0.25;0.00;0.25;0.0;0.0;0.5;0.00;0.11;0.11;0.00;0.11;Matches
416;Cèdric Gogoua\Cedric-Gogoua;ci CIV;DF;ru CSKA Moscow;25;1994;1;0;45;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
417;Thomas Goiginger\Thomas-Goiginger;at AUT;FW;at LASK;26;1993;8;8;707;1;3;0;0;0;0;0.13;0.38;0.51;0.13;0.51;1.2;1.2;1.4;0.16;0.18;0.34;0.16;0.34;Matches
418;Connor Goldson\Connor-Goldson;eng ENG;DF;sco Rangers;26;1992;8;8;720;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.4;0.4;0.0;0.05;0.00;0.06;0.05;0.06;Matches
419;Manfred Gollner\Manfred-Gollner;at AUT;DF;at Wolfsberger AC;28;1990;2;1;93;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
420;Cătălin Golofca\Catalin-Golofca;ro ROU;MFFW;ro CFR Cluj;29;1990;5;0;35;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
421;Angel Gomes\Angel-Gomes;eng ENG;FWMF;eng Manchester Utd;18;2000;3;3;247;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.4;0.4;0.5;0.14;0.19;0.33;0.14;0.33;Matches
422;Sergi Gómez\Sergi-Gomez;es ESP;DF;es Sevilla;27;1992;5;5;430;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
423;Gökhan Gönül\Gokhan-Gonul;tr TUR;DFFW;tr Beşiktaş;34;1985;2;0;6;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
424;Bruno González\Bruno-Gonzalez;es ESP;DF;es Getafe;29;1990;5;5;374;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
425;Jacek Góralski\Jacek-Goralski;pl POL;MFFW;bg Ludogorets;26;1992;3;1;82;0;0;0;0;2;1;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
