"id";"name";"nation";"position";"Squad";"age";"born";"MP";"Min";"Mn/MP";"Min%";"90s";"Starts";"Mn/Start";"Subs";"Mn/Sub";"unSub";"PPM";"onG";"onGA";"+/-";"+/-90";"On-Off";"onxG";"onxGA";"xG+/-";"xG+/-90";"On-Off-ex";"Matches"
694;Zdravko Kuzmanović\Zdravko-Kuzmanovic;rs SRB;MF;ch Basel;31;1987;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
695;Giorgi Kvilitaia\Giorgi-Kvilitaia;ge GEO;FW;be Gent;25;1993;7;65;9;9.0;0.7;0;;7;9;1;1.75;1;0;+1;+1.38;+0.97;1.0;0.5;+0.5;+0.65;+0.89;Matches
696;Alexandre Lacazette\Alexandre-Lacazette;fr FRA;FW;eng Arsenal;28;1991;5;385;77;51.3;4.3;4;90;1;25;1;1.60;5;6;-1;-0.23;-2.21;5.9;3.2;+2.7;+0.63;-1.02;Matches
697;Konstantinos Laifis\Konstantinos-Laifis;cy CYP;DF;be Standard Liège;26;1993;6;540;90;100.0;6.0;6;90;0;;0;1.33;8;10;-2;-0.33;;6.3;10.8;-4.4;-0.73;;Matches
698;Stefan Lainer\Stefan-Lainer;at AUT;DF;de M'gladbach;26;1992;6;540;90;100.0;6.0;6;90;0;;0;1.33;6;9;-3;-0.50;;10.4;6.4;+3.9;+0.66;;Matches
699;Ethan Laird\Ethan-Laird;eng ENG;DF;eng Manchester Utd;18;2001;2;112;56;15.6;1.2;1;90;1;22;0;1.50;1;2;-1;-0.80;-2.14;1.9;1.3;+0.7;+0.56;-0.69;Matches
700;Yann-Erik de Lanlay\Yann-Erik-de-Lanlay;no NOR;FWMF;no Rosenborg;27;1992;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
701;Eric Larsson\Eric-Larsson;se SWE;DF;se Malmö;28;1991;6;427;71;59.3;4.7;4;87;2;39;2;2.08;8;7;+1;+0.21;-0.10;5.6;4.4;+1.2;+0.26;+0.86;Matches
702;Sam Larsson\Sam-Larsson;se SWE;FW;nl Feyenoord;26;1993;6;427;71;79.1;4.7;5;82;1;17;0;1.50;6;8;-2;-0.42;-0.42;5.8;9.5;-3.7;-0.78;+0.12;Matches
703;Dimitri Lavalée\Dimitri-Lavalee;be BEL;DF;be Standard Liège;22;1997;1;90;90;16.7;1.0;1;90;0;;4;0.00;1;2;-1;-1.00;-0.80;1.1;1.4;-0.3;-0.28;+0.54;Matches
704;Numa Lavanchy\Numa-Lavanchy;ch SUI;DFMF;ch Lugano;25;1993;4;360;90;66.7;4.0;4;90;0;;1;0.50;0;2;-2;-0.50;0.00;3.1;3.4;-0.3;-0.07;+1.94;Matches
705;Corenthyn Lavie\Corenthyn-Lavie;fr FRA;FWMF;lu F91 Dudelange;24;1995;5;187;37;34.6;2.1;1;90;4;24;0;1.29;3;4;-1;-0.48;+1.81;1.4;6.1;-4.7;-2.26;-0.07;Matches
706;Manuel Lazzari\Manuel-Lazzari;it ITA;DF;it Lazio;25;1993;6;540;90;100.0;6.0;6;90;0;;0;1.00;6;9;-3;-0.50;;6.5;7.8;-1.4;-0.23;;Matches
707;James Lea Siliki\James-Lea-Siliki;fr FRA;MF;fr Rennes;23;1996;3;179;60;33.1;2.0;2;82;1;15;2;1.00;2;3;-1;-0.50;0.00;1.9;1.1;+0.8;+0.41;-0.02;Matches
708;Ramon Leeuwin\Ramon-Leeuwin;nl NED;DF;nl AZ Alkmaar;31;1987;2;153;77;21.3;1.7;2;77;0;;0;0.50;1;3;-2;-1.18;-2.61;1.9;2.8;-0.9;-0.55;-1.61;Matches
709;Wu Lei\Wu-Lei;cn CHN;FWMF;es Espanyol;27;1991;7;403;58;56.0;4.5;4;79;3;29;0;2.23;6;7;-1;-0.22;-2.78;5.4;4.7;+0.8;+0.17;-0.60;Matches
710;Diogo Leite\Diogo-Leite;pt POR;MF;pt Porto;20;1999;1;6;6;0.8;0.1;0;;1;6;1;3.00;0;0;0;0.00;+0.13;0.1;0.4;-0.3;-4.56;-4.86;Matches
711;Mario Leitgeb\Mario-Leitgeb;at AUT;MF;at Wolfsberger AC;31;1988;5;447;89;82.8;5.0;5;89;0;;0;0.80;5;6;-1;-0.20;-0.20;4.6;8.7;-4.0;-0.81;+0.75;Matches
712;Lucas Leiva\Lucas-Leiva;br BRA;MF;it Lazio;32;1987;3;238;79;44.1;2.6;3;79;0;;0;0.00;3;5;-2;-0.76;-0.46;3.5;3.3;+0.1;+0.05;+0.50;Matches
713;Bernd Leno\Bernd-Leno;de GER;GK;eng Arsenal;27;1992;2;210;105;28.0;2.3;2;105;0;;6;1.50;2;2;0;0.00;-1.17;3.7;1.5;+2.3;+0.97;-0.22;Matches
714;Jeremain Lens\Jeremain-Lens;nl NED;FWMF;tr Beşiktaş;31;1987;4;219;55;40.6;2.4;3;69;1;11;1;0.00;1;8;-7;-2.88;-2.32;1.8;5.6;-3.8;-1.54;-1.77;Matches
715;Thibaut Lesquoy\Thibaut-Lesquoy;be BEL;DF;lu F91 Dudelange;24;1995;5;387;77;71.7;4.3;4;90;1;27;0;1.17;4;10;-6;-1.40;+0.96;3.1;11.7;-8.6;-2.00;+0.75;Matches
716;Maxime Lestienne\Maxime-Lestienne;be BEL;MFFW;be Standard Liège;27;1992;5;183;37;33.9;2.0;2;76;3;11;0;1.00;3;6;-3;-1.48;-1.73;2.6;4.9;-2.3;-1.14;-0.61;Matches
717;Dylan Levitt\Dylan-Levitt;wal WAL;MF;eng Manchester Utd;18;2000;1;90;90;12.5;1.0;1;90;0;;0;0.00;1;2;-1;-1.00;-2.29;1.9;1.2;+0.6;+0.64;-0.57;Matches
718;Oscar Lewicki\Oscar-Lewicki;se SWE;MFDF;se Malmö;27;1992;6;400;67;55.6;4.4;5;78;1;10;1;1.93;3;6;-3;-0.68;-2.08;3.4;4.4;-1.0;-0.23;-0.31;Matches
719;Michael Liendl\Michael-Liendl;at AUT;MF;at Wolfsberger AC;33;1985;6;538;90;99.6;6.0;6;90;0;;0;0.83;7;8;-1;-0.17;-0.17;5.7;11.4;-5.6;-0.94;-0.94;Matches
720;Anthony Limbombe\Anthony-Limbombe;be BEL;FW;be Standard Liège;25;1994;1;81;81;15.0;0.9;1;81;0;;0;3.00;1;0;+1;+1.11;+1.70;0.4;1.0;-0.6;-0.65;+0.10;Matches
721;Victor Lindelöf\Victor-Lindelof;se SWE;DF;eng Manchester Utd;25;1994;2;180;90;25.0;2.0;2;90;0;;2;1.00;1;1;0;0.00;-1.33;1.8;2.1;-0.3;-0.13;-1.69;Matches
722;Jesse Lingard\Jesse-Lingard;eng ENG;MFFW;eng Manchester Utd;26;1992;7;345;49;47.9;3.8;3;90;4;19;0;2.00;6;3;+3;+0.78;-0.42;6.6;3.8;+2.8;+0.72;-0.79;Matches
723;Adem Ljajić\Adem-Ljajic;rs SRB;MF;tr Beşiktaş;27;1991;4;315;79;58.3;3.5;3;90;1;45;1;0.75;5;7;-2;-0.57;+2.23;6.6;5.5;+1.1;+0.31;+1.92;Matches
724;Marin Ljubičić\Marin-Ljubicic;hr CRO;MF;sk Slovan Bratislava;31;1988;6;161;27;29.8;1.8;1;90;5;14;0;1.60;5;8;-3;-1.68;-1.68;2.3;5.2;-3.0;-1.66;-1.27;Matches
725;Yuriy Logvinenko\Yuriy-Logvinenko;kz KAZ;DFMF;kz Astana FK;31;1988;5;384;77;71.1;4.3;4;85;1;45;0;1.30;3;13;-10;-2.34;+0.54;2.8;12.5;-9.7;-2.28;+1.24;Matches
726;Rony Lopes\Rony-Lopes;pt POR;MFFW;es Sevilla;23;1995;7;410;59;56.9;4.6;5;73;2;22;1;2.29;11;3;+8;+1.76;+0.89;12.9;2.0;+10.9;+2.40;+1.58;Matches
727;David López\David-Lopez;es ESP;MFDF;es Espanyol;29;1989;3;209;70;29.0;2.3;2;90;1;29;1;2.00;5;4;+1;+0.43;-0.80;3.4;3.3;0.0;+0.02;-0.58;Matches
728;Diego López\Diego-Lopez;es ESP;GK;es Espanyol;37;1981;5;450;90;62.5;5.0;5;90;0;;3;2.45;12;3;+9;+1.80;+2.13;8.4;4.3;+4.1;+0.82;+1.03;Matches
729;Javi López\Javi-Lopez;es ESP;DF;es Espanyol;33;1986;3;267;89;37.1;3.0;3;89;0;;0;2.13;2;2;0;0.00;-1.59;3.7;1.7;+2.0;+0.66;+0.37;Matches
730;Lluis López\Lluis-Lopez;es ESP;DF;es Espanyol;22;1997;4;360;90;50.0;4.0;4;90;0;;1;2.22;9;3;+6;+1.50;+1.00;6.1;4.2;+1.9;+0.48;+0.09;Matches
731;Pau López\Pau-Lopez;es ESP;GK;it Roma;24;1994;7;568;81;78.9;6.3;6;90;1;28;1;1.71;11;5;+6;+0.95;+0.95;10.3;6.6;+3.7;+0.59;-0.57;Matches
732;Jordan Lotomba\Jordan-Lotomba;ch SUI;DFMF;ch Young Boys;20;1998;4;201;50;37.2;2.2;2;79;2;22;2;1.75;3;3;0;0.00;-0.27;3.8;2.9;+0.9;+0.41;+0.59;Matches
733;Maximiliano Lovera\Maximiliano-Lovera;ar ARG;FWDF;gr Olympiacos;20;1999;2;21;11;10.0;0.2;0;;2;11;0;1.50;1;1;0;0.00;0.00;0.5;1.7;-1.2;-5.12;-4.61;Matches
734;Gergő Lovrencsics\Gergo-Lovrencsics;hu HUN;DF;hu Ferencváros;30;1988;5;384;77;71.1;4.3;4;90;1;24;0;1.43;3;5;-2;-0.47;-0.47;6.6;6.7;-0.1;-0.03;+0.35;Matches
735;Sandi Lovrić\Sandi-Lovric;at AUT;MF;ch Lugano;21;1998;5;344;69;63.7;3.8;4;84;1;9;0;0.60;2;3;-1;-0.26;+0.66;2.3;6.6;-4.3;-1.13;-1.14;Matches
736;Pol Lozano\Pol-Lozano;es ESP;MF;es Espanyol;19;1999;6;389;65;54.0;4.3;4;90;2;15;1;2.00;11;5;+6;+1.39;+0.84;8.9;5.6;+3.3;+0.75;+0.70;Matches
737;Valeriy Luchkevych\Valeriy-Luchkevych;ua UKR;FWMF;ua FC Oleksandriya;23;1996;6;501;84;92.8;5.6;6;84;0;;0;0.50;4;10;-6;-1.08;-5.69;4.0;6.6;-2.6;-0.47;+0.89;Matches
738;Florentino Luís\Florentino-Luis;pt POR;MF;pt Benfica;19;1999;1;90;90;50.0;1.0;1;90;0;;1;0.00;1;2;-1;-1.00;-1.00;1.1;1.0;0.0;+0.03;0.00;Matches
739;Miguel Luís\Miguel-Luis;pt POR;MFDF;pt Sporting CP;20;1999;3;242;81;32.3;2.7;3;81;0;;2;1.00;3;6;-3;-1.12;-2.36;3.0;4.2;-1.2;-0.45;-0.57;Matches
740;Zé Luís\Ze-Luis;cv CPV;FW;pt Porto;28;1991;6;270;45;37.5;3.0;3;67;3;23;1;0.67;2;7;-5;-1.67;-2.47;3.4;4.0;-0.6;-0.19;-0.73;Matches
741;David Luiz\David-Luiz;br BRA;DF;eng Arsenal;32;1987;5;421;84;56.1;4.7;5;84;0;;0;1.40;7;4;+3;+0.64;-0.45;9.2;4.1;+5.1;+1.08;-0.10;Matches
742;Romelu Lukaku\Romelu-Lukaku;be BEL;FW;it Inter;26;1993;2;88;44;48.9;1.0;1;62;1;26;0;3.00;4;1;+3;+3.07;+3.07;2.6;0.4;+2.3;+2.32;+1.77;Matches
743;Jody Lukoki\Jody-Lukoki;cd COD;FW;bg Ludogorets;26;1992;6;457;76;63.5;5.1;6;76;0;;0;1.80;9;9;0;0.00;0.00;5.4;7.7;-2.3;-0.45;+0.60;Matches
744;Senad Lulić\Senad-Lulic;ba BIH;DF;it Lazio;33;1986;5;160;32;29.6;1.8;1;82;4;20;1;1.20;2;3;-1;-0.56;-0.09;2.3;2.2;0.0;+0.01;+0.34;Matches
745;Marius Lundemo\Marius-Lundemo;no NOR;MF;no Rosenborg;25;1994;6;437;73;80.9;4.9;5;78;1;45;0;0.17;1;10;-9;-1.85;-2.73;3.8;5.5;-1.8;-0.36;+0.62;Matches
746;Fabian Lustenberger\Fabian-Lustenberger;ch SUI;MF;ch Young Boys;31;1988;5;382;76;70.7;4.2;5;76;0;;0;1.40;7;4;+3;+0.71;+1.85;6.8;5.0;+1.8;+0.43;+1.35;Matches
747;Mikael Lustig\Mikael-Lustig;se SWE;DF;be Gent;32;1986;7;630;90;87.5;7.0;7;90;0;;1;1.77;11;8;+3;+0.43;-0.57;6.0;8.3;-2.3;-0.33;-1.34;Matches
748;Aleksandar Lutovac\Aleksandar-Lutovac;rs SRB;DF;rs Partizan;22;1997;1;90;90;16.7;1.0;1;90;0;;2;1.33;4;1;+3;+3.00;+3.60;2.4;0.9;+1.5;+1.50;+1.05;Matches
749;Davidson da Luz Pereira\Davidson-da-Luz-Pereira;br BRA;MFFW;pt Vitória;28;1991;6;458;76;84.8;5.1;5;83;1;45;0;1.75;6;7;-1;-0.20;+2.00;5.1;7.3;-2.2;-0.43;+0.15;Matches
750;Paul-Jose M'Poku\Paul-Jose-MPoku;cd COD;MF;be Standard Liège;27;1992;6;374;62;69.3;4.2;4;88;2;11;0;1.33;6;7;-1;-0.24;+0.30;4.0;8.4;-4.4;-1.06;-1.07;Matches
751;Yann M'Vila\Yann-MVila;fr FRA;MFDF;fr Saint-Étienne;29;1990;5;440;88;81.5;4.9;5;88;0;;0;0.60;4;6;-2;-0.41;-0.41;3.4;3.0;+0.3;+0.06;-0.12;Matches
752;Vitor Machado Ferreira\Vitor-Machado-Ferreira;pt POR;MF;pt Porto;19;2000;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
753;Mahir Madatov\Mahir-Madatov;az AZE;FW;az Qarabağ Ağdam;22;1997;4;230;58;42.6;2.6;2;83;2;33;0;1.33;5;3;+2;+0.78;+2.23;6.0;2.6;+3.4;+1.34;+1.55;Matches
754;Ivan Maewski\Ivan-Maewski;by BLR;MF;kz Astana FK;31;1988;6;540;90;100.0;6.0;6;90;0;;0;1.33;4;19;-15;-2.50;;3.0;18.9;-15.9;-2.64;;Matches
755;Hörður Magnússon\Hordur-Magnusson;is ISL;DF;ru CSKA Moscow;26;1993;6;531;89;98.3;5.9;6;89;0;;0;0.83;3;9;-6;-1.02;-1.02;7.5;8.5;-1.0;-0.17;-1.10;Matches
756;Harry Maguire\Harry-Maguire;eng ENG;DF;eng Manchester Utd;26;1993;5;428;86;59.4;4.8;5;86;0;;2;2.60;14;1;+13;+2.73;+4.27;10.0;3.6;+6.4;+1.34;+0.51;Matches
757;Ainsley Maitland-Niles\Ainsley-Maitland-Niles;eng ENG;DFFW;eng Arsenal;21;1997;6;289;48;38.5;3.2;4;70;2;5;1;2.33;9;5;+4;+1.25;+0.66;5.8;2.8;+3.0;+0.93;-0.32;Matches
758;Andreas Makris\Andreas-Makris;cy CYP;MF;cy APOEL;23;1995;1;11;11;1.5;0.1;0;;1;11;1;3.00;0;0;0;0.00;-0.25;0.1;0.1;+0.1;+0.45;+0.85;Matches
759;Nemanja Maksimović\Nemanja-Maksimovic;rs SRB;MFDF;es Getafe;24;1995;6;456;76;63.3;5.1;5;90;1;6;0;1.50;7;5;+2;+0.39;-0.29;6.4;4.6;+1.8;+0.35;-0.50;Matches
760;Tyrell Malacia\Tyrell-Malacia;nl NED;DF;nl Feyenoord;19;1999;3;262;87;48.5;2.9;3;87;0;;3;1.00;4;7;-3;-1.03;-1.35;3.1;4.9;-1.8;-0.62;+0.37;Matches
761;Donyell Malen\Donyell-Malen;nl NED;FWMF;nl PSV Eindhoven;20;1999;4;309;77;57.2;3.4;3;88;1;45;0;2.13;8;7;+1;+0.29;+1.85;3.8;5.2;-1.4;-0.40;-0.22;Matches
762;Yunus Mallı\Yunus-Malli;tr TUR;MF;de Wolfsburg;27;1992;2;50;25;6.9;0.6;0;;2;25;2;1.50;0;1;-1;-1.80;-2.20;0.6;0.2;+0.5;+0.84;+0.10;Matches
763;Felix Mambimbi\Felix-Mambimbi;ch SUI;MFFW;ch Young Boys;18;2001;2;20;10;3.7;0.2;0;;2;10;4;1.00;1;0;+1;+4.50;+4.50;0.5;0.1;+0.4;+1.58;+1.60;Matches
764;Wilson Manafá\Wilson-Manafa;pt POR;DF;pt Porto;25;1994;5;306;61;42.5;3.4;3;80;2;33;3;1.20;2;6;-4;-1.18;-1.83;5.5;4.9;+0.7;+0.20;-0.11;Matches
765;Gianluca Mancini\Gianluca-Mancini;it ITA;DFMF;it Roma;23;1996;6;509;85;70.7;5.7;6;85;0;;2;1.17;8;6;+2;+0.35;-1.35;8.5;6.4;+2.1;+0.38;-1.12;Matches
766;Cristian Manea\Cristian-Manea;ro ROU;DF;ro CFR Cluj;21;1997;2;180;90;25.0;2.0;2;90;0;;0;1.00;1;1;0;0.00;-0.33;1.8;3.5;-1.7;-0.85;-0.83;Matches
767;Faitout Maouassa\Faitout-Maouassa;fr FRA;DF;fr Rennes;21;1998;3;255;85;47.2;2.8;3;85;0;;1;0.00;1;5;-4;-1.41;-1.73;3.4;2.5;+0.9;+0.33;-0.17;Matches
768;Rúnar Már Sigurjónsson\Runar-Mar-Sigurjonsson;is ISL;MF;kz Astana FK;29;1990;4;355;89;65.7;3.9;4;89;0;;0;1.60;4;8;-4;-1.01;+4.34;2.6;8.9;-6.3;-1.59;+3.07;Matches
769;Konstantin Maradishvili\Konstantin-Maradishvili;ru RUS;MF;ru CSKA Moscow;19;2000;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
770;Iván Marcano\Ivan-Marcano;es ESP;DF;pt Porto;32;1987;8;720;90;100.0;8.0;8;90;0;;0;1.25;10;14;-4;-0.50;;12.2;10.1;+2.1;+0.26;;Matches
771;Marcelinho\Marcelinho;bg BUL;MFFW;bg Ludogorets;34;1984;8;569;71;79.0;6.3;8;71;0;;0;1.00;10;10;0;0.00;0.00;6.3;8.0;-1.6;-0.26;+1.94;Matches
772;Yannick Marchand\Yannick-Marchand;ch SUI;DF;ch Basel;30;1988;0;;;;;0;;0;;3;;;;;;;;;;;;Matches
773;Agustín Marchesín\Agustin-Marchesin;ar ARG;GK;pt Porto;31;1988;8;720;90;100.0;8.0;8;90;0;;0;1.25;10;14;-4;-0.50;;12.2;10.1;+2.1;+0.26;;Matches
774;Moussa Marega\Moussa-Marega;ml MLI;FW;pt Porto;28;1991;7;604;86;83.9;6.7;7;86;0;;0;1.43;10;12;-2;-0.30;-1.07;11.5;9.7;+1.8;+0.27;+0.05;Matches
775;Mijat Marić\Mijat-Maric;ch SUI;DF;ch Lugano;35;1984;5;386;77;71.5;4.3;4;90;1;26;0;0.60;1;4;-3;-0.70;-0.70;3.3;4.5;-1.2;-0.28;+1.53;Matches
776;Răzvan Marin\Razvan-Marin;ro ROU;MF;nl Ajax;23;1996;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
777;Lazar Marković\Lazar-Markovic;rs SRB;FW;rs Partizan;25;1994;2;40;20;7.4;0.4;0;;2;20;0;2.00;0;2;-2;-4.50;-4.86;1.4;0.4;+1.0;+2.16;+1.66;Matches
778;Marlos\Marlos;ua UKR;FW;ua Shakhtar;31;1988;2;145;73;80.6;1.6;2;73;0;;0;2.00;4;4;0;0.00;-2.57;1.7;1.9;-0.2;-0.14;-0.54;Matches
779;Sulayman Marreh\Sulayman-Marreh;gm GAM;MF;be Gent;23;1996;1;;0;0.0;0.0;0;;1;0;1;0.00;0;0;0;;;0.0;0.0;0.0;;;Matches
780;Nick Marsman\Nick-Marsman;nl NED;GK;nl Feyenoord;28;1990;2;180;90;33.3;2.0;2;90;0;;0;0.50;4;5;-1;-0.50;-0.25;2.6;2.5;+0.1;+0.03;+1.25;Matches
781;Anthony Martial\Anthony-Martial;fr FRA;FW;eng Manchester Utd;23;1995;4;276;69;38.3;3.1;4;69;0;;0;2.50;7;1;+6;+1.96;+1.55;4.7;2.5;+2.3;+0.74;-0.65;Matches
782;Jonas Martin\Jonas-Martin;fr FRA;MF;fr Rennes;29;1990;2;162;81;30.0;1.8;2;81;0;;0;0.50;2;3;-1;-0.56;-0.08;2.0;1.6;+0.3;+0.18;-0.35;Matches
783;Martinelli\Martinelli;br BRA;FW;eng Arsenal;18;2001;7;424;61;56.5;4.7;5;78;2;18;1;1.57;12;5;+7;+1.49;+1.49;9.7;3.8;+5.9;+1.25;+0.28;Matches
784;Emiliano Martínez\Emiliano-Martinez;ar ARG;GK;eng Arsenal;26;1992;6;540;90;72.0;6.0;6;90;0;;2;1.83;14;7;+7;+1.17;+1.17;12.9;5.7;+7.1;+1.19;+0.22;Matches
785;Lautaro Martínez\Lautaro-Martinez;ar ARG;FW;it Inter;21;1997;1;64;64;35.6;0.7;1;64;0;;0;3.00;0;0;0;0.00;-2.33;0.7;0.0;+0.7;+0.99;-0.66;Matches
786;Lisandro Martínez\Lisandro-Martinez;ar ARG;MFDF;nl Ajax;21;1998;2;180;90;100.0;2.0;2;90;0;;0;1.50;2;3;-1;-0.50;;1.5;2.4;-0.9;-0.44;;Matches
787;Christopher Martins\Christopher-Martins;lu LUX;MF;ch Young Boys;22;1997;2;106;53;19.6;1.2;1;73;1;33;0;0.50;0;3;-3;-2.55;-3.38;0.7;2.9;-2.2;-1.88;-2.38;Matches
788;Alyaksandr Martynovich\Alyaksandr-Martynovich;by BLR;DF;ru Krasnodar;31;1987;6;537;90;99.4;6.0;6;90;0;;0;1.50;7;11;-4;-0.67;-0.67;10.5;8.8;+1.8;+0.30;+2.98;Matches
789;Giorgos Masouras\Giorgos-Masouras;gr GRE;FW;gr Olympiacos;25;1994;2;118;59;56.2;1.3;1;75;1;43;0;1.50;1;1;0;0.00;0.00;0.8;1.5;-0.7;-0.54;+0.97;Matches
790;Clinton Mata\Clinton-Mata;ao ANG;DF;be Club Brugge;26;1992;2;152;76;84.4;1.7;2;76;0;;0;0.50;1;4;-3;-1.78;+4.65;1.8;3.7;-1.9;-1.13;+3.68;Matches
791;Jaime Mata\Jaime-Mata;es ESP;FW;es Getafe;30;1988;6;437;73;60.7;4.9;5;83;1;22;1;2.00;7;4;+3;+0.62;+0.30;7.6;4.0;+3.6;+0.74;+0.54;Matches
792;Juan Mata\Juan-Mata;es ESP;MFFW;eng Manchester Utd;31;1988;7;555;79;77.1;6.2;6;89;1;22;0;2.43;15;1;+14;+2.27;+5.54;11.1;4.4;+6.7;+1.09;-0.20;Matches
793;Matheus\Matheus;br BRA;GK;pt Braga;27;1992;4;360;90;50.0;4.0;4;90;0;;3;2.25;5;5;0;0.00;-1.50;5.5;6.5;-1.0;-0.25;-0.75;Matches
794;Jérémy Mathieu\Jeremy-Mathieu;fr FRA;DF;pt Sporting CP;35;1983;3;253;84;33.7;2.8;3;84;0;;0;3.00;7;1;+6;+2.13;+2.50;3.7;3.0;+0.7;+0.27;+0.50;Matches
795;Nemanja Matić\Nemanja-Matic;rs SRB;MF;eng Manchester Utd;30;1988;4;360;90;50.0;4.0;4;90;0;;1;2.00;6;1;+5;+1.25;+0.50;5.5;3.2;+2.3;+0.58;-1.12;Matches
796;Uroš Matić\Uros-Matic;mk MKD;MFFW;cy APOEL;29;1990;8;720;90;100.0;8.0;8;90;0;;0;1.25;10;12;-2;-0.25;;8.3;12.0;-3.7;-0.46;;Matches
797;Mykola Matviyenko\Mykola-Matviyenko;ua UKR;DF;ua Shakhtar;23;1996;2;180;90;100.0;2.0;2;90;0;;0;2.00;5;4;+1;+0.50;;2.2;2.3;-0.1;-0.03;;Matches
798;Konstantinos Mavropanos\Konstantinos-Mavropanos;gr GRE;DF;eng Arsenal;21;1997;1;90;90;12.0;1.0;1;90;0;;0;1.00;2;2;0;0.00;-0.95;1.4;0.6;+0.9;+0.86;-0.31;Matches
799;Luís Maximiano\Luis-Maximiano;pt POR;GK;pt Sporting CP;20;1999;4;353;88;47.1;3.9;3;100;1;53;4;1.50;8;7;+1;+0.25;-0.43;5.1;5.8;-0.7;-0.19;-0.23;Matches
800;Iba May\Iba-May;de GER;MF;de Wolfsburg;21;1998;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
801;Maycon\Maycon;br BRA;MF;ua Shakhtar;22;1997;0;;;;;0;;0;;2;;;;;;;;;;;;Matches
802;Kevin Mbabu\Kevin-Mbabu;ch SUI;DF;de Wolfsburg;24;1995;5;315;63;43.8;3.5;3;90;2;23;2;2.60;6;3;+3;+0.86;+1.08;4.1;2.6;+1.5;+0.43;-0.56;Matches
803;Chancel Mbemba\Chancel-Mbemba;cd COD;DF;pt Porto;24;1994;5;321;64;44.6;3.6;4;79;1;6;3;1.20;2;8;-6;-1.68;-2.81;2.6;5.2;-2.6;-0.74;-1.80;Matches
804;Allan McGregor\Allan-McGregor;sco SCO;GK;sco Rangers;37;1982;8;720;90;100.0;8.0;8;90;0;;0;2.13;12;8;+4;+0.50;;9.4;9.6;-0.2;-0.02;;Matches
805;Callum McGregor\Callum-McGregor;sco SCO;MF;sco Celtic;26;1993;7;630;90;87.5;7.0;7;90;0;;0;2.22;12;8;+4;+0.57;+0.57;9.9;7.9;+2.0;+0.29;+1.94;Matches
806;Scott McTominay\Scott-McTominay;sco SCO;MF;eng Manchester Utd;22;1996;4;244;61;33.9;2.7;3;79;1;7;2;2.50;7;0;+7;+2.58;+2.39;6.1;1.2;+4.9;+1.80;+1.01;Matches
807;Brandon Mechele\Brandon-Mechele;be BEL;DF;be Club Brugge;26;1993;2;180;90;100.0;2.0;2;90;0;;0;0.50;1;6;-5;-2.50;;1.9;5.3;-3.4;-1.71;;Matches
808;Zechariah Medley\Zechariah-Medley;eng ENG;DF;eng Arsenal;19;2000;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
809;Jurij Medvedev\Jurij-Medvedev;cz CZE;DF;sk Slovan Bratislava;23;1996;5;450;90;83.3;5.0;5;90;0;;0;1.60;9;11;-2;-0.40;+0.60;5.6;8.0;-2.4;-0.48;+1.74;Matches
810;Maksim Medvedev\Maksim-Medvedev;az AZE;DF;az Qarabağ Ağdam;29;1989;6;540;90;100.0;6.0;6;90;0;;0;1.00;8;11;-3;-0.50;;9.3;6.6;+2.7;+0.44;;Matches
811;Admir Mehmedi\Admir-Mehmedi;ch SUI;FW;de Wolfsburg;28;1991;4;346;87;48.1;3.8;4;87;0;;0;3.00;9;2;+7;+1.82;+3.02;5.1;3.0;+2.1;+0.56;-0.36;Matches
812;Óscar Melendo\Oscar-Melendo;es ESP;FWMF;es Espanyol;21;1997;6;415;69;57.6;4.6;6;69;0;;1;2.10;8;5;+3;+0.65;-0.82;6.6;4.2;+2.4;+0.52;+0.20;Matches
813;Dušan Melichárek\Dusan-Melicharek;cz CZE;GK;se Malmö;35;1983;0;;;;;0;;0;;8;3.00;;;;;;;;;;;Matches
814;Birger Meling\Birger-Meling;no NOR;DF;no Rosenborg;24;1994;6;540;90;100.0;6.0;6;90;0;;0;0.17;3;11;-8;-1.33;;5.0;7.9;-2.9;-0.48;;Matches
815;José Mena Rodríguez\Jose-Mena-Rodriguez;es ESP;MFFW;es Sevilla;21;1998;2;44;22;6.1;0.5;0;;2;22;1;1.50;1;0;+1;+2.05;+0.71;0.9;0.3;+0.6;+1.16;-0.60;Matches
816;Pedro Mendes\Pedro-Mendes;pt POR;FW;pt Sporting CP;19;1999;6;157;26;20.9;1.7;1;90;5;13;1;1.50;2;5;-3;-1.72;-2.78;1.1;4.3;-3.1;-1.80;-2.20;Matches
817;Edouard Mendy\Edouard-Mendy;sn SEN;GK;fr Rennes;27;1992;4;274;69;50.7;3.0;4;69;0;;1;0.25;3;6;-3;-0.99;-0.99;3.1;2.5;+0.6;+0.20;-0.46;Matches
818;Laurent Mendy\Laurent-Mendy;sn SEN;FWMF;lu F91 Dudelange;20;1998;3;138;46;25.6;1.5;2;67;1;4;1;1.33;2;7;-5;-3.26;-2.14;1.8;5.8;-3.9;-2.57;-0.48;Matches
