"id";"name";"nation";"position";"Squad";"age";"born";"MP";"Min";"Mn/MP";"Min%";"90s";"Starts";"Mn/Start";"Subs";"Mn/Sub";"unSub";"PPM";"onG";"onGA";"+/-";"+/-90";"On-Off";"onxG";"onxGA";"xG+/-";"xG+/-90";"On-Off-ex";"Matches"
330;Abdoulay Diaby\Abdoulay-Diaby;ml MLI;MFFW;tr Beşiktaş;28;1991;3;178;59;33.0;2.0;2;85;1;9;0;1.00;4;3;+1;+0.51;+2.99;4.1;2.3;+1.8;+0.92;+2.10;Matches
331;Moussa Diaby\Moussa-Diaby;fr FRA;MF;de Leverkusen;20;1999;1;83;83;46.1;0.9;1;83;0;;0;3.00;3;1;+2;+2.17;+1.24;1.5;0.4;+1.1;+1.21;-0.65;Matches
332;Raphael Dias Belloli\Raphael-Dias-Belloli;br BRA;MFFW;fr Rennes;23;1996;4;274;69;50.7;3.0;3;87;1;14;0;0.25;1;3;-2;-0.66;-0.32;3.6;3.0;+0.5;+0.18;-0.50;Matches
333;Rúben Dias\Ruben-Dias;pt POR;DF;pt Benfica;22;1997;2;180;90;100.0;2.0;2;90;0;;0;0.50;4;5;-1;-0.50;;2.3;2.2;+0.1;+0.03;;Matches
334;Krepin Diatta\Krepin-Diatta;sn SEN;MF;be Club Brugge;20;1999;1;29;29;16.1;0.3;0;;1;29;0;0.00;0;2;-2;-6.21;-4.42;0.1;1.6;-1.5;-4.65;-3.51;Matches
335;Amadou Diawara\Amadou-Diawara;gn GUI;MF;it Roma;22;1997;5;391;78;54.3;4.3;4;90;1;31;0;1.60;11;4;+7;+1.61;+1.88;10.7;2.8;+7.9;+1.81;+2.42;Matches
336;Dénes Dibusz\Denes-Dibusz;hu HUN;GK;hu Ferencváros;28;1990;6;540;90;100.0;6.0;6;90;0;;0;1.38;5;7;-2;-0.33;;8.5;9.2;-0.8;-0.13;;Matches
337;Kostas Dimitriou\Kostas-Dimitriou;gr GRE;DF;ch Basel;20;1999;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
338;Lois Diony\Lois-Diony;fr FRA;FW;fr Saint-Étienne;26;1992;1;73;73;13.5;0.8;1;73;0;;1;1.00;0;0;0;0.00;+0.39;0.5;0.2;+0.3;+0.39;+0.35;Matches
339;Assane Dioussé\Assane-Diousse;sn SEN;MF;fr Saint-Étienne;21;1997;1;77;77;14.3;0.9;1;77;0;;1;0.00;0;1;-1;-1.17;-0.97;0.5;1.3;-0.9;-0.99;-1.26;Matches
340;Igor Diveev\Igor-Diveev;ru RUS;DF;ru CSKA Moscow;19;1999;6;495;83;91.7;5.5;6;83;0;;0;0.83;3;7;-4;-0.73;+3.27;7.2;7.1;+0.1;+0.02;+2.05;Matches
341;Djené\Djene;tg TOG;DF;es Getafe;27;1991;6;540;90;75.0;6.0;6;90;0;;1;2.00;8;3;+5;+0.83;+1.33;7.5;3.1;+4.5;+0.74;+0.86;Matches
342;Ritsu Doan\Ritsu-Doan;jp JPN;MFFW;nl PSV Eindhoven;21;1998;4;232;58;43.0;2.6;3;73;1;12;0;1.75;5;4;+1;+0.39;+1.56;4.0;3.6;+0.4;+0.16;+0.82;Matches
343;Dodô\Dodo;br BRA;DF;ua Shakhtar;20;1998;1;90;90;50.0;1.0;1;90;0;;0;1.00;3;3;0;0.00;-1.00;1.2;1.2;0.0;-0.03;0.00;Matches
344;Matt Doherty\Matt-Doherty;ie IRL;DF;eng Wolves;27;1992;7;620;89;86.1;6.9;7;89;0;;0;2.00;13;8;+5;+0.73;-0.17;10.3;6.4;+3.9;+0.56;-2.13;Matches
345;Jean-Luc Dompé\Jean-Luc-Dompe;fr FRA;MF;be Gent;23;1995;2;13;7;1.8;0.1;0;;2;7;4;2.00;1;0;+1;+6.92;+6.54;0.2;0.0;+0.1;+0.96;+1.14;Matches
346;Renan dos Santos\Renan-dos-Santos;br BRA;GK;bg Ludogorets;30;1989;1;90;90;12.5;1.0;1;90;0;;4;3.00;5;1;+4;+4.00;+4.57;2.4;1.0;+1.4;+1.40;+2.37;Matches
347;Bas Dost\Bas-Dost;nl NED;FW;de Eint Frankfurt;30;1989;3;105;35;14.6;1.2;1;66;2;20;0;1.00;0;2;-2;-1.71;-1.71;2.8;2.5;+0.3;+0.29;+0.26;Matches
348;Mamadou Doucouré\Mamadou-Doucoure;fr FRA;DF;de M'gladbach;21;1998;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
349;Douglas\Douglas;br BRA;DF;tr Beşiktaş;28;1990;2;180;90;33.3;2.0;2;90;0;;0;0.00;2;5;-3;-1.50;0.00;2.4;3.2;-0.9;-0.43;+0.08;Matches
350;Douglas\Douglas;br BRA;GK;pt Vitória;36;1983;2;180;90;33.3;2.0;2;90;0;;3;1.50;2;2;0;0.00;+0.75;2.6;2.4;+0.2;+0.09;+0.81;Matches
351;Idrissa Doumbia\Idrissa-Doumbia;ci CIV;MF;pt Sporting CP;21;1998;8;547;68;72.9;6.1;5;89;3;34;0;1.88;11;7;+4;+0.66;+0.66;7.3;6.8;+0.5;+0.09;+0.56;Matches
352;Souleyman Doumbia\Souleyman-Doumbia;ci CIV;DF;fr Rennes;22;1996;2;172;86;31.9;1.9;2;86;0;;1;1.50;3;2;+1;+0.52;+1.50;2.5;0.8;+1.7;+0.89;+0.69;Matches
353;Oleksiy Dovhyi\Oleksiy-Dovhyi;ua UKR;MF;ua FC Oleksandriya;29;1989;4;112;28;20.7;1.2;1;45;3;22;1;0.50;1;2;-1;-0.80;-0.17;0.9;1.0;-0.1;-0.10;+0.54;Matches
354;Aleksandar Dragović\Aleksandar-Dragovic;at AUT;DF;de Leverkusen;28;1991;1;23;23;12.8;0.3;0;;1;23;0;3.00;0;0;0;0.00;-1.72;0.2;0.1;0.0;+0.10;-1.68;Matches
355;Denis Drăguș\Denis-Dragus;ro ROU;FW;be Standard Liège;20;1999;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
356;Dejan Dražić\Dejan-Drazic;rs SRB;MFFW;sk Slovan Bratislava;23;1995;5;280;56;51.9;3.1;3;81;2;18;1;1.17;5;7;-2;-0.64;-0.30;2.8;6.6;-3.8;-1.22;-0.93;Matches
357;Ferdy Druijf\Ferdy-Druijf;nl NED;FW;nl AZ Alkmaar;21;1998;4;99;25;13.8;1.1;0;;4;25;4;1.57;3;1;+2;+1.82;+1.09;1.7;0.7;+1.0;+0.93;+0.25;Matches
358;Kyrylo Dryshlyuk\Kyrylo-Dryshlyuk;ua UKR;MF;ua FC Oleksandriya;19;1999;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
359;Bruno Duarte\Bruno-Duarte;br BRA;FW;pt Vitória;23;1996;6;291;49;53.9;3.2;3;75;3;22;0;1.13;5;7;-2;-0.62;-0.26;3.3;5.5;-2.1;-0.66;-0.46;Matches
360;Kaspars Dubra\Kaspars-Dubra;lv LVA;DF;ua FC Oleksandriya;28;1990;6;540;90;100.0;6.0;6;90;0;;0;0.50;6;10;-4;-0.67;;4.6;7.8;-3.2;-0.53;;Matches
361;Denzel Dumfries\Denzel-Dumfries;nl NED;DF;nl PSV Eindhoven;23;1996;6;540;90;100.0;6.0;6;90;0;;0;1.80;9;12;-3;-0.50;;6.9;8.8;-1.8;-0.31;;Matches
362;Max Dunne\Max-Dunne;eng ENG;DF;eng Manchester Utd;18;2000;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
363;Erik Durm\Erik-Durm;de GER;DF;de Eint Frankfurt;27;1992;2;82;41;11.4;0.9;1;78;1;4;3;3.00;1;0;+1;+1.10;+1.52;1.6;0.6;+1.0;+1.09;+1.15;Matches
364;Hugo Duro\Hugo-Duro;es ESP;MF;es Getafe;19;1999;1;68;68;9.4;0.8;1;68;0;;3;0.00;1;2;-1;-1.32;-2.01;1.2;1.0;+0.1;+0.16;-0.40;Matches
365;Abdurrahim Dursun\Abdurrahim-Dursun;tr TUR;DF;tr Trabzonspor;20;1998;3;270;90;50.0;3.0;3;90;0;;1;0.00;1;6;-5;-1.67;-0.67;1.5;5.4;-4.0;-1.32;-0.91;Matches
366;Lasha Dvali\Lasha-Dvali;ge GEO;DF;hu Ferencváros;24;1995;2;91;46;16.9;1.0;1;90;1;1;0;2.00;1;1;0;0.00;+0.40;0.3;2.0;-1.7;-1.71;-1.90;Matches
367;Svetoslav Dyakov\Svetoslav-Dyakov;bg BUL;MFFW;bg Ludogorets;35;1984;5;189;38;26.3;2.1;2;79;3;11;3;0.86;1;3;-2;-0.95;-1.29;0.7;3.3;-2.6;-1.23;-0.77;Matches
368;Alan Dzagoev\Alan-Dzagoev;ru RUS;MF;ru CSKA Moscow;29;1990;1;36;36;6.7;0.4;0;;1;36;1;1.00;1;1;0;0.00;+1.07;0.8;0.5;+0.4;+0.94;+1.17;Matches
369;Edin Džeko\Edin-Dzeko;ba BIH;FW;it Roma;33;1986;7;596;85;82.8;6.6;7;85;0;;1;1.71;12;6;+6;+0.91;+0.91;11.3;6.9;+4.4;+0.66;-0.26;Matches
370;George Edmundson\George-Edmundson;eng ENG;DF;sco Rangers;21;1997;1;90;90;12.5;1.0;1;90;0;;4;3.00;1;0;+1;+1.00;+0.86;1.9;0.8;+1.1;+1.11;+1.29;Matches
371;Odsonne Édouard\Odsonne-Edouard;fr FRA;FW;sco Celtic;21;1998;6;534;89;74.2;5.9;6;89;0;;0;2.13;9;7;+2;+0.34;-0.63;9.0;6.8;+2.2;+0.37;+1.26;Matches
372;Wilson Eduardo\Wilson-Eduardo;ao ANG;FWMF;pt Braga;29;1990;3;77;26;10.7;0.9;0;;3;26;0;2.71;4;0;+4;+4.68;+4.40;2.6;0.4;+2.2;+2.57;+2.74;Matches
373;Marcus Edwards\Marcus-Edwards;eng ENG;MFFW;pt Vitória;20;1998;5;347;69;64.3;3.9;4;82;1;20;0;1.00;6;4;+2;+0.52;+2.85;4.3;4.8;-0.6;-0.15;+0.84;Matches
374;Giorgos Efrem\Giorgos-Efrem;cy CYP;FWMF;cy APOEL;30;1989;5;67;13;9.3;0.7;0;;5;13;2;1.20;1;1;0;0.00;-0.28;2.1;0.6;+1.6;+2.09;+2.73;Matches
375;Vegar Eggen Hedenstad\Vegar-Eggen-Hedenstad;no NOR;DF;no Rosenborg;28;1991;5;450;90;83.3;5.0;5;90;0;;0;0.20;2;7;-5;-1.00;+2.00;3.4;5.8;-2.4;-0.48;0.00;Matches
376;Carel Eiting\Carel-Eiting;nl NED;MF;nl Ajax;21;1998;1;90;90;50.0;1.0;1;90;0;;1;3.00;2;1;+1;+1.00;+3.00;1.4;1.4;0.0;+0.01;+0.89;Matches
377;Jurgen Ekkelenkamp\Jurgen-Ekkelenkamp;nl NED;MF;nl Ajax;19;2000;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
378;Caleb Ekuban\Caleb-Ekuban;gh GHA;FW;tr Trabzonspor;25;1994;1;79;79;14.6;0.9;1;79;0;;0;1.40;0;2;-2;-2.28;-1.11;0.7;2.0;-1.3;-1.52;-0.76;Matches
379;Omar Elabdellaoui\Omar-Elabdellaoui;no NOR;DF;gr Olympiacos;27;1991;2;210;105;100.0;2.3;2;105;0;;0;1.50;2;2;0;0.00;;1.5;3.7;-2.3;-0.97;;Matches
380;Maksim Eleev\Maksim-Eleev;ru RUS;DF;ru CSKA Moscow;18;2001;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
381;Eljero Elia\Eljero-Elia;nl NED;MFFW;tr Başakşehir;32;1987;5;208;42;27.7;2.3;2;88;3;11;0;2.00;5;3;+2;+0.87;+1.53;3.4;5.0;-1.6;-0.69;-0.15;Matches
382;Mohamed Elneny\Mohamed-Elneny;eg EGY;MF;tr Beşiktaş;27;1992;6;404;67;74.8;4.5;4;90;2;22;0;0.50;5;11;-6;-1.34;+0.65;7.2;7.7;-0.4;-0.10;+1.56;Matches
383;Yao Eloge Koffi\Yao-Eloge-Koffi;ci CIV;DF;ch Lugano;23;1996;5;400;80;74.1;4.4;5;80;0;;1;0.60;2;4;-2;-0.45;+0.19;3.1;7.2;-4.1;-0.91;-0.75;Matches
384;Nico Elvedi\Nico-Elvedi;ch SUI;DF;de M'gladbach;22;1996;5;450;90;83.3;5.0;5;90;0;;0;1.00;5;9;-4;-0.80;-1.80;8.4;5.1;+3.2;+0.65;-0.07;Matches
385;Mohamed Elyounoussi\Mohamed-Elyounoussi;no NOR;FW;sco Celtic;24;1994;6;403;67;56.0;4.5;5;75;1;30;0;1.83;4;4;0;0.00;-1.14;4.6;4.8;-0.2;-0.04;-0.19;Matches
386;Adri Embarba\Adri-Embarba;es ESP;FWMF;es Espanyol;27;1992;0;;;;;0;;0;;2;;;;;;;;;;;;Matches
387;Breel Embolo\Breel-Embolo;ch SUI;FWMF;de M'gladbach;22;1997;5;306;61;56.7;3.4;3;82;2;31;0;1.00;2;4;-2;-0.59;-0.20;6.2;2.5;+3.7;+1.08;+0.97;Matches
388;Renaud Emond\Renaud-Emond;be BEL;FWMF;be Standard Liège;27;1991;5;346;69;64.1;3.8;5;69;0;;0;1.60;4;6;-2;-0.52;-0.52;3.9;6.7;-2.8;-0.74;0.00;Matches
389;Youssef En-Nesyri\Youssef-En-Nesyri;ma MAR;DFFW;es Sevilla;22;1997;2;31;16;4.3;0.3;0;;2;16;0;1.00;1;0;+1;+2.90;+1.60;1.4;0.1;+1.3;+3.72;+2.09;Matches
390;Alexandru Epureanu\Alexandru-Epureanu;md MDA;DF;tr Başakşehir;32;1986;3;255;85;34.0;2.8;3;85;0;;3;2.00;6;5;+1;+0.35;+0.90;3.7;6.3;-2.7;-0.94;-0.54;Matches
391;Doğan Erdoğan\Dogan-Erdogan;tr TUR;MF;tr Trabzonspor;22;1996;6;441;74;81.7;4.9;5;84;1;22;0;0.80;3;10;-7;-1.43;-0.52;2.9;7.0;-4.1;-0.84;+0.15;Matches
392;Nenad Erić\Nenad-Eric;kz KAZ;GK;kz Astana FK;37;1982;6;476;79;88.1;5.3;6;79;0;;0;1.33;4;13;-9;-1.70;+6.74;2.8;13.4;-10.6;-2.01;+5.32;Matches
393;Christian Eriksen\Christian-Eriksen;dk DEN;MF;it Inter;27;1992;2;180;90;100.0;2.0;2;90;0;;0;3.00;4;1;+3;+1.50;;3.3;0.5;+2.8;+1.41;;Matches
394;Caner Erkin\Caner-Erkin;tr TUR;FWDF;tr Beşiktaş;30;1988;4;333;83;61.7;3.7;4;83;0;;1;0.75;4;6;-2;-0.54;+2.50;6.0;4.8;+1.2;+0.32;+2.13;Matches
395;Sergio Escudero\Sergio-Escudero;es ESP;DF;es Sevilla;29;1989;7;630;90;87.5;7.0;7;90;0;;1;2.29;15;4;+11;+1.57;+1.57;17.3;3.7;+13.6;+1.94;+1.77;Matches
396;Ricardo Esgaio\Ricardo-Esgaio;pt POR;DF;pt Braga;26;1993;8;720;90;100.0;8.0;8;90;0;;0;2.17;17;13;+4;+0.50;;11.5;10.5;+1.0;+0.13;;Matches
397;Bernardo Espinosa\Bernardo-Espinosa;co COL;DF;es Espanyol;30;1989;3;225;75;31.3;2.5;3;75;0;;1;2.60;5;1;+4;+1.60;+0.87;4.1;0.7;+3.4;+1.36;+1.35;Matches
398;Sebastiano Esposito\Sebastiano-Esposito;it ITA;FW;it Inter;17;2002;1;28;28;15.6;0.3;0;;1;28;0;3.00;0;0;0;0.00;-1.78;0.0;0.1;-0.1;-0.45;-2.21;Matches
399;Xabier Etxeita\Xabier-Etxeita;es ESP;DF;es Getafe;31;1987;2;180;90;25.0;2.0;2;90;0;;0;1.50;3;2;+1;+0.50;0.00;2.4;1.5;+0.9;+0.44;-0.12;Matches
400;Lucas Evangelista\Lucas-Evangelista;br BRA;MF;pt Vitória;24;1995;4;339;85;62.8;3.8;4;85;0;;0;0.50;1;4;-3;-0.80;-0.80;3.8;4.4;-0.5;-0.14;+0.83;Matches
401;Håkon Evjen\Hakon-Evjen;no NOR;MF;nl AZ Alkmaar;19;2000;2;87;44;12.1;1.0;1;73;1;14;0;0.50;0;1;-1;-1.03;-2.17;0.6;0.9;-0.4;-0.37;-1.23;Matches
402;Elber Evora\Elber-Evora;cv CPV;GK;nl Feyenoord;19;1999;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
403;Mohamed Ezzarfani\Mohamed-Ezzarfani;ma MAR;MF;es Espanyol;21;1997;1;21;21;2.9;0.2;0;;1;21;0;1.00;1;1;0;0.00;-1.03;1.2;1.6;-0.4;-1.81;-2.31;Matches
404;Collins Fai\Collins-Fai;cm CMR;DF;be Standard Liège;26;1992;3;265;88;49.1;2.9;3;88;0;;3;1.33;5;5;0;0.00;+0.65;3.0;4.0;-1.0;-0.35;+0.76;Matches
405;Fayçal Fajr\Faycal-Fajr;ma MAR;MF;es Getafe;30;1988;5;439;88;61.0;4.9;5;88;0;;0;1.80;5;4;+1;+0.21;-0.76;7.1;5.0;+2.1;+0.44;-0.23;Matches
406;Luca Falbo\Luca-Falbo;it ITA;DF;it Lazio;19;2000;1;15;15;2.8;0.2;0;;1;15;1;0.00;0;1;-1;-6.00;-5.66;0.1;0.9;-0.8;-4.72;-4.62;Matches
407;Simon Falette\Simon-Falette;gn GUI;DF;de Eint Frankfurt;27;1992;0;;;;;0;;0;;3;;;;;;;;;;;;Matches
408;Rasmus Falk\Rasmus-Falk;dk DEN;MF;dk FC Copenhagen;27;1992;8;592;74;82.2;6.6;7;82;1;16;0;1.60;8;5;+3;+0.46;+1.86;6.6;7.9;-1.3;-0.20;-0.11;Matches
409;Patrick Farkas\Patrick-Farkas;at AUT;DF;at RB Salzburg;26;1992;1;90;90;50.0;1.0;1;90;0;;1;0.00;1;4;-3;-3.00;-3.00;1.5;2.1;-0.6;-0.61;-0.63;Matches
410;Christian Fassnacht\Christian-Fassnacht;ch SUI;MF;ch Young Boys;25;1993;6;519;87;96.1;5.8;6;87;0;;0;1.33;8;7;+1;+0.17;+0.17;8.2;8.0;+0.2;+0.04;+0.03;Matches
411;Federico Fazio\Federico-Fazio;ar ARG;DF;it Roma;32;1987;7;552;79;76.7;6.1;6;90;1;12;1;1.43;10;6;+4;+0.65;-0.42;10.6;6.2;+4.4;+0.72;+0.04;Matches
412;Luiz Felipe\Luiz-Felipe;br BRA;DF;it Lazio;22;1997;1;90;90;16.7;1.0;1;90;0;;5;0.00;1;2;-1;-1.00;-0.60;1.5;1.1;+0.4;+0.39;+0.74;Matches
413;Leroy Fer\Leroy-Fer;nl NED;MF;nl Feyenoord;29;1990;5;450;90;83.3;5.0;5;90;0;;0;1.63;6;8;-2;-0.40;-0.40;6.1;10.2;-4.1;-0.82;-0.10;Matches
414;Bruno Fernandes\Bruno-Fernandes;pt POR;MF;eng Manchester Utd;24;1994;2;74;37;10.3;0.8;1;65;1;9;0;2.00;3;0;+3;+3.65;+2.95;2.9;0.5;+2.4;+2.98;+2.05;Matches
415;Bruno Fernandes\Bruno-Fernandes;pt POR;MF;pt Sporting CP;24;1994;5;450;90;60.0;5.0;5;90;0;;0;2.40;11;4;+7;+1.40;+2.30;6.2;4.8;+1.4;+0.29;+0.88;Matches
416;Gelson Fernandes\Gelson-Fernandes;ch SUI;MF;de Eint Frankfurt;32;1986;5;239;48;33.2;2.7;3;75;2;7;1;2.00;2;5;-3;-1.13;-1.32;3.7;3.4;+0.3;+0.13;+0.08;Matches
417;Ivanildo Fernandes\Ivanildo-Fernandes;pt POR;DF;tr Trabzonspor;23;1996;4;360;90;66.7;4.0;4;90;0;;0;0.00;1;8;-7;-1.75;-1.25;3.1;8.1;-5.0;-1.24;-1.13;Matches
418;Manuel Fernandes\Manuel-Fernandes;pt POR;MFFW;ru Krasnodar;33;1986;3;111;37;20.6;1.2;1;63;2;24;0;2.00;3;0;+3;+2.43;+3.90;2.8;0.8;+2.1;+1.70;+1.78;Matches
419;Mário Fernandes\Mario-Fernandes;ru RUS;DF;ru CSKA Moscow;28;1990;6;540;90;100.0;6.0;6;90;0;;0;0.83;3;9;-6;-1.00;;7.6;8.5;-0.9;-0.15;;Matches
420;Rodrigo Fernandes\Rodrigo-Fernandes;pt POR;MF;pt Sporting CP;18;2001;2;41;21;5.5;0.5;1;37;1;4;0;1.50;0;1;-1;-2.20;-2.83;0.3;0.6;-0.2;-0.52;-0.49;Matches
421;Fernando\Fernando;br BRA;FW;ua Shakhtar;20;1999;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
422;Fernando\Fernando;br BRA;MF;es Sevilla;32;1987;3;209;70;29.0;2.3;2;90;1;29;1;1.67;2;3;-1;-0.43;-2.54;4.6;2.4;+2.2;+0.95;-1.08;Matches
423;Luis Fernando Díaz\Luis-Fernando-Diaz;co COL;MFFW;pt Porto;22;1997;8;403;50;56.0;4.5;5;62;3;31;0;1.25;9;10;-1;-0.22;-0.22;8.7;7.3;+1.4;+0.31;+0.11;Matches
424;Facundo Ferreyra\Facundo-Ferreyra;ar ARG;FW;es Espanyol;28;1991;4;217;54;30.1;2.4;2;90;2;19;1;2.11;2;5;-3;-1.24;-3.21;3.1;2.5;+0.6;+0.25;-0.26;Matches
425;Diogo Fesnard Sousa\Diogo-Fesnard-Sousa;pt POR;MF;pt Sporting CP;20;1998;0;;;;;0;;0;;3;;;;;;;;;;;;Matches
426;Petar Filipović\Petar-Filipovic;de GER;DF;at LASK;28;1990;8;718;90;99.7;8.0;8;90;0;;0;2.13;13;5;+8;+1.00;+46.00;13.8;8.1;+5.7;+0.71;-14.31;Matches
427;Viktor Fischer\Viktor-Fischer;dk DEN;MF;dk FC Copenhagen;25;1994;5;396;79;55.0;4.4;5;79;0;;1;1.29;4;4;0;0.00;-0.28;2.9;3.5;-0.6;-0.13;+0.13;Matches
428;Jon Flanagan\Jon-Flanagan;eng ENG;DF;sco Rangers;26;1993;0;;;;;0;;0;;4;2.50;;;;;;;;;;;Matches
429;Alessandro Florenzi\Alessandro-Florenzi;it ITA;DF;it Roma;28;1991;2;96;48;13.3;1.1;1;90;1;6;2;1.00;2;3;-1;-0.94;-1.95;2.7;1.8;+1.0;+0.90;+0.22;Matches
430;Wes Foderingham\Wes-Foderingham;eng ENG;GK;sco Rangers;28;1991;0;;;;;0;;0;;8;3.00;;;;;;;;;;;Matches
431;Wesley Fofana\Wesley-Fofana;fr FRA;DF;fr Saint-Étienne;18;2000;2;180;90;33.3;2.0;2;90;0;;1;1.00;2;2;0;0.00;+0.50;1.9;1.4;+0.5;+0.27;+0.28;Matches
432;Rui Fonte\Rui-Fonte;pt POR;FW;pt Braga;29;1990;5;131;26;18.2;1.5;1;82;4;12;2;2.20;5;2;+3;+2.06;+1.60;2.5;1.2;+1.3;+0.90;+0.94;Matches
433;James Forrest\James-Forrest;sco SCO;FWDF;sco Celtic;28;1991;7;602;86;83.6;6.7;7;86;0;;1;2.22;10;7;+3;+0.45;-0.31;9.1;7.5;+1.6;+0.24;+1.18;Matches
434;Fraser Forster\Fraser-Forster;eng ENG;GK;sco Celtic;31;1988;7;630;90;87.5;7.0;7;90;0;;0;2.00;12;8;+4;+0.57;+0.57;9.9;7.9;+2.0;+0.29;+1.94;Matches
435;Rafael Forster\Rafael-Forster;br BRA;DF;bg Ludogorets;29;1990;4;281;70;39.0;3.1;4;70;0;;1;1.80;8;3;+5;+1.60;+2.63;4.4;4.5;-0.1;-0.03;+1.05;Matches
436;Kostas Fortounis\Kostas-Fortounis;gr GRE;MF;gr Olympiacos;26;1992;1;25;25;11.9;0.3;0;;1;25;0;0.00;0;1;-1;-3.60;-4.09;0.1;1.1;-1.0;-3.49;-2.86;Matches
437;Lassina Franck Traoré\Lassina-Franck-Traore;bf BFA;FW;nl Ajax;18;2001;1;67;67;37.2;0.7;1;67;0;;0;0.00;0;1;-1;-1.34;-1.34;0.0;0.8;-0.8;-1.08;-1.02;Matches
438;Fransérgio\Fransergio;br BRA;MF;pt Braga;28;1990;7;628;90;87.2;7.0;7;90;0;;0;2.00;15;12;+3;+0.43;-2.50;9.2;8.6;+0.6;+0.09;-0.28;Matches
439;Fred\Fred;br BRA;MF;eng Manchester Utd;26;1993;5;352;70;48.9;3.9;4;83;1;19;2;2.20;9;0;+9;+2.30;+2.55;9.7;2.0;+7.7;+1.97;+1.63;Matches
440;Fabian Frei\Fabian-Frei;ch SUI;MF;ch Basel;30;1989;8;695;87;96.5;7.7;8;87;0;;0;2.38;16;4;+12;+1.55;+15.95;11.1;8.5;+2.6;+0.34;+3.17;Matches
441;Dominik Frieser\Dominik-Frieser;at AUT;FW;at LASK;25;1993;8;523;65;72.6;5.8;7;68;1;50;0;2.13;11;4;+7;+1.20;+1.20;9.9;5.1;+4.7;+0.81;+0.21;Matches
442;Abraham Frimpong\Abraham-Frimpong;gh GHA;DF;hu Ferencváros;26;1993;5;275;55;50.9;3.1;3;90;2;3;0;0.80;3;6;-3;-0.98;-1.32;5.8;4.2;+1.6;+0.53;+1.34;Matches
443;Jeremie Frimpong\Jeremie-Frimpong;nl NED;DF;sco Celtic;18;2000;1;84;84;11.7;0.9;1;84;0;;1;1.00;1;1;0;0.00;-0.57;2.1;1.5;+0.6;+0.67;+0.71;Matches
444;Daniel Fuzato\Daniel-Fuzato;br BRA;GK;it Roma;22;1997;0;;;;;0;;0;;3;;;;;;;;;;;;Matches
445;Mijat Gaćinović\Mijat-Gacinovic;rs SRB;FWMF;de Eint Frankfurt;24;1995;3;137;46;19.0;1.5;1;75;2;31;2;2.33;4;2;+2;+1.31;+1.93;1.3;1.4;-0.1;-0.08;-0.18;Matches
446;Cody Gakpo\Cody-Gakpo;nl NED;FW;nl PSV Eindhoven;20;1999;5;335;67;62.0;3.7;3;88;2;36;1;1.67;2;7;-5;-1.34;-2.22;4.0;5.6;-1.6;-0.42;-0.30;Matches
447;Ethan Galbraith\Ethan-Galbraith;nir NIR;FW;eng Manchester Utd;18;2001;1;1;1;0.1;0.0;0;;1;1;0;0.00;0;0;0;0.00;-1.00;0.0;0.0;0.0;+1.26;+0.12;Matches
448;Galeno\Galeno;br BRA;MFFW;pt Braga;21;1997;8;566;71;78.6;6.3;5;89;3;41;0;1.89;13;11;+2;+0.32;-2.02;9.0;7.9;+1.1;+0.18;+0.26;Matches
449;Romain Gall\Romain-Gall;us USA;MF;se Malmö;24;1995;1;4;4;0.6;0.0;0;;1;4;4;1.50;0;0;0;0.00;-0.25;0.0;0.0;0.0;-0.70;-0.61;Matches
450;Enric Gallego\Enric-Gallego;es ESP;FW;es Getafe;32;1986;3;248;83;34.4;2.8;3;83;0;;0;2.00;4;3;+1;+0.36;-0.21;4.1;3.9;+0.2;+0.07;-0.69;Matches
451;Gara Garayev\Gara-Garayev;az AZE;MF;az Qarabağ Ağdam;26;1992;6;460;77;85.2;5.1;6;77;0;;0;1.00;6;9;-3;-0.59;-0.59;6.2;6.0;+0.1;+0.02;-2.84;Matches
452;Raúl García\Raul-Garcia;es ESP;DF;es Getafe;30;1989;4;360;90;50.0;4.0;4;90;0;;0;1.50;4;4;0;0.00;-1.00;5.3;4.5;+0.8;+0.19;-0.68;Matches
453;Ulisses Garcia\Ulisses-Garcia;ch SUI;DF;ch Young Boys;23;1996;6;454;76;84.1;5.0;5;90;1;4;0;1.33;6;7;-1;-0.20;-2.29;5.9;7.5;-1.6;-0.31;-2.20;Matches
454;James Garner\James-Garner;eng ENG;MF;eng Manchester Utd;18;2001;4;283;71;39.3;3.1;3;85;1;27;1;2.25;6;2;+4;+1.27;+0.45;4.4;2.8;+1.6;+0.51;-1.03;Matches
455;Mickaël Garos\Mickael-Garos;fr FRA;DF;lu F91 Dudelange;31;1988;5;421;84;78.0;4.7;5;84;0;;0;1.22;7;14;-7;-1.50;+0.77;4.3;14.5;-10.2;-2.17;+0.19;Matches
