id;name;Nation;Position;Squad;Age;Born;90s;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;Int;TklW;PKwon;PKcon;OG;Recov;Won;Lost;Won%;Matches
158;Ryad Boudebouz\Ryad-Boudebouz;dz ALG;FWMF;fr Saint-Étienne;29;1990;1.5;0;0;0;3;3;0;18;1;1;0;0;0;8;1;2;33.3;Matches
159;Sabir Bougrine\Sabir-Bougrine;be BEL;MF;lu F91 Dudelange;23;1996;3.9;1;0;0;4;8;0;0;9;12;0;0;0;31;1;0;100.0;Matches
160;Yassine Bounou\Yassine-Bounou;ma MAR;GK;es Sevilla;28;1991;6.0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;;Matches
161;Benjamin Bourigeaud\Benjamin-Bourigeaud;fr FRA;MF;fr Rennes;25;1994;4.1;1;0;0;3;5;0;15;5;3;0;0;0;50;1;4;20.0;Matches
162;Tyler Boyd\Tyler-Boyd;us USA;FWMF;tr Beşiktaş;24;1994;3.4;1;0;0;6;11;1;8;4;5;0;0;0;28;4;7;36.4;Matches
163;Denys Boyko\Denys-Boyko;ua UKR;GK;ua Dynamo Kyiv;31;1988;1.0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;;Matches
164;Vasil Bozhikov\Vasil-Bozhikov;bg BUL;DF;sk Slovan Bratislava;31;1988;5.0;0;0;0;3;3;0;1;8;3;0;1;2;41;12;9;57.1;Matches
165;Josip Brekalo\Josip-Brekalo;hr CRO;FWMF;de Wolfsburg;21;1998;7.0;0;0;0;5;4;2;21;4;4;0;0;0;51;1;4;20.0;Matches
166;Rajko Brežančić\Rajko-Brezancic;rs SRB;MFFW;rs Partizan;29;1989;0.4;1;0;0;1;0;0;3;0;0;0;0;0;2;0;0;;Matches
167;Dylan Bronn\Dylan-Bronn;tn TUN;DF;be Gent;24;1995;0.1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;Matches
168;John Brooks\John-Brooks;us USA;DF;de Wolfsburg;26;1993;4.0;2;0;0;4;4;0;0;11;2;0;0;0;46;11;3;78.6;Matches
169;Scott Brown\Scott-Brown;sco SCO;MF;sco Celtic;34;1985;6.7;4;0;0;14;6;0;2;11;13;0;0;0;85;7;8;46.7;Matches
170;Marcelo Brozović\Marcelo-Brozovic;hr CRO;MF;it Inter;26;1992;0.5;0;0;0;3;0;0;0;1;0;0;0;0;5;1;1;50.0;Matches
171;Bruma\Bruma;pt POR;FW;nl PSV Eindhoven;24;1994;3.6;0;0;0;3;6;3;7;3;2;0;0;0;29;3;10;23.1;Matches
172;Jeffrey Bruma\Jeffrey-Bruma;nl NED;DF;de Wolfsburg;27;1991;4.2;2;0;0;10;5;0;0;8;3;0;0;0;37;11;5;68.8;Matches
173;Bryan\Bryan;es ESP;FWMF;es Sevilla;18;2001;1.8;0;0;0;4;6;0;6;0;4;0;0;0;10;1;2;33.3;Matches
174;Kevin Bua\Kevin-Bua;ch SUI;FW;ch Basel;25;1993;3.1;2;1;1;8;2;1;12;2;5;0;0;0;22;1;3;25.0;Matches
175;D'Mani Bughail-Mellor\DMani-Bughail-Mellor;eng ENG;FW;eng Manchester Utd;18;2000;0.3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;Matches
176;Hlib Bukhal\Hlib-Bukhal;ua UKR;DF;ua FC Oleksandriya;23;1995;4.0;0;0;0;1;0;0;4;8;6;0;0;0;34;10;3;76.9;Matches
177;Orges Bunjaku\Orges-Bunjaku;ch SUI;MF;ch Basel;18;2001;0.1;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;;Matches
178;Andrei Burcă\Andrei-Burca;ro ROU;DF;ro CFR Cluj;26;1993;7.3;0;0;0;9;8;0;4;13;6;0;0;0;67;16;12;57.1;Matches
179;Nicolas Bürgy\Nicolas-Burgy;ch SUI;DF;ch Young Boys;23;1995;2.3;1;0;0;2;1;0;1;4;2;0;0;0;23;4;1;80.0;Matches
180;Heorhiy Bushchan\Heorhiy-Bushchan;ua UKR;GK;ua Dynamo Kyiv;25;1994;5.0;0;0;0;0;1;0;0;0;0;0;0;0;27;0;0;;Matches
181;Oskar Buur\Oskar-Buur;dk DEN;DF;eng Wolves;21;1998;1.0;0;0;0;1;0;0;2;1;3;0;0;0;10;2;2;50.0;Matches
182;Vitaliy Buyalskyi\Vitaliy-Buyalskyi;ua UKR;MF;ua Dynamo Kyiv;26;1993;4.0;0;0;0;3;4;1;7;3;6;0;0;0;42;1;5;16.7;Matches
183;Yohan Cabaye\Yohan-Cabaye;fr FRA;MF;fr Saint-Étienne;33;1986;0.7;0;0;0;1;1;0;1;1;1;0;0;0;4;2;0;100.0;Matches
184;Jovane Cabral\Jovane-Cabral;cv CPV;FW;pt Sporting CP;21;1998;2.0;1;0;0;4;2;1;0;1;1;0;0;0;15;0;2;0.0;Matches
185;Leandro Cabrera\Leandro-Cabrera;uy URU;DF;es Getafe;28;1991;2.8;0;0;0;4;2;0;0;3;1;0;0;0;30;15;4;78.9;Matches
186;Júnior Caiçara\Junior-Caicara;br BRA;DF;tr Başakşehir;30;1989;8.3;1;0;0;10;11;3;25;8;13;1;0;1;80;7;4;63.6;Matches
187;Felipe Caicedo\Felipe-Caicedo;ec ECU;FW;it Lazio;30;1988;5.2;1;0;0;9;9;2;0;0;2;0;0;0;17;13;23;36.1;Matches
188;Caju\Caju;br BRA;DF;pt Braga;24;1995;0.7;0;0;0;0;0;0;0;0;0;0;0;0;9;0;1;0.0;Matches
189;Uğurcan Çakır\Ugurcan-Cakir;tr TUR;GK;tr Trabzonspor;23;1996;3.0;0;0;0;0;2;0;0;1;0;0;0;0;13;0;0;;Matches
190;Fernando Calero\Fernando-Calero;es ESP;DF;es Espanyol;23;1995;5.0;1;0;0;8;1;0;0;8;6;0;1;0;51;13;12;52.0;Matches
191;Jonathan Calleri\Jonathan-Calleri;ar ARG;FW;es Espanyol;25;1993;2.1;1;0;0;4;6;2;3;0;1;0;0;0;7;11;11;50.0;Matches
192;Rafael Camacho\Rafael-Camacho;pt POR;FW;pt Sporting CP;19;2000;1.3;0;0;0;1;2;0;2;2;1;0;0;0;7;1;3;25.0;Matches
193;Mahdi Camara\Mahdi-Camara;fr FRA;MF;fr Saint-Étienne;21;1998;1.4;1;0;0;4;1;0;2;1;5;0;0;0;11;2;1;66.7;Matches
194;Mohamed Camara\Mohamed-Camara;ml MLI;MF;at RB Salzburg;19;2000;1.2;0;0;0;1;3;0;1;0;7;0;0;0;25;0;4;0.0;Matches
195;Mohamed Camara\Mohamed-Camara;gn GUI;MF;gr Olympiacos;22;1997;3.3;1;0;0;4;3;0;1;1;5;0;0;0;30;0;4;0.0;Matches
196;Eduardo Camavinga\Eduardo-Camavinga;fr FRA;MF;fr Rennes;16;2002;1.7;0;1;0;3;3;0;0;3;2;0;0;0;16;0;3;0.0;Matches
197;Camora\Camora;pt POR;DF;ro CFR Cluj;32;1986;8.0;1;0;0;4;4;0;18;9;12;0;0;0;80;3;5;37.5;Matches
198;Gastón Campi\Gaston-Campi;ar ARG;DF;tr Trabzonspor;28;1991;4.4;2;0;0;6;2;0;0;13;4;0;0;0;43;10;7;58.8;Matches
199;Samuele Campo\Samuele-Campo;ch SUI;MF;ch Basel;24;1995;4.4;1;0;0;4;7;0;19;6;8;0;0;0;36;3;10;23.1;Matches
200;Víctor Campuzano\Victor-Campuzano;es ESP;FW;es Espanyol;22;1997;4.0;0;0;0;7;6;4;1;2;4;0;0;0;10;5;20;20.0;Matches
201;Ahmet Canbaz\Ahmet-Canbaz;tr TUR;MF;tr Trabzonspor;21;1998;1.1;0;0;0;0;3;1;4;0;1;0;0;0;7;2;2;50.0;Matches
202;Mehdi Carcela\Mehdi-Carcela;ma MAR;MFFW;be Standard Liège;30;1989;5.0;1;0;0;9;7;1;11;7;10;0;0;0;31;1;4;20.0;Matches
203;Carlinhos\Carlinhos;br BRA;FWMF;ch Lugano;24;1994;4.7;3;0;0;9;5;2;4;8;4;0;0;0;27;8;7;53.3;Matches
204;Carlos\Carlos;br BRA;FW;pt Benfica;24;1995;0.4;0;0;0;1;0;0;0;0;0;0;0;0;2;1;1;50.0;Matches
205;Diego Carlos\Diego-Carlos;br BRA;DF;es Sevilla;26;1993;3.2;0;0;0;3;1;0;1;1;3;0;0;0;30;8;3;72.7;Matches
206;David Carmo\David-Carmo;pt POR;DF;pt Braga;20;1999;0.7;1;0;0;2;0;0;0;2;0;0;0;0;7;1;0;100.0;Matches
207;Daniel Carriço\Daniel-Carrico;pt POR;DF;es Sevilla;30;1988;1.0;0;0;0;1;0;0;0;3;0;0;0;0;11;1;1;50.0;Matches
208;Eduardo Carvalho\Eduardo-Carvalho;pt POR;GK;pt Braga;36;1982;3.0;0;0;0;0;1;0;0;0;0;0;0;0;15;0;0;;Matches
209;Koen Casteels\Koen-Casteels;be BEL;GK;de Wolfsburg;27;1992;4.0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;;Matches
210;Jonny Castro\Jonny-Castro;es ESP;DF;eng Wolves;25;1994;4.0;1;0;0;8;4;0;8;9;8;0;0;0;35;7;4;63.6;Matches
211;Alessio Castro-Montes\Alessio-Castro-Montes;be BEL;DF;be Gent;22;1997;2.2;1;0;0;2;4;0;9;4;6;0;0;0;16;2;1;66.7;Matches
212;Danilo Cataldi\Danilo-Cataldi;it ITA;MF;it Lazio;24;1994;2.9;4;0;0;6;1;0;6;4;6;0;0;0;28;2;6;25.0;Matches
213;Amar Ćatić\Amar-Catic;ba BIH;MF;nl PSV Eindhoven;20;1999;0.3;0;0;0;1;0;0;2;0;0;0;0;0;4;0;0;;Matches
214;Aleksandar Čavrić\Aleksandar-Cavric;rs SRB;MF;sk Slovan Bratislava;25;1994;0.1;0;0;0;0;0;0;1;1;0;0;0;0;2;0;0;;Matches
215;Dani Ceballos\Dani-Ceballos;es ESP;MF;eng Arsenal;22;1996;3.5;0;0;0;5;7;0;12;7;4;0;0;0;36;1;3;25.0;Matches
216;Emil Ceide\Emil-Ceide;no NOR;FW;no Rosenborg;17;2001;0.3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;Matches
217;Franco Cervi\Franco-Cervi;ar ARG;MF;pt Benfica;25;1994;1.0;0;0;0;2;1;0;3;1;1;1;0;0;11;0;0;;Matches
218;Mike Cestor\Mike-Cestor;cd COD;DF;ro CFR Cluj;27;1992;3.1;1;0;0;2;2;0;1;2;4;0;0;0;29;19;2;90.5;Matches
219;Giorgi Chakvetadze\Giorgi-Chakvetadze;ge GEO;MFFW;be Gent;19;1999;0.6;0;0;0;0;2;0;2;0;2;0;0;0;5;0;1;0.0;Matches
220;Fyodor Chalov\Fyodor-Chalov;ru RUS;FW;ru CSKA Moscow;21;1998;5.4;1;0;0;5;3;4;4;3;0;0;0;0;27;5;16;23.8;Matches
221;Calum Chambers\Calum-Chambers;eng ENG;DF;eng Arsenal;24;1995;2.1;1;0;0;2;2;1;3;6;2;0;0;0;25;4;1;80.0;Matches
222;Timothy Chandler\Timothy-Chandler;us USA;DF;de Eint Frankfurt;29;1990;0.3;0;0;0;0;0;0;5;0;0;0;0;0;1;0;2;0.0;Matches
223;Leandro Chichizola\Leandro-Chichizola;ar ARG;GK;es Getafe;29;1990;5.0;0;0;0;0;1;0;0;0;0;0;0;0;42;0;0;;Matches
224;Chiquinho\Chiquinho;pt POR;MFFW;pt Benfica;24;1995;1.6;0;0;0;2;2;0;7;2;4;0;0;0;13;0;1;0.0;Matches
225;Tahith Chong\Tahith-Chong;nl NED;FW;eng Manchester Utd;19;1999;2.5;0;0;0;1;7;0;4;0;0;0;0;0;10;2;6;25.0;Matches
226;Anders Christiansen\Anders-Christiansen;dk DEN;MF;se Malmö;29;1990;4.3;2;0;0;5;10;1;12;9;3;0;0;0;34;2;4;33.3;Matches
227;Ryan Christie\Ryan-Christie;sco SCO;MFFW;sco Celtic;24;1995;5.7;3;0;0;10;9;0;30;6;14;0;1;0;53;4;6;40.0;Matches
228;Cicinho\Cicinho;br BRA;DF;bg Ludogorets;30;1988;7.8;2;0;0;9;19;2;25;23;13;0;0;0;80;11;3;78.6;Matches
229;Gojko Cimirot\Gojko-Cimirot;ba BIH;MF;be Standard Liège;26;1992;6.0;1;0;0;8;3;0;0;6;7;0;0;0;66;0;3;0.0;Matches
230;Eldar Ćivić\Eldar-Civic;ba BIH;DF;hu Ferencváros;23;1996;3.0;2;1;1;8;1;0;10;3;4;0;0;0;34;7;5;58.3;Matches
231;Jordy Clasie\Jordy-Clasie;nl NED;MFDF;nl AZ Alkmaar;28;1991;3.6;1;0;0;4;3;0;1;8;11;0;1;0;69;1;3;25.0;Matches
232;Gaël Clichy\Gael-Clichy;fr FRA;DF;tr Başakşehir;34;1985;9.3;2;0;0;7;4;0;31;25;14;0;0;0;87;4;10;28.6;Matches
233;Conor Coady\Conor-Coady;eng ENG;DF;eng Wolves;26;1993;9.0;1;0;0;4;2;0;0;6;3;0;0;0;62;7;7;50.0;Matches
234;Sebastián Coates\Sebastian-Coates;uy URU;DF;pt Sporting CP;28;1990;7.3;1;0;0;12;4;0;0;8;12;0;0;1;40;19;6;76.0;Matches
235;Eray Cömert\Eray-Comert;ch SUI;DFMF;ch Basel;21;1998;9.0;2;0;0;12;7;0;0;16;8;0;0;0;91;10;7;58.8;Matches
236;Kobe Cools\Kobe-Cools;be BEL;DF;lu F91 Dudelange;22;1997;4.2;1;0;0;9;1;0;0;11;3;0;0;0;33;4;2;66.7;Matches
237;Duje Čop\Duje-Cop;hr CRO;MFFW;be Standard Liège;29;1990;1.8;0;0;0;3;1;1;0;1;1;0;0;0;9;5;8;38.5;Matches
238;Sébastien Corchia\Sebastien-Corchia;fr FRA;DF;es Espanyol;28;1990;4.0;0;0;0;2;10;2;33;2;1;0;0;0;22;4;4;50.0;Matches
239;Kamil Çörekçi\Kamil-Corekci;tr TUR;MF;tr Trabzonspor;27;1992;1.8;0;0;0;3;3;0;4;1;3;0;0;0;23;0;0;;Matches
240;Jesús Corona\Jesus-Corona;mx MEX;DFMF;pt Porto;26;1993;6.9;2;0;0;5;14;0;35;15;6;0;0;0;65;3;8;27.3;Matches
241;Joaquín Correa\Joaquin-Correa;ar ARG;FW;it Lazio;24;1994;2.8;0;0;0;1;4;0;0;0;0;0;0;0;10;1;4;20.0;Matches
242;Bruno Xavier Almeida Costa\Bruno-Xavier-Almeida-Costa;pt POR;MF;pt Porto;22;1997;0.3;1;0;0;2;0;0;0;0;0;0;0;0;4;1;0;100.0;Matches
243;Danny da Costa\Danny-da-Costa;de GER;DF;de Eint Frankfurt;26;1993;5.2;0;0;0;7;1;0;15;2;4;0;0;0;46;15;6;71.4;Matches
244;Murilo Costa\Murilo-Costa;br BRA;MF;pt Braga;24;1994;0.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Matches
245;Miroslav Čovilo\Miroslav-Covilo;rs SRB;MF;ch Lugano;33;1986;0.2;0;0;0;1;0;1;0;0;0;0;0;0;3;6;0;100.0;Matches
246;Bryan Cristante\Bryan-Cristante;it ITA;MF;it Roma;24;1995;3.7;1;0;0;4;3;1;0;5;4;0;0;0;35;4;1;80.0;Matches
247;Enzo Crivelli\Enzo-Crivelli;fr FRA;FW;tr Başakşehir;24;1995;7.0;4;0;0;17;3;4;0;1;2;0;0;0;19;20;25;44.4;Matches
248;Domen Črnigoj\Domen-Crnigoj;si SVN;MF;ch Lugano;23;1995;0.1;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;;Matches
249;Marc Cucurella\Marc-Cucurella;es ESP;MF;es Getafe;21;1998;3.5;1;0;0;7;6;2;16;4;8;0;0;0;47;5;3;62.5;Matches
250;Emmanuel Culio\Emmanuel-Culio;ar ARG;MF;ro CFR Cluj;35;1983;4.4;0;0;0;10;13;1;11;8;10;0;0;0;54;9;9;50.0;Matches
251;Olivier Custodio\Olivier-Custodio;ch SUI;MF;ch Lugano;24;1995;5.2;1;0;0;10;5;0;16;1;8;0;0;0;46;7;6;53.8;Matches
252;Patrick Cutrone\Patrick-Cutrone;it ITA;FW;eng Wolves;21;1998;3.0;1;0;0;5;3;2;5;0;1;0;0;0;9;3;6;33.3;Matches
253;Danilo D'Ambrosio\Danilo-DAmbrosio;it ITA;DF;it Inter;30;1988;1.8;1;0;0;5;2;0;3;4;3;0;0;0;15;2;1;66.7;Matches
254;David Da Costa\David-Da-Costa;ch SUI;GK;ch Lugano;33;1986;1.0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;Matches
255;Lucas Da Cunha\Lucas-Da-Cunha;fr FRA;FWMF;fr Rennes;18;2001;1.1;0;0;0;0;2;1;1;1;1;0;0;0;4;1;1;50.0;Matches
256;Damien Da Silva\Damien-Da-Silva;fr FRA;DF;fr Rennes;31;1988;3.0;0;0;0;4;4;2;0;7;1;0;1;0;41;11;4;73.3;Matches
257;Moanes Dabour\Moanes-Dabour;il ISR;FW;es Sevilla;27;1992;3.7;0;0;0;9;6;1;2;1;1;0;0;0;22;3;3;50.0;Matches
258;Johan Dahlin\Johan-Dahlin;se SWE;GK;se Malmö;32;1986;8.0;0;0;0;0;1;0;0;0;0;0;0;0;52;0;0;;Matches
259;Patson Daka\Patson-Daka;zm ZAM;FW;at RB Salzburg;20;1998;1.5;0;0;0;0;2;1;1;1;0;0;0;0;7;6;3;66.7;Matches
260;Nicola Dalmonte\Nicola-Dalmonte;it ITA;MFFW;ch Lugano;21;1997;1.4;0;0;0;0;0;0;4;3;2;0;0;0;11;0;1;0.0;Matches
261;Diogo Dalot\Diogo-Dalot;pt POR;DF;eng Manchester Utd;20;1999;2.9;1;0;0;1;1;0;14;7;2;0;0;0;22;6;2;75.0;Matches
262;Erik Daniel\Erik-Daniel;cz CZE;FW;sk Slovan Bratislava;27;1992;3.0;0;0;0;2;1;1;8;3;7;0;0;0;24;1;2;33.3;Matches
263;Danilo\Danilo;br BRA;FW;nl Ajax;20;1999;0.5;1;0;0;0;0;0;0;0;0;0;0;0;2;2;2;50.0;Matches
264;Fabio Daprelà\Fabio-Daprela;ch SUI;DF;ch Lugano;28;1991;6.0;1;0;0;8;8;0;2;7;6;0;0;0;50;10;5;66.7;Matches
265;Mohammed Daramy\Mohammed-Daramy;sl SLE;FWMF;dk FC Copenhagen;17;2002;1.3;0;0;0;4;2;0;0;0;0;0;0;0;15;0;3;0.0;Matches
266;Sergi Darder\Sergi-Darder;es ESP;MF;es Espanyol;25;1993;0.9;0;0;0;1;0;0;8;0;1;0;0;0;5;0;0;;Matches
267;Jonathan David\Jonathan-David;ca CAN;MFFW;be Gent;19;2000;6.9;0;0;0;6;20;2;2;2;9;0;0;0;33;5;13;27.8;Matches
268;Steven Davis\Steven-Davis;nir NIR;MF;sco Rangers;34;1985;8.0;1;0;0;6;2;0;1;5;8;0;0;0;109;1;7;12.5;Matches
269;Maxim De Cuyper\Maxim-De-Cuyper;be BEL;DFMF;be Club Brugge;18;2000;1.8;0;0;0;1;4;0;6;5;1;0;0;0;12;0;2;0.0;Matches
270;Charles De Ketelaere\Charles-De-Ketelaere;be BEL;MFDF;be Club Brugge;18;2001;0.4;0;0;0;0;1;0;1;0;0;0;0;0;6;2;1;66.7;Matches
271;Vernon De Marco Morlacchi\Vernon-De-Marco-Morlacchi;es ESP;DF;sk Slovan Bratislava;26;1992;6.0;1;0;0;6;9;1;13;13;4;0;1;0;49;10;7;58.8;Matches
272;Tomas De Vincenti\Tomas-De-Vincenti;ar ARG;FWMF;cy APOEL;30;1989;2.4;1;0;0;6;3;2;4;4;3;0;0;0;9;3;3;50.0;Matches
273;Ciprian Deac\Ciprian-Deac;ro ROU;FWMF;ro CFR Cluj;33;1986;7.2;1;0;0;7;7;5;44;6;23;0;0;0;67;10;17;37.0;Matches
274;Mathieu Debuchy\Mathieu-Debuchy;fr FRA;DF;fr Saint-Étienne;34;1985;3.7;0;0;0;2;4;2;13;9;8;0;0;0;43;18;10;64.3;Matches
275;Jermain Defoe\Jermain-Defoe;eng ENG;FW;sco Rangers;36;1982;0.1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;Matches
276;Brecht Dejaegere\Brecht-Dejaegere;be BEL;MF;be Gent;28;1991;0.1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;;Matches
277;Romain Del Castillo\Romain-Del-Castillo;fr FRA;MFFW;fr Rennes;23;1996;2.0;0;0;0;3;4;0;1;3;2;0;0;0;15;4;3;57.1;Matches
278;Simon Deli\Simon-Deli;ci CIV;DFFW;be Club Brugge;27;1991;1.2;0;1;0;1;0;0;0;1;0;0;0;0;7;0;0;;Matches
279;Karamoko Dembele\Karamoko-Dembele;sco SCO;MF;sco Celtic;16;2003;0.2;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0.0;Matches
280;Kerem Demirbay\Kerem-Demirbay;de GER;MF;de Leverkusen;26;1993;2.9;3;0;0;6;4;0;13;1;7;0;0;0;32;1;0;100.0;Matches
281;Leander Dendoncker\Leander-Dendoncker;be BEL;MFDF;eng Wolves;24;1995;5.5;1;0;0;7;2;0;1;7;8;0;0;0;52;9;10;47.4;Matches
282;Emmanuel Dennis\Emmanuel-Dennis;ng NGA;FW;be Club Brugge;21;1997;1.0;0;0;0;3;2;3;3;0;1;0;0;0;8;1;4;20.0;Matches
283;Laurent Depoitre\Laurent-Depoitre;be BEL;FW;be Gent;30;1988;7.4;1;0;0;13;6;3;2;1;3;0;0;0;24;36;31;53.7;Matches
284;Jan-Arie van der Heijden\Jan-Arie-van-der-Heijden;nl NED;DF;nl Feyenoord;31;1988;1.0;1;0;0;3;0;0;0;1;2;0;0;0;2;2;1;66.7;Matches
285;Jasper van der Werff\Jasper-van-der-Werff;ch SUI;MF;ch Basel;20;1998;0.1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;Matches
286;Sergiño Dest\Sergino-Dest;us USA;DF;nl Ajax;18;2000;2.0;0;0;0;1;3;0;4;1;2;0;0;0;22;0;3;0.0;Matches
287;Deyverson\Deyverson;br BRA;FW;es Getafe;28;1991;1.4;0;0;0;1;2;0;1;1;0;0;0;0;13;13;4;76.5;Matches
288;Abdoulay Diaby\Abdoulay-Diaby;ml MLI;MFFW;tr Beşiktaş;28;1991;2.0;0;0;0;2;2;0;7;0;2;1;0;0;18;2;3;40.0;Matches
289;Moussa Diaby\Moussa-Diaby;fr FRA;FWMF;de Leverkusen;20;1999;1.9;1;0;0;5;1;1;6;0;1;0;0;0;9;2;1;66.7;Matches
290;Raphael Dias Belloli\Raphael-Dias-Belloli;br BRA;MFFW;fr Rennes;23;1996;3.0;2;0;0;7;4;1;14;4;1;0;0;0;19;2;1;66.7;Matches
291;Rúben Dias\Ruben-Dias;pt POR;DF;pt Benfica;22;1997;2.0;0;0;0;0;3;0;2;1;2;0;0;1;17;5;1;83.3;Matches
292;Krepin Diatta\Krepin-Diatta;sn SEN;MF;be Club Brugge;20;1999;0.3;0;0;0;0;1;0;0;2;1;0;0;0;1;0;0;;Matches
293;Amadou Diawara\Amadou-Diawara;gn GUI;MF;it Roma;22;1997;4.3;3;0;0;4;3;0;1;8;7;0;0;0;49;0;1;0.0;Matches
294;Dénes Dibusz\Denes-Dibusz;hu HUN;GK;hu Ferencváros;28;1990;6.0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;;Matches
295;Lois Diony\Lois-Diony;fr FRA;FW;fr Saint-Étienne;26;1992;0.8;0;0;0;2;0;1;0;0;0;0;0;0;2;2;2;50.0;Matches
296;Assane Dioussé\Assane-Diousse;sn SEN;MF;fr Saint-Étienne;21;1997;0.9;0;0;0;0;2;0;2;2;0;0;0;0;13;0;2;0.0;Matches
297;Igor Diveev\Igor-Diveev;ru RUS;DF;ru CSKA Moscow;19;1999;5.5;1;0;0;7;3;0;0;11;4;0;0;0;56;13;5;72.2;Matches
298;Djené\Djene;tg TOG;DF;es Getafe;27;1991;6.0;1;0;0;4;6;0;0;15;4;0;0;0;65;11;5;68.8;Matches
299;Ritsu Doan\Ritsu-Doan;jp JPN;MFFW;nl PSV Eindhoven;21;1998;2.6;0;0;0;5;6;0;1;5;5;0;0;0;22;0;1;0.0;Matches
300;Dodô\Dodo;br BRA;DF;ua Shakhtar;20;1998;2.0;0;0;0;1;4;0;1;1;0;0;0;0;16;1;4;20.0;Matches
301;Matt Doherty\Matt-Doherty;ie IRL;DF;eng Wolves;27;1992;7.4;1;0;0;14;2;1;8;10;6;0;0;0;63;17;10;63.0;Matches
302;Jean-Luc Dompé\Jean-Luc-Dompe;fr FRA;MF;be Gent;23;1995;0.1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;;Matches
303;Renan dos Santos\Renan-dos-Santos;br BRA;GK;bg Ludogorets;30;1989;1.0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;;Matches
304;Bas Dost\Bas-Dost;nl NED;FW;de Eint Frankfurt;30;1989;1.2;0;0;0;1;0;0;0;1;1;0;0;0;7;7;8;46.7;Matches
305;Douglas\Douglas;br BRA;GK;pt Vitória;36;1983;2.0;0;0;0;1;0;0;0;0;0;0;1;0;13;0;0;;Matches
306;Douglas\Douglas;br BRA;DF;tr Beşiktaş;28;1990;2.0;0;0;0;2;3;0;1;1;6;0;0;0;21;4;0;100.0;Matches
307;Idrissa Doumbia\Idrissa-Doumbia;ci CIV;MF;pt Sporting CP;21;1998;6.1;1;0;0;6;2;0;0;12;5;0;0;0;68;0;4;0.0;Matches
308;Souleyman Doumbia\Souleyman-Doumbia;ci CIV;DF;fr Rennes;22;1996;1.9;0;0;0;2;0;0;2;0;3;0;0;0;15;0;1;0.0;Matches
309;Oleksiy Dovhyi\Oleksiy-Dovhyi;ua UKR;MF;ua FC Oleksandriya;29;1989;1.2;0;0;0;4;0;0;0;1;0;0;0;0;15;6;6;50.0;Matches
310;Aleksandar Dragović\Aleksandar-Dragovic;at AUT;DF;de Leverkusen;28;1991;1.3;0;0;0;2;1;0;0;3;1;0;0;0;8;2;3;40.0;Matches
311;Dejan Dražić\Dejan-Drazic;rs SRB;MFFW;sk Slovan Bratislava;23;1995;3.1;0;0;0;2;1;0;13;1;1;0;0;0;22;0;5;0.0;Matches
312;Ferdy Druijf\Ferdy-Druijf;nl NED;FW;nl AZ Alkmaar;21;1998;1.1;0;0;0;3;2;1;0;0;0;0;0;0;0;0;8;0.0;Matches
313;Bruno Duarte\Bruno-Duarte;br BRA;FW;pt Vitória;23;1996;3.2;0;0;0;6;1;1;0;3;2;0;0;0;10;3;18;14.3;Matches
314;Kaspars Dubra\Kaspars-Dubra;lv LVA;DF;ua FC Oleksandriya;28;1990;6.0;1;0;0;6;3;0;0;8;3;0;1;0;55;11;9;55.0;Matches
315;Denzel Dumfries\Denzel-Dumfries;nl NED;DF;nl PSV Eindhoven;23;1996;6.0;0;0;0;8;11;3;6;10;10;0;0;0;57;14;6;70.0;Matches
316;Erik Durm\Erik-Durm;de GER;DF;de Eint Frankfurt;27;1992;0.9;1;0;0;3;0;0;0;1;1;0;0;0;11;2;0;100.0;Matches
317;Hugo Duro\Hugo-Duro;es ESP;MF;es Getafe;19;1999;0.8;0;0;0;1;2;0;1;0;0;1;0;0;4;1;3;25.0;Matches
318;Abdurrahim Dursun\Abdurrahim-Dursun;tr TUR;DF;tr Trabzonspor;20;1998;3.0;0;0;0;0;2;1;6;7;3;0;0;0;36;2;3;40.0;Matches
319;Lasha Dvali\Lasha-Dvali;ge GEO;DF;hu Ferencváros;24;1995;1.0;0;0;0;1;0;0;0;0;0;0;0;0;9;1;1;50.0;Matches
320;Svetoslav Dyakov\Svetoslav-Dyakov;bg BUL;MFFW;bg Ludogorets;35;1984;2.1;0;0;0;2;3;0;0;6;3;0;0;0;17;4;2;66.7;Matches
