"id";"name";"nation";"position";"team";"age";"born";"90s";"Ast";"xA";"A-xA";"KP";"Cmp";"Att";"CmpPER";"shortCmp";"shortAtt";"shortCmpPER";"mediumCmp";"mediumAtt";"mediumCmpPER";"longCmp";"longAtt";"longCmpPER";"Left";"Right";"FK";"TB";"CK";"TI";"1/3";"PPA";"CrsPA";"Matches"
398;Erick Pulgar\Erick-Pulgar;cl CHI;MF;Fiorentina;25;1994;23.1;3;4.9;-1.9;63;951;1201;79.2;32;61;52.5;659;729;90.4;260;411;63.3;82;1049;84;1;128;4;88;16;3;Matches
399;Ignacio Pussetto\Ignacio-Pussetto;ar ARG;FWDF;Udinese;23;1995;3.7;0;0.8;-0.8;11;87;128;68.0;3;10;30.0;65;91;71.4;19;27;70.4;12;90;1;1;3;7;5;3;1;Matches
400;Fabio Quagliarella\Fabio-Quagliarella;it ITA;FW;Sampdoria;36;1983;19.2;2;2.2;-0.2;23;264;394;67.0;14;34;41.2;206;270;76.3;44;90;48.9;72;278;1;5;3;1;23;11;1;Matches
401;Adrien Rabiot\Adrien-Rabiot;fr FRA;MF;Juventus;24;1995;12.3;0;0.4;-0.4;8;615;683;90.0;17;38;44.7;510;541;94.3;88;104;84.6;526;113;2;1;0;9;45;5;1;Matches
402;Ivan Radovanović\Ivan-Radovanovic;rs SRB;MF;Genoa;30;1988;14.6;1;0.6;+0.4;15;689;797;86.4;3;8;37.5;456;497;91.8;230;292;78.8;95;649;24;2;1;4;85;10;3;Matches
403;Ionuț Radu\Ionut-Radu;ro ROU;GK;Genoa;22;1997;17.0;1;0.1;+0.9;1;535;659;81.2;2;2;100.0;333;335;99.4;200;322;62.1;117;436;40;0;0;0;12;1;0;Matches
404;Ștefan Radu\Stefan-Radu;ro ROU;DF;Lazio;32;1986;20.8;0;0.3;-0.3;8;953;1089;87.5;22;33;66.7;706;762;92.7;225;294;76.5;872;137;30;0;0;19;82;9;5;Matches
405;Rafael\Rafael;br BRA;GK;Cagliari;37;1982;5.0;0;0.0;0.0;0;107;153;69.9;2;2;100.0;48;48;100.0;57;103;55.3;95;34;19;0;0;0;1;0;0;Matches
406;Daniele Ragatzu\Daniele-Ragatzu;it ITA;MF;Cagliari;27;1991;0.4;0;0.2;-0.2;1;23;34;67.6;2;3;66.7;18;23;78.3;3;8;37.5;4;29;1;0;2;1;1;0;0;Matches
407;Gastón Ramírez\Gaston-Ramirez;uy URU;MFFW;Sampdoria;28;1990;9.9;1;1.6;-0.6;18;289;411;70.3;8;11;72.7;219;264;83.0;62;136;45.6;351;20;29;1;34;5;21;13;1;Matches
408;Aaron Ramsey\Aaron-Ramsey;wal WAL;MF;Juventus;28;1990;7.9;0;1.3;-1.3;12;430;500;86.0;14;23;60.9;376;421;89.3;40;56;71.4;68;399;4;1;1;3;37;3;0;Matches
409;Luca Ranieri\Luca-Ranieri;it ITA;DF;Fiorentina;20;1999;2.6;0;0.8;-0.8;5;137;159;86.2;0;3;0.0;97;102;95.1;40;54;74.1;141;6;7;0;0;7;12;1;1;Matches
410;Andrea Ranocchia\Andrea-Ranocchia;it ITA;DF;Inter;31;1988;2.0;0;0.0;0.0;0;110;119;92.4;1;1;100.0;44;49;89.8;65;69;94.2;12;98;4;0;0;0;8;0;0;Matches
411;Giacomo Raspadori\Giacomo-Raspadori;it ITA;FWMF;Sassuolo;19;2000;0.4;0;0.0;0.0;1;7;13;53.8;1;2;50.0;3;6;50.0;3;5;60.0;4;9;0;0;1;0;2;0;0;Matches
412;Ante Rebić\Ante-Rebic;hr CRO;FWMF;Milan;25;1993;6.7;0;0.9;-0.9;13;125;201;62.2;3;18;16.7;103;138;74.6;19;45;42.2;54;126;0;0;2;2;5;14;4;Matches
413;Arkadiusz Reca\Arkadiusz-Reca;pl POL;DF;SPAL;24;1995;16.4;1;1.5;-0.5;18;529;725;73.0;9;43;20.9;434;510;85.1;86;172;50.0;367;173;4;0;0;137;35;12;8;Matches
414;Vasco Regini\Vasco-Regini;it ITA;DF;Sampdoria;28;1990;1.9;0;0.0;0.0;1;54;65;83.1;1;1;100.0;39;42;92.9;14;22;63.6;39;14;4;0;0;2;7;0;0;Matches
415;Pepe Reina\Pepe-Reina;es ESP;GK;Milan;36;1982;1.0;0;0.0;0.0;0;27;37;73.0;0;0;;10;10;100.0;17;27;63.0;1;27;4;0;0;0;1;0;0;Matches
416;Franck Ribéry\Franck-Ribery;fr FRA;FW;Fiorentina;36;1983;7.9;2;1.7;+0.3;17;319;378;84.4;6;17;35.3;253;284;89.1;60;77;77.9;38;329;1;3;0;2;39;24;3;Matches
417;Davide Riccardi\Davide-Riccardi;it ITA;DF;Lecce;23;1996;0.2;0;0.0;0.0;0;2;3;66.7;0;0;;1;2;50.0;1;1;100.0;0;3;0;0;0;0;1;0;0;Matches
418;Emiliano Rigoni\Emiliano-Rigoni;ar ARG;MFFW;Sampdoria;26;1993;4.8;1;0.8;+0.2;16;124;193;64.2;8;17;47.1;89;120;74.2;27;56;48.2;122;55;9;0;16;6;12;6;1;Matches
419;Tomás Rincón\Tomas-Rincon;ve VEN;MF;Torino;31;1988;20.4;2;1.1;+0.9;15;709;861;82.3;10;21;47.6;512;579;88.4;187;261;71.6;112;642;41;1;0;32;64;15;4;Matches
420;Andrea Rispoli\Andrea-Rispoli;it ITA;DF;Lecce;30;1988;15.1;0;1.1;-1.1;14;590;782;75.4;13;39;33.3;446;506;88.1;131;237;55.3;59;591;16;0;3;103;33;5;3;Matches
421;Ricardo Rodríguez\Ricardo-Rodriguez;ch SUI;DF;Milan;26;1992;4.3;0;0.2;-0.2;2;242;285;84.9;2;7;28.6;164;178;92.1;76;100;76.0;190;49;7;0;2;30;14;6;4;Matches
422;Marko Rog\Marko-Rog;hr CRO;MF;Cagliari;24;1995;15.9;0;1.0;-1.0;16;602;693;86.9;12;28;42.9;509;556;91.5;81;109;74.3;47;605;15;2;10;3;52;5;0;Matches
423;Rogério\Rogerio;br BRA;DF;Sassuolo;21;1998;2.9;1;0.2;+0.8;3;187;227;82.4;2;10;20.0;163;180;90.6;22;37;59.5;178;8;4;0;1;34;13;4;3;Matches
424;Filippo Romagna\Filippo-Romagna;it ITA;DF;Sassuolo;22;1997;15.6;0;0.2;-0.2;3;871;924;94.3;7;10;70.0;672;696;96.6;192;218;88.1;79;792;24;1;0;1;32;0;0;Matches
425;Alessio Romagnoli\Alessio-Romagnoli;it ITA;DF;Milan;24;1995;25.0;0;0.5;-0.5;8;1295;1416;91.5;20;27;74.1;892;930;95.9;383;459;83.4;1149;169;41;1;0;7;90;4;0;Matches
426;Cristian Romero\Cristian-Romero;ar ARG;DF;Genoa;21;1998;19.8;1;0.4;+0.6;6;942;1068;88.2;8;18;44.4;653;698;93.6;281;352;79.8;88;889;61;0;0;40;31;2;1;Matches
427;Rômulo\Romulo;it ITA;MF;Brescia;32;1987;18.7;3;1.2;+1.8;17;418;523;79.9;23;43;53.5;347;398;87.2;48;82;58.5;46;444;19;0;5;6;32;7;1;Matches
428;Rômulo\Romulo;it ITA;DF;Genoa;32;1987;0.2;0;0.0;0.0;0;5;8;62.5;0;1;0.0;3;5;60.0;2;2;100.0;0;7;1;0;0;1;0;0;0;Matches
429;Cristiano Ronaldo\Cristiano-Ronaldo;pt POR;FW;Juventus;34;1985;20.6;2;3.1;-1.1;32;697;840;83.0;34;76;44.7;591;669;88.3;72;95;75.8;129;659;7;2;2;20;39;25;4;Matches
430;Marten de Roon\Marten-de-Roon;nl NED;MFDF;Atalanta;28;1991;19.3;4;1.8;+2.2;26;1079;1239;87.1;8;30;26.7;859;934;92.0;212;275;77.1;161;1003;24;2;0;19;100;17;3;Matches
431;Luca Rossettini\Luca-Rossettini;it ITA;DF;Lecce;34;1985;24.6;2;1.1;+0.9;4;875;1015;86.2;9;10;90.0;511;555;92.1;355;450;78.9;206;746;44;1;0;3;33;2;0;Matches
432;Nicolò Rovella\Nicolo-Rovella;it ITA;MF;Genoa;17;2001;0.3;0;0.0;0.0;0;20;23;87.0;1;2;50.0;15;16;93.8;4;5;80.0;2;21;0;0;0;0;2;0;0;Matches
433;Amir Rrahmani\Amir-Rrahmani;xk KVX;DF;Hellas Verona;25;1994;23.9;0;0.5;-0.5;8;785;977;80.3;8;28;28.6;569;634;89.7;208;315;66.0;113;752;27;1;0;22;65;4;0;Matches
434;Daniele Rugani\Daniele-Rugani;it ITA;DF;Juventus;25;1994;3.0;0;0.0;0.0;0;154;176;87.5;4;6;66.7;121;134;90.3;29;36;80.6;9;147;6;0;0;0;5;0;0;Matches
435;Mário Rui\Mario-Rui;pt POR;DF;Napoli;28;1991;13.4;1;2.4;-1.4;26;985;1225;80.4;20;60;33.3;840;916;91.7;125;249;50.2;992;77;28;1;15;112;61;33;12;Matches
436;Fabián Ruiz Peña\Fabian-Ruiz-Pena;es ESP;MF;Napoli;23;1996;21.1;2;2.1;-0.1;31;1485;1651;89.9;22;57;38.6;1123;1206;93.1;340;388;87.6;1454;144;40;2;1;10;170;36;2;Matches
437;Stefano Sabelli\Stefano-Sabelli;it ITA;DF;Brescia;26;1993;25.0;2;2.4;-0.4;20;1044;1425;73.3;24;65;36.9;823;956;86.1;197;404;48.8;92;992;45;2;1;280;110;26;6;Matches
438;Alexis Saelemaekers\Alexis-Saelemaekers;be BEL;DFFW;Milan;20;1999;0.3;0;0.1;-0.1;1;19;25;76.0;0;2;0.0;17;19;89.5;2;4;50.0;6;11;0;0;0;7;1;0;0;Matches
439;Jacopo Sala\Jacopo-Sala;it ITA;DF;SPAL;27;1991;4.2;0;0.1;-0.1;4;148;195;75.9;2;10;20.0;128;147;87.1;18;38;47.4;14;138;2;0;0;34;12;0;0;Matches
440;Eddy Salcedo\Eddy-Salcedo;it ITA;FW;Hellas Verona;17;2001;5.0;0;1.8;-1.8;8;79;131;60.3;3;12;25.0;67;102;65.7;9;17;52.9;10;92;0;1;2;3;7;2;1;Matches
441;Antonio Sanabria\Antonio-Sanabria;py PAR;FW;Genoa;23;1996;9.9;1;0.3;+0.7;5;185;238;77.7;8;24;33.3;152;181;84.0;25;33;75.8;66;128;1;0;0;0;12;1;0;Matches
442;Alexis Sánchez\Alexis-Sanchez;cl CHI;FW;Inter;30;1988;2.1;1;0.4;+0.6;4;63;90;70.0;0;7;0.0;50;61;82.0;13;22;59.1;5;80;1;0;7;0;5;5;1;Matches
443;Alex Sandro\Alex-Sandro;br BRA;DF;Juventus;28;1991;20.1;3;2.1;+0.9;29;1302;1513;86.1;22;47;46.8;1042;1126;92.5;238;340;70.0;1178;95;13;3;0;175;88;37;13;Matches
444;Nicola Sansone\Nicola-Sansone;it ITA;FWMF;Bologna;27;1991;18.6;3;2.9;+0.1;33;514;719;71.5;19;55;34.5;410;490;83.7;85;174;48.9;107;579;26;4;50;10;52;23;8;Matches
445;Federico Santander\Federico-Santander;py PAR;FW;Bologna;28;1991;6.6;0;0.9;-0.9;12;133;205;64.9;3;15;20.0;110;159;69.2;20;31;64.5;16;119;0;2;0;2;13;2;0;Matches
446;Davide Santon\Davide-Santon;it ITA;DF;Roma;28;1991;6.5;0;0.1;-0.1;2;349;386;90.4;6;12;50.0;255;271;94.1;88;103;85.4;33;288;9;0;0;52;13;6;0;Matches
447;Samir Santos\Samir-Santos;br BRA;DF;Udinese;24;1994;10.0;0;0.3;-0.3;4;373;432;86.3;3;10;30.0;293;312;93.9;77;110;70.0;325;58;9;1;0;17;28;2;0;Matches
448;Riccardo Saponara\Riccardo-Saponara;it ITA;MFFW;Genoa;27;1991;1.9;0;0.1;-0.1;2;62;84;73.8;0;2;0.0;48;56;85.7;14;26;53.8;24;56;0;1;0;2;10;3;2;Matches
449;Riccardo Saponara\Riccardo-Saponara;it ITA;MF;Lecce;27;1991;2.8;3;1.1;+1.9;10;94;125;75.2;7;10;70.0;71;89;79.8;16;26;61.5;31;90;3;0;6;0;5;4;1;Matches
450;Lasse Schöne\Lasse-Schone;dk DEN;MF;Genoa;33;1986;18.5;1;2.0;-1.0;25;936;1115;83.9;17;37;45.9;728;800;91.0;191;278;68.7;75;988;46;3;76;4;73;13;1;Matches
451;Jerdy Schouten\Jerdy-Schouten;nl NED;MF;Bologna;22;1997;7.9;0;0.3;-0.3;7;314;373;84.2;10;15;66.7;220;261;84.3;84;97;86.6;42;283;6;0;0;0;32;7;0;Matches
452;Matteo Scozzarella\Matteo-Scozzarella;it ITA;MF;Parma;31;1988;8.2;3;1.3;+1.7;13;305;389;78.4;5;10;50.0;192;210;91.4;108;169;63.9;25;347;20;1;33;0;30;5;1;Matches
453;Ken Sema\Ken-Sema;se SWE;DF;Udinese;25;1993;18.3;0;2.1;-2.1;27;550;770;71.4;16;64;25.0;464;536;86.6;70;170;41.2;489;117;10;0;22;130;20;26;19;Matches
454;Alessandro Semprini\Alessandro-Semprini;it ITA;MF;Brescia;21;1998;0.1;0;0.0;0.0;0;3;3;100.0;0;0;;3;3;100.0;0;0;;0;3;0;0;0;0;2;0;0;Matches
455;Stefano Sensi\Stefano-Sensi;it ITA;MFFW;Inter;23;1995;8.1;2;1.1;+0.9;15;422;515;81.9;16;26;61.5;324;354;91.5;82;135;60.7;81;419;16;3;40;3;37;17;2;Matches
456;Luigi Sepe\Luigi-Sepe;it ITA;GK;Parma;28;1991;21.0;0;0.0;0.0;1;460;651;70.7;23;23;100.0;167;168;99.4;270;460;58.7;399;130;59;0;0;0;12;0;0;Matches
457;Yevhen Shakhov\Yevhen-Shakhov;ua UKR;MFFW;Lecce;28;1990;8.1;2;2.0;0.0;12;213;263;81.0;6;16;37.5;177;212;83.5;30;35;85.7;59;184;2;1;1;1;9;3;0;Matches
458;Luca Siligardi\Luca-Siligardi;it ITA;FWMF;Parma;31;1988;1.9;0;0.0;0.0;0;34;52;65.4;1;6;16.7;26;37;70.3;7;9;77.8;39;6;0;0;0;1;2;1;0;Matches
459;André Silva\Andre-Silva;pt POR;FW;Milan;23;1995;0.7;0;0.0;0.0;0;6;11;54.5;1;2;50.0;5;9;55.6;0;0;;1;9;0;0;0;0;1;0;0;Matches
460;Marco Silvestri\Marco-Silvestri;it ITA;GK;Hellas Verona;28;1991;24.0;0;0.0;0.0;0;296;691;42.8;1;1;100.0;99;103;96.1;196;587;33.4;31;563;74;0;0;0;10;0;0;Matches
461;Giovanni Simeone\Giovanni-Simeone;ar ARG;FW;Cagliari;24;1995;20.5;3;1.8;+1.2;13;233;331;70.4;11;31;35.5;194;263;73.8;28;37;75.7;28;244;0;2;0;0;8;5;1;Matches
462;Salvatore Sirigu\Salvatore-Sirigu;it ITA;GK;Torino;32;1987;25.0;0;0.0;0.0;1;502;745;67.4;1;1;100.0;179;180;99.4;322;564;57.1;48;558;88;0;0;0;7;0;0;Matches
463;Łukasz Skorupski\Lukasz-Skorupski;pl POL;GK;Bologna;28;1991;25.0;0;0.0;0.0;1;554;759;73.0;8;9;88.9;267;269;99.3;279;481;58.0;57;537;66;0;0;0;3;0;0;Matches
464;Andreas Skov Olsen\Andreas-Skov-Olsen;dk DEN;FWMF;Bologna;19;1999;5.6;0;0.3;-0.3;4;170;242;70.2;4;13;30.8;137;169;81.1;29;60;48.3;150;75;4;0;12;3;6;3;1;Matches
465;Simon Skrabb\Simon-Skrabb;fi FIN;MF;Brescia;24;1995;0.3;0;0.2;-0.2;1;15;20;75.0;1;2;50.0;10;11;90.9;4;7;57.1;17;3;0;0;0;0;0;1;0;Matches
466;Milan Škriniar\Milan-Skriniar;sk SVK;DF;Inter;24;1995;22.2;0;0.2;-0.2;5;1384;1498;92.4;16;21;76.2;1067;1107;96.4;301;370;81.4;260;1163;32;0;0;11;112;7;0;Matches
467;Chris Smalling\Chris-Smalling;eng ENG;DF;Roma;29;1989;21.0;1;0.8;+0.2;8;939;1038;90.5;7;18;38.9;659;711;92.7;273;309;88.3;141;794;31;0;0;3;49;2;0;Matches
468;Roberto Soriano\Roberto-Soriano;it ITA;MF;Bologna;28;1991;17.7;2;3.2;-1.2;30;631;755;83.6;18;35;51.4;523;599;87.3;90;121;74.4;110;587;6;5;2;9;60;30;4;Matches
469;Riccardo Sottil\Riccardo-Sottil;it ITA;FWDF;Fiorentina;20;1999;4.4;0;0.3;-0.3;3;120;160;75.0;3;10;30.0;103;126;81.7;14;24;58.3;36;112;2;0;1;7;3;2;0;Matches
470;Adama Soumaoro\Adama-Soumaoro;fr FRA;DF;Genoa;27;1992;3.0;0;0.0;0.0;0;118;123;95.9;4;4;100.0;56;61;91.8;58;58;100.0;9;106;5;0;0;0;2;0;0;Matches
471;Nikolas Špalek\Nikolas-Spalek;sk SVK;MF;Brescia;22;1997;10.3;1;1.4;-0.4;8;178;250;71.2;7;18;38.9;159;195;81.5;12;37;32.4;29;198;1;1;2;2;12;3;0;Matches
472;Leonardo Spinazzola\Leonardo-Spinazzola;it ITA;DF;Roma;26;1993;10.0;1;1.4;-0.4;10;549;679;80.9;5;33;15.2;433;481;90.0;111;165;67.3;94;468;14;1;1;87;29;8;1;Matches
473;Marco Sportiello\Marco-Sportiello;it ITA;GK;Atalanta;27;1992;3.0;0;0.0;0.0;0;69;84;82.1;1;1;100.0;45;45;100.0;23;38;60.5;2;68;6;0;0;0;0;0;0;Matches
474;Mattia Sprocati\Mattia-Sprocati;it ITA;FW;Parma;26;1992;5.4;0;0.2;-0.2;4;119;172;69.2;5;12;41.7;102;133;76.7;12;27;44.4;62;92;0;1;7;4;9;8;0;Matches
475;Mariusz Stępiński\Mariusz-Stepinski;pl POL;FW;Hellas Verona;24;1995;5.7;0;0.0;0.0;1;78;127;61.4;5;17;29.4;69;95;72.6;4;15;26.7;36;65;0;0;0;0;4;0;0;Matches
476;Thomas Strakosha\Thomas-Strakosha;al ALB;GK;Lazio;24;1995;26.0;0;0.2;-0.2;2;665;852;78.1;37;38;97.4;338;341;99.1;290;473;61.3;41;690;51;2;0;0;13;0;0;Matches
477;Jens Stryger Larsen\Jens-Stryger-Larsen;dk DEN;DF;Udinese;28;1991;20.6;2;1.6;+0.4;21;838;1090;76.9;13;40;32.5;692;784;88.3;133;266;50.0;121;758;9;1;0;174;57;28;17;Matches
478;Stefano Sturaro\Stefano-Sturaro;it ITA;MF;Genoa;26;1993;9.6;2;0.6;+1.4;6;210;298;70.5;7;11;63.6;166;207;80.2;37;80;46.3;56;211;7;2;7;4;19;5;1;Matches
479;Suso\Suso;es ESP;FWMF;Milan;25;1993;15.1;2;3.6;-1.6;41;579;753;76.9;7;26;26.9;440;512;85.9;132;215;61.4;664;70;19;7;33;6;45;45;12;Matches
480;Mattias Svanberg\Mattias-Svanberg;se SWE;MF;Bologna;20;1999;7.5;2;0.8;+1.2;11;203;257;79.0;6;14;42.9;159;183;86.9;38;60;63.3;31;210;11;0;8;0;20;5;0;Matches
481;Wojciech Szczęsny\Wojciech-Szczesny;pl POL;GK;Juventus;29;1990;18.0;0;0.0;0.0;0;395;464;85.1;5;6;83.3;192;192;100.0;198;266;74.4;55;293;37;0;0;0;1;0;0;Matches
482;Andrea Tabanelli\Andrea-Tabanelli;it ITA;MF;Lecce;29;1990;10.7;0;0.1;-0.1;5;281;353;79.6;8;20;40.0;232;275;84.4;41;58;70.7;54;268;8;0;1;3;28;6;2;Matches
483;Panagiotis Tachtsidis\Panagiotis-Tachtsidis;gr GRE;MF;Lecce;28;1991;16.1;1;1.1;-0.1;16;665;861;77.2;9;34;26.5;440;516;85.3;216;311;69.5;651;143;55;1;1;3;77;28;1;Matches
484;Adrien Tameze\Adrien-Tameze;cm CMR;MF;Atalanta;25;1994;0.1;0;0.0;0.0;0;4;5;80.0;0;0;;4;4;100.0;0;1;0.0;0;5;0;0;0;0;0;0;0;Matches
485;Łukasz Teodorczyk\Lukasz-Teodorczyk;pl POL;DFFW;Udinese;28;1991;0.4;1;0.3;+0.7;1;19;26;73.1;0;0;;18;21;85.7;1;5;20.0;5;14;0;0;0;0;2;0;0;Matches
486;Hidde ter Avest\Hidde-ter-Avest;nl NED;DF;Udinese;22;1997;4.0;0;0.4;-0.4;5;125;171;73.1;4;7;57.1;101;119;84.9;20;45;44.4;15;118;3;0;0;29;9;2;1;Matches
487;Morten Thorsby\Morten-Thorsby;no NOR;MFDF;Sampdoria;23;1996;11.8;0;0.9;-0.9;13;373;500;74.6;9;29;31.0;307;374;82.1;57;97;58.8;51;347;1;1;1;31;27;1;1;Matches
488;Jeremy Toljan\Jeremy-Toljan;de GER;DF;Sassuolo;24;1994;20.2;2;2.3;-0.3;25;1037;1239;83.7;11;53;20.8;904;984;91.9;122;202;60.4;109;917;33;0;1;191;64;13;4;Matches
489;Rafael Tolói\Rafael-Toloi;br BRA;DF;Atalanta;28;1990;20.3;5;1.8;+3.2;13;983;1184;83.0;9;33;27.3;734;804;91.3;240;347;69.2;106;993;27;2;0;35;109;10;0;Matches
490;Takehiro Tomiyasu\Takehiro-Tomiyasu;jp JPN;DF;Bologna;20;1998;19.9;2;0.9;+1.1;9;976;1195;81.7;11;37;29.7;790;885;89.3;175;273;64.1;273;679;21;1;0;173;102;8;1;Matches
491;Nenad Tomović\Nenad-Tomovic;rs SRB;DF;SPAL;31;1987;15.5;1;0.4;+0.6;8;658;772;85.2;5;18;27.8;532;574;92.7;121;180;67.2;142;530;36;0;0;37;47;6;2;Matches
492;Sandro Tonali\Sandro-Tonali;it ITA;MF;Brescia;19;2000;22.7;5;3.8;+1.2;46;734;1053;69.7;11;46;23.9;494;606;81.5;229;401;57.1;94;910;129;3;89;1;93;20;4;Matches
493;Lorenzo Tonelli\Lorenzo-Tonelli;it ITA;DF;Sampdoria;29;1990;3.8;0;0.0;0.0;0;158;183;86.3;1;1;100.0;103;110;93.6;54;72;75.0;32;132;10;0;0;1;12;1;0;Matches
494;Ernesto Torregrossa\Ernesto-Torregrossa;it ITA;FW;Brescia;27;1992;9.9;1;0.7;+0.3;6;144;226;63.7;5;25;20.0;117;160;73.1;22;41;53.7;161;39;1;1;0;1;7;8;0;Matches
495;Amad Traoré\Amad-Traore;ci CIV;FW;Atalanta;17;2002;0.3;0;0.0;0.0;1;12;19;63.2;0;1;0.0;12;17;70.6;0;1;0.0;17;2;0;0;1;0;2;1;0;Matches
496;Luca Tremolada\Luca-Tremolada;it ITA;MF;Brescia;27;1991;0.2;0;0.0;0.0;0;4;6;66.7;0;0;;2;3;66.7;2;3;66.7;5;0;0;0;0;1;0;0;0;Matches
497;Alessandro Tripaldelli\Alessandro-Tripaldelli;it ITA;DF;Sassuolo;20;1999;1.5;0;0.0;0.0;0;57;69;82.6;1;3;33.3;52;60;86.7;4;6;66.7;45;14;0;0;0;9;3;0;0;Matches
498;William Troost-Ekong\William-Troost-Ekong;ng NGA;DF;Udinese;25;1993;21.9;0;0.1;-0.1;1;654;799;81.9;1;10;10.0;377;423;89.1;276;366;75.4;97;646;29;0;0;1;43;1;0;Matches
499;Georgi Tunjov\Georgi-Tunjov;ee EST;MF;SPAL;18;2001;0.3;0;0.0;0.0;0;9;13;69.2;0;0;;7;9;77.8;2;4;50.0;6;6;0;0;0;0;2;0;0;Matches
500;Stefano Turati\Stefano-Turati;it ITA;GK;Sassuolo;;;2.0;0;0.0;0.0;0;43;51;84.3;0;0;;31;31;100.0;12;20;60.0;7;32;4;0;0;0;0;0;0;Matches
501;Gennaro Tutino\Gennaro-Tutino;it ITA;FW;Hellas Verona;22;1996;2.5;0;0.0;0.0;1;54;74;73.0;3;5;60.0;46;63;73.0;5;6;83.3;3;51;1;0;0;1;4;2;0;Matches
502;Cengiz Ünder\Cengiz-Under;tr TUR;FW;Roma;22;1997;8.6;0;2.2;-2.2;22;214;306;69.9;3;20;15.0;162;202;80.2;49;84;58.3;214;79;4;3;9;1;21;10;3;Matches
503;Mirko Valdifiori\Mirko-Valdifiori;it ITA;MF;SPAL;33;1986;8.3;2;1.3;+0.7;22;385;478;80.5;6;11;54.5;260;282;92.2;119;185;64.3;18;434;32;0;33;2;35;6;3;Matches
504;Borja Valero\Borja-Valero;es ESP;MF;Inter;34;1985;4.7;0;0.5;-0.5;3;216;239;90.4;5;8;62.5;164;178;92.1;47;53;88.7;28;206;5;1;0;1;14;3;1;Matches
505;Mattia Valoti\Mattia-Valoti;it ITA;MFFW;SPAL;25;1993;12.9;0;0.9;-0.9;15;359;447;80.3;13;24;54.2;285;338;84.3;61;85;71.8;45;334;12;2;0;2;38;6;3;Matches
506;Denis Vavro\Denis-Vavro;sk SVK;DF;Lazio;23;1996;2.2;0;0.0;0.0;0;107;116;92.2;1;2;50.0;69;71;97.2;37;43;86.0;9;102;1;0;0;2;6;0;0;Matches
507;Matías Vecino\Matias-Vecino;uy URU;MF;Inter;27;1991;13.0;2;1.2;+0.8;11;380;492;77.2;8;29;27.6;316;378;83.6;56;85;65.9;37;423;3;1;0;4;29;6;1;Matches
508;Miguel Veloso\Miguel-Veloso;pt POR;MF;Hellas Verona;33;1986;19.2;3;3.7;-0.7;45;766;1044;73.4;20;40;50.0;547;639;85.6;199;365;54.5;716;234;91;0;92;2;87;13;4;Matches
509;Lorenzo Venuti\Lorenzo-Venuti;it ITA;DF;Fiorentina;24;1995;4.8;1;0.2;+0.8;3;183;221;82.8;1;5;20.0;146;163;89.6;36;53;67.9;61;123;2;0;0;26;27;4;2;Matches
510;Brayan Vera\Brayan-Vera;co COL;FWMF;Lecce;20;1999;0.3;0;0.0;0.0;0;4;6;66.7;0;0;;4;5;80.0;0;1;0.0;5;1;1;0;0;0;0;0;0;Matches
511;Simone Verdi\Simone-Verdi;it ITA;MFFW;Torino;27;1992;14.7;3;1.5;+1.5;25;387;569;68.0;18;41;43.9;264;345;76.5;105;183;57.4;258;293;27;1;35;5;40;15;5;Matches
512;Jordan Veretout\Jordan-Veretout;fr FRA;MF;Roma;26;1993;21.3;0;1.7;-1.7;28;1020;1169;87.3;11;26;42.3;702;769;91.3;307;374;82.1;215;921;29;0;29;5;129;9;1;Matches
513;Valerio Verre\Valerio-Verre;it ITA;FWMF;Hellas Verona;25;1994;14.4;0;2.4;-2.4;22;362;496;73.0;21;43;48.8;291;363;80.2;50;90;55.6;106;354;4;4;7;0;29;13;1;Matches
514;Francesco Vicari\Francesco-Vicari;it ITA;DF;SPAL;24;1994;20.7;0;0.0;0.0;1;720;814;88.5;4;10;40.0;443;475;93.3;273;329;83.0;66;675;41;0;0;2;45;1;0;Matches
515;Ronaldo Vieira\Ronaldo-Vieira;gw GNB;MF;Sampdoria;21;1998;16.0;1;1.0;0.0;22;590;715;82.5;20;34;58.8;401;446;89.9;169;235;71.9;119;548;20;0;14;5;69;14;5;Matches
516;Mauro Vigorito\Mauro-Vigorito;it ITA;GK;Lecce;29;1990;4.7;0;0.0;0.0;0;109;153;71.2;0;1;0.0;63;63;100.0;46;89;51.7;20;98;16;0;0;0;0;0;0;Matches
517;Gonzalo Villar\Gonzalo-Villar;es ESP;MF;Roma;21;1998;1.2;0;0.1;-0.1;2;46;53;86.8;0;0;;35;40;87.5;11;13;84.6;7;40;2;0;0;0;4;0;0;Matches
518;Luigi Vitale\Luigi-Vitale;it ITA;DF;Hellas Verona;31;1987;0.4;0;0.0;0.0;0;8;13;61.5;0;1;0.0;6;8;75.0;2;4;50.0;10;2;0;0;0;1;0;0;0;Matches
519;Mattia Viviani\Mattia-Viviani;it ITA;MF;Brescia;18;2000;1.6;0;0.2;-0.2;1;59;71;83.1;2;8;25.0;42;43;97.7;15;20;75.0;14;57;4;0;3;0;5;3;0;Matches
520;Dušan Vlahović\Dusan-Vlahovic;rs SRB;FW;Fiorentina;19;2000;11.7;0;1.2;-1.2;12;161;232;69.4;8;27;29.6;140;180;77.8;13;25;52.0;145;53;0;0;1;1;11;2;1;Matches
