"id";"name";"nation";"position";"team";"age";"born";"90s";"Ast";"xA";"A-xA";"KP";"Cmp";"Att";"CmpPER";"shortCmp";"shortAtt";"shortCmpPER";"mediumCmp";"mediumAtt";"mediumCmpPER";"longCmp";"longAtt";"longCmpPER";"Left";"Right";"FK";"TB";"CK";"TI";"1/3";"PPA";"CrsPA";"Matches"
521;Stefan de Vrij\Stefan-de-Vrij;nl NED;DF;Inter;27;1992;21.3;3;0.5;+2.5;9;1017;1097;92.7;6;13;46.2;577;599;96.3;434;485;89.5;162;866;20;0;0;0;50;5;0;Matches
522;Walace\Walace;br BRA;MF;Udinese;24;1995;4.8;0;0.2;-0.2;5;246;279;88.2;5;12;41.7;195;209;93.3;46;58;79.3;34;223;7;0;0;2;16;3;0;Matches
523;Sebastian Walukiewicz\Sebastian-Walukiewicz;pl POL;DF;Cagliari;19;2000;3.6;0;0.0;0.0;0;179;197;90.9;0;2;0.0;98;105;93.3;81;90;90.0;22;167;6;0;0;0;4;0;0;Matches
524;Jawad El Yamiq\Jawad-El-Yamiq;ma MAR;DF;Genoa;27;1992;2.2;0;0.0;0.0;2;93;110;84.5;1;2;50.0;71;78;91.0;21;30;70.0;16;84;1;0;0;2;7;1;0;Matches
525;Amin Younes\Amin-Younes;de GER;FWMF;Napoli;25;1993;1.6;0;0.3;-0.3;4;81;101;80.2;2;5;40.0;74;83;89.2;5;13;38.5;16;84;0;0;0;1;6;4;1;Matches
526;Ashley Young\Ashley-Young;eng ENG;DF;Inter;34;1985;4.0;1;0.4;+0.6;6;129;170;75.9;0;4;0.0;99;121;81.8;30;45;66.7;27;103;0;0;0;33;5;3;1;Matches
527;Mattia Zaccagni\Mattia-Zaccagni;it ITA;FWMF;Hellas Verona;24;1995;16.4;4;2.5;+1.5;25;396;547;72.4;21;54;38.9;314;395;79.5;61;98;62.2;66;416;3;3;5;3;40;21;1;Matches
528;Nicolò Zaniolo\Nicolo-Zaniolo;it ITA;FWMF;Roma;20;1999;14.4;1;2.4;-1.4;18;295;374;78.9;2;17;11.8;228;272;83.8;65;85;76.5;322;34;1;0;1;9;24;11;2;Matches
529;Cristián Zapata\Cristian-Zapata;co COL;DF;Genoa;32;1986;12.0;0;0.7;-0.7;3;556;595;93.4;5;8;62.5;398;418;95.2;153;169;90.5;161;402;32;0;0;1;16;2;1;Matches
530;Duván Zapata\Duvan-Zapata;co COL;FW;Atalanta;28;1991;11.8;5;2.7;+2.3;17;225;308;73.1;7;26;26.9;198;250;79.2;20;32;62.5;51;228;0;0;0;2;5;6;0;Matches
531;Davide Zappacosta\Davide-Zappacosta;it ITA;DF;Roma;27;1992;0.1;0;0.0;0.0;0;11;13;84.6;0;0;;8;9;88.9;3;4;75.0;1;9;0;0;0;2;0;0;0;Matches
532;Simone Zaza\Simone-Zaza;it ITA;FW;Torino;28;1991;9.7;0;0.5;-0.5;4;112;177;63.3;2;16;12.5;93;134;69.4;17;27;63.0;100;41;2;0;0;0;9;0;0;Matches
533;Marvin Zeegelaar\Marvin-Zeegelaar;nl NED;DF;Udinese;28;1990;0.9;0;0.0;0.0;0;36;44;81.8;0;0;;27;32;84.4;9;12;75.0;35;6;1;0;0;3;1;0;0;Matches
534;Piotr Zieliński\Piotr-Zielinski;pl POL;MF;Napoli;25;1994;23.9;3;2.0;+1.0;29;1322;1519;87.0;29;57;50.9;1043;1135;91.9;250;327;76.5;385;1084;27;1;6;5;214;37;6;Matches
535;Jaromír Zmrhal\Jaromir-Zmrhal;cz CZE;MF;Brescia;25;1993;3.4;0;0.3;-0.3;3;63;95;66.3;6;10;60.0;47;63;74.6;10;22;45.5;65;19;0;0;1;0;2;3;0;Matches
536;Ervin Zukanović\Ervin-Zukanovic;ba BIH;DF;SPAL;32;1987;2.3;0;0.0;0.0;0;112;126;88.9;1;4;25.0;87;91;95.6;24;31;77.4;100;18;0;0;0;0;2;0;0;Matches
537;Szymon Żurkowski\Szymon-Zurkowski;pl POL;MF;Fiorentina;21;1997;0.1;0;0.0;0.0;0;4;4;100.0;0;0;;4;4;100.0;0;0;;2;2;0;0;0;0;1;0;0;Matches
538;Filip Đuričić\Filip-Djuricic;rs SRB;MFFW;Sassuolo;27;1992;9.3;3;1.8;+1.2;18;288;379;76.0;7;19;36.8;235;285;82.5;46;75;61.3;48;315;2;4;24;0;26;11;0;Matches
