"id";"name";"nation";"position";"Squad";"age";"born";"90s";"Gls";"PK";"PKatt";"Sh";"SoT";"FK";"SoT%";"Sh/90";"SoT/90";"G/Sh";"G/SoT";"xG";"npxG";"npxG/Sh";"G-xG";"np:G-xG";"Matches"
1;Francesco Acerbi\Francesco-Acerbi;it ITA;DF;Lazio;31;1988;23.5;2;0;0;12;6;0;50.0;0.51;0.26;0.17;0.33;1.5;1.5;0.13;+0.5;+0.5;Matches
2;Bobby Adekanye\Bobby-Adekanye;nl NED;FW;Lazio;20;1999;0.9;1;0;0;2;2;0;100.0;2.34;2.34;0.50;0.50;1.0;1.0;0.52;0.0;0.0;Matches
3;Claud Adjapong\Claud-Adjapong;it ITA;DF;Hellas Verona;21;1998;0.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
4;Lucien Agoume\Lucien-Agoume;fr FRA;MF;Inter;17;2002;0.1;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
5;Kevin Agudelo\Kevin-Agudelo;co COL;DF;Fiorentina;20;1998;0.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
6;Kevin Agudelo\Kevin-Agudelo;co COL;MFFW;Genoa;20;1998;7.4;1;0;0;10;2;0;20.0;1.35;0.27;0.10;0.50;1.0;1.0;0.10;0.0;0.0;Matches
7;Emmanuel Agyemang-Badu\Emmanuel-Agyemang-Badu;gh GHA;FWMF;Hellas Verona;28;1990;0.1;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
8;Ola Aina\Ola-Aina;ng NGA;DF;Torino;22;1996;16.2;0;0;0;8;2;0;25.0;0.49;0.12;0.00;0.00;0.2;0.2;0.03;-0.2;-0.2;Matches
9;Luis Alberto\Luis-Alberto;es ESP;MF;Lazio;26;1992;23.9;4;1;1;72;21;9;29.2;3.01;0.88;0.04;0.14;5.2;4.4;0.06;-1.2;-1.4;Matches
10;Enrico Alfonso\Enrico-Alfonso;it ITA;GK;Brescia;31;1988;3.1;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
11;Allan\Allan;br BRA;MF;Napoli;28;1991;12.2;1;0;0;10;5;0;50.0;0.82;0.41;0.10;0.20;0.5;0.5;0.05;+0.5;+0.5;Matches
12;Bruno Alves\Bruno-Alves;pt POR;DF;Parma;37;1981;19.1;0;0;0;14;1;7;7.1;0.73;0.05;0.00;0.00;0.7;0.7;0.05;-0.7;-0.7;Matches
13;Sofyan Amrabat\Sofyan-Amrabat;ma MAR;MF;Hellas Verona;22;1996;20.7;0;0;0;15;5;0;33.3;0.72;0.24;0.00;0.00;1.2;1.2;0.08;-1.2;-1.2;Matches
14;Lorenzo Andrenacci\Lorenzo-Andrenacci;it ITA;GK;Brescia;24;1995;0.9;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
15;Peter Ankersen\Peter-Ankersen;dk DEN;DF;Genoa;28;1990;9.4;0;0;0;13;3;0;23.1;1.39;0.32;0.00;0.00;0.7;0.7;0.06;-0.7;-0.7;Matches
16;Cristian Ansaldi\Cristian-Ansaldi;ar ARG;DFMF;Torino;32;1986;13.1;4;0;0;27;7;1;25.9;2.07;0.54;0.15;0.57;1.3;1.3;0.05;+2.7;+2.7;Matches
17;Mirko Antonucci\Mirko-Antonucci;it ITA;FWMF;Roma;20;1999;0.9;0;0;0;3;0;0;0.0;3.33;0.00;0.00;;0.2;0.2;0.05;-0.2;-0.2;Matches
18;Guilherme Arana\Guilherme-Arana;br BRA;DF;Atalanta;22;1997;0.8;0;0;0;1;0;0;0.0;1.18;0.00;0.00;;0.0;0.0;0.02;0.0;0.0;Matches
19;Kwadwo Asamoah\Kwadwo-Asamoah;gh GHA;DF;Inter;30;1988;7.1;0;0;0;3;0;0;0.0;0.42;0.00;0.00;;0.1;0.1;0.03;-0.1;-0.1;Matches
20;Emil Audero\Emil-Audero;it ITA;GK;Sampdoria;22;1997;24.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
21;Tommaso Augello\Tommaso-Augello;it ITA;DF;Sampdoria;24;1994;2.6;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
22;Florian Ayé\Florian-Aye;fr FRA;FW;Brescia;22;1997;10.0;0;0;0;14;3;0;21.4;1.40;0.30;0.00;0.00;1.6;1.6;0.12;-1.6;-1.6;Matches
23;Khouma Babacar\Khouma-Babacar;sn SEN;FW;Lecce;26;1993;11.0;2;0;2;36;13;0;36.1;3.27;1.18;0.06;0.15;4.9;3.2;0.11;-2.9;-1.2;Matches
24;Milan Badelj\Milan-Badelj;hr CRO;MF;Fiorentina;30;1989;14.3;1;0;0;15;2;0;13.3;1.05;0.14;0.07;0.50;1.3;1.3;0.09;-0.3;-0.3;Matches
25;Mario Balotelli\Mario-Balotelli;it ITA;FW;Brescia;28;1990;14.8;5;0;0;67;22;15;32.8;4.53;1.49;0.07;0.23;6.8;6.8;0.10;-1.8;-1.8;Matches
26;Mattia Bani\Mattia-Bani;it ITA;DF;Bologna;25;1993;20.8;4;0;0;15;7;0;46.7;0.72;0.34;0.27;0.57;2.9;2.9;0.19;+1.1;+1.1;Matches
27;Antonín Barák\Antonin-Barak;cz CZE;MF;Lecce;24;1994;5.0;1;0;0;7;4;0;57.1;1.40;0.80;0.14;0.25;0.6;0.6;0.09;+0.4;+0.4;Matches
28;Antonín Barák\Antonin-Barak;cz CZE;MF;Udinese;24;1994;2.1;0;0;0;4;2;0;50.0;1.90;0.95;0.00;0.00;0.1;0.1;0.03;-0.1;-0.1;Matches
29;Nicolò Barella\Nicolo-Barella;it ITA;MF;Inter;22;1997;15.1;1;0;0;14;4;0;28.6;0.93;0.27;0.07;0.25;1.1;1.1;0.08;-0.1;-0.1;Matches
30;Antonino Barillà\Antonino-Barilla;it ITA;MF;Parma;31;1988;13.8;1;0;0;14;2;0;14.3;1.01;0.14;0.07;0.50;1.3;1.3;0.09;-0.3;-0.3;Matches
31;Antonio Barreca\Antonio-Barreca;it ITA;DF;Genoa;24;1995;7.3;0;0;0;5;3;0;60.0;0.68;0.41;0.00;0.00;0.1;0.1;0.02;-0.1;-0.1;Matches
32;Édgar Barreto\Edgar-Barreto;py PAR;MF;Sampdoria;35;1984;1.0;0;0;0;1;1;0;100.0;1.00;1.00;0.00;0.00;0.0;0.0;0.04;0.0;0.0;Matches
33;Musa Barrow\Musa-Barrow;gm GAM;FWDF;Bologna;20;1998;5.5;3;0;0;19;7;1;36.8;3.47;1.28;0.16;0.43;1.1;1.1;0.06;+1.9;+1.9;Matches
34;Musa Barrow\Musa-Barrow;gm GAM;FWMF;Atalanta;20;1998;2.1;0;0;1;10;4;0;40.0;4.86;1.95;0.00;0.00;1.9;1.1;0.11;-1.9;-1.1;Matches
35;Daniele Baselli\Daniele-Baselli;it ITA;MF;Torino;27;1992;14.3;0;0;0;7;3;1;42.9;0.49;0.21;0.00;0.00;0.7;0.7;0.10;-0.7;-0.7;Matches
36;Alessandro Bastoni\Alessandro-Bastoni;it ITA;DF;Inter;20;1999;11.6;1;0;0;5;2;0;40.0;0.43;0.17;0.20;0.50;0.3;0.3;0.07;+0.7;+0.7;Matches
37;Bastos\Bastos;ao ANG;DF;Lazio;28;1991;5.0;1;0;0;4;2;0;50.0;0.80;0.40;0.25;0.50;0.7;0.7;0.17;+0.3;+0.3;Matches
38;Rodrigo Becão\Rodrigo-Becao;br BRA;DF;Udinese;23;1996;16.1;1;0;0;5;1;0;20.0;0.31;0.06;0.20;1.00;0.2;0.2;0.05;+0.8;+0.8;Matches
39;Asmir Begović\Asmir-Begovic;ba BIH;GK;Milan;32;1987;0.4;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
40;Valon Behrami\Valon-Behrami;ch SUI;MF;Genoa;34;1985;4.5;0;0;0;1;0;0;0.0;0.22;0.00;0.00;;0.0;0.0;0.03;0.0;0.0;Matches
