"id";"name";"nation";"position";"Squad";"age";"born";"MP";"Min";"Mn/MP";"Min%";"90s";"Starts";"Mn/Start";"Subs";"Mn/Sub";"unSub";"PPM";"onG";"onGA";"+/-";"+/-90";"On-Off";"onxG";"onxGA";"xG+/-";"xG+/-90";"On-Off-ex";"Matches"
136;Gianmarco Chironi\Gianmarco-Chironi;it ITA;GK;Lecce;21;1997;0;;;;;0;;0;;8;;;;;;;;;;;;Matches
137;Luca Cigarini\Luca-Cigarini;it ITA;MF;Cagliari;33;1986;20;1503;75;66.8;16.7;18;83;2;5;4;1.30;29;26;+3;+0.18;+0.42;20.5;23.4;-2.9;-0.17;+0.76;Matches
138;Giuseppe Ciocci\Giuseppe-Ciocci;it ITA;GK;Cagliari;17;2002;0;;;;;0;;0;;5;;;;;;;;;;;;Matches
139;Thiago Cionek\Thiago-Cionek;pl POL;DF;SPAL;33;1986;19;1504;79;66.8;16.7;16;87;3;36;4;0.58;14;27;-13;-0.78;+0.67;20.9;32.2;-11.4;-0.68;-0.33;Matches
140;Andrea Cistana\Andrea-Cistana;it ITA;DF;Brescia;22;1997;21;1838;88;81.7;20.4;21;88;0;;0;0.62;17;35;-18;-0.88;+0.43;23.0;37.9;-14.9;-0.73;-0.13;Matches
141;Denilho Cleonise\Denilho-Cleonise;nl NED;FW;Genoa;17;2001;4;43;11;1.9;0.5;0;;4;11;3;0.50;0;0;0;0.00;+0.69;0.8;0.7;+0.1;+0.28;+0.69;Matches
142;Luca Coccolo\Luca-Coccolo;it ITA;DF;Juventus;21;1998;0;;;;;0;;0;;5;;;;;;;;;;;;Matches
143;Silvio Colella\Silvio-Colella;it ITA;DF;Lecce;17;2002;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
144;Ebrima Colley\Ebrima-Colley;gm GAM;FW;Atalanta;19;2000;1;7;7;0.3;0.1;0;;1;7;5;0.00;0;0;0;0.00;-1.44;0.3;0.1;+0.2;+2.23;+0.84;Matches
145;Omar Colley\Omar-Colley;gm GAM;DF;Sampdoria;26;1992;21;1890;90;87.5;21.0;21;90;0;;2;0.95;21;38;-17;-0.81;-0.81;26.7;28.1;-1.4;-0.07;-0.90;Matches
146;Simone Colombi\Simone-Colombi;it ITA;GK;Parma;28;1991;3;270;90;12.5;3.0;3;90;0;;21;1.33;3;3;0;0.00;-0.10;3.1;5.6;-2.4;-0.81;-0.44;Matches
147;Andrea Consigli\Andrea-Consigli;it ITA;GK;Sassuolo;32;1987;19;1710;90;79.2;19.0;19;90;0;;0;1.21;31;33;-2;-0.11;-0.31;26.8;30.9;-4.1;-0.21;+0.87;Matches
148;Andrea Conti\Andrea-Conti;it ITA;DF;Milan;25;1994;15;1158;77;51.5;12.9;13;87;2;13;9;1.47;14;21;-7;-0.54;-0.71;17.7;20.0;-2.3;-0.18;-0.46;Matches
149;Gabriele Corbo\Gabriele-Corbo;it ITA;DF;Bologna;19;2000;0;;;;;0;;0;;25;;;;;;;;;;;;Matches
150;Andreas Cornelius\Andreas-Cornelius;dk DEN;FW;Parma;26;1993;17;919;54;42.5;10.2;9;79;8;26;3;1.82;20;10;+10;+0.98;+1.56;14.8;16.6;-1.8;-0.17;+0.46;Matches
151;Joaquín Correa\Joaquin-Correa;ar ARG;FWMF;Lazio;24;1994;22;1568;71;67.0;17.4;17;85;5;26;1;2.36;37;19;+18;+1.03;-1.18;33.2;23.5;+9.7;+0.56;-0.61;Matches
152;E. Corvi\E-Corvi;it ITA;GK;Parma;18;2001;0;;;;;0;;0;;3;;;;;;;;;;;;Matches
153;Angelo da Costa Júnior\Angelo-da-Costa-Junior;br BRA;GK;Bologna;35;1983;1;90;90;3.8;1.0;1;90;0;;25;1.00;1;1;0;0.00;+0.16;1.4;0.6;+0.7;+0.74;+0.55;Matches
154;Douglas Costa\Douglas-Costa;br BRA;FWMF;Juventus;28;1990;13;456;35;20.3;5.1;5;65;8;17;2;2.38;16;5;+11;+2.17;+1.52;10.2;5.1;+5.1;+1.01;+0.29;Matches
155;Alessio Cragno\Alessio-Cragno;it ITA;GK;Cagliari;25;1994;4;360;90;16.0;4.0;4;90;0;;2;0.50;3;5;-2;-0.50;-0.64;4.9;5.8;-1.0;-0.24;+0.22;Matches
156;Domenico Criscito\Domenico-Criscito;it ITA;DF;Genoa;32;1986;18;1539;86;68.4;17.1;18;86;0;;1;1.00;21;29;-8;-0.47;+0.67;22.8;28.0;-5.1;-0.30;+0.30;Matches
157;Bryan Cristante\Bryan-Cristante;it ITA;MF;Roma;24;1995;15;1031;69;44.1;11.5;12;82;3;15;0;1.53;26;21;+5;+0.44;-0.32;25.3;17.3;+8.0;+0.69;+0.15;Matches
158;Sebastián Cristóforo\Sebastian-Cristoforo;uy URU;MF;Fiorentina;25;1993;1;90;90;4.0;1.0;1;90;0;;17;0.00;0;1;-1;-1.00;-0.88;1.1;2.1;-1.0;-0.99;-1.14;Matches
159;Juan Cuadrado\Juan-Cuadrado;co COL;DFFW;Juventus;31;1988;22;1748;79;77.7;19.4;18;89;4;38;2;2.32;37;15;+22;+1.13;+0.77;37.9;18.7;+19.2;+0.99;+0.91;Matches
160;Jaume Cuéllar\Jaume-Cuellar;bo BOL;FW;SPAL;17;2001;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
161;Felipe Curcio\Felipe-Curcio;br BRA;DF;Brescia;26;1993;1;4;4;0.2;0.0;0;;1;4;2;0.00;0;0;0;0.00;+0.96;0.0;0.0;0.0;0.00;+0.71;Matches
162;Patrick Cutrone\Patrick-Cutrone;it ITA;FW;Fiorentina;21;1998;6;280;47;12.4;3.1;4;61;2;19;1;1.33;4;1;+3;+0.96;+1.28;4.5;4.8;-0.3;-0.09;-0.22;Matches
163;Lennart-Marten Czyborra\Lennart-Marten-Czyborra;de GER;DF;Atalanta;20;1999;0;;;;;0;;0;;4;;;;;;;;;;;;Matches
164;Marco D'Alessandro\Marco-DAlessandro;it ITA;DF;SPAL;28;1991;4;259;65;11.5;2.9;4;65;0;;0;0.75;3;4;-1;-0.35;+0.74;2.9;5.7;-2.8;-0.97;-0.46;Matches
165;Danilo D'Ambrosio\Danilo-DAmbrosio;it ITA;DF;Inter;30;1988;12;760;63;35.2;8.4;8;89;4;12;5;2.42;17;5;+12;+1.42;+0.46;13.0;8.0;+5.1;+0.60;-0.20;Matches
166;Jacopo Da Riva\Jacopo-Da-Riva;it ITA;MF;Atalanta;18;2000;0;;;;;0;;0;;5;;;;;;;;;;;;Matches
167;Bryan Dabo\Bryan-Dabo;bf BFA;MF;SPAL;27;1992;4;292;73;13.0;3.2;4;73;0;;1;0.75;5;9;-4;-1.23;-0.27;5.1;7.1;-2.0;-0.61;-0.05;Matches
168;Felipe dal Belo\Felipe-dal-Belo;br BRA;DF;SPAL;35;1984;11;671;61;29.8;7.5;8;79;3;12;12;0.45;7;16;-9;-1.21;-0.30;10.3;15.1;-4.8;-0.65;-0.11;Matches
169;Christian Dalle Mura\Christian-Dalle-Mura;it ITA;DF;Fiorentina;17;2002;0;;;;;0;;0;;4;;;;;;;;;;;;Matches
170;Antonio Daniele\Antonio-Daniele;it ITA;GK;Napoli;17;2002;0;;;;;0;;0;;3;;;;;;;;;;;;Matches
171;Danilo\Danilo;br BRA;DF;Juventus;28;1991;12;773;64;34.4;8.6;8;74;4;46;8;2.42;18;12;+6;+0.70;-0.40;15.4;11.1;+4.3;+0.50;-0.44;Matches
172;Andrea Danzi\Andrea-Danzi;it ITA;MF;Hellas Verona;20;1999;1;;0;0.0;0.0;0;;1;0;16;3.00;0;0;0;;;0.0;0.1;-0.1;;;Matches
173;Ebrima Darboe\Ebrima-Darboe;gm GAM;MF;Roma;18;2001;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
174;Matteo Darmian\Matteo-Darmian;it ITA;DF;Parma;29;1989;20;1752;88;81.1;19.5;20;88;0;;0;1.45;26;25;+1;+0.05;-0.17;21.9;31.3;-9.4;-0.48;-0.26;Matches
175;Paweł Dawidowicz\Pawel-Dawidowicz;pl POL;DF;Hellas Verona;24;1995;13;550;42;25.5;6.1;5;73;8;23;8;1.62;9;4;+5;+0.82;+0.87;9.9;7.8;+2.1;+0.35;+0.44;Matches
176;Sebastien De Maio\Sebastien-De-Maio;fr FRA;DF;Udinese;32;1987;13;898;69;39.9;10.0;10;87;3;8;10;1.08;8;14;-6;-0.60;+0.06;9.8;13.5;-3.7;-0.37;+0.24;Matches
177;Rodrigo De Paul\Rodrigo-De-Paul;ar ARG;MF;Udinese;25;1994;22;1747;79;77.6;19.4;21;82;1;19;0;1.05;18;32;-14;-0.72;-0.36;22.1;31.6;-9.5;-0.49;+0.13;Matches
178;Mattia De Sciglio\Mattia-De-Sciglio;it ITA;DF;Juventus;26;1992;7;391;56;17.4;4.3;5;75;2;8;10;2.57;8;3;+5;+1.15;+0.23;7.0;5.4;+1.6;+0.36;-0.52;Matches
179;Lorenzo De Silvestri\Lorenzo-De-Silvestri;it ITA;DF;Torino;31;1988;19;1544;81;68.6;17.2;18;85;1;12;5;1.32;17;34;-17;-0.99;-0.99;16.0;31.3;-15.4;-0.89;-0.39;Matches
180;Grégoire Defrel\Gregoire-Defrel;mq MTQ;FWMF;Sassuolo;28;1991;11;573;52;26.5;6.4;5;86;6;24;3;1.45;12;12;0;0.00;+0.06;10.4;9.5;+0.9;+0.14;+0.72;Matches
181;Alessandro Deiola\Alessandro-Deiola;it ITA;MF;Cagliari;23;1995;1;;0;0.0;0.0;0;;1;0;15;0.00;0;1;-1;;;0.0;0.2;-0.2;;;Matches
182;Alessandro Deiola\Alessandro-Deiola;it ITA;MF;Lecce;23;1995;8;684;86;29.2;7.6;8;86;0;;0;1.25;10;20;-10;-1.32;-0.66;8.7;18.6;-9.9;-1.30;-0.37;Matches
183;Cristian Dell'Orco\Cristian-DellOrco;it ITA;DF;Lecce;25;1994;9;693;77;29.6;7.7;8;86;1;5;12;0.67;4;13;-9;-1.17;-0.46;7.7;15.0;-7.4;-0.96;+0.12;Matches
184;Merih Demiral\Merih-Demiral;tr TUR;DF;Juventus;21;1998;5;379;76;16.8;4.2;5;76;0;;14;3.00;13;3;+10;+2.37;+1.70;8.6;4.6;+3.9;+0.93;+0.17;Matches
185;Diego Demme\Diego-Demme;de GER;MF;Napoli;27;1991;6;369;62;15.8;4.1;4;77;2;32;1;2.00;7;6;+1;+0.24;+0.06;6.8;4.0;+2.8;+0.68;+0.18;Matches
186;Stefano Denswil\Stefano-Denswil;nl NED;DF;Bologna;26;1993;17;1514;89;64.7;16.8;17;89;0;;5;1.47;25;27;-2;-0.12;+0.10;27.5;19.4;+8.2;+0.49;+0.78;Matches
187;Fabio Depaoli\Fabio-Depaoli;it ITA;DFMF;Sampdoria;22;1997;15;895;60;41.4;9.9;10;77;5;24;1;1.07;9;13;-4;-0.40;+0.52;10.1;10.3;-0.2;-0.02;-0.11;Matches
188;Kastriot Dermaku\Kastriot-Dermaku;al ALB;DF;Parma;27;1992;8;565;71;26.2;6.3;6;88;2;20;16;1.88;11;7;+4;+0.64;+0.75;7.9;8.7;-0.8;-0.14;+0.40;Matches
189;Daniele Dessena\Daniele-Dessena;it ITA;MF;Brescia;32;1987;12;866;72;38.5;9.6;11;75;1;45;0;0.50;9;12;-3;-0.31;+1.05;8.3;17.9;-9.6;-0.99;-0.47;Matches
190;Mattia Destro\Mattia-Destro;it ITA;FW;Genoa;28;1991;2;19;10;0.8;0.2;0;;2;10;6;0.50;1;0;+1;+4.74;+5.46;0.8;1.1;-0.3;-1.32;-0.93;Matches
191;Mattia Destro\Mattia-Destro;it ITA;FW;Bologna;28;1991;5;184;37;7.9;2.0;2;72;3;13;6;1.40;1;1;0;0.00;+0.17;3.6;1.5;+2.1;+1.02;+0.87;Matches
192;Samuel Di Carmine\Samuel-Di-Carmine;it ITA;FW;Hellas Verona;30;1988;11;719;65;33.3;8.0;9;75;2;21;6;0.82;8;11;-3;-0.38;-0.81;10.2;11.2;-0.9;-0.12;-0.20;Matches
193;Federico Di Francesco\Federico-Di-Francesco;it ITA;FW;SPAL;25;1994;15;954;64;42.4;10.6;12;76;3;14;2;0.67;11;22;-11;-1.04;-0.07;13.5;20.8;-7.3;-0.69;-0.20;Matches
194;Giovanni Di Lorenzo\Giovanni-Di-Lorenzo;it ITA;DF;Napoli;25;1993;25;2250;90;96.2;25.0;25;90;0;;1;1.44;37;35;+2;+0.08;-2.92;40.2;28.1;+12.1;+0.48;-1.03;Matches
195;Amadou Diawara\Amadou-Diawara;gn GUI;MF;Roma;22;1997;12;860;72;36.8;9.6;10;84;2;10;4;1.75;18;10;+8;+0.84;+0.35;18.6;12.5;+6.1;+0.64;+0.04;Matches
196;Lorenzo Dickmann\Lorenzo-Dickmann;it ITA;DFMF;SPAL;22;1996;0;;;;;0;;0;;2;;;;;;;;;;;;Matches
197;Mitchell Dijks\Mitchell-Dijks;nl NED;DF;Bologna;26;1993;4;315;79;13.5;3.5;4;79;0;;0;1.75;6;4;+2;+0.57;+0.84;7.6;2.1;+5.5;+1.58;+1.59;Matches
198;Federico Dimarco\Federico-Dimarco;it ITA;DFMF;Inter;21;1997;3;24;8;1.1;0.3;0;;3;8;18;2.33;0;0;0;0.00;-1.14;0.3;0.3;+0.1;+0.24;-0.49;Matches
199;Federico Dimarco\Federico-Dimarco;it ITA;DF;Hellas Verona;21;1997;1;11;11;0.5;0.1;0;;1;11;3;3.00;1;0;+1;+8.18;+8.06;0.8;0.1;+0.7;+5.77;+5.79;Matches
200;Koffi Djidji\Koffi-Djidji;ci CIV;DF;Torino;26;1992;12;696;58;30.9;7.7;8;80;4;13;13;1.33;8;19;-11;-1.42;-1.07;8.4;18.0;-9.7;-1.25;-0.69;Matches
201;Berat Djimsiti\Berat-Djimsiti;al ALB;DF;Atalanta;26;1993;22;1871;85;83.2;20.8;21;87;1;45;2;1.86;54;28;+26;+1.25;-1.12;48.2;20.3;+27.9;+1.34;-0.27;Matches
202;Nicolás Domínguez\Nicolas-Dominguez;ar ARG;MF;Bologna;21;1998;5;215;43;9.2;2.4;2;80;3;19;3;1.00;2;2;0;0.00;+0.17;2.9;2.2;+0.7;+0.27;+0.07;Matches
203;Giulio Donati\Giulio-Donati;it ITA;DF;Lecce;29;1990;9;803;89;34.3;8.9;9;89;0;;1;1.11;12;21;-9;-1.01;-0.25;10.6;20.4;-9.8;-1.10;-0.09;Matches
204;Alfredo Donnarumma\Alfredo-Donnarumma;it ITA;FW;Brescia;28;1990;20;1019;51;45.3;11.3;12;75;8;15;4;0.65;10;23;-13;-1.15;-0.34;13.0;20.1;-7.1;-0.62;+0.15;Matches
205;Antonio Donnarumma\Antonio-Donnarumma;it ITA;GK;Milan;29;1990;1;;0;0.0;0.0;0;;1;0;24;0.00;1;2;-1;;;0.0;0.0;0.0;;;Matches
206;Gianluigi Donnarumma\Gianluigi-Donnarumma;it ITA;GK;Milan;20;1999;24;2122;88;94.3;23.6;24;88;0;;0;1.38;24;30;-6;-0.25;-0.96;31.8;29.0;+2.8;+0.12;+1.33;Matches
207;Bartłomiej Drągowski\Bartlomiej-Dragowski;pl POL;GK;Fiorentina;21;1997;25;2250;90;100.0;25.0;25;90;0;;0;1.16;32;36;-4;-0.16;;35.7;33.1;+2.6;+0.10;;Matches
208;Léo Duarte\Leo-Duarte;br BRA;DF;Milan;23;1996;5;392;78;17.4;4.4;4;90;1;32;7;1.20;5;6;-1;-0.23;-0.04;4.8;6.1;-1.4;-0.32;-0.44;Matches
209;Augustas Dubickas\Augustas-Dubickas;lt LTU;MF;Lecce;18;2001;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
210;Edgaras Dubickas\Edgaras-Dubickas;lt LTU;DF;Lecce;21;1998;1;2;2;0.1;0.0;0;;1;2;14;1.00;1;0;+1;+45.00;+45.89;0.7;0.0;+0.7;+30.81;+31.88;Matches
211;Luka Dumancic\Luka-Dumancic;hr CRO;DF;Lecce;20;1998;0;;;;;0;;0;;4;;;;;;;;;;;;Matches
212;Alfred Duncan\Alfred-Duncan;gh GHA;MF;Sassuolo;26;1993;13;846;65;39.2;9.4;10;80;3;14;5;1.08;19;20;-1;-0.11;-0.11;12.0;17.7;-5.6;-0.60;-0.33;Matches
213;Alfred Duncan\Alfred-Duncan;gh GHA;MF;Fiorentina;26;1993;2;161;81;7.2;1.8;2;81;0;;0;2.00;5;1;+4;+2.24;+2.58;4.9;2.5;+2.4;+1.31;+1.30;Matches
214;Paulo Dybala\Paulo-Dybala;ar ARG;FWMF;Juventus;25;1993;23;1494;65;66.4;16.6;17;79;6;25;2;2.43;35;16;+19;+1.14;+0.55;32.0;16.8;+15.1;+0.91;+0.38;Matches
215;Edin Džeko\Edin-Dzeko;ba BIH;FW;Roma;33;1986;25;2124;85;90.8;23.6;23;89;2;34;1;1.68;46;32;+14;+0.59;-0.24;45.8;31.9;+13.9;+0.59;-0.27;Matches
216;Blerim Džemaili\Blerim-Dzemaili;ch SUI;MF;Bologna;33;1986;14;695;50;29.7;7.7;8;77;6;14;4;1.29;13;18;-5;-0.65;-0.70;9.2;12.9;-3.7;-0.48;-0.98;Matches
217;Simone Edera\Simone-Edera;it ITA;FWDF;Torino;22;1997;6;124;21;5.5;1.4;1;64;5;12;8;1.00;1;5;-4;-2.90;-2.35;1.4;3.3;-2.0;-1.42;-0.69;Matches
218;Albin Ekdal\Albin-Ekdal;se SWE;MF;Sampdoria;30;1989;22;1567;71;72.5;17.4;17;85;5;24;0;1.05;19;30;-11;-0.63;+0.28;23.0;20.4;+2.6;+0.15;+0.38;Matches
219;Elif Elmas\Elif-Elmas;mk MKD;MF;Napoli;19;1999;16;716;45;30.6;8.0;8;76;8;14;9;2.06;16;10;+6;+0.75;+0.81;11.1;8.1;+3.0;+0.38;-0.21;Matches
220;Alan Empereur\Alan-Empereur;br BRA;DF;Hellas Verona;25;1994;3;225;75;10.4;2.5;2;90;1;45;18;1.00;4;5;-1;-0.40;-0.63;3.8;5.7;-1.9;-0.75;-0.85;Matches
221;Christian Eriksen\Christian-Eriksen;dk DEN;MF;Inter;27;1992;3;89;30;4.1;1.0;1;58;2;16;0;2.00;1;0;+1;+1.01;-0.12;1.6;1.1;+0.5;+0.46;-0.28;Matches
222;Sebastian Eriksson\Sebastian-Eriksson;se SWE;DFMF;Genoa;30;1989;0;;;;;0;;0;;5;;;;;;;;;;;;Matches
223;Espeto\Espeto;br BRA;DF;SPAL;22;1997;20;1401;70;62.3;15.6;16;81;4;28;3;0.75;13;27;-14;-0.90;+0.27;19.2;25.6;-6.3;-0.41;+0.44;Matches
224;Sebastiano Esposito\Sebastiano-Esposito;it ITA;FW;Inter;17;2002;6;179;30;8.3;2.0;2;75;4;8;13;2.67;8;1;+7;+3.52;+2.61;4.4;1.6;+2.8;+1.43;+0.76;Matches
225;Valentin Eysseric\Valentin-Eysseric;fr FRA;MF;Fiorentina;27;1992;3;39;13;1.7;0.4;0;;3;13;9;0.67;1;1;0;0.00;+0.16;0.8;0.9;-0.1;-0.30;-0.41;Matches
226;Valentin Eysseric\Valentin-Eysseric;fr FRA;FW;Hellas Verona;27;1992;1;20;20;0.9;0.2;0;;1;20;3;1.00;0;0;0;0.00;-0.17;0.6;0.3;+0.3;+1.24;+1.24;Matches
227;Filippo Falco\Filippo-Falco;it ITA;FWMF;Lecce;27;1992;19;1367;72;58.4;15.2;15;80;4;43;2;1.05;19;26;-7;-0.46;+0.93;18.4;30.6;-12.2;-0.80;+0.56;Matches
228;Wladimiro Falcone\Wladimiro-Falcone;it ITA;GK;Sampdoria;24;1995;0;;;;;0;;0;;22;;;;;;;;;;;;Matches
229;Iago Falque\Iago-Falque;es ESP;MF;Genoa;29;1990;1;32;32;1.4;0.4;0;;1;32;1;0.00;1;1;0;0.00;+0.69;0.9;0.7;+0.2;+0.49;+0.90;Matches
230;Iago Falque\Iago-Falque;es ESP;MFFW;Torino;29;1990;4;99;25;4.4;1.1;1;45;3;18;5;0.50;0;3;-3;-2.73;-2.14;0.9;2.1;-1.2;-1.09;-0.33;Matches
231;Andri Fannar Baldursson\Andri-Fannar-Baldursson;is ISL;MF;Bologna;17;2002;1;31;31;1.3;0.3;0;;1;31;2;1.00;1;0;+1;+2.90;+3.10;1.1;0.2;+0.8;+2.35;+2.17;Matches
232;Paolo Faragò\Paolo-Farago;it ITA;DF;Cagliari;26;1993;12;853;71;37.9;9.5;10;82;2;18;4;1.08;16;20;-4;-0.42;-0.74;12.8;13.8;-1.0;-0.11;+0.51;Matches
233;Davide Faraoni\Davide-Faraoni;it ITA;DF;Hellas Verona;27;1991;24;2160;90;100.0;24.0;24;90;0;;0;1.46;28;24;+4;+0.17;;32.3;32.0;+0.3;+0.01;;Matches
234;Mohamed Fares\Mohamed-Fares;dz ALG;MFFW;SPAL;23;1996;1;30;30;1.3;0.3;0;;1;30;2;0.00;1;0;+1;+3.00;+4.05;0.8;1.1;-0.3;-0.97;-0.41;Matches
235;Diego Farias\Diego-Farias;br BRA;FWMF;Lecce;29;1990;12;480;40;20.5;5.3;4;64;8;28;0;0.83;12;9;+3;+0.56;+1.77;8.3;11.6;-3.3;-0.62;+0.53;Matches
236;Andrea Favilli\Andrea-Favilli;it ITA;FW;Genoa;22;1997;12;423;35;18.8;4.7;4;68;8;19;8;0.58;2;5;-3;-0.64;+0.05;7.0;6.7;+0.4;+0.08;+0.59;Matches
237;Federico Fazio\Federico-Fazio;ar ARG;DF;Roma;32;1987;12;901;75;38.5;10.0;11;82;1;4;9;1.92;22;16;+6;+0.60;-0.03;21.4;12.9;+8.5;+0.85;+0.38;Matches
238;Luiz Felipe\Luiz-Felipe;br BRA;DF;Lazio;22;1997;19;1467;77;62.7;16.3;18;81;1;11;4;2.42;37;15;+22;+1.35;-0.20;30.7;21.6;+9.1;+0.56;-0.53;Matches
239;Lucas Felippe\Lucas-Felippe;br BRA;MF;Hellas Verona;19;2000;0;;;;;0;;0;;3;;;;;;;;;;;;Matches
240;Alex Ferrari\Alex-Ferrari;it ITA;DF;Sampdoria;25;1994;12;1005;84;46.5;11.2;11;88;1;36;4;1.17;11;13;-2;-0.18;+0.99;14.0;8.2;+5.8;+0.52;+0.90;Matches
241;Sergio Floccari\Sergio-Floccari;it ITA;FW;SPAL;37;1981;19;727;38;32.3;8.1;6;84;13;17;6;0.42;3;15;-12;-1.49;-0.72;9.9;13.0;-3.1;-0.38;+0.28;Matches
242;Alessandro Florenzi\Alessandro-Florenzi;it ITA;DFFW;Roma;28;1991;14;1002;72;42.8;11.1;12;82;2;7;5;1.79;21;15;+6;+0.54;-0.13;19.3;15.8;+3.5;+0.32;-0.52;Matches
243;Seko Fofana\Seko-Fofana;ci CIV;MF;Udinese;24;1995;20;1441;72;64.0;16.0;16;84;4;26;5;1.05;13;19;-6;-0.37;+0.74;17.5;21.2;-3.7;-0.23;+0.80;Matches
244;Matias Fonseca\Matias-Fonseca;it ITA;FW;Inter;18;2001;0;;;;;0;;0;;2;;;;;;;;;;;;Matches
245;Remo Freuler\Remo-Freuler;ch SUI;MF;Atalanta;27;1992;20;1450;73;64.4;16.1;17;81;3;26;5;2.10;45;21;+24;+1.49;+0.14;38.8;18.7;+20.2;+1.25;-0.39;Matches
246;Daniel Fuzato\Daniel-Fuzato;br BRA;GK;Roma;22;1997;0;;;;;0;;0;;26;;;;;;;;;;;;Matches
247;Matteo Gabbia\Matteo-Gabbia;it ITA;DF;Milan;19;1999;2;120;60;5.3;1.3;1;74;1;46;22;2.00;1;0;+1;+0.75;+1.00;1.4;0.7;+0.6;+0.47;+0.45;Matches
248;Manolo Gabbiadini\Manolo-Gabbiadini;it ITA;FW;Sampdoria;27;1991;20;1358;68;62.9;15.1;16;80;4;20;3;1.05;18;28;-10;-0.66;+0.12;21.6;20.7;+0.9;+0.06;+0.05;Matches
249;Gabriel\Gabriel;br BRA;GK;Lecce;26;1992;22;1918;87;82.0;21.3;22;87;0;;2;0.73;25;47;-22;-1.03;-1.03;25.4;48.6;-23.2;-1.09;-0.29;Matches
250;Gianluca Gaetano\Gianluca-Gaetano;it ITA;MF;Napoli;19;2000;0;;;;;0;;0;;19;;;;;;;;;;;;Matches
251;Luca Gagliano\Luca-Gagliano;it ITA;FW;Cagliari;19;2000;0;;;;;0;;0;;2;;;;;;;;;;;;Matches
252;Roberto Gagliardini\Roberto-Gagliardini;it ITA;MFDF;Inter;25;1994;11;784;71;36.3;8.7;9;80;2;31;4;2.64;21;11;+10;+1.15;+0.04;15.6;10.9;+4.7;+0.54;-0.30;Matches
253;Riccardo Gagliolo\Riccardo-Gagliolo;se SWE;DF;Parma;29;1990;21;1693;81;78.4;18.8;20;84;1;7;1;1.67;29;21;+8;+0.43;+1.58;22.5;28.9;-6.5;-0.34;+0.42;Matches
254;Antonino Gallo\Antonino-Gallo;it ITA;DF;Lecce;19;2000;0;;;;;0;;0;;10;;;;;;;;;;;;Matches
255;Daniele Gastaldello\Daniele-Gastaldello;it ITA;DF;Brescia;36;1983;4;143;36;6.4;1.6;1;68;3;25;19;1.50;0;5;-5;-3.15;-2.34;2.4;2.2;+0.2;+0.11;+0.88;Matches
256;Luca Gemello\Luca-Gemello;it ITA;GK;Torino;19;2000;0;;;;;0;;0;;2;;;;;;;;;;;;Matches
257;Gervinho\Gervinho;ci CIV;FW;Parma;32;1987;18;1397;78;64.7;15.5;17;82;1;6;0;1.67;20;16;+4;+0.26;+0.49;18.5;22.7;-4.1;-0.27;+0.47;Matches
258;Rachid Ghezzal\Rachid-Ghezzal;dz ALG;MFFW;Fiorentina;27;1992;10;274;27;12.2;3.0;3;55;7;16;13;1.30;4;4;0;0.00;+0.18;4.2;4.0;+0.2;+0.06;-0.05;Matches
259;Paolo Ghiglione\Paolo-Ghiglione;it ITA;DF;Genoa;22;1997;20;1587;79;70.5;17.6;19;84;1;0;3;0.80;18;34;-16;-0.91;-0.77;19.9;29.7;-9.8;-0.56;-0.55;Matches
260;Andrea Ghion\Andrea-Ghion;it ITA;MF;Sassuolo;19;2000;0;;;;;0;;0;;9;;;;;;;;;;;;Matches
261;Faouzi Ghoulam\Faouzi-Ghoulam;dz ALG;DF;Napoli;28;1991;5;300;60;12.8;3.3;3;75;2;38;7;2.00;6;4;+2;+0.60;+0.47;5.8;4.3;+1.5;+0.46;-0.07;Matches
262;Diego Godín\Diego-Godin;uy URU;DF;Inter;33;1986;16;1090;68;50.5;12.1;12;83;4;24;7;1.88;19;11;+8;+0.66;-0.94;18.3;13.9;+4.4;+0.36;-0.74;Matches
263;Edoardo Goldaniga\Edoardo-Goldaniga;it ITA;DF;Sassuolo;25;1993;0;;;;;0;;0;;2;;;;;;;;;;;;Matches
264;Edoardo Goldaniga\Edoardo-Goldaniga;it ITA;DF;Genoa;25;1993;4;189;47;8.4;2.1;2;72;2;23;18;1.00;3;7;-4;-1.90;-1.34;3.2;4.6;-1.4;-0.66;-0.29;Matches
265;Pierluigi Gollini\Pierluigi-Gollini;it ITA;GK;Atalanta;24;1995;22;1980;90;88.0;22.0;22;90;0;;3;1.91;60;31;+29;+1.32;-1.02;55.4;24.6;+30.8;+1.40;+0.09;Matches
266;Papu Gómez\Papu-Gomez;ar ARG;MFFW;Atalanta;31;1988;24;1904;79;84.6;21.2;23;81;1;33;0;2.00;63;29;+34;+1.61;+1.09;51.8;23.7;+28.1;+1.33;-0.39;Matches
267;Robin Gosens\Robin-Gosens;de GER;DF;Atalanta;25;1994;22;1767;80;78.5;19.6;21;84;1;11;3;1.86;55;26;+29;+1.48;+0.17;48.1;20.6;+27.5;+1.40;+0.05;Matches
268;Alberto Grassi\Alberto-Grassi;it ITA;MF;Parma;24;1995;11;375;34;17.4;4.2;3;73;8;20;4;1.82;6;9;-3;-0.72;-0.97;3.9;6.6;-2.8;-0.66;-0.28;Matches
