"id";"name";"nation";"position";"Squad";"age";"born";"MP";"Min";"Mn/MP";"Min%";"90s";"Starts";"Mn/Start";"Subs";"Mn/Sub";"unSub";"PPM";"onG";"onGA";"+/-";"+/-90";"On-Off";"onxG";"onxGA";"xG+/-";"xG+/-90";"On-Off-ex";"Matches"
1;Francesco Acerbi\Francesco-Acerbi;it ITA;DF;Lazio;31;1988;24;2116;88;90.4;23.5;24;88;0;;1;2.33;55;20;+35;+1.49;+0.69;45.9;27.0;+18.9;+0.80;+0.48;Matches
2;Bobby Adekanye\Bobby-Adekanye;nl NED;FW;Lazio;20;1999;3;77;26;3.3;0.9;0;;3;26;20;3.00;2;2;0;0.00;-1.47;2.6;0.7;+1.8;+2.12;+1.41;Matches
3;Claud Adjapong\Claud-Adjapong;it ITA;DF;Hellas Verona;21;1998;1;3;3;0.1;0.0;0;;1;3;23;0.00;0;1;-1;-30.00;-30.21;0.0;0.4;-0.4;-13.06;-13.10;Matches
4;Andrea Adorante\Andrea-Adorante;it ITA;FW;Parma;19;2000;0;;;;;0;;0;;6;;;;;;;;;;;;Matches
5;Lucien Agoume\Lucien-Agoume;fr FRA;MF;Inter;17;2002;1;6;6;0.3;0.1;0;;1;6;10;1.00;0;1;-1;-15.00;-16.17;0.0;0.1;-0.1;-1.44;-2.18;Matches
6;Kevin Agudelo\Kevin-Agudelo;co COL;DF;Fiorentina;20;1998;1;1;1;0.0;0.0;0;;1;1;3;0.00;0;1;-1;-90.00;-89.88;0.0;0.6;-0.6;-49.79;-49.91;Matches
7;Kevin Agudelo\Kevin-Agudelo;co COL;MFFW;Genoa;20;1998;10;666;67;29.6;7.4;7;86;3;21;5;0.60;8;11;-3;-0.41;+0.39;8.4;11.3;-3.0;-0.40;-0.01;Matches
8;Emmanuel Agyemang-Badu\Emmanuel-Agyemang-Badu;gh GHA;FWMF;Hellas Verona;28;1990;3;12;4;0.6;0.1;0;;3;4;2;3.00;1;0;+1;+7.50;+7.37;0.4;0.4;0.0;-0.08;-0.09;Matches
9;Ola Aina\Ola-Aina;ng NGA;DF;Torino;22;1996;20;1457;73;64.8;16.2;15;86;5;34;4;1.20;25;26;-1;-0.06;+1.75;20.3;26.5;-6.2;-0.38;+1.12;Matches
10;Fabrizio Alastra\Fabrizio-Alastra;it ITA;GK;Parma;21;1997;0;;;;;0;;0;;20;;;;;;;;;;;;Matches
11;Luis Alberto\Luis-Alberto;es ESP;MF;Lazio;26;1992;25;2153;86;92.0;23.9;25;86;0;;0;2.36;57;22;+35;+1.46;+0.50;46.3;28.6;+17.7;+0.74;-0.20;Matches
12;Enrico Alfonso\Enrico-Alfonso;it ITA;GK;Brescia;31;1988;4;280;70;12.4;3.1;4;70;0;;19;0.75;4;4;0;0.00;+1.10;7.6;2.8;+4.8;+1.54;+2.57;Matches
13;Marco Alia\Marco-Alia;al ALB;GK;Lazio;19;2000;0;;;;;0;;0;;2;;;;;;;;;;;;Matches
14;Allan\Allan;br BRA;MF;Napoli;28;1991;16;1094;68;46.8;12.2;14;77;2;7;3;1.38;16;18;-2;-0.16;-0.67;19.2;13.5;+5.7;+0.47;-0.11;Matches
15;Samuel Almeida Costa\Samuel-Almeida-Costa;it ITA;FW;Lecce;18;2000;0;;;;;0;;0;;4;;;;;;;;;;;;Matches
16;Bruno Alves\Bruno-Alves;pt POR;DF;Parma;37;1981;20;1716;86;79.4;19.1;19;90;1;6;0;1.50;23;25;-2;-0.10;-0.92;19.9;30.6;-10.7;-0.56;-0.62;Matches
17;Sofyan Amrabat\Sofyan-Amrabat;ma MAR;MF;Hellas Verona;22;1996;22;1865;85;86.3;20.7;21;87;1;41;0;1.41;22;23;-1;-0.05;-1.57;26.4;27.0;-0.6;-0.03;-0.32;Matches
18;Djavan Anderson\Djavan-Anderson;nl NED;MF;Lazio;24;1995;0;;;;;0;;0;;6;;;;;;;;;;;;Matches
19;Nícolas Andrade\Nicolas-Andrade;br BRA;GK;Udinese;31;1988;0;;;;;0;;0;;25;;;;;;;;;;;;Matches
20;Lorenzo Andrenacci\Lorenzo-Andrenacci;it ITA;GK;Brescia;24;1995;1;80;80;3.6;0.9;0;;1;80;12;0.00;0;2;-2;-2.25;-1.34;0.3;2.3;-2.0;-2.29;-1.64;Matches
21;Peter Ankersen\Peter-Ankersen;dk DEN;DF;Genoa;28;1990;15;843;56;37.5;9.4;9;77;6;25;8;0.93;12;14;-2;-0.21;+0.75;12.7;15.0;-2.3;-0.25;+0.23;Matches
22;Cristian Ansaldi\Cristian-Ansaldi;ar ARG;DFMF;Torino;32;1986;16;1175;73;52.2;13.1;14;81;2;24;1;1.13;16;17;-1;-0.08;+1.26;13.7;21.3;-7.6;-0.58;+0.40;Matches
23;Mirko Antonucci\Mirko-Antonucci;it ITA;FWMF;Roma;20;1999;2;81;41;3.5;0.9;0;;2;41;16;2.00;2;1;+1;+1.11;+0.51;1.1;0.9;+0.2;+0.24;-0.39;Matches
24;Guilherme Arana\Guilherme-Arana;br BRA;DF;Atalanta;22;1997;4;76;19;3.4;0.8;0;;4;19;10;1.25;1;1;0;0.00;-1.49;1.0;0.7;+0.3;+0.31;-1.12;Matches
25;Simone Aresti\Simone-Aresti;it ITA;GK;Cagliari;33;1986;0;;;;;0;;0;;17;;;;;;;;;;;;Matches
26;Kwadwo Asamoah\Kwadwo-Asamoah;gh GHA;DF;Inter;30;1988;8;639;80;29.6;7.1;7;89;1;18;6;2.38;15;5;+10;+1.41;+0.40;11.9;6.9;+4.9;+0.69;-0.05;Matches
27;Kristoffer Askildsen\Kristoffer-Askildsen;no NOR;MF;Sampdoria;18;2001;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
28;Emil Audero\Emil-Audero;it ITA;GK;Sampdoria;22;1997;24;2160;90;100.0;24.0;24;90;0;;0;0.96;26;43;-17;-0.71;;32.3;31.3;+1.0;+0.04;;Matches
29;Tommaso Augello\Tommaso-Augello;it ITA;DF;Sampdoria;24;1994;5;237;47;11.0;2.6;2;90;3;19;19;0.80;4;5;-1;-0.38;+0.37;4.6;2.3;+2.3;+0.86;+0.92;Matches
30;Lorenzo Avogadri\Lorenzo-Avogadri;it ITA;GK;Sampdoria;17;2001;0;;;;;0;;0;;3;;;;;;;;;;;;Matches
31;Florian Ayé\Florian-Aye;fr FRA;FW;Brescia;22;1997;14;903;65;40.1;10.0;10;82;4;22;10;0.79;8;14;-6;-0.60;+0.60;9.3;20.1;-10.8;-1.08;-0.62;Matches
32;Khouma Babacar\Khouma-Babacar;sn SEN;FW;Lecce;26;1993;17;991;58;42.4;11.0;12;72;5;26;1;0.88;10;18;-8;-0.73;+0.21;13.2;23.4;-10.2;-0.93;+0.19;Matches
33;Milan Badelj\Milan-Badelj;hr CRO;MF;Fiorentina;30;1989;18;1286;71;57.2;14.3;16;80;2;4;6;1.11;18;24;-6;-0.42;-0.61;20.9;18.3;+2.6;+0.18;+0.18;Matches
34;Mohamed Bahlouli\Mohamed-Bahlouli;fr FRA;MF;Sampdoria;19;2000;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
35;Marco Ballarini\Marco-Ballarini;it ITA;MF;Udinese;18;2001;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
36;Mario Balotelli\Mario-Balotelli;it ITA;FW;Brescia;28;1990;18;1331;74;59.2;14.8;15;83;3;27;0;0.56;14;28;-14;-0.95;+0.03;18.2;26.4;-8.2;-0.56;+0.36;Matches
37;Mattia Bani\Mattia-Bani;it ITA;DF;Bologna;25;1993;22;1871;85;80.0;20.8;22;85;0;;2;1.18;28;36;-8;-0.38;-1.15;29.3;28.3;+1.0;+0.05;-0.81;Matches
38;Antonín Barák\Antonin-Barak;cz CZE;MF;Lecce;24;1994;5;450;90;19.2;5.0;5;90;0;;0;1.80;11;14;-3;-0.60;+0.30;7.2;14.0;-6.8;-1.36;-0.40;Matches
39;Antonín Barák\Antonin-Barak;cz CZE;MF;Udinese;24;1994;8;189;24;8.4;2.1;1;70;7;17;13;0.63;0;3;-3;-1.43;-0.86;1.8;4.2;-2.3;-1.11;-0.64;Matches
40;Nicolò Barella\Nicolo-Barella;it ITA;MF;Inter;22;1997;19;1356;71;62.8;15.1;15;83;4;26;0;2.37;31;16;+15;+1.00;-0.35;31.0;17.1;+13.9;+0.92;+0.52;Matches
41;Antonino Barillà\Antonino-Barilla;it ITA;MF;Parma;31;1988;18;1244;69;57.6;13.8;15;80;3;16;3;1.39;17;20;-3;-0.22;-0.71;15.4;22.1;-6.8;-0.49;-0.13;Matches
42;Antonio Barreca\Antonio-Barreca;it ITA;DF;Genoa;24;1995;9;658;73;29.2;7.3;8;79;1;26;11;0.67;7;14;-7;-0.96;-0.39;8.2;13.8;-5.6;-0.77;-0.53;Matches
43;Édgar Barreto\Edgar-Barreto;py PAR;MF;Sampdoria;35;1984;2;90;45;4.2;1.0;1;45;1;45;13;0.50;1;2;-1;-1.00;-0.30;1.7;1.9;-0.2;-0.18;-0.24;Matches
44;Musa Barrow\Musa-Barrow;gm GAM;FWDF;Bologna;20;1998;7;493;70;21.1;5.5;4;89;3;46;0;1.57;8;10;-2;-0.37;-0.27;8.5;7.2;+1.3;+0.24;+0.04;Matches
45;Musa Barrow\Musa-Barrow;gm GAM;FWMF;Atalanta;20;1998;7;185;26;8.2;2.1;1;57;6;21;11;1.43;5;0;+5;+2.43;+1.08;5.8;1.4;+4.4;+2.13;+0.80;Matches
46;Daniele Baselli\Daniele-Baselli;it ITA;MF;Torino;27;1992;16;1288;81;57.2;14.3;16;81;0;;2;1.13;16;23;-7;-0.49;+0.45;13.7;25.1;-11.4;-0.80;-0.05;Matches
47;Alessandro Bastoni\Alessandro-Bastoni;it ITA;DF;Inter;20;1999;13;1046;80;48.4;11.6;11;90;2;29;10;2.00;26;13;+13;+1.12;-0.01;25.0;13.5;+11.4;+0.99;+0.50;Matches
48;Bastos\Bastos;ao ANG;DF;Lazio;28;1991;8;448;56;19.1;5.0;3;90;5;36;17;2.13;13;5;+8;+1.61;+0.23;10.6;5.1;+5.5;+1.10;+0.42;Matches
49;Rodrigo Becão\Rodrigo-Becao;br BRA;DF;Udinese;23;1996;19;1453;76;64.6;16.1;16;88;3;17;4;1.05;12;27;-15;-0.93;-0.82;16.6;28.8;-12.3;-0.76;-0.69;Matches
50;Asmir Begović\Asmir-Begovic;ba BIH;GK;Milan;32;1987;1;38;38;1.7;0.4;0;;1;38;5;1.00;1;1;0;0.00;+0.20;0.4;1.6;-1.2;-2.85;-2.94;Matches
51;Valon Behrami\Valon-Behrami;ch SUI;MF;Genoa;34;1985;6;407;68;18.1;4.5;4;88;2;28;1;1.33;8;7;+1;+0.22;+1.10;7.0;7.4;-0.4;-0.09;+0.37;Matches
52;Raoul Bellanova\Raoul-Bellanova;it ITA;DF;Atalanta;19;2000;0;;;;;0;;0;;3;;;;;;;;;;;;Matches
53;Andrea Belotti\Andrea-Belotti;it ITA;FW;Torino;25;1993;23;1916;83;85.2;21.3;22;86;1;17;0;0.91;22;40;-18;-0.85;-1.11;23.1;40.3;-17.2;-0.81;-0.24;Matches
54;Marco Benassi\Marco-Benassi;it ITA;MF;Fiorentina;24;1994;16;917;57;40.8;10.2;9;88;7;18;8;1.50;13;12;+1;+0.10;+0.44;11.5;14.1;-2.6;-0.25;-0.61;Matches
55;Ismaël Bennacer\Ismael-Bennacer;dz ALG;MF;Milan;21;1997;19;1530;81;68.0;17.0;17;88;2;16;4;1.42;19;21;-2;-0.12;+0.26;24.5;21.3;+3.2;+0.19;+0.44;Matches
56;Rodrigo Bentancur\Rodrigo-Bentancur;uy URU;MF;Juventus;22;1997;18;1233;69;54.8;13.7;14;80;4;29;3;2.17;24;11;+13;+0.95;-0.02;29.7;13.2;+16.5;+1.20;+0.92;Matches
57;Romario Benzar\Romario-Benzar;ro ROU;DF;Lecce;27;1992;3;96;32;4.1;1.1;1;59;2;19;10;0.00;0;2;-2;-1.87;-1.07;1.2;2.3;-1.1;-1.00;+0.04;Matches
58;Alessandro Berardi\Alessandro-Berardi;it ITA;GK;Hellas Verona;28;1991;0;;;;;0;;0;;24;;;;;;;;;;;;Matches
59;Domenico Berardi\Domenico-Berardi;it ITA;FW;Sassuolo;24;1994;19;1581;83;73.2;17.6;18;87;1;12;0;1.47;31;26;+5;+0.28;+1.22;25.0;26.9;-1.9;-0.11;+1.07;Matches
60;Álex Berenguer\Alex-Berenguer;es ESP;MFFW;Torino;24;1995;17;1094;64;48.6;12.2;13;78;4;20;6;1.29;18;20;-2;-0.16;+1.00;12.7;19.8;-7.1;-0.58;+0.37;Matches
61;Bartosz Bereszyński\Bartosz-Bereszynski;pl POL;DF;Sampdoria;27;1992;16;1405;88;65.0;15.6;16;88;0;;2;0.81;14;29;-15;-0.96;-0.72;19.8;24.9;-5.1;-0.33;-1.06;Matches
62;Etrit Berisha\Etrit-Berisha;al ALB;GK;SPAL;30;1989;25;2250;90;100.0;25.0;25;90;0;;0;0.60;19;44;-25;-1.00;;30.1;44.4;-14.3;-0.57;;Matches
63;Valon Berisha\Valon-Berisha;xk KVX;MFFW;Lazio;26;1993;3;30;10;1.3;0.3;0;;3;10;13;2.00;1;0;+1;+3.00;+1.60;0.2;0.6;-0.4;-1.12;-1.90;Matches
64;Federico Bernardeschi\Federico-Bernardeschi;it ITA;MF;Juventus;25;1994;17;785;46;34.9;8.7;9;67;8;23;6;2.29;10;9;+1;+0.11;-1.30;17.0;8.8;+8.2;+0.94;+0.23;Matches
65;Tommaso Berni\Tommaso-Berni;it ITA;GK;Inter;36;1983;0;;;;;0;;0;;17;;;;;;;;;;;;Matches
66;Andrea Bertolacci\Andrea-Bertolacci;it ITA;MF;Sampdoria;28;1991;7;285;41;13.2;3.2;5;55;2;6;4;1.29;0;5;-5;-1.58;-1.00;3.9;4.0;0.0;-0.01;-0.06;Matches
67;Pietro Beruatto\Pietro-Beruatto;it ITA;DF;Juventus;20;1998;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
68;Lucas Biglia\Lucas-Biglia;ar ARG;MF;Milan;33;1986;7;525;75;23.3;5.8;6;84;1;20;9;1.57;7;9;-2;-0.34;-0.19;6.5;9.2;-2.8;-0.47;-0.67;Matches
69;Cristiano Biraghi\Cristiano-Biraghi;it ITA;DFMF;Fiorentina;26;1992;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
70;Cristiano Biraghi\Cristiano-Biraghi;it ITA;DFMF;Inter;26;1992;16;1131;71;52.4;12.6;13;85;3;8;6;2.25;21;12;+9;+0.72;-0.86;22.3;12.6;+9.7;+0.77;+0.09;Matches
71;Davide Biraschi\Davide-Biraschi;it ITA;DF;Genoa;25;1994;14;1214;87;54.0;13.5;13;90;1;44;9;0.86;16;23;-7;-0.52;+0.35;18.0;20.5;-2.5;-0.18;+0.46;Matches
72;Valter Birsa\Valter-Birsa;si SVN;MFFW;Cagliari;32;1986;3;77;26;3.4;0.9;1;62;2;8;15;1.00;2;2;0;0.00;-0.04;1.1;1.5;-0.4;-0.46;-0.04;Matches
73;Dimitri Bisoli\Dimitri-Bisoli;it ITA;MF;Brescia;25;1994;24;2088;87;92.8;23.2;23;90;1;26;0;0.63;20;42;-22;-0.95;+0.16;27.8;41.2;-13.4;-0.58;+1.78;Matches
74;Birkir Bjarnason\Birkir-Bjarnason;is ISL;MFFW;Brescia;31;1988;4;211;53;9.4;2.3;2;73;2;33;2;0.50;3;6;-3;-1.28;-0.35;1.4;5.9;-4.5;-1.91;-1.32;Matches
75;Marco Bleve\Marco-Bleve;it ITA;GK;Lecce;23;1995;0;;;;;0;;0;;11;;;;;;;;;;;;Matches
76;Kevin-Prince Boateng\Kevin-Prince-Boateng;gh GHA;FW;Fiorentina;32;1987;14;596;43;26.5;6.6;6;72;8;20;4;1.07;5;13;-8;-1.21;-1.43;8.3;9.0;-0.7;-0.11;-0.29;Matches
77;Salvatore Bocchetti\Salvatore-Bocchetti;it ITA;DF;Hellas Verona;32;1986;5;302;60;14.0;3.4;3;72;2;43;12;1.40;5;4;+1;+0.30;+0.15;3.3;4.6;-1.3;-0.38;-0.46;Matches
78;Jeremie Boga\Jeremie-Boga;ci CIV;FW;Sassuolo;22;1997;23;1785;78;82.6;19.8;20;86;3;21;1;1.26;28;27;+1;+0.05;+0.53;25.7;32.0;-6.4;-0.32;+0.43;Matches
79;Gabriel Boloca\Gabriel-Boloca;ro ROU;DF;Bologna;18;2001;0;;;;;0;;0;;2;;;;;;;;;;;;Matches
80;Giacomo Bonaventura\Giacomo-Bonaventura;it ITA;MFFW;Milan;29;1989;16;774;48;34.4;8.6;9;73;7;16;7;1.56;8;12;-4;-0.47;-0.40;11.3;8.9;+2.4;+0.28;+0.37;Matches
81;Federico Bonazzoli\Federico-Bonazzoli;it ITA;FW;Sampdoria;22;1997;10;384;38;17.8;4.3;4;58;6;25;9;0.60;1;6;-5;-1.17;-0.56;4.5;5.0;-0.5;-0.11;-0.19;Matches
82;Kevin Bonifazi\Kevin-Bonifazi;it ITA;DF;Torino;23;1996;3;248;83;11.0;2.8;3;83;0;;10;2.00;6;4;+2;+0.73;+1.58;4.3;4.0;+0.3;+0.11;+1.00;Matches
83;Kevin Bonifazi\Kevin-Bonifazi;it ITA;DF;SPAL;23;1996;5;405;81;18.0;4.5;4;90;1;45;0;0.00;4;13;-9;-2.00;-1.22;5.7;10.1;-4.4;-0.98;-0.49;Matches
84;Federico Bonini\Federico-Bonini;it ITA;DF;Bologna;17;2001;0;;;;;0;;0;;2;;;;;;;;;;;;Matches
85;Leonardo Bonucci\Leonardo-Bonucci;it ITA;DF;Juventus;32;1987;24;2134;89;94.8;23.7;24;89;0;;0;2.38;46;22;+24;+1.01;+1.01;43.2;25.1;+18.1;+0.76;-0.45;Matches
86;Fabio Borini\Fabio-Borini;it ITA;FWMF;Hellas Verona;28;1991;6;358;60;16.6;4.0;3;90;3;30;0;1.67;4;1;+3;+0.75;+0.70;5.7;3.9;+1.8;+0.45;+0.52;Matches
87;Fabio Borini\Fabio-Borini;it ITA;MFFW;Milan;28;1991;2;70;35;3.1;0.8;1;60;1;10;12;1.50;0;0;0;0.00;+0.21;1.3;0.6;+0.8;+0.97;+0.96;Matches
88;Mehdi Bourabia\Mehdi-Bourabia;ma MAR;MF;Sassuolo;27;1991;6;192;32;8.9;2.1;2;68;4;14;11;0.50;1;8;-7;-3.28;-3.56;2.2;3.7;-1.5;-0.70;-0.34;Matches
89;Federico Brancolini\Federico-Brancolini;it ITA;GK;Fiorentina;18;2001;0;;;;;0;;0;;5;;;;;;;;;;;;Matches
90;Gleison Bremer\Gleison-Bremer;br BRA;DF;Torino;22;1997;14;1120;80;49.8;12.4;14;80;0;;9;1.14;17;20;-3;-0.24;+0.87;14.8;23.5;-8.7;-0.70;+0.14;Matches
91;Marco Brescianini\Marco-Brescianini;it ITA;MF;Milan;19;2000;0;;;;;0;;0;;9;;;;;;;;;;;;Matches
92;Sebastian Breza\Sebastian-Breza;ca CAN;GK;Bologna;21;1998;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
93;Enrico Brignola\Enrico-Brignola;it ITA;MF;Sassuolo;20;1999;0;;;;;0;;0;;2;;;;;;;;;;;;Matches
94;Marcelo Brozović\Marcelo-Brozovic;hr CRO;MF;Inter;26;1992;22;1901;86;88.0;21.1;21;89;1;32;0;2.27;44;21;+23;+1.09;-0.30;37.5;24.0;+13.5;+0.64;-0.75;Matches
95;Gastón Brugman\Gaston-Brugman;uy URU;MF;Parma;26;1992;14;896;64;41.5;10.0;10;79;4;28;10;1.07;7;12;-5;-0.50;-1.00;9.4;17.2;-7.8;-0.79;-0.61;Matches
96;Gianluigi Buffon\Gianluigi-Buffon;it ITA;GK;Juventus;41;1978;7;630;90;28.0;7.0;7;90;0;;18;2.71;15;7;+8;+1.14;+0.25;15.4;5.2;+10.2;+1.46;+0.93;Matches
97;Alessandro Buongiorno\Alessandro-Buongiorno;it ITA;DF;Torino;20;1999;0;;;;;0;;0;;2;;;;;;;;;;;;Matches
98;Fabrizio Cacciatore\Fabrizio-Cacciatore;it ITA;DF;Cagliari;32;1986;13;1065;82;47.3;11.8;13;82;0;;2;1.46;24;15;+9;+0.76;+1.37;13.1;20.8;-7.6;-0.64;-0.41;Matches
99;Martín Cáceres\Martin-Caceres;uy URU;DF;Fiorentina;32;1987;19;1658;87;73.7;18.4;19;87;0;;2;1.32;24;22;+2;+0.11;+1.02;27.9;21.0;+6.9;+0.37;+1.02;Matches
100;Felipe Caicedo\Felipe-Caicedo;ec ECU;FW;Lazio;30;1988;21;867;41;37.1;9.6;11;65;10;15;5;2.43;27;4;+23;+2.39;+1.53;20.6;7.2;+13.4;+1.39;+1.01;Matches
101;Davide Calabria\Davide-Calabria;it ITA;DF;Milan;22;1996;15;1092;73;48.5;12.1;11;86;4;36;6;1.40;13;15;-2;-0.16;+0.07;15.0;15.0;0.0;0.00;-0.08;Matches
102;Riccardo Calafiori\Riccardo-Calafiori;it ITA;DF;Roma;17;2002;0;;;;;0;;0;;3;;;;;;;;;;;;Matches
103;Mattia Caldara\Mattia-Caldara;it ITA;DF;Milan;25;1994;0;;;;;0;;0;;6;;;;;;;;;;;;Matches
104;Mattia Caldara\Mattia-Caldara;it ITA;DF;Atalanta;25;1994;2;156;78;6.9;1.7;2;78;0;;4;1.50;8;4;+4;+2.31;+0.93;5.8;1.8;+4.0;+2.30;+0.98;Matches
105;Marco Calderoni\Marco-Calderoni;it ITA;DF;Lecce;30;1989;19;1605;84;68.6;17.8;18;89;1;8;3;0.89;25;45;-20;-1.12;-0.88;22.3;44.3;-21.9;-1.23;-0.61;Matches
106;Hakan Çalhanoğlu\Hakan-Calhanoglu;tr TUR;MFFW;Milan;25;1994;22;1840;84;81.8;20.4;22;84;0;;0;1.32;20;28;-8;-0.39;-1.05;26.0;27.3;-1.3;-0.06;-0.58;Matches
107;José Callejón\Jose-Callejon;es ESP;MFFW;Napoli;32;1987;23;1653;72;70.6;18.4;19;82;4;24;3;1.43;28;27;+1;+0.05;-0.47;30.0;21.6;+8.4;+0.46;-0.23;Matches
108;Drissa Camara\Drissa-Camara;ci CIV;MF;Parma;17;2002;0;;;;;0;;0;;6;;;;;;;;;;;;Matches
109;Emre Can\Emre-Can;de GER;MF;Juventus;25;1994;8;280;35;12.4;3.1;2;63;6;26;12;2.13;9;9;0;0.00;-1.10;7.6;5.7;+2.0;+0.63;-0.17;Matches
110;Antonio Candreva\Antonio-Candreva;it ITA;DFMF;Inter;32;1987;19;1266;67;58.6;14.1;15;80;4;18;3;2.42;36;14;+22;+1.56;+1.06;25.9;16.2;+9.6;+0.69;-0.11;Matches
111;Gianmarco Cangiano\Gianmarco-Cangiano;it ITA;FW;Bologna;17;2001;0;;;;;0;;0;;3;;;;;;;;;;;;Matches
112;Paolo Cannistrà\Paolo-Cannistra;it ITA;DF;SPAL;18;2000;0;;;;;0;;0;;13;;;;;;;;;;;;Matches
113;Gianluca Caprari\Gianluca-Caprari;it ITA;FWMF;Parma;26;1993;2;100;50;4.6;1.1;1;67;1;33;1;0.50;1;1;0;0.00;-0.09;1.5;1.4;+0.1;+0.05;+0.51;Matches
114;Gianluca Caprari\Gianluca-Caprari;it ITA;FWMF;Sampdoria;26;1993;18;657;37;30.4;7.3;5;76;13;21;2;0.94;8;17;-9;-1.23;-0.75;7.9;11.9;-4.0;-0.55;-0.85;Matches
115;Francesco Caputo\Francesco-Caputo;it ITA;FW;Sassuolo;31;1987;22;1836;83;85.0;20.4;21;87;1;7;1;1.27;34;32;+2;+0.10;+0.93;27.7;36.4;-8.7;-0.43;-0.20;Matches
116;Andrea Carboni\Andrea-Carboni;it ITA;MF;Cagliari;18;2001;0;;;;;0;;0;;2;;;;;;;;;;;;Matches
117;Matteo Cardinali\Matteo-Cardinali;it ITA;GK;Roma;18;2001;0;;;;;0;;0;;7;;;;;;;;;;;;Matches
118;Francesco Cassata\Francesco-Cassata;it ITA;MF;Genoa;22;1997;16;982;61;43.6;10.9;11;82;5;15;4;1.00;11;20;-9;-0.82;-0.26;11.6;18.5;-7.0;-0.64;-0.43;Matches
119;Timothy Castagne\Timothy-Castagne;be BEL;DF;Atalanta;23;1995;14;1003;72;44.6;11.1;11;88;3;13;7;1.79;29;15;+14;+1.26;-0.33;26.7;11.8;+15.0;+1.34;-0.08;Matches
120;Samu Castillejo\Samu-Castillejo;es ESP;MFFW;Milan;24;1995;16;872;55;38.8;9.7;11;77;5;5;6;1.69;15;8;+7;+0.72;+1.51;13.9;8.3;+5.6;+0.58;+0.87;Matches
121;Lucas Castro\Lucas-Castro;ar ARG;MF;SPAL;30;1989;4;281;70;12.5;3.1;4;70;0;;0;0.00;3;9;-6;-1.92;-1.05;3.7;5.9;-2.2;-0.71;-0.16;Matches
122;Lucas Castro\Lucas-Castro;ar ARG;MF;Cagliari;30;1989;15;601;40;26.7;6.7;6;71;9;19;2;1.87;12;6;+6;+0.90;+1.17;6.3;9.0;-2.7;-0.41;+0.02;Matches
123;Gaetano Castrovilli\Gaetano-Castrovilli;it ITA;MF;Fiorentina;22;1997;23;1933;84;85.9;21.5;23;84;0;;0;1.26;27;28;-1;-0.05;+0.81;30.4;25.3;+5.1;+0.24;+0.95;Matches
124;Danilo Cataldi\Danilo-Cataldi;it ITA;MFFW;Lazio;24;1994;14;352;25;15.0;3.9;1;75;13;21;8;2.86;16;3;+13;+3.32;+2.24;9.9;5.8;+4.1;+1.05;+0.34;Matches
125;Federico Ceccherini\Federico-Ceccherini;it ITA;DF;Fiorentina;27;1992;7;366;52;16.3;4.1;3;90;4;24;18;0.71;1;8;-7;-1.72;-1.86;5.8;7.3;-1.5;-0.38;-0.58;Matches
126;Luca Ceppitelli\Luca-Ceppitelli;it ITA;DF;Cagliari;29;1989;9;712;79;31.6;7.9;8;89;1;0;1;1.67;12;8;+4;+0.51;+0.68;7.9;10.9;-3.0;-0.38;+0.07;Matches
127;Fabio Ceravolo\Fabio-Ceravolo;it ITA;FW;Parma;32;1987;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
128;Michele Cerofolini\Michele-Cerofolini;it ITA;GK;Fiorentina;20;1999;0;;;;;0;;0;;3;;;;;;;;;;;;Matches
129;Alberto Cerri\Alberto-Cerri;it ITA;FW;Cagliari;23;1996;11;235;21;10.4;2.6;1;45;10;19;9;1.27;5;7;-2;-0.77;-0.90;2.8;5.5;-2.8;-1.06;-0.71;Matches
130;Julian Chabot\Julian-Chabot;de GER;DF;Sampdoria;21;1998;6;457;76;21.2;5.1;5;86;1;25;17;0.67;8;11;-3;-0.59;+0.15;7.7;10.0;-2.3;-0.45;-0.63;Matches
131;Jhon Chancellor\Jhon-Chancellor;ve VEN;DF;Brescia;27;1992;22;1930;88;85.8;21.4;22;88;0;;0;0.73;20;35;-15;-0.70;+1.83;24.6;40.5;-15.9;-0.74;-0.25;Matches
132;Giorgio Chiellini\Giorgio-Chiellini;it ITA;DF;Juventus;34;1984;3;157;52;7.0;1.7;2;73;1;12;0;3.00;2;0;+2;+1.15;+0.20;2.6;0.6;+1.9;+1.10;+0.33;Matches
133;Federico Chiesa\Federico-Chiesa;it ITA;FW;Fiorentina;21;1997;22;1855;84;82.4;20.6;22;84;0;;1;1.32;27;27;0;0.00;+0.91;28.4;26.5;+1.8;+0.09;-0.09;Matches
134;Vlad Chiricheș\Vlad-Chiriches;ro ROU;DF;Napoli;29;1989;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
135;Vlad Chiricheș\Vlad-Chiriches;ro ROU;DF;Sassuolo;29;1989;4;360;90;16.7;4.0;4;90;0;;0;0.75;6;9;-3;-0.75;-0.85;4.9;6.8;-2.0;-0.50;-0.12;Matches
