"id";"name";"nation";"position";"Squad";"age";"born";"MP";"Starts";"Min";"Gls";"Ast";"PK";"PKatt";"CrdY";"CrdR";"Gls_per_match";"Ast_per_match";"G_A_per_match";"G_PK_per_match";"G_A_PK_per_match";"xG";"npxG";"xA";"xG_per_match";"xA_per_match";"xG_xA";"npxG_per_match";"npxG_xA";"Matches"
104;Andrea Cistana\Andrea-Cistana;it ITA;DF;Brescia;22;1997;21;21;1838;1;0;0;0;7;1;0.05;0.00;0.05;0.05;0.05;0.5;0.5;0.6;0.03;0.03;0.06;0.03;0.06;Matches
105;Denilho Cleonise\Denilho-Cleonise;nl NED;FW;Genoa;17;2001;4;0;43;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.0;0.43;0.00;0.43;0.43;0.43;Matches
106;Ebrima Colley\Ebrima-Colley;gm GAM;FW;Atalanta;19;2000;1;0;7;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.23;0.00;0.23;0.23;0.23;Matches
107;Omar Colley\Omar-Colley;gm GAM;DF;Sampdoria;26;1992;21;21;1890;0;1;0;0;9;0;0.00;0.05;0.05;0.00;0.05;1.2;1.2;0.5;0.05;0.02;0.08;0.05;0.08;Matches
108;Simone Colombi\Simone-Colombi;it ITA;GK;Parma;28;1991;3;3;270;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
109;Andrea Consigli\Andrea-Consigli;it ITA;GK;Sassuolo;32;1987;19;19;1710;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.3;0.00;0.01;0.01;0.00;0.01;Matches
110;Andrea Conti\Andrea-Conti;it ITA;DF;Milan;25;1994;15;13;1158;0;1;0;0;5;0;0.00;0.08;0.08;0.00;0.08;0.0;0.0;0.8;0.00;0.06;0.06;0.00;0.06;Matches
111;Andreas Cornelius\Andreas-Cornelius;dk DEN;FW;Parma;26;1993;17;9;919;8;1;0;0;1;0;0.78;0.10;0.88;0.78;0.88;4.7;4.7;0.9;0.46;0.09;0.55;0.46;0.55;Matches
112;Joaquín Correa\Joaquin-Correa;ar ARG;FWMF;Lazio;24;1994;22;17;1568;7;1;0;0;0;0;0.40;0.06;0.46;0.40;0.46;8.5;8.5;2.0;0.49;0.12;0.61;0.49;0.61;Matches
113;Angelo da Costa Júnior\Angelo-da-Costa-Junior;br BRA;GK;Bologna;35;1983;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
114;Douglas Costa\Douglas-Costa;br BRA;FWMF;Juventus;28;1990;13;5;456;0;3;0;0;1;0;0.00;0.59;0.59;0.00;0.59;0.6;0.6;2.5;0.11;0.49;0.61;0.11;0.61;Matches
115;Alessio Cragno\Alessio-Cragno;it ITA;GK;Cagliari;25;1994;4;4;360;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
116;Domenico Criscito\Domenico-Criscito;it ITA;DF;Genoa;32;1986;18;18;1539;7;0;6;7;6;0;0.41;0.00;0.41;0.06;0.06;5.6;0.3;1.0;0.33;0.06;0.38;0.02;0.07;Matches
117;Bryan Cristante\Bryan-Cristante;it ITA;MF;Roma;24;1995;15;12;1031;1;2;0;0;3;1;0.09;0.17;0.26;0.09;0.26;0.9;0.9;1.0;0.08;0.08;0.16;0.08;0.16;Matches
118;Sebastián Cristóforo\Sebastian-Cristoforo;uy URU;MF;Fiorentina;25;1993;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.2;0.00;0.17;0.17;0.00;0.17;Matches
119;Juan Cuadrado\Juan-Cuadrado;co COL;DFFW;Juventus;31;1988;22;18;1748;1;2;0;0;4;1;0.05;0.10;0.15;0.05;0.15;1.2;1.2;3.3;0.06;0.17;0.23;0.06;0.23;Matches
120;Felipe Curcio\Felipe-Curcio;br BRA;DF;Brescia;26;1993;1;0;4;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
121;Patrick Cutrone\Patrick-Cutrone;it ITA;FW;Fiorentina;21;1998;6;4;280;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.5;0.5;0.4;0.17;0.13;0.30;0.17;0.30;Matches
122;Marco D'Alessandro\Marco-DAlessandro;it ITA;DF;SPAL;28;1991;4;4;259;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.3;0.01;0.11;0.12;0.01;0.12;Matches
123;Danilo D'Ambrosio\Danilo-DAmbrosio;it ITA;DF;Inter;30;1988;12;8;760;1;0;0;0;4;0;0.12;0.00;0.12;0.12;0.12;1.1;1.1;1.0;0.13;0.12;0.25;0.13;0.25;Matches
124;Bryan Dabo\Bryan-Dabo;bf BFA;MF;SPAL;27;1992;4;4;292;0;1;0;0;1;0;0.00;0.31;0.31;0.00;0.31;0.1;0.1;0.1;0.03;0.04;0.07;0.03;0.07;Matches
125;Felipe dal Belo\Felipe-dal-Belo;br BRA;DF;SPAL;35;1984;11;8;671;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;0.6;0.6;0.0;0.08;0.00;0.08;0.08;0.08;Matches
126;Danilo\Danilo;br BRA;DF;Juventus;28;1991;12;8;773;1;0;0;0;1;0;0.12;0.00;0.12;0.12;0.12;0.4;0.4;0.5;0.05;0.06;0.11;0.05;0.11;Matches
127;Andrea Danzi\Andrea-Danzi;it ITA;MF;Hellas Verona;20;1999;1;0;;0;0;0;0;0;0;;;;;;0.0;0.0;0.0;;;;;;Matches
128;Matteo Darmian\Matteo-Darmian;it ITA;DF;Parma;29;1989;20;20;1752;0;1;0;0;4;0;0.00;0.05;0.05;0.00;0.05;0.4;0.4;0.8;0.02;0.04;0.06;0.02;0.06;Matches
129;Paweł Dawidowicz\Pawel-Dawidowicz;pl POL;DF;Hellas Verona;24;1995;13;5;550;1;0;0;0;3;2;0.16;0.00;0.16;0.16;0.16;0.3;0.3;0.0;0.05;0.00;0.05;0.05;0.05;Matches
130;Sebastien De Maio\Sebastien-De-Maio;fr FRA;DF;Udinese;32;1987;13;10;898;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.3;0.3;0.0;0.03;0.00;0.03;0.03;0.03;Matches
131;Rodrigo De Paul\Rodrigo-De-Paul;ar ARG;MF;Udinese;25;1994;22;21;1747;5;2;0;0;4;1;0.26;0.10;0.36;0.26;0.36;2.7;2.7;4.8;0.14;0.25;0.38;0.14;0.38;Matches
132;Mattia De Sciglio\Mattia-De-Sciglio;it ITA;DF;Juventus;26;1992;7;5;391;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.1;0.01;0.02;0.03;0.01;0.03;Matches
133;Lorenzo De Silvestri\Lorenzo-De-Silvestri;it ITA;DF;Torino;31;1988;19;18;1544;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;1.8;1.8;0.8;0.11;0.05;0.15;0.11;0.15;Matches
134;Grégoire Defrel\Gregoire-Defrel;mq MTQ;FWMF;Sassuolo;28;1991;11;5;573;1;1;0;0;1;0;0.16;0.16;0.31;0.16;0.31;1.1;1.1;0.8;0.17;0.13;0.30;0.17;0.30;Matches
135;Alessandro Deiola\Alessandro-Deiola;it ITA;MF;Cagliari;23;1995;1;0;;0;0;0;0;0;0;;;;;;0.0;0.0;0.0;;;;;;Matches
136;Alessandro Deiola\Alessandro-Deiola;it ITA;MF;Lecce;23;1995;8;8;684;1;1;0;0;2;0;0.13;0.13;0.26;0.13;0.26;0.4;0.4;0.3;0.06;0.04;0.09;0.06;0.09;Matches
137;Cristian Dell'Orco\Cristian-DellOrco;it ITA;DF;Lecce;25;1994;9;8;693;0;0;0;0;2;1;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.1;0.00;0.01;0.01;0.00;0.01;Matches
138;Merih Demiral\Merih-Demiral;tr TUR;DF;Juventus;21;1998;5;5;379;1;1;0;0;1;0;0.24;0.24;0.47;0.24;0.47;0.4;0.4;0.2;0.09;0.06;0.14;0.09;0.14;Matches
139;Diego Demme\Diego-Demme;de GER;MF;Napoli;27;1991;6;4;369;1;0;0;0;4;0;0.24;0.00;0.24;0.24;0.24;0.3;0.3;0.1;0.07;0.02;0.09;0.07;0.09;Matches
140;Stefano Denswil\Stefano-Denswil;nl NED;DF;Bologna;26;1993;17;17;1514;0;1;0;0;6;1;0.00;0.06;0.06;0.00;0.06;0.7;0.7;0.3;0.04;0.02;0.06;0.04;0.06;Matches
141;Fabio Depaoli\Fabio-Depaoli;it ITA;DFMF;Sampdoria;22;1997;15;10;895;0;0;0;0;6;0;0.00;0.00;0.00;0.00;0.00;1.0;1.0;1.2;0.10;0.12;0.23;0.10;0.23;Matches
142;Kastriot Dermaku\Kastriot-Dermaku;al ALB;DF;Parma;27;1992;8;6;565;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.01;0.00;0.01;0.01;0.01;Matches
143;Daniele Dessena\Daniele-Dessena;it ITA;MF;Brescia;32;1987;12;11;866;0;0;0;0;5;1;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.0;0.02;0.00;0.02;0.02;0.02;Matches
144;Mattia Destro\Mattia-Destro;it ITA;FW;Genoa;28;1991;2;0;19;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.09;0.00;0.09;0.09;0.09;Matches
145;Mattia Destro\Mattia-Destro;it ITA;FW;Bologna;28;1991;5;2;184;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.4;0.4;1.0;0.19;0.48;0.67;0.19;0.67;Matches
146;Samuel Di Carmine\Samuel-Di-Carmine;it ITA;FW;Hellas Verona;30;1988;11;9;719;3;0;0;1;1;0;0.38;0.00;0.38;0.38;0.38;3.4;2.6;0.3;0.42;0.04;0.46;0.33;0.37;Matches
147;Federico Di Francesco\Federico-Di-Francesco;it ITA;FW;SPAL;25;1994;15;12;954;2;0;0;0;4;0;0.19;0.00;0.19;0.19;0.19;2.2;2.2;1.0;0.21;0.09;0.31;0.21;0.31;Matches
148;Giovanni Di Lorenzo\Giovanni-Di-Lorenzo;it ITA;DF;Napoli;25;1993;25;25;2250;2;3;0;0;3;0;0.08;0.12;0.20;0.08;0.20;2.2;2.2;2.3;0.09;0.09;0.18;0.09;0.18;Matches
149;Amadou Diawara\Amadou-Diawara;gn GUI;MF;Roma;22;1997;12;10;860;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.1;0.03;0.02;0.04;0.03;0.04;Matches
150;Mitchell Dijks\Mitchell-Dijks;nl NED;DF;Bologna;26;1993;4;4;315;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.3;0.00;0.09;0.09;0.00;0.09;Matches
151;Federico Dimarco\Federico-Dimarco;it ITA;DFMF;Inter;21;1997;3;0;24;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.13;0.00;0.13;0.13;0.13;Matches
152;Federico Dimarco\Federico-Dimarco;it ITA;DF;Hellas Verona;21;1997;1;0;11;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.1;0.00;0.92;0.92;0.00;0.92;Matches
153;Koffi Djidji\Koffi-Djidji;ci CIV;DF;Torino;26;1992;12;8;696;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
154;Berat Djimsiti\Berat-Djimsiti;al ALB;DF;Atalanta;26;1993;22;21;1871;1;1;0;0;2;0;0.05;0.05;0.10;0.05;0.10;1.2;1.2;0.2;0.06;0.01;0.07;0.06;0.07;Matches
155;Nicolás Domínguez\Nicolas-Dominguez;ar ARG;MF;Bologna;21;1998;5;2;215;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.5;0.03;0.20;0.22;0.03;0.22;Matches
156;Giulio Donati\Giulio-Donati;it ITA;DF;Lecce;29;1990;9;9;803;1;0;0;0;1;0;0.11;0.00;0.11;0.11;0.11;0.2;0.2;0.9;0.02;0.10;0.13;0.02;0.13;Matches
157;Alfredo Donnarumma\Alfredo-Donnarumma;it ITA;FW;Brescia;28;1990;20;12;1019;4;0;1;1;0;0;0.35;0.00;0.35;0.26;0.26;4.1;3.4;0.3;0.37;0.03;0.39;0.30;0.33;Matches
158;Antonio Donnarumma\Antonio-Donnarumma;it ITA;GK;Milan;29;1990;1;0;;0;0;0;0;1;0;;;;;;0.0;0.0;0.0;;;;;;Matches
159;Gianluigi Donnarumma\Gianluigi-Donnarumma;it ITA;GK;Milan;20;1999;24;24;2122;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
160;Bartłomiej Drągowski\Bartlomiej-Dragowski;pl POL;GK;Fiorentina;21;1997;25;25;2250;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
161;Léo Duarte\Leo-Duarte;br BRA;DF;Milan;23;1996;5;4;392;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.3;0.3;0.0;0.08;0.00;0.08;0.08;0.08;Matches
162;Edgaras Dubickas\Edgaras-Dubickas;lt LTU;DF;Lecce;21;1998;1;0;2;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
163;Alfred Duncan\Alfred-Duncan;gh GHA;MF;Sassuolo;26;1993;13;10;846;1;5;0;0;3;0;0.11;0.53;0.64;0.11;0.64;1.5;1.5;1.0;0.16;0.10;0.26;0.16;0.26;Matches
164;Alfred Duncan\Alfred-Duncan;gh GHA;MF;Fiorentina;26;1993;2;2;161;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.1;0.05;0.03;0.08;0.05;0.08;Matches
165;Paulo Dybala\Paulo-Dybala;ar ARG;FWMF;Juventus;25;1993;23;17;1494;6;4;1;1;4;0;0.36;0.24;0.60;0.30;0.54;6.9;6.1;4.0;0.41;0.24;0.65;0.37;0.61;Matches
166;Edin Džeko\Edin-Dzeko;ba BIH;FW;Roma;33;1986;25;23;2124;12;4;0;0;4;0;0.51;0.17;0.68;0.51;0.68;14.2;14.2;3.2;0.60;0.14;0.74;0.60;0.74;Matches
167;Blerim Džemaili\Blerim-Dzemaili;ch SUI;MF;Bologna;33;1986;14;8;695;1;1;0;0;2;0;0.13;0.13;0.26;0.13;0.26;0.6;0.6;1.3;0.08;0.17;0.25;0.08;0.25;Matches
168;Simone Edera\Simone-Edera;it ITA;FWDF;Torino;22;1997;6;1;124;1;0;0;0;3;1;0.73;0.00;0.73;0.73;0.73;0.3;0.3;0.0;0.21;0.02;0.23;0.21;0.23;Matches
169;Albin Ekdal\Albin-Ekdal;se SWE;MF;Sampdoria;30;1989;22;17;1567;0;1;0;0;5;0;0.00;0.06;0.06;0.00;0.06;1.3;1.3;0.8;0.08;0.04;0.12;0.08;0.12;Matches
170;Elif Elmas\Elif-Elmas;mk MKD;MF;Napoli;19;1999;16;8;716;1;0;0;0;6;0;0.13;0.00;0.13;0.13;0.13;1.2;1.2;0.5;0.15;0.06;0.21;0.15;0.21;Matches
171;Alan Empereur\Alan-Empereur;br BRA;DF;Hellas Verona;25;1994;3;2;225;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.01;0.01;0.02;0.01;0.02;Matches
172;Christian Eriksen\Christian-Eriksen;dk DEN;MF;Inter;27;1992;3;1;89;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.4;0.18;0.38;0.56;0.18;0.56;Matches
173;Espeto\Espeto;br BRA;DF;SPAL;22;1997;20;16;1401;1;2;0;0;7;1;0.06;0.13;0.19;0.06;0.19;1.8;1.8;1.0;0.11;0.06;0.18;0.11;0.18;Matches
174;Sebastiano Esposito\Sebastiano-Esposito;it ITA;FW;Inter;17;2002;6;2;179;1;0;1;1;2;0;0.50;0.00;0.50;0.00;0.00;1.7;0.9;0.1;0.84;0.03;0.87;0.46;0.49;Matches
175;Valentin Eysseric\Valentin-Eysseric;fr FRA;MF;Fiorentina;27;1992;3;0;39;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.19;0.00;0.19;0.19;0.19;Matches
176;Valentin Eysseric\Valentin-Eysseric;fr FRA;FW;Hellas Verona;27;1992;1;0;20;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
177;Filippo Falco\Filippo-Falco;it ITA;FWMF;Lecce;27;1992;19;15;1367;3;3;0;0;0;0;0.20;0.20;0.40;0.20;0.40;2.0;2.0;2.9;0.13;0.19;0.32;0.13;0.32;Matches
178;Iago Falque\Iago-Falque;es ESP;MF;Genoa;29;1990;1;0;32;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.1;0.00;0.17;0.17;0.00;0.17;Matches
179;Iago Falque\Iago-Falque;es ESP;MFFW;Torino;29;1990;4;1;99;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.1;0.16;0.10;0.26;0.16;0.26;Matches
180;Andri Fannar Baldursson\Andri-Fannar-Baldursson;is ISL;MF;Bologna;17;2002;1;0;31;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.1;0.23;0.40;0.63;0.23;0.63;Matches
181;Paolo Faragò\Paolo-Farago;it ITA;DF;Cagliari;26;1993;12;10;853;1;1;0;0;1;0;0.11;0.11;0.21;0.11;0.21;1.4;1.4;0.7;0.14;0.07;0.22;0.14;0.22;Matches
182;Davide Faraoni\Davide-Faraoni;it ITA;DF;Hellas Verona;27;1991;24;24;2160;3;3;0;0;4;0;0.12;0.12;0.25;0.12;0.25;3.1;3.1;2.0;0.13;0.08;0.21;0.13;0.21;Matches
183;Mohamed Fares\Mohamed-Fares;dz ALG;MFFW;SPAL;23;1996;1;0;30;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.13;0.00;0.13;0.13;0.13;Matches
184;Diego Farias\Diego-Farias;br BRA;FWMF;Lecce;29;1990;12;4;480;2;0;0;0;3;1;0.37;0.00;0.37;0.37;0.37;0.7;0.7;1.0;0.13;0.19;0.33;0.13;0.33;Matches
185;Andrea Favilli\Andrea-Favilli;it ITA;FW;Genoa;22;1997;12;4;423;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;1.3;1.3;0.8;0.28;0.17;0.45;0.28;0.45;Matches
186;Federico Fazio\Federico-Fazio;ar ARG;DF;Roma;32;1987;12;11;901;0;0;0;0;1;1;0.00;0.00;0.00;0.00;0.00;0.3;0.3;0.0;0.03;0.00;0.03;0.03;0.03;Matches
187;Luiz Felipe\Luiz-Felipe;br BRA;DF;Lazio;22;1997;19;18;1467;1;1;0;0;5;0;0.06;0.06;0.12;0.06;0.12;0.4;0.4;0.3;0.02;0.02;0.04;0.02;0.04;Matches
188;Alex Ferrari\Alex-Ferrari;it ITA;DF;Sampdoria;25;1994;12;11;1005;0;0;0;0;4;0;0.00;0.00;0.00;0.00;0.00;0.5;0.5;0.0;0.04;0.00;0.04;0.04;0.04;Matches
189;Sergio Floccari\Sergio-Floccari;it ITA;FW;SPAL;37;1981;19;6;727;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;1.0;1.0;0.6;0.12;0.07;0.20;0.12;0.20;Matches
190;Alessandro Florenzi\Alessandro-Florenzi;it ITA;DFFW;Roma;28;1991;14;12;1002;0;1;0;0;5;0;0.00;0.09;0.09;0.00;0.09;0.6;0.6;2.0;0.05;0.18;0.23;0.05;0.23;Matches
191;Seko Fofana\Seko-Fofana;ci CIV;MF;Udinese;24;1995;20;16;1441;1;4;0;0;2;0;0.06;0.25;0.31;0.06;0.31;1.7;1.7;2.4;0.11;0.15;0.25;0.11;0.25;Matches
192;Remo Freuler\Remo-Freuler;ch SUI;MF;Atalanta;27;1992;20;17;1450;2;2;0;0;2;0;0.12;0.12;0.25;0.12;0.25;1.5;1.5;2.2;0.09;0.14;0.23;0.09;0.23;Matches
193;Matteo Gabbia\Matteo-Gabbia;it ITA;DF;Milan;19;1999;2;1;120;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.02;0.00;0.02;0.02;0.02;Matches
194;Manolo Gabbiadini\Manolo-Gabbiadini;it ITA;FW;Sampdoria;27;1991;20;16;1358;6;1;1;1;2;0;0.40;0.07;0.46;0.33;0.40;5.6;4.9;1.5;0.37;0.10;0.47;0.32;0.42;Matches
195;Gabriel\Gabriel;br BRA;GK;Lecce;26;1992;22;22;1918;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
196;Roberto Gagliardini\Roberto-Gagliardini;it ITA;MFDF;Inter;25;1994;11;9;784;2;1;0;0;2;0;0.23;0.11;0.34;0.23;0.34;1.5;1.5;0.6;0.17;0.07;0.24;0.17;0.24;Matches
197;Riccardo Gagliolo\Riccardo-Gagliolo;se SWE;DF;Parma;29;1990;21;20;1693;2;1;0;0;6;0;0.11;0.05;0.16;0.11;0.16;1.0;1.0;1.3;0.05;0.07;0.12;0.05;0.12;Matches
198;Daniele Gastaldello\Daniele-Gastaldello;it ITA;DF;Brescia;36;1983;4;1;143;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
199;Gervinho\Gervinho;ci CIV;FW;Parma;32;1987;18;17;1397;5;3;0;1;3;0;0.32;0.19;0.52;0.32;0.52;6.0;5.3;1.7;0.39;0.11;0.50;0.34;0.45;Matches
200;Rachid Ghezzal\Rachid-Ghezzal;dz ALG;MFFW;Fiorentina;27;1992;10;3;274;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.5;0.05;0.15;0.20;0.05;0.20;Matches
201;Paolo Ghiglione\Paolo-Ghiglione;it ITA;DF;Genoa;22;1997;20;19;1587;0;5;0;0;4;0;0.00;0.28;0.28;0.00;0.28;1.0;1.0;2.0;0.06;0.11;0.17;0.06;0.17;Matches
202;Faouzi Ghoulam\Faouzi-Ghoulam;dz ALG;DF;Napoli;28;1991;5;3;300;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.5;0.04;0.14;0.19;0.04;0.19;Matches
203;Diego Godín\Diego-Godin;uy URU;DF;Inter;33;1986;16;12;1090;0;1;0;0;3;0;0.00;0.08;0.08;0.00;0.08;0.4;0.4;0.7;0.03;0.06;0.09;0.03;0.09;Matches
204;Edoardo Goldaniga\Edoardo-Goldaniga;it ITA;DF;Genoa;25;1993;4;2;189;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;1.0;1.0;0.0;0.46;0.00;0.46;0.46;0.46;Matches
205;Pierluigi Gollini\Pierluigi-Gollini;it ITA;GK;Atalanta;24;1995;22;22;1980;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
206;Papu Gómez\Papu-Gomez;ar ARG;MFFW;Atalanta;31;1988;24;23;1904;6;10;0;0;2;0;0.28;0.47;0.76;0.28;0.76;7.3;7.3;6.2;0.34;0.29;0.64;0.34;0.64;Matches
207;Robin Gosens\Robin-Gosens;de GER;DF;Atalanta;25;1994;22;21;1767;7;5;0;0;2;0;0.36;0.25;0.61;0.36;0.61;4.5;4.5;2.4;0.23;0.12;0.35;0.23;0.35;Matches
208;Alberto Grassi\Alberto-Grassi;it ITA;MF;Parma;24;1995;11;3;375;1;0;0;0;4;0;0.24;0.00;0.24;0.24;0.24;0.2;0.2;0.1;0.04;0.02;0.06;0.04;0.06;Matches
209;Sinan Gümüş\Sinan-Gumus;tr TUR;FW;Genoa;25;1994;3;1;95;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.0;0.18;0.00;0.18;0.18;0.18;Matches
210;Koray Günter\Koray-Gunter;de GER;DF;Hellas Verona;24;1994;21;20;1768;0;0;0;0;6;0;0.00;0.00;0.00;0.00;0.00;0.4;0.4;0.3;0.02;0.01;0.03;0.02;0.03;Matches
211;Samir Handanović\Samir-Handanovic;si SVN;GK;Inter;35;1984;21;21;1890;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
212;Lukáš Haraslín\Lukas-Haraslin;sk SVK;FW;Sassuolo;23;1996;1;0;13;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.20;0.00;0.20;0.20;0.20;Matches
213;Hans Hateboer\Hans-Hateboer;nl NED;DF;Atalanta;25;1994;21;17;1588;0;3;0;0;7;0;0.00;0.17;0.17;0.00;0.17;1.2;1.2;3.1;0.07;0.17;0.24;0.07;0.24;Matches
214;Liam Henderson\Liam-Henderson;sco SCO;MF;Hellas Verona;23;1996;4;2;195;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.3;0.02;0.12;0.14;0.02;0.14;Matches
215;Dalbert Henrique\Dalbert-Henrique;br BRA;DF;Fiorentina;25;1993;23;22;1966;0;3;0;0;5;1;0.00;0.14;0.14;0.00;0.14;0.7;0.7;3.1;0.03;0.14;0.18;0.03;0.18;Matches
216;Theo Hernández\Theo-Hernandez;fr FRA;DF;Milan;21;1997;21;20;1818;5;2;0;0;8;0;0.25;0.10;0.35;0.25;0.35;2.1;2.1;2.9;0.10;0.14;0.25;0.10;0.25;Matches
217;Hernani\Hernani;br BRA;MF;Parma;25;1994;23;21;1897;0;3;0;0;9;0;0.00;0.14;0.14;0.00;0.14;1.0;1.0;1.1;0.05;0.05;0.10;0.05;0.10;Matches
218;Gonzalo Higuaín\Gonzalo-Higuain;ar ARG;FW;Juventus;31;1987;22;15;1384;5;4;0;0;2;0;0.33;0.26;0.59;0.33;0.59;7.1;7.1;3.8;0.46;0.25;0.71;0.46;0.71;Matches
219;Elseid Hysaj\Elseid-Hysaj;al ALB;DF;Napoli;25;1994;13;10;884;0;1;0;0;3;0;0.00;0.10;0.10;0.00;0.10;0.1;0.1;0.3;0.01;0.03;0.04;0.01;0.04;Matches
220;Simone Iacoponi\Simone-Iacoponi;it ITA;DF;Parma;32;1987;24;24;2151;2;0;0;0;3;0;0.08;0.00;0.08;0.08;0.08;0.9;0.9;0.1;0.04;0.00;0.04;0.04;0.04;Matches
221;Zlatan Ibrahimović\Zlatan-Ibrahimovic;se SWE;FW;Milan;37;1981;7;6;575;2;1;0;0;1;0;0.31;0.16;0.47;0.31;0.47;2.9;2.9;1.5;0.46;0.24;0.69;0.46;0.69;Matches
222;Igor\Igor;br BRA;DF;Fiorentina;21;1998;3;2;197;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
223;Igor\Igor;br BRA;DF;SPAL;21;1998;17;15;1340;0;1;0;0;7;0;0.00;0.07;0.07;0.00;0.07;0.1;0.1;1.0;0.01;0.07;0.08;0.01;0.08;Matches
