"id";"name";"nation";"position";"Squad";"age";"born";"90s";"Ast";"xA";"A-xA";"KP";"Cmp";"Att";"CmpPER";"shortCmp";"shortAtt";"shortCmpPER";"mediumCmp";"mediumAtt";"mediumCmpPER";"longCmp";"longAtt";"longCmpPER";"Left";"Right";"FK";"TB";"CK";"TI";"1/3";"PPA";"CrsPA";"Matches"
125;Christian Eriksen\Christian-Eriksen;dk DEN;MFFW;Tottenham;27;1992;12.1;2;2.0;0.0;23;549;743;73.9;7;19;36.8;419;499;84.0;123;225;54.7;173;532;26;4;46;10;58;21;1;Matches
126;Jonny Evans\Jonny-Evans;nir NIR;DF;Leicester City;31;1988;27.6;1;0.2;+0.8;3;1463;1653;88.5;3;7;42.9;935;1006;92.9;525;640;82.0;393;1150;50;1;0;3;87;2;0;Matches
127;Łukasz Fabiański\Lukasz-Fabianski;pl POL;GK;West Ham;34;1985;13.5;0;0.0;0.0;0;201;383;52.5;1;3;33.3;34;35;97.1;166;345;48.1;12;287;36;0;0;0;2;0;0;Matches
128;Fabinho\Fabinho;br BRA;MF;Liverpool;25;1993;15.0;1;1.2;-0.2;15;856;998;85.8;8;22;36.4;583;649;89.8;265;327;81.0;65;866;12;4;0;4;96;16;1;Matches
129;Ralf Fährmann\Ralf-Fahrmann;de GER;GK;Norwich City;30;1988;0.2;0;0.0;0.0;0;7;10;70.0;0;0;;5;5;100.0;2;5;40.0;2;6;0;0;0;0;0;0;0;Matches
130;Kiko Femenía\Kiko-Femenia;es ESP;DF;Watford;28;1991;16.0;0;1.2;-1.2;13;630;798;78.9;9;19;47.4;537;636;84.4;84;143;58.7;95;518;13;0;2;143;37;8;3;Matches
131;Bruno Fernandes\Bruno-Fernandes;pt POR;MF;Manchester Utd;24;1994;4.0;2;0.6;+1.4;9;191;267;71.5;1;7;14.3;139;169;82.2;51;91;56.0;24;237;13;1;16;2;23;5;1;Matches
132;Gedson Fernandes\Gedson-Fernandes;pt POR;MFDF;Tottenham;20;1999;0.4;0;0.1;-0.1;2;25;32;78.1;1;2;50.0;21;23;91.3;3;7;42.9;1;27;1;0;0;3;1;1;1;Matches
133;Federico Fernández\Federico-Fernandez;ar ARG;DF;Newcastle Utd;30;1989;19.1;1;0.3;+0.7;3;549;754;72.8;9;31;29.0;385;455;84.6;155;268;57.8;35;568;28;1;0;89;34;4;3;Matches
134;Fernandinho\Fernandinho;br BRA;DF;Manchester City;34;1985;21.2;0;0.3;-0.3;5;1539;1698;90.6;7;20;35.0;1008;1071;94.1;524;607;86.3;198;1386;33;1;0;12;178;7;0;Matches
135;Roberto Firmino\Roberto-Firmino;br BRA;FWMF;Liverpool;27;1991;25.9;7;4.9;+2.1;36;729;919;79.3;29;79;36.7;600;716;83.8;100;124;80.6;123;722;2;7;0;10;51;24;0;Matches
136;John Fleck\John-Fleck;sco SCO;MF;Sheffield Utd;27;1991;23.3;2;3.2;-1.2;35;719;976;73.7;27;69;39.1;554;647;85.6;138;260;53.1;828;82;26;2;63;6;83;28;5;Matches
137;Phil Foden\Phil-Foden;eng ENG;MFFW;Manchester City;19;2000;2.9;1;0.5;+0.5;7;145;160;90.6;4;5;80.0;122;133;91.7;19;22;86.4;145;10;0;1;2;2;13;1;0;Matches
138;Pablo Fornals\Pablo-Fornals;es ESP;MF;West Ham;23;1996;15.3;5;2.0;+3.0;15;439;573;76.6;18;46;39.1;357;419;85.2;64;108;59.3;68;479;8;4;16;2;27;12;1;Matches
139;Ben Foster\Ben-Foster;eng ENG;GK;Watford;36;1983;28.0;0;0.0;0.0;0;382;910;42.0;1;1;100.0;85;88;96.6;296;821;36.1;592;126;127;0;0;1;24;1;0;Matches
140;Dimitri Foulquier\Dimitri-Foulquier;fr FRA;MFDF;Watford;26;1993;0.6;0;0.0;0.0;1;10;13;76.9;1;2;50.0;6;6;100.0;3;5;60.0;2;10;0;0;0;1;1;0;0;Matches
141;Juan Foyth\Juan-Foyth;ar ARG;DF;Tottenham;21;1998;0.7;0;0.0;0.0;1;53;60;88.3;0;0;;40;43;93.0;13;17;76.5;6;46;1;0;0;7;3;0;0;Matches
142;Simon Francis\Simon-Francis;eng ENG;DF;Bournemouth;34;1985;10.7;0;0.4;-0.4;4;425;545;78.0;1;9;11.1;312;355;87.9;112;181;61.9;48;403;11;1;0;29;26;3;2;Matches
143;Ryan Fraser\Ryan-Fraser;sco SCO;MFFW;Bournemouth;25;1994;21.9;4;4.0;0.0;41;630;918;68.6;14;50;28.0;524;632;82.9;92;236;39.0;189;673;33;9;62;19;54;39;7;Matches
144;Fred\Fred;br BRA;MF;Manchester Utd;26;1993;21.5;0;2.8;-2.8;36;1307;1536;85.1;20;51;39.2;935;1029;90.9;352;456;77.2;1080;416;48;3;42;7;136;13;3;Matches
145;Ryan Fredericks\Ryan-Fredericks;eng ENG;DF;West Ham;26;1992;18.8;2;1.5;+0.5;18;577;803;71.9;17;49;34.7;481;593;81.1;79;161;49.1;67;528;4;0;0;148;22;8;3;Matches
146;Luke Freeman\Luke-Freeman;eng ENG;MF;Sheffield Utd;27;1992;3.6;0;0.3;-0.3;3;99;133;74.4;3;11;27.3;84;102;82.4;12;20;60.0;111;16;0;0;7;0;6;3;2;Matches
147;Christian Fuchs\Christian-Fuchs;at AUT;DF;Leicester City;33;1986;7.0;0;0.1;-0.1;2;416;509;81.7;3;12;25.0;321;353;90.9;92;144;63.9;364;50;11;1;0;62;39;5;2;Matches
148;Eric García\Eric-Garcia;es ESP;DF;Manchester City;18;2001;3.0;0;0.0;0.0;0;240;251;95.6;1;2;50.0;184;188;97.9;55;61;90.2;24;223;1;0;0;0;11;0;0;Matches
149;James Garner\James-Garner;eng ENG;MF;Manchester Utd;18;2001;0.1;0;0.0;0.0;0;15;15;100.0;0;0;;12;12;100.0;3;3;100.0;2;12;0;0;0;0;1;0;0;Matches
150;Dwight Gayle\Dwight-Gayle;eng ENG;FW;Newcastle Utd;28;1990;3.2;1;0.2;+0.8;2;44;58;75.9;2;3;66.7;32;40;80.0;10;15;66.7;6;37;1;0;0;1;2;1;1;Matches
151;Paulo Gazzaniga\Paulo-Gazzaniga;ar ARG;GK;Tottenham;27;1992;17.9;0;0.4;-0.4;1;319;516;61.8;0;0;;185;186;99.5;134;330;40.6;21;393;26;1;0;0;6;0;0;Matches
152;Jean-Philippe Gbamin\Jean-Philippe-Gbamin;ci CIV;MF;Everton;23;1995;1.5;0;0.0;0.0;0;50;67;74.6;1;4;25.0;42;47;89.4;7;16;43.8;7;55;3;0;0;0;5;0;0;Matches
153;David de Gea\David-de-Gea;es ESP;GK;Manchester Utd;28;1990;28.0;0;0.0;0.0;0;524;694;75.5;0;4;0.0;318;321;99.1;206;369;55.8;33;514;58;0;0;1;3;0;0;Matches
154;Anwar El Ghazi\Anwar-El-Ghazi;nl NED;FWMF;Aston Villa;24;1995;18.4;4;2.5;+1.5;29;336;504;66.7;14;41;34.1;260;335;77.6;62;128;48.4;79;373;3;0;17;11;13;13;7;Matches
155;Morgan Gibbs-White\Morgan-Gibbs-White;eng ENG;MFFW;Wolves;19;2000;1.4;0;0.1;-0.1;3;62;77;80.5;0;0;;52;60;86.7;10;17;58.8;2;64;1;1;0;1;4;3;0;Matches
156;Billy Gilmour\Billy-Gilmour;sco SCO;MFFW;Chelsea;18;2001;0.1;0;0.1;-0.1;1;9;11;81.8;1;1;100.0;6;8;75.0;2;2;100.0;0;10;0;0;0;0;0;0;0;Matches
157;Olivier Giroud\Olivier-Giroud;fr FRA;FW;Chelsea;32;1986;4.0;0;0.8;-0.8;4;83;110;75.5;6;11;54.5;75;93;80.6;2;6;33.3;67;17;0;0;0;0;2;2;0;Matches
158;Ben Godfrey\Ben-Godfrey;eng ENG;DF;Norwich City;21;1998;19.4;0;0.0;0.0;0;956;1063;89.9;8;20;40.0;661;702;94.2;287;341;84.2;103;905;22;1;0;9;47;1;0;Matches
159;André Gomes\Andre-Gomes;pt POR;MF;Everton;26;1993;7.8;0;0.4;-0.4;6;334;403;82.9;2;9;22.2;236;261;90.4;96;133;72.2;113;267;8;0;0;2;53;8;2;Matches
160;Angel Gomes\Angel-Gomes;eng ENG;MF;Manchester Utd;18;2000;0.2;0;0.2;-0.2;2;11;13;84.6;1;1;100.0;7;9;77.8;3;3;100.0;0;13;0;1;0;0;1;2;0;Matches
161;Joe Gomez\Joe-Gomez;eng ENG;DF;Liverpool;22;1997;13.2;0;0.1;-0.1;4;1007;1127;89.4;8;17;47.1;645;686;94.0;354;424;83.5;86;959;18;0;0;7;53;3;0;Matches
162;Anthony Gordon\Anthony-Gordon;eng ENG;MF;Everton;18;2001;0.5;0;0.0;0.0;0;8;10;80.0;0;1;0.0;8;9;88.9;0;0;;0;10;0;0;0;0;0;0;0;Matches
163;Dan Gosling\Dan-Gosling;eng ENG;MF;Bournemouth;29;1990;9.7;1;0.3;+0.7;4;281;354;79.4;10;28;35.7;229;263;87.1;42;63;66.7;29;292;3;0;0;1;27;5;0;Matches
164;Andre Gray\Andre-Gray;eng ENG;FW;Watford;28;1991;7.9;0;1.7;-1.7;8;93;141;66.0;4;14;28.6;77;108;71.3;12;19;63.2;30;93;0;1;0;0;8;3;1;Matches
165;Demarai Gray\Demarai-Gray;eng ENG;MFFW;Leicester City;23;1996;4.6;1;0.7;+0.3;7;165;193;85.5;5;15;33.3;139;149;93.3;21;29;72.4;16;170;2;2;1;1;5;4;0;Matches
