"id";"name";"nation";"position";"Squad";"age";"born";"90s";"Ast";"xA";"A-xA";"KP";"Cmp";"Att";"CmpPER";"shortCmp";"shortAtt";"shortCmpPER";"mediumCmp";"mediumAtt";"mediumCmpPER";"longCmp";"longAtt";"longCmpPER";"Left";"Right";"FK";"TB";"CK";"TI";"1/3";"PPA";"CrsPA";"Matches"
1;Patrick van Aanholt\Patrick-van-Aanholt;nl NED;DF;Crystal Palace;28;1990;20.0;0;1.8;-1.8;23;900;1135;79.3;9;36;25.0;738;849;86.9;153;250;61.2;718;188;36;0;29;204;63;19;4;Matches
2;Max Aarons\Max-Aarons;eng ENG;DF;Norwich City;19;2000;26.0;1;3.4;-2.4;19;959;1220;78.6;23;70;32.9;838;961;87.2;98;189;51.9;164;788;19;1;0;227;35;10;3;Matches
3;Tammy Abraham\Tammy-Abraham;eng ENG;FW;Chelsea;21;1997;21.6;3;2.3;+0.7;17;250;357;70.0;23;48;47.9;193;263;73.4;34;46;73.9;27;262;0;0;0;0;16;5;0;Matches
4;Che Adams\Che-Adams;eng ENG;FW;Southampton;23;1996;7.9;2;0.9;+1.1;8;116;168;69.0;8;17;47.1;96;125;76.8;12;26;46.2;14;133;0;2;0;0;9;1;0;Matches
5;Adrián\Adrian;es ESP;GK;Liverpool;32;1987;8.7;0;0.0;0.0;0;211;295;71.5;2;4;50.0;99;100;99.0;110;191;57.6;30;201;24;0;0;0;3;0;0;Matches
6;Sergio Agüero\Sergio-Aguero;ar ARG;FW;Manchester City;31;1988;14.9;3;2.5;+0.5;16;257;331;77.6;15;33;45.5;226;278;81.3;16;20;80.0;37;272;1;5;0;1;11;19;0;Matches
7;Albian Ajeti\Albian-Ajeti;ch SUI;MFFW;West Ham;22;1997;1.4;0;0.1;-0.1;2;15;18;83.3;1;1;100.0;14;17;82.4;0;0;;2;12;0;0;0;0;0;0;0;Matches
8;Nathan Aké\Nathan-Ake;nl NED;DF;Bournemouth;24;1995;21.4;1;0.6;+0.4;4;845;948;89.1;6;15;40.0;594;639;93.0;245;294;83.3;672;165;26;1;0;20;51;8;0;Matches
9;Marc Albrighton\Marc-Albrighton;eng ENG;MF;Leicester City;29;1989;4.3;1;0.9;+0.1;8;173;254;68.1;3;17;17.6;133;164;81.1;37;73;50.7;29;206;0;0;2;7;17;8;2;Matches
10;Toby Alderweireld\Toby-Alderweireld;be BEL;DF;Tottenham;30;1989;25.9;2;0.9;+1.1;11;1322;1584;83.5;8;20;40.0;822;878;93.6;492;686;71.7;286;1175;62;6;0;9;119;15;0;Matches
11;Trent Alexander-Arnold\Trent-Alexander-Arnold;eng ENG;DF;Liverpool;20;1998;27.3;12;8.5;+3.5;71;1732;2442;70.9;27;101;26.7;1204;1413;85.2;501;928;54.0;216;1837;68;3;127;309;147;56;12;Matches
12;Alisson\Alisson;br BRA;GK;Liverpool;26;1992;19.3;1;0.4;+0.6;1;554;651;85.1;2;2;100.0;280;282;99.3;272;367;74.1;35;493;39;1;0;0;6;1;0;Matches
13;Dele Alli\Dele-Alli;eng ENG;MFFW;Tottenham;23;1996;18.6;4;2.2;+1.8;21;560;717;78.1;12;47;25.5;447;521;85.8;101;149;67.8;32;626;8;6;4;17;37;20;0;Matches
14;Miguel Almirón\Miguel-Almiron;py PAR;FWMF;Newcastle Utd;25;1994;25.4;1;0.7;+0.3;15;467;628;74.4;13;41;31.7;392;471;83.2;62;116;53.4;540;49;2;1;1;7;26;15;1;Matches
15;Marcos Alonso\Marcos-Alonso;es ESP;DF;Chelsea;28;1990;8.5;2;1.3;+0.7;15;507;623;81.4;8;25;32.0;421;477;88.3;78;121;64.5;433;48;3;0;1;98;25;12;6;Matches
16;Steven Alzate\Steven-Alzate;co COL;MFDF;Brighton;20;1998;13.1;0;0.7;-0.7;13;564;664;84.9;11;28;39.3;492;553;89.0;61;83;73.5;30;540;5;1;0;50;33;12;0;Matches
17;Ibrahim Amadou\Ibrahim-Amadou;fr FRA;DFMF;Norwich City;26;1993;8.4;0;0.1;-0.1;1;310;361;85.9;2;6;33.3;219;244;89.8;89;111;80.2;23;314;4;0;0;2;14;0;0;Matches
18;Felipe Anderson\Felipe-Anderson;br BRA;MFFW;West Ham;26;1993;15.7;4;2.9;+1.1;25;691;889;77.7;20;58;34.5;569;686;82.9;102;145;70.3;117;714;9;3;5;12;44;31;6;Matches
19;Florin Andone\Florin-Andone;ro ROU;MFFW;Brighton;26;1993;0.8;0;0.0;0.0;1;8;12;66.7;0;1;0.0;8;11;72.7;0;0;;2;6;0;0;1;0;0;0;0;Matches
20;Angeliño\Angelino;es ESP;DF;Manchester City;22;1997;4.7;0;1.2;-1.2;9;335;426;78.6;4;14;28.6;266;304;87.5;65;108;60.2;342;15;3;0;0;46;33;14;7;Matches
21;Michail Antonio\Michail-Antonio;eng ENG;FWMF;West Ham;29;1990;10.4;2;1.8;+0.2;12;168;263;63.9;2;20;10.0;139;187;74.3;27;56;48.2;23;186;1;4;0;5;12;6;4;Matches
22;Stuart Armstrong\Stuart-Armstrong;sco SCO;MF;Southampton;27;1992;12.7;0;0.9;-0.9;10;301;402;74.9;12;34;35.3;250;310;80.6;39;58;67.2;84;279;0;0;0;14;19;9;0;Matches
23;Kepa Arrizabalaga\Kepa-Arrizabalaga;es ESP;GK;Chelsea;24;1994;24.0;0;0.0;0.0;0;620;781;79.4;0;0;;341;345;98.8;279;436;64.0;115;559;43;0;0;0;1;0;0;Matches
24;Christian Atsu\Christian-Atsu;gh GHA;FWMF;Newcastle Utd;27;1992;8.1;3;1.0;+2.0;13;160;204;78.4;6;14;42.9;131;149;87.9;23;41;56.1;165;25;2;1;6;1;2;11;4;Matches
25;Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang;ga GAB;FW;Arsenal;30;1989;24.6;1;1.8;-0.8;16;438;632;69.3;8;44;18.2;381;495;77.0;49;93;52.7;72;534;0;0;1;2;19;31;7;Matches
26;Serge Aurier\Serge-Aurier;ci CIV;DF;Tottenham;26;1992;21.1;4;2.3;+1.7;23;902;1173;76.9;12;53;22.6;772;899;85.9;118;221;53.4;138;759;6;1;0;192;44;18;6;Matches
27;Jordan Ayew\Jordan-Ayew;gh GHA;FWMF;Crystal Palace;27;1991;25.6;1;1.6;-0.6;19;481;603;79.8;25;50;50.0;395;462;85.5;61;91;67.0;32;484;1;2;0;8;31;17;0;Matches
28;César Azpilicueta\Cesar-Azpilicueta;es ESP;DF;Chelsea;29;1989;25.9;3;4.6;-1.6;30;1556;1967;79.1;28;87;32.2;1300;1502;86.6;228;378;60.3;202;1348;16;1;0;294;95;23;8;Matches
29;Eric Bailly\Eric-Bailly;ci CIV;DF;Manchester Utd;25;1994;1.0;0;0.0;0.0;0;28;33;84.8;0;1;0.0;21;24;87.5;7;8;87.5;6;20;0;0;0;0;1;0;0;Matches
30;Leighton Baines\Leighton-Baines;eng ENG;DF;Everton;34;1984;3.7;0;0.7;-0.7;4;137;175;78.3;0;6;0.0;111;120;92.5;26;49;53.1;119;15;5;0;10;30;6;6;5;Matches
31;Fabián Balbuena\Fabian-Balbuena;py PAR;DF;West Ham;27;1991;12.0;0;0.0;0.0;0;337;451;74.7;2;7;28.6;203;240;84.6;132;204;64.7;64;334;11;1;0;5;23;2;0;Matches
32;George Baldock\George-Baldock;eng ENG;DF;Sheffield Utd;26;1993;27.0;3;1.8;+1.2;17;820;1104;74.3;28;84;33.3;702;799;87.9;90;221;40.7;36;784;4;0;1;217;44;12;7;Matches
33;Phil Bardsley\Phil-Bardsley;sco SCO;DF;Burnley;34;1985;13.0;1;0.3;+0.7;2;338;512;66.0;7;26;26.9;262;325;80.6;69;161;42.9;33;297;10;1;0;140;41;7;2;Matches
34;Ross Barkley\Ross-Barkley;eng ENG;MF;Chelsea;25;1993;6.5;1;1.1;-0.1;13;286;336;85.1;5;12;41.7;216;249;86.7;65;75;86.7;49;275;0;0;1;0;25;12;1;Matches
35;Ashley Barnes\Ashley-Barnes;at AUT;FW;Burnley;29;1989;15.1;0;0.5;-0.5;4;155;253;61.3;7;22;31.8;134;187;71.7;14;44;31.8;46;142;0;1;0;1;5;8;0;Matches
36;Harvey Barnes\Harvey-Barnes;eng ENG;MF;Leicester City;21;1997;18.1;6;2.3;+3.7;26;418;549;76.1;12;39;30.8;368;446;82.5;38;64;59.4;79;432;1;2;0;1;24;35;2;Matches
37;Chris Basham\Chris-Basham;eng ENG;DF;Sheffield Utd;31;1988;26.1;0;0.7;-0.7;8;763;1050;72.7;22;50;44.0;573;706;81.2;168;294;57.1;77;709;15;0;0;117;47;5;3;Matches
38;Borja Bastón\Borja-Baston;es ESP;MFFW;Aston Villa;26;1992;0.2;0;0.0;0.0;0;4;5;80.0;0;0;;2;3;66.7;2;2;100.0;0;4;0;0;0;0;1;0;0;Matches
39;Michy Batshuayi\Michy-Batshuayi;be BEL;FW;Chelsea;25;1993;2.5;1;0.2;+0.8;3;61;76;80.3;5;9;55.6;51;61;83.6;5;6;83.3;23;48;0;0;0;0;1;0;0;Matches
40;Jan Bednarek\Jan-Bednarek;pl POL;DF;Southampton;23;1996;26.0;0;0.1;-0.1;2;821;1033;79.5;7;22;31.8;605;699;86.6;209;312;67.0;156;694;15;0;0;34;47;2;0;Matches
41;Héctor Bellerín\Hector-Bellerin;es ESP;DF;Arsenal;24;1995;6.9;0;0.1;-0.1;1;341;417;81.8;6;20;30.0;298;339;87.9;37;58;63.8;30;305;11;1;0;65;25;3;1;Matches
42;Ryan Bennett\Ryan-Bennett;eng ENG;DF;Wolves;29;1990;6.7;0;0.1;-0.1;2;185;239;77.4;3;4;75.0;115;136;84.6;67;99;67.7;14;180;3;0;0;12;23;1;0;Matches
43;Nabil Bentaleb\Nabil-Bentaleb;dz ALG;MF;Newcastle Utd;24;1994;3.0;0;0.1;-0.1;5;118;136;86.8;5;8;62.5;83;93;89.2;30;35;85.7;110;15;6;0;0;0;10;2;1;Matches
44;Christian Benteke\Christian-Benteke;be BEL;FW;Crystal Palace;28;1990;9.2;1;1.8;-0.8;13;127;223;57.0;7;17;41.2;105;177;59.3;15;29;51.7;15;117;0;2;0;0;8;9;2;Matches
45;Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson;is ISL;MF;Burnley;28;1990;4.5;0;0.5;-0.5;6;73;119;61.3;1;5;20.0;52;74;70.3;20;40;50.0;92;19;0;0;6;0;2;4;3;Matches
46;Sander Berge\Sander-Berge;no NOR;MF;Sheffield Utd;21;1998;2.3;0;0.0;0.0;0;56;80;70.0;0;4;0.0;45;60;75.0;11;16;68.8;9;57;1;0;0;1;3;1;0;Matches
47;Steven Bergwijn\Steven-Bergwijn;nl NED;FW;Tottenham;21;1997;3.6;0;0.5;-0.5;6;79;92;85.9;2;4;50.0;71;79;89.9;6;9;66.7;2;77;1;0;1;0;3;3;0;Matches
48;Bernard\Bernard;br BRA;MFFW;Everton;26;1992;10.9;2;1.5;+0.5;18;320;440;72.7;7;30;23.3;274;337;81.3;39;73;53.4;118;312;2;4;6;1;28;21;2;Matches
49;Bernardo\Bernardo;br BRA;DF;Brighton;24;1995;6.0;0;0.2;-0.2;2;238;312;76.3;3;14;21.4;202;241;83.8;33;57;57.9;211;24;1;0;0;47;20;7;3;Matches
50;Ryan Bertrand\Ryan-Bertrand;eng ENG;DF;Southampton;29;1989;21.5;1;2.9;-1.9;27;826;1121;73.7;13;62;21.0;679;809;83.9;134;250;53.6;720;67;31;0;21;239;77;25;10;Matches
51;Muhamed Bešić\Muhamed-Besic;ba BIH;MF;Sheffield Utd;26;1992;2.7;0;0.1;-0.1;1;86;106;81.1;1;5;20.0;66;76;86.8;19;25;76.0;14;80;2;0;0;0;6;2;0;Matches
52;Philip Billing\Philip-Billing;dk DEN;MF;Bournemouth;23;1996;23.1;1;1.0;0.0;12;762;998;76.4;18;40;45.0;556;699;79.5;188;259;72.6;714;114;20;1;0;31;67;9;1;Matches
53;Yves Bissouma\Yves-Bissouma;ml MLI;MF;Brighton;22;1996;6.4;0;0.1;-0.1;2;252;303;83.2;4;7;57.1;184;213;86.4;64;83;77.1;23;261;6;0;0;2;25;3;0;Matches
54;Willy Boly\Willy-Boly;fr FRA;DF;Wolves;28;1991;12.0;1;0.3;+0.7;3;362;458;79.0;6;14;42.9;267;299;89.3;89;145;61.4;55;351;10;4;0;3;21;2;0;Matches
55;Gaëtan Bong\Gaetan-Bong;cm CMR;MFDF;Brighton;31;1988;0.6;0;0.1;-0.1;2;24;35;68.6;0;1;0.0;16;22;72.7;8;12;66.7;32;1;1;0;0;2;3;1;1;Matches
56;Sofiane Boufal\Sofiane-Boufal;ma MAR;MFFW;Southampton;25;1993;7.5;2;2.6;-0.6;14;228;298;76.5;5;14;35.7;193;234;82.5;30;50;60.0;56;218;1;1;1;6;15;12;2;Matches
57;Jarrod Bowen\Jarrod-Bowen;eng ENG;FW;West Ham;22;1996;1.0;0;0.2;-0.2;1;14;19;73.7;0;2;0.0;13;15;86.7;1;2;50.0;16;2;0;0;0;0;1;2;0;Matches
58;Robbie Brady\Robbie-Brady;ie IRL;MF;Burnley;27;1992;4.4;2;0.2;+1.8;6;73;122;59.8;2;6;33.3;58;80;72.5;13;36;36.1;83;18;3;0;3;1;4;4;1;Matches
59;Claudio Bravo\Claudio-Bravo;cl CHI;GK;Manchester City;36;1983;3.8;0;0.0;0.0;0;101;132;76.5;0;0;;60;61;98.4;41;71;57.7;11;105;8;0;0;0;0;0;0;Matches
60;Josh Brownhill\Josh-Brownhill;eng ENG;MF;Burnley;23;1995;0.0;0;0.0;0.0;0;0;2;0.0;0;0;;0;0;;0;2;0.0;1;0;0;0;0;0;0;0;0;Matches
61;Emi Buendía\Emi-Buendia;ar ARG;FWMF;Norwich City;22;1996;21.4;7;6.8;+0.2;68;928;1226;75.7;26;66;39.4;701;816;85.9;201;344;58.4;154;1024;56;13;85;13;122;47;2;Matches
62;Dan Burn\Dan-Burn;eng ENG;DF;Brighton;27;1992;22.9;0;1.1;-1.1;16;1078;1389;77.6;15;62;24.2;886;1018;87.0;177;309;57.3;924;133;8;1;0;193;85;18;7;Matches
63;Sam Byram\Sam-Byram;eng ENG;DF;Norwich City;25;1993;14.4;0;0.5;-0.5;7;625;763;81.9;14;32;43.8;529;600;88.2;82;131;62.6;107;450;11;0;0;128;22;5;0;Matches
64;Willy Caballero\Willy-Caballero;ar ARG;GK;Chelsea;37;1981;4.0;0;0.0;0.0;0;88;125;70.4;0;0;;55;55;100.0;33;70;47.1;19;88;2;0;0;0;0;0;0;Matches
65;Gary Cahill\Gary-Cahill;eng ENG;DF;Crystal Palace;33;1985;19.0;1;0.3;+0.7;2;646;733;88.1;5;12;41.7;413;445;92.8;228;276;82.6;68;577;25;0;0;3;25;2;0;Matches
66;Dominic Calvert-Lewin\Dominic-Calvert-Lewin;eng ENG;FW;Everton;22;1997;20.4;1;0.9;+0.1;14;296;440;67.3;10;30;33.3;250;357;70.0;36;53;67.9;43;234;1;1;0;1;26;7;1;Matches
67;Víctor Camarasa\Victor-Camarasa;es ESP;MF;Crystal Palace;25;1994;0.1;0;0.0;0.0;0;3;3;100.0;0;0;;3;3;100.0;0;0;;0;3;0;0;0;0;0;0;0;Matches
68;João Cancelo\Joao-Cancelo;pt POR;DF;Manchester City;25;1994;7.7;0;1.0;-1.0;8;550;629;87.4;3;14;21.4;446;489;91.2;101;126;80.2;80;469;3;1;1;59;51;10;1;Matches
69;Todd Cantwell\Todd-Cantwell;eng ENG;FW;Norwich City;21;1998;22.6;2;2.6;-0.6;32;737;925;79.7;32;61;52.5;626;729;85.9;79;135;58.5;77;794;11;0;4;11;55;18;1;Matches
70;Étienne Capoue\Etienne-Capoue;fr FRA;MF;Watford;31;1988;22.8;2;1.8;+0.2;12;924;1133;81.6;15;31;48.4;667;764;87.3;242;338;71.6;179;842;15;3;4;1;104;7;1;Matches
71;Andy Carroll\Andy-Carroll;eng ENG;FW;Newcastle Utd;30;1989;5.6;3;1.6;+1.4;9;100;163;61.3;5;11;45.5;78;118;66.1;17;34;50.0;59;32;0;1;0;0;10;5;1;Matches
72;Jonny Castro\Jonny-Castro;es ESP;DF;Wolves;25;1994;24.4;1;0.8;+0.2;15;870;1074;81.0;22;54;40.7;772;895;86.3;76;125;60.8;240;540;5;0;2;224;44;16;3;Matches
73;Craig Cathcart\Craig-Cathcart;nir NIR;DF;Watford;30;1989;25.2;0;0.1;-0.1;1;640;762;84.0;5;12;41.7;422;461;91.5;213;289;73.7;180;486;18;0;0;4;36;3;1;Matches
74;Dani Ceballos\Dani-Ceballos;es ESP;MF;Arsenal;22;1996;9.1;2;0.9;+1.1;14;545;639;85.3;3;19;15.8;399;426;93.7;143;194;73.7;29;599;11;2;33;3;62;16;0;Matches
75;Nathaniel Chalobah\Nathaniel-Chalobah;eng ENG;MF;Watford;24;1994;8.6;1;0.7;+0.3;5;219;292;75.0;5;13;38.5;177;217;81.6;37;62;59.7;50;212;5;1;12;1;23;2;0;Matches
76;Calum Chambers\Calum-Chambers;eng ENG;DF;Arsenal;24;1995;12.3;1;0.8;+0.2;4;702;865;81.2;7;31;22.6;503;571;88.1;192;263;73.0;54;684;8;0;0;83;36;5;2;Matches
77;Ben Chilwell\Ben-Chilwell;eng ENG;DF;Leicester City;22;1996;22.9;3;2.9;+0.1;29;1308;1670;78.3;16;63;25.4;1114;1264;88.1;178;343;51.9;1206;161;28;2;7;227;83;18;11;Matches
78;Tahith Chong\Tahith-Chong;nl NED;FWMF;Manchester Utd;19;1999;0.4;0;0.0;0.0;0;9;14;64.3;0;2;0.0;9;11;81.8;0;1;0.0;14;0;0;0;0;0;0;0;0;Matches
79;Hamza Choudhury\Hamza-Choudhury;eng ENG;MF;Leicester City;21;1997;8.7;1;0.1;+0.9;3;388;444;87.4;7;16;43.8;300;331;90.6;81;97;83.5;32;373;10;0;0;0;26;2;0;Matches
80;Andreas Christensen\Andreas-Christensen;dk DEN;DF;Chelsea;23;1996;14.0;0;0.5;-0.5;3;749;812;92.2;3;8;37.5;445;467;95.3;301;337;89.3;51;714;24;1;0;4;43;2;0;Matches
81;Ciaran Clark\Ciaran-Clark;ie IRL;DF;Newcastle Utd;29;1989;13.2;0;0.0;0.0;1;253;322;78.6;3;6;50.0;175;201;87.1;75;115;65.2;227;42;10;0;0;15;20;2;0;Matches
82;Leon Clarke\Leon-Clarke;eng ENG;MF;Sheffield Utd;34;1985;0.1;0;0.0;0.0;0;3;3;100.0;0;0;;3;3;100.0;0;0;;2;1;0;0;0;0;0;0;0;Matches
83;Tom Cleverley\Tom-Cleverley;eng ENG;MF;Watford;29;1989;7.3;0;0.4;-0.4;12;263;322;81.7;9;16;56.3;220;245;89.8;34;61;55.7;36;260;1;1;3;5;23;11;2;Matches
84;Conor Coady\Conor-Coady;eng ENG;DF;Wolves;26;1993;28.0;0;0.5;-0.5;5;1078;1259;85.6;5;11;45.5;547;589;92.9;526;659;79.8;45;1127;27;3;0;1;79;5;0;Matches
85;Séamus Coleman\Seamus-Coleman;ie IRL;DF;Everton;30;1988;13.2;1;0.6;+0.4;7;587;755;77.7;9;45;20.0;481;556;86.5;97;154;63.0;81;468;7;1;0;164;49;5;1;Matches
86;Aaron Connolly\Aaron-Connolly;ie IRL;FW;Brighton;19;2000;9.3;0;0.2;-0.2;4;84;115;73.0;8;15;53.3;66;87;75.9;10;13;76.9;17;75;0;1;0;1;2;1;0;Matches
87;Lewis Cook\Lewis-Cook;eng ENG;MF;Bournemouth;22;1997;10.2;0;0.8;-0.8;8;408;513;79.5;5;21;23.8;298;345;86.4;105;147;71.4;33;450;8;4;1;2;43;7;1;Matches
88;Steve Cook\Steve-Cook;eng ENG;DF;Bournemouth;28;1991;20.3;0;0.3;-0.3;3;799;973;82.1;5;18;27.8;502;562;89.3;292;393;74.3;35;822;36;0;0;16;33;2;0;Matches
89;Jack Cork\Jack-Cork;eng ENG;MF;Burnley;30;1989;25.3;0;0.7;-0.7;10;633;806;78.5;28;53;52.8;500;592;84.5;105;161;65.2;93;622;3;3;0;4;51;7;1;Matches
90;Aaron Cresswell\Aaron-Cresswell;eng ENG;DF;West Ham;29;1989;21.5;0;1.1;-1.1;14;924;1247;74.1;13;68;19.1;748;851;87.9;163;328;49.7;895;54;29;3;12;250;94;12;7;Matches
91;Patrick Cutrone\Patrick-Cutrone;it ITA;FW;Wolves;21;1998;3.2;0;0.0;0.0;1;38;56;67.9;2;2;100.0;36;49;73.5;0;5;0.0;9;40;0;0;0;0;2;0;0;Matches
92;Diogo Dalot\Diogo-Dalot;pt POR;DF;Manchester Utd;20;1999;0.7;0;0.0;0.0;0;51;64;79.7;1;2;50.0;40;47;85.1;10;15;66.7;7;40;0;0;1;13;1;0;0;Matches
93;Charlie Daniels\Charlie-Daniels;eng ENG;DF;Bournemouth;32;1986;1.4;0;0.1;-0.1;2;35;49;71.4;3;3;100.0;24;29;82.8;8;17;47.1;42;1;4;0;0;6;4;1;1;Matches
94;Scott Dann\Scott-Dann;eng ENG;DF;Crystal Palace;32;1987;6.1;1;0.2;+0.8;2;189;228;82.9;2;8;25.0;138;150;92.0;49;70;70.0;30;168;7;0;0;0;5;0;0;Matches
95;Kevin Danso\Kevin-Danso;at AUT;DF;Southampton;20;1998;3.1;1;0.2;+0.8;1;115;159;72.3;0;3;0.0;93;109;85.3;22;47;46.8;10;105;1;0;0;33;10;1;0;Matches
96;Ben Davies\Ben-Davies;wal WAL;DF;Tottenham;26;1993;7.0;0;0.4;-0.4;5;302;407;74.2;7;18;38.9;259;318;81.4;36;71;50.7;276;28;8;1;0;71;28;5;4;Matches
97;Tom Davies\Tom-Davies;eng ENG;MF;Everton;21;1998;14.6;0;0.3;-0.3;4;430;553;77.8;5;22;22.7;329;385;85.5;96;146;65.8;64;425;8;5;0;5;58;10;0;Matches
98;Keinan Davis\Keinan-Davis;eng ENG;FW;Aston Villa;21;1998;1.2;0;0.0;0.0;2;25;30;83.3;1;3;33.3;22;25;88.0;2;2;100.0;25;3;0;0;0;0;1;0;0;Matches
99;Craig Dawson\Craig-Dawson;eng ENG;DF;Watford;29;1990;17.2;0;0.0;0.0;1;500;618;80.9;2;8;25.0;301;337;89.3;197;273;72.2;28;505;10;0;0;17;39;0;0;Matches
100;Kevin De Bruyne\Kevin-De-Bruyne;be BEL;MF;Manchester City;28;1991;24.0;17;13.4;+3.6;92;1293;1735;74.5;21;72;29.2;915;1108;82.6;357;555;64.3;186;1479;39;22;145;26;135;77;8;Matches
101;Troy Deeney\Troy-Deeney;eng ENG;FW;Watford;31;1988;15.9;2;2.3;-0.3;17;254;447;56.8;10;32;31.3;211;340;62.1;33;75;44.0;14;244;0;2;1;1;31;16;0;Matches
102;Fabian Delph\Fabian-Delph;eng ENG;MF;Everton;29;1989;13.2;0;0.3;-0.3;6;676;778;86.9;7;16;43.8;480;522;92.0;189;240;78.8;483;250;11;2;0;2;63;15;4;Matches
103;Leander Dendoncker\Leander-Dendoncker;be BEL;DFMF;Wolves;24;1995;24.3;0;0.6;-0.6;5;896;1036;86.5;6;22;27.3;648;732;88.5;242;282;85.8;166;745;9;0;0;2;46;3;1;Matches
104;Gerard Deulofeu\Gerard-Deulofeu;es ESP;FW;Watford;25;1994;23.4;5;4.6;+0.4;45;603;823;73.3;26;72;36.1;459;557;82.4;118;194;60.8;66;732;30;3;33;8;30;28;2;Matches
105;Eric Dier\Eric-Dier;eng ENG;MFDF;Tottenham;25;1994;8.9;2;0.1;+1.9;4;389;491;79.2;9;14;64.3;278;327;85.0;102;150;68.0;79;356;11;0;0;1;31;2;0;Matches
106;Lucas Digne\Lucas-Digne;fr FRA;DF;Everton;26;1993;23.9;5;4.6;+0.4;57;976;1410;69.2;12;60;20.0;762;930;81.9;202;420;48.1;927;76;46;2;90;272;69;30;16;Matches
107;Virgil van Dijk\Virgil-van-Dijk;nl NED;DF;Liverpool;28;1991;28.0;0;0.5;-0.5;3;1992;2201;90.5;10;17;58.8;1212;1287;94.2;770;897;85.8;264;1754;49;5;0;8;156;5;0;Matches
108;Issa Diop\Issa-Diop;fr FRA;DF;West Ham;22;1997;20.7;0;0.3;-0.3;1;532;648;82.1;15;25;60.0;362;412;87.9;155;211;73.5;92;468;31;0;0;1;40;0;0;Matches
109;Moussa Djenepo\Moussa-Djenepo;ml MLI;MFDF;Southampton;21;1998;10.0;2;1.4;+0.6;13;189;257;73.5;8;21;38.1;164;199;82.4;17;37;45.9;59;170;0;3;0;9;11;12;2;Matches
110;Matt Doherty\Matt-Doherty;ie IRL;DF;Wolves;27;1992;22.9;1;0.8;+0.2;14;931;1229;75.8;21;51;41.2;765;944;81.0;145;234;62.0;53;799;4;1;0;232;60;7;1;Matches
111;Abdoulaye Doucouré\Abdoulaye-Doucoure;fr FRA;MF;Watford;26;1993;26.2;2;2.4;-0.4;27;1014;1275;79.5;33;85;38.8;801;955;83.9;180;235;76.6;202;983;8;1;1;0;91;17;1;Matches
112;Danny Drinkwater\Danny-Drinkwater;eng ENG;MF;Burnley;29;1990;0.7;0;0.0;0.0;0;11;20;55.0;0;3;0.0;10;12;83.3;1;5;20.0;3;14;1;0;0;0;0;0;0;Matches
113;Danny Drinkwater\Danny-Drinkwater;eng ENG;MF;Aston Villa;29;1990;2.9;0;0.0;0.0;1;136;167;81.4;2;7;28.6;98;113;86.7;36;47;76.6;35;126;4;0;0;0;16;1;0;Matches
114;Josip Drmić\Josip-Drmic;ch SUI;FWMF;Norwich City;26;1992;1.9;0;0.1;-0.1;1;37;47;78.7;0;2;0.0;35;40;87.5;2;5;40.0;7;37;0;0;0;0;3;0;0;Matches
115;Martin Dúbravka\Martin-Dubravka;sk SVK;GK;Newcastle Utd;30;1989;28.0;0;0.0;0.0;0;433;810;53.5;2;4;50.0;114;118;96.6;317;688;46.1;36;630;108;0;0;1;13;0;0;Matches
116;Ondrej Duda\Ondrej-Duda;sk SVK;MF;Norwich City;24;1994;5.5;0;1.0;-1.0;11;201;259;77.6;9;19;47.4;162;181;89.5;30;59;50.8;31;207;7;0;19;1;9;9;1;Matches
117;Shane Duffy\Shane-Duffy;ie IRL;DF;Brighton;27;1992;11.9;0;0.0;0.0;1;457;546;83.7;5;10;50.0;271;306;88.6;181;230;78.7;38;421;28;0;0;4;23;4;0;Matches
118;Paul Dummett\Paul-Dummett;wal WAL;DF;Newcastle Utd;27;1991;13.7;0;0.1;-0.1;4;358;502;71.3;3;14;21.4;283;330;85.8;72;158;45.6;382;30;11;0;0;41;46;4;3;Matches
119;Lewis Dunk\Lewis-Dunk;eng ENG;DF;Brighton;27;1991;26.0;3;0.9;+2.1;9;1547;1769;87.5;8;18;44.4;983;1046;94.0;556;705;78.9;109;1496;50;1;0;31;114;4;0;Matches
120;Ederson\Ederson;br BRA;GK;Manchester City;25;1993;23.1;0;0.0;0.0;0;555;631;88.0;0;0;;334;338;98.8;221;293;75.4;392;115;29;0;0;1;6;0;0;Matches
121;John Egan\John-Egan;ie IRL;DF;Sheffield Utd;26;1992;25.9;0;0.1;-0.1;1;763;896;85.2;7;14;50.0;436;482;90.5;320;400;80.0;113;663;17;0;0;4;44;1;0;Matches
122;Harvey Elliot\Harvey-Elliot;eng ENG;FW;Liverpool;;;0.0;0;0.0;0.0;0;0;0;;0;0;;0;0;;0;0;;0;0;0;0;0;0;0;0;0;Matches
123;Ahmed Elmohamady\Ahmed-Elmohamady;eg EGY;DF;Aston Villa;31;1987;7.8;1;1.2;-0.2;12;336;446;75.3;4;17;23.5;257;293;87.7;75;136;55.1;4;347;5;0;0;68;32;9;6;Matches
124;Björn Engels\Bjorn-Engels;be BEL;DF;Aston Villa;24;1994;15.1;0;0.1;-0.1;1;491;583;84.2;3;7;42.9;290;323;89.8;198;253;78.3;52;473;17;0;0;2;46;0;0;Matches
