"id";"name";"nation";"position";"team";"age";"born";"MP";"Min";"Mn/MP";"Min%";"90s";"Starts";"Mn/Start";"Subs";"Mn/Sub";"unSub";"PPM";"onG";"onGA";"+/-";"+/-90";"On-Off";"onxG";"onxGA";"xG+/-";"xG+/-90";"On-Off-ex";"Matches"
1;Antonio Adán\Antonio-Adan;es ESP;GK;Atlético Madrid;32;1987;1;24;24;1.0;0.3;0;;1;24;25;0.00;0;0;0;0.00;-0.39;0.5;0.1;+0.4;+1.55;+1.02;Matches
2;Aritz Aduriz\Aritz-Aduriz;es ESP;FW;Athletic Bilbao;38;1981;13;193;15;8.2;2.1;0;;13;15;3;1.15;1;1;0;0.00;-0.13;2.8;2.5;+0.2;+0.10;+0.06;Matches
3;Lumor Agbenyenu\Lumor-Agbenyenu;gh GHA;DF;Mallorca;22;1996;19;1517;80;64.8;16.9;16;86;3;48;3;0.89;16;28;-12;-0.71;-0.17;19.2;24.8;-5.5;-0.33;+0.49;Matches
4;Martin Agirregabiria\Martin-Agirregabiria;es ESP;DF;Alavés;23;1996;22;1526;69;62.8;17.0;17;86;5;14;5;1.23;18;25;-7;-0.41;-0.31;18.1;24.7;-6.5;-0.38;-0.33;Matches
5;Joseph Aidoo\Joseph-Aidoo;gh GHA;DF;Celta Vigo;23;1995;22;1788;81;76.4;19.9;20;89;2;7;4;0.91;17;28;-11;-0.55;-0.39;21.0;22.4;-1.3;-0.07;+0.50;Matches
6;Sergio Akieme\Sergio-Akieme;es ESP;DF;Barcelona;21;1997;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
7;Jordi Alba\Jordi-Alba;es ESP;DF;Barcelona;30;1989;16;1287;80;55.0;14.3;15;84;1;33;2;1.94;32;18;+14;+0.98;-0.47;23.3;13.1;+10.2;+0.71;-0.18;Matches
8;Raúl Albiol\Raul-Albiol;es ESP;DF;Villarreal;33;1985;25;2248;90;96.1;25.0;25;90;0;;0;1.52;42;33;+9;+0.36;+2.32;40.1;31.1;+9.1;+0.36;+1.33;Matches
9;Paco Alcácer\Paco-Alcacer;es ESP;FW;Villarreal;25;1993;5;406;81;17.4;4.5;5;81;0;;0;1.40;7;7;0;0.00;-0.33;5.2;6.7;-1.5;-0.34;-0.79;Matches
10;Rubén Alcaraz\Ruben-Alcaraz;es ESP;MF;Valladolid;28;1991;16;1170;73;50.0;13.0;12;89;4;26;3;1.13;11;17;-6;-0.46;-0.38;9.7;18.7;-9.0;-0.69;-0.46;Matches
11;Álex Alegría\Alex-Alegria;es ESP;FW;Mallorca;26;1992;6;103;17;4.4;1.1;0;;6;17;1;0.67;2;2;0;0.00;+0.68;1.5;2.1;-0.6;-0.55;-0.05;Matches
12;Carles Aleñá\Carles-Alena;es ESP;MFFW;Betis;21;1998;8;438;55;18.7;4.9;4;85;4;25;0;0.88;6;6;0;0.00;+0.28;5.3;6.3;-0.9;-0.19;-0.15;Matches
13;Carles Aleñá\Carles-Alena;es ESP;MF;Barcelona;21;1998;4;170;43;7.3;1.9;2;68;2;18;6;1.75;5;1;+4;+2.12;+1.00;3.0;1.3;+1.7;+0.90;+0.11;Matches
14;Diego Altube\Diego-Altube;es ESP;GK;Real Madrid;19;2000;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
15;Iñaki Álvarez Goñi\Inaki-Alvarez-Goni;es ESP;GK;Osasuna;22;1997;0;;;;;0;;0;;4;;;;;;;;;;;;Matches
16;Sergio Álvarez\Sergio-Alvarez;es ESP;GK;Celta Vigo;32;1986;4;180;45;7.7;2.0;2;90;2;0;17;1.25;5;4;+1;+0.50;+1.04;2.8;1.4;+1.5;+0.74;+1.00;Matches
17;Sergio Álvarez\Sergio-Alvarez;es ESP;MFDF;Eibar;27;1992;10;638;64;28.4;7.1;8;78;2;8;5;1.10;7;9;-2;-0.28;+0.28;5.9;9.5;-3.6;-0.51;-0.04;Matches
18;Yeray Álvarez\Yeray-Alvarez;es ESP;DF;Athletic Bilbao;24;1995;24;2160;90;92.3;24.0;24;90;0;;2;1.38;24;19;+5;+0.21;+1.21;26.9;25.1;+1.8;+0.07;+0.42;Matches
19;Ibrahim Amadou\Ibrahim-Amadou;fr FRA;DFMF;Leganés;26;1993;0;;;;;0;;0;;3;;;;;;;;;;;;Matches
20;Amath\Amath;sn SEN;MF;Getafe;23;1996;3;45;15;1.9;0.5;0;;3;15;3;1.00;0;1;-1;-2.00;-2.51;0.9;2.5;-1.7;-3.37;-3.50;Matches
21;Miguel Ángel Guerrero\Miguel-Angel-Guerrero;es ESP;FW;Leganés;29;1990;2;134;67;5.7;1.5;2;67;0;;2;0.50;1;3;-2;-1.34;-0.65;1.0;1.0;0.0;-0.02;+0.19;Matches
22;Miguel Ángel Moyá\Miguel-Angel-Moya;es ESP;GK;Real Sociedad;35;1984;7;630;90;28.0;7.0;7;90;0;;15;1.43;10;9;+1;+0.14;-0.47;7.4;8.0;-0.5;-0.07;-0.60;Matches
23;José Ángel\Jose-Angel;es ESP;DF;Eibar;29;1989;19;1656;87;73.6;18.4;19;87;0;;0;1.26;19;28;-9;-0.49;-0.03;20.7;28.5;-7.8;-0.43;+0.21;Matches
24;Antoñito\Antonito;es ESP;DFMF;Valladolid;31;1987;9;519;58;22.2;5.8;6;84;3;5;7;1.11;5;8;-3;-0.52;-0.32;4.5;7.3;-2.7;-0.47;-0.01;Matches
25;Vitorino Antunes\Vitorino-Antunes;pt POR;MF;Getafe;32;1987;1;5;5;0.2;0.1;0;;1;5;4;3.00;0;0;0;0.00;-0.46;0.0;0.1;-0.1;-2.18;-2.25;Matches
26;Anuar\Anuar;ma MAR;MFFW;Valladolid;24;1995;11;181;16;7.7;2.0;1;53;10;13;1;1.00;4;8;-4;-1.99;-1.86;1.7;5.5;-3.8;-1.90;-1.56;Matches
27;Aritz Arambarri\Aritz-Arambarri;es ESP;MF;Real Sociedad;21;1998;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
28;Mauro Arambarri\Mauro-Arambarri;uy URU;MF;Getafe;23;1995;24;2102;88;89.8;23.4;23;90;1;32;0;1.63;31;23;+8;+0.34;-1.17;24.8;23.3;+1.5;+0.06;-0.01;Matches
29;Néstor Araujo\Nestor-Araujo;mx MEX;DF;Celta Vigo;27;1991;24;2084;87;89.1;23.2;23;87;1;75;0;1.00;20;28;-8;-0.35;+1.06;21.8;26.9;-5.1;-0.22;-0.30;Matches
30;Ronald Araújo\Ronald-Araujo;uy URU;DF;Barcelona;20;1999;1;13;13;0.6;0.1;0;;1;13;3;3.00;1;0;+1;+6.92;+5.76;0.5;0.4;+0.1;+0.71;-0.08;Matches
31;Anaitz Arbilla\Anaitz-Arbilla;es ESP;DF;Eibar;32;1987;18;1549;86;68.8;17.2;17;90;1;22;1;1.06;17;29;-12;-0.70;-0.70;16.8;28.2;-11.4;-0.66;-0.58;Matches
32;Alphonse Areola\Alphonse-Areola;fr FRA;GK;Real Madrid;26;1993;3;270;90;11.5;3.0;3;90;0;;20;3.00;8;3;+5;+1.67;+0.54;5.7;3.1;+2.6;+0.86;-0.12;Matches
33;Santiago Arias\Santiago-Arias;co COL;DF;Atlético Madrid;27;1992;7;551;79;23.5;6.1;6;84;1;45;14;1.14;7;6;+1;+0.16;-0.29;8.9;6.1;+2.8;+0.46;-0.11;Matches
34;José Arnaiz\Jose-Arnaiz;es ESP;MFFW;Leganés;24;1995;12;328;27;14.0;3.6;2;68;10;19;7;0.67;1;3;-2;-0.55;+0.21;5.5;4.0;+1.6;+0.43;+0.74;Matches
35;José Arnaiz\Jose-Arnaiz;es ESP;FWMF;Osasuna;24;1995;4;170;43;7.3;1.9;2;59;2;27;0;0.00;1;4;-3;-1.59;-1.51;2.2;3.7;-1.5;-0.78;-0.78;Matches
36;Sergio Asenjo\Sergio-Asenjo;es ESP;GK;Villarreal;30;1989;23;2070;90;88.5;23.0;23;90;0;;3;1.57;36;28;+8;+0.35;+0.68;35.4;27.4;+8.0;+0.35;+0.32;Matches
37;Iago Aspas\Iago-Aspas;es ESP;FW;Celta Vigo;31;1987;26;2331;90;99.6;25.9;26;90;0;;0;0.96;22;34;-12;-0.46;-0.46;24.7;30.4;-5.6;-0.22;-8.24;Matches
38;Roger Assalé\Roger-Assale;ci CIV;FWDF;Leganés;25;1993;3;74;25;3.2;0.8;0;;3;25;0;0.33;0;1;-1;-1.22;-0.50;0.9;0.9;0.0;-0.03;+0.18;Matches
39;Miguel Atienza\Miguel-Atienza;es ESP;MF;Eibar;;;1;25;25;1.1;0.3;0;;1;25;3;0.00;0;0;0;0.00;+0.49;0.1;0.0;+0.1;+0.46;+0.95;Matches
40;Ezequiel Ávila\Ezequiel-Avila;ar ARG;FW;Osasuna;25;1994;20;1593;80;68.1;17.7;18;87;2;13;0;1.35;24;22;+2;+0.11;+0.96;25.5;20.2;+5.3;+0.30;+1.12;Matches
41;Javier Avilés\Javier-Aviles;es ESP;MF;Leganés;21;1997;1;12;12;0.5;0.1;0;;1;12;2;0.00;0;0;0;0.00;+0.73;0.0;0.3;-0.3;-2.41;-2.22;Matches
42;Chidozie Awaziem\Chidozie-Awaziem;ng NGA;DF;Leganés;22;1997;17;1414;83;60.4;15.7;15;90;2;32;6;1.12;13;21;-8;-0.51;+0.56;15.6;17.6;-2.0;-0.13;+0.19;Matches
43;Ramon Azeez\Ramon-Azeez;ng NGA;MF;Granada;26;1992;17;881;52;37.6;9.8;9;74;8;27;8;1.59;10;9;+1;+0.10;+0.10;8.8;10.2;-1.4;-0.15;-0.19;Matches
44;Iddrisu Baba\Iddrisu-Baba;gh GHA;MF;Mallorca;23;1996;24;1999;83;85.4;22.2;24;83;0;;1;0.92;24;37;-13;-0.59;+0.47;23.9;33.6;-9.8;-0.44;+0.41;Matches
45;Carlos Bacca\Carlos-Bacca;co COL;FWMF;Villarreal;32;1986;12;419;35;17.9;4.7;4;78;8;13;14;1.00;5;6;-1;-0.21;-0.59;6.4;4.9;+1.5;+0.33;+0.02;Matches
46;Gareth Bale\Gareth-Bale;wal WAL;FWMF;Real Madrid;30;1989;14;991;71;42.4;11.0;11;84;3;24;1;2.00;19;9;+10;+0.91;-0.49;16.2;10.8;+5.4;+0.49;-0.82;Matches
47;Mikel Balenziaga\Mikel-Balenziaga;es ESP;DF;Athletic Bilbao;31;1988;3;270;90;11.5;3.0;3;90;0;;5;0.33;2;4;-2;-0.67;-0.88;1.8;4.1;-2.4;-0.78;-0.93;Matches
48;Éver Banega\Ever-Banega;ar ARG;MF;Sevilla;31;1988;22;1767;80;75.5;19.6;21;83;1;24;2;1.55;23;23;0;0.00;-1.57;23.7;18.2;+5.5;+0.28;-0.64;Matches
49;Federico Barba\Federico-Barba;it ITA;DF;Valladolid;25;1993;5;450;90;19.2;5.0;5;90;0;;4;0.60;4;12;-8;-1.60;-1.65;4.1;9.7;-5.6;-1.13;-0.82;Matches
50;Francisco Barbosa\Francisco-Barbosa;es ESP;GK;Celta Vigo;20;1999;0;;;;;0;;0;;4;;;;;;;;;;;;Matches
51;Enis Bardhi\Enis-Bardhi;mk MKD;MF;Levante;24;1995;20;1355;68;57.9;15.1;14;88;6;21;2;1.35;22;25;-3;-0.20;+0.26;18.7;27.2;-8.5;-0.57;+0.21;Matches
52;Kike Barja\Kike-Barja;es ESP;MF;Osasuna;22;1997;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
53;Antonio Barragán\Antonio-Barragan;es ESP;DF;Betis;32;1987;7;418;60;17.9;4.6;4;90;3;19;14;1.29;6;6;0;0.00;+0.28;6.8;5.5;+1.3;+0.29;+0.43;Matches
54;Ander Barrenetxea\Ander-Barrenetxea;es ESP;MFFW;Real Sociedad;17;2001;11;156;14;6.9;1.7;0;;11;14;7;1.64;4;3;+1;+0.58;+0.10;2.9;2.5;+0.4;+0.23;-0.14;Matches
55;Marc Bartra\Marc-Bartra;es ESP;DFMF;Betis;28;1991;22;1883;86;80.5;20.9;21;88;1;25;2;1.18;29;36;-7;-0.33;-0.53;27.1;29.6;-2.5;-0.12;-0.25;Matches
56;Gil Bastião Dias\Gil-Bastiao-Dias;pt POR;FWDF;Granada;22;1996;2;84;42;3.6;0.9;1;53;1;31;1;1.50;0;0;0;0.00;-0.04;1.1;0.5;+0.6;+0.67;+0.72;Matches
57;Fran Beltrán\Fran-Beltran;es ESP;MF;Celta Vigo;20;1999;20;1266;63;54.1;14.1;14;83;6;17;5;1.10;9;18;-9;-0.64;-0.39;13.8;16.9;-3.2;-0.22;-0.08;Matches
58;Hatem Ben Arfa\Hatem-Ben-Arfa;fr FRA;MF;Valladolid;32;1987;1;12;12;0.5;0.1;0;;1;12;0;1.00;0;0;0;0.00;+0.27;0.2;0.1;+0.1;+0.47;+0.94;Matches
59;Karim Benzema\Karim-Benzema;fr FRA;FW;Real Madrid;31;1987;25;2131;85;91.1;23.7;24;88;1;28;1;2.12;41;16;+25;+1.06;-1.53;39.2;19.2;+20.0;+0.84;-1.37;Matches
60;Yuri Berchiche\Yuri-Berchiche;es ESP;DF;Athletic Bilbao;29;1990;23;2070;90;88.5;23.0;23;90;0;;0;1.43;23;18;+5;+0.22;+0.88;26.6;23.2;+3.4;+0.15;+0.93;Matches
61;Markel Bergara\Markel-Bergara;es ESP;MF;Getafe;33;1986;2;70;35;3.0;0.8;0;;2;35;1;1.00;0;0;0;0.00;-0.48;0.5;0.2;+0.3;+0.40;+0.34;Matches
62;Sergio Bermejo\Sergio-Bermejo;es ESP;FW;Celta Vigo;21;1997;1;4;4;0.2;0.0;0;;1;4;4;0.00;0;1;-1;-22.50;-22.08;0.0;0.1;-0.1;-1.52;-1.34;Matches
63;Pedro Bigas\Pedro-Bigas;es ESP;DF;Eibar;28;1990;12;866;72;38.5;9.6;11;78;1;9;9;1.08;10;11;-1;-0.10;+0.61;11.8;12.5;-0.6;-0.07;+0.67;Matches
64;Rubén Blanco\Ruben-Blanco;es ESP;GK;Celta Vigo;24;1995;24;2160;90;92.3;24.0;24;90;0;;0;0.88;19;33;-14;-0.58;-1.58;22.8;29.1;-6.3;-0.26;-1.00;Matches
65;Pablo de Blasis\Pablo-de-Blasis;ar ARG;DFMF;Eibar;31;1988;20;996;50;44.3;11.1;9;90;11;17;4;1.15;13;18;-5;-0.45;+0.05;12.3;17.3;-5.0;-0.45;+0.05;Matches
66;Yassine Bounou\Yassine-Bounou;ma MAR;GK;Sevilla;28;1991;2;135;68;5.8;1.5;1;90;1;45;19;3.00;5;2;+3;+2.00;+1.71;3.2;1.8;+1.4;+0.92;+0.51;Matches
67;Filip Bradarić\Filip-Bradaric;hr CRO;MF;Celta Vigo;27;1992;3;123;41;5.3;1.4;2;52;1;20;2;2.33;3;2;+1;+0.73;+1.26;1.0;1.5;-0.5;-0.34;-0.17;Matches
68;Martin Braithwaite\Martin-Braithwaite;dk DEN;FW;Barcelona;28;1991;2;39;20;1.7;0.4;0;;2;20;0;1.50;2;2;0;0.00;-1.21;1.8;0.4;+1.5;+3.42;+2.67;Matches
69;Martin Braithwaite\Martin-Braithwaite;dk DEN;FWMF;Leganés;28;1991;24;1935;81;82.7;21.5;21;89;3;24;0;0.79;16;31;-15;-0.70;+0.19;20.7;24.8;-4.0;-0.19;+0.09;Matches
70;Brandon\Brandon;es ESP;FW;Osasuna;24;1995;8;408;51;17.4;4.5;5;72;3;16;5;0.75;3;7;-4;-0.88;-0.84;3.7;5.4;-1.7;-0.37;-0.38;Matches
71;Darko Brašanac\Darko-Brasanac;rs SRB;MF;Osasuna;27;1992;20;1590;80;67.9;17.7;18;88;2;5;2;1.35;21;24;-3;-0.17;+0.07;20.3;24.1;-3.8;-0.22;-0.49;Matches
72;Ekhi Bravo\Ekhi-Bravo;es ESP;MF;Eibar;21;1997;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
73;Yan Brice Eteki\Yan-Brice-Eteki;cm CMR;MF;Granada;21;1997;16;820;51;35.0;9.1;10;74;6;14;3;1.06;6;14;-8;-0.88;-1.41;8.2;9.7;-1.5;-0.17;-0.21;Matches
74;Bryan\Bryan;es ESP;MFFW;Leganés;18;2001;3;90;30;3.8;1.0;0;;3;30;1;0.67;1;0;+1;+1.00;+1.80;1.0;0.6;+0.4;+0.42;+0.65;Matches
75;Bryan\Bryan;es ESP;FW;Sevilla;18;2001;2;63;32;2.7;0.7;0;;2;32;5;2.00;2;1;+1;+1.43;+1.07;1.2;0.7;+0.6;+0.80;+0.38;Matches
76;Ante Budimir\Ante-Budimir;hr CRO;FW;Mallorca;28;1991;24;1986;83;84.9;22.1;24;83;0;;0;0.92;25;40;-15;-0.68;-0.17;23.8;35.8;-12.0;-0.55;-0.29;Matches
77;Esteban Burgos\Esteban-Burgos;ar ARG;DF;Eibar;27;1992;6;519;87;23.1;5.8;5;90;1;69;5;1.00;4;8;-4;-0.69;-0.28;4.4;9.6;-5.3;-0.91;-0.56;Matches
