id;name;Nation;Position;Squad;Age;Born;90s;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;Int;PKwon;PKcon;OGMatches
188;Jeff Hardeveld\Jeff-Hardeveld;nl NED;DF;Heracles Almelo;24;1995;6.6;1;0;0;8;3;0;29;15;8;;;0;Matches
189;Cian Harries\Cian-Harries;wal WAL;DF;Fortuna Sittard;22;1997;4.2;2;0;0;6;0;0;0;3;5;;;1;Matches
190;Abdou Harroui\Abdou-Harroui;nl NED;MF;Sparta R'dam;21;1998;22.9;2;0;0;45;29;2;52;49;20;;;0;Matches
191;Ariel Harush\Ariel-Harush;il ISR;GK;Sparta R'dam;31;1988;15.0;1;0;0;1;0;0;0;0;2;;;0;Matches
192;Pantelis Hatzidiakos\Pantelis-Hatzidiakos;gr GRE;DF;AZ Alkmaar;22;1997;8.2;2;0;0;7;3;0;3;8;7;;;0;Matches
193;Mike Havekotte\Mike-Havekotte;nl NED;GK;ADO Den Haag;23;1995;1.0;0;0;0;0;0;0;0;0;0;;;0;Matches
194;Thom Haye\Thom-Haye;nl NED;MF;ADO Den Haag;24;1995;3.3;1;0;0;4;3;0;16;1;1;;;0;Matches
195;Kees Heemskerk\Kees-Heemskerk;nl NED;GK;RKC Waalwijk;28;1991;2.5;1;0;0;0;0;0;0;0;0;;;0;Matches
196;Freek Heerkens\Freek-Heerkens;nl NED;DF;Willem II;29;1989;22.0;2;0;0;15;17;1;42;22;15;;;0;Matches
197;Jorrit Hendrix\Jorrit-Hendrix;nl NED;MF;PSV Eindhoven;24;1995;11.6;1;1;0;8;7;0;2;16;17;;;0;Matches
198;Michaël Heylen\Michael-Heylen;be BEL;DF;Emmen;25;1994;17.8;4;2;1;11;7;0;0;19;31;;;0;Matches
199;Tom Hiariej\Tom-Hiariej;nl NED;MF;Emmen;31;1988;14.4;1;0;0;14;21;0;7;15;20;;;0;Matches
200;Bart van Hintum\Bart-van-Hintum;nl NED;DF;Groningen;32;1987;13.3;3;0;0;16;3;0;52;15;17;;;0;Matches
201;Sebastian Holmén\Sebastian-Holmen;se SWE;DF;Willem II;27;1992;25.0;2;0;0;13;8;0;2;24;44;;;0;Matches
202;Keisuke Honda\Keisuke-Honda;jp JPN;MF;Vitesse;33;1986;3.0;2;0;0;2;6;1;15;3;6;;;0;Matches
203;Justin Hoogma\Justin-Hoogma;nl NED;DF;Utrecht;21;1998;21.9;1;1;0;10;5;0;0;20;15;;;0;Matches
204;Elson Hooi\Elson-Hooi;cw CUW;FWMF;ADO Den Haag;27;1991;7.9;0;0;0;3;13;3;26;6;3;;;0;Matches
205;Ajdin Hrustic\Ajdin-Hrustic;au AUS;MF;Groningen;23;1996;20.1;3;0;0;20;35;2;121;19;14;;;0;Matches
206;Dean Huiberts\Dean-Huiberts;nl NED;MF;Zwolle;19;2000;7.9;2;0;0;17;11;1;6;13;10;;;0;Matches
207;Klaas-Jan Huntelaar\Klaas-Jan-Huntelaar;nl NED;FW;Ajax;35;1983;9.3;0;0;0;2;6;6;2;2;0;;;0;Matches
208;Daniel Høegh\Daniel-Hoegh;dk DEN;DF;Heerenveen;28;1991;0.1;0;0;0;0;0;0;0;0;0;;;0;Matches
209;Oussama Idrissi\Oussama-Idrissi;ma MAR;FW;AZ Alkmaar;23;1996;21.0;3;0;0;28;28;14;35;15;2;;;0;Matches
210;Edgar Ié\Edgar-Ie;pt POR;DF;Feyenoord;25;1994;10.0;2;0;0;10;3;0;2;9;16;;;1;Matches
211;Mohammed Ihattaren\Mohammed-Ihattaren;nl NED;MFFW;PSV Eindhoven;17;2002;19.8;0;0;0;16;23;1;111;12;7;;;0;Matches
212;Lex Immers\Lex-Immers;nl NED;MF;ADO Den Haag;33;1986;21.7;2;0;0;20;22;6;29;15;16;;;1;Matches
213;Dimitrios Ioannidis\Dimitrios-Ioannidis;de GER;MF;Fortuna Sittard;19;2000;0.5;0;0;0;0;0;0;0;2;2;;;0;Matches
214;Ko Itakura\Ko-Itakura;jp JPN;DF;Groningen;22;1997;17.5;4;0;0;12;5;0;1;30;25;;;0;Matches
215;Sebastian Jakubiak\Sebastian-Jakubiak;de GER;MF;Heracles Almelo;26;1993;1.5;1;0;0;1;2;1;0;1;1;;;0;Matches
216;Anco Jansen\Anco-Jansen;nl NED;FWMF;Emmen;30;1989;0.8;0;0;0;3;2;0;5;0;1;;;0;Matches
217;Roel Janssen\Roel-Janssen;nl NED;DF;VVV-Venlo;29;1990;19.6;6;0;0;24;17;0;16;39;41;;;0;Matches
218;Willem Janssen\Willem-Janssen;nl NED;DF;Utrecht;33;1986;19.0;3;0;0;16;7;0;0;13;31;;;0;Matches
219;Simon Jansson\Simon-Jansson;nl NED;MF;VVV-Venlo;18;2000;2.5;0;0;0;4;1;0;4;1;3;;;0;Matches
220;Dennis Johnsen\Dennis-Johnsen;no NOR;FW;Zwolle;21;1998;12.2;1;0;0;2;8;6;55;8;4;;;0;Matches
221;Siem de Jong\Siem-de-Jong;nl NED;MF;Ajax;30;1989;1.2;0;0;0;1;1;0;0;2;0;;;0;Matches
222;Patrick Joosten\Patrick-Joosten;nl NED;FW;Utrecht;23;1996;3.4;0;0;0;2;5;0;14;0;2;;;0;Matches
223;Patrick Joosten\Patrick-Joosten;nl NED;FW;Sparta R'dam;23;1996;6.3;0;0;0;8;13;0;13;0;0;;;0;Matches
224;Mauro Júnior\Mauro-Junior;br BRA;MFFW;Heracles Almelo;20;1999;23.1;4;0;0;25;32;3;89;32;15;;;0;Matches
225;Nicolai Jørgensen\Nicolai-Jorgensen;dk DEN;FW;Feyenoord;28;1991;10.9;2;0;0;13;12;9;3;6;4;;;0;Matches
226;Daniël van Kaam\Daniel-van-Kaam;nl NED;MF;Groningen;19;2000;7.8;0;0;0;5;4;0;8;5;8;;;0;Matches
227;Elton Kabangu\Elton-Kabangu;cd COD;FWMF;Willem II;21;1998;0.4;0;0;0;0;0;0;4;1;1;;;0;Matches
228;Youssef El Kachati\Youssef-El-Kachati;nl NED;FW;Sparta R'dam;19;1999;0.3;0;0;0;2;2;1;1;0;0;;;0;Matches
229;Wilfried Kanon\Wilfried-Kanon;ci CIV;DF;ADO Den Haag;26;1993;2.9;0;0;0;4;4;1;0;6;4;;;0;Matches
230;Khalid Karami\Khalid-Karami;nl NED;DF;Sparta R'dam;29;1989;3.8;2;0;0;2;2;0;6;2;7;;;0;Matches
231;Vyacheslav Karavayev\Vyacheslav-Karavayev;ru RUS;DF;Vitesse;24;1995;5.0;1;0;0;4;0;0;17;16;5;;;0;Matches
232;Rasmus Karjalainen\Rasmus-Karjalainen;fi FIN;FW;Fortuna Sittard;23;1996;5.6;2;0;0;4;2;1;11;8;2;;;0;Matches
233;Rick Karsdorp\Rick-Karsdorp;nl NED;DF;Feyenoord;24;1995;11.7;0;0;0;7;1;0;35;11;25;;;0;Matches
234;Liam Kelly\Liam-Kelly;ie IRL;MF;Feyenoord;23;1995;1.0;0;0;0;1;6;0;3;1;2;;;0;Matches
235;Gyrano Kerk\Gyrano-Kerk;nl NED;FW;Utrecht;23;1995;22.1;1;0;0;21;27;10;44;14;6;;;0;Matches
236;Sam Kersten\Sam-Kersten;nl NED;DF;Zwolle;21;1998;12.4;0;0;0;11;4;0;0;11;24;;;0;Matches
237;Orestis Kiomourtzoglou\Orestis-Kiomourtzoglou;de GER;MF;Heracles Almelo;21;1998;22.5;6;0;0;24;34;1;5;36;60;;;0;Matches
238;Thorsten Kirschbaum\Thorsten-Kirschbaum;de GER;GK;VVV-Venlo;32;1987;25.0;2;0;0;0;5;0;0;0;0;;;0;Matches
239;Sean Klaiber\Sean-Klaiber;nl NED;DF;Utrecht;25;1994;22.8;5;0;0;34;10;5;64;43;38;;;0;Matches
240;Lorenzo van Kleef\Lorenzo-van-Kleef;nl NED;MF;ADO Den Haag;18;2001;0.4;0;0;0;1;0;0;1;2;0;;;0;Matches
241;Mats Knoester\Mats-Knoester;nl NED;DF;Heracles Almelo;20;1998;24.4;0;0;0;8;13;1;1;26;42;;;0;Matches
242;Mats Köhlert\Mats-Kohlert;de GER;FW;Willem II;21;1998;23.4;3;0;0;15;38;4;109;17;21;;;0;Matches
243;Orkun Kökçü\Orkun-Kokcu;tr TUR;MF;Feyenoord;18;2000;18.2;4;0;0;34;21;1;48;5;3;;;0;Matches
244;Marko Kolar\Marko-Kolar;hr CRO;FWMF;Emmen;24;1995;15.5;1;0;0;7;32;10;4;5;10;;;0;Matches
245;Rodney Kongolo\Rodney-Kongolo;nl NED;MF;Heerenveen;21;1998;22.1;3;0;0;18;16;1;4;40;24;;;1;Matches
246;Joey Konings\Joey-Konings;nl NED;FWMF;Heracles Almelo;21;1998;8.3;0;1;0;9;15;1;15;4;4;;;0;Matches
247;Luuk Koopmans\Luuk-Koopmans;nl NED;GK;ADO Den Haag;25;1993;19.0;0;0;0;0;2;0;0;0;0;;;0;Matches
248;Teun Koopmeiners\Teun-Koopmeiners;nl NED;MFDF;AZ Alkmaar;21;1998;23.7;4;0;0;27;21;0;44;30;24;;;1;Matches
249;Jarni Koorman\Jarni-Koorman;nl NED;MF;Zwolle;20;1999;1.5;1;0;0;1;2;0;1;0;1;;;0;Matches
250;Alexei Koșelev\Alexei-Koselev;md MDA;GK;Fortuna Sittard;25;1993;26.0;1;0;0;1;2;0;0;1;1;;;0;Matches
251;Joris Kramer\Joris-Kramer;nl NED;DF;AZ Alkmaar;22;1996;0.3;0;0;0;1;0;0;0;0;0;;;0;Matches
252;Michiel Kramer\Michiel-Kramer;nl NED;FW;ADO Den Haag;30;1988;7.5;5;0;0;20;6;2;2;1;0;;;0;Matches
253;Nick Kuipers\Nick-Kuipers;nl NED;DF;ADO Den Haag;26;1992;0.2;0;0;0;0;0;0;0;0;0;;;0;Matches
254;Christian Kum\Christian-Kum;nl NED;DF;VVV-Venlo;33;1985;17.7;4;1;1;18;8;2;1;16;48;;;0;Matches
255;Zakaria Labyad\Zakaria-Labyad;ma MAR;FW;Ajax;26;1993;1.7;0;0;0;3;1;2;2;5;1;;;0;Matches
256;Darryl Lachman\Darryl-Lachman;cw CUW;DF;Zwolle;29;1989;12.0;0;0;0;6;3;0;0;14;12;;;0;Matches
257;Thomas Lam\Thomas-Lam;fi FIN;DF;Zwolle;25;1993;13.7;2;1;0;15;10;0;2;9;17;;;0;Matches
258;Sam Lammers\Sam-Lammers;nl NED;FW;PSV Eindhoven;22;1997;5.1;0;0;0;3;7;0;3;1;1;;;0;Matches
259;Noa Lang\Noa-Lang;nl NED;MFFW;Ajax;20;1999;2.3;0;0;0;2;3;0;3;4;0;;;0;Matches
260;Noa Lang\Noa-Lang;nl NED;FW;Twente;20;1999;5.7;1;0;0;5;12;1;33;3;0;;;0;Matches
261;Sam Larsson\Sam-Larsson;se SWE;FW;Feyenoord;26;1993;10.6;1;0;0;8;18;0;14;10;11;;;0;Matches
262;Joël Latibeaudière\Joel-Latibeaudiere;eng ENG;DF;Twente;19;2000;4.9;0;0;0;8;6;0;9;14;5;;;0;Matches
263;Nikolai Laursen\Nikolai-Laursen;dk DEN;MFFW;Emmen;21;1998;14.5;2;0;0;7;25;3;55;17;10;;;0;Matches
264;Clint Leemans\Clint-Leemans;nl NED;MF;RKC Waalwijk;23;1995;19.4;2;0;0;15;9;1;114;17;16;;;0;Matches
265;Clint Leemans\Clint-Leemans;nl NED;DFMF;Zwolle;23;1995;0.7;0;0;0;0;0;0;2;0;0;;;1;Matches
266;Michael de Leeuw\Michael-de-Leeuw;nl NED;FWMF;Emmen;32;1986;24.8;2;0;0;30;20;8;6;10;9;;;0;Matches
267;Ramon Leeuwin\Ramon-Leeuwin;nl NED;DF;AZ Alkmaar;31;1987;3.0;1;0;0;3;3;0;0;1;1;;;0;Matches
268;Julian Lelieveld\Julian-Lelieveld;nl NED;DF;Vitesse;21;1997;13.7;3;1;0;11;11;0;15;21;17;;;0;Matches
269;Fernando Lewis\Fernando-Lewis;nl NED;DF;Willem II;26;1993;3.0;1;0;0;3;5;0;9;5;6;;;0;Matches
270;Bryan Linssen\Bryan-Linssen;nl NED;FWMF;Vitesse;28;1990;22.6;5;0;0;45;11;4;18;21;17;;;0;Matches
271;Evert Linthorst\Evert-Linthorst;nl NED;MF;VVV-Venlo;19;2000;15.3;3;0;0;21;9;0;2;14;17;;;0;Matches
272;Pol Llonch\Pol-Llonch;es ESP;MF;Willem II;26;1992;22.3;7;0;0;51;34;1;5;58;48;;;0;Matches
273;Justin Lonwijk\Justin-Lonwijk;nl NED;FW;Utrecht;19;1999;0.4;0;0;0;0;0;0;0;0;0;;;0;Matches
274;Hirving Lozano\Hirving-Lozano;mx MEX;FW;PSV Eindhoven;24;1995;0.6;0;0;0;0;1;1;6;1;0;;;0;Matches
275;Ramon Lundqvist\Ramon-Lundqvist;se SWE;MF;Groningen;22;1997;14.0;1;1;0;3;20;0;72;7;10;;;0;Matches
276;Darren Maatsen\Darren-Maatsen;nl NED;FW;RKC Waalwijk;28;1991;12.4;1;1;0;18;18;3;61;16;23;;;0;Matches
277;Chukwunonso Madueke\Chukwunonso-Madueke;eng ENG;MF;PSV Eindhoven;17;2002;0.4;0;0;0;1;1;0;1;0;0;;;0;Matches
278;Adam Maher\Adam-Maher;nl NED;MF;Utrecht;26;1993;20.4;4;0;0;28;37;0;93;29;33;;;0;Matches
279;Simon Makienok\Simon-Makienok;dk DEN;FW;Utrecht;28;1990;0.5;0;0;0;1;2;0;0;0;0;;;0;Matches
280;Tyrell Malacia\Tyrell-Malacia;nl NED;DF;Feyenoord;19;1999;11.0;4;0;0;14;10;2;20;26;18;;;0;Matches
281;Donyell Malen\Donyell-Malen;nl NED;FW;PSV Eindhoven;20;1999;13.2;1;0;0;8;16;7;10;3;3;;;0;Matches
282;Dion Malone\Dion-Malone;nl NED;DFMF;ADO Den Haag;30;1989;17.0;7;0;0;21;26;2;28;18;22;;;0;Matches
283;Răzvan Marin\Razvan-Marin;ro ROU;MF;Ajax;23;1996;5.6;2;0;0;15;6;0;20;6;3;;;0;Matches
284;Wouter Marinus\Wouter-Marinus;nl NED;MF;Emmen;24;1995;0.4;1;0;0;2;1;0;1;0;0;;;0;Matches
285;Nick Marsman\Nick-Marsman;nl NED;GK;Feyenoord;28;1990;2.0;0;0;0;1;0;0;0;0;0;;;0;Matches
286;Lisandro Martínez\Lisandro-Martinez;ar ARG;MFDF;Ajax;21;1998;21.6;3;0;0;27;18;2;13;24;41;;;0;Matches
287;Tim Matavž\Tim-Matavz;si SVN;FW;Vitesse;30;1989;21.8;2;0;0;20;12;20;12;4;5;;;0;Matches
288;Jose Matos\Jose-Matos;es ESP;DF;Twente;24;1995;2.0;0;0;0;2;6;0;7;2;7;;;0;Matches
289;Jurgen Mattheij\Jurgen-Mattheij;nl NED;DF;Sparta R'dam;26;1993;25.0;3;0;0;32;14;0;1;18;37;;;0;Matches
290;Azor Matusiwa\Azor-Matusiwa;nl NED;MF;Groningen;21;1998;22.8;4;0;0;27;32;0;1;37;66;;;0;Matches
291;Noussair Mazraoui\Noussair-Mazraoui;ma MAR;DF;Ajax;21;1997;8.3;1;0;0;19;11;0;14;14;8;;;0;Matches
292;James McGarry\James-McGarry;nz NZL;MF;Willem II;21;1998;0.1;0;0;0;0;0;0;1;1;0;;;0;Matches
293;Aaron Meijers\Aaron-Meijers;nl NED;DFMF;ADO Den Haag;31;1987;22.6;4;0;0;41;42;2;117;36;24;;;0;Matches
294;Samir Memišević\Samir-Memisevic;ba BIH;DFMF;Groningen;25;1993;7.1;3;0;0;9;11;0;3;9;7;;;0;Matches
295;Queensy Menig\Queensy-Menig;nl NED;FW;Twente;23;1995;4.1;1;0;0;5;4;2;12;6;1;;;0;Matches
296;Alexander Merkel\Alexander-Merkel;kz KAZ;MF;Heracles Almelo;27;1992;23.5;5;0;0;48;23;1;43;38;17;;;0;Matches
297;Ahmed El Messaoudi\Ahmed-El-Messaoudi;ma MAR;MF;Groningen;23;1995;14.3;2;0;0;23;23;1;7;21;17;;;0;Matches
298;Melle Meulensteen\Melle-Meulensteen;nl NED;DF;RKC Waalwijk;20;1999;10.7;4;0;0;6;7;0;2;14;26;;;0;Matches
299;Fredrik Midtsjø\Fredrik-Midtsjo;no NOR;MF;AZ Alkmaar;25;1993;20.7;2;0;0;23;32;1;43;18;48;;;0;Matches
300;Kostas Mitroglou\Kostas-Mitroglou;gr GRE;FW;PSV Eindhoven;31;1988;2.8;0;0;0;2;3;7;3;0;0;;;0;Matches
301;Xavier Mous\Xavier-Mous;nl NED;GK;Zwolle;23;1995;13.0;0;0;0;1;1;0;0;0;0;;;0;Matches
302;Hans Mulder\Hans-Mulder;nl NED;DF;RKC Waalwijk;32;1987;14.1;5;1;1;21;8;0;3;18;28;;;0;Matches
303;Dehninio Muringen\Dehninio-Muringen;nl NED;DF;ADO Den Haag;20;1999;0.6;0;0;0;2;1;0;2;1;0;;;0;Matches
304;Charly Musonda Jr.\Charly-Musonda-Jr;be BEL;MF;Vitesse;22;1996;0.7;0;0;0;1;2;0;1;0;0;;;0;Matches
305;Keito Nakamura\Keito-Nakamura;jp JPN;FW;Twente;19;2000;9.5;1;1;0;7;7;3;12;10;4;;;0;Matches
306;Yuta Nakayama\Yuta-Nakayama;jp JPN;DFMF;Zwolle;22;1997;12.7;0;0;0;9;14;1;3;17;21;;;0;Matches
307;Luciano Narsingh\Luciano-Narsingh;nl NED;FW;Feyenoord;28;1990;7.0;0;0;0;4;6;9;19;4;0;;;0;Matches
308;Mike Ndayishimye\Mike-Ndayishimye;be BEL;MF;Willem II;20;1999;15.9;0;0;0;11;23;1;71;10;7;;;1;Matches
309;Tomáš Necid\Tomas-Necid;cz CZE;FW;ADO Den Haag;29;1989;13.7;3;0;0;21;21;10;4;2;0;;;0;Matches
310;Miquel Nelom\Miquel-Nelom;nl NED;DF;Willem II;28;1990;11.6;2;0;0;12;8;0;19;10;19;;;0;Matches
311;David Neres\David-Neres;br BRA;FWMF;Ajax;22;1997;7.1;0;0;0;1;8;2;8;4;6;;;0;Matches
312;Richard Neudecker\Richard-Neudecker;de GER;MF;VVV-Venlo;22;1996;11.1;2;0;0;14;12;2;33;9;11;;;0;Matches
313;Bart Nieuwkoop\Bart-Nieuwkoop;nl NED;DFMF;Willem II;23;1996;10.5;3;0;0;17;6;2;17;16;32;;;0;Matches
314;Lars Nieuwpoort\Lars-Nieuwpoort;nl NED;DF;RKC Waalwijk;24;1994;2.5;0;0;0;3;0;0;7;3;4;;;0;Matches
315;Branislav Niňaj\Branislav-Ninaj;sk SVK;DF;Fortuna Sittard;25;1994;23.7;8;1;1;22;12;1;2;21;33;;;0;Matches
316;Ché Nunnely\Che-Nunnely;nl NED;FW;Willem II;20;1999;21.6;0;0;0;9;32;13;86;7;10;;;0;Matches
317;Armando Obispo\Armando-Obispo;nl NED;DF;Vitesse;20;1999;25.0;1;0;0;12;10;0;1;22;43;;;0;Matches
318;Jens Odgaard\Jens-Odgaard;dk DEN;FW;Heerenveen;20;1999;20.5;0;0;0;32;33;3;6;6;1;;;0;Matches
319;Justin Ogenia\Justin-Ogenia;cw CUW;FW;Willem II;20;1999;0.2;0;0;0;1;0;0;0;0;1;;;0;Matches
320;André Onana\Andre-Onana;cm CMR;GK;Ajax;23;1996;23.0;1;0;0;0;3;0;0;0;3;;;0;Matches
321;Peter van Ooijen\Peter-van-Ooijen;nl NED;MFFW;VVV-Venlo;27;1992;19.2;4;0;0;14;14;1;82;21;2;;;0;Matches
322;Johnatan Opoku\Johnatan-Opoku;nl NED;FWMF;VVV-Venlo;29;1990;13.7;0;0;0;16;20;2;11;10;12;;;0;Matches
323;Mohammed Osman\Mohammed-Osman;sy SYR;MF;Heracles Almelo;25;1994;10.3;4;0;0;9;11;0;34;11;8;;;0;Matches
324;Yassin Oukili\Yassin-Oukili;;MF;Vitesse;;;0.2;0;0;0;1;1;0;0;0;1;;;0;Matches
325;Bilal Ould-Chikh\Bilal-Ould-Chikh;ma MAR;FW;ADO Den Haag;22;1997;3.9;2;0;0;8;8;0;20;3;1;;;0;Matches
326;Thomas Ouwejan\Thomas-Ouwejan;nl NED;MFDF;AZ Alkmaar;22;1996;4.9;0;0;0;2;3;1;11;5;5;;;0;Matches
327;Joris van Overeem\Joris-van-Overeem;nl NED;MF;Utrecht;25;1994;10.4;3;0;0;15;9;0;7;11;23;;;0;Matches
328;Oğuzhan Özyakup\Oguzhan-Ozyakup;tr TUR;MF;Feyenoord;26;1992;0.7;1;0;0;0;0;0;2;2;1;;;0;Matches
329;Kenneth Paal\Kenneth-Paal;nl NED;DF;Zwolle;22;1997;18.4;6;0;0;29;24;3;49;22;30;;;0;Matches
330;Tobias Pachonik\Tobias-Pachonik;de GER;DF;VVV-Venlo;24;1995;24.7;2;0;0;27;18;1;86;34;17;;;0;Matches
331;Sergio Padt\Sergio-Padt;nl NED;GK;Groningen;29;1990;25.0;0;0;0;1;2;0;0;0;1;;;0;Matches
332;Maarten Paes\Maarten-Paes;nl NED;GK;Utrecht;21;1998;18.0;0;0;0;0;1;0;0;0;0;;;0;Matches
333;Felix Passlack\Felix-Passlack;de GER;MFDF;Fortuna Sittard;21;1998;24.2;7;0;0;32;33;3;37;24;20;;;0;Matches
334;Remko Pasveer\Remko-Pasveer;nl NED;GK;Vitesse;35;1983;25.0;0;0;0;0;3;0;0;1;0;;;1;Matches
335;Vangelis Pavlidis\Vangelis-Pavlidis;gr GRE;FW;Willem II;20;1998;23.2;2;0;0;26;41;9;6;10;5;;;0;Matches
336;Desevio Payne\Desevio-Payne;us USA;DF;Emmen;23;1995;0.6;1;0;0;2;2;0;0;4;0;;;0;Matches
337;Sergio Peña\Sergio-Pena;pe PER;MF;Emmen;23;1995;20.8;3;0;0;17;33;3;94;20;19;;;0;Matches
338;Gastón Pereiro\Gaston-Pereiro;uy URU;MF;PSV Eindhoven;24;1995;1.1;1;0;0;4;0;0;5;2;0;;;0;Matches
339;Jordens Peters\Jordens-Peters;nl NED;DF;Willem II;32;1987;25.0;4;0;0;22;14;0;2;25;35;;;0;Matches
340;Kristoffer Peterson\Kristoffer-Peterson;se SWE;FW;Utrecht;24;1994;3.9;0;0;0;2;3;0;6;1;3;;;0;Matches
341;Shaquille Pinas\Shaquille-Pinas;nl NED;DFMF;ADO Den Haag;21;1998;24.8;4;1;1;16;15;0;11;29;37;;;0;Matches
342;Michael Pinto\Michael-Pinto;pt POR;DF;Fortuna Sittard;26;1993;6.4;0;1;0;3;2;0;22;10;9;;;0;Matches
343;Michael Pinto\Michael-Pinto;pt POR;DF;Sparta R'dam;26;1993;2.1;1;0;0;0;4;0;4;2;5;;;0;Matches
344;Joël Piroe\Joel-Piroe;nl NED;FW;Sparta R'dam;19;1999;3.8;1;0;0;9;1;3;5;2;4;;;0;Matches
345;Julio Pleguezuelo\Julio-Pleguezuelo;es ESP;DF;Twente;22;1997;15.8;2;1;0;21;23;0;21;18;25;;;0;Matches
346;Bram van Polen\Bram-van-Polen;nl NED;DF;Zwolle;33;1985;7.0;2;0;0;20;3;0;11;3;15;;;0;Matches
347;Thomas Poll\Thomas-Poll;nl NED;DF;Groningen;18;2001;1.0;1;0;0;1;0;0;2;1;0;;;0;Matches
348;Robin Polley\Robin-Polley;gh GHA;DF;ADO Den Haag;20;1998;1.1;0;0;0;2;1;0;2;2;0;;;0;Matches
349;Danny Post\Danny-Post;nl NED;MF;VVV-Venlo;30;1989;17.9;9;1;1;46;15;0;5;41;30;;;0;Matches
350;Romano Postema\Romano-Postema;nl NED;FW;Groningen;17;2002;2.8;1;0;0;3;3;2;2;0;0;;;0;Matches
351;Quincy Promes\Quincy-Promes;nl NED;FWMF;Ajax;27;1992;15.6;3;0;0;9;8;6;60;7;8;;;0;Matches
352;Robin Pröpper\Robin-Propper;nl NED;DF;Heracles Almelo;25;1993;17.1;5;0;0;22;16;0;6;26;24;;;0;Matches
353;Paul Quasten\Paul-Quasten;cz CZE;DF;RKC Waalwijk;34;1985;9.9;2;0;0;14;19;0;31;21;16;;;1;Matches
354;Johnny Quiñónez\Johnny-Quinonez;ec ECU;MF;Willem II;21;1998;1.1;0;0;0;2;1;0;0;1;2;;;0;Matches
355;Freddy Quispel\Freddy-Quispel;nl NED;FW;Emmen;;;0.3;0;0;0;0;0;0;1;1;1;;;0;Matches
356;Patrik Raitanen\Patrik-Raitanen;fi FIN;DF;Fortuna Sittard;18;2001;0.3;0;0;0;0;0;0;0;0;0;;;0;Matches
357;Bart Ramselaar\Bart-Ramselaar;nl NED;MF;Utrecht;23;1996;10.8;0;0;0;2;4;0;5;6;4;;;0;Matches
358;Jan Ras\Jan-Ras;nl NED;MF;Heerenveen;20;1999;0.5;1;0;0;3;2;0;1;3;1;;;0;Matches
359;Mohamed Rayhi\Mohamed-Rayhi;nl NED;MFFW;Sparta R'dam;25;1994;20.8;5;1;1;36;31;1;91;36;18;;;0;Matches
360;Daishawn Redan\Daishawn-Redan;nl NED;FW;Groningen;18;2001;3.0;0;0;0;3;2;4;0;0;0;;;0;Matches
361;Tijjani Reijnders\Tijjani-Reijnders;nl NED;MF;RKC Waalwijk;21;1998;5.0;1;0;0;3;3;0;6;2;10;;;0;Matches
362;Tijjani Reijnders\Tijjani-Reijnders;nl NED;MF;AZ Alkmaar;21;1998;0.4;0;0;0;1;0;0;0;0;0;;;0;Matches
363;Etiënne Reijnen\Etienne-Reijnen;nl NED;DF;Zwolle;32;1987;2.9;0;0;0;3;3;0;0;2;7;;;0;Matches
364;Ricardo van Rhijn\Ricardo-van-Rhijn;nl NED;DF;Heerenveen;28;1991;15.4;3;0;0;8;6;3;29;10;23;;;0;Matches
365;Ben Rienstra\Ben-Rienstra;nl NED;MF;Heerenveen;29;1990;0.8;0;0;0;0;2;0;0;3;0;;;0;Matches
366;Daan Rienstra\Daan-Rienstra;nl NED;MF;RKC Waalwijk;26;1992;18.6;4;0;0;30;14;0;5;24;19;;;0;Matches
367;Dante Rigo\Dante-Rigo;be BEL;MFFW;Sparta R'dam;20;1998;9.1;2;0;0;13;3;0;58;12;8;;;0;Matches
368;Ricardo Rodríguez\Ricardo-Rodriguez;ch SUI;DF;PSV Eindhoven;26;1992;4.2;0;0;0;5;1;0;18;3;3;;;0;Matches
369;Godfried Roemeratoe\Godfried-Roemeratoe;nl NED;MF;Twente;19;1999;12.4;2;0;0;16;3;0;1;24;14;;;0;Matches
370;Mitchell van Rooijen\Mitchell-van-Rooijen;nl NED;MF;Utrecht;20;1998;0.7;1;0;0;2;0;0;0;1;0;;;0;Matches
371;Ruben Roosken\Ruben-Roosken;nl NED;DF;Emmen;;;0.5;0;0;0;1;0;0;1;2;2;;;0;Matches
372;Pablo Rosario\Pablo-Rosario;nl NED;MF;PSV Eindhoven;22;1997;24.1;0;0;0;31;16;0;6;29;27;;;0;Matches
373;Nils Röseler\Nils-Roseler;de GER;DF;VVV-Venlo;27;1992;23.4;2;0;0;9;16;0;4;19;30;;;0;Matches
374;Maximilian Rossmann\Maximilian-Rossmann;de GER;DF;Heracles Almelo;24;1995;3.3;1;0;0;6;0;0;1;4;7;;;0;Matches
375;Llazaros Rota\Llazaros-Rota;al ALB;DF;Fortuna Sittard;21;1997;4.6;0;0;0;4;8;0;2;12;3;;;0;Matches
376;Robbin Ruiter\Robbin-Ruiter;nl NED;GK;PSV Eindhoven;32;1987;1.0;0;0;0;0;0;0;0;0;0;;;0;Matches
377;Dries Saddiki\Dries-Saddiki;nl NED;MF;Willem II;22;1996;22.6;6;0;0;31;23;1;7;34;47;;;0;Matches
378;Michal Sadílek\Michal-Sadilek;cz CZE;DF;PSV Eindhoven;20;1999;12.2;3;0;0;11;11;1;19;20;19;;;0;Matches
