"id";"name";"nation";"position";"Squad";"age";"born";"90s";"Ast";"xA";"A-xA";"KP";"Cmp";"Att";"CmpPER";"shortCmp";"shortAtt";"shortCmpPER";"mediumCmp";"mediumAtt";"mediumCmpPER";"longCmp";"longAtt";"longCmpPER";"Left";"Right";"FK";"TB";"CK";"TI";"1/3";"PPA";"CrsPA";"Matches"
532;Moussa Wagué\Moussa-Wague;sn SEN;DF;Nice;20;1998;1.2;1;0.2;+0.8;2;61;77;79.2;1;4;25.0;51;60;85.0;9;13;69.2;3;64;2;0;0;8;0;2;2;Matches
533;Rémi Walter\Remi-Walter;fr FRA;MF;Nice;24;1995;0.6;0;0.0;0.0;1;24;25;96.0;0;0;;18;18;100.0;6;7;85.7;23;2;0;0;0;0;3;0;0;Matches
534;Timothy Weah\Timothy-Weah;us USA;MF;Lille;19;2000;0.9;0;0.3;-0.3;1;21;31;67.7;2;6;33.3;16;20;80.0;3;5;60.0;2;28;0;1;0;0;1;1;0;Matches
535;Xeka\Xeka;pt POR;MF;Lille;24;1994;7.8;0;1.1;-1.1;8;386;448;86.2;11;20;55.0;285;322;88.5;90;106;84.9;52;373;10;2;0;0;51;2;0;Matches
536;Yusuf Yazıcı\Yusuf-Yazici;tr TUR;MFFW;Lille;22;1997;9.4;4;2.6;+1.4;25;314;451;69.6;9;24;37.5;242;291;83.2;63;136;46.3;380;50;24;1;60;12;25;7;0;Matches
537;Elie Youan\Elie-Youan;fr FRA;FW;Nantes;20;1999;1.8;0;0.0;0.0;1;40;52;76.9;2;4;50.0;36;44;81.8;2;4;50.0;7;39;0;0;0;0;1;1;0;Matches
538;Zaydou Youssouf\Zaydou-Youssouf;fr FRA;MF;Saint-Étienne;20;1999;11.9;0;0.6;-0.6;9;425;517;82.2;5;10;50.0;287;323;88.9;133;184;72.3;434;61;6;0;0;1;34;4;0;Matches
539;Arthur Zagre\Arthur-Zagre;fr FRA;MF;Paris S-G;17;2001;0.3;0;0.0;0.0;0;12;15;80.0;0;0;;11;14;78.6;1;1;100.0;13;2;0;0;0;0;0;0;0;Matches
540;Mootaz Zemzemi\Mootaz-Zemzemi;tn TUN;MF;Strasbourg;19;1999;0.2;0;0.1;-0.1;1;11;14;78.6;0;0;;7;8;87.5;4;6;66.7;12;1;0;0;0;0;1;0;0;Matches
541;Arber Zeneli\Arber-Zeneli;xk KVX;MF;Reims;24;1995;0.1;0;0.0;0.0;0;1;1;100.0;0;0;;1;1;100.0;0;0;;0;1;0;0;0;0;0;0;0;Matches
542;Kévin Zohi\Kevin-Zohi;ci CIV;FWMF;Strasbourg;22;1996;5.8;1;0.6;+0.4;4;109;154;70.8;3;13;23.1;89;109;81.7;17;32;53.1;16;125;0;0;0;6;7;2;1;Matches
543;Bongani Zungu\Bongani-Zungu;za RSA;MF;Amiens;26;1992;10.9;0;0.3;-0.3;3;437;538;81.2;9;15;60.0;331;385;86.0;97;138;70.3;27;457;13;0;0;0;39;2;1;Matches
