"id";"name";"nation";"position";"team";"age";"born";"MP";"Min";"Mn/MP";"Min%";"90s";"Starts";"Mn/Start";"Subs";"Mn/Sub";"unSub";"PPM";"onG";"onGA";"+/-";"+/-90";"On-Off";"onxG";"onxGA";"xG+/-";"xG+/-90";"On-Off-ex";"Matches"
585;Adama Traoré\Adama-Traore;ml MLI;FWMF;Metz;24;1995;14;1004;72;41.3;11.2;12;80;2;24;2;1.07;11;11;0;0.00;+0.57;12.6;12.5;+0.1;+0.01;+0.50;Matches
586;Adama Traoré\Adama-Traore;ml MLI;MF;Monaco;24;1995;2;23;12;0.9;0.3;0;;2;12;1;0.50;0;1;-1;-3.91;-3.99;0.1;0.2;-0.1;-0.41;-0.73;Matches
587;Bertrand Traoré\Bertrand-Traore;bf BFA;FWMF;Lyon;23;1995;22;1231;56;50.7;13.7;14;75;8;22;4;1.41;28;11;+17;+1.24;+1.32;20.3;13.5;+6.8;+0.50;+0.21;Matches
588;Boubacar Traoré\Boubacar-Traore;ml MLI;MF;Metz;17;2001;0;;;;;0;;0;;5;;;;;;;;;;;;Matches
589;Charles Traore\Charles-Traore;ml MLI;DF;Nantes;27;1992;19;1652;87;68.0;18.4;19;87;0;;0;1.26;20;19;+1;+0.05;+0.29;17.0;24.0;-7.0;-0.38;-0.41;Matches
590;Hamari Traoré\Hamari-Traore;ml MLI;DF;Rennes;27;1992;26;2323;89;95.6;25.8;26;89;0;;0;1.77;32;22;+10;+0.39;+1.23;31.4;26.0;+5.4;+0.21;+0.75;Matches
591;Ismaël Traoré\Ismael-Traore;ci CIV;DF;Angers;32;1986;22;1963;89;80.8;21.8;22;89;0;;2;1.23;19;22;-3;-0.14;+0.63;22.8;22.8;0.0;0.00;+0.07;Matches
592;Miguel Trauco\Miguel-Trauco;pe PER;DF;Saint-Étienne;26;1992;19;1478;78;60.8;16.4;17;85;2;17;2;1.11;17;27;-10;-0.61;-0.04;18.5;20.4;-1.8;-0.11;+0.32;Matches
593;Alexis Trouillet\Alexis-Trouillet;fr FRA;MF;Nice;18;2000;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
594;Marvin Tshibuabua\Marvin-Tshibuabua;fr FRA;DF;Saint-Étienne;17;2002;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
595;Matthieu Udol\Matthieu-Udol;fr FRA;DF;Metz;23;1996;12;1012;84;41.6;11.2;11;90;1;24;5;1.25;12;14;-2;-0.18;+0.27;9.9;16.8;-6.9;-0.61;-0.57;Matches
596;Hwang Ui-jo\Hwang-Ui-jo;kr KOR;FWMF;Bordeaux;26;1992;23;1620;70;66.7;18.0;19;80;4;26;2;1.26;24;26;-2;-0.11;-1.00;21.0;24.1;-3.1;-0.17;-0.12;Matches
597;William Vainqueur\William-Vainqueur;fr FRA;MF;Toulouse;30;1988;21;1723;82;70.9;19.1;21;82;0;;2;0.62;16;40;-24;-1.25;+0.15;22.7;28.7;-5.9;-0.31;+0.52;Matches
598;Pierrick Valdivia\Pierrick-Valdivia;fr FRA;MF;Nîmes;31;1988;2;68;34;2.8;0.8;1;58;1;10;0;0.00;1;2;-1;-1.32;-0.83;1.1;1.5;-0.4;-0.52;-0.02;Matches
599;Antoine Valerio\Antoine-Valerio;fr FRA;MF;Nîmes;19;1999;5;84;17;3.5;0.9;1;68;4;4;7;0.80;1;2;-1;-1.07;-0.57;1.0;1.7;-0.7;-0.74;-0.26;Matches
600;Luca Valls\Luca-Valls;fr FRA;FW;Nîmes;20;1998;1;10;10;0.4;0.1;0;;1;10;1;0.00;0;0;0;0.00;+0.52;0.0;0.5;-0.5;-4.65;-4.17;Matches
601;Theo Valls\Theo-Valls;fr FRA;MF;Nîmes;23;1995;22;1630;74;67.1;18.1;20;80;2;18;2;0.95;17;25;-8;-0.44;+0.23;19.3;28.5;-9.1;-0.51;-0.03;Matches
602;Thibaut Vargas\Thibaut-Vargas;fr FRA;DF;Montpellier;19;2000;2;89;45;3.7;1.0;1;79;1;10;4;3.00;3;0;+3;+3.03;+2.92;2.7;1.2;+1.5;+1.49;+1.55;Matches
603;Théo Vermot\Theo-Vermot;fr FRA;GK;Saint-Étienne;22;1997;0;;;;;0;;0;;2;;;;;;;;;;;;Matches
604;Marco Verratti\Marco-Verratti;it ITA;MF;Paris S-G;26;1992;20;1482;74;61.0;16.5;15;87;5;35;1;2.65;52;15;+37;+2.25;+0.92;43.3;15.4;+28.0;+1.70;-0.33;Matches
605;Clément Vidal\Clement-Vidal;fr FRA;DF;Montpellier;19;2000;1;90;90;3.7;1.0;1;90;0;;12;1.00;2;2;0;0.00;-0.23;1.4;1.3;+0.1;+0.06;+0.07;Matches
606;Molla Wagué\Molla-Wague;ml MLI;DF;Nantes;28;1991;9;681;76;28.0;7.6;8;81;1;35;15;0.89;10;13;-3;-0.40;-0.50;7.3;12.2;-4.9;-0.65;-0.56;Matches
607;Moussa Wagué\Moussa-Wague;sn SEN;DF;Nice;20;1998;4;107;27;4.4;1.2;1;90;3;6;2;2.00;1;1;0;0.00;-0.08;0.7;2.3;-1.6;-1.38;-1.15;Matches
608;Anthony Walongwa\Anthony-Walongwa;cd COD;DF;Nantes;25;1993;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
609;Rémi Walter\Remi-Walter;fr FRA;MF;Nice;24;1995;1;54;54;2.2;0.6;1;54;0;;2;3.00;1;0;+1;+1.67;+1.63;1.3;0.3;+1.0;+1.69;+2.01;Matches
610;Timothy Weah\Timothy-Weah;us USA;MF;Lille;19;2000;3;84;28;3.5;0.9;1;68;2;8;0;1.00;1;1;0;0.00;-0.27;1.0;0.5;+0.5;+0.52;+0.17;Matches
611;Xeka\Xeka;pt POR;MF;Lille;24;1994;17;706;42;29.1;7.8;8;73;9;14;3;1.94;9;8;+1;+0.13;-0.19;12.7;11.7;+1.0;+0.13;-0.32;Matches
612;Yusuf Yazıcı\Yusuf-Yazici;tr TUR;MFFW;Lille;22;1997;18;843;47;34.7;9.4;9;77;9;17;0;1.56;14;8;+6;+0.64;+0.58;14.8;9.6;+5.2;+0.56;+0.31;Matches
613;Elie Youan\Elie-Youan;fr FRA;FW;Nantes;20;1999;5;162;32;6.7;1.8;2;69;3;8;8;0.00;0;4;-4;-2.22;-2.34;1.1;3.1;-2.0;-1.12;-0.93;Matches
614;Zaydou Youssouf\Zaydou-Youssouf;fr FRA;MF;Saint-Étienne;20;1999;16;1074;67;44.2;11.9;9;90;7;38;3;1.38;14;16;-2;-0.17;+0.76;12.3;15.0;-2.7;-0.23;+0.02;Matches
615;Arthur Zagre\Arthur-Zagre;fr FRA;MF;Paris S-G;17;2001;1;24;24;1.0;0.3;0;;1;24;0;3.00;2;0;+2;+7.50;+5.67;1.7;0.1;+1.5;+5.75;+3.96;Matches
616;Arthur Zagre\Arthur-Zagre;fr FRA;DF;Monaco;17;2001;0;;;;;0;;0;;9;;;;;;;;;;;;Matches
617;Mootaz Zemzemi\Mootaz-Zemzemi;tn TUN;MF;Strasbourg;19;1999;1;22;22;0.9;0.2;0;;1;22;0;0.00;0;0;0;0.00;0.00;0.2;0.0;+0.1;+0.57;+0.42;Matches
618;Arber Zeneli\Arber-Zeneli;xk KVX;MF;Reims;24;1995;1;5;5;0.2;0.1;0;;1;5;0;1.00;0;0;0;0.00;-0.15;0.1;0.8;-0.7;-12.16;-12.23;Matches
619;Mehdi Zerkane\Mehdi-Zerkane;fr FRA;MF;Bordeaux;20;1999;0;;;;;0;;0;;5;;;;;;;;;;;;Matches
620;Kévin Zohi\Kevin-Zohi;ci CIV;FWMF;Strasbourg;22;1996;17;525;31;21.6;5.8;5;76;12;12;3;1.29;6;4;+2;+0.34;+0.44;6.4;5.2;+1.2;+0.21;+0.07;Matches
621;Bongani Zungu\Bongani-Zungu;za RSA;MF;Amiens;26;1992;21;985;47;39.1;10.9;10;85;11;12;3;0.90;16;29;-13;-1.19;-0.84;12.0;18.3;-6.4;-0.58;-0.40;Matches
