"id";"name";"nation";"position";"team";"age";"born";"MP";"Min";"Mn/MP";"Min%";"90s";"Starts";"Mn/Start";"Subs";"Mn/Sub";"unSub";"PPM";"onG";"onGA";"+/-";"+/-90";"On-Off";"onxG";"onxGA";"xG+/-";"xG+/-90";"On-Off-ex";"Matches"
1;Ismael Aaneba\Ismael-Aaneba;fr FRA;MF;Strasbourg;20;1999;0;;;;;0;;0;;8;;;;;;;;;;;;Matches
2;Yunis Abdelhamid\Yunis-Abdelhamid;ma MAR;DF;Reims;31;1987;27;2430;90;100.0;27.0;27;90;0;;0;1.41;25;21;+4;+0.15;;27.1;25.9;+1.2;+0.05;;Matches
3;Mehdi Abeid\Mehdi-Abeid;dz ALG;MF;Nantes;26;1992;24;1758;73;72.3;19.5;19;87;5;22;1;1.50;20;23;-3;-0.15;-0.42;19.5;27.3;-7.9;-0.40;-0.55;Matches
4;Charles Abi\Charles-Abi;fr FRA;FW;Saint-Étienne;19;2000;14;581;42;23.9;6.5;6;72;8;18;1;0.93;6;13;-7;-1.08;-0.65;7.3;9.2;-1.9;-0.29;-0.07;Matches
5;Amine Adli\Amine-Adli;fr FRA;MFFW;Toulouse;19;2000;3;29;10;1.2;0.3;0;;3;10;3;0.00;0;0;0;0.00;+1.31;0.3;0.6;-0.3;-0.87;-0.41;Matches
6;Yacine Adli\Yacine-Adli;fr FRA;MFFW;Bordeaux;19;2000;20;936;47;38.5;10.4;10;75;10;19;1;1.35;16;10;+6;+0.58;+0.58;10.6;11.1;-0.5;-0.04;+0.14;Matches
7;Amir Adouyev\Amir-Adouyev;fr FRA;MF;Montpellier;20;1999;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
8;Nayef Aguerd\Nayef-Aguerd;ma MAR;DF;Dijon;23;1996;10;868;87;35.7;9.6;10;87;0;;3;1.10;7;12;-5;-0.52;-0.17;10.8;15.5;-4.7;-0.49;+0.04;Matches
9;Ruben Aguilar\Ruben-Aguilar;fr FRA;DF;Monaco;26;1993;18;975;54;40.1;10.8;10;82;8;20;5;1.39;19;14;+5;+0.46;+0.71;19.7;16.0;+3.6;+0.34;+0.03;Matches
10;Jean-Eudes Aholou\Jean-Eudes-Aholou;ci CIV;MF;Saint-Étienne;25;1994;10;571;57;23.5;6.3;7;61;3;47;3;1.00;8;10;-2;-0.32;+0.36;8.9;8.3;+0.6;+0.09;+0.43;Matches
11;Youssef Aït Bennasser\Youssef-Ait-Bennasser;ma MAR;MF;Bordeaux;23;1996;11;471;43;19.4;5.2;5;82;6;10;5;1.18;7;6;+1;+0.19;-0.04;5.9;6.6;-0.7;-0.12;+0.01;Matches
12;Rayan Aït Nouri\Rayan-Ait-Nouri;fr FRA;DF;Angers;18;2001;17;1286;76;52.9;14.3;16;79;1;19;0;1.53;18;17;+1;+0.07;+0.70;15.4;14.5;+0.9;+0.07;+0.17;Matches
13;Ludovic Ajorque\Ludovic-Ajorque;re REU;FW;Strasbourg;25;1994;26;2068;80;85.1;23.0;24;85;2;20;1;1.46;31;21;+10;+0.44;+2.92;29.9;24.5;+5.4;+0.23;+0.53;Matches
14;Marley Aké\Marley-Ake;fr FRA;FWMF;Marseille;18;2001;9;90;10;3.6;1.0;0;;9;10;15;1.89;3;3;0;0.00;-0.44;2.4;1.5;+0.9;+0.89;+0.80;Matches
15;Chadrac Akolo\Chadrac-Akolo;cd COD;FWMF;Amiens;24;1995;15;538;36;21.3;6.0;5;64;10;22;6;0.87;7;16;-9;-1.51;-1.05;7.0;9.2;-2.2;-0.37;-0.04;Matches
16;Sofiane Alakouch\Sofiane-Alakouch;fr FRA;DF;Nîmes;21;1998;17;1405;83;57.8;15.6;17;83;0;;7;0.76;13;23;-10;-0.64;-0.29;15.7;23.6;-8.0;-0.51;-0.04;Matches
17;Haitam Aleesami\Haitam-Aleesami;no NOR;DF;Amiens;28;1991;22;1916;87;76.0;21.3;21;89;1;51;6;0.86;27;42;-15;-0.70;-0.11;23.3;30.9;-7.6;-0.36;-0.07;Matches
18;Rúnar Alex Rúnarsson\Runar-Alex-Runarsson;is ISL;GK;Dijon;24;1995;10;810;81;33.3;9.0;8;90;2;45;15;0.40;6;16;-10;-1.11;-1.06;9.9;15.2;-5.4;-0.60;-0.12;Matches
19;Abdallah Ali Mohamed\Abdallah-Ali-Mohamed;km COM;DF;Marseille;20;1999;0;;;;;0;;0;;4;;;;;;;;;;;;Matches
20;Rachid Alioui\Rachid-Alioui;ma MAR;FW;Angers;27;1992;27;1548;57;63.7;17.2;17;75;10;28;0;1.33;14;21;-7;-0.41;-0.41;17.4;19.9;-2.5;-0.14;-0.36;Matches
21;Mickaël Alphonse\Mickael-Alphonse;GPE;DF;Dijon;30;1989;17;1377;81;56.7;15.3;15;89;2;19;6;0.88;11;23;-12;-0.78;-0.87;15.1;22.1;-7.0;-0.46;+0.14;Matches
22;Romain Amalfitano\Romain-Amalfitano;fr FRA;MF;Dijon;29;1989;25;1673;67;68.8;18.6;18;83;7;25;2;0.96;18;25;-7;-0.38;+0.10;19.7;26.6;-6.9;-0.37;+0.47;Matches
23;Jordan Amavi\Jordan-Amavi;fr FRA;DF;Marseille;25;1994;26;2163;83;85.8;24.0;24;88;2;24;1;2.04;36;22;+14;+0.58;+1.09;31.0;24.6;+6.4;+0.26;+1.02;Matches
24;Thierry Ambrose\Thierry-Ambrose;fr FRA;FW;Metz;22;1997;17;523;31;21.5;5.8;4;76;13;17;8;0.94;5;10;-5;-0.86;-0.67;8.3;9.0;-0.6;-0.11;+0.22;Matches
25;Kelvin Amian\Kelvin-Amian;fr FRA;DF;Toulouse;21;1998;20;1631;82;67.1;18.1;17;90;3;34;0;0.60;20;43;-23;-1.27;+0.08;21.9;29.9;-8.0;-0.44;+0.06;Matches
26;Joachim Andersen\Joachim-Andersen;dk DEN;DF;Lyon;23;1996;17;1440;85;59.3;16.0;16;90;1;0;10;1.65;29;16;+13;+0.81;+0.54;20.9;16.9;+4.0;+0.25;-0.35;Matches
27;Benjamin André\Benjamin-Andre;fr FRA;MF;Lille;28;1990;25;1965;79;80.9;21.8;22;87;3;14;0;1.84;29;21;+8;+0.37;+0.56;30.5;21.4;+9.2;+0.42;+0.33;Matches
28;Victorien Angban\Victorien-Angban;ci CIV;MF;Metz;22;1996;19;1017;54;41.9;11.3;11;83;8;13;3;1.21;11;13;-2;-0.18;+0.27;10.5;14.5;-4.0;-0.35;-0.12;Matches
29;Houssem Aouar\Houssem-Aouar;fr FRA;MFFW;Lyon;21;1998;24;1901;79;78.2;21.1;22;85;2;14;1;1.38;30;22;+8;+0.38;-0.98;27.5;21.3;+6.2;+0.29;-0.46;Matches
30;Adil Aouchiche\Adil-Aouchiche;fr FRA;MF;Paris S-G;17;2002;1;65;65;2.7;0.7;1;65;0;;3;3.00;2;0;+2;+2.77;+0.90;1.4;0.3;+1.1;+1.47;-0.37;Matches
31;Dennis Appiah\Dennis-Appiah;fr FRA;DF;Nantes;27;1992;18;1516;84;62.4;16.8;17;88;1;28;5;1.44;16;14;+2;+0.12;+0.41;16.9;20.3;-3.4;-0.20;+0.13;Matches
32;Luiz Araújo\Luiz-Araujo;br BRA;FWMF;Lille;23;1996;21;818;39;33.7;9.1;7;82;14;17;4;1.48;11;14;-3;-0.33;-0.89;14.5;13.7;+0.8;+0.09;-0.40;Matches
