"id";"name";"nation";"position";"Squad";"age";"born";"90s";"Gls";"PK";"PKatt";"Sh";"SoT";"FK";"SoT%";"Sh/90";"SoT/90";"G/Sh";"G/SoT";"xG";"npxG";"npxG/Sh";"G-xG";"np:G-xG";"Matches"
124;Mounir Chouiar\Mounir-Chouiar;fr FRA;MFFW;Dijon;20;1999;16.8;4;0;0;38;17;6;44.7;2.26;1.01;0.11;0.24;4.1;4.1;0.11;-0.1;-0.1;Matches
125;Ibrahim Cissé\Ibrahim-Cisse;ci CIV;DFFW;Nice;20;1999;0.5;0;0;0;1;1;0;100.0;1.87;1.87;0.00;0.00;0.1;0.1;0.12;-0.1;-0.1;Matches
126;Ibrahim Cissé\Ibrahim-Cisse;sn SEN;DF;Angers;23;1996;0.7;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
127;Alexis Claude-Maurice\Alexis-Claude-Maurice;fr FRA;MFFW;Nice;21;1998;17.1;1;0;0;34;9;0;26.5;1.98;0.52;0.03;0.11;3.0;3.0;0.09;-2.0;-2.0;Matches
128;Yannis Clementia\Yannis-Clementia;fr FRA;GK;Nice;22;1997;2.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
129;Marcus Coco\Marcus-Coco;fr FRA;FW;Nantes;23;1996;0.2;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
130;Renaud Cohade\Renaud-Cohade;fr FRA;MF;Metz;34;1984;8.5;1;0;0;8;4;1;50.0;0.94;0.47;0.13;0.25;0.5;0.5;0.06;+0.5;+0.5;Matches
131;Racine Coly\Racine-Coly;sn SEN;DF;Nice;23;1995;7.2;1;0;0;6;4;0;66.7;0.83;0.55;0.17;0.25;1.3;1.3;0.22;-0.3;-0.3;Matches
132;Daniel Congré\Daniel-Congre;fr FRA;DF;Montpellier;34;1985;21.1;0;0;0;8;2;0;25.0;0.38;0.09;0.00;0.00;0.8;0.8;0.10;-0.8;-0.8;Matches
133;Benjamin Corgnet\Benjamin-Corgnet;fr FRA;MF;Strasbourg;32;1987;2.9;0;0;0;4;1;0;25.0;1.38;0.35;0.00;0.00;0.5;0.5;0.13;-0.5;-0.5;Matches
134;Maxwel Cornet\Maxwel-Cornet;ci CIV;FWDF;Lyon;22;1996;13.8;4;0;0;24;13;3;54.2;1.74;0.95;0.17;0.31;2.7;2.7;0.11;+1.3;+1.3;Matches
135;Quentin Cornette\Quentin-Cornette;fr FRA;FWMF;Amiens;25;1994;3.8;0;0;0;2;1;0;50.0;0.53;0.26;0.00;0.00;0.1;0.1;0.04;-0.1;-0.1;Matches
136;Nuno da Costa\Nuno-da-Costa;cv CPV;FW;Strasbourg;28;1991;5.8;1;0;0;19;7;0;36.8;3.29;1.21;0.05;0.14;1.8;1.8;0.09;-0.8;-0.8;Matches
137;Benoît Costil\Benoit-Costil;fr FRA;GK;Bordeaux;32;1987;27.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
138;Kalifa Coulibaly\Kalifa-Coulibaly;ml MLI;FW;Nantes;27;1991;17.9;4;0;0;45;19;0;42.2;2.52;1.06;0.09;0.21;4.8;4.8;0.11;-0.8;-0.8;Matches
139;Senou Coulibaly\Senou-Coulibaly;ml MLI;DF;Dijon;24;1994;7.4;0;0;0;5;1;0;20.0;0.67;0.13;0.00;0.00;0.5;0.5;0.11;-0.5;-0.5;Matches
140;Yoann Court\Yoann-Court;fr FRA;FWMF;Brest;29;1990;15.6;3;0;0;32;11;2;34.4;2.05;0.70;0.09;0.27;1.9;1.9;0.06;+1.1;+1.1;Matches
141;Nicolas Cozza\Nicolas-Cozza;fr FRA;DF;Montpellier;20;1999;6.2;0;0;0;2;1;0;50.0;0.32;0.16;0.00;0.00;0.1;0.1;0.06;-0.1;-0.1;Matches
142;Wylan Cyprien\Wylan-Cyprien;fr FRA;MF;Nice;24;1995;19.7;7;5;5;53;15;20;28.3;2.69;0.76;0.04;0.13;6.3;2.5;0.05;+0.7;-0.5;Matches
143;Lucas Da Cunha\Lucas-Da-Cunha;fr FRA;MF;Rennes;18;2001;0.8;0;0;0;2;0;0;0.0;2.50;0.00;0.00;;0.1;0.1;0.03;-0.1;-0.1;Matches
144;Damien Da Silva\Damien-Da-Silva;fr FRA;DF;Rennes;31;1988;23.9;1;0;0;6;3;0;50.0;0.25;0.13;0.17;0.33;0.5;0.5;0.09;+0.5;+0.5;Matches
145;Colin Dagba\Colin-Dagba;fr FRA;DF;Paris S-G;20;1998;7.4;0;0;0;2;0;0;0.0;0.27;0.00;0.00;;0.0;0.0;0.02;0.0;0.0;Matches
146;Dante\Dante;br BRA;DF;Nice;35;1983;20.0;1;0;0;19;6;1;31.6;0.95;0.30;0.05;0.17;1.2;1.2;0.06;-0.2;-0.2;Matches
147;Lucas Deaux\Lucas-Deaux;fr FRA;MF;Nîmes;30;1988;13.9;1;0;0;13;4;0;30.8;0.94;0.29;0.08;0.25;0.6;0.6;0.05;+0.4;+0.4;Matches
148;Mathieu Debuchy\Mathieu-Debuchy;fr FRA;DF;Saint-Étienne;34;1985;18.7;1;0;0;12;3;0;25.0;0.64;0.16;0.08;0.33;0.8;0.8;0.06;+0.2;+0.2;Matches
149;Romain Del Castillo\Romain-Del-Castillo;fr FRA;FWMF;Rennes;23;1996;13.0;1;0;0;24;8;0;33.3;1.85;0.62;0.04;0.13;1.3;1.3;0.05;-0.3;-0.3;Matches
150;Thomas Delaine\Thomas-Delaine;fr FRA;DF;Metz;27;1992;13.9;0;0;0;7;4;0;57.1;0.50;0.29;0.00;0.00;0.3;0.3;0.05;-0.3;-0.3;Matches
151;Paul Delecroix\Paul-Delecroix;fr FRA;GK;Metz;30;1988;1.5;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
152;Andy Delort\Andy-Delort;dz ALG;FW;Montpellier;27;1991;24.4;9;0;2;78;28;1;35.9;3.20;1.15;0.12;0.32;10.8;9.2;0.12;-1.8;-0.2;Matches
153;Moussa Dembélé\Moussa-Dembele;fr FRA;FW;Lyon;23;1996;23.3;16;4;5;49;20;0;40.8;2.10;0.86;0.24;0.60;10.9;7.1;0.15;+5.1;+4.9;Matches
154;Jason Denayer\Jason-Denayer;be BEL;DF;Lyon;24;1995;22.9;0;0;0;5;2;0;40.0;0.22;0.09;0.00;0.00;0.7;0.7;0.14;-0.7;-0.7;Matches
155;Kevin Denkey\Kevin-Denkey;tg TOG;FW;Nîmes;18;2000;6.6;3;0;0;20;7;0;35.0;3.03;1.06;0.15;0.43;1.8;1.8;0.09;+1.2;+1.2;Matches
156;Memphis Depay\Memphis-Depay;nl NED;FWMF;Lyon;25;1994;11.3;9;1;1;46;19;7;41.3;4.05;1.67;0.17;0.42;5.0;4.2;0.09;+4.0;+3.8;Matches
157;Ángel Di María\Angel-Di-Maria;ar ARG;FWMF;Paris S-G;31;1988;22.3;8;1;2;73;22;8;30.1;3.28;0.99;0.10;0.32;9.5;8.0;0.11;-1.5;-1.0;Matches
158;Boulaye Dia\Boulaye-Dia;fr FRA;FW;Reims;22;1996;20.2;7;1;1;39;18;0;46.2;1.93;0.89;0.15;0.33;5.2;4.4;0.11;+1.8;+1.6;Matches
159;Fousseni Diabaté\Fousseni-Diabate;ml MLI;FWMF;Amiens;23;1995;13.3;1;0;0;7;2;0;28.6;0.53;0.15;0.14;0.50;0.9;0.9;0.12;+0.1;+0.1;Matches
160;Bafodé Diakité\Bafode-Diakite;fr FRA;DF;Toulouse;18;2001;14.2;2;0;0;11;5;0;45.5;0.78;0.35;0.18;0.40;2.0;2.0;0.19;0.0;0.0;Matches
161;Abdou Diallo\Abdou-Diallo;fr FRA;DF;Paris S-G;23;1996;13.4;0;0;0;5;2;0;40.0;0.37;0.15;0.00;0.00;0.9;0.9;0.18;-0.9;-0.9;Matches
162;Habib Diallo\Habib-Diallo;sn SEN;FW;Metz;24;1995;24.4;12;1;3;72;26;1;36.1;2.95;1.06;0.15;0.42;10.4;8.1;0.11;+1.6;+2.9;Matches
163;Ibrahima Diallo\Ibrahima-Diallo;fr FRA;MF;Brest;20;1999;16.5;0;0;0;5;2;0;40.0;0.30;0.12;0.00;0.00;0.1;0.1;0.02;-0.1;-0.1;Matches
164;Moussa Diarra\Moussa-Diarra;fr FRA;DF;Toulouse;18;2000;1.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
165;Raphael Dias Belloli\Raphael-Dias-Belloli;br BRA;MFFW;Rennes;23;1996;18.7;5;1;1;42;15;8;35.7;2.25;0.80;0.10;0.27;6.5;5.7;0.14;-1.5;-1.7;Matches
166;Lucas Dias\Lucas-Dias;fr FRA;GK;Nîmes;20;1999;3.5;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
167;Bakaye Dibassy\Bakaye-Dibassy;ml MLI;DF;Amiens;29;1989;20.8;2;0;0;5;4;0;80.0;0.24;0.19;0.40;0.50;1.0;1.0;0.21;+1.0;+1.0;Matches
168;Tristan Dingomé\Tristan-Dingome;cm CMR;MF;Reims;28;1991;9.2;0;0;0;8;0;0;0.0;0.87;0.00;0.00;;0.3;0.3;0.04;-0.3;-0.3;Matches
169;Lois Diony\Lois-Diony;fr FRA;FW;Saint-Étienne;26;1992;6.8;2;0;0;13;8;1;61.5;1.90;1.17;0.15;0.25;1.6;1.6;0.13;+0.4;+0.4;Matches
170;Assane Dioussé\Assane-Diousse;sn SEN;MF;Saint-Étienne;21;1997;1.2;0;0;0;1;1;0;100.0;0.82;0.82;0.00;0.00;0.1;0.1;0.07;-0.1;-0.1;Matches
171;Axel Disasi\Axel-Disasi;fr FRA;DF;Reims;21;1998;27.0;1;0;0;15;2;0;13.3;0.56;0.07;0.07;0.50;2.2;2.2;0.15;-1.2;-1.2;Matches
172;Tiago Djaló\Tiago-Djalo;pt POR;DF;Lille;19;2000;7.4;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
173;Alexander Djiku\Alexander-Djiku;fr FRA;DFMF;Strasbourg;24;1994;22.9;1;0;0;19;6;0;31.6;0.83;0.26;0.05;0.17;2.4;2.4;0.12;-1.4;-1.4;Matches
174;Kasper Dolberg\Kasper-Dolberg;dk DEN;FW;Nice;21;1997;20.1;9;0;0;39;23;0;59.0;1.94;1.15;0.23;0.39;7.2;7.2;0.18;+1.8;+1.8;Matches
175;Keagan Dolly\Keagan-Dolly;za RSA;MF;Montpellier;26;1993;1.6;0;0;0;4;2;0;50.0;2.52;1.26;0.00;0.00;0.1;0.1;0.02;-0.1;-0.1;Matches
176;Anastasios Donis\Anastasios-Donis;gr GRE;FWMF;Reims;22;1996;6.7;0;0;0;15;7;0;46.7;2.23;1.04;0.00;0.00;1.1;1.1;0.08;-1.1;-1.1;Matches
177;Gabriel Dos Santos\Gabriel-Dos-Santos;br BRA;DF;Lille;21;1997;22.2;1;0;0;15;3;0;20.0;0.68;0.14;0.07;0.33;1.0;1.0;0.07;0.0;0.0;Matches
178;Mathieu Dossevi\Mathieu-Dossevi;tg TOG;MFFW;Toulouse;31;1988;19.5;1;0;0;22;3;1;13.6;1.13;0.15;0.05;0.33;1.6;1.6;0.07;-0.6;-0.6;Matches
179;Moussa Doumbia\Moussa-Doumbia;ml MLI;FWMF;Reims;24;1994;18.4;2;1;1;40;8;3;20.0;2.18;0.44;0.03;0.13;3.1;2.3;0.06;-1.1;-1.3;Matches
180;Souleyman Doumbia\Souleyman-Doumbia;ci CIV;DF;Angers;22;1996;4.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
181;Souleyman Doumbia\Souleyman-Doumbia;ci CIV;DF;Rennes;22;1996;1.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
182;Julian Draxler\Julian-Draxler;de GER;MF;Paris S-G;25;1993;7.6;0;0;0;13;6;0;46.2;1.71;0.79;0.00;0.00;1.5;1.5;0.11;-1.5;-1.5;Matches
183;Leo Dubois\Leo-Dubois;fr FRA;DF;Lyon;24;1994;14.0;0;0;0;5;0;0;0.0;0.36;0.00;0.00;;0.1;0.1;0.03;-0.1;-0.1;Matches
184;Haris Duljević\Haris-Duljevic;ba BIH;FWMF;Nîmes;25;1993;5.7;0;0;0;14;4;0;28.6;2.45;0.70;0.00;0.00;0.9;0.9;0.06;-0.9;-0.9;Matches
185;Riza Durmisi\Riza-Durmisi;dk DEN;DF;Nice;25;1994;1.2;0;0;0;1;1;1;100.0;0.87;0.87;0.00;0.00;0.0;0.0;0.05;0.0;0.0;Matches
186;Jean-Kevin Duverne\Jean-Kevin-Duverne;fr FRA;DF;Brest;22;1997;12.1;0;0;0;1;0;0;0.0;0.08;0.00;0.00;;0.1;0.1;0.06;-0.1;-0.1;Matches
187;Bruno Ecuele Manga\Bruno-Ecuele-Manga;ga GAB;DF;Dijon;31;1988;27.0;0;0;0;17;0;0;0.0;0.63;0.00;0.00;;1.2;1.2;0.07;-1.2;-1.2;Matches
188;Renaud Emond\Renaud-Emond;be BEL;FW;Nantes;27;1991;2.9;0;0;0;3;1;0;33.3;1.04;0.35;0.00;0.00;0.8;0.8;0.25;-0.8;-0.8;Matches
189;Fábio\Fabio;br BRA;DF;Nantes;29;1990;9.3;0;0;0;4;0;0;0.0;0.43;0.00;0.00;;0.1;0.1;0.03;-0.1;-0.1;Matches
190;Cesc Fàbregas\Cesc-Fabregas;es ESP;MF;Monaco;32;1987;9.6;0;0;0;8;1;1;12.5;0.84;0.10;0.00;0.00;0.4;0.4;0.05;-0.4;-0.4;Matches
191;Julien Faussurier\Julien-Faussurier;fr FRA;DF;Brest;32;1987;22.0;2;0;0;10;5;0;50.0;0.45;0.23;0.20;0.40;0.6;0.6;0.06;+1.4;+1.4;Matches
192;Zinedine Ferhat\Zinedine-Ferhat;dz ALG;FWMF;Nîmes;26;1993;24.0;3;0;0;45;13;3;28.9;1.88;0.54;0.07;0.23;3.3;3.3;0.07;-0.3;-0.3;Matches
193;Juan Ferney Otero\Juan-Ferney-Otero;co COL;FWMF;Amiens;24;1995;13.4;1;0;0;18;6;1;33.3;1.34;0.45;0.06;0.17;1.6;1.6;0.09;-0.6;-0.6;Matches
194;Jordan Ferri\Jordan-Ferri;fr FRA;MF;Montpellier;27;1992;12.5;0;0;0;11;4;0;36.4;0.88;0.32;0.00;0.00;0.6;0.6;0.05;-0.6;-0.6;Matches
195;Mamadou Fofana\Mamadou-Fofana;ml MLI;DFMF;Metz;21;1998;17.6;0;0;0;10;0;0;0.0;0.57;0.00;0.00;;0.4;0.4;0.04;-0.4;-0.4;Matches
196;Wesley Fofana\Wesley-Fofana;fr FRA;DF;Saint-Étienne;18;2000;12.5;1;0;0;6;1;0;16.7;0.48;0.08;0.17;1.00;0.8;0.8;0.13;+0.2;+0.2;Matches
197;Youssouf Fofana\Youssouf-Fofana;fr FRA;MF;Strasbourg;20;1999;11.2;1;0;0;15;4;0;26.7;1.34;0.36;0.07;0.25;0.9;0.9;0.06;+0.1;+0.1;Matches
198;Youssouf Fofana\Youssouf-Fofana;fr FRA;MF;Monaco;20;1999;5.8;0;0;0;5;2;0;40.0;0.86;0.34;0.00;0.00;0.2;0.2;0.05;-0.2;-0.2;Matches
199;Thomas Foket\Thomas-Foket;be BEL;DF;Reims;24;1994;26.0;0;0;0;8;1;0;12.5;0.31;0.04;0.00;0.00;0.7;0.7;0.08;-0.7;-0.7;Matches
200;Lamine Fomba\Lamine-Fomba;fr FRA;MF;Nîmes;21;1998;15.3;0;0;0;14;3;0;21.4;0.92;0.20;0.00;0.00;1.2;1.2;0.08;-1.2;-1.2;Matches
201;José Fonte\Jose-Fonte;pt POR;DF;Lille;35;1983;23.5;1;0;0;18;6;0;33.3;0.77;0.26;0.06;0.17;2.0;2.0;0.11;-1.0;-1.0;Matches
202;Lyle Foster\Lyle-Foster;za RSA;FW;Monaco;18;2000;0.7;0;0;0;2;0;0;0.0;2.95;0.00;0.00;;0.2;0.2;0.12;-0.2;-0.2;Matches
203;Angelo Fulgini\Angelo-Fulgini;fr FRA;MF;Angers;22;1996;16.6;1;0;0;33;15;0;45.5;1.99;0.90;0.03;0.07;3.2;3.2;0.10;-2.2;-2.2;Matches
204;Ruben Gabrielsen\Ruben-Gabrielsen;no NOR;DF;Toulouse;27;1992;6.3;0;0;0;4;1;0;25.0;0.64;0.16;0.00;0.00;0.4;0.4;0.09;-0.4;-0.4;Matches
205;Nicolás Gaitán\Nicolas-Gaitan;ar ARG;MF;Lille;31;1988;0.4;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
206;Marvin Gakpa\Marvin-Gakpa;fr FRA;MFFW;Metz;25;1993;5.1;0;0;0;13;2;2;15.4;2.53;0.39;0.00;0.00;0.5;0.5;0.04;-0.5;-0.5;Matches
207;Idrissa Gana Gueye\Idrissa-Gana-Gueye;sn SEN;MF;Paris S-G;29;1989;18.4;1;0;0;11;3;0;27.3;0.60;0.16;0.09;0.33;1.2;1.2;0.11;-0.2;-0.2;Matches
208;Ignatius Ganago\Ignatius-Ganago;cm CMR;FWMF;Nice;20;1999;13.6;3;0;0;17;6;0;35.3;1.25;0.44;0.18;0.50;2.7;2.7;0.16;+0.3;+0.3;Matches
209;Yann Gboho\Yann-Gboho;fr FRA;FW;Rennes;18;2001;2.5;1;0;0;2;1;0;50.0;0.81;0.41;0.50;1.00;0.2;0.2;0.08;+0.8;+0.8;Matches
210;Jérémy Gélin\Jeremy-Gelin;fr FRA;DFMF;Rennes;22;1997;10.2;0;0;0;3;0;0;0.0;0.29;0.00;0.00;;0.4;0.4;0.12;-0.4;-0.4;Matches
211;Valère Germain\Valere-Germain;fr FRA;FW;Marseille;29;1990;15.0;2;0;0;21;4;0;19.0;1.40;0.27;0.10;0.50;1.8;1.8;0.09;+0.2;+0.2;Matches
212;Saman Ghoddos\Saman-Ghoddos;ir IRN;FWMF;Amiens;25;1993;2.6;1;0;0;6;3;1;50.0;2.35;1.17;0.17;0.33;0.9;0.9;0.15;+0.1;+0.1;Matches
213;Andrei Girotto\Andrei-Girotto;br BRA;DF;Nantes;27;1992;23.2;1;0;0;23;6;1;26.1;0.99;0.26;0.04;0.17;1.1;1.1;0.05;-0.1;-0.1;Matches
214;Kamil Glik\Kamil-Glik;pl POL;DF;Monaco;31;1988;22.0;1;0;0;12;4;0;33.3;0.55;0.18;0.08;0.25;1.5;1.5;0.12;-0.5;-0.5;Matches
215;Joris Gnagnon\Joris-Gnagnon;fr FRA;DF;Rennes;22;1997;13.2;0;0;0;7;1;0;14.3;0.53;0.08;0.00;0.00;0.5;0.5;0.07;-0.5;-0.5;Matches
216;Eddy Gnahoré\Eddy-Gnahore;fr FRA;MF;Amiens;25;1993;12.6;0;0;0;8;0;0;0.0;0.63;0.00;0.00;;0.6;0.6;0.08;-0.6;-0.6;Matches
217;Mauro Goicoechea\Mauro-Goicoechea;uy URU;GK;Toulouse;31;1988;2.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
218;Aleksandr Golovin\Aleksandr-Golovin;ru RUS;MF;Monaco;23;1996;22.0;3;0;0;36;14;1;38.9;1.64;0.64;0.08;0.21;2.8;2.8;0.08;+0.2;+0.2;Matches
219;Alfred Gomis\Alfred-Gomis;sn SEN;GK;Dijon;25;1993;18.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
220;Mathieu Goncalves\Mathieu-Goncalves;fr FRA;DF;Toulouse;18;2001;3.5;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
221;Álvaro González\Alvaro-Gonzalez;es ESP;DF;Marseille;29;1990;18.1;0;0;0;13;3;0;23.1;0.72;0.17;0.00;0.00;0.9;0.9;0.07;-0.9;-0.9;Matches
222;Prince-Désir Gouano\Prince-Desir-Gouano;fr FRA;DF;Amiens;25;1993;3.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
223;Amine Gouiri\Amine-Gouiri;fr FRA;FW;Lyon;19;2000;0.0;0;0;0;0;0;0;;;;;;0.0;0.0;;0.0;0.0;Matches
224;Max Gradel\Max-Gradel;ci CIV;FWMF;Toulouse;31;1987;17.5;3;2;3;34;10;6;29.4;1.94;0.57;0.03;0.10;4.3;2.0;0.06;-1.3;-1.0;Matches
225;Samuel Grandsir\Samuel-Grandsir;fr FRA;FWMF;Brest;22;1996;15.7;3;0;0;26;7;0;26.9;1.66;0.45;0.12;0.43;2.5;2.5;0.09;+0.5;+0.5;Matches
226;Clément Grenier\Clement-Grenier;fr FRA;MF;Rennes;28;1991;9.4;1;0;0;7;2;5;28.6;0.75;0.21;0.14;0.50;0.8;0.8;0.12;+0.2;+0.2;Matches
227;Jérémy Grimm\Jeremy-Grimm;fr FRA;FW;Strasbourg;32;1987;0.0;0;0;0;0;0;0;;;;;;0.0;0.0;;0.0;0.0;Matches
228;Bruno Guimarães\Bruno-Guimaraes;br BRA;MF;Lyon;21;1997;2.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
229;Sehrou Guirassy\Sehrou-Guirassy;fr FRA;FW;Amiens;23;1996;21.4;9;3;4;42;16;2;38.1;1.96;0.75;0.14;0.38;9.2;6.2;0.15;-0.2;-0.2;Matches
230;Rafik Guitane\Rafik-Guitane;fr FRA;MFDF;Rennes;20;1999;0.2;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
231;Régis Gurtner\Regis-Gurtner;fr FRA;GK;Amiens;32;1986;28.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
232;Luiz Gustavo\Luiz-Gustavo;br BRA;MF;Marseille;32;1987;2.1;0;0;0;2;0;0;0.0;0.95;0.00;0.00;;0.1;0.1;0.04;-0.1;-0.1;Matches
233;Romain Hamouma\Romain-Hamouma;fr FRA;FWMF;Saint-Étienne;32;1987;9.6;6;0;0;21;12;1;57.1;2.18;1.25;0.29;0.50;3.7;3.7;0.18;+2.3;+2.3;Matches
234;Benjamin Henrichs\Benjamin-Henrichs;de GER;DFMF;Monaco;22;1997;9.9;0;0;0;10;1;0;10.0;1.01;0.10;0.00;0.00;1.1;1.1;0.11;-1.1;-1.1;Matches
235;Christophe Hérelle\Christophe-Herelle;mq MTQ;DF;Nice;26;1992;11.9;3;0;0;5;3;0;60.0;0.42;0.25;0.60;1.00;1.2;1.2;0.23;+1.8;+1.8;Matches
236;Ander Herrera\Ander-Herrera;es ESP;MFDF;Paris S-G;29;1989;6.1;1;0;0;6;2;0;33.3;0.99;0.33;0.17;0.50;0.2;0.2;0.03;+0.8;+0.8;Matches
237;Vitorino Hilton\Vitorino-Hilton;br BRA;DF;Montpellier;41;1977;26.9;0;0;0;12;0;0;0.0;0.45;0.00;0.00;;0.8;0.8;0.07;-0.8;-0.8;Matches
238;Josué Homawoo\Josue-Homawoo;fr FRA;DF;Nantes;21;1997;0.5;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
239;Franck Honorat\Franck-Honorat;fr FRA;FWDF;Saint-Étienne;22;1996;9.4;0;0;0;5;1;0;20.0;0.53;0.11;0.00;0.00;0.2;0.2;0.03;-0.2;-0.2;Matches
240;Adrien Hunou\Adrien-Hunou;fr FRA;FWMF;Rennes;25;1994;12.4;6;0;0;26;11;0;42.3;2.09;0.88;0.23;0.55;5.7;5.7;0.23;+0.3;+0.3;Matches
241;Suk Hyun-jun\Suk-Hyun-jun;kr KOR;FWMF;Reims;28;1991;2.8;1;0;0;12;3;0;25.0;4.30;1.08;0.08;0.33;1.1;1.1;0.09;-0.1;-0.1;Matches
242;Didier Ibrahim Ndong\Didier-Ibrahim-Ndong;ga GAB;MF;Dijon;25;1994;25.5;0;0;0;19;6;0;31.6;0.74;0.23;0.00;0.00;0.8;0.8;0.04;-0.8;-0.8;Matches
243;Mauro Icardi\Mauro-Icardi;ar ARG;FW;Paris S-G;26;1993;14.1;12;0;0;36;20;0;55.6;2.56;1.42;0.33;0.60;9.9;9.9;0.28;+2.1;+2.1;Matches
244;Jonathan Ikone\Jonathan-Ikone;fr FRA;MFFW;Lille;21;1998;22.1;3;1;1;33;13;0;39.4;1.49;0.59;0.06;0.15;4.3;3.5;0.11;-1.3;-1.5;Matches
245;Yun Il-lok\Yun-Il-lok;kr KOR;MFFW;Montpellier;27;1992;1.2;0;0;0;1;0;0;0.0;0.80;0.00;0.00;;0.2;0.2;0.25;-0.2;-0.2;Matches
246;Edmilson Indjai\Edmilson-Indjai;gw GNB;FW;Saint-Étienne;19;2000;0.5;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
247;Nicolas Isimat-Mirin\Nicolas-Isimat-Mirin;fr FRA;DF;Toulouse;27;1991;14.0;1;0;0;3;3;0;100.0;0.21;0.21;0.33;0.33;0.5;0.5;0.17;+0.5;+0.5;Matches
248;Christophe Jallet\Christophe-Jallet;fr FRA;DF;Amiens;35;1983;9.5;1;0;0;4;1;1;25.0;0.42;0.11;0.25;1.00;0.1;0.1;0.04;+0.9;+0.9;Matches
249;Corentin Jean\Corentin-Jean;fr FRA;DF;Toulouse;24;1995;0.1;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
250;Benjamin Jeannot\Benjamin-Jeannot;fr FRA;MF;Dijon;27;1992;1.9;0;0;0;5;3;0;60.0;2.68;1.61;0.00;0.00;0.3;0.3;0.06;-0.3;-0.3;Matches
251;Jemerson\Jemerson;br BRA;DFMF;Monaco;26;1992;11.8;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
252;Jesé\Jese;es ESP;FW;Paris S-G;26;1993;0.0;0;0;0;0;0;0;;;;;;0.0;0.0;;0.0;0.0;Matches
253;Vukašin Jovanović\Vukasin-Jovanovic;rs SRB;DF;Bordeaux;23;1996;6.3;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
254;Stevan Jovetić\Stevan-Jovetic;me MNE;MFFW;Monaco;29;1989;4.3;2;0;0;19;8;2;42.1;4.41;1.86;0.11;0.25;1.6;1.6;0.08;+0.4;+0.4;Matches
255;Abdoul Kader Bamba\Abdoul-Kader-Bamba;fr FRA;FWMF;Nantes;25;1994;15.5;1;0;0;18;9;0;50.0;1.16;0.58;0.06;0.11;1.6;1.6;0.09;-0.6;-0.6;Matches
256;Gaël Kakuta\Gael-Kakuta;cd COD;MFFW;Amiens;28;1991;22.3;2;0;0;42;12;6;28.6;1.88;0.54;0.05;0.17;3.3;3.3;0.08;-1.3;-1.3;Matches
257;Lovre Kalinić\Lovre-Kalinic;hr CRO;GK;Toulouse;29;1990;3.4;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
258;Samuel Kalu\Samuel-Kalu;ng NGA;FWDF;Bordeaux;21;1997;14.3;1;0;0;37;11;1;29.7;2.59;0.77;0.03;0.09;2.2;2.2;0.06;-1.2;-1.2;Matches
259;François Kamano\Francois-Kamano;gn GUI;DFMF;Bordeaux;23;1996;7.1;1;0;0;5;2;0;40.0;0.70;0.28;0.20;0.50;0.9;0.9;0.17;+0.1;+0.1;Matches
260;Boubacar Kamara\Boubacar-Kamara;fr FRA;DFMF;Marseille;19;1999;23.8;1;0;0;15;3;0;20.0;0.63;0.13;0.07;0.33;0.5;0.5;0.04;+0.5;+0.5;Matches
