"id";"name";"nation";"position";"team";"age";"born";"MP";"Min";"Mn/MP";"Min%";"90s";"Starts";"Mn/Start";"Subs";"Mn/Sub";"unSub";"PPM";"onG";"onGA";"+/-";"+/-90";"On-Off";"onxG";"onxGA";"xG+/-";"xG+/-90";"On-Off-ex";"Matches"
568;Joël Veltman\Joel-Veltman;nl NED;DF;Ajax;27;1992;19;1651;87;76.4;18.3;19;87;0;;1;2.32;53;17;+36;+1.96;+0.72;Matches
569;Nick Venema\Nick-Venema;nl NED;FW;Utrecht;20;1999;3;107;36;5.0;1.2;1;63;2;22;1;2.33;3;1;+2;+1.68;+1.24;Matches
570;Dylan Vente\Dylan-Vente;nl NED;FW;RKC Waalwijk;20;1999;17;949;56;42.2;10.5;10;83;7;18;1;0.65;10;24;-14;-1.33;-0.15;Matches
571;Dylan Vente\Dylan-Vente;nl NED;FW;Feyenoord;20;1999;1;64;64;3.0;0.7;1;64;0;;0;1.00;0;1;-1;-1.41;-2.01;Matches
572;Bram Verbong\Bram-Verbong;nl NED;GK;VVV-Venlo;19;1999;0;;;;;0;;0;;7;;;;;;;Matches
573;Calvin Verdonk\Calvin-Verdonk;nl NED;DF;Twente;22;1997;21;1861;89;82.7;20.7;21;89;0;;0;1.00;28;42;-14;-0.68;-1.37;Matches
574;Calvin Verdonk\Calvin-Verdonk;nl NED;DF;Feyenoord;22;1997;0;;;;;0;;0;;2;;;;;;;Matches
575;Paul Verhaegh\Paul-Verhaegh;nl NED;DF;Twente;35;1983;6;385;64;17.1;4.3;5;76;1;3;10;1.33;4;9;-5;-1.17;-0.88;Matches
576;Kenneth Vermeer\Kenneth-Vermeer;nl NED;GK;Feyenoord;33;1986;16;1440;90;66.7;16.0;16;90;0;;0;1.69;31;27;+4;+0.25;-0.88;Matches
577;Kevin Vermeulen\Kevin-Vermeulen;nl NED;MF;RKC Waalwijk;28;1990;5;92;18;4.1;1.0;1;56;4;9;10;0.80;1;2;-1;-0.98;+0.27;Matches
578;Nick Viergever\Nick-Viergever;nl NED;DF;PSV Eindhoven;29;1989;22;1957;89;87.0;21.7;22;89;0;;0;2.00;50;19;+31;+1.43;+3.27;Matches
579;Ron Vlaar\Ron-Vlaar;nl NED;DF;AZ Alkmaar;34;1985;10;781;78;36.2;8.7;10;78;0;;3;1.90;24;10;+14;+1.61;+0.37;Matches
580;Robbert de Vos\Robbert-de-Vos;nl NED;MF;Emmen;23;1996;10;371;37;16.5;4.1;4;82;6;7;15;1.20;7;6;+1;+0.24;+1.06;Matches
581;Bart Vriends\Bart-Vriends;nl NED;DF;Sparta R'dam;28;1991;25;2244;90;99.7;24.9;25;90;0;;0;1.32;40;40;0;0.00;0.00;Matches
582;Patrick Vroegh\Patrick-Vroegh;nl NED;MF;Vitesse;19;1999;6;216;36;9.6;2.4;2;61;4;24;18;2.00;5;5;0;0.00;-0.40;Matches
583;Marious Vrousai\Marious-Vrousai;gr GRE;MFFW;Willem II;21;1998;20;934;47;41.5;10.4;10;83;10;11;2;1.75;14;15;-1;-0.10;-0.51;Matches
584;Haris Vučkić\Haris-Vuckic;si SVN;FW;Twente;26;1992;24;1963;82;87.2;21.8;22;87;2;20;1;1.13;33;41;-8;-0.37;+0.57;Matches
585;Django Warmerdam\Django-Warmerdam;nl NED;DFMF;Groningen;23;1995;21;1633;78;72.6;18.1;19;84;2;15;1;1.38;22;14;+8;+0.44;+1.32;Matches
586;Ingo van Weert\Ingo-van-Weert;nl NED;DF;RKC Waalwijk;25;1994;8;210;26;9.3;2.3;2;90;6;5;12;1.25;4;8;-4;-1.71;-0.52;Matches
587;Timon Wellenreuther\Timon-Wellenreuther;de GER;GK;Willem II;23;1995;24;2160;90;96.0;24.0;24;90;0;;0;1.71;36;32;+4;+0.17;-0.83;Matches
