"id";"name";"nation";"position";"Squad";"age";"born";"MP";"Starts";"Min";"Gls";"Ast";"PK";"PKatt";"CrdY";"CrdR";"Gls_per_match";"Ast_per_match";"G_A_per_match";"G_PK_per_match";"G_A_PK_per_match";"xG";"npxG";"xA";"xG_per_match";"xA_per_match";"xG_xA";"npxG_per_match";"npxG_xA";"Matches"
155;Leroy Fer\Leroy-Fer;nl NED;MF;Feyenoord;29;1990;22;21;1880;2;2;1;1;4;0;0.10;0.10;0.19;0.05;0.14;Matches
156;Leandro Fernandes\Leandro-Fernandes;nl NED;MF;Fortuna Sittard;19;1999;5;1;121;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
157;Zian Flemming\Zian-Flemming;nl NED;MF;Zwolle;20;1998;4;2;218;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
158;Sherel Floranus\Sherel-Floranus;nl NED;DF;Heerenveen;20;1998;24;24;2141;1;2;0;0;6;0;0.04;0.08;0.13;0.04;0.13;Matches
159;Navarone Foor\Navarone-Foor;nl NED;MF;Vitesse;27;1992;17;11;951;0;4;0;0;1;0;0.00;0.38;0.38;0.00;0.38;Matches
160;Jeffry Fortes\Jeffry-Fortes;cv CPV;DF;Sparta R'dam;30;1989;5;4;365;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
161;Lassina Franck Traoré\Lassina-Franck-Traore;bf BFA;FW;Ajax;18;2001;8;2;262;2;1;0;0;1;0;0.69;0.34;1.03;0.69;1.03;Matches
162;Kerim Frei\Kerim-Frei;tr TUR;MFFW;Emmen;25;1993;4;4;315;1;0;0;0;0;0;0.29;0.00;0.29;0.29;0.29;Matches
163;Juriën Gaari\Jurien-Gaari;cw CUW;DF;RKC Waalwijk;25;1993;17;17;1489;0;1;0;0;3;1;0.00;0.06;0.06;0.00;0.06;Matches
164;Cody Gakpo\Cody-Gakpo;nl NED;FWMF;PSV Eindhoven;20;1999;25;14;1458;7;6;0;0;5;0;0.43;0.37;0.80;0.43;0.80;Matches
165;Lutsharel Geertruida\Lutsharel-Geertruida;nl NED;DF;Feyenoord;19;2000;17;11;1044;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;Matches
166;Roy Gelmi\Roy-Gelmi;ch SUI;DF;VVV-Venlo;24;1995;2;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
167;Reza Ghoochannejad\Reza-Ghoochannejad;ir IRN;FW;Zwolle;31;1987;13;7;710;7;1;1;1;0;1;0.89;0.13;1.01;0.76;0.89;Matches
168;Paul Gladon\Paul-Gladon;nl NED;FW;Willem II;27;1992;18;0;183;1;0;0;0;2;0;0.49;0.00;0.49;0.49;0.49;Matches
169;Hilary Gong\Hilary-Gong;ng NGA;FW;Vitesse;20;1998;1;0;24;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
170;John Goossens\John-Goossens;nl NED;MFFW;ADO Den Haag;31;1988;22;22;1840;2;5;1;2;4;0;0.10;0.24;0.34;0.05;0.29;Matches
171;Thijmen Goppel\Thijmen-Goppel;nl NED;FW;ADO Den Haag;22;1997;4;3;221;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
172;Ferhat Görgülü\Ferhat-Gorgulu;nl NED;DF;Emmen;27;1991;4;2;251;0;1;0;0;2;0;0.00;0.36;0.36;0.00;0.36;Matches
173;Ryan Gravenberch\Ryan-Gravenberch;nl NED;MF;Ajax;17;2002;8;5;458;2;1;0;0;1;0;0.39;0.20;0.59;0.39;0.59;Matches
174;Jay-Roy Grot\Jay-Roy-Grot;nl NED;MFFW;Vitesse;21;1998;21;9;805;1;1;0;0;1;0;0.11;0.11;0.22;0.11;0.22;Matches
175;Gabriel Gudmundsson\Gabriel-Gudmundsson;se SWE;MF;Groningen;20;1999;11;4;402;2;0;0;0;2;0;0.45;0.00;0.45;0.45;0.45;Matches
176;Simon Gustafson\Simon-Gustafson;se SWE;MFFW;Utrecht;24;1995;22;22;1960;5;5;5;5;5;0;0.23;0.23;0.46;0.00;0.23;Matches
177;Erick Gutiérrez\Erick-Gutierrez;mx MEX;MF;PSV Eindhoven;24;1995;15;9;826;1;0;0;0;2;0;0.11;0.00;0.11;0.11;0.11;Matches
178;Leon Guwara\Leon-Guwara;de GER;DF;Utrecht;23;1996;14;13;1146;0;1;0;0;0;2;0.00;0.08;0.08;0.00;0.08;Matches
179;Albert Guðmundsson\Albert-Gudmundsson;is ISL;FW;AZ Alkmaar;22;1997;4;1;119;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
180;Warner Hahn\Warner-Hahn;nl NED;GK;Heerenveen;27;1992;20;20;1800;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
181;Rami Hajal\Rami-Hajal;se SWE;MF;Heerenveen;17;2001;4;0;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
182;Alen Halilović\Alen-Halilovic;hr CRO;FWMF;Heerenveen;23;1996;16;3;424;1;1;0;0;0;0;0.21;0.21;0.42;0.21;0.42;Matches
183;Gustavo Hamer\Gustavo-Hamer;nl NED;DFMF;Zwolle;22;1997;25;25;2180;4;6;0;0;8;0;0.17;0.25;0.41;0.17;0.41;Matches
184;Mohamed El Hankouri\Mohamed-El-Hankouri;nl NED;MF;Groningen;22;1997;20;9;1007;0;1;0;0;2;0;0.00;0.09;0.09;0.00;0.09;Matches
185;Sontje Hansen\Sontje-Hansen;nl NED;FW;Ajax;19;2000;1;0;11;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
186;Emil Hansson\Emil-Hansson;se SWE;FW;RKC Waalwijk;21;1998;6;6;539;1;0;0;0;0;0;0.17;0.00;0.17;0.17;0.17;Matches
187;Ridgeciano Haps\Ridgeciano-Haps;nl NED;DF;Feyenoord;26;1993;15;14;1271;2;2;0;0;1;0;0.14;0.14;0.28;0.14;0.28;Matches
188;Jeff Hardeveld\Jeff-Hardeveld;nl NED;DF;Heracles Almelo;24;1995;7;6;598;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
189;Cian Harries\Cian-Harries;wal WAL;DF;Fortuna Sittard;22;1997;8;4;378;1;0;0;0;2;0;0.24;0.00;0.24;0.24;0.24;Matches
190;Abdou Harroui\Abdou-Harroui;nl NED;MF;Sparta R'dam;21;1998;25;25;2057;4;7;0;0;2;0;0.18;0.31;0.48;0.18;0.48;Matches
191;Ariel Harush\Ariel-Harush;il ISR;GK;Sparta R'dam;31;1988;15;15;1350;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
192;Pantelis Hatzidiakos\Pantelis-Hatzidiakos;gr GRE;DF;AZ Alkmaar;22;1997;11;7;738;1;0;0;0;2;0;0.12;0.00;0.12;0.12;0.12;Matches
193;Mike Havekotte\Mike-Havekotte;nl NED;GK;ADO Den Haag;23;1995;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
194;Thom Haye\Thom-Haye;nl NED;MF;ADO Den Haag;24;1995;9;2;299;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
195;Kees Heemskerk\Kees-Heemskerk;nl NED;GK;RKC Waalwijk;28;1991;4;2;228;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
196;Freek Heerkens\Freek-Heerkens;nl NED;DF;Willem II;29;1989;22;22;1980;3;1;0;0;2;0;0.14;0.05;0.18;0.14;0.18;Matches
197;Jorrit Hendrix\Jorrit-Hendrix;nl NED;MF;PSV Eindhoven;24;1995;16;12;1045;1;1;0;0;1;1;0.09;0.09;0.17;0.09;0.17;Matches
198;Michaël Heylen\Michael-Heylen;be BEL;DF;Emmen;25;1994;18;18;1602;0;0;0;0;4;2;0.00;0.00;0.00;0.00;0.00;Matches
199;Tom Hiariej\Tom-Hiariej;nl NED;MF;Emmen;31;1988;17;16;1296;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
200;Bart van Hintum\Bart-van-Hintum;nl NED;DF;Groningen;32;1987;14;14;1196;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;Matches
201;Sebastian Holmén\Sebastian-Holmen;se SWE;DF;Willem II;27;1992;25;25;2250;1;1;0;0;2;0;0.04;0.04;0.08;0.04;0.08;Matches
202;Keisuke Honda\Keisuke-Honda;jp JPN;MF;Vitesse;33;1986;4;3;270;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;Matches
203;Justin Hoogma\Justin-Hoogma;nl NED;DF;Utrecht;21;1998;22;22;1968;1;0;0;0;1;1;0.05;0.00;0.05;0.05;0.05;Matches
204;Elson Hooi\Elson-Hooi;cw CUW;FWMF;ADO Den Haag;27;1991;13;8;711;0;1;0;0;0;0;0.00;0.13;0.13;0.00;0.13;Matches
205;Ajdin Hrustic\Ajdin-Hrustic;au AUS;MF;Groningen;23;1996;24;22;1807;3;2;0;1;3;0;0.15;0.10;0.25;0.15;0.25;Matches
206;Dean Huiberts\Dean-Huiberts;nl NED;MF;Zwolle;19;2000;11;7;709;0;1;0;0;2;0;0.00;0.13;0.13;0.00;0.13;Matches
207;Klaas-Jan Huntelaar\Klaas-Jan-Huntelaar;nl NED;FW;Ajax;35;1983;17;6;835;9;2;0;0;0;0;0.97;0.22;1.19;0.97;1.19;Matches
208;Daniel Høegh\Daniel-Hoegh;dk DEN;DF;Heerenveen;28;1991;4;0;7;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
209;Oussama Idrissi\Oussama-Idrissi;ma MAR;FW;AZ Alkmaar;23;1996;24;24;1889;13;2;0;0;3;0;0.62;0.10;0.71;0.62;0.71;Matches
210;Edgar Ié\Edgar-Ie;pt POR;DF;Feyenoord;25;1994;11;10;900;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;Matches
211;Mohammed Ihattaren\Mohammed-Ihattaren;nl NED;MFFW;PSV Eindhoven;17;2002;22;20;1783;3;3;1;1;0;0;0.15;0.15;0.30;0.10;0.25;Matches
212;Lex Immers\Lex-Immers;nl NED;MF;ADO Den Haag;33;1986;23;22;1955;2;1;0;0;2;0;0.09;0.05;0.14;0.09;0.14;Matches
213;Dimitrios Ioannidis\Dimitrios-Ioannidis;de GER;MF;Fortuna Sittard;19;2000;2;0;44;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
214;Ko Itakura\Ko-Itakura;jp JPN;DF;Groningen;22;1997;21;17;1576;0;0;0;0;4;0;0.00;0.00;0.00;0.00;0.00;Matches
215;Sebastian Jakubiak\Sebastian-Jakubiak;de GER;MF;Heracles Almelo;26;1993;5;1;139;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
216;Anco Jansen\Anco-Jansen;nl NED;FWMF;Emmen;30;1989;6;0;76;1;0;0;0;0;0;1.18;0.00;1.18;1.18;1.18;Matches
217;Roel Janssen\Roel-Janssen;nl NED;DF;VVV-Venlo;29;1990;20;20;1765;0;1;0;0;6;0;0.00;0.05;0.05;0.00;0.05;Matches
218;Willem Janssen\Willem-Janssen;nl NED;DF;Utrecht;33;1986;19;19;1710;2;0;0;0;3;0;0.11;0.00;0.11;0.11;0.11;Matches
219;Simon Jansson\Simon-Jansson;nl NED;MF;VVV-Venlo;18;2000;6;1;228;0;1;0;0;0;0;0.00;0.39;0.39;0.00;0.39;Matches
220;Dennis Johnsen\Dennis-Johnsen;no NOR;FW;Zwolle;21;1998;23;10;1100;1;2;0;0;1;0;0.08;0.16;0.25;0.08;0.25;Matches
221;Siem de Jong\Siem-de-Jong;nl NED;MF;Ajax;30;1989;4;1;107;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
222;Patrick Joosten\Patrick-Joosten;nl NED;FW;Utrecht;23;1996;7;3;308;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
223;Patrick Joosten\Patrick-Joosten;nl NED;FW;Sparta R'dam;23;1996;7;7;571;3;0;0;0;0;0;0.47;0.00;0.47;0.47;0.47;Matches
224;Mauro Júnior\Mauro-Junior;br BRA;MFFW;Heracles Almelo;20;1999;25;23;2077;6;3;0;0;4;0;0.26;0.13;0.39;0.26;0.39;Matches
225;Nicolai Jørgensen\Nicolai-Jorgensen;dk DEN;FW;Feyenoord;28;1991;13;11;978;5;2;0;0;2;0;0.46;0.18;0.64;0.46;0.64;Matches
226;Daniël van Kaam\Daniel-van-Kaam;nl NED;MF;Groningen;19;2000;10;8;704;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
227;Elton Kabangu\Elton-Kabangu;cd COD;FWMF;Willem II;21;1998;4;0;37;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
228;Youssef El Kachati\Youssef-El-Kachati;nl NED;FW;Sparta R'dam;19;1999;1;0;27;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
229;Wilfried Kanon\Wilfried-Kanon;ci CIV;DF;ADO Den Haag;26;1993;4;3;261;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
230;Khalid Karami\Khalid-Karami;nl NED;DF;Sparta R'dam;29;1989;6;3;340;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;Matches
231;Vyacheslav Karavayev\Vyacheslav-Karavayev;ru RUS;DF;Vitesse;24;1995;5;5;450;1;1;0;0;1;0;0.20;0.20;0.40;0.20;0.40;Matches
232;Rasmus Karjalainen\Rasmus-Karjalainen;fi FIN;FW;Fortuna Sittard;23;1996;15;4;508;1;0;0;0;2;0;0.18;0.00;0.18;0.18;0.18;Matches
233;Rick Karsdorp\Rick-Karsdorp;nl NED;DF;Feyenoord;24;1995;14;12;1049;1;3;1;1;0;0;0.09;0.26;0.34;0.00;0.26;Matches
234;Liam Kelly\Liam-Kelly;ie IRL;MF;Feyenoord;23;1995;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
235;Gyrano Kerk\Gyrano-Kerk;nl NED;FW;Utrecht;23;1995;23;23;1993;10;6;0;0;1;0;0.45;0.27;0.72;0.45;0.72;Matches
236;Sam Kersten\Sam-Kersten;nl NED;DF;Zwolle;21;1998;16;12;1115;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
237;Orestis Kiomourtzoglou\Orestis-Kiomourtzoglou;de GER;MF;Heracles Almelo;21;1998;23;23;2025;2;0;0;0;6;0;0.09;0.00;0.09;0.09;0.09;Matches
238;Thorsten Kirschbaum\Thorsten-Kirschbaum;de GER;GK;VVV-Venlo;32;1987;25;25;2250;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;Matches
239;Sean Klaiber\Sean-Klaiber;nl NED;DF;Utrecht;25;1994;23;23;2055;3;3;0;0;5;0;0.13;0.13;0.26;0.13;0.26;Matches
240;Lorenzo van Kleef\Lorenzo-van-Kleef;nl NED;MF;ADO Den Haag;18;2001;2;0;38;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
241;Mats Knoester\Mats-Knoester;nl NED;DF;Heracles Almelo;20;1998;25;24;2196;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
242;Mats Köhlert\Mats-Kohlert;de GER;FW;Willem II;21;1998;25;25;2108;6;4;0;0;3;0;0.26;0.17;0.43;0.26;0.43;Matches
243;Orkun Kökçü\Orkun-Kokcu;tr TUR;MF;Feyenoord;18;2000;21;20;1634;2;4;0;0;4;0;0.11;0.22;0.33;0.11;0.33;Matches
244;Marko Kolar\Marko-Kolar;hr CRO;FWMF;Emmen;24;1995;20;18;1397;3;1;1;1;1;0;0.19;0.06;0.26;0.13;0.19;Matches
245;Rodney Kongolo\Rodney-Kongolo;nl NED;MF;Heerenveen;21;1998;25;24;1993;4;0;0;0;3;0;0.18;0.00;0.18;0.18;0.18;Matches
246;Joey Konings\Joey-Konings;nl NED;FWMF;Heracles Almelo;21;1998;15;8;746;1;1;0;0;0;1;0.12;0.12;0.24;0.12;0.24;Matches
247;Luuk Koopmans\Luuk-Koopmans;nl NED;GK;ADO Den Haag;25;1993;19;19;1710;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
248;Teun Koopmeiners\Teun-Koopmeiners;nl NED;MFDF;AZ Alkmaar;21;1998;24;24;2131;9;2;8;9;4;0;0.38;0.08;0.46;0.04;0.13;Matches
249;Jarni Koorman\Jarni-Koorman;nl NED;MF;Zwolle;20;1999;3;1;133;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
250;Alexei Koșelev\Alexei-Koselev;md MDA;GK;Fortuna Sittard;25;1993;26;26;2340;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
251;Joris Kramer\Joris-Kramer;nl NED;DF;AZ Alkmaar;22;1996;1;0;27;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
252;Michiel Kramer\Michiel-Kramer;nl NED;FW;ADO Den Haag;30;1988;13;7;678;2;0;1;1;5;0;0.27;0.00;0.27;0.13;0.13;Matches
253;Nick Kuipers\Nick-Kuipers;nl NED;DF;ADO Den Haag;26;1992;1;0;22;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
254;Christian Kum\Christian-Kum;nl NED;DF;VVV-Venlo;33;1985;19;18;1595;0;0;0;0;4;1;0.00;0.00;0.00;0.00;0.00;Matches
255;Zakaria Labyad\Zakaria-Labyad;ma MAR;FW;Ajax;26;1993;2;2;149;1;1;0;0;0;0;0.60;0.60;1.21;0.60;1.21;Matches
256;Darryl Lachman\Darryl-Lachman;cw CUW;DF;Zwolle;29;1989;13;12;1084;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
257;Thomas Lam\Thomas-Lam;fi FIN;DF;Zwolle;25;1993;14;14;1231;0;1;0;0;2;1;0.00;0.07;0.07;0.00;0.07;Matches
258;Sam Lammers\Sam-Lammers;nl NED;FW;PSV Eindhoven;22;1997;6;6;463;2;1;2;2;0;0;0.39;0.19;0.58;0.00;0.19;Matches
259;Noa Lang\Noa-Lang;nl NED;MFFW;Ajax;20;1999;5;2;210;3;0;0;0;0;0;1.29;0.00;1.29;1.29;1.29;Matches
260;Noa Lang\Noa-Lang;nl NED;FW;Twente;20;1999;6;6;516;1;0;0;0;1;0;0.17;0.00;0.17;0.17;0.17;Matches
261;Sam Larsson\Sam-Larsson;se SWE;FW;Feyenoord;26;1993;21;9;954;4;1;0;0;1;0;0.38;0.09;0.47;0.38;0.47;Matches
262;Joël Latibeaudière\Joel-Latibeaudiere;eng ENG;DF;Twente;19;2000;5;5;441;1;1;0;0;0;0;0.20;0.20;0.41;0.20;0.41;Matches
263;Nikolai Laursen\Nikolai-Laursen;dk DEN;MFFW;Emmen;21;1998;17;15;1303;2;2;0;0;2;0;0.14;0.14;0.28;0.14;0.28;Matches
264;Clint Leemans\Clint-Leemans;nl NED;MF;RKC Waalwijk;23;1995;20;20;1746;3;3;1;1;2;0;0.15;0.15;0.31;0.10;0.26;Matches
265;Clint Leemans\Clint-Leemans;nl NED;DFMF;Zwolle;23;1995;1;0;59;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
266;Michael de Leeuw\Michael-de-Leeuw;nl NED;FWMF;Emmen;32;1986;25;25;2235;9;2;1;1;2;0;0.36;0.08;0.44;0.32;0.40;Matches
267;Ramon Leeuwin\Ramon-Leeuwin;nl NED;DF;AZ Alkmaar;31;1987;4;3;274;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
268;Julian Lelieveld\Julian-Lelieveld;nl NED;DF;Vitesse;21;1997;16;14;1231;0;1;0;0;3;1;0.00;0.07;0.07;0.00;0.07;Matches
269;Fernando Lewis\Fernando-Lewis;nl NED;DF;Willem II;26;1993;3;3;270;0;1;0;0;1;0;0.00;0.33;0.33;0.00;0.33;Matches
270;Bryan Linssen\Bryan-Linssen;nl NED;FWMF;Vitesse;28;1990;24;24;2038;14;4;0;0;5;0;0.62;0.18;0.79;0.62;0.79;Matches
271;Evert Linthorst\Evert-Linthorst;nl NED;MF;VVV-Venlo;19;2000;18;17;1379;4;1;0;0;3;0;0.26;0.07;0.33;0.26;0.33;Matches
272;Pol Llonch\Pol-Llonch;es ESP;MF;Willem II;26;1992;23;23;2007;2;0;0;0;7;0;0.09;0.00;0.09;0.09;0.09;Matches
273;Justin Lonwijk\Justin-Lonwijk;nl NED;FW;Utrecht;19;1999;1;1;38;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
274;Hirving Lozano\Hirving-Lozano;mx MEX;FW;PSV Eindhoven;24;1995;1;1;50;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
275;Ramon Lundqvist\Ramon-Lundqvist;se SWE;MF;Groningen;22;1997;19;16;1259;5;2;1;1;1;1;0.36;0.14;0.50;0.29;0.43;Matches
276;Darren Maatsen\Darren-Maatsen;nl NED;FW;RKC Waalwijk;28;1991;18;13;1113;2;1;0;0;1;1;0.16;0.08;0.24;0.16;0.24;Matches
277;Chukwunonso Madueke\Chukwunonso-Madueke;eng ENG;MF;PSV Eindhoven;17;2002;3;0;38;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
278;Adam Maher\Adam-Maher;nl NED;MF;Utrecht;26;1993;22;21;1836;3;4;1;1;4;0;0.15;0.20;0.34;0.10;0.29;Matches
279;Simon Makienok\Simon-Makienok;dk DEN;FW;Utrecht;28;1990;3;0;49;1;0;0;0;0;0;1.84;0.00;1.84;1.84;1.84;Matches
280;Tyrell Malacia\Tyrell-Malacia;nl NED;DF;Feyenoord;19;1999;11;11;990;0;2;0;0;4;0;0.00;0.18;0.18;0.00;0.18;Matches
281;Donyell Malen\Donyell-Malen;nl NED;FW;PSV Eindhoven;20;1999;14;14;1191;11;2;2;2;1;0;0.83;0.15;0.98;0.68;0.83;Matches
282;Dion Malone\Dion-Malone;nl NED;DFMF;ADO Den Haag;30;1989;20;17;1534;0;1;0;0;7;0;0.00;0.06;0.06;0.00;0.06;Matches
283;Răzvan Marin\Razvan-Marin;ro ROU;MF;Ajax;23;1996;10;5;503;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;Matches
284;Wouter Marinus\Wouter-Marinus;nl NED;MF;Emmen;24;1995;3;0;33;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
285;Nick Marsman\Nick-Marsman;nl NED;GK;Feyenoord;28;1990;2;2;180;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
286;Lisandro Martínez\Lisandro-Martinez;ar ARG;MFDF;Ajax;21;1998;23;23;1942;2;1;0;0;3;0;0.09;0.05;0.14;0.09;0.14;Matches
287;Tim Matavž\Tim-Matavz;si SVN;FW;Vitesse;30;1989;24;23;1961;12;4;1;2;2;0;0.55;0.18;0.73;0.50;0.69;Matches
288;Jose Matos\Jose-Matos;es ESP;DF;Twente;24;1995;2;2;180;0;1;0;0;0;0;0.00;0.50;0.50;0.00;0.50;Matches
289;Jurgen Mattheij\Jurgen-Mattheij;nl NED;DF;Sparta R'dam;26;1993;25;25;2250;2;1;0;0;3;0;0.08;0.04;0.12;0.08;0.12;Matches
290;Azor Matusiwa\Azor-Matusiwa;nl NED;MF;Groningen;21;1998;23;23;2050;0;0;0;0;4;0;0.00;0.00;0.00;0.00;0.00;Matches
291;Noussair Mazraoui\Noussair-Mazraoui;ma MAR;DF;Ajax;21;1997;13;9;744;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
292;James McGarry\James-McGarry;nz NZL;MF;Willem II;21;1998;1;0;6;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
293;Aaron Meijers\Aaron-Meijers;nl NED;DFMF;ADO Den Haag;31;1987;25;22;2030;2;2;0;0;4;0;0.09;0.09;0.18;0.09;0.18;Matches
294;Samir Memišević\Samir-Memisevic;ba BIH;DFMF;Groningen;25;1993;11;6;637;1;0;1;1;3;0;0.14;0.00;0.14;0.00;0.00;Matches
295;Queensy Menig\Queensy-Menig;nl NED;FW;Twente;23;1995;10;3;373;1;3;0;0;1;0;0.24;0.72;0.97;0.24;0.97;Matches
296;Alexander Merkel\Alexander-Merkel;kz KAZ;MF;Heracles Almelo;27;1992;24;24;2111;2;4;0;0;5;0;0.09;0.17;0.26;0.09;0.26;Matches
297;Ahmed El Messaoudi\Ahmed-El-Messaoudi;ma MAR;MF;Groningen;23;1995;19;14;1284;1;3;0;0;2;0;0.07;0.21;0.28;0.07;0.28;Matches
298;Melle Meulensteen\Melle-Meulensteen;nl NED;DF;RKC Waalwijk;20;1999;13;10;964;3;0;0;0;4;0;0.28;0.00;0.28;0.28;0.28;Matches
299;Fredrik Midtsjø\Fredrik-Midtsjo;no NOR;MF;AZ Alkmaar;25;1993;22;21;1859;0;4;0;0;2;0;0.00;0.19;0.19;0.00;0.19;Matches
300;Kostas Mitroglou\Kostas-Mitroglou;gr GRE;FW;PSV Eindhoven;31;1988;12;0;256;1;0;0;0;0;0;0.35;0.00;0.35;0.35;0.35;Matches
301;Xavier Mous\Xavier-Mous;nl NED;GK;Zwolle;23;1995;13;13;1170;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
302;Hans Mulder\Hans-Mulder;nl NED;DF;RKC Waalwijk;32;1987;18;15;1269;1;0;0;0;5;1;0.07;0.00;0.07;0.07;0.07;Matches
303;Dehninio Muringen\Dehninio-Muringen;nl NED;DF;ADO Den Haag;20;1999;1;1;55;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
304;Charly Musonda Jr.\Charly-Musonda-Jr;be BEL;MF;Vitesse;22;1996;3;0;65;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
305;Keito Nakamura\Keito-Nakamura;jp JPN;FW;Twente;19;2000;16;13;852;4;1;0;0;1;1;0.42;0.11;0.53;0.42;0.53;Matches
306;Yuta Nakayama\Yuta-Nakayama;jp JPN;DFMF;Zwolle;22;1997;14;13;1145;2;0;0;0;0;0;0.16;0.00;0.16;0.16;0.16;Matches
307;Luciano Narsingh\Luciano-Narsingh;nl NED;FW;Feyenoord;28;1990;14;6;631;2;1;0;0;0;0;0.29;0.14;0.43;0.29;0.43;Matches
308;Mike Ndayishimye\Mike-Ndayishimye;be BEL;MF;Willem II;20;1999;19;15;1429;5;3;2;2;0;0;0.31;0.19;0.50;0.19;0.38;Matches
309;Tomáš Necid\Tomas-Necid;cz CZE;FW;ADO Den Haag;29;1989;20;14;1233;6;1;1;2;3;0;0.44;0.07;0.51;0.36;0.44;Matches
310;Miquel Nelom\Miquel-Nelom;nl NED;DF;Willem II;28;1990;15;12;1042;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;Matches
311;David Neres\David-Neres;br BRA;FWMF;Ajax;22;1997;12;7;635;6;1;0;0;0;0;0.85;0.14;0.99;0.85;0.99;Matches
312;Richard Neudecker\Richard-Neudecker;de GER;MF;VVV-Venlo;22;1996;16;12;1002;0;4;0;0;2;0;0.00;0.36;0.36;0.00;0.36;Matches
313;Bart Nieuwkoop\Bart-Nieuwkoop;nl NED;DFMF;Willem II;23;1996;16;10;949;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;Matches
314;Lars Nieuwpoort\Lars-Nieuwpoort;nl NED;DF;RKC Waalwijk;24;1994;3;2;222;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
315;Branislav Niňaj\Branislav-Ninaj;sk SVK;DF;Fortuna Sittard;25;1994;24;24;2130;0;0;0;0;8;1;0.00;0.00;0.00;0.00;0.00;Matches
316;Ché Nunnely\Che-Nunnely;nl NED;FW;Willem II;20;1999;24;24;1946;4;3;0;0;0;0;0.18;0.14;0.32;0.18;0.32;Matches
