id;name;Nation;Position;Squad;Age;Born;90s;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;Int;TklW;PKwon;PKcon;OG;Recov;Won;Lost;Won%;Matches
161;Alexander Hack\Alexander-Hack;de GER;DF;Mainz 05;25;1993;7.1;2;0;0;8;10;0;1;21;11;0;0;0;76;19;17;52.8;Matches
162;André Hahn\Andre-Hahn;de GER;FWMF;Augsburg;28;1990;6.4;4;1;1;19;6;6;12;8;5;0;0;0;47;19;14;57.6;Matches
163;Amadou Haidara\Amadou-Haidara;ml MLI;MF;RB Leipzig;21;1998;6.3;1;0;0;14;2;1;5;6;16;0;1;0;77;10;11;47.6;Matches
164;Achraf Hakimi\Achraf-Hakimi;ma MAR;DFFW;Dortmund;20;1998;22.7;3;0;0;17;37;2;69;24;25;0;0;0;206;13;16;44.8;Matches
165;Marcel Halstenberg\Marcel-Halstenberg;de GER;DF;RB Leipzig;27;1991;20.8;4;0;0;13;11;1;51;32;18;0;0;0;233;47;17;73.4;Matches
166;Amine Harit\Amine-Harit;ma MAR;MFFW;Schalke 04;22;1997;22.4;3;0;0;19;66;6;20;7;11;1;0;0;152;6;20;23.1;Matches
167;Martin Harnik\Martin-Harnik;at AUT;MFFW;Werder Bremen;32;1987;0.1;1;0;0;2;0;1;0;0;0;0;0;0;0;1;1;50.0;Matches
168;Makoto Hasebe\Makoto-Hasebe;jp JPN;DFMF;Eint Frankfurt;35;1984;15.7;2;0;0;4;21;0;2;18;14;0;1;0;238;15;18;45.5;Matches
169;Kai Havertz\Kai-Havertz;de GER;MFFW;Leverkusen;20;1999;20.7;3;0;0;18;22;7;23;3;17;0;0;0;121;32;36;47.1;Matches
170;Thorgan Hazard\Thorgan-Hazard;be BEL;FWMF;Dortmund;26;1993;18.6;1;0;0;26;30;6;94;11;30;0;0;0;113;13;24;35.1;Matches
171;Jonas Hector\Jonas-Hector;de GER;MFDF;Köln;29;1990;22.1;6;0;0;14;29;1;22;36;33;0;0;0;234;49;41;54.4;Matches
172;Dominique Heintz\Dominique-Heintz;de GER;DF;Freiburg;25;1993;20.0;2;0;0;12;13;0;11;32;29;0;1;0;180;35;26;57.4;Matches
173;Rouwen Hennings\Rouwen-Hennings;de GER;FW;Düsseldorf;31;1987;22.1;3;0;0;20;27;8;22;1;3;0;1;0;98;31;66;32.0;Matches
174;Lucas Hernández\Lucas-Hernandez;fr FRA;DF;Bayern Munich;23;1996;7.5;3;0;0;10;18;0;3;11;6;0;1;0;69;17;4;81.0;Matches
175;Patrick Herrmann\Patrick-Herrmann;de GER;FWMF;M'gladbach;28;1991;11.7;4;0;0;23;14;9;53;7;17;1;0;0;70;9;16;36.0;Matches
176;Martin Hinteregger\Martin-Hinteregger;at AUT;DF;Eint Frankfurt;26;1992;22.0;5;0;0;18;23;1;14;23;34;0;0;0;284;56;39;58.9;Matches
177;Marwin Hitz\Marwin-Hitz;ch SUI;GK;Dortmund;31;1987;3.2;0;0;0;0;1;0;0;0;0;0;0;0;16;0;1;0.0;Matches
178;André Hoffmann\Andre-Hoffmann;de GER;DF;Düsseldorf;26;1993;18.8;5;0;0;16;6;1;1;38;17;0;0;0;170;41;35;53.9;Matches
179;Nicolas Höfler\Nicolas-Hofler;de GER;MF;Freiburg;29;1990;22.1;7;0;0;36;22;0;2;47;33;1;0;0;290;45;19;70.3;Matches
180;Jonas Hofmann\Jonas-Hofmann;de GER;MFFW;M'gladbach;27;1992;10.1;2;0;0;7;7;9;49;14;16;0;0;0;85;4;9;30.8;Matches
181;Marco Höger\Marco-Hoger;de GER;MF;Köln;29;1989;5.8;2;0;0;9;3;0;3;4;5;0;0;0;85;9;12;42.9;Matches
182;Lucas Höler\Lucas-Holer;de GER;FWMF;Freiburg;25;1994;20.2;4;0;0;30;57;6;17;8;14;1;1;0;121;47;61;43.5;Matches
183;Gerrit Holtmann\Gerrit-Holtmann;de GER;MFDF;Paderborn 07;24;1995;8.2;1;1;0;12;3;0;25;4;9;0;0;0;64;2;4;33.3;Matches
184;Timo Horn\Timo-Horn;de GER;GK;Köln;26;1993;25.0;0;0;0;0;3;0;0;3;0;0;0;0;105;0;0;;Matches
185;Lukáš Hrádecký\Lukas-Hradecky;fi FIN;GK;Leverkusen;29;1989;25.0;1;0;0;0;1;0;0;2;0;0;0;0;152;0;0;;Matches
186;Benjamin Hübner\Benjamin-Hubner;de GER;DF;Hoffenheim;30;1989;17.6;4;0;0;18;22;1;3;23;16;0;2;0;143;53;25;67.9;Matches
187;Florian Hübner\Florian-Hubner;de GER;DF;Union Berlin;28;1991;6.2;2;0;0;10;9;1;1;12;3;0;0;1;64;21;16;56.8;Matches
188;Mats Hummels\Mats-Hummels;de GER;DF;Dortmund;30;1988;21.2;5;1;1;20;6;1;4;43;29;0;0;1;300;77;31;71.3;Matches
189;Uwe Hünemeier\Uwe-Hunemeier;de GER;DF;Paderborn 07;33;1986;6.7;3;0;0;9;1;0;0;12;12;0;0;0;64;18;13;58.1;Matches
190;Jannik Huth\Jannik-Huth;de GER;GK;Paderborn 07;25;1994;6.0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;;Matches
191;Iago\Iago;br BRA;DFMF;Augsburg;22;1997;6.3;0;0;0;4;4;0;14;12;5;0;0;0;60;10;15;40.0;Matches
192;Vedad Ibišević\Vedad-Ibisevic;ba BIH;FW;Hertha BSC;34;1984;7.9;4;0;0;9;8;5;1;0;0;0;0;0;25;13;24;35.1;Matches
193;Luc Ihorst\Luc-Ihorst;de GER;FW;Werder Bremen;19;2000;0.1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;;Matches
194;Stefan Ilsanker\Stefan-Ilsanker;at AUT;DF;RB Leipzig;30;1989;4.6;2;0;0;4;2;0;1;7;3;0;0;0;58;15;5;75.0;Matches
195;Stefan Ilsanker\Stefan-Ilsanker;at AUT;MFDF;Eint Frankfurt;30;1989;3.5;1;0;0;3;3;0;0;10;8;0;0;0;40;10;1;90.9;Matches
196;Marcus Ingvartsen\Marcus-Ingvartsen;dk DEN;FWMF;Union Berlin;23;1996;13.5;4;0;0;39;12;1;17;11;9;0;0;0;133;34;33;50.7;Matches
197;Gian-Luca Itter\Gian-Luca-Itter;de GER;DF;Freiburg;20;1999;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Matches
198;Ismail Jakobs\Ismail-Jakobs;de GER;FWDF;Köln;19;1999;13.3;3;0;0;11;5;7;54;17;23;0;0;0;90;18;20;47.4;Matches
199;Laurent Jans\Laurent-Jans;lu LUX;DF;Paderborn 07;26;1992;14.0;1;0;0;6;6;0;29;22;19;0;0;0;158;13;14;48.1;Matches
200;Tony Jantschke\Tony-Jantschke;de GER;DF;M'gladbach;29;1990;8.9;4;0;0;13;1;0;5;24;13;0;0;0;78;20;25;44.4;Matches
201;Rune Jarstein\Rune-Jarstein;no NOR;GK;Hertha BSC;34;1984;20.3;1;1;0;0;6;0;0;0;0;0;0;0;114;0;0;;Matches
202;Dennis Jastrzembski\Dennis-Jastrzembski;de GER;DFFW;Paderborn 07;19;2000;1.1;0;0;0;1;0;0;3;3;1;0;0;0;10;0;3;0.0;Matches
203;Tin Jedvaj\Tin-Jedvaj;hr CRO;DF;Augsburg;23;1995;23.4;4;0;0;14;13;0;11;50;26;0;0;1;228;53;44;54.6;Matches
204;Fredrik Jensen\Fredrik-Jensen;fi FIN;FWMF;Augsburg;21;1997;5.1;0;0;0;3;3;6;5;1;1;0;0;0;23;6;13;31.6;Matches
205;Fabian Johnson\Fabian-Johnson;us USA;MFDF;M'gladbach;31;1987;3.0;0;0;0;1;3;2;2;1;3;0;0;0;24;0;3;0.0;Matches
206;Dejan Joveljić\Dejan-Joveljic;rs SRB;FW;Eint Frankfurt;19;1999;1.6;1;0;0;4;1;2;1;0;3;0;0;0;4;1;6;14.3;Matches
207;Mathias Jørgensen\Mathias-Jorgensen;dk DEN;DF;Düsseldorf;29;1990;1.9;1;0;0;5;0;0;0;6;3;0;0;0;27;8;2;80.0;Matches
208;Ozan Kabak\Ozan-Kabak;tr TUR;DF;Schalke 04;19;2000;13.2;1;0;0;14;7;0;0;20;18;0;1;0;126;53;14;79.1;Matches
209;Pavel Kadeřábek\Pavel-Kaderabek;cz CZE;DFMF;Hoffenheim;27;1992;20.2;2;0;0;25;26;6;75;15;15;0;0;1;132;58;47;55.2;Matches
210;Florian Kainz\Florian-Kainz;at AUT;FWMF;Köln;26;1992;11.9;3;0;0;12;25;1;119;7;6;0;0;0;89;3;11;21.4;Matches
211;Salomon Kalou\Salomon-Kalou;ci CIV;FWMF;Hertha BSC;33;1985;1.6;0;0;0;4;0;2;1;0;3;0;0;0;12;1;5;16.7;Matches
212;Daichi Kamada\Daichi-Kamada;jp JPN;MFFW;Eint Frankfurt;22;1996;14.0;3;0;0;15;27;6;69;3;15;0;0;0;123;12;31;27.9;Matches
213;Kevin Kampl\Kevin-Kampl;si SVN;MF;RB Leipzig;28;1990;2.2;0;0;0;3;0;1;1;4;6;0;0;0;25;1;0;100.0;Matches
214;Stefanos Kapino\Stefanos-Kapino;gr GRE;GK;Werder Bremen;25;1994;1.0;0;0;0;0;1;0;0;1;0;0;0;0;8;0;0;;Matches
215;Kenan Karaman\Kenan-Karaman;tr TUR;FWMF;Düsseldorf;25;1994;7.5;2;0;0;4;15;3;7;1;4;0;0;0;38;14;20;41.2;Matches
216;Mamoudou Karamoko\Mamoudou-Karamoko;fr FRA;MF;Wolfsburg;20;1999;0.1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;;Matches
217;Florian Kastenmeier\Florian-Kastenmeier;de GER;GK;Düsseldorf;23;1996;8.0;0;0;0;1;0;0;0;0;0;0;1;1;46;0;0;;Matches
218;Noah Katterbach\Noah-Katterbach;de GER;DF;Köln;18;2001;9.8;2;0;0;7;16;0;17;19;12;0;0;0;102;11;21;34.4;Matches
219;Yannik Keitel\Yannik-Keitel;de GER;MF;Freiburg;19;2000;0.5;0;0;0;2;0;0;0;0;0;0;0;0;2;0;1;0.0;Matches
220;Jonjoe Kenny\Jonjoe-Kenny;eng ENG;DF;Schalke 04;22;1997;22.8;4;0;0;20;5;4;50;22;24;0;1;0;213;25;25;50.0;Matches
221;Rani Khedira\Rani-Khedira;de GER;MF;Augsburg;25;1994;22.0;7;0;0;32;21;0;6;36;31;0;0;0;217;34;34;50.0;Matches
222;Luca Kilian\Luca-Kilian;de GER;DF;Paderborn 07;19;1999;13.0;1;0;0;6;5;1;1;10;23;0;0;0;96;25;27;48.1;Matches
223;Joshua Kimmich\Joshua-Kimmich;de GER;MFDF;Bayern Munich;24;1995;23.3;6;0;0;15;34;3;176;22;31;0;0;0;262;23;22;51.1;Matches
224;Davy Klaassen\Davy-Klaassen;nl NED;MF;Werder Bremen;26;1993;24.0;5;0;0;21;27;0;11;30;34;2;0;1;286;22;22;50.0;Matches
225;Felix Klaus\Felix-Klaus;de GER;FWMF;Wolfsburg;26;1992;5.5;0;0;0;8;19;3;14;2;12;1;0;0;48;6;20;23.1;Matches
226;Lukas Klostermann\Lukas-Klostermann;de GER;DF;RB Leipzig;23;1996;21.9;0;0;0;9;12;0;23;26;21;0;0;0;258;35;27;56.5;Matches
227;Lukas Klünter\Lukas-Klunter;de GER;DF;Hertha BSC;23;1996;20.0;4;0;0;31;28;2;32;25;22;0;1;0;179;27;21;56.3;Matches
228;Robin Knoche\Robin-Knoche;de GER;DF;Wolfsburg;27;1992;17.2;2;0;0;8;5;3;4;28;24;0;0;0;201;48;37;56.5;Matches
229;Robin Koch\Robin-Koch;de GER;DFMF;Freiburg;23;1996;23.3;2;0;0;22;18;0;5;32;19;0;0;0;224;82;42;66.1;Matches
230;Dominik Kohr\Dominik-Kohr;de GER;MF;Eint Frankfurt;25;1994;10.0;4;1;0;25;10;0;7;19;23;0;0;0;94;13;24;35.1;Matches
231;Ibrahima Konaté\Ibrahima-Konate;fr FRA;DF;RB Leipzig;20;1999;5.0;2;0;0;4;4;0;4;7;5;0;0;0;50;11;3;78.6;Matches
232;Pascal Köpke\Pascal-Kopke;de GER;FW;Hertha BSC;23;1995;1.3;0;0;0;3;3;2;1;0;0;0;0;0;8;4;9;30.8;Matches
233;Filip Kostić\Filip-Kostic;rs SRB;DFMF;Eint Frankfurt;26;1992;22.9;2;0;0;26;24;3;268;17;38;0;0;0;237;16;5;76.2;Matches
234;Tomáš Koubek\Tomas-Koubek;cz CZE;GK;Augsburg;26;1992;23.0;2;0;0;0;2;0;0;1;0;0;0;0;131;0;0;;Matches
235;Dawid Kownacki\Dawid-Kownacki;pl POL;FWMF;Düsseldorf;22;1997;11.7;3;0;0;18;26;2;14;7;12;0;0;0;84;33;40;45.2;Matches
236;Thomas Kraft\Thomas-Kraft;de GER;GK;Hertha BSC;31;1988;4.0;1;0;0;0;1;0;0;1;0;0;0;0;17;0;0;;Matches
237;Andrej Kramarić\Andrej-Kramaric;hr CRO;FWMF;Hoffenheim;28;1991;13.0;2;0;0;5;17;6;22;2;2;0;0;0;62;6;17;26.1;Matches
238;Christoph Kramer\Christoph-Kramer;de GER;MF;M'gladbach;28;1991;11.2;3;0;0;23;14;1;7;12;20;0;0;0;152;16;6;72.7;Matches
239;Felix Kroos\Felix-Kroos;de GER;MFFW;Union Berlin;28;1991;2.0;1;0;0;8;0;0;1;2;7;0;0;0;26;2;2;50.0;Matches
240;Lukas Kübler\Lukas-Kubler;de GER;DF;Freiburg;26;1992;1.0;0;0;0;1;0;0;2;0;0;0;0;0;9;3;0;100.0;Matches
241;Pierre Kunde\Pierre-Kunde;cm CMR;MF;Mainz 05;24;1995;15.3;5;0;0;21;7;0;17;22;20;0;1;0;202;13;26;33.3;Matches
242;Ahmed Kutucu\Ahmed-Kutucu;tr TUR;FWMF;Schalke 04;19;2000;3.9;2;0;0;7;5;1;2;2;7;0;0;0;25;7;7;50.0;Matches
243;Konrad Laimer\Konrad-Laimer;at AUT;MF;RB Leipzig;22;1997;19.0;8;1;1;52;11;0;1;33;47;0;0;0;231;16;20;44.4;Matches
244;Stefan Lainer\Stefan-Lainer;at AUT;DF;M'gladbach;26;1992;21.1;6;0;0;29;16;0;80;21;25;0;0;0;174;29;25;53.7;Matches
245;Michael Lang\Michael-Lang;ch SUI;DF;Werder Bremen;28;1991;5.9;0;0;0;5;3;1;17;7;5;0;0;0;44;9;7;56.3;Matches
246;Sebastian Langkamp\Sebastian-Langkamp;de GER;DF;Werder Bremen;31;1988;2.0;1;0;0;3;4;0;0;2;1;0;0;0;31;4;1;80.0;Matches
247;Danny Latza\Danny-Latza;de GER;MF;Mainz 05;29;1989;10.4;4;0;0;31;13;0;8;12;15;0;0;0;122;20;19;51.3;Matches
248;Mathew Leckie\Mathew-Leckie;au AUS;DFFW;Hertha BSC;28;1991;1.3;0;0;0;3;1;0;1;2;4;0;0;0;17;4;2;66.7;Matches
249;Toni Leistner\Toni-Leistner;de GER;DF;Köln;28;1990;4.0;0;0;0;3;2;0;0;19;4;0;0;0;40;15;3;83.3;Matches
250;Christopher Lenz\Christopher-Lenz;de GER;DF;Union Berlin;24;1994;23.5;1;0;0;31;20;1;61;37;34;0;0;0;221;42;36;53.8;Matches
251;Robert Lewandowski\Robert-Lewandowski;pl POL;FW;Bayern Munich;30;1988;22.7;4;0;0;23;34;14;15;4;11;1;0;0;74;50;36;58.1;Matches
252;Stephan Lichtsteiner\Stephan-Lichtsteiner;ch SUI;DF;Augsburg;35;1984;13.3;5;1;1;13;19;1;24;17;8;0;0;1;110;16;13;55.2;Matches
253;Philipp Lienhart\Philipp-Lienhart;at AUT;DF;Freiburg;23;1996;13.0;2;0;0;6;18;0;4;18;7;0;0;0;102;24;15;61.5;Matches
254;Jürgen Locadia\Jurgen-Locadia;nl NED;FW;Hoffenheim;25;1993;5.9;1;0;0;7;8;6;4;0;4;0;0;0;20;9;10;47.4;Matches
255;Ademola Lookman\Ademola-Lookman;eng ENG;FWMF;RB Leipzig;21;1997;1.9;0;0;0;3;3;0;12;1;2;0;0;0;14;0;1;0.0;Matches
256;Eduard Löwen\Eduard-Lowen;de GER;MFFW;Augsburg;22;1997;2.9;0;0;0;3;6;1;6;2;5;0;0;0;22;5;5;50.0;Matches
257;Eduard Löwen\Eduard-Lowen;de GER;MF;Hertha BSC;22;1997;3.4;0;0;0;4;2;0;2;5;6;0;0;0;35;5;2;71.4;Matches
258;Lucas\Lucas;br BRA;MF;Hoffenheim;20;1999;0.7;1;0;0;1;2;0;0;1;0;0;0;0;7;0;0;;Matches
259;Dodi Lukebakio\Dodi-Lukebakio;cd COD;FWMF;Hertha BSC;21;1997;16.2;0;0;0;21;19;5;44;9;12;0;0;0;94;12;25;32.4;Matches
260;Andreas Luthe\Andreas-Luthe;de GER;GK;Augsburg;32;1987;2.0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;;Matches
261;Arne Maier\Arne-Maier;de GER;MF;Hertha BSC;20;1999;3.0;0;0;0;2;3;0;7;3;2;0;0;0;19;0;3;0.0;Matches
262;Yunus Mallı\Yunus-Malli;tr TUR;FWMF;Union Berlin;27;1992;4.7;1;0;0;5;10;0;7;4;1;0;0;0;24;3;5;37.5;Matches
263;Streli Mamba\Streli-Mamba;de GER;FW;Paderborn 07;25;1994;13.6;4;0;0;31;23;11;3;5;5;1;0;0;56;15;22;40.5;Matches
264;Aarón Martín\Aaron-Martin;es ESP;DF;Mainz 05;22;1997;16.5;0;0;0;13;11;1;107;28;12;0;0;0;136;14;19;42.4;Matches
265;Javi Martínez\Javi-Martinez;es ESP;DFMF;Bayern Munich;30;1988;6.3;5;1;1;11;4;1;0;16;7;0;0;0;70;20;8;71.4;Matches
266;Omar Mascarell\Omar-Mascarell;es ESP;MF;Schalke 04;26;1993;22.5;4;0;0;26;18;0;4;62;41;0;0;0;304;57;35;62.0;Matches
267;Jean-Philippe Mateta\Jean-Philippe-Mateta;fr FRA;FW;Mainz 05;22;1997;5.7;2;1;1;5;2;9;3;0;2;0;0;0;19;14;21;40.0;Matches
268;Rabbi Matondo\Rabbi-Matondo;wal WAL;FW;Schalke 04;18;2000;6.7;0;0;0;10;8;10;5;4;2;0;0;0;35;5;24;17.2;Matches
269;Philipp Max\Philipp-Max;de GER;DF;Augsburg;25;1993;22.3;4;0;0;11;11;3;160;20;16;0;0;0;181;19;21;47.5;Matches
270;Alexandru Maxim\Alexandru-Maxim;ro ROU;MF;Mainz 05;29;1990;1.2;1;0;0;3;0;0;13;1;1;0;0;0;13;0;4;0.0;Matches
271;Kevin Mbabu\Kevin-Mbabu;ch SUI;DF;Wolfsburg;24;1995;9.8;1;0;0;10;6;0;41;12;21;1;0;0;101;17;16;51.5;Matches
272;Weston McKennie\Weston-McKennie;us USA;MFDF;Schalke 04;20;1998;15.7;4;0;0;22;10;0;7;29;18;0;1;0;175;52;29;64.2;Matches
273;Joshua Mees\Joshua-Mees;de GER;MFFW;Union Berlin;23;1996;1.7;1;0;0;2;1;0;3;2;2;0;0;0;14;5;8;38.5;Matches
274;Admir Mehmedi\Admir-Mehmedi;ch SUI;FWMF;Wolfsburg;28;1991;10.4;0;0;0;22;14;9;38;5;5;0;0;0;75;17;26;39.5;Matches
275;Münir Mercan\Munir-Mercan;de GER;FW;Schalke 04;18;2000;0.0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;;Matches
276;Jorge Meré\Jorge-Mere;es ESP;DF;Köln;22;1997;5.7;4;1;0;7;7;0;0;12;5;0;0;1;59;8;16;33.3;Matches
277;Sven Michel\Sven-Michel;de GER;FW;Paderborn 07;29;1990;11.3;4;0;0;22;11;11;14;6;7;0;0;0;59;22;42;34.4;Matches
278;Juan Miranda\Juan-Miranda;es ESP;DF;Schalke 04;19;2000;2.9;0;0;0;2;3;1;7;3;1;0;1;0;25;7;13;35.0;Matches
279;Maximilian Mittelstädt\Maximilian-Mittelstadt;de GER;DFMF;Hertha BSC;22;1997;16.8;3;0;0;18;19;0;86;33;34;0;0;0;193;35;20;63.6;Matches
280;Anthony Modeste\Anthony-Modeste;fr FRA;FW;Köln;31;1988;8.7;1;0;0;19;12;6;4;0;5;0;0;0;27;47;44;51.6;Matches
281;Kevin Möhwald\Kevin-Mohwald;de GER;MF;Werder Bremen;26;1993;0.8;0;0;0;2;1;0;2;0;1;0;0;0;4;0;0;;Matches
282;Niklas Moisander\Niklas-Moisander;fi FIN;DF;Werder Bremen;33;1985;12.0;4;1;1;13;11;0;2;28;9;0;0;0;165;14;18;43.8;Matches
283;Alfredo Morales\Alfredo-Morales;us USA;MF;Düsseldorf;29;1990;15.6;6;0;0;24;23;2;10;18;23;1;0;0;146;55;44;55.6;Matches
284;Jan Morávek\Jan-Moravek;cz CZE;MF;Augsburg;29;1989;5.0;1;0;0;11;3;0;0;8;12;0;0;0;64;2;2;50.0;Matches
285;Nordi Mukiele\Nordi-Mukiele;fr FRA;DF;RB Leipzig;21;1997;13.8;0;0;0;7;19;2;24;32;21;0;0;0;154;30;10;75.0;Matches
286;Florian Müller\Florian-Muller;de GER;GK;Mainz 05;21;1997;3.5;0;0;0;0;0;0;0;2;0;0;0;0;22;0;0;;Matches
287;Thomas Müller\Thomas-Muller;de GER;MFFW;Bayern Munich;29;1989;17.3;3;0;0;12;19;6;79;9;31;0;0;0;107;22;34;39.3;Matches
288;Yvon Mvogo\Yvon-Mvogo;ch SUI;GK;RB Leipzig;25;1994;1.0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;;Matches
289;Phillipp Mwene\Phillipp-Mwene;at AUT;DF;Mainz 05;25;1994;2.0;1;0;0;1;0;0;8;2;5;0;0;0;17;4;4;50.0;Matches
290;Obite N'Dicka\Obite-NDicka;fr FRA;DF;Eint Frankfurt;19;1999;13.7;2;0;0;9;6;0;6;21;15;0;0;1;136;31;20;60.8;Matches
291;Matija Nastasić\Matija-Nastasic;rs SRB;DF;Schalke 04;26;1993;12.2;2;0;0;14;2;0;0;21;23;0;1;0;108;31;20;60.8;Matches
292;Manuel Neuer\Manuel-Neuer;de GER;GK;Bayern Munich;33;1986;25.0;0;0;0;0;2;0;0;0;0;0;0;0;174;0;0;;Matches
293;Florian Neuhaus\Florian-Neuhaus;de GER;MF;M'gladbach;22;1997;17.2;5;0;0;20;27;1;24;16;17;0;0;0;161;8;21;27.6;Matches
294;Moussa Niakhate\Moussa-Niakhate;fr FRA;DF;Mainz 05;23;1996;24.0;6;0;0;40;18;1;5;29;34;0;0;0;215;56;33;62.9;Matches
295;Florian Niederlechner\Florian-Niederlechner;de GER;FWMF;Augsburg;28;1990;24.2;1;0;0;37;48;31;15;6;16;2;0;1;98;29;60;32.6;Matches
296;Christopher Nkunku\Christopher-Nkunku;fr FRA;MFFW;RB Leipzig;21;1997;16.1;1;0;0;20;29;5;96;16;16;1;0;0;105;18;34;34.6;Matches
297;Lukas Nmecha\Lukas-Nmecha;de GER;MFFW;Wolfsburg;20;1998;1.4;1;0;0;3;5;1;1;0;0;0;0;0;14;2;5;28.6;Matches
298;Håvard Nordtveit\Havard-Nordtveit;no NOR;DFMF;Hoffenheim;29;1990;5.3;0;0;0;1;5;0;1;14;1;0;0;0;62;11;5;68.8;Matches
299;Alexander Nübel\Alexander-Nubel;de GER;GK;Schalke 04;22;1996;19.7;1;1;0;1;4;0;0;2;0;0;0;1;95;0;0;;Matches
300;Kasim Nuhu\Kasim-Nuhu;gh GHA;DF;Düsseldorf;24;1995;11.0;0;0;0;9;9;0;0;25;15;0;0;0;103;21;14;60.0;Matches
301;Bastian Oczipka\Bastian-Oczipka;de GER;DF;Schalke 04;30;1989;25.0;2;0;0;20;26;2;115;28;26;0;1;0;193;18;31;36.7;Matches
302;Álvaro Odriozola\Alvaro-Odriozola;es ESP;DF;Bayern Munich;23;1995;0.7;0;0;0;1;0;0;9;0;0;0;0;0;1;0;0;;Matches
303;Kelvin Ofori\Kelvin-Ofori;gh GHA;FW;Düsseldorf;18;2001;0.1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0.0;Matches
304;Cauly Oliveira Souza\Cauly-Oliveira-Souza;br BRA;MFFW;Paderborn 07;23;1995;8.0;0;0;0;9;14;1;39;6;6;0;0;0;49;6;11;35.3;Matches
305;Dani Olmo\Dani-Olmo;es ESP;MFFW;RB Leipzig;21;1998;2.1;1;0;0;3;3;0;7;1;3;0;0;0;16;7;1;87.5;Matches
306;Karim Onisiwo\Karim-Onisiwo;at AUT;FW;Mainz 05;27;1992;12.9;3;0;0;25;40;7;19;3;10;1;0;0;79;37;57;39.4;Matches
307;Willi Orban\Willi-Orban;hu HUN;DF;RB Leipzig;26;1992;9.0;0;0;0;6;10;2;0;13;16;0;0;0;103;38;18;67.9;Matches
308;Yuya Osako\Yuya-Osako;jp JPN;FWMF;Werder Bremen;29;1990;13.5;1;0;0;17;25;3;7;1;10;1;0;0;63;33;61;35.1;Matches
309;Paulo Otávio\Paulo-Otavio;br BRA;DF;Wolfsburg;24;1994;3.3;2;0;0;6;3;0;8;9;14;0;0;0;23;5;3;62.5;Matches
310;Reece Oxford\Reece-Oxford;eng ENG;MF;Augsburg;20;1998;3.5;0;0;0;0;5;0;0;4;6;0;0;0;24;5;1;83.3;Matches
311;Levin Öztunalı\Levin-Oztunali;de GER;MFFW;Mainz 05;23;1996;16.4;1;0;0;24;14;6;33;8;18;1;0;0;156;19;17;52.8;Matches
312;Gonçalo Paciência\Goncalo-Paciencia;pt POR;FW;Eint Frankfurt;24;1994;14.1;4;0;0;28;24;10;19;1;9;0;0;0;58;42;59;41.6;Matches
313;Exequiel Palacios\Exequiel-Palacios;ar ARG;MF;Leverkusen;20;1998;2.0;0;0;0;1;5;0;0;1;5;0;0;0;16;1;0;100.0;Matches
314;Michael Parensen\Michael-Parensen;de GER;DF;Union Berlin;33;1986;5.6;3;0;0;14;8;0;2;12;6;0;0;0;37;18;11;62.1;Matches
315;Paulinho\Paulinho;br BRA;MFFW;Leverkusen;19;2000;1.9;1;0;0;5;3;1;3;0;1;0;0;0;14;1;3;25.0;Matches
316;Benjamin Pavard\Benjamin-Pavard;fr FRA;DF;Bayern Munich;23;1996;23.0;5;0;0;29;18;2;52;35;15;0;1;0;211;57;30;65.5;Matches
317;Jiří Pavlenka\Jiri-Pavlenka;cz CZE;GK;Werder Bremen;27;1992;23.0;1;0;0;0;2;0;0;4;0;0;0;1;132;0;0;;Matches
318;Mads Pedersen\Mads-Pedersen;dk DEN;DF;Augsburg;22;1996;1.1;0;0;0;0;0;0;4;2;2;0;0;0;7;0;1;0.0;Matches
319;Peter Pekarík\Peter-Pekarik;sk SVK;DF;Hertha BSC;32;1986;1.0;0;0;0;1;0;0;6;0;1;0;0;0;12;3;2;60.0;Matches
320;Philipp Pentke\Philipp-Pentke;de GER;GK;Hoffenheim;34;1985;4.0;1;0;0;0;1;0;0;0;0;0;0;0;33;0;0;;Matches
321;Ivan Perišić\Ivan-Perisic;hr CRO;FWMF;Bayern Munich;30;1989;10.5;1;0;0;15;6;7;65;5;11;0;0;0;72;13;6;68.4;Matches
322;Pavao Pervan\Pavao-Pervan;at AUT;GK;Wolfsburg;31;1987;8.0;0;0;0;0;1;1;0;0;0;0;0;0;47;0;0;;Matches
323;Nils Petersen\Nils-Petersen;de GER;FWMF;Freiburg;30;1988;21.7;1;0;0;9;16;9;9;8;10;0;0;0;101;63;106;37.3;Matches
324;Krzysztof Piątek\Krzysztof-Piatek;pl POL;FW;Hertha BSC;24;1995;5.2;0;0;0;12;12;3;2;2;1;1;0;0;18;14;18;43.8;Matches
325;Ronaël Pierre-Gabriel\Ronael-Pierre-Gabriel;fr FRA;DF;Mainz 05;21;1998;6.4;3;0;0;5;7;0;8;9;8;0;0;0;54;5;4;55.6;Matches
