Rk;Player;Nation;Pos;Squad;Age;Born;90s;Touches-Touches;Touches-Def Pen;Touches-Def 3rd;Touches-Mid 3rd;Touches-Att 3rd;Touches-Att Pen;Touches-Live;Dribbles-Succ;Dribbles-Att;Dribbles-Succ%;Dribbles-#Pl;Dribbles-Megs;Carries-Carries;Carries-TotDist;Carries-PrgDist;Carries-Prog;Carries-1/3;Carries-CPA;Carries-Mis;Carries-Dis;Receiving-Targ;Receiving-Rec;Receiving-Rec%;Receiving-Prog;Matches;
288;Antonios Papadopoulos\Antonios-Papadopoulos;de GER;DF;Dortmund;22-023;1999;0.1;9;1;6;4;0;0;9;0;0;;0;0;9;47;2;0;0;0;0;0;9;9;100.0;0;Matches
289;Felix Passlack\Felix-Passlack;de GER;DF;Dortmund;23-127;1998;2.0;189;3;38;115;55;4;165;0;3;0.0;1;0;115;597;308;17;6;0;4;2;134;131;97.8;7;Matches
290;Paulinho\Paulinho;br BRA;FW;Leverkusen;21-080;2000;2.4;105;4;18;57;45;9;103;10;15;66.7;10;0;88;525;336;15;7;3;5;9;107;77;72.0;10;Matches
291;Benjamin Pavard\Benjamin-Pavard;fr FRA;DF;Bayern Munich;25-189;1996;1.3;82;6;35;27;21;1;69;1;1;100.0;1;0;45;153;80;0;0;0;0;2;56;50;89.3;2;Matches
292;Mads Pedersen\Mads-Pedersen;dk DEN;DFMF;Augsburg;25-032;1996;3.1;149;10;52;55;53;8;117;3;5;60.0;3;0;73;448;275;10;3;3;2;6;82;64;78.0;5;Matches
293;Peter Pekarík\Peter-Pekarik;sk SVK;DF;Hertha BSC;34-338;1986;2.1;136;12;69;53;22;1;113;1;3;33.3;1;0;62;366;159;4;2;0;2;2;70;65;92.9;3;Matches
294;Nils Petersen\Nils-Petersen;de GER;FWMF;Freiburg;32-301;1988;0.9;37;2;3;14;21;7;37;0;0;;0;0;14;26;18;2;1;0;5;0;48;23;47.9;3;Matches
295;Jens Petter Hauge\Jens-Petter-Hauge;no NOR;FW;Eint Frankfurt;21-356;1999;4.0;182;3;18;102;69;10;179;6;13;46.2;7;3;134;462;294;14;4;1;9;9;183;136;74.3;28;Matches
296;Maximilian Philipp\Maximilian-Philipp;de GER;MF;Wolfsburg;27-216;1994;4.2;158;6;18;83;70;9;138;5;9;55.6;7;0;107;325;153;7;6;0;5;5;144;105;72.9;30;Matches
297;Krzysztof Piątek\Krzysztof-Piatek;pl POL;FWMF;Hertha BSC;26-094;1995;0.6;18;1;3;9;7;3;17;2;3;66.7;2;0;11;51;22;2;0;1;2;0;29;13;44.8;5;Matches
298;Amos Pieper\Amos-Pieper;de GER;DF;Arminia;23-259;1998;5.0;269;33;181;95;9;4;264;2;2;100.0;2;0;141;653;356;4;1;0;1;0;161;158;98.1;0;Matches
299;Marvin Plattenhardt\Marvin-Plattenhardt;de GER;DF;Hertha BSC;29-250;1992;4.5;280;13;94;128;74;0;202;2;3;66.7;2;1;141;713;442;22;6;0;2;2;154;129;83.8;5;Matches
300;Alassane Pléa\Alassane-Plea;fr FRA;FW;M'Gladbach;28-207;1993;4.3;179;4;8;89;92;17;170;2;7;28.6;2;0;124;461;216;19;5;5;11;8;198;142;71.7;51;Matches
301;Joel Pohjanpalo\Joel-Pohjanpalo;fi FIN;FW;Leverkusen;27-020;1994;0.1;3;0;1;2;0;0;3;0;0;;0;0;1;0;0;0;0;0;0;0;9;3;33.3;0;Matches
302;Sebastian Polter\Sebastian-Polter;de GER;FW;Bochum;30-185;1991;4.8;134;4;12;70;53;20;123;0;1;0.0;0;0;45;118;48;4;0;0;17;4;185;94;50.8;17;Matches
303;Marin Pongračić\Marin-Pongracic;hr CRO;DF;Dortmund;24-022;1997;1.7;126;16;73;61;2;0;122;2;2;100.0;2;0;84;548;276;5;1;0;0;1;84;81;96.4;0;Matches
304;Stefan Posch\Stefan-Posch;at AUT;DF;Hoffenheim;24-142;1997;3.6;238;47;146;108;9;2;227;0;0;;0;0;148;1053;654;6;1;0;1;1;171;165;96.5;0;Matches
305;Yussuf Poulsen\Yussuf-Poulsen;dk DEN;FW;RB Leipzig;27-110;1994;2.4;84;1;4;46;38;10;80;1;4;25.0;1;0;52;258;135;9;3;1;10;5;89;62;69.7;22;Matches
306;Manuel Prietl\Manuel-Prietl;at AUT;MF;Arminia;30-061;1991;6.0;200;15;77;108;23;2;198;6;8;75.0;6;0;115;580;279;10;4;0;4;2;110;97;88.2;1;Matches
307;Grischa Prömel\Grischa-Promel;de GER;MF;Union Berlin;26-267;1995;2.1;110;3;29;70;19;1;107;0;1;0.0;0;0;66;291;111;7;1;0;2;1;70;63;90.0;5;Matches
308;David Raum\David-Raum;de GER;DF;Hoffenheim;23-164;1998;6.6;490;18;133;257;127;9;413;5;10;50.0;5;0;279;1392;801;23;6;2;6;1;319;299;93.7;10;Matches
309;Reinier\Reinier;br BRA;MF;Dortmund;19-257;2002;0.3;28;0;2;17;9;2;28;1;1;100.0;1;0;18;57;23;2;0;0;0;1;33;20;60.6;5;Matches
310;Marco Reus\Marco-Reus;de GER;MFFW;Dortmund;32-125;1989;5.9;366;7;38;198;155;25;355;9;15;60.0;10;1;246;1083;445;30;13;2;13;9;369;293;79.4;52;Matches
311;Elvis Rexhbeçaj\Elvis-Rexhbecaj;de GER;MF;Bochum;23-336;1997;6.3;255;4;52;135;85;3;239;7;14;50.0;8;0;149;623;358;18;6;1;3;11;174;146;83.9;7;Matches
312;Gio Reyna\Gio-Reyna;us USA;MF;Dortmund;18-324;2002;2.4;187;1;35;77;88;19;175;5;7;71.4;5;0;128;595;306;16;3;3;5;6;150;136;90.7;25;Matches
313;Chris Richards\Chris-Richards;us USA;DF;Hoffenheim;21-189;2000;4.0;238;36;129;111;5;2;235;0;0;;0;0;140;950;427;6;0;0;0;1;165;157;95.2;0;Matches
314;Chris Richards\Chris-Richards;us USA;DF;Bayern Munich;21-189;2000;0.0;3;0;2;1;0;0;3;0;0;;0;0;2;17;0;0;0;0;0;0;1;1;100.0;0;Matches
315;Omar Richards\Omar-Richards;eng ENG;DF;Bayern Munich;23-230;1998;0.5;50;0;9;29;15;2;44;4;4;100.0;4;0;39;118;61;1;1;0;1;0;40;38;95.0;0;Matches
316;Marco Richter\Marco-Richter;de GER;FWDF;Hertha BSC;23-313;1997;2.8;132;5;32;63;51;8;125;5;12;41.7;6;1;89;431;216;9;3;0;8;5;122;78;63.9;15;Matches
317;Manuel Riemann\Manuel-Riemann;de GER;GK;Bochum;33-024;1988;7.0;315;228;307;17;0;0;231;0;0;;0;0;168;986;732;0;0;0;1;0;151;151;100.0;0;Matches
318;Romario Rösch\Romario-Rosch;de GER;MF;Mainz 05;22-094;1999;0.0;3;0;0;1;3;0;3;0;1;0.0;0;0;2;0;0;0;0;0;1;0;4;2;50.0;0;Matches
319;Jérôme Roussillon\Jerome-Roussillon;fr FRA;DF;Wolfsburg;28-270;1993;4.4;251;12;63;135;72;5;219;7;15;46.7;7;2;168;860;544;29;8;4;3;3;180;160;88.9;16;Matches
320;Sebastian Rudy\Sebastian-Rudy;de GER;MF;Hoffenheim;31-217;1990;3.6;207;11;49;114;50;2;194;0;0;;0;0;91;338;156;4;0;0;1;3;145;127;87.6;6;Matches
321;Georginio Rutter\Georginio-Rutter;fr FRA;FW;Hoffenheim;19-166;2002;2.8;76;1;5;36;38;11;73;7;12;58.3;8;0;51;201;116;8;1;3;10;5;107;57;53.3;18;Matches
322;Julian Ryerson\Julian-Ryerson;no NOR;DFMF;Union Berlin;23-320;1997;2.6;121;4;36;49;45;6;99;2;7;28.6;4;0;65;420;195;7;4;1;3;2;77;60;77.9;6;Matches
323;Marcel Sabitzer\Marcel-Sabitzer;at AUT;FWMF;Bayern Munich;27-200;1994;1.0;66;1;15;33;18;6;64;0;0;;0;0;42;194;86;5;0;1;1;1;60;49;81.7;5;Matches
324;Marcel Sabitzer\Marcel-Sabitzer;at AUT;MFFW;RB Leipzig;27-200;1994;0.5;54;0;8;28;19;1;50;1;1;100.0;1;0;39;165;90;2;1;0;0;1;42;39;92.9;2;Matches
325;Roland Sallai\Roland-Sallai;hu HUN;MFFW;Freiburg;24-134;1997;4.0;142;4;17;71;70;12;140;2;8;25.0;2;0;107;484;228;17;6;2;6;6;163;106;65.0;18;Matches
326;Diadie Samassékou\Diadie-Samassekou;ml MLI;MF;Hoffenheim;25-265;1996;3.0;111;6;34;65;16;1;111;2;2;100.0;2;0;80;354;133;9;2;0;1;0;80;68;85.0;1;Matches
327;Leroy Sané\Leroy-Sane;de GER;FW;Bayern Munich;25-265;1996;4.0;243;1;23;122;118;18;233;12;23;52.2;12;3;188;1013;684;35;11;4;11;14;252;186;73.8;49;Matches
328;Mohamed Sankoh\Mohamed-Sankoh;nl NED;FW;Stuttgart;17-352;2003;0.0;1;0;0;1;1;1;1;0;0;;0;0;1;37;36;1;1;1;0;0;1;1;100.0;0;Matches
329;Baptiste Santamaria\Baptiste-Santamaria;fr FRA;MF;Freiburg;26-208;1995;0.2;8;3;3;3;3;0;7;0;0;;0;0;2;31;20;1;1;0;0;0;2;2;100.0;1;Matches
330;Bouna Sarr\Bouna-Sarr;gn GUI;DF;Bayern Munich;29-245;1992;0.5;44;2;16;17;14;2;39;0;2;0.0;2;1;22;115;51;3;1;1;1;0;24;22;91.7;3;Matches
331;Joseph Scally\Joseph-Scally;us USA;DF;M'Gladbach;18-276;2002;7.0;510;19;135;279;135;7;444;9;16;56.3;9;0;327;1712;853;43;8;3;23;7;346;321;92.8;12;Matches
332;Kevin Schade\Kevin-Schade;de GER;FWMF;Freiburg;19-310;2001;1.4;49;1;5;22;25;5;48;4;7;57.1;4;0;36;290;202;9;2;3;5;3;69;30;43.5;8;Matches
333;Louis Schaub\Louis-Schaub;at AUT;MFFW;Köln;26-278;1994;0.9;47;0;7;19;29;8;46;3;5;60.0;3;0;40;221;172;10;4;4;2;3;45;33;73.3;2;Matches
334;Patrik Schick\Patrik-Schick;cz CZE;FW;Leverkusen;25-252;1996;5.2;144;4;15;73;63;35;138;4;9;44.4;4;1;80;322;161;13;2;6;15;11;215;110;51.2;37;Matches
335;Kingsley Schindler\Kingsley-Schindler;de GER;MFDF;Köln;28-083;1993;0.2;19;1;2;10;8;1;15;0;0;;0;0;7;28;20;1;0;1;1;0;7;6;85.7;1;Matches
336;Xaver Schlager\Xaver-Schlager;at AUT;MF;Wolfsburg;24-005;1997;2.6;145;1;23;111;19;0;142;2;3;66.7;2;0;106;573;330;11;1;0;3;3;100;98;98.0;5;Matches
337;Keven Schlotterbeck\Keven-Schlotterbeck;de GER;DF;Freiburg;24-158;1997;0.0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;Matches
338;Nico Schlotterbeck\Nico-Schlotterbeck;de GER;DF;Freiburg;21-306;1999;7.0;462;61;221;241;29;16;452;10;15;66.7;10;0;281;1378;960;31;5;0;7;5;285;278;97.5;8;Matches
339;Jonathan Schmid\Jonathan-Schmid;fr FRA;DF;Freiburg;31-099;1990;2.0;80;6;27;37;20;3;67;1;1;100.0;1;0;48;218;129;6;1;0;1;1;52;41;78.8;2;Matches
340;Benno Schmitz\Benno-Schmitz;de GER;DF;Köln;26-320;1994;5.3;338;8;80;156;124;9;269;2;4;50.0;2;1;173;942;638;31;15;3;5;2;192;178;92.7;13;Matches
341;Alessandro Schöpf\Alessandro-Schopf;at AUT;MF;Arminia;27-238;1994;4.7;258;5;42;135;97;4;232;7;12;58.3;7;2;157;806;364;18;6;1;5;10;151;134;88.7;18;Matches
342;Nico Schulz\Nico-Schulz;de GER;DF;Dortmund;28-185;1993;1.7;139;6;52;63;31;3;118;1;3;33.3;2;0;80;335;190;6;2;1;1;3;90;85;94.4;3;Matches
343;Alexander Schwolow\Alexander-Schwolow;de GER;GK;Hertha BSC;29-123;1992;7.0;256;246;256;0;0;0;180;0;0;;0;0;113;521;208;0;0;0;0;0;111;111;100.0;0;Matches
344;Paul Seguin\Paul-Seguin;de GER;MF;Greuther Fürth;26-188;1995;7.0;415;17;87;267;87;2;387;5;6;83.3;5;0;240;1189;454;13;4;0;7;7;279;250;89.6;10;Matches
345;Davie Selke\Davie-Selke;de GER;FW;Hertha BSC;26-256;1995;3.1;82;3;10;50;25;10;71;1;3;33.3;1;0;36;107;50;3;0;0;10;3;113;54;47.8;9;Matches
346;Suat Serdar\Suat-Serdar;de GER;FWMF;Hertha BSC;24-175;1997;6.7;220;7;47;130;63;13;219;13;23;56.5;13;1;186;1147;657;32;8;5;14;17;198;136;68.7;23;Matches
347;Janni Serra\Janni-Serra;de GER;FW;Arminia;23-204;1998;0.5;27;0;1;13;13;4;27;1;2;50.0;1;1;11;31;8;0;0;0;6;1;41;20;48.8;5;Matches
348;Nils Seufert\Nils-Seufert;de GER;MF;Greuther Fürth;24-242;1997;0.6;21;2;6;13;2;0;20;0;0;;0;0;16;77;11;0;0;0;1;0;22;14;63.6;2;Matches
349;André Silva\Andre-Silva;pt POR;FW;RB Leipzig;25-331;1995;4.7;142;4;8;54;82;32;130;5;13;38.5;6;0;89;288;87;5;1;3;15;9;224;100;44.6;48;Matches
350;Mohamed Simakan\Mohamed-Simakan;fr FRA;DF;RB Leipzig;21-153;2000;6.2;396;40;171;217;35;13;388;4;6;66.7;4;0;257;1738;776;22;6;0;4;3;256;251;98.0;1;Matches
351;Daley Sinkgraven\Daley-Sinkgraven;nl NED;DF;Leverkusen;26-091;1995;0.1;8;0;2;6;0;0;8;0;0;;0;0;6;24;13;1;0;0;1;0;6;6;100.0;0;Matches
352;Ellyes Skhiri\Ellyes-Skhiri;tn TUN;MF;Köln;26-146;1995;6.3;340;33;106;199;50;7;325;8;10;80.0;9;0;209;946;375;19;4;2;6;5;198;186;93.9;13;Matches
