id;name;Nation;Position;Squad;Age;Born;90s;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;Int;PKwon;PKcon;OG;Succ;Att;Succ%;#Pl;Megs;Tkl;Cont;Tkl%;Past;Matches
65;Yassine Benrahou\Yassine-Benrahou;fr FRA;FWMF;Bordeaux;20;1999;1.8;0;0;0;1;3;1;8;4;2;0;0;0;1;3;33.3;2;0;6;8;75.0;2;Matches
66;Yassine Benzia\Yassine-Benzia;dz ALG;MF;Dijon;24;1994;1.9;0;0;0;5;8;0;4;2;3;0;0;0;4;8;50.0;5;0;3;5;60.0;2;Matches
67;Robert Berić\Robert-Beric;si SVN;FWMF;Saint-Étienne;28;1991;4.6;0;0;0;8;5;7;3;2;4;0;0;0;2;6;33.3;3;0;4;8;50.0;4;Matches
68;Paul Bernardoni\Paul-Bernardoni;fr FRA;GK;Nîmes;22;1997;23.5;0;0;0;0;4;0;0;0;0;0;0;0;0;0;;0;0;0;1;0.0;1;Matches
69;Juan Bernat\Juan-Bernat;es ESP;DFMF;Paris S-G;26;1993;15.4;5;0;0;18;16;0;24;21;10;1;0;0;32;49;65.3;33;1;43;86;50.0;43;Matches
70;Dimitry Bertaud\Dimitry-Bertaud;fr FRA;GKFW;Montpellier;21;1998;2.2;0;1;0;1;0;0;0;1;0;0;0;0;2;2;100.0;2;0;1;1;100.0;0;Matches
71;El Bilal Touré\El-Bilal-Toure;ml MLI;FW;Reims;17;2001;4.1;2;0;0;6;4;2;1;1;0;1;0;0;2;5;40.0;3;0;1;1;100.0;0;Matches
72;Ludovic Blas\Ludovic-Blas;fr FRA;FWMF;Nantes;21;1997;19.7;0;0;0;26;26;1;9;15;12;0;0;0;50;90;55.6;58;2;25;52;48.1;27;Matches
73;Alexis Blin\Alexis-Blin;fr FRA;MF;Amiens;22;1996;20.5;4;0;0;32;27;1;16;43;20;0;0;0;13;16;81.3;14;1;56;104;53.8;48;Matches
74;Antonin Bobichon\Antonin-Bobichon;fr FRA;MF;Nîmes;23;1995;2.0;0;0;0;4;1;0;16;2;1;0;0;0;2;5;40.0;2;0;5;7;71.4;2;Matches
75;Antonin Bobichon\Antonin-Bobichon;fr FRA;MF;Angers;23;1995;6.3;0;0;0;9;6;0;20;4;3;0;0;0;6;9;66.7;6;0;6;18;33.3;12;Matches
76;Mathieu Bodmer\Mathieu-Bodmer;fr FRA;MF;Amiens;36;1982;0.9;1;0;0;5;0;1;1;0;1;0;0;0;2;2;100.0;2;0;0;1;0.0;1;Matches
77;Sacha Boey\Sacha-Boey;fr FRA;DF;Rennes;18;2000;1.8;1;0;0;2;3;0;3;4;2;0;0;0;1;1;100.0;1;0;6;10;60.0;4;Matches
78;Quentin Boisgard\Quentin-Boisgard;fr FRA;MFFW;Toulouse;22;1997;11.9;1;0;0;15;24;0;23;21;15;0;0;0;42;52;80.8;43;0;26;51;51.0;25;Matches
79;Gabriel Boschilia\Gabriel-Boschilia;br BRA;MFFW;Monaco;23;1996;1.4;0;0;0;1;3;0;3;1;2;0;0;0;3;3;100.0;3;0;1;6;16.7;5;Matches
80;Denis Bouanga\Denis-Bouanga;ga GAB;FWDF;Saint-Étienne;24;1994;21.7;4;0;0;45;29;6;52;33;8;0;0;0;64;118;54.2;73;4;57;87;65.5;30;Matches
81;Hicham Boudaoui\Hicham-Boudaoui;dz ALG;MFFW;Nice;19;1999;5.4;2;1;0;10;3;1;17;8;14;0;0;0;9;16;56.3;11;0;14;32;43.8;18;Matches
82;Ryad Boudebouz\Ryad-Boudebouz;dz ALG;MFFW;Saint-Étienne;29;1990;16.9;0;0;0;9;18;2;98;17;6;0;0;0;29;44;65.9;30;2;24;48;50.0;24;Matches
83;Farid Boulaya\Farid-Boulaya;dz ALG;FW;Metz;26;1993;8.2;1;1;0;7;5;2;39;10;5;0;0;0;12;19;63.2;14;0;15;27;55.6;12;Matches
84;Benjamin Bourigeaud\Benjamin-Bourigeaud;fr FRA;MF;Rennes;25;1994;20.9;4;0;0;28;15;2;123;26;17;0;0;0;15;22;68.2;17;0;42;104;40.4;62;Matches
85;Bilal Boutobba\Bilal-Boutobba;fr FRA;MFDF;Montpellier;20;1998;0.0;0;0;0;0;0;0;3;0;0;0;0;0;1;1;100.0;1;0;0;1;0.0;1;Matches
86;John Boye\John-Boye;gh GHA;DF;Metz;32;1987;22.5;6;0;0;22;18;1;0;24;30;0;0;0;6;7;85.7;6;0;42;56;75.0;14;Matches
87;Domagoj Bradarić\Domagoj-Bradaric;hr CRO;DF;Lille;19;1999;14.8;1;0;0;11;13;1;91;12;16;0;0;0;9;16;56.3;10;1;27;46;58.7;19;Matches
88;Anthony Briançon\Anthony-Briancon;fr FRA;DF;Nîmes;24;1994;19.3;0;2;0;10;14;2;4;15;41;0;1;0;5;6;83.3;5;0;32;54;59.3;22;Matches
89;Jimmy Briand\Jimmy-Briand;fr FRA;FW;Bordeaux;33;1985;17.0;1;0;0;8;24;9;2;5;7;0;0;0;4;15;26.7;6;0;10;25;40.0;15;Matches
90;Dylan Bronn\Dylan-Bronn;tn TUN;DF;Metz;24;1995;8.0;0;0;0;4;5;0;0;5;5;0;0;0;1;2;50.0;1;0;9;12;75.0;3;Matches
91;Lucas Buadés\Lucas-Buades;fr FRA;FW;Nîmes;21;1997;1.3;0;0;0;3;4;1;0;2;1;0;0;0;1;3;33.3;1;0;5;8;62.5;3;Matches
92;Patrick Burner\Patrick-Burner;fr FRA;DF;Nice;23;1996;15.9;6;1;1;18;9;0;24;23;32;0;0;0;20;32;62.5;22;0;37;53;69.8;16;Matches
93;Ludovic Butelle\Ludovic-Butelle;fr FRA;GK;Angers;36;1983;25.0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;;0;0;0;1;0.0;1;Matches
94;Marcin Bułka\Marcin-Bulka;pl POL;GK;Paris S-G;19;1999;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;Matches
95;Yohan Cabaye\Yohan-Cabaye;fr FRA;MF;Saint-Étienne;33;1986;9.6;3;0;0;21;12;0;25;26;21;0;0;0;7;9;77.8;7;0;37;58;63.8;21;Matches
96;Manuel Cabit\Manuel-Cabit;mq MTQ;DF;Metz;26;1993;3.0;2;0;0;6;9;0;8;3;5;0;1;0;2;2;100.0;2;0;5;10;50.0;5;Matches
97;Anthony Caci\Anthony-Caci;fr FRA;DF;Strasbourg;22;1997;7.7;0;0;0;11;4;0;20;23;19;0;0;0;4;10;40.0;5;0;34;44;77.3;10;Matches
98;Jhonder Cádiz\Jhonder-Cadiz;ve VEN;FWMF;Dijon;24;1995;8.7;3;0;0;14;20;4;6;9;0;0;0;0;24;34;70.6;24;2;16;20;80.0;4;Matches
99;Mathieu Cafaro\Mathieu-Cafaro;fr FRA;FWMF;Reims;22;1997;10.3;3;1;1;17;21;1;94;9;3;1;0;0;23;41;56.1;26;4;17;31;54.8;14;Matches
100;Jonathan Cafu\Jonathan-Cafu;br BRA;DF;Bordeaux;28;1991;2.2;0;0;0;5;7;1;3;5;1;0;0;0;3;6;50.0;3;0;6;9;66.7;3;Matches
101;Arturo Calabresi\Arturo-Calabresi;it ITA;DF;Amiens;23;1996;20.9;5;0;0;28;30;0;32;42;31;0;0;0;24;35;68.6;27;3;59;116;50.9;57;Matches
102;Duje Ćaleta-Car\Duje-Caleta-Car;hr CRO;DF;Marseille;22;1996;20.9;6;0;0;23;12;0;1;19;26;0;1;0;0;0;;0;0;34;46;73.9;12;Matches
103;Mahdi Camara\Mahdi-Camara;fr FRA;MF;Saint-Étienne;21;1998;9.2;0;0;0;13;13;0;7;23;15;0;0;0;10;14;71.4;11;1;38;51;74.5;13;Matches
104;Souleymane Camara\Souleymane-Camara;sn SEN;FWMF;Montpellier;36;1982;1.7;0;0;0;4;3;4;1;0;0;0;0;0;2;2;100.0;2;0;1;3;33.3;2;Matches
105;Eduardo Camavinga\Eduardo-Camavinga;fr FRA;MF;Rennes;16;2002;22.5;4;0;0;48;56;0;1;58;33;0;0;0;13;16;81.3;13;0;96;152;63.2;56;Matches
106;Pierrick Capelle\Pierrick-Capelle;fr FRA;MFDF;Angers;32;1987;19.4;7;0;0;27;13;2;28;34;20;0;1;0;26;39;66.7;26;1;44;86;51.2;42;Matches
107;Maxence Caqueret\Maxence-Caqueret;fr FRA;MF;Lyon;19;2000;6.2;2;0;0;15;12;0;2;11;8;0;0;0;6;14;42.9;6;0;18;30;60.0;12;Matches
108;Irvin Cardona\Irvin-Cardona;fr FRA;FWMF;Brest;21;1997;15.9;3;0;0;24;14;3;26;11;1;1;0;0;12;37;32.4;12;1;16;37;43.2;21;Matches
109;Lionel Carole\Lionel-Carole;fr FRA;DF;Strasbourg;28;1991;14.1;3;0;0;11;20;2;48;8;16;1;1;0;16;24;66.7;16;0;20;29;69.0;9;Matches
110;Matis Carvalho\Matis-Carvalho;pt POR;GK;Montpellier;20;1999;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;0.0;1;Matches
111;Moreto Cassamã\Moreto-Cassama;gw GNB;MF;Reims;21;1998;5.6;3;0;0;6;9;0;16;14;2;0;0;0;15;17;88.2;15;1;20;25;80.0;5;Matches
112;Jean-Charles Castelletto\Jean-Charles-Castelletto;cm CMR;DF;Brest;24;1995;20.4;3;1;0;27;11;1;3;12;34;0;0;0;8;8;100.0;8;0;23;31;74.2;8;Matches
113;Edinson Cavani\Edinson-Cavani;uy URU;FW;Paris S-G;32;1987;6.7;2;0;0;8;2;3;2;4;1;0;0;0;6;7;85.7;6;1;6;10;60.0;4;Matches
114;Zeki Çelik\Zeki-Celik;tr TUR;DF;Lille;22;1997;22.0;4;0;0;38;11;4;48;30;21;1;0;1;16;38;42.1;19;1;59;105;56.2;46;Matches
115;Fabien Centonze\Fabien-Centonze;fr FRA;DF;Metz;23;1996;27.0;3;0;0;19;36;2;60;52;50;0;0;0;27;47;57.4;30;0;86;110;78.2;24;Matches
116;Florian Chabrolle\Florian-Chabrolle;fr FRA;MF;Marseille;21;1998;0.2;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0.0;0;0;0;0;;0;Matches
117;Fouad Chafik\Fouad-Chafik;ma MAR;DF;Dijon;32;1986;16.0;1;0;0;17;20;0;46;21;23;0;1;0;17;29;58.6;17;2;37;62;59.7;25;Matches
118;Gaëtan Charbonnier\Gaetan-Charbonnier;fr FRA;FWMF;Brest;30;1988;22.7;5;0;0;39;34;9;30;22;6;1;0;0;25;48;52.1;28;1;38;62;61.3;24;Matches
119;Brendan Chardonnet\Brendan-Chardonnet;fr FRA;DF;Brest;24;1994;8.1;4;0;0;6;4;0;0;8;13;0;2;0;3;3;100.0;3;0;17;21;81.0;4;Matches
120;Xavier Chavalerin\Xavier-Chavalerin;fr FRA;MF;Reims;28;1991;23.9;6;0;0;39;9;4;103;52;36;0;0;0;20;29;69.0;21;0;76;114;66.7;38;Matches
121;Aurélien Chedjou\Aurelien-Chedjou;cm CMR;DF;Amiens;34;1985;21.9;4;1;1;14;12;0;0;26;41;0;1;0;13;15;86.7;14;0;34;48;70.8;14;Matches
122;Rayan Cherki\Rayan-Cherki;fr FRA;MFFW;Lyon;15;2003;1.5;0;0;0;1;6;0;5;2;0;0;0;0;6;9;66.7;6;0;2;4;50.0;2;Matches
123;Joris Chotard\Joris-Chotard;fr FRA;MF;Montpellier;17;2001;13.9;5;1;1;27;22;1;10;21;21;0;0;0;11;21;52.4;11;1;34;54;63.0;20;Matches
124;Mounir Chouiar\Mounir-Chouiar;fr FRA;MFFW;Dijon;20;1999;16.8;4;1;0;34;20;4;87;27;14;0;0;0;75;111;67.6;78;1;38;73;52.1;35;Matches
125;Ibrahim Cissé\Ibrahim-Cisse;ci CIV;DFFW;Nice;20;1999;0.5;0;0;0;0;1;0;0;1;0;0;0;0;0;0;;0;0;1;1;100.0;0;Matches
126;Ibrahim Cissé\Ibrahim-Cisse;sn SEN;DF;Angers;23;1996;0.7;1;0;0;2;0;0;1;0;0;0;0;0;3;4;75.0;3;0;1;1;100.0;0;Matches
127;Alexis Claude-Maurice\Alexis-Claude-Maurice;fr FRA;MFFW;Nice;21;1998;17.1;2;0;0;12;42;1;21;17;8;0;0;0;46;69;66.7;49;1;29;48;60.4;19;Matches
128;Yannis Clementia\Yannis-Clementia;fr FRA;GK;Nice;22;1997;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;0.0;1;Matches
129;Marcus Coco\Marcus-Coco;fr FRA;FW;Nantes;23;1996;0.2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;;0;0;1;1;100.0;0;Matches
130;Renaud Cohade\Renaud-Cohade;fr FRA;MF;Metz;34;1984;8.5;3;0;0;20;4;1;22;16;8;0;0;0;4;9;44.4;5;0;30;56;53.6;26;Matches
131;Racine Coly\Racine-Coly;sn SEN;DF;Nice;23;1995;7.2;5;2;2;12;8;1;9;9;10;0;0;0;7;13;53.8;7;0;19;29;65.5;10;Matches
132;Daniel Congré\Daniel-Congre;fr FRA;DF;Montpellier;34;1985;21.1;4;0;0;16;15;0;7;23;46;1;0;1;3;6;50.0;3;0;34;57;59.6;23;Matches
133;Benjamin Corgnet\Benjamin-Corgnet;fr FRA;MF;Strasbourg;32;1987;2.9;0;0;0;3;3;0;9;3;4;0;0;0;1;5;20.0;2;1;4;7;57.1;3;Matches
134;Maxwel Cornet\Maxwel-Cornet;ci CIV;FWDF;Lyon;22;1996;13.8;1;0;0;14;25;2;75;12;17;0;0;0;20;31;64.5;21;0;22;30;73.3;8;Matches
135;Quentin Cornette\Quentin-Cornette;fr FRA;FWMF;Amiens;25;1994;3.8;0;0;0;6;5;1;47;1;5;0;0;0;9;21;42.9;11;1;6;16;37.5;10;Matches
136;Nuno da Costa\Nuno-da-Costa;cv CPV;FW;Strasbourg;28;1991;5.8;4;0;0;13;13;0;6;6;5;0;0;0;18;28;64.3;21;2;11;18;61.1;7;Matches
137;Benoît Costil\Benoit-Costil;fr FRA;GK;Bordeaux;32;1987;27.0;1;0;0;0;2;0;0;0;2;0;0;0;2;2;100.0;2;0;0;3;0.0;3;Matches
138;Kalifa Coulibaly\Kalifa-Coulibaly;ml MLI;FW;Nantes;27;1991;17.9;1;0;0;34;12;22;9;7;5;0;0;0;14;39;35.9;15;1;11;17;64.7;6;Matches
139;Senou Coulibaly\Senou-Coulibaly;ml MLI;DF;Dijon;24;1994;7.4;0;0;0;7;5;0;1;5;10;0;0;0;0;0;;0;0;12;15;80.0;3;Matches
140;Yoann Court\Yoann-Court;fr FRA;FWMF;Brest;29;1990;15.6;6;0;0;22;20;6;73;32;14;0;0;0;14;25;56.0;15;1;55;103;53.4;48;Matches
141;Nicolas Cozza\Nicolas-Cozza;fr FRA;DF;Montpellier;20;1999;6.2;1;0;0;4;6;1;0;4;8;0;0;0;2;4;50.0;3;0;6;9;66.7;3;Matches
142;Wylan Cyprien\Wylan-Cyprien;fr FRA;MF;Nice;24;1995;19.7;3;1;1;13;32;1;97;16;18;0;1;0;11;19;57.9;12;0;22;49;44.9;27;Matches
143;Lucas Da Cunha\Lucas-Da-Cunha;fr FRA;MF;Rennes;18;2001;0.8;0;0;0;0;0;0;1;1;0;0;0;0;1;2;50.0;1;0;1;2;50.0;1;Matches
144;Damien Da Silva\Damien-Da-Silva;fr FRA;DF;Rennes;31;1988;23.9;3;0;0;25;12;2;4;15;27;0;1;1;9;10;90.0;9;0;29;42;69.0;13;Matches
145;Colin Dagba\Colin-Dagba;fr FRA;DF;Paris S-G;20;1998;7.4;1;0;0;13;3;2;25;4;5;0;0;0;9;13;69.2;9;0;7;13;53.8;6;Matches
146;Dante\Dante;br BRA;DF;Nice;35;1983;20.0;7;0;0;15;6;1;1;18;27;0;1;1;9;9;100.0;9;0;34;40;85.0;6;Matches
147;Lucas Deaux\Lucas-Deaux;fr FRA;MF;Nîmes;30;1988;13.9;2;0;0;23;22;2;13;31;14;0;0;0;14;18;77.8;14;0;52;89;58.4;37;Matches
148;Mathieu Debuchy\Mathieu-Debuchy;fr FRA;DF;Saint-Étienne;34;1985;18.7;2;0;0;32;21;1;57;26;43;0;2;0;14;23;60.9;17;1;51;77;66.2;26;Matches
149;Romain Del Castillo\Romain-Del-Castillo;fr FRA;FWMF;Rennes;23;1996;13.0;2;0;0;19;22;4;22;18;7;0;0;0;36;56;64.3;39;5;24;47;51.1;23;Matches
150;Thomas Delaine\Thomas-Delaine;fr FRA;DF;Metz;27;1992;13.9;4;0;0;21;11;0;64;14;14;0;0;0;18;32;56.3;19;2;27;39;69.2;12;Matches
151;Paul Delecroix\Paul-Delecroix;fr FRA;GK;Metz;30;1988;1.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;Matches
152;Andy Delort\Andy-Delort;dz ALG;FW;Montpellier;27;1991;24.4;5;0;0;68;38;21;85;19;4;0;0;0;28;72;38.9;31;2;31;45;68.9;14;Matches
153;Moussa Dembélé\Moussa-Dembele;fr FRA;FW;Lyon;23;1996;23.3;3;0;0;42;24;11;3;9;1;3;0;0;23;49;46.9;29;0;12;27;44.4;15;Matches
154;Jason Denayer\Jason-Denayer;be BEL;DF;Lyon;24;1995;22.9;0;0;0;8;1;0;1;15;16;0;0;0;8;12;66.7;9;0;20;26;76.9;6;Matches
155;Kevin Denkey\Kevin-Denkey;tg TOG;FW;Nîmes;18;2000;6.6;1;0;0;23;12;2;7;9;1;0;0;0;8;12;66.7;8;0;11;17;64.7;6;Matches
156;Memphis Depay\Memphis-Depay;nl NED;FWMF;Lyon;25;1994;11.3;0;0;0;8;18;3;36;9;2;1;0;0;34;53;64.2;36;1;9;15;60.0;6;Matches
157;Ángel Di María\Angel-Di-Maria;ar ARG;FWMF;Paris S-G;31;1988;22.3;2;0;0;12;22;6;162;13;9;0;0;0;72;136;52.9;77;7;21;56;37.5;35;Matches
158;Boulaye Dia\Boulaye-Dia;fr FRA;FW;Reims;22;1996;20.2;0;0;0;24;25;14;4;12;7;1;0;0;29;59;49.2;33;0;20;34;58.8;14;Matches
159;Fousseni Diabaté\Fousseni-Diabate;ml MLI;FWMF;Amiens;23;1995;13.3;3;0;0;12;9;2;29;10;9;0;0;0;27;45;60.0;31;2;18;26;69.2;8;Matches
160;Bafodé Diakité\Bafode-Diakite;fr FRA;DF;Toulouse;18;2001;14.2;1;1;0;5;4;0;6;13;22;0;0;0;5;7;71.4;7;0;20;25;80.0;5;Matches
161;Abdou Diallo\Abdou-Diallo;fr FRA;DF;Paris S-G;23;1996;13.4;4;0;0;24;7;0;4;10;11;0;0;0;17;21;81.0;18;1;17;26;65.4;9;Matches
162;Habib Diallo\Habib-Diallo;sn SEN;FW;Metz;24;1995;24.4;2;1;0;36;22;17;4;2;2;0;0;0;28;53;52.8;36;3;3;11;27.3;8;Matches
163;Ibrahima Diallo\Ibrahima-Diallo;fr FRA;MF;Brest;20;1999;16.5;2;0;0;17;22;0;6;36;22;0;0;0;23;35;65.7;24;3;46;59;78.0;13;Matches
164;Moussa Diarra\Moussa-Diarra;fr FRA;DF;Toulouse;18;2000;1.0;0;0;0;0;1;0;0;1;3;0;0;0;0;0;;0;0;3;3;100.0;0;Matches
165;Raphael Dias Belloli\Raphael-Dias-Belloli;br BRA;MFFW;Rennes;23;1996;18.7;4;0;0;19;32;4;89;20;22;0;0;0;55;105;52.4;61;8;28;58;48.3;30;Matches
166;Lucas Dias\Lucas-Dias;fr FRA;GK;Nîmes;20;1999;3.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;Matches
167;Bakaye Dibassy\Bakaye-Dibassy;ml MLI;DF;Amiens;29;1989;20.8;5;1;0;21;12;0;10;19;35;0;0;1;10;12;83.3;11;1;35;43;81.4;8;Matches
168;Tristan Dingomé\Tristan-Dingome;cm CMR;MF;Reims;28;1991;9.2;1;0;0;18;10;0;12;7;4;0;0;0;5;8;62.5;5;0;11;27;40.7;16;Matches
169;Lois Diony\Lois-Diony;fr FRA;FW;Saint-Étienne;26;1992;6.8;1;0;0;11;7;4;6;8;1;0;0;0;4;10;40.0;5;0;8;14;57.1;6;Matches
170;Assane Dioussé\Assane-Diousse;sn SEN;MF;Saint-Étienne;21;1997;1.2;1;0;0;3;0;0;0;1;0;0;0;0;1;1;100.0;1;0;1;2;50.0;1;Matches
171;Axel Disasi\Axel-Disasi;fr FRA;DF;Reims;21;1998;27.0;3;0;0;37;24;0;4;23;25;0;2;0;11;15;73.3;11;0;34;46;73.9;12;Matches
172;Tiago Djaló\Tiago-Djalo;pt POR;DF;Lille;19;2000;7.4;1;0;0;9;5;0;3;8;10;0;1;0;1;3;33.3;1;0;9;15;60.0;6;Matches
173;Alexander Djiku\Alexander-Djiku;fr FRA;DFMF;Strasbourg;24;1994;22.9;6;0;0;37;23;0;6;40;52;0;1;0;13;17;76.5;14;1;65;81;80.2;16;Matches
174;Kasper Dolberg\Kasper-Dolberg;dk DEN;FW;Nice;21;1997;20.1;2;0;0;26;32;6;3;7;9;0;0;0;16;34;47.1;16;2;15;29;51.7;14;Matches
175;Keagan Dolly\Keagan-Dolly;za RSA;MF;Montpellier;26;1993;1.6;1;0;0;6;0;0;4;1;1;0;0;0;3;5;60.0;3;0;3;7;42.9;4;Matches
176;Anastasios Donis\Anastasios-Donis;gr GRE;FWMF;Reims;22;1996;6.7;1;0;0;17;8;5;23;3;1;0;0;0;25;35;71.4;26;0;5;15;33.3;10;Matches
177;Gabriel Dos Santos\Gabriel-Dos-Santos;br BRA;DF;Lille;21;1997;22.2;3;0;0;18;25;0;2;29;25;0;0;1;5;7;71.4;6;0;41;51;80.4;10;Matches
178;Mathieu Dossevi\Mathieu-Dossevi;tg TOG;MFFW;Toulouse;31;1988;19.5;0;0;0;23;22;5;196;22;13;0;0;0;32;57;56.1;35;0;36;57;63.2;21;Matches
179;Moussa Doumbia\Moussa-Doumbia;ml MLI;FWMF;Reims;24;1994;18.4;8;1;1;22;52;1;43;13;12;1;0;0;60;100;60.0;63;1;20;32;62.5;12;Matches
180;Souleyman Doumbia\Souleyman-Doumbia;ci CIV;DF;Angers;22;1996;4.0;1;0;0;4;2;0;14;4;3;0;0;0;3;6;50.0;4;2;10;13;76.9;3;Matches
181;Souleyman Doumbia\Souleyman-Doumbia;ci CIV;DF;Rennes;22;1996;1.0;0;0;0;1;0;0;3;0;0;0;0;0;4;5;80.0;4;0;2;2;100.0;0;Matches
182;Julian Draxler\Julian-Draxler;de GER;MF;Paris S-G;25;1993;7.6;5;0;0;17;4;0;11;8;10;0;0;0;13;21;61.9;13;0;12;21;57.1;9;Matches
183;Leo Dubois\Leo-Dubois;fr FRA;DF;Lyon;24;1994;14.0;3;0;0;16;9;1;56;17;14;0;0;0;11;21;52.4;11;0;26;39;66.7;13;Matches
184;Haris Duljević\Haris-Duljevic;ba BIH;FWMF;Nîmes;25;1993;5.7;0;0;0;4;8;1;11;10;2;0;0;0;12;20;60.0;13;0;13;21;61.9;8;Matches
185;Riza Durmisi\Riza-Durmisi;dk DEN;DF;Nice;25;1994;1.2;0;0;0;0;0;0;8;1;2;0;0;0;0;1;0.0;1;0;1;1;100.0;0;Matches
186;Jean-Kevin Duverne\Jean-Kevin-Duverne;fr FRA;DF;Brest;22;1997;12.1;0;0;0;10;9;0;0;10;19;0;1;0;6;11;54.5;7;0;16;27;59.3;11;Matches
187;Bruno Ecuele Manga\Bruno-Ecuele-Manga;ga GAB;DF;Dijon;31;1988;27.0;2;0;0;10;14;0;2;19;40;0;0;0;6;9;66.7;6;0;26;40;65.0;14;Matches
188;Renaud Emond\Renaud-Emond;be BEL;FW;Nantes;27;1991;2.9;1;0;0;4;6;0;0;4;0;0;0;0;2;4;50.0;2;0;5;6;83.3;1;Matches
189;Fábio\Fabio;br BRA;DF;Nantes;29;1990;9.3;4;0;0;12;3;0;20;24;16;0;0;0;6;6;100.0;6;0;37;55;67.3;18;Matches
190;Cesc Fàbregas\Cesc-Fabregas;es ESP;MF;Monaco;32;1987;9.6;0;1;0;11;8;1;29;5;8;0;0;0;4;6;66.7;4;0;8;25;32.0;17;Matches
191;Julien Faussurier\Julien-Faussurier;fr FRA;DF;Brest;32;1987;22.0;1;0;0;17;16;2;79;28;32;0;0;0;6;18;33.3;6;1;40;84;47.6;44;Matches
192;Zinedine Ferhat\Zinedine-Ferhat;dz ALG;FWMF;Nîmes;26;1993;24.0;1;0;0;17;52;7;163;14;16;0;0;0;53;104;51.0;54;3;24;60;40.0;36;Matches
193;Juan Ferney Otero\Juan-Ferney-Otero;co COL;FWMF;Amiens;24;1995;13.4;0;1;0;19;18;6;36;11;19;1;0;0;13;40;32.5;15;0;15;35;42.9;20;Matches
194;Jordan Ferri\Jordan-Ferri;fr FRA;MF;Montpellier;27;1992;12.5;1;1;0;21;28;0;30;17;10;0;0;0;21;32;65.6;21;1;28;65;43.1;37;Matches
195;Mamadou Fofana\Mamadou-Fofana;ml MLI;DFMF;Metz;21;1998;17.6;4;0;0;20;4;0;1;36;27;0;1;0;5;6;83.3;5;1;56;78;71.8;22;Matches
196;Wesley Fofana\Wesley-Fofana;fr FRA;DF;Saint-Étienne;18;2000;12.5;4;0;0;14;14;0;2;13;38;0;0;0;5;6;83.3;5;0;27;35;77.1;8;Matches
197;Youssouf Fofana\Youssouf-Fofana;fr FRA;MF;Strasbourg;20;1999;11.2;0;0;0;11;6;1;8;14;15;0;0;0;11;20;55.0;12;2;23;46;50.0;23;Matches
198;Youssouf Fofana\Youssouf-Fofana;fr FRA;MF;Monaco;20;1999;5.8;1;0;0;10;5;1;4;13;6;0;0;0;8;15;53.3;10;1;15;28;53.6;13;Matches
199;Thomas Foket\Thomas-Foket;be BEL;DF;Reims;24;1994;26.0;3;0;0;26;31;0;43;36;42;0;1;0;14;27;51.9;15;0;54;74;73.0;20;Matches
200;Lamine Fomba\Lamine-Fomba;fr FRA;MF;Nîmes;21;1998;15.3;5;0;0;44;9;0;6;31;25;0;0;0;19;32;59.4;23;0;54;82;65.9;28;Matches
201;José Fonte\Jose-Fonte;pt POR;DF;Lille;35;1983;23.5;4;0;0;17;14;0;3;15;26;0;2;0;5;6;83.3;6;0;27;41;65.9;14;Matches
202;Lyle Foster\Lyle-Foster;za RSA;FW;Monaco;18;2000;0.7;0;0;0;1;0;1;0;0;0;0;0;0;1;2;50.0;1;0;0;1;0.0;1;Matches
203;Angelo Fulgini\Angelo-Fulgini;fr FRA;MF;Angers;22;1996;16.6;3;1;1;26;52;1;58;23;18;0;0;0;57;76;75.0;58;12;32;51;62.7;19;Matches
204;Ruben Gabrielsen\Ruben-Gabrielsen;no NOR;DF;Toulouse;27;1992;6.3;0;1;0;5;5;0;0;6;5;0;0;0;1;1;100.0;1;0;7;10;70.0;3;Matches
205;Nicolás Gaitán\Nicolas-Gaitan;ar ARG;MF;Lille;31;1988;0.4;0;0;0;1;0;0;1;1;0;0;0;0;2;2;100.0;2;0;2;2;100.0;0;Matches
206;Marvin Gakpa\Marvin-Gakpa;fr FRA;MFFW;Metz;25;1993;5.1;0;0;0;5;2;0;23;7;3;0;0;0;7;14;50.0;7;1;9;14;64.3;5;Matches
207;Idrissa Gana Gueye\Idrissa-Gana-Gueye;sn SEN;MF;Paris S-G;29;1989;18.4;2;0;0;37;21;1;7;47;31;0;0;0;23;35;65.7;23;3;75;104;72.1;29;Matches
208;Ignatius Ganago\Ignatius-Ganago;cm CMR;FWMF;Nice;20;1999;13.6;0;0;0;15;26;3;19;8;4;2;0;0;23;53;43.4;29;2;11;27;40.7;16;Matches
209;Yann Gboho\Yann-Gboho;fr FRA;FW;Rennes;18;2001;2.5;1;0;0;8;8;1;1;2;1;0;0;0;7;10;70.0;8;0;3;5;60.0;2;Matches
