Rk;Player;Nation;Pos;Squad;Age;Born;90s;Touches-Touches;Touches-Def Pen;Touches-Def 3rd;Touches-Mid 3rd;Touches-Att 3rd;Touches-Att Pen;Touches-Live;Dribbles-Succ;Dribbles-Att;Dribbles-Succ%;Dribbles-#Pl;Dribbles-Megs;Carries-Carries;Carries-TotDist;Carries-PrgDist;Carries-Prog;Carries-1/3;Carries-CPA;Carries-Mis;Carries-Dis;Receiving-Targ;Receiving-Rec;Receiving-Rec%;Receiving-Prog;Matches;
25;Jonathan Bamba\Jonathan-Bamba;fr FRA;MF;Lille;25-155;1996;2.8;201;1;26;100;90;13;188;3;8;37.5;3;1;134;601;324;23;6;2;11;11;180;145;80.6;26;Matches
26;Simon Banza\Simon-Banza;fr FRA;FW;Lens;25-015;1996;1.1;41;1;2;23;20;4;39;5;6;83.3;5;0;25;89;63;5;1;0;4;1;42;29;69.0;3;Matches
27;Melvin Bard\Melvin-Bard;fr FRA;DF;Nice;20-295;2000;1.1;89;3;28;51;12;1;76;0;0;;0;0;43;241;117;2;0;0;1;0;46;44;95.7;1;Matches
28;Toma Bašić\Toma-Basic;hr CRO;MF;Bordeaux;24-276;1996;2.3;122;0;23;71;36;4;109;2;3;66.7;2;0;82;429;186;9;2;0;4;3;90;85;94.4;8;Matches
29;Amine Bassi\Amine-Bassi;fr FRA;MF;Metz;23-274;1997;0.7;34;0;1;21;13;0;28;1;1;100.0;1;0;18;100;31;3;1;0;0;2;31;22;71.0;4;Matches
30;Mohamed Bayo\Mohamed-Bayo;gn GUI;FW;Clermont Foot;23-085;1998;2.9;97;2;5;50;45;15;91;5;12;41.7;5;1;69;138;59;3;1;0;2;6;133;71;53.4;24;Matches
31;Haris Belkebla\Haris-Belkebla;dz ALG;MF;Brest;27-212;1994;1.0;31;4;12;15;5;0;30;0;1;0.0;0;0;18;101;41;0;0;0;0;0;16;13;81.3;0;Matches
32;Jean-Ricner Bellegarde\Jean-Ricner-Bellegarde;fr FRA;MF;Strasbourg;23-062;1998;2.9;161;5;27;105;41;5;156;5;5;100.0;5;0;112;683;387;15;3;3;3;5;118;108;91.5;5;Matches
33;Wissam Ben Yedder\Wissam-Ben-Yedder;fr FRA;FW;Monaco;31-016;1990;1.4;54;0;2;16;38;8;52;0;3;0.0;1;0;43;230;94;5;1;2;3;1;77;44;57.1;21;Matches
34;Darío Benedetto\Dario-Benedetto;ar ARG;FWMF;Marseille;31-103;1990;0.6;19;0;0;11;9;4;19;0;1;0.0;0;0;12;49;11;0;1;0;3;1;24;15;62.5;2;Matches
35;Walter Benítez\Walter-Benitez;ar ARG;GK;Nice;28-162;1993;2.0;60;57;60;0;0;0;39;0;0;;0;0;26;185;113;0;0;0;0;0;22;22;100.0;0;Matches
36;Loris Benito\Loris-Benito;ch SUI;DF;Bordeaux;29-233;1992;0.7;63;4;29;35;3;0;56;0;0;;0;0;38;172;44;1;0;0;0;2;40;39;97.5;0;Matches
37;Valon Berisha\Valon-Berisha;xk KVX;MFFW;Reims;28-202;1993;0.5;41;0;5;28;11;0;36;0;0;;0;0;21;56;15;0;1;0;0;2;29;24;82.8;0;Matches
38;Paul Bernardoni\Paul-Bernardoni;fr FRA;GK;Angers;24-132;1997;3.0;82;72;82;0;0;0;56;0;0;;0;0;33;163;91;0;0;0;0;0;21;21;100.0;0;Matches
39;Dimitry Bertaud\Dimitry-Bertaud;fr FRA;GK;Montpellier;23-083;1998;3.0;102;97;102;0;0;0;77;0;0;;0;0;43;218;146;0;0;0;0;0;37;37;100.0;0;Matches
40;Jason Berthomier\Jason-Berthomier;fr FRA;MF;Clermont Foot;31-234;1990;2.2;206;0;33;119;62;4;183;2;2;100.0;2;0;155;531;281;14;3;0;3;1;177;161;91.0;12;Matches
41;Giulian Biancone\Giulian-Biancone;fr FRA;DF;Troyes;21-150;2000;1.5;83;8;33;38;18;3;76;0;1;0.0;0;0;43;200;122;4;2;0;1;2;51;43;84.3;1;Matches
42;El Bilal Touré\El-Bilal-Toure;ml MLI;FW;Reims;19-329;2001;1.4;54;3;3;20;32;9;54;1;2;50.0;1;0;26;146;70;4;1;1;4;1;84;39;46.4;8;Matches
43;Marco Bizot\Marco-Bizot;nl NED;GK;Brest;30-171;1991;3.0;103;94;103;0;0;0;65;0;0;;0;0;41;157;61;0;0;0;0;0;34;34;100.0;0;Matches
44;Ludovic Blas\Ludovic-Blas;fr FRA;MFFW;Nantes;23-240;1997;3.8;157;2;27;85;64;13;152;5;12;41.7;6;1;116;630;296;14;4;1;7;21;135;101;74.8;15;Matches
