"id";"name";"nation";"position";"Squad";"age";"born";"MP";"Starts";"Min";"Gls";"Ast";"PK";"PKatt";"CrdY";"CrdR";"Gls_per_match";"Ast_per_match";"G_A_per_match";"G_PK_per_match";"G_A_PK_per_match";"xG";"npxG";"xA";"xG_per_match";"xA_per_match";"xG_xA";"npxG_per_match";"npxG_xA";"Matches"
354;Dennis Praet\Dennis-Praet;be BEL;MF;Leicester City;25;1994;10.8;2;0.6;+1.4;7;371;447;83.0;10;22;45.5;291;334;87.1;70;91;76.9;35;375;3;2;0;2;30;5;1;Matches
355;Sebastian Prödl\Sebastian-Prodl;at AUT;DF;Watford;32;1987;0.6;0;0.0;0.0;0;6;10;60.0;0;0;;6;7;85.7;0;3;0.0;1;6;0;0;0;0;0;0;0;Matches
356;Davy Pröpper\Davy-Propper;nl NED;MF;Brighton;27;1991;26.0;2;2.0;0.0;25;1308;1552;84.3;18;55;32.7;995;1122;88.7;295;375;78.7;128;1349;16;5;0;4;148;17;0;Matches
357;Teemu Pukki\Teemu-Pukki;fi FIN;FW;Norwich City;29;1990;27.6;3;3.2;-0.2;26;367;451;81.4;18;42;42.9;311;358;86.9;38;51;74.5;83;328;0;2;0;2;10;3;2;Matches
358;Christian Pulisic\Christian-Pulisic;us USA;FW;Chelsea;20;1998;12.0;2;2.0;0.0;18;351;451;77.8;7;25;28.0;300;355;84.5;44;71;62.0;94;330;1;2;4;1;18;17;0;Matches
359;Ignacio Pussetto\Ignacio-Pussetto;ar ARG;FWMF;Watford;23;1995;0.6;0;0.0;0.0;0;13;22;59.1;1;1;100.0;9;12;75.0;3;9;33.3;4;14;1;0;0;0;0;1;0;Matches
360;Domingos Quina\Domingos-Quina;pt POR;MF;Watford;19;1999;0.2;0;0.0;0.0;0;9;9;100.0;0;0;;8;8;100.0;1;1;100.0;0;9;0;0;0;0;0;1;0;Matches
361;Aaron Ramsdale\Aaron-Ramsdale;eng ENG;GK;Bournemouth;21;1998;28.0;1;0.0;+1.0;1;510;865;59.0;2;4;50.0;261;262;99.6;247;599;41.2;47;622;95;1;0;0;9;0;0;Matches
362;Darren Randolph\Darren-Randolph;ie IRL;GK;West Ham;32;1987;2.0;0;0.0;0.0;0;22;40;55.0;0;0;;2;2;100.0;20;38;52.6;0;30;4;0;0;0;3;0;0;Matches
363;Marcus Rashford\Marcus-Rashford;eng ENG;FW;Manchester Utd;21;1997;20.9;4;2.7;+1.3;24;452;605;74.7;15;47;31.9;393;482;81.5;44;76;57.9;59;502;2;4;6;5;34;34;3;Matches
364;Nathan Redmond\Nathan-Redmond;eng ENG;MFFW;Southampton;25;1994;21.8;1;2.7;-1.7;29;509;704;72.3;19;45;42.2;405;507;79.9;85;152;55.9;50;611;0;3;0;2;32;24;4;Matches
365;Pepe Reina\Pepe-Reina;es ESP;GK;Aston Villa;36;1982;6.0;0;0.0;0.0;0;142;196;72.4;3;3;100.0;50;51;98.0;89;142;62.7;18;140;19;0;0;0;1;0;0;Matches
366;Declan Rice\Declan-Rice;eng ENG;MF;West Ham;20;1999;29.0;2;1.1;+0.9;14;1112;1294;85.9;23;48;47.9;790;865;91.3;299;381;78.5;230;966;19;1;0;3;120;6;2;Matches
367;Richarlison\Richarlison;br BRA;FW;Everton;22;1997;26.2;3;4.9;-1.9;30;434;664;65.4;13;69;18.8;349;470;74.3;72;125;57.6;159;426;2;4;2;7;23;17;0;Matches
368;Diego Rico\Diego-Rico;es ESP;DF;Bournemouth;26;1993;19.9;2;2.0;0.0;24;792;1145;69.2;19;65;29.2;612;744;82.3;161;336;47.9;830;49;43;2;50;192;86;23;9;Matches
369;Jaïro Riedewald\Jairo-Riedewald;nl NED;DF;Crystal Palace;22;1996;6.8;0;0.4;-0.4;2;242;331;73.1;5;9;55.6;204;251;81.3;33;71;46.5;228;18;11;0;0;65;27;5;0;Matches
370;Matt Ritchie\Matt-Ritchie;sco SCO;DFMF;Newcastle Utd;29;1989;7.9;0;1.0;-1.0;20;242;364;66.5;6;23;26.1;188;221;85.1;48;120;40.0;246;52;12;0;40;43;17;6;2;Matches
371;Roberto\Roberto;es ESP;GK;West Ham;33;1986;7.6;0;0.0;0.0;0;113;232;48.7;1;1;100.0;38;38;100.0;74;193;38.3;7;181;36;0;0;0;0;0;0;Matches
372;Patrick Roberts\Patrick-Roberts;eng ENG;MFFW;Norwich City;22;1997;0.3;0;0.0;0.0;0;7;10;70.0;0;0;;6;7;85.7;1;3;33.3;9;1;0;0;0;0;1;0;0;Matches
373;Andrew Robertson\Andrew-Robertson;sco SCO;DF;Liverpool;25;1994;27.2;7;5.7;+1.3;44;1789;2209;81.0;22;64;34.4;1428;1615;88.4;339;530;64.0;1760;138;33;4;17;232;131;48;20;Matches
374;Callum Robinson\Callum-Robinson;ie IRL;FW;Sheffield Utd;24;1995;7.5;1;0.5;+0.5;4;117;155;75.5;5;10;50.0;97;120;80.8;15;25;60.0;31;114;0;1;0;1;5;3;1;Matches
375;Rodri\Rodri;es ESP;MFDF;Manchester City;23;1996;21.7;1;1.3;-0.3;27;1813;1957;92.6;15;30;50.0;1287;1356;94.9;511;571;89.5;265;1584;22;0;0;2;181;11;1;Matches
376;Jay Rodriguez\Jay-Rodriguez;eng ENG;FW;Burnley;30;1989;15.3;0;0.4;-0.4;4;238;343;69.4;19;40;47.5;195;257;75.9;24;46;52.2;18;248;2;0;0;0;12;3;0;Matches
377;Marcos Rojo\Marcos-Rojo;ar ARG;DF;Manchester Utd;29;1990;1.3;0;0.0;0.0;0;37;55;67.3;0;1;0.0;28;32;87.5;9;22;40.9;39;5;2;0;0;8;3;0;0;Matches
378;Oriol Romeu\Oriol-Romeu;es ESP;MF;Southampton;27;1991;14.5;0;0.3;-0.3;9;565;687;82.2;8;14;57.1;438;509;86.1;119;164;72.6;128;473;10;1;0;1;49;10;2;Matches
379;Danny Rose\Danny-Rose;eng ENG;DF;Tottenham;29;1990;9.9;0;0.8;-0.8;10;435;572;76.0;5;21;23.8;361;410;88.0;69;141;48.9;412;67;17;0;1;74;34;12;4;Matches
380;Danny Rose\Danny-Rose;eng ENG;DF;Newcastle Utd;29;1990;3.9;0;0.0;0.0;1;149;196;76.0;3;11;27.3;128;146;87.7;18;39;46.2;143;19;4;0;0;22;15;3;1;Matches
381;Antonio Rüdiger\Antonio-Rudiger;de GER;DF;Chelsea;26;1993;12.5;0;0.3;-0.3;2;764;882;86.6;7;16;43.8;461;500;92.2;296;366;80.9;156;668;15;0;0;4;66;1;0;Matches
382;Lukas Rupp\Lukas-Rupp;de GER;FW;Norwich City;28;1991;3.8;0;0.5;-0.5;5;96;129;74.4;5;10;50.0;82;100;82.0;9;19;47.4;24;94;1;2;0;1;5;3;1;Matches
383;Mathew Ryan\Mathew-Ryan;au AUS;GK;Brighton;27;1992;29.0;0;0.0;0.0;0;914;1117;81.8;0;2;0.0;500;503;99.4;414;612;67.6;138;750;40;0;0;0;6;0;0;Matches
384;Allan Saint-Maximin\Allan-Saint-Maximin;fr FRA;MFFW;Newcastle Utd;22;1997;14.2;1;2.5;-1.5;24;219;310;70.6;2;19;10.5;180;229;78.6;37;62;59.7;40;251;0;3;0;6;14;8;4;Matches
385;Romain Saïss\Romain-Saiss;ma MAR;DF;Wolves;29;1990;22.1;1;0.5;+0.5;6;904;1101;82.1;6;26;23.1;595;660;90.2;303;415;73.0;888;93;30;0;0;7;91;8;0;Matches
386;Bukayo Saka\Bukayo-Saka;eng ENG;DFFW;Arsenal;17;2001;13.0;3;1.9;+1.1;13;501;638;78.5;9;36;25.0;427;499;85.6;65;103;63.1;424;109;10;2;3;88;30;13;3;Matches
387;Mamadou Sakho\Mamadou-Sakho;fr FRA;DF;Crystal Palace;29;1990;5.2;0;0.1;-0.1;1;235;266;88.3;1;3;33.3;165;183;90.2;69;80;86.3;203;45;6;0;0;0;16;1;0;Matches
388;Mohamed Salah\Mohamed-Salah;eg EGY;FW;Liverpool;27;1992;25.0;6;5.6;+0.4;41;564;766;73.6;17;57;29.8;495;615;80.5;52;94;55.3;608;125;4;8;27;7;31;33;1;Matches
389;Mbwana Samatta\Mbwana-Samatta;tz TAN;FW;Aston Villa;26;1992;3.9;0;0.2;-0.2;3;49;61;80.3;2;3;66.7;44;52;84.6;3;6;50.0;6;36;0;0;0;0;1;0;0;Matches
390;Carlos Sánchez\Carlos-Sanchez;co COL;MFDF;West Ham;33;1986;1.3;0;0.0;0.0;0;45;55;81.8;1;1;100.0;36;41;87.8;8;13;61.5;14;32;0;0;0;0;2;0;0;Matches
391;Davinson Sánchez\Davinson-Sanchez;co COL;DF;Tottenham;23;1996;21.0;0;0.0;0.0;1;1030;1187;86.8;5;19;26.3;724;781;92.7;301;387;77.8;170;930;20;0;0;12;32;0;0;Matches
392;Ismaila Sarr\Ismaila-Sarr;sn SEN;FWMF;Watford;21;1998;13.6;3;1.3;+1.7;17;283;382;74.1;9;24;37.5;242;302;80.1;32;56;57.1;23;337;0;2;1;0;11;9;3;Matches
393;Fabian Schär\Fabian-Schar;ch SUI;DF;Newcastle Utd;27;1991;15.5;0;0.1;-0.1;3;445;613;72.6;5;11;45.5;263;307;85.7;177;295;60.0;85;462;36;0;0;22;60;2;0;Matches
394;Ezequiel Schelotto\Ezequiel-Schelotto;it ITA;DF;Brighton;30;1989;3.2;0;0.0;0.0;0;104;144;72.2;1;5;20.0;90;112;80.4;13;27;48.1;10;90;1;0;0;33;3;1;1;Matches
395;Jeffrey Schlupp\Jeffrey-Schlupp;gh GHA;MFDF;Crystal Palace;26;1992;9.5;1;1.1;-0.1;7;209;278;75.2;6;11;54.5;176;211;83.4;27;56;48.2;187;47;3;1;0;15;26;4;1;Matches
396;Kasper Schmeichel\Kasper-Schmeichel;dk DEN;GK;Leicester City;32;1986;29.0;0;0.2;-0.2;1;704;918;76.7;2;4;50.0;351;353;99.4;351;561;62.6;51;704;87;0;0;0;2;0;0;Matches
397;Morgan Schneiderlin\Morgan-Schneiderlin;fr FRA;MF;Everton;29;1989;11.1;0;0.2;-0.2;4;494;567;87.1;5;14;35.7;344;378;91.0;145;175;82.9;77;452;10;0;0;0;59;6;1;Matches
398;Ryan Sessegnon\Ryan-Sessegnon;eng ENG;DF;Tottenham;19;2000;3.8;0;0.1;-0.1;2;145;195;74.4;1;8;12.5;122;143;85.3;22;44;50.0;151;11;2;0;1;24;13;2;1;Matches
399;Xherdan Shaqiri\Xherdan-Shaqiri;ch SUI;FW;Liverpool;27;1991;1.9;0;0.2;-0.2;3;83;101;82.2;1;2;50.0;65;74;87.8;17;25;68.0;75;17;2;0;4;5;11;3;2;Matches
400;Billy Sharp\Billy-Sharp;eng ENG;FW;Sheffield Utd;33;1986;7.4;0;1.5;-1.5;11;118;159;74.2;5;17;29.4;105;129;81.4;8;13;61.5;12;124;0;0;0;0;6;4;0;Matches
401;Luke Shaw\Luke-Shaw;eng ENG;DF;Manchester Utd;24;1995;13.7;0;0.6;-0.6;13;776;906;85.7;8;26;30.8;710;775;91.6;58;105;55.2;674;73;13;1;4;98;41;14;2;Matches
402;Jonjo Shelvey\Jonjo-Shelvey;eng ENG;MF;Newcastle Utd;27;1992;14.9;0;2.4;-2.4;29;469;657;71.4;5;12;41.7;266;318;83.6;198;327;60.6;73;553;29;3;42;1;83;16;1;Matches
403;Djibril Sidibé\Djibril-Sidibe;fr FRA;DF;Everton;27;1992;18.2;4;2.0;+2.0;18;782;1017;76.9;10;40;25.0;614;730;84.1;158;247;64.0;125;663;15;0;1;166;49;11;4;Matches
404;Gylfi Sigurðsson\Gylfi-Sigurdsson;is ISL;MF;Everton;29;1989;22.2;2;3.5;-1.5;40;624;829;75.3;12;32;37.5;464;547;84.8;148;250;59.2;122;654;36;2;62;3;67;18;2;Matches
405;Bernardo Silva\Bernardo-Silva;pt POR;FWMF;Manchester City;24;1994;16.6;5;3.8;+1.2;33;914;1066;85.7;19;48;39.6;777;866;89.7;118;152;77.6;936;67;8;3;15;22;42;21;7;Matches
406;David Silva\David-Silva;es ESP;MF;Manchester City;33;1986;14.0;7;3.4;+3.6;31;840;992;84.7;21;57;36.8;708;799;88.6;111;136;81.6;865;102;11;9;5;4;61;43;0;Matches
407;Jack Simpson\Jack-Simpson;eng ENG;DF;Bournemouth;22;1997;2.6;0;0.0;0.0;0;70;100;70.0;1;6;16.7;56;69;81.2;13;25;52.0;68;15;0;0;0;14;5;0;0;Matches
408;Moussa Sissoko\Moussa-Sissoko;fr FRA;MF;Tottenham;29;1989;18.8;1;1.0;0.0;11;807;941;85.8;21;33;63.6;648;736;88.0;138;172;80.2;91;740;12;2;0;40;51;8;0;Matches
409;Oliver Skipp\Oliver-Skipp;eng ENG;MFDF;Tottenham;18;2000;0.6;0;0.0;0.0;0;25;27;92.6;0;0;;19;21;90.5;6;6;100.0;1;24;0;0;0;0;3;0;0;Matches
410;William Smallbone\William-Smallbone;ie IRL;MF;Southampton;19;2000;1.8;0;0.0;0.0;0;89;107;83.2;1;4;25.0;69;80;86.3;19;23;82.6;9;93;1;0;0;0;7;1;1;Matches
411;Adam Smith\Adam-Smith;eng ENG;DF;Bournemouth;28;1991;17.3;1;0.6;+0.4;8;642;817;78.6;11;39;28.2;546;617;88.5;85;161;52.8;48;565;17;1;0;146;35;6;1;Matches
412;Emile Smith-Rowe\Emile-Smith-Rowe;eng ENG;MF;Arsenal;19;2000;1.1;0;0.0;0.0;0;30;36;83.3;1;3;33.3;26;28;92.9;3;5;60.0;3;32;0;0;0;0;3;0;0;Matches
413;Robert Snodgrass\Robert-Snodgrass;sco SCO;MFFW;West Ham;31;1987;16.8;5;2.8;+2.2;33;435;635;68.5;11;35;31.4;331;403;82.1;93;197;47.2;541;53;32;2;72;1;31;13;2;Matches
414;Cédric Soares\Cedric-Soares;pt POR;DF;Southampton;27;1991;14.5;1;1.2;-0.2;14;522;724;72.1;9;22;40.9;425;506;84.0;88;196;44.9;64;414;11;0;0;186;35;12;7;Matches
415;Dominic Solanke\Dominic-Solanke;eng ENG;FWMF;Bournemouth;21;1997;13.1;1;1.0;0.0;11;240;324;74.1;16;33;48.5;206;262;78.6;18;29;62.1;32;229;1;0;0;0;23;9;1;Matches
416;Tomáš Souček\Tomas-Soucek;cz CZE;MF;West Ham;24;1995;2.6;0;0.0;0.0;0;36;65;55.4;0;2;0.0;32;53;60.4;4;10;40.0;5;41;0;0;1;0;2;0;0;Matches
417;Çağlar Söyüncü\Caglar-Soyuncu;tr TUR;DF;Leicester City;23;1996;28.0;1;0.2;+0.8;3;1621;1774;91.4;9;24;37.5;1172;1237;94.7;440;513;85.8;356;1308;38;0;0;2;83;3;0;Matches
418;Dennis Srbeny\Dennis-Srbeny;de GER;MFFW;Norwich City;25;1994;0.4;0;0.0;0.0;0;17;23;73.9;1;2;50.0;16;20;80.0;0;1;0.0;6;12;0;0;0;0;3;0;0;Matches
419;Jack Stacey\Jack-Stacey;eng ENG;DF;Bournemouth;23;1996;11.9;2;2.1;-0.1;8;380;531;71.6;10;38;26.3;324;391;82.9;46;102;45.1;43;347;4;0;1;94;22;3;1;Matches
420;Junior Stanislas\Junior-Stanislas;eng ENG;MFFW;Bournemouth;29;1989;2.5;0;0.1;-0.1;2;85;109;78.0;2;5;40.0;69;80;86.3;14;24;58.3;7;96;0;0;3;0;4;4;0;Matches
421;Jed Steer\Jed-Steer;eng ENG;GK;Aston Villa;26;1992;0.1;0;0.0;0.0;0;1;2;50.0;0;0;;0;0;;1;2;50.0;2;0;0;0;0;0;0;0;0;Matches
422;Dale Stephens\Dale-Stephens;eng ENG;MF;Brighton;30;1989;21.6;1;0.7;+0.3;14;1211;1391;87.1;13;24;54.2;859;949;90.5;339;418;81.1;153;1165;11;3;0;4;117;15;1;Matches
423;Jack Stephens\Jack-Stephens;eng ENG;DF;Southampton;25;1994;20.3;3;0.8;+2.2;4;617;843;73.2;6;17;35.3;384;454;84.6;227;372;61.0;44;690;29;2;0;13;62;4;0;Matches
424;Raheem Sterling\Raheem-Sterling;eng ENG;FW;Manchester City;24;1994;22.5;1;5.8;-4.8;35;753;951;79.2;13;67;19.4;684;796;85.9;56;88;63.6;117;787;0;4;0;10;24;40;6;Matches
425;Enda Stevens\Enda-Stevens;ie IRL;DF;Sheffield Utd;29;1990;27.2;2;3.5;-1.5;29;1051;1413;74.4;14;71;19.7;844;990;85.3;193;352;54.8;1008;105;4;1;0;239;88;41;8;Matches
426;Marco Stiepermann\Marco-Stiepermann;de GER;MF;Norwich City;28;1991;10.4;0;0.5;-0.5;9;248;336;73.8;14;33;42.4;206;254;81.1;28;49;57.1;284;31;0;3;0;1;27;7;0;Matches
427;John Stones\John-Stones;eng ENG;DF;Manchester City;25;1994;10.1;0;0.1;-0.1;2;725;764;94.9;0;3;0.0;493;517;95.4;232;244;95.1;74;627;8;0;0;4;71;1;0;Matches
428;Isaac Success\Isaac-Success;ng NGA;FWMF;Watford;23;1996;0.7;0;0.1;-0.1;1;14;21;66.7;3;4;75.0;10;16;62.5;1;1;100.0;1;15;0;0;0;0;0;2;0;Matches
429;Ki Sung-yueng\Ki-Sung-yueng;kr KOR;MF;Newcastle Utd;30;1989;1.5;0;0.1;-0.1;2;59;67;88.1;2;2;100.0;36;41;87.8;21;24;87.5;5;57;3;0;3;0;4;0;0;Matches
430;Andrew Surman\Andrew-Surman;eng ENG;MF;Bournemouth;32;1986;2.6;0;0.0;0.0;1;102;127;80.3;5;5;100.0;73;89;82.0;24;33;72.7;95;13;7;0;2;0;6;1;0;Matches
431;Sam Surridge\Sam-Surridge;eng ENG;FW;Bournemouth;21;1998;0.2;0;0.0;0.0;0;2;3;66.7;0;0;;2;3;66.7;0;0;;0;2;0;0;0;0;1;0;0;Matches
432;Japhet Tanganga\Japhet-Tanganga;eng ENG;DF;Tottenham;20;1999;5.8;0;0.0;0.0;0;188;232;81.0;1;13;7.7;148;166;89.2;39;53;73.6;21;151;4;0;0;33;9;0;0;Matches
433;Matt Targett\Matt-Targett;eng ENG;DF;Aston Villa;23;1995;18.8;2;2.7;-0.7;23;693;945;73.3;13;48;27.1;556;650;85.5;124;247;50.2;625;96;29;0;10;147;52;25;11;Matches
434;James Tarkowski\James-Tarkowski;eng ENG;DF;Burnley;26;1992;29.0;1;1.6;-0.6;9;676;921;73.4;7;22;31.8;395;486;81.3;274;413;66.3;112;621;12;0;0;2;50;8;0;Matches
435;Charlie Taylor\Charlie-Taylor;eng ENG;DF;Burnley;25;1993;15.3;0;0.9;-0.9;11;516;750;68.8;9;44;20.5;395;474;83.3;112;232;48.3;467;18;6;1;0;198;38;15;14;Matches
436;Neil Taylor\Neil-Taylor;wal WAL;DF;Aston Villa;30;1989;8.8;0;0.1;-0.1;1;297;375;79.2;5;16;31.3;253;286;88.5;39;73;53.4;208;82;0;0;0;71;14;1;0;Matches
437;Alexander Tettey\Alexander-Tettey;no NOR;MFDF;Norwich City;33;1986;19.9;1;0.8;+0.2;5;842;951;88.5;10;22;45.5;684;750;91.2;148;179;82.7;123;736;8;1;1;1;43;4;0;Matches
438;Youri Tielemans\Youri-Tielemans;be BEL;MF;Leicester City;22;1997;23.9;5;4.2;+0.8;36;1069;1322;80.9;27;47;57.4;823;952;86.4;219;323;67.8;241;1002;28;8;14;11;112;28;4;Matches
439;Kieran Tierney\Kieran-Tierney;sco SCO;DF;Arsenal;22;1997;3.3;0;0.5;-0.5;4;135;176;76.7;2;10;20.0;105;120;87.5;28;46;60.9;119;14;2;0;0;35;5;5;4;Matches
440;James Tomkins\James-Tomkins;eng ENG;DF;Crystal Palace;30;1989;17.6;1;0.1;+0.9;2;505;626;80.7;6;14;42.9;311;347;89.6;188;265;70.9;81;474;26;0;0;3;21;1;0;Matches
441;Fikayo Tomori\Fikayo-Tomori;eng ENG;DF;Chelsea;21;1997;14.4;0;0.2;-0.2;4;981;1098;89.3;4;15;26.7;660;701;94.2;317;382;83.0;274;765;10;1;0;10;57;4;0;Matches
442;Lucas Torreira\Lucas-Torreira;uy URU;MF;Arsenal;23;1996;15.2;1;1.1;-0.1;14;720;821;87.7;9;25;36.0;517;570;90.7;194;226;85.8;78;687;22;1;11;2;41;3;0;Matches
443;Cenk Tosun\Cenk-Tosun;tr TUR;FW;Crystal Palace;28;1991;2.0;0;0.0;0.0;0;29;47;61.7;0;2;0.0;24;37;64.9;5;8;62.5;13;27;0;1;0;0;3;2;0;Matches
444;Cenk Tosun\Cenk-Tosun;tr TUR;FW;Everton;28;1991;3.2;0;0.1;-0.1;4;42;62;67.7;1;3;33.3;38;50;76.0;3;9;33.3;17;34;0;0;0;0;2;3;0;Matches
445;Andros Townsend\Andros-Townsend;eng ENG;MF;Crystal Palace;28;1991;8.8;1;1.2;-0.2;8;189;274;69.0;6;18;33.3;156;186;83.9;27;70;38.6;198;71;1;0;4;3;12;7;3;Matches
446;Adama Traoré\Adama-Traore;es ESP;FWDF;Wolves;23;1996;23.0;7;5.7;+1.3;39;474;738;64.2;6;51;11.8;393;526;74.7;75;161;46.6;69;590;0;3;0;35;34;15;2;Matches
447;Mark Travers\Mark-Travers;ie IRL;GK;Bournemouth;20;1999;1.0;0;0.0;0.0;0;23;32;71.9;0;0;;12;12;100.0;11;20;55.0;3;24;1;0;0;0;0;0;0;Matches
448;Trézéguet\Trezeguet;eg EGY;FWMF;Aston Villa;24;1994;14.7;1;0.7;+0.3;15;221;325;68.0;7;24;29.2;179;222;80.6;35;79;44.3;17;273;2;1;10;7;11;7;4;Matches
449;Leandro Trossard\Leandro-Trossard;be BEL;FWMF;Brighton;24;1994;16.0;3;3.0;0.0;31;451;636;70.9;5;31;16.1;342;436;78.4;104;169;61.5;141;463;16;2;9;12;35;23;7;Matches
450;Tom Trybull\Tom-Trybull;de GER;MF;Norwich City;26;1993;11.4;0;0.0;0.0;1;520;558;93.2;6;10;60.0;429;451;95.1;85;97;87.6;70;451;19;0;0;0;39;0;0;Matches
451;Axel Tuanzebe\Axel-Tuanzebe;eng ENG;DF;Manchester Utd;21;1997;2.1;0;0.0;0.0;0;127;141;90.1;1;3;33.3;102;110;92.7;24;28;85.7;18;104;1;0;0;11;8;0;0;Matches
452;Yan Valery\Yan-Valery;fr FRA;DF;Southampton;20;1999;7.2;0;0.7;-0.7;2;163;265;61.5;3;14;21.4;131;175;74.9;29;76;38.2;11;153;2;0;0;78;6;1;1;Matches
453;Jesús Vallejo\Jesus-Vallejo;es ESP;DF;Wolves;22;1997;1.8;0;0.0;0.0;0;81;104;77.9;1;1;100.0;50;59;84.7;30;44;68.2;5;94;1;0;0;0;7;1;0;Matches
454;Jamie Vardy\Jamie-Vardy;eng ENG;FW;Leicester City;32;1987;24.7;4;3.4;+0.6;14;219;327;67.0;12;38;31.6;186;247;75.3;21;42;50.0;56;217;0;2;0;1;9;9;2;Matches
455;Indiana Vassilev\Indiana-Vassilev;us USA;FW;Aston Villa;18;2001;0.4;0;0.0;0.0;0;7;9;77.8;1;2;50.0;6;7;85.7;0;0;;5;3;0;0;0;1;0;0;0;Matches
456;Jan Vertonghen\Jan-Vertonghen;be BEL;DF;Tottenham;32;1987;17.2;1;0.9;+0.1;3;871;1045;83.3;5;23;21.7;638;705;90.5;228;317;71.9;679;234;36;0;0;63;55;0;0;Matches
457;Jannik Vestergaard\Jannik-Vestergaard;dk DEN;DF;Southampton;26;1992;12.6;0;0.1;-0.1;3;428;535;80.0;5;7;71.4;317;358;88.5;106;170;62.4;168;281;15;1;0;26;45;3;0;Matches
458;Rúben Vinagre\Ruben-Vinagre;pt POR;DF;Wolves;20;1999;5.9;0;0.6;-0.6;5;218;293;74.4;2;18;11.1;186;217;85.7;30;58;51.7;207;21;5;0;0;56;10;6;6;Matches
459;Mario Vrančić\Mario-Vrancic;ba BIH;MF;Norwich City;30;1989;4.2;0;0.9;-0.9;7;210;263;79.8;5;9;55.6;164;182;90.1;41;72;56.9;189;48;7;2;0;2;15;2;0;Matches
460;Matěj Vydra\Matej-Vydra;cz CZE;FW;Burnley;27;1992;3.7;1;0.2;+0.8;4;32;48;66.7;1;3;33.3;31;42;73.8;0;3;0.0;7;30;0;0;0;1;4;0;0;Matches
461;Theo Walcott\Theo-Walcott;eng ENG;MFFW;Everton;30;1989;11.9;2;1.7;+0.3;13;208;324;64.2;2;24;8.3;179;240;74.6;27;60;45.0;18;277;1;2;2;4;16;10;1;Matches
462;Kyle Walker\Kyle-Walker;eng ENG;DF;Manchester City;29;1990;20.1;2;1.5;+0.5;11;1386;1574;88.1;12;45;26.7;999;1083;92.2;375;446;84.1;39;1329;22;2;1;145;164;13;0;Matches
463;Kyle Walker-Peters\Kyle-Walker-Peters;eng ENG;DF;Tottenham;22;1997;2.7;0;0.1;-0.1;2;183;214;85.5;1;8;12.5;156;165;94.5;26;41;63.4;15;171;4;0;0;23;12;1;0;Matches
464;Kyle Walker-Peters\Kyle-Walker-Peters;eng ENG;DF;Southampton;22;1997;0.8;0;0.0;0.0;0;39;57;68.4;0;3;0.0;37;48;77.1;2;6;33.3;3;31;1;0;0;21;3;1;0;Matches
465;Aaron Wan-Bissaka\Aaron-Wan-Bissaka;eng ENG;DF;Manchester Utd;21;1997;25.9;2;2.4;-0.4;21;1249;1561;80.0;29;85;34.1;1117;1292;86.5;103;184;56.0;61;1153;11;0;0;294;89;5;0;Matches
466;Victor Wanyama\Victor-Wanyama;ke KEN;MF;Tottenham;28;1991;0.3;0;0.0;0.0;0;18;19;94.7;2;2;100.0;11;12;91.7;5;5;100.0;0;16;1;0;0;1;3;0;0;Matches
467;Joel Ward\Joel-Ward;eng ENG;DF;Crystal Palace;29;1989;17.5;0;0.2;-0.2;4;616;821;75.0;16;42;38.1;488;574;85.0;112;205;54.6;65;514;9;0;0;179;51;5;2;Matches
468;James Ward-Prowse\James-Ward-Prowse;eng ENG;MFDF;Southampton;24;1994;29.0;3;3.9;-0.9;46;1039;1436;72.4;21;51;41.2;769;907;84.8;249;478;52.1;117;1101;66;3;134;51;89;21;1;Matches
469;Adam Webster\Adam-Webster;eng ENG;DF;Brighton;24;1995;22.4;1;1.2;-0.2;10;1261;1479;85.3;6;22;27.3;847;938;90.3;408;519;78.6;267;1059;40;1;0;31;63;5;1;Matches
470;Danny Welbeck\Danny-Welbeck;eng ENG;FWMF;Watford;28;1990;3.1;0;0.1;-0.1;2;49;62;79.0;0;2;0.0;44;53;83.0;5;7;71.4;1;51;0;0;0;0;5;2;0;Matches
471;Ashley Westwood\Ashley-Westwood;eng ENG;MF;Burnley;29;1990;26.0;5;4.0;+1.0;37;927;1267;73.2;18;40;45.0;638;751;85.0;271;476;56.9;69;1131;46;6;73;2;112;14;4;Matches
472;Connor Wickham\Connor-Wickham;eng ENG;FWMF;Crystal Palace;26;1993;1.0;1;0.6;+0.4;2;29;44;65.9;2;5;40.0;23;32;71.9;4;7;57.1;5;16;0;0;0;1;2;0;0;Matches
473;Georginio Wijnaldum\Georginio-Wijnaldum;nl NED;MF;Liverpool;28;1990;25.9;0;1.0;-1.0;12;1140;1254;90.9;20;40;50.0;953;1021;93.3;167;193;86.5;135;1040;11;4;0;11;103;18;0;Matches
474;Jetro Willems\Jetro-Willems;nl NED;DF;Newcastle Utd;25;1994;16.6;2;1.3;+0.7;16;408;582;70.1;6;26;23.1;321;387;82.9;81;169;47.9;336;91;10;0;1;121;30;13;5;Matches
475;Brandon Williams\Brandon-Williams;eng ENG;DF;Manchester Utd;18;2000;8.4;0;0.4;-0.4;11;362;445;81.3;6;16;37.5;310;356;87.1;46;73;63.0;125;254;5;0;1;47;18;14;2;Matches
476;Willian\Willian;br BRA;FW;Chelsea;30;1988;21.4;5;4.6;+0.4;46;906;1147;79.0;26;51;51.0;698;814;85.7;182;282;64.5;128;974;11;4;68;8;54;47;6;Matches
