id;name;Nation;Position;Squad;Age;Born;90s;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;Int;PKwon;PKcon;OG;Succ;Att;Succ%;#Pl;Megs;Tkl;Cont;Tkl%;Past;Matches
61;Emi Buendía\Emi-Buendia;ar ARG;FWMF;Norwich City;22;1996;21.4;4;0;0;24;44;2;133;49;19;0;0;0;91;121;75.2;95;2;69;133;51.9;64;Matches
62;Dan Burn\Dan-Burn;eng ENG;DF;Brighton;27;1992;22.9;3;0;0;23;12;3;38;33;30;0;0;0;22;38;57.9;23;1;53;79;67.1;26;Matches
63;Sam Byram\Sam-Byram;eng ENG;DF;Norwich City;25;1993;14.4;4;0;0;16;8;1;7;23;24;0;0;0;5;14;35.7;7;2;46;71;64.8;25;Matches
64;Willy Caballero\Willy-Caballero;ar ARG;GK;Chelsea;37;1981;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;Matches
65;Gary Cahill\Gary-Cahill;eng ENG;DF;Crystal Palace;33;1985;19.0;1;0;0;12;10;0;0;9;12;0;0;0;8;10;80.0;8;0;14;20;70.0;6;Matches
66;Dominic Calvert-Lewin\Dominic-Calvert-Lewin;eng ENG;FW;Everton;22;1997;20.4;7;0;0;38;34;7;15;10;4;0;0;0;10;23;43.5;13;1;13;24;54.2;11;Matches
67;Víctor Camarasa\Victor-Camarasa;es ESP;MF;Crystal Palace;25;1994;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;Matches
68;João Cancelo\Joao-Cancelo;pt POR;DF;Manchester City;25;1994;7.7;1;0;0;10;5;0;22;16;14;0;0;0;20;32;62.5;21;2;26;39;66.7;13;Matches
69;Todd Cantwell\Todd-Cantwell;eng ENG;FW;Norwich City;21;1998;22.6;4;0;0;23;55;2;20;27;13;0;1;0;47;79;59.5;50;1;40;84;47.6;44;Matches
70;Étienne Capoue\Etienne-Capoue;fr FRA;MF;Watford;31;1988;22.8;6;0;0;44;31;0;12;45;56;0;0;0;26;37;70.3;27;1;67;116;57.8;49;Matches
71;Andy Carroll\Andy-Carroll;eng ENG;FW;Newcastle Utd;30;1989;5.6;1;0;0;11;14;4;5;1;1;0;0;0;5;7;71.4;5;1;7;12;58.3;5;Matches
72;Jonny Castro\Jonny-Castro;es ESP;DF;Wolves;25;1994;24.4;4;0;0;28;20;2;43;46;45;0;0;0;22;59;37.3;31;2;79;126;62.7;47;Matches
73;Craig Cathcart\Craig-Cathcart;nir NIR;DF;Watford;30;1989;25.2;6;0;0;11;2;0;1;25;18;0;0;0;4;6;66.7;4;0;34;49;69.4;15;Matches
74;Dani Ceballos\Dani-Ceballos;es ESP;MF;Arsenal;22;1996;9.1;0;0;0;11;21;0;36;14;6;0;0;0;14;21;66.7;15;1;22;47;46.8;25;Matches
