"id";"name";"nation";"position";"team";"age";"born";"90s";"Ast";"xA";"A-xA";"KP";"Cmp";"Att";"CmpPER";"shortCmp";"shortAtt";"shortCmpPER";"mediumCmp";"mediumAtt";"mediumCmpPER";"longCmp";"longAtt";"longCmpPER";"Left";"Right";"FK";"TB";"CK";"TI";"1/3";"PPA";"CrsPA";"Matches"
296;Lee Kangin\Lee-Kangin;kr KOR;MFFW;es Valencia;18;2001;1.4;0;0.0;0.0;0;60;75;80.0;2;3;66.7;45;53;84.9;13;19;68.4;68;5;1;0;0;0;7;1;0;Matches
297;N'Golo Kanté\NGolo-Kante;fr FRA;MF;eng Chelsea;28;1991;3.0;0;0.9;-0.9;5;140;155;90.3;5;8;62.5;112;122;91.8;23;25;92.0;24;121;1;0;0;0;10;6;1;Matches
298;Vyacheslav Karavayev\Vyacheslav-Karavayev;ru RUS;DF;ru Zenit;24;1995;4.6;0;0.0;0.0;0;103;165;62.4;2;9;22.2;76;99;76.8;25;57;43.9;11;111;1;0;0;39;8;3;3;Matches
299;Thilo Kehrer\Thilo-Kehrer;de GER;DF;fr Paris S-G;22;1996;0.2;0;0.0;0.0;0;7;8;87.5;0;0;;5;6;83.3;2;2;100.0;0;7;0;1;0;1;0;1;0;Matches
300;Naby Keïta\Naby-Keita;gn GUI;MFFW;eng Liverpool;24;1995;2.8;0;0.6;-0.6;5;218;240;90.8;4;6;66.7;172;184;93.5;42;50;84.0;28;206;1;0;0;1;22;6;0;Matches
301;Mikhail Kerzhakov\Mikhail-Kerzhakov;ru RUS;GK;ru Zenit;32;1987;4.0;0;0.0;0.0;0;99;139;71.2;0;1;0.0;33;33;100.0;66;105;62.9;6;98;15;0;0;0;4;0;0;Matches
302;Sami Khedira\Sami-Khedira;de GER;MF;it Juventus;32;1987;2.9;0;0.4;-0.4;5;126;149;84.6;5;10;50.0;104;111;93.7;17;28;60.7;16;125;0;0;0;0;9;2;0;Matches
303;Joshua Kimmich\Joshua-Kimmich;de GER;MFDF;de Bayern Munich;24;1995;6.2;0;0.9;-0.9;15;504;603;83.6;6;9;66.7;359;396;90.7;139;198;70.2;80;482;15;0;34;23;51;11;1;Matches
304;Presnel Kimpembe\Presnel-Kimpembe;fr FRA;DF;fr Paris S-G;23;1995;6.0;0;0.0;0.0;0;352;384;91.7;7;12;58.3;273;285;95.8;72;87;82.8;314;45;14;0;0;2;12;0;0;Matches
305;Simon Kjær\Simon-Kjaer;dk DEN;DF;it Atalanta;30;1989;1.0;0;0.0;0.0;0;25;33;75.8;1;2;50.0;17;19;89.5;7;12;58.3;7;17;3;0;0;0;0;0;0;Matches
306;Lukas Klostermann\Lukas-Klostermann;de GER;DF;de RB Leipzig;23;1996;6.1;1;0.6;+0.4;4;389;440;88.4;3;9;33.3;326;355;91.8;60;76;78.9;91;306;4;0;0;22;24;2;1;Matches
307;Anton Kochenkov\Anton-Kochenkov;ru RUS;GK;ru Loko Moscow;32;1987;1.0;0;0.0;0.0;0;14;31;45.2;0;0;;4;4;100.0;10;27;37.0;0;28;6;0;0;0;0;0;0;Matches
308;Sekou Koita\Sekou-Koita;ml MLI;MF;at RB Salzburg;19;1999;0.0;0;0.0;0.0;0;1;3;33.3;0;0;;0;2;0.0;1;1;100.0;1;1;0;0;0;0;0;0;0;Matches
309;Koke\Koke;es ESP;MF;es Atlético Madrid;27;1992;6.6;1;1.2;-0.2;16;370;433;85.5;13;25;52.0;287;317;90.5;70;91;76.9;25;387;12;0;12;0;40;5;0;Matches
310;Ondřej Kolář\Ondrej-Kolar;cz CZE;GK;cz Slavia Prague;24;1994;6.0;0;0.0;0.0;0;193;264;73.1;3;4;75.0;69;69;100.0;121;191;63.4;22;196;19;0;0;0;4;0;0;Matches
311;Aleksandr Kolomeytsev\Aleksandr-Kolomeytsev;ru RUS;MFFW;ru Loko Moscow;30;1989;0.2;0;0.0;0.0;1;8;8;100.0;0;0;;8;8;100.0;0;0;;2;6;0;0;0;0;0;0;0;Matches
312;Ibrahima Konaté\Ibrahima-Konate;fr FRA;DF;de RB Leipzig;20;1999;1.3;0;0.0;0.0;0;64;71;90.1;0;1;0.0;47;47;100.0;17;23;73.9;7;62;3;0;0;0;6;0;0;Matches
313;Geoffrey Kondogbia\Geoffrey-Kondogbia;cf CTA;MF;es Valencia;26;1993;3.5;0;0.0;0.0;0;133;152;87.5;1;5;20.0;91;99;91.9;41;48;85.4;115;31;6;1;0;0;13;0;0;Matches
314;Youssouf Koné\Youssouf-Kone;ml MLI;DF;fr Lyon;24;1995;4.4;0;0.1;-0.1;2;251;299;83.9;3;5;60.0;215;234;91.9;33;60;55.0;207;40;6;0;0;41;15;1;1;Matches
315;Yevhen Konoplyanka\Yevhen-Konoplyanka;ua UKR;FWMF;ua Shakhtar;29;1989;2.0;0;0.0;0.0;1;75;86;87.2;4;6;66.7;67;73;91.8;4;7;57.1;11;72;0;0;2;1;2;0;0;Matches
316;Odilon Kossonou\Odilon-Kossonou;ci CIV;DF;be Club Brugge;18;2001;2.0;0;0.2;-0.2;2;75;93;80.6;2;4;50.0;57;67;85.1;16;22;72.7;12;63;2;0;0;12;6;0;0;Matches
317;Nianzou Kouassi\Nianzou-Kouassi;fr FRA;MF;fr Paris S-G;17;2002;0.8;0;0.0;0.0;1;45;47;95.7;2;2;100.0;39;39;100.0;4;6;66.7;5;40;1;0;0;0;3;0;0;Matches
318;Kalidou Koulibaly\Kalidou-Koulibaly;sn SEN;DF;it Napoli;28;1991;6.0;0;0.0;0.0;1;278;331;84.0;3;5;60.0;194;212;91.5;81;114;71.1;88;226;14;2;0;1;19;0;0;Matches
319;Mateo Kovačić\Mateo-Kovacic;hr CRO;MF;eng Chelsea;25;1994;5.8;0;1.1;-1.1;11;306;342;89.5;7;13;53.8;239;259;92.3;60;70;85.7;16;313;12;1;1;2;35;8;0;Matches
320;Viktor Kovalenko\Viktor-Kovalenko;ua UKR;MF;ua Shakhtar;23;1996;3.8;1;0.4;+0.6;3;113;135;83.7;3;8;37.5;96;106;90.6;14;21;66.7;16;112;3;1;1;3;8;5;1;Matches
321;Toni Kroos\Toni-Kroos;de GER;MF;es Real Madrid;29;1990;5.0;1;1.3;-0.3;23;425;467;91.0;6;14;42.9;311;325;95.7;108;128;84.4;74;385;20;2;27;4;69;14;1;Matches
322;Grzegorz Krychowiak\Grzegorz-Krychowiak;pl POL;MF;ru Loko Moscow;29;1990;5.9;0;0.1;-0.1;2;138;175;78.9;4;5;80.0;105;129;81.4;29;41;70.7;19;138;4;0;0;0;17;2;0;Matches
323;Serhiy Kryvtsov\Serhiy-Kryvtsov;ua UKR;DF;ua Shakhtar;28;1991;6.0;0;0.3;-0.3;1;265;322;82.3;4;6;66.7;153;163;93.9;108;153;70.6;25;287;12;0;0;2;12;0;0;Matches
324;Ondřej Kúdela\Ondrej-Kudela;cz CZE;DF;cz Slavia Prague;32;1987;6.0;0;0.0;0.0;0;253;289;87.5;2;4;50.0;147;160;91.9;104;125;83.2;22;240;3;0;0;0;17;0;0;Matches
325;Daniil Kulikov\Daniil-Kulikov;ru RUS;MF;ru Loko Moscow;21;1998;0.3;0;0.0;0.0;0;6;8;75.0;0;0;;5;7;71.4;1;1;100.0;1;6;0;0;0;0;0;0;0;Matches
326;Layvin Kurzawa\Layvin-Kurzawa;fr FRA;DF;fr Paris S-G;26;1992;2.0;0;0.0;0.0;0;105;119;88.2;0;1;0.0;96;105;91.4;9;13;69.2;88;13;1;0;0;11;2;0;0;Matches
327;Daler Kuzyaev\Daler-Kuzyaev;ru RUS;MF;ru Zenit;26;1993;1.5;0;0.6;-0.6;4;49;60;81.7;1;3;33.3;41;47;87.2;7;10;70.0;7;46;0;1;0;0;2;1;0;Matches
328;Solomon Kvirkvelia\Solomon-Kvirkvelia;ge GEO;DF;ru Loko Moscow;27;1992;1.0;0;0.0;0.0;0;32;36;88.9;0;0;;20;21;95.2;12;15;80.0;4;30;0;0;0;0;1;0;0;Matches
329;Rajiv van La Parra\Rajiv-van-La-Parra;nl NED;FW;rs Red Star;28;1991;3.9;0;0.1;-0.1;2;76;83;91.6;2;2;100.0;71;77;92.2;3;4;75.0;5;75;0;0;0;2;4;3;1;Matches
330;Zakaria Labyad\Zakaria-Labyad;ma MAR;FW;nl Ajax;26;1993;0.5;0;0.0;0.0;0;8;11;72.7;0;0;;8;9;88.9;0;2;0.0;4;6;0;0;0;0;0;1;0;Matches
331;Konrad Laimer\Konrad-Laimer;at AUT;MFDF;de RB Leipzig;22;1997;5.5;0;0.7;-0.7;6;321;385;83.4;11;18;61.1;261;289;90.3;49;78;62.8;90;272;4;0;0;11;45;8;1;Matches
332;Érik Lamela\Erik-Lamela;ar ARG;FWMF;eng Tottenham;27;1992;1.5;2;0.2;+1.8;2;69;77;89.6;3;4;75.0;59;63;93.7;7;10;70.0;69;7;1;0;4;0;2;3;1;Matches
333;Noa Lang\Noa-Lang;nl NED;FW;nl Ajax;20;1999;1.4;0;0.1;-0.1;2;49;65;75.4;1;4;25.0;41;51;80.4;7;10;70.0;3;61;0;0;2;0;4;0;0;Matches
334;Aymeric Laporte\Aymeric-Laporte;fr FRA;DF;eng Manchester City;25;1994;0.4;0;0.0;0.0;0;25;28;89.3;0;0;;20;20;100.0;5;8;62.5;18;10;0;0;0;0;1;0;0;Matches
335;Valentino Lazaro\Valentino-Lazaro;at AUT;DF;it Inter;23;1996;1.1;1;0.0;+1.0;0;51;70;72.9;1;3;33.3;40;49;81.6;10;18;55.6;9;43;0;0;0;15;5;0;0;Matches
336;Thomas Lemar\Thomas-Lemar;fr FRA;MF;es Atlético Madrid;23;1995;2.5;0;0.5;-0.5;2;96;111;86.5;2;2;100.0;72;78;92.3;22;31;71.0;99;9;4;1;4;1;8;4;0;Matches
337;Mario Lemina\Mario-Lemina;ga GAB;MF;tr Galatasaray;25;1993;3.7;0;0.0;0.0;1;109;128;85.2;3;5;60.0;89;102;87.3;17;21;81.0;14;107;3;0;0;0;4;0;0;Matches
338;Clément Lenglet\Clement-Lenglet;fr FRA;DF;es Barcelona;24;1995;6.0;0;0.0;0.0;0;400;452;88.5;2;7;28.6;266;282;94.3;132;163;81.0;401;31;11;1;0;3;23;1;0;Matches
339;Marin Leovac\Marin-Leovac;hr CRO;DF;hr Dinamo Zagreb;30;1988;5.0;1;0.4;+0.6;5;158;226;69.9;2;11;18.2;131;161;81.4;25;54;46.3;151;23;4;0;5;43;12;3;1;Matches
340;Robert Lewandowski\Robert-Lewandowski;pl POL;FW;de Bayern Munich;30;1988;5.9;2;1.6;+0.4;12;115;148;77.7;7;18;38.9;102;121;84.3;6;9;66.7;21;111;0;2;0;1;6;11;0;Matches
341;Matthijs de Ligt\Matthijs-de-Ligt;nl NED;DF;it Juventus;19;1999;5.0;0;0.0;0.0;0;286;307;93.2;6;8;75.0;170;180;94.4;110;119;92.4;46;241;5;0;0;0;11;0;0;Matches
342;Dominik Livaković\Dominik-Livakovic;hr CRO;GK;hr Dinamo Zagreb;24;1995;6.0;0;0.0;0.0;0;89;182;48.9;0;0;;23;24;95.8;66;158;41.8;1;140;20;0;0;0;5;0;0;Matches
343;Fernando Llorente\Fernando-Llorente;es ESP;FW;it Napoli;34;1985;1.0;0;0.1;-0.1;1;28;41;68.3;2;3;66.7;22;33;66.7;4;5;80.0;6;19;0;0;0;0;0;1;0;Matches
344;Marcos Llorente\Marcos-Llorente;es ESP;MF;es Atlético Madrid;24;1995;0.6;0;0.0;0.0;0;16;19;84.2;1;1;100.0;14;16;87.5;1;2;50.0;2;15;0;0;0;0;0;0;0;Matches
345;Hugo Lloris\Hugo-Lloris;fr FRA;GK;eng Tottenham;32;1986;3.0;0;0.0;0.0;0;53;65;81.5;0;0;;25;25;100.0;28;40;70.0;35;17;3;0;0;0;1;0;0;Matches
346;Giovani Lo Celso\Giovani-Lo-Celso;ar ARG;FWMF;eng Tottenham;23;1996;2.8;0;0.7;-0.7;6;136;175;77.7;0;6;0.0;111;128;86.7;25;41;61.0;154;13;6;2;10;0;8;3;0;Matches
347;Renan Lodi\Renan-Lodi;br BRA;DF;es Atlético Madrid;21;1998;6.1;1;0.3;+0.7;6;228;311;73.3;8;24;33.3;178;211;84.4;42;76;55.3;218;22;6;0;0;57;7;8;3;Matches
348;Ademola Lookman\Ademola-Lookman;eng ENG;FW;de RB Leipzig;21;1997;0.8;0;0.2;-0.2;1;20;26;76.9;0;2;0.0;20;23;87.0;0;1;0.0;2;23;0;0;0;1;1;1;0;Matches
349;Anthony Lopes\Anthony-Lopes;pt POR;GK;fr Lyon;28;1990;7.0;0;0.0;0.0;0;164;215;76.3;1;1;100.0;84;84;100.0;79;130;60.8;121;45;13;0;0;0;0;0;0;Matches
350;Maximiliano Lovera\Maximiliano-Lovera;ar ARG;FWMF;gr Olympiacos;20;1999;1.1;1;0.0;+1.0;2;24;32;75.0;0;1;0.0;20;23;87.0;4;8;50.0;3;27;0;0;3;1;1;1;1;Matches
351;Dejan Lovren\Dejan-Lovren;hr CRO;DF;eng Liverpool;30;1989;2.6;0;0.3;-0.3;2;194;210;92.4;0;0;;122;130;93.8;72;80;90.0;45;154;1;1;0;1;16;1;0;Matches
352;Hirving Lozano\Hirving-Lozano;mx MEX;FWMF;it Napoli;24;1995;4.4;0;0.2;-0.2;4;81;101;80.2;3;7;42.9;75;86;87.2;3;8;37.5;8;84;0;0;1;3;4;2;0;Matches
353;Caio Lucas Fernandes\Caio-Lucas-Fernandes;br BRA;MF;pt Benfica;25;1994;0.3;0;0.0;0.0;0;16;23;69.6;0;1;0.0;15;18;83.3;1;4;25.0;0;21;0;0;0;0;3;1;0;Matches
354;Jean Lucas\Jean-Lucas;br BRA;MF;fr Lyon;21;1998;0.0;0;0.0;0.0;0;1;2;50.0;0;0;;1;2;50.0;0;0;;0;1;0;0;0;0;0;0;0;Matches
355;Jhon Lucumí\Jhon-Lucumi;co COL;DF;be Genk;21;1998;6.0;0;0.1;-0.1;1;173;216;80.1;1;2;50.0;102;112;91.1;70;102;68.6;155;48;6;0;0;0;9;0;0;Matches
356;José Luis Gayà\Jose-Luis-Gaya;es ESP;DF;es Valencia;24;1995;5.0;0;1.2;-1.2;5;174;230;75.7;1;11;9.1;141;163;86.5;32;56;57.1;153;31;10;0;0;36;7;6;4;Matches
357;José Luis Palomino\Jose-Luis-Palomino;ar ARG;DF;it Atalanta;29;1990;5.0;0;0.0;0.0;1;200;238;84.0;5;7;71.4;133;146;91.1;62;85;72.9;176;36;11;0;0;3;9;1;1;Matches
358;Florentino Luís\Florentino-Luis;pt POR;MF;pt Benfica;19;1999;2.0;0;0.0;0.0;0;90;106;84.9;8;12;66.7;72;80;90.0;10;14;71.4;4;95;2;0;0;0;2;0;0;Matches
359;Romelu Lukaku\Romelu-Lukaku;be BEL;FW;it Inter;26;1993;4.5;2;0.9;+1.1;6;50;87;57.5;3;12;25.0;35;58;60.3;12;17;70.6;40;22;0;1;0;0;7;2;1;Matches
360;Andrey Lunyov\Andrey-Lunyov;ru RUS;GK;ru Zenit;27;1991;2.0;0;0.0;0.0;0;42;64;65.6;1;1;100.0;21;21;100.0;20;42;47.6;5;36;1;0;0;0;2;0;0;Matches
361;Sebastiano Luperto\Sebastiano-Luperto;it ITA;DF;it Napoli;22;1996;1.5;0;0.1;-0.1;1;66;85;77.6;0;3;0.0;50;57;87.7;16;25;64.0;59;16;3;0;0;5;2;0;0;Matches
362;Christian Luyindama\Christian-Luyindama;cd COD;DF;tr Galatasaray;25;1994;4.0;0;0.0;0.0;0;128;156;82.1;1;2;50.0;87;101;86.1;40;53;75.5;0;142;7;0;0;0;5;0;0;Matches
363;Stanislav Magkeev\Stanislav-Magkeev;ru RUS;DF;ru Loko Moscow;20;1999;0.2;0;0.0;0.0;0;17;19;89.5;0;0;;11;11;100.0;6;8;75.0;4;14;1;0;0;0;2;0;0;Matches
364;Riyad Mahrez\Riyad-Mahrez;dz ALG;FWMF;eng Manchester City;28;1991;6.0;4;2.5;+1.5;13;267;318;84.0;3;10;30.0;205;229;89.5;59;79;74.7;278;24;6;2;10;4;16;9;1;Matches
365;Thiago Maia\Thiago-Maia;br BRA;FW;fr Lille;22;1997;0.7;0;0.0;0.0;0;7;12;58.3;1;1;100.0;6;10;60.0;0;1;0.0;8;3;0;0;0;0;0;0;0;Matches
366;Mike Maignan\Mike-Maignan;fr FRA;GK;fr Lille;23;1995;5.8;0;0.0;0.0;1;100;176;56.8;0;0;;43;43;100.0;57;133;42.9;19;115;10;0;0;1;2;0;0;Matches
367;Lovro Majer\Lovro-Majer;hr CRO;MF;hr Dinamo Zagreb;21;1998;0.1;0;0.0;0.0;1;5;6;83.3;0;0;;4;5;80.0;1;1;100.0;6;0;1;0;0;0;0;0;0;Matches
368;Róbert Mak\Robert-Mak;sk SVK;MF;ru Zenit;28;1991;0.1;0;0.0;0.0;0;2;4;50.0;0;0;;1;2;50.0;1;2;50.0;0;4;1;0;0;0;1;1;1;Matches
369;Nikola Maksimović\Nikola-Maksimovic;rs SRB;DF;it Napoli;27;1991;3.0;0;0.0;0.0;0;114;137;83.2;0;3;0.0;79;90;87.8;35;44;79.5;10;101;10;0;0;8;2;0;0;Matches
370;Kévin Malcuit\Kevin-Malcuit;ma MAR;DF;it Napoli;28;1991;1.6;0;0.3;-0.3;2;82;101;81.2;1;3;33.3;71;81;87.7;10;17;58.8;8;68;1;0;0;21;3;0;0;Matches
371;Ruslan Malinovskyi\Ruslan-Malinovskyi;ua UKR;MF;it Atalanta;26;1993;2.4;1;1.2;-0.2;9;116;137;84.7;1;5;20.0;72;80;90.0;43;52;82.7;119;13;5;2;10;0;23;8;0;Matches
372;Reinildo Mandava\Reinildo-Mandava;mz MOZ;DF;fr Lille;25;1994;2.0;0;0.0;0.0;0;67;98;68.4;0;4;0.0;58;75;77.3;9;19;47.4;60;9;2;0;0;23;5;0;0;Matches
373;Sadio Mané\Sadio-Mane;sn SEN;FW;eng Liverpool;27;1992;5.7;2;1.3;+0.7;13;214;262;81.7;1;13;7.7;172;199;86.4;41;50;82.0;46;197;1;2;1;6;19;11;3;Matches
374;Eliaquim Mangala\Eliaquim-Mangala;fr FRA;DF;es Valencia;28;1991;1.0;0;0.0;0.0;0;18;22;81.8;0;0;;12;13;92.3;6;9;66.7;12;6;2;0;0;1;0;0;0;Matches
375;Kostas Manolas\Kostas-Manolas;gr GRE;DF;it Napoli;28;1991;5.0;0;0.0;0.0;0;204;230;88.7;3;3;100.0;158;174;90.8;43;53;81.1;35;173;5;0;0;1;8;0;0;Matches
376;Fernando Marçal\Fernando-Marcal;br BRA;DF;fr Lyon;30;1989;2.8;0;0.1;-0.1;2;134;173;77.5;0;2;0.0;106;121;87.6;28;50;56.0;129;20;4;0;0;16;7;3;2;Matches
377;Marcão\Marcao;br BRA;DF;tr Galatasaray;23;1996;6.0;0;0.0;0.0;1;239;299;79.9;4;12;33.3;185;214;86.4;50;73;68.5;240;22;7;0;0;9;21;0;0;Matches
378;Marcelo\Marcelo;br BRA;DF;es Real Madrid;31;1988;3.0;3;1.4;+1.6;9;168;211;79.6;4;12;33.3;141;160;88.1;23;39;59.0;160;26;0;0;1;23;14;12;5;Matches
379;Marcelo\Marcelo;br BRA;DF;fr Lyon;32;1987;5.0;0;0.0;0.0;1;231;276;83.7;0;1;0.0;135;156;86.5;96;119;80.7;8;232;7;0;0;0;20;0;0;Matches
380;José María Giménez\Jose-Maria-Gimenez;uy URU;DF;es Atlético Madrid;24;1995;2.2;1;0.6;+0.4;2;103;114;90.4;0;0;;73;75;97.3;30;39;76.9;11;96;4;0;0;0;9;0;0;Matches
381;Mariano\Mariano;br BRA;DF;tr Galatasaray;33;1986;6.0;0;0.2;-0.2;6;305;395;77.2;2;12;16.7;240;279;86.0;63;104;60.6;46;285;6;0;0;36;22;10;3;Matches
382;Marko Marin\Marko-Marin;de GER;MF;rs Red Star;30;1989;6.0;2;0.9;+1.1;14;172;246;69.9;2;7;28.6;126;157;80.3;44;82;53.7;14;222;14;2;18;2;22;8;2;Matches
383;Guilherme Marinato\Guilherme-Marinato;ru RUS;GK;ru Loko Moscow;33;1985;5.0;0;0.0;0.0;0;103;162;63.6;1;1;100.0;33;33;100.0;69;128;53.9;1;108;20;0;0;0;1;0;0;Matches
384;João Mário\Joao-Mario;pt POR;MF;ru Loko Moscow;26;1993;3.9;2;0.7;+1.3;8;94;139;67.6;3;10;30.0;69;86;80.2;22;43;51.2;14;115;6;1;8;2;6;2;0;Matches
385;Marlos\Marlos;ua UKR;FWMF;ua Shakhtar;31;1988;4.1;1;0.3;+0.7;4;192;217;88.5;2;5;40.0;163;172;94.8;27;40;67.5;180;32;13;0;3;4;11;5;0;Matches
386;Marquinhos\Marquinhos;br BRA;MFDF;fr Paris S-G;25;1994;6.8;0;0.2;-0.2;1;437;500;87.4;4;9;44.4;330;359;91.9;103;132;78.0;82;387;13;2;0;0;33;4;0;Matches
387;Javi Martínez\Javi-Martinez;es ESP;DFMF;de Bayern Munich;30;1988;3.7;0;0.0;0.0;1;293;311;94.2;2;4;50.0;209;216;96.8;82;91;90.1;52;235;5;0;0;0;20;2;1;Matches
388;Lautaro Martínez\Lautaro-Martinez;ar ARG;FW;it Inter;21;1997;5.8;1;1.4;-0.4;8;67;92;72.8;4;7;57.1;53;71;74.6;10;14;71.4;4;70;0;2;0;2;5;3;0;Matches
389;Lisandro Martínez\Lisandro-Martinez;ar ARG;MFDF;nl Ajax;21;1998;6.0;0;0.1;-0.1;2;288;339;85.0;5;12;41.7;211;232;90.9;72;95;75.8;285;32;7;0;0;2;31;1;0;Matches
390;Andrea Masiello\Andrea-Masiello;it ITA;DF;it Atalanta;33;1986;2.4;0;0.0;0.0;0;119;129;92.2;0;0;;90;93;96.8;29;36;80.6;31;94;5;0;0;0;8;4;0;Matches
391;Lukáš Masopust\Lukas-Masopust;cz CZE;FW;cz Slavia Prague;26;1993;5.3;1;0.5;+0.5;6;135;177;76.3;4;9;44.4;114;137;83.2;17;31;54.8;36;132;0;0;0;2;12;5;0;Matches
392;Giorgos Masouras\Giorgos-Masouras;gr GRE;FWMF;gr Olympiacos;25;1994;4.7;1;0.4;+0.6;7;113;146;77.4;4;9;44.4;87;96;90.6;22;41;53.7;39;101;12;0;12;0;6;1;0;Matches
393;Clinton Mata\Clinton-Mata;ao ANG;DF;be Club Brugge;26;1992;4.0;1;0.0;+1.0;1;127;176;72.2;2;7;28.6;97;110;88.2;28;59;47.5;20;130;9;0;0;15;14;1;0;Matches
394;Joël Matip\Joel-Matip;cm CMR;DF;eng Liverpool;27;1991;1.0;0;0.0;0.0;0;55;63;87.3;1;1;100.0;35;38;92.1;19;24;79.2;7;54;2;0;0;0;3;0;0;Matches
395;Blaise Matuidi\Blaise-Matuidi;fr FRA;MF;it Juventus;32;1987;3.8;0;0.1;-0.1;2;145;169;85.8;2;7;28.6;121;137;88.3;22;25;88.0;127;26;1;0;0;4;15;2;0;Matches
396;Mykola Matviyenko\Mykola-Matviyenko;ua UKR;DF;ua Shakhtar;23;1996;6.0;0;0.2;-0.2;2;290;327;88.7;2;3;66.7;187;203;92.1;101;121;83.5;259;50;15;0;0;0;14;0;0;Matches
397;Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting;cm CMR;FW;fr Paris S-G;30;1989;1.1;0;0.7;-0.7;2;35;45;77.8;2;5;40.0;32;36;88.9;1;4;25.0;6;32;0;1;0;0;1;1;0;Matches
398;Noussair Mazraoui\Noussair-Mazraoui;ma MAR;DFMF;nl Ajax;21;1997;2.5;0;0.0;0.0;1;125;145;86.2;8;10;80.0;107;116;92.2;10;19;52.6;12;108;1;0;0;10;11;4;0;Matches
399;Kylian Mbappé\Kylian-Mbappe;fr FRA;FW;fr Paris S-G;20;1998;4.7;4;2.5;+1.5;7;160;202;79.2;10;17;58.8;133;157;84.7;17;28;60.7;41;155;0;0;1;2;10;5;0;Matches
400;Brandon Mechele\Brandon-Mechele;be BEL;DF;be Club Brugge;26;1993;5.0;0;0.0;0.0;0;175;193;90.7;0;0;;112;116;96.6;63;77;81.8;30;143;3;0;0;2;7;0;0;Matches
401;Arthur Melo\Arthur-Melo;br BRA;MF;es Barcelona;22;1996;3.3;1;0.7;+0.3;2;248;282;87.9;5;13;38.5;181;191;94.8;62;78;79.5;9;264;9;0;10;2;30;5;0;Matches
402;Thiago Mendes\Thiago-Mendes;br BRA;MF;fr Lyon;27;1992;4.4;0;0.1;-0.1;4;223;258;86.4;3;9;33.3;166;181;91.7;54;68;79.4;41;204;5;1;0;1;28;2;0;Matches
403;Benjamin Mendy\Benjamin-Mendy;fr FRA;DF;eng Manchester City;25;1994;4.9;1;1.2;-0.2;4;406;473;85.8;9;18;50.0;321;346;92.8;76;109;69.7;391;40;3;0;0;30;33;10;6;Matches
404;Ferland Mendy\Ferland-Mendy;fr FRA;DF;es Real Madrid;24;1995;3.5;0;0.3;-0.3;4;196;224;87.5;2;6;33.3;160;175;91.4;34;43;79.1;121;65;2;0;0;27;4;5;3;Matches
405;Alex Meret\Alex-Meret;it ITA;GK;it Napoli;22;1997;6.0;0;0.0;0.0;0;144;180;80.0;1;1;100.0;76;76;100.0;67;103;65.0;119;40;15;0;0;0;0;0;0;Matches
406;Yassine Meriah\Yassine-Meriah;tn TUN;DF;gr Olympiacos;26;1993;6.0;0;0.0;0.0;0;239;282;84.8;0;0;;138;159;86.8;101;123;82.1;29;223;10;0;0;0;8;0;0;Matches
407;Dries Mertens\Dries-Mertens;be BEL;FW;it Napoli;32;1987;5.5;1;0.5;+0.5;8;120;189;63.5;6;16;37.5;86;111;77.5;28;62;45.2;15;158;1;1;15;7;13;4;0;Matches
408;Lionel Messi\Lionel-Messi;ar ARG;FW;es Barcelona;32;1987;5.3;3;2.9;+0.1;14;250;314;79.6;3;10;30.0;194;233;83.3;53;71;74.6;296;13;12;10;5;0;29;21;1;Matches
409;Thomas Meunier\Thomas-Meunier;be BEL;DF;fr Paris S-G;27;1991;5.0;0;0.6;-0.6;4;243;297;81.8;6;10;60.0;195;222;87.8;42;65;64.6;29;217;2;1;0;35;11;2;0;Matches
410;Simon Mignolet\Simon-Mignolet;be BEL;GK;be Club Brugge;31;1988;6.0;0;0.0;0.0;0;140;195;71.8;0;0;;72;72;100.0;68;123;55.3;26;144;12;0;0;0;2;0;0;Matches
411;Arkadiusz Milik\Arkadiusz-Milik;pl POL;FW;it Napoli;25;1994;2.3;0;0.5;-0.5;2;54;61;88.5;0;2;0.0;44;46;95.7;10;13;76.9;51;6;1;1;0;0;3;2;0;Matches
412;Éder Militão\Eder-Militao;br BRA;DF;es Real Madrid;21;1998;2.0;0;0.0;0.0;0;110;125;88.0;1;1;100.0;73;79;92.4;36;45;80.0;17;101;5;0;0;0;1;0;0;Matches
413;James Milner\James-Milner;eng ENG;MFDF;eng Liverpool;33;1986;4.2;1;0.4;+0.6;9;309;373;82.8;4;10;40.0;244;267;91.4;61;96;63.5;37;304;2;0;15;24;24;5;3;Matches
414;Nemanja Milunović\Nemanja-Milunovic;rs SRB;DF;rs Red Star;30;1989;6.0;0;0.0;0.0;0;216;262;82.4;2;5;40.0;130;149;87.2;84;108;77.8;36;204;19;1;0;0;14;1;0;Matches
415;Takumi Minamino\Takumi-Minamino;jp JPN;MF;at RB Salzburg;24;1995;5.7;3;2.2;+0.8;11;163;210;77.6;8;16;50.0;131;150;87.3;24;44;54.5;56;143;1;3;0;3;23;10;2;Matches
416;Aleksei Miranchuk\Aleksei-Miranchuk;ru RUS;MFFW;ru Loko Moscow;23;1995;4.0;0;0.9;-0.9;8;116;154;75.3;8;18;44.4;84;99;84.8;24;37;64.9;116;22;4;3;5;4;6;8;0;Matches
