"id";"name";"nation";"position";"team";"age";"born";"90s";"Ast";"xA";"A-xA";"KP";"Cmp";"Att";"CmpPER";"shortCmp";"shortAtt";"shortCmpPER";"mediumCmp";"mediumAtt";"mediumCmpPER";"longCmp";"longAtt";"longCmpPER";"Left";"Right";"FK";"TB";"CK";"TI";"1/3";"PPA";"CrsPA";"Matches"
539;Mbwana Samatta\Mbwana-Samatta;tz TAN;FWMF;be Genk;26;1992;5.7;0;0.0;0.0;1;101;139;72.7;4;8;50.0;85;109;78.0;12;22;54.5;21;99;1;0;1;5;8;2;0;Matches
540;Renato Sanches\Renato-Sanches;pt POR;MFFW;fr Lille;21;1997;1.3;0;0.1;-0.1;1;54;76;71.1;1;3;33.3;46;58;79.3;7;15;46.7;3;69;1;0;6;2;7;1;0;Matches
541;Alexis Sánchez\Alexis-Sanchez;cl CHI;FW;it Inter;30;1988;0.7;1;0.4;+0.6;2;21;23;91.3;0;0;;19;20;95.0;2;3;66.7;3;17;0;2;0;0;1;0;0;Matches
542;Davinson Sánchez\Davinson-Sanchez;co COL;DF;eng Tottenham;23;1996;5.0;0;0.1;-0.1;1;333;374;89.0;2;3;66.7;220;238;92.4;111;133;83.5;44;294;16;0;0;10;23;2;1;Matches
543;Jadon Sancho\Jadon-Sancho;eng ENG;FWMF;de Dortmund;19;2000;6.2;2;1.3;+0.7;13;289;348;83.0;8;12;66.7;253;294;86.1;28;42;66.7;43;300;3;3;4;1;11;14;0;Matches
544;Alex Sandro\Alex-Sandro;br BRA;DF;it Juventus;28;1991;5.0;2;0.9;+1.1;9;387;447;86.6;4;7;57.1;318;344;92.4;65;96;67.7;371;23;10;1;0;41;28;13;6;Matches
545;Douglas Santos\Douglas-Santos;br BRA;DFMF;ru Zenit;25;1994;5.6;1;0.2;+0.8;4;200;274;73.0;3;11;27.3;154;176;87.5;43;87;49.4;205;26;6;0;11;32;12;4;3;Matches
546;Pablo Sarabia\Pablo-Sarabia;es ESP;FWMF;fr Paris S-G;27;1992;3.1;1;1.7;-0.7;6;99;122;81.1;1;8;12.5;88;98;89.8;10;16;62.5;95;23;0;0;0;1;7;5;1;Matches
547;Marcelo Saracchi\Marcelo-Saracchi;uy URU;DF;de RB Leipzig;21;1998;1.8;0;0.3;-0.3;1;76;99;76.8;1;7;14.3;66;77;85.7;9;15;60.0;75;3;1;0;0;18;6;1;1;Matches
548;Stefan Savić\Stefan-Savic;me MNE;DF;es Atlético Madrid;28;1991;2.0;0;0.0;0.0;0;40;46;87.0;0;0;;23;26;88.5;17;20;85.0;2;41;2;0;0;0;5;0;0;Matches
549;Patrik Schick\Patrik-Schick;cz CZE;FW;de RB Leipzig;23;1996;1.1;0;0.0;0.0;1;17;24;70.8;3;4;75.0;11;17;64.7;3;3;100.0;14;5;0;0;0;0;1;2;0;Matches
550;Marcel Schmelzer\Marcel-Schmelzer;de GER;FW;de Dortmund;31;1988;0.0;0;0.0;0.0;0;0;0;;0;0;;0;0;;0;0;;0;0;0;0;0;0;0;0;0;Matches
551;Siebe Schrijvers\Siebe-Schrijvers;be BEL;MFFW;be Club Brugge;23;1996;0.8;0;0.1;-0.1;1;27;43;62.8;0;2;0.0;24;34;70.6;3;7;42.9;9;26;3;0;1;4;0;2;0;Matches
552;Nico Schulz\Nico-Schulz;de GER;DFMF;de Dortmund;26;1993;2.5;0;0.0;0.0;0;121;139;87.1;2;7;28.6;107;114;93.9;12;18;66.7;100;24;1;0;0;13;6;3;1;Matches
553;Perr Schuurs\Perr-Schuurs;nl NED;DF;nl Ajax;19;1999;1.2;0;0.0;0.0;0;59;67;88.1;0;1;0.0;34;37;91.9;25;29;86.2;5;59;1;0;0;0;1;0;0;Matches
554;Haris Seferović\Haris-Seferovic;ch SUI;FW;pt Benfica;27;1992;2.3;0;0.1;-0.1;3;39;52;75.0;2;4;50.0;34;43;79.1;3;5;60.0;33;16;0;0;0;0;0;1;0;Matches
555;Nélson Semedo\Nelson-Semedo;pt POR;DF;es Barcelona;25;1993;5.0;1;0.9;+0.1;4;301;338;89.1;9;14;64.3;255;279;91.4;37;45;82.2;29;271;4;2;0;32;23;1;0;Matches
556;Rúben Semedo\Ruben-Semedo;pt POR;DF;gr Olympiacos;25;1994;6.0;0;0.0;0.0;0;211;242;87.2;1;3;33.3;132;140;94.3;78;99;78.8;23;210;8;0;0;0;6;1;0;Matches
557;Stefano Sensi\Stefano-Sensi;it ITA;MF;it Inter;23;1995;2.1;1;1.0;0.0;7;98;130;75.4;1;1;100.0;76;94;80.9;21;35;60.0;24;100;9;1;5;0;9;2;0;Matches
558;Jean Seri\Jean-Seri;ci CIV;MF;tr Galatasaray;28;1991;5.3;0;0.4;-0.4;9;285;335;85.1;3;14;21.4;211;228;92.5;71;93;76.3;44;278;14;1;14;0;21;2;0;Matches
559;Ryan Sessegnon\Ryan-Sessegnon;eng ENG;FW;eng Tottenham;19;2000;1.2;1;0.4;+0.6;3;24;27;88.9;0;0;;20;23;87.0;4;4;100.0;22;2;0;0;0;1;2;4;3;Matches
560;Petr Ševčík\Petr-Sevcik;cz CZE;MF;cz Slavia Prague;25;1994;5.0;0;0.5;-0.5;7;236;282;83.7;2;8;25.0;203;235;86.4;31;39;79.5;37;227;8;0;1;2;18;4;0;Matches
561;Xherdan Shaqiri\Xherdan-Shaqiri;ch SUI;MF;eng Liverpool;27;1991;0.0;0;0.0;0.0;0;4;4;100.0;0;0;;4;4;100.0;0;0;;2;2;0;0;0;0;0;0;0;Matches
562;Oleg Shatov\Oleg-Shatov;ru RUS;MF;ru Zenit;29;1990;2.6;0;0.1;-0.1;2;94;121;77.7;2;5;40.0;76;91;83.5;16;25;64.0;24;82;3;1;4;4;4;1;0;Matches
563;Danylo Sikan\Danylo-Sikan;ua UKR;FW;ua Shakhtar;18;2001;0.0;0;0.0;0.0;0;2;2;100.0;0;0;;2;2;100.0;0;0;;0;0;0;0;0;0;0;0;0;Matches
564;Bernardo Silva\Bernardo-Silva;pt POR;FWMF;eng Manchester City;24;1994;4.6;1;0.4;+0.6;3;270;299;90.3;10;16;62.5;218;235;92.8;42;48;87.5;262;24;1;1;5;7;17;6;2;Matches
565;David Silva\David-Silva;es ESP;MF;eng Manchester City;33;1986;1.2;0;0.2;-0.2;1;79;93;84.9;3;7;42.9;67;77;87.0;9;9;100.0;82;6;1;1;0;1;5;4;0;Matches
566;Rafa Silva\Rafa-Silva;pt POR;FWMF;pt Benfica;26;1993;1.4;1;0.5;+0.5;2;46;58;79.3;1;5;20.0;40;46;87.0;5;7;71.4;4;52;0;0;0;1;3;1;0;Matches
567;Thiago Silva\Thiago-Silva;br BRA;DF;fr Paris S-G;34;1984;6.0;0;0.0;0.0;1;380;408;93.1;3;4;75.0;284;294;96.6;93;110;84.5;24;356;11;1;0;1;27;0;0;Matches
568;Daley Sinkgraven\Daley-Sinkgraven;nl NED;DFMF;de Leverkusen;24;1995;1.1;0;0.0;0.0;0;78;85;91.8;1;2;50.0;61;64;95.3;16;19;84.2;70;9;1;0;0;5;7;0;0;Matches
569;Moussa Sissoko\Moussa-Sissoko;fr FRA;MFFW;eng Tottenham;29;1989;4.6;1;0.2;+0.8;3;222;251;88.4;4;11;36.4;177;191;92.7;41;49;83.7;33;206;1;0;0;2;20;1;0;Matches
570;Mario Šitum\Mario-Situm;hr CRO;MF;hr Dinamo Zagreb;27;1992;0.0;0;0.0;0.0;0;0;0;;0;0;;0;0;;0;0;;0;0;0;0;0;0;0;0;0;Matches
571;Oliver Skipp\Oliver-Skipp;eng ENG;MFFW;eng Tottenham;18;2000;0.3;0;0.0;0.0;0;17;17;100.0;0;0;;14;14;100.0;3;3;100.0;1;16;1;0;0;0;0;0;0;Matches
572;Milan Škoda\Milan-Skoda;cz CZE;FWMF;cz Slavia Prague;33;1986;0.8;1;0.4;+0.6;1;16;22;72.7;0;1;0.0;16;20;80.0;0;1;0.0;3;14;0;0;0;0;0;0;0;Matches
573;Milan Škriniar\Milan-Skriniar;sk SVK;DF;it Inter;24;1995;6.0;0;0.1;-0.1;3;279;330;84.5;4;6;66.7;199;213;93.4;76;111;68.5;64;237;12;0;0;3;14;0;0;Matches
574;Igor Smolnikov\Igor-Smolnikov;ru RUS;DF;ru Zenit;30;1988;1.5;0;0.0;0.0;0;56;69;81.2;1;1;100.0;43;52;82.7;12;16;75.0;3;55;2;1;1;6;2;1;0;Matches
575;Fyodor Smolov\Fyodor-Smolov;ru RUS;FW;ru Loko Moscow;29;1990;2.2;0;0.0;0.0;1;38;50;76.0;1;2;50.0;29;37;78.4;8;11;72.7;4;36;0;0;0;0;1;2;0;Matches
576;Eduard Sobol\Eduard-Sobol;ua UKR;DF;be Club Brugge;24;1995;2.9;0;0.0;0.0;0;86;115;74.8;0;5;0.0;76;89;85.4;10;21;47.6;86;7;1;1;0;13;11;2;0;Matches
577;Carlos Soler\Carlos-Soler;es ESP;MF;es Valencia;22;1997;3.4;0;0.0;0.0;0;68;90;75.6;0;3;0.0;61;77;79.2;7;10;70.0;8;73;0;0;0;0;3;1;0;Matches
578;Manor Solomon\Manor-Solomon;il ISR;FWMF;ua Shakhtar;20;1999;1.5;0;0.0;0.0;1;32;42;76.2;0;2;0.0;26;31;83.9;6;9;66.7;1;40;1;0;3;1;2;1;1;Matches
579;Tomáš Souček\Tomas-Soucek;cz CZE;MF;cz Slavia Prague;24;1995;6.0;0;0.2;-0.2;5;259;310;83.5;4;10;40.0;168;199;84.4;87;101;86.1;40;237;13;1;0;1;26;2;1;Matches
580;Adama Soumaoro\Adama-Soumaoro;fr FRA;DF;fr Lille;27;1992;1.0;0;0.0;0.0;0;26;31;83.9;1;2;50.0;19;20;95.0;6;9;66.7;1;23;0;0;0;5;4;0;0;Matches
581;Boubakary Soumaré\Boubakary-Soumare;fr FRA;MF;fr Lille;20;1999;5.9;0;0.6;-0.6;6;243;278;87.4;3;6;50.0;173;193;89.6;67;79;84.8;37;220;5;0;0;0;36;2;0;Matches
582;Nicolae Stanciu\Nicolae-Stanciu;ro ROU;MF;cz Slavia Prague;26;1993;5.1;0;1.3;-1.3;11;211;288;73.3;3;18;16.7;157;179;87.7;51;91;56.0;48;233;13;1;25;1;18;9;1;Matches
583;Cican Stankovic\Cican-Stankovic;at AUT;GK;at RB Salzburg;26;1992;3.4;0;0.0;0.0;0;56;86;65.1;0;0;;29;29;100.0;27;57;47.4;10;63;3;0;0;0;0;0;0;Matches
584;Taras Stepanenko\Taras-Stepanenko;ua UKR;MF;ua Shakhtar;29;1989;6.0;0;0.0;0.0;0;257;292;88.0;5;11;45.5;174;193;90.2;78;88;88.6;204;71;12;1;0;0;16;0;0;Matches
585;Raheem Sterling\Raheem-Sterling;eng ENG;FW;eng Manchester City;24;1994;4.8;2;2.1;-0.1;12;147;183;80.3;5;15;33.3;134;151;88.7;8;17;47.1;21;152;2;0;0;5;4;11;1;Matches
586;Petar Stojanović\Petar-Stojanovic;si SVN;DF;hr Dinamo Zagreb;23;1995;5.6;1;0.5;+0.5;1;154;215;71.6;2;10;20.0;130;158;82.3;22;47;46.8;11;144;2;0;0;42;13;4;4;Matches
587;John Stones\John-Stones;eng ENG;DF;eng Manchester City;25;1994;0.5;0;0.0;0.0;0;19;19;100.0;0;0;;11;11;100.0;8;8;100.0;3;15;0;0;0;0;0;0;0;Matches
588;Luis Suárez\Luis-Suarez;uy URU;FW;es Barcelona;32;1987;4.3;2;1.1;+0.9;11;98;134;73.1;4;13;30.8;75;98;76.5;19;23;82.6;26;96;0;1;0;1;8;4;1;Matches
589;Niklas Süle\Niklas-Sule;de GER;DF;de Bayern Munich;23;1995;2.0;0;0.0;0.0;0;124;137;90.5;0;2;0.0;71;74;95.9;53;61;86.9;24;105;0;0;0;2;15;2;0;Matches
590;Aleksei Sutormin\Aleksei-Sutormin;ru RUS;MF;ru Zenit;25;1994;0.3;0;0.0;0.0;0;8;11;72.7;1;2;50.0;6;8;75.0;1;1;100.0;2;8;0;0;0;1;0;0;0;Matches
591;Wojciech Szczęsny\Wojciech-Szczesny;pl POL;GK;it Juventus;29;1990;6.0;0;0.0;0.0;0;161;175;92.0;1;1;100.0;87;87;100.0;73;87;83.9;22;117;3;0;0;0;0;0;0;Matches
592;Dominik Szoboszlai\Dominik-Szoboszlai;hu HUN;MF;at RB Salzburg;18;2000;4.4;0;0.6;-0.6;5;159;199;79.9;8;13;61.5;121;133;91.0;30;53;56.6;20;166;3;1;8;4;17;4;0;Matches
593;Adel Taarabt\Adel-Taarabt;ma MAR;MF;pt Benfica;30;1989;4.0;1;0.9;+0.1;4;209;242;86.4;3;6;50.0;158;182;86.8;48;54;88.9;12;225;3;0;3;0;30;2;0;Matches
594;Dušan Tadić\Dusan-Tadic;rs SRB;FW;nl Ajax;30;1988;6.0;3;1.1;+1.9;11;152;194;78.4;8;18;44.4;123;148;83.1;21;28;75.0;149;33;1;1;0;4;18;6;1;Matches
595;Nicolás Tagliafico\Nicolas-Tagliafico;ar ARG;DF;nl Ajax;26;1992;6.0;1;0.4;+0.6;3;261;332;78.6;3;23;13.0;231;261;88.5;27;48;56.3;225;20;3;0;0;59;18;11;3;Matches
596;Jonathan Tah\Jonathan-Tah;de GER;DF;de Leverkusen;23;1996;5.0;0;0.1;-0.1;2;346;379;91.3;2;7;28.6;222;238;93.3;122;134;91.0;53;306;3;0;0;1;29;3;1;Matches
597;Taison\Taison;br BRA;MFFW;ua Shakhtar;31;1988;5.0;0;0.8;-0.8;8;274;305;89.8;12;19;63.2;213;229;93.0;49;57;86.0;15;281;7;3;1;2;20;18;1;Matches
598;Laco Takács\Laco-Takacs;cz CZE;DF;cz Slavia Prague;23;1996;1.0;0;0.0;0.0;0;40;45;88.9;0;0;;27;29;93.1;13;16;81.3;7;31;1;0;0;0;4;0;0;Matches
599;Adrien Tameze\Adrien-Tameze;cm CMR;MF;it Atalanta;25;1994;0.0;0;0.0;0.0;0;0;0;;0;0;;0;0;;0;0;;0;0;0;0;0;0;0;0;0;Matches
600;Percy Tau\Percy-Tau;za RSA;FW;be Club Brugge;25;1994;2.7;1;0.6;+0.4;3;57;82;69.5;0;4;0.0;54;69;78.3;3;9;33.3;54;21;0;0;3;1;0;3;1;Matches
601;David Tavares\David-Tavares;pt POR;MF;pt Benfica;20;1999;0.3;0;0.0;0.0;0;8;8;100.0;0;0;;6;6;100.0;2;2;100.0;6;2;0;0;0;0;0;0;0;Matches
602;Tomás Tavares\Tomas-Tavares;pt POR;DF;pt Benfica;18;2001;5.0;0;0.4;-0.4;5;256;307;83.4;8;19;42.1;228;250;91.2;20;38;52.6;21;228;4;0;0;51;17;4;1;Matches
603;Stanislav Tecl\Stanislav-Tecl;cz CZE;FW;cz Slavia Prague;28;1990;1.5;0;0.1;-0.1;1;24;37;64.9;0;3;0.0;20;27;74.1;4;7;57.1;6;27;0;0;0;0;1;1;0;Matches
604;Marc-André ter Stegen\Marc-Andre-ter-Stegen;de GER;GK;es Barcelona;27;1992;6.0;0;0.0;0.0;0;159;190;83.7;0;0;;96;96;100.0;63;94;67.0;30;127;10;0;0;0;0;0;0;Matches
605;Martin Terrier\Martin-Terrier;fr FRA;FWMF;fr Lyon;22;1997;2.7;0;0.3;-0.3;2;58;82;70.7;0;1;0.0;52;68;76.5;6;13;46.2;8;61;0;0;0;0;3;1;0;Matches
606;Tetê\Tete;br BRA;MF;ua Shakhtar;19;2000;1.7;0;0.5;-0.5;5;45;56;80.4;1;4;25.0;39;44;88.6;5;8;62.5;38;14;1;0;3;0;2;1;0;Matches
607;Kenny Tete\Kenny-Tete;nl NED;DF;fr Lyon;23;1995;1.1;0;0.2;-0.2;2;47;65;72.3;1;3;33.3;36;44;81.8;10;18;55.6;4;44;0;0;0;14;3;0;0;Matches
608;Kévin Théophile-Catherine\Kevin-Theophile-Catherine;fr FRA;DF;hr Dinamo Zagreb;29;1989;4.8;2;0.6;+1.4;4;106;165;64.2;3;6;50.0;73;97;75.3;30;62;48.4;10;129;6;1;0;8;12;4;1;Matches
609;Jean-Clair Todibo\Jean-Clair-Todibo;fr FRA;DF;es Barcelona;19;1999;1.0;0;0.0;0.0;0;47;55;85.5;0;0;;42;45;93.3;5;10;50.0;2;50;1;0;0;0;3;0;0;Matches
610;Karl Toko Ekambi\Karl-Toko-Ekambi;cm CMR;FW;fr Lyon;26;1992;0.7;0;0.2;-0.2;2;16;21;76.2;2;2;100.0;12;13;92.3;2;6;33.3;1;19;0;0;0;0;1;0;0;Matches
611;Corentin Tolisso\Corentin-Tolisso;fr FRA;MF;de Bayern Munich;24;1994;3.4;4;0.6;+3.4;7;214;245;87.3;3;6;50.0;158;177;89.3;53;62;85.5;26;208;2;2;0;2;37;5;1;Matches
612;Rafael Tolói\Rafael-Toloi;br BRA;DF;it Atalanta;28;1990;6.0;0;0.1;-0.1;1;248;308;80.5;2;8;25.0;178;198;89.9;68;102;66.7;22;266;12;0;0;11;26;0;0;Matches
613;Tomané\Tomane;pt POR;FW;rs Red Star;26;1992;2.3;0;0.1;-0.1;1;21;35;60.0;0;1;0.0;19;29;65.5;2;5;40.0;5;16;0;0;0;0;0;0;0;Matches
614;Raúl de Tomás\Raul-de-Tomas;es ESP;FW;pt Benfica;24;1994;1.3;0;0.1;-0.1;1;26;28;92.9;0;0;;20;22;90.9;6;6;100.0;5;19;0;0;0;0;2;0;0;Matches
615;Fikayo Tomori\Fikayo-Tomori;eng ENG;DF;eng Chelsea;21;1997;4.0;1;0.4;+0.6;2;222;256;86.7;1;2;50.0;150;158;94.9;71;96;74.0;67;163;2;0;0;5;17;2;1;Matches
616;Vasilis Torosidis\Vasilis-Torosidis;gr GRE;DF;gr Olympiacos;34;1985;1.0;0;0.0;0.0;1;27;40;67.5;0;1;0.0;20;27;74.1;7;12;58.3;3;21;1;0;0;11;0;1;0;Matches
617;Ferrán Torres\Ferran-Torres;es ESP;MF;es Valencia;19;2000;4.3;1;1.6;-0.6;7;113;153;73.9;1;9;11.1;95;116;81.9;17;28;60.7;16;129;3;1;0;1;10;6;0;Matches
618;Lucas Tousart\Lucas-Tousart;fr FRA;MF;fr Lyon;22;1997;6.7;1;0.0;+1.0;1;226;271;83.4;8;17;47.1;169;193;87.6;49;61;80.3;44;198;4;0;0;0;21;2;0;Matches
619;Bertrand Traoré\Bertrand-Traore;bf BFA;MFFW;fr Lyon;23;1995;2.5;0;0.1;-0.1;4;84;122;68.9;3;6;50.0;62;78;79.5;19;38;50.0;108;11;5;0;8;0;6;3;0;Matches
620;Ibrahim Traoré\Ibrahim-Traore;ci CIV;MFFW;cz Slavia Prague;30;1988;1.9;0;0.0;0.0;0;62;73;84.9;0;1;0.0;48;56;85.7;14;16;87.5;2;69;1;0;0;0;5;2;0;Matches
621;Kieran Trippier\Kieran-Trippier;eng ENG;DF;es Atlético Madrid;28;1990;4.0;1;0.6;+0.4;11;245;322;76.1;4;7;57.1;193;221;87.3;48;94;51.1;15;248;5;0;16;50;12;7;2;Matches
622;Kostas Tsimikas\Kostas-Tsimikas;gr GRE;DF;gr Olympiacos;23;1996;6.0;1;1.2;-0.2;11;212;280;75.7;1;9;11.1;150;174;86.2;61;97;62.9;178;42;6;0;3;54;16;12;11;Matches
623;Andreas Ulmer\Andreas-Ulmer;at AUT;DF;at RB Salzburg;33;1985;6.0;0;0.4;-0.4;7;220;329;66.9;4;10;40.0;165;218;75.7;51;101;50.5;191;51;6;2;6;66;26;14;4;Matches
624;Samuel Umtiti\Samuel-Umtiti;fr FRA;DF;es Barcelona;25;1993;3.0;0;0.1;-0.1;1;219;230;95.2;0;2;0.0;144;146;98.6;75;82;91.5;162;57;3;0;0;0;21;0;0;Matches
625;Dayot Upamecano\Dayot-Upamecano;fr FRA;DF;de RB Leipzig;20;1998;4.3;0;0.0;0.0;1;310;355;87.3;1;3;33.3;215;234;91.9;94;118;79.7;43;297;9;0;0;0;49;1;0;Matches
626;Jere Uronen\Jere-Uronen;fi FIN;DF;be Genk;25;1994;3.0;0;0.1;-0.1;1;113;147;76.9;1;6;16.7;90;106;84.9;22;35;62.9;92;13;9;1;0;32;11;4;1;Matches
627;Mathieu Valbuena\Mathieu-Valbuena;fr FRA;MF;gr Olympiacos;34;1984;1.2;1;0.3;+0.7;4;62;70;88.6;4;5;80.0;52;57;91.2;6;8;75.0;3;66;3;0;1;1;4;1;1;Matches
628;Borja Valero\Borja-Valero;es ESP;MF;it Inter;34;1985;1.7;0;0.6;-0.6;3;73;79;92.4;3;4;75.0;55;59;93.2;15;16;93.8;5;69;7;0;0;0;3;3;0;Matches
629;Albert Vallci\Albert-Vallci;at AUT;DF;at RB Salzburg;24;1995;0.0;0;0.0;0.0;0;0;0;;0;0;;0;0;;0;0;;0;0;0;0;0;0;0;0;0;Matches
630;Manu Vallejo\Manu-Vallejo;es ESP;FWMF;es Valencia;22;1997;0.8;0;0.0;0.0;1;8;16;50.0;0;4;0.0;8;12;66.7;0;0;;1;12;0;0;0;0;0;1;0;Matches
631;Federico Valverde\Federico-Valverde;uy URU;MF;es Real Madrid;21;1998;3.8;0;0.6;-0.6;4;188;217;86.6;5;14;35.7;160;174;92.0;23;29;79.3;12;188;0;0;0;0;25;2;0;Matches
632;Hans Vanaken\Hans-Vanaken;be BEL;MF;be Club Brugge;26;1992;6.0;0;0.7;-0.7;7;247;289;85.5;8;13;61.5;180;205;87.8;59;71;83.1;84;181;9;2;0;6;24;3;0;Matches
633;Maarten Vandevoordt\Maarten-Vandevoordt;be BEL;GK;be Genk;17;2002;1.0;0;0.0;0.0;0;20;29;69.0;0;0;;8;8;100.0;12;21;57.1;2;24;1;0;0;0;0;0;0;Matches
634;Raphaël Varane\Raphael-Varane;fr FRA;DF;es Real Madrid;26;1993;7.0;0;0.0;0.0;0;398;444;89.6;2;3;66.7;244;262;93.1;152;179;84.9;161;259;10;0;0;1;23;0;0;Matches
635;Lucas Vázquez\Lucas-Vazquez;es ESP;FWMF;es Real Madrid;28;1991;1.0;0;0.3;-0.3;3;49;61;80.3;1;4;25.0;42;48;87.5;6;9;66.7;7;52;0;0;0;2;3;3;1;Matches
636;Matías Vecino\Matias-Vecino;uy URU;MF;it Inter;27;1991;2.6;0;0.6;-0.6;4;57;92;62.0;2;5;40.0;43;70;61.4;12;17;70.6;7;75;0;1;0;1;6;4;0;Matches
637;Joël Veltman\Joel-Veltman;nl NED;DF;nl Ajax;27;1992;4.7;0;0.0;0.0;0;211;240;87.9;0;0;;138;155;89.0;73;85;85.9;60;157;11;0;0;3;10;0;0;Matches
638;Marco Verratti\Marco-Verratti;it ITA;MF;fr Paris S-G;26;1992;6.2;0;1.5;-1.5;9;540;583;92.6;11;20;55.0;456;473;96.4;73;90;81.1;44;524;24;4;0;4;42;14;1;Matches
639;Jan Vertonghen\Jan-Vertonghen;be BEL;DF;eng Tottenham;32;1987;2.8;0;0.0;0.0;0;171;191;89.5;0;1;0.0;108;115;93.9;63;75;84.0;123;54;2;0;0;2;5;0;0;Matches
640;Arturo Vidal\Arturo-Vidal;cl CHI;MFFW;es Barcelona;32;1987;3.7;1;0.5;+0.5;6;212;239;88.7;7;11;63.6;183;198;92.4;22;30;73.3;29;192;1;0;1;0;8;2;0;Matches
641;Vitolo\Vitolo;es ESP;FWMF;es Atlético Madrid;29;1989;1.3;0;0.0;0.0;0;38;46;82.6;1;1;100.0;34;40;85.0;3;5;60.0;5;37;1;0;0;0;3;2;0;Matches
642;Odisseas Vlachodimos\Odisseas-Vlachodimos;gr GRE;GK;pt Benfica;25;1994;6.0;0;0.0;0.0;0;148;183;80.9;0;0;;79;79;100.0;69;104;66.3;15;128;15;0;0;0;0;0;0;Matches
643;Thibault Vlietinck\Thibault-Vlietinck;be BEL;DF;be Club Brugge;21;1997;0.8;0;0.1;-0.1;1;26;37;70.3;1;2;50.0;22;30;73.3;3;5;60.0;6;26;0;0;0;3;2;0;0;Matches
644;Kevin Volland\Kevin-Volland;de GER;FW;de Leverkusen;27;1992;5.1;0;0.3;-0.3;6;110;148;74.3;6;12;50.0;91;111;82.0;13;25;52.0;101;34;0;1;0;2;10;6;3;Matches
645;Ruud Vormer\Ruud-Vormer;nl NED;MF;be Club Brugge;31;1988;2.9;0;1.1;-1.1;9;93;114;81.6;3;4;75.0;71;80;88.8;19;30;63.3;11;92;8;0;12;2;5;4;0;Matches
646;Stefan de Vrij\Stefan-de-Vrij;nl NED;DF;it Inter;27;1992;6.0;1;0.3;+0.7;2;312;347;89.9;9;9;100.0;206;217;94.9;97;121;80.2;72;245;5;0;0;1;9;1;0;Matches
647;Šime Vrsaljko\Sime-Vrsaljko;hr CRO;DF;es Atlético Madrid;27;1992;1.0;0;0.0;0.0;0;18;32;56.3;0;2;0.0;10;15;66.7;8;15;53.3;1;17;0;0;0;10;1;0;0;Matches
648;Aleksa Vukanović\Aleksa-Vukanovic;rs SRB;FWMF;rs Red Star;27;1992;1.9;0;0.0;0.0;1;18;28;64.3;0;3;0.0;14;17;82.4;4;8;50.0;5;16;0;0;0;0;4;0;0;Matches
649;Miloš Vulić\Milos-Vulic;rs SRB;MF;rs Red Star;22;1996;2.0;0;0.1;-0.1;1;74;87;85.1;0;0;;45;54;83.3;29;33;87.9;4;80;1;1;0;0;10;0;0;Matches
650;Moussa Wagué\Moussa-Wague;sn SEN;DF;es Barcelona;20;1998;1.0;0;0.0;0.0;1;64;76;84.2;1;2;50.0;58;65;89.2;5;9;55.6;8;61;0;0;0;6;7;1;1;Matches
651;Kyle Walker\Kyle-Walker;eng ENG;DF;eng Manchester City;29;1990;2.9;0;0.0;0.0;0;159;183;86.9;2;4;50.0;120;129;93.0;37;50;74.0;5;151;3;0;0;15;21;2;0;Matches
652;Kyle Walker-Peters\Kyle-Walker-Peters;eng ENG;DF;eng Tottenham;22;1997;1.0;0;0.0;0.0;1;33;42;78.6;0;3;0.0;30;32;93.8;3;7;42.9;1;28;0;0;0;11;2;1;1;Matches
653;Victor Wanyama\Victor-Wanyama;ke KEN;MF;eng Tottenham;28;1991;0.1;0;0.0;0.0;0;5;6;83.3;0;0;;4;4;100.0;1;2;50.0;2;3;0;0;0;0;0;0;0;Matches
654;Daniel Wass\Daniel-Wass;dk DEN;DFMF;es Valencia;30;1989;7.0;0;0.8;-0.8;7;325;411;79.1;13;25;52.0;253;291;86.9;59;95;62.1;23;297;14;0;0;59;27;6;2;Matches
655;Julian Weigl\Julian-Weigl;de GER;MFDF;de Dortmund;23;1995;3.8;0;0.0;0.0;0;280;296;94.6;0;1;0.0;181;191;94.8;99;104;95.2;26;260;12;1;0;0;14;1;0;Matches
656;Mitchell Weiser\Mitchell-Weiser;de GER;DF;de Leverkusen;25;1994;3.0;0;0.4;-0.4;2;192;240;80.0;3;17;17.6;169;187;90.4;20;36;55.6;25;166;1;1;0;43;15;7;0;Matches
657;Wendell\Wendell;br BRA;DF;de Leverkusen;26;1993;3.9;0;0.1;-0.1;2;290;321;90.3;2;5;40.0;239;256;93.4;49;60;81.7;258;29;5;0;0;23;22;0;0;Matches
658;Timo Werner\Timo-Werner;de GER;FWMF;de RB Leipzig;23;1996;5.4;1;0.8;+0.2;8;180;227;79.3;7;17;41.2;154;185;83.2;19;25;76.0;37;172;1;1;1;9;6;8;5;Matches
659;Georginio Wijnaldum\Georginio-Wijnaldum;nl NED;MF;eng Liverpool;28;1990;4.9;0;0.2;-0.2;3;268;295;90.8;6;10;60.0;225;241;93.4;37;44;84.1;36;246;2;1;0;3;31;1;0;Matches
660;Willian\Willian;br BRA;FW;eng Chelsea;30;1988;5.9;1;1.8;-0.8;20;196;274;71.5;4;15;26.7;147;182;80.8;45;77;58.4;31;233;4;0;25;1;17;13;2;Matches
