"id";"name";"nation";"position";"Squad";"age";"born";"MP";"Min";"Mn/MP";"Min%";"90s";"Starts";"Mn/Start";"Subs";"Mn/Sub";"unSub";"PPM";"onG";"onGA";"+/-";"+/-90";"On-Off";"onxG";"onxGA";"xG+/-";"xG+/-90";"On-Off-ex";"Matches"
526;Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain;eng ENG;FWMF;eng Liverpool;25;1993;4;200;50;31.7;2.2;2;75;2;26;3;1.75;5;1;+4;+1.80;+1.59;3.4;1.0;+2.5;+1.11;+0.75;Matches
527;Şener Özbayraklı\Sener-Ozbayrakli;tr TUR;DF;tr Galatasaray;29;1990;2;18;9;3.3;0.2;0;;2;9;2;0.50;0;1;-1;-5.00;-2.93;0.1;1.6;-1.5;-7.26;-5.34;Matches
528;Ramazan Özcan\Ramazan-Ozcan;at AUT;GK;de Leverkusen;35;1984;0;;;;;0;;0;;6;;;;;;;;;;;;Matches
529;Magomed Ozdoyev\Magomed-Ozdoyev;ru RUS;MF;ru Zenit;26;1992;6;463;77;85.7;5.1;5;84;1;43;0;1.17;6;8;-2;-0.39;-0.39;5.2;7.4;-2.3;-0.44;-0.43;Matches
530;Daniele Padelli\Daniele-Padelli;it ITA;GK;it Inter;33;1985;0;;;;;0;;0;;6;;;;;;;;;;;;Matches
531;Joseph Paintsil\Joseph-Paintsil;gh GHA;MF;be Genk;21;1998;3;156;52;28.9;1.7;2;78;1;1;0;0.33;0;6;-6;-3.46;-1.35;2.4;4.5;-2.0;-1.17;+0.39;Matches
532;Emerson Palmieri\Emerson-Palmieri;it ITA;DF;eng Chelsea;24;1994;2;108;54;17.1;1.2;1;90;1;18;2;2.00;2;2;0;0.00;-0.34;2.6;1.0;+1.6;+1.32;+0.60;Matches
533;Radovan Pankov\Radovan-Pankov;rs SRB;DF;rs Red Star;23;1995;1;21;21;3.9;0.2;0;;1;21;4;1.33;0;1;-1;-4.29;-1.51;0.1;1.0;-1.0;-4.11;-1.81;Matches
534;Avraam Papadopoulos\Avraam-Papadopoulos;gr GRE;DFMF;gr Olympiacos;34;1984;0;;;;;0;;0;;6;1.00;;;;;;;;;;;Matches
535;Leandro Paredes\Leandro-Paredes;ar ARG;MF;fr Paris S-G;25;1994;2;115;58;18.3;1.3;1;90;1;25;2;3.00;7;0;+7;+5.48;+4.08;5.6;0.5;+5.2;+4.04;+3.50;Matches
536;Daniel Parejo\Daniel-Parejo;es ESP;MF;es Valencia;30;1989;7;630;90;100.0;7.0;7;90;0;;0;1.57;10;11;-1;-0.14;;10.4;11.8;-1.4;-0.20;;Matches
537;Troy Parrott\Troy-Parrott;ie IRL;FW;eng Tottenham;17;2002;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
538;Thomas Partey\Thomas-Partey;gh GHA;MF;es Atletico Madrid;26;1993;7;616;88;97.8;6.8;7;88;0;;0;1.86;8;5;+3;+0.44;+0.44;11.1;3.9;+7.1;+1.04;-1.45;Matches
539;Mario Pašalić\Mario-Pasalic;hr CRO;MFFW;it Atalanta;24;1995;7;540;77;85.7;6.0;5;90;2;45;0;1.43;11;8;+3;+0.50;+7.50;12.6;8.9;+3.8;+0.63;+2.80;Matches
540;Alan Patrick\Alan-Patrick;br BRA;MF;ua Shakhtar;28;1991;6;497;83;92.0;5.5;6;83;0;;0;1.00;5;11;-6;-1.09;-3.18;5.1;11.7;-6.6;-1.20;-1.96;Matches
541;Paulinho\Paulinho;br BRA;FWMF;de Leverkusen;19;2000;2;36;18;6.7;0.4;0;;2;18;3;0.00;0;2;-2;-5.00;-4.64;0.7;0.8;0.0;-0.11;+0.23;Matches
542;Gabriel Paulista\Gabriel-Paulista;br BRA;DF;es Valencia;28;1990;6;539;90;85.6;6.0;6;90;0;;0;1.83;9;7;+2;+0.33;+0.33;8.2;10.3;-2.1;-0.34;-1.00;Matches
543;Benjamin Pavard\Benjamin-Pavard;fr FRA;DF;de Bayern Munich;23;1996;7;630;90;100.0;7.0;7;90;0;;0;3.00;27;5;+22;+3.14;;22.0;5.1;+17.0;+2.42;;Matches
544;Milan Pavkov\Milan-Pavkov;rs SRB;FW;rs Red Star;25;1994;3;188;63;34.8;2.1;2;80;1;28;1;1.00;0;6;-6;-2.87;-0.06;1.0;6.0;-5.0;-2.38;-0.01;Matches
545;Pedro\Pedro;es ESP;FWDF;eng Chelsea;32;1987;3;96;32;15.2;1.1;0;;3;32;1;1.00;0;2;-2;-1.87;-2.55;2.0;1.5;+0.5;+0.43;-0.47;Matches
546;Carles Pérez\Carles-Perez;es ESP;FW;es Barcelona;21;1998;1;85;85;13.5;0.9;1;85;0;;3;3.00;1;1;0;0.00;-0.83;1.0;1.3;-0.3;-0.27;-0.67;Matches
547;Dino Perić\Dino-Peric;hr CRO;DF;hr Dinamo Zagreb;25;1994;5;450;90;83.3;5.0;5;90;0;;0;1.73;9;9;0;0.00;+3.00;6.1;11.4;-5.3;-1.06;+1.17;Matches
548;Ivan Perišić\Ivan-Perisic;hr CRO;FW;de Bayern Munich;30;1989;6;207;35;32.9;2.3;2;76;4;14;0;3.00;11;1;+10;+4.35;+2.43;8.6;0.8;+7.8;+3.38;+1.42;Matches
549;Bruno Petković\Bruno-Petkovic;hr CRO;FW;hr Dinamo Zagreb;24;1994;6;465;78;86.1;5.2;5;87;1;28;0;1.58;8;9;-1;-0.19;+2.21;4.8;11.3;-6.5;-1.26;-0.03;Matches
550;Njegoš Petrović\Njegos-Petrovic;rs SRB;MF;rs Red Star;20;1999;5;301;60;55.7;3.3;3;85;2;23;1;0.67;2;11;-9;-2.69;+0.32;2.8;11.3;-8.5;-2.55;-0.40;Matches
551;Jérémy Pied\Jeremy-Pied;fr FRA;DF;fr Lille;30;1989;1;90;90;16.7;1.0;1;90;0;;3;0.00;1;2;-1;-1.00;+0.80;0.4;2.5;-2.1;-2.12;-2.24;Matches
552;Kik Pierie\Kik-Pierie;nl NED;DF;nl Ajax;19;2000;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
553;Ivo Pinto\Ivo-Pinto;pt POR;DF;hr Dinamo Zagreb;29;1990;0;;;;;0;;0;;1;3.00;;;;;;;;;;;Matches
554;Jakub Piotrowski\Jakub-Piotrowski;pl POL;MF;be Genk;21;1997;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
555;Gerard Piqué\Gerard-Pique;es ESP;DF;es Barcelona;32;1987;5;450;90;71.4;5.0;5;90;0;;0;1.80;5;3;+2;+0.40;-1.10;7.1;6.4;+0.7;+0.13;-0.63;Matches
556;Łukasz Piszczek\Lukasz-Piszczek;pl POL;DF;de Dortmund;34;1985;5;271;54;43.0;3.0;3;85;2;8;1;2.40;4;4;0;0.00;0.00;3.5;6.0;-2.5;-0.83;-1.53;Matches
557;Pizzi\Pizzi;pt POR;MFFW;pt Benfica;29;1989;6;403;67;74.6;4.5;4;79;2;44;0;1.17;7;5;+2;+0.45;+2.42;5.2;6.3;-1.1;-0.25;0.00;Matches
558;Miralem Pjanić\Miralem-Pjanic;ba BIH;MF;it Juventus;29;1990;7;599;86;95.1;6.7;7;86;0;;0;2.29;12;4;+8;+1.20;+1.20;9.3;8.0;+1.3;+0.20;-1.52;Matches
559;Daniel Podence\Daniel-Podence;pt POR;FWMF;gr Olympiacos;23;1995;6;458;76;84.8;5.1;5;86;1;29;0;1.67;7;13;-6;-1.18;-1.18;7.4;10.4;-3.0;-0.58;-0.17;Matches
560;Joel Pohjanpalo\Joel-Pohjanpalo;fi FIN;FW;de Leverkusen;24;1994;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
561;Matteo Politano\Matteo-Politano;it ITA;FWDF;it Inter;25;1993;4;61;15;11.3;0.7;0;;4;15;2;0.25;1;3;-2;-2.95;-3.51;0.8;1.5;-0.7;-1.01;-1.34;Matches
562;Matteo Politano\Matteo-Politano;it ITA;MF;it Napoli;25;1993;1;16;16;2.5;0.2;0;;1;16;0;1.00;0;0;0;0.00;-1.03;0.1;0.4;-0.3;-1.86;-2.26;Matches
563;Marin Pongračić\Marin-Pongracic;hr CRO;DF;at RB Salzburg;21;1997;1;45;45;8.3;0.5;1;45;0;;0;1.00;1;1;0;0.00;-0.55;1.3;1.6;-0.3;-0.70;-1.05;Matches
564;Zoran Popović\Zoran-Popovic;rs SRB;GK;rs Red Star;31;1988;0;;;;;0;;0;;6;;;;;;;;;;;;Matches
565;Manolo Portanova\Manolo-Portanova;it ITA;MF;it Juventus;19;2000;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
566;Yussuf Poulsen\Yussuf-Poulsen;dk DEN;FWMF;de RB Leipzig;25;1994;6;394;66;62.5;4.4;4;90;2;17;0;2.17;6;5;+1;+0.23;-0.15;8.2;5.6;+2.6;+0.60;-1.09;Matches
567;Smail Prevljak\Smail-Prevljak;ba BIH;FW;at RB Salzburg;24;1995;0;;;;;0;;0;;2;;;;;;;;;;;;Matches
568;Quincy Promes\Quincy-Promes;nl NED;FWMF;nl Ajax;27;1992;5;425;85;78.7;4.7;5;85;0;;0;2.00;12;4;+8;+1.69;+3.26;5.4;10.1;-4.7;-1.00;-0.66;Matches
569;Lukáš Provod\Lukas-Provod;cz CZE;MFFW;cz Slavia Prague;22;1996;2;13;7;2.4;0.1;0;;2;7;1;1.00;0;1;-1;-6.92;-6.07;0.0;0.2;-0.2;-1.56;-0.98;Matches
570;Riqui Puig\Riqui-Puig;es ESP;FW;es Barcelona;19;1999;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
571;Christian Pulisic\Christian-Pulisic;us USA;FW;eng Chelsea;20;1998;4;266;67;42.2;3.0;3;81;1;24;1;2.00;9;6;+3;+1.02;+1.26;9.6;3.5;+6.1;+2.05;+2.13;Matches
572;Andriy Pyatov\Andriy-Pyatov;ua UKR;GK;ua Shakhtar;35;1984;6;540;90;100.0;6.0;6;90;0;;0;1.00;8;13;-5;-0.83;;6.8;13.0;-6.3;-1.04;;Matches
573;Adrien Rabiot\Adrien-Rabiot;fr FRA;MF;it Juventus;24;1995;4;278;70;44.1;3.1;3;84;1;25;2;2.25;5;2;+3;+0.97;-0.31;4.7;3.7;+1.0;+0.34;+0.12;Matches
574;Rafael\Rafael;br BRA;DF;fr Lyon;29;1990;1;73;73;11.6;0.8;1;73;0;;3;1.00;1;2;-1;-1.23;-1.56;0.4;2.2;-1.8;-2.16;-2.08;Matches
575;Ivan Rakitić\Ivan-Rakitic;hr CRO;MF;es Barcelona;31;1988;6;255;43;40.5;2.8;3;66;3;19;1;2.00;4;3;+1;+0.35;-0.61;4.2;3.7;+0.5;+0.19;-0.20;Matches
576;Yaroslav Rakitskiy\Yaroslav-Rakitskiy;ua UKR;DF;ru Zenit;29;1989;5;450;90;83.3;5.0;5;90;0;;0;1.40;7;6;+1;+0.20;+3.20;5.9;5.7;+0.2;+0.04;+2.49;Matches
577;André Ramalho\Andre-Ramalho;br BRA;DF;at RB Salzburg;27;1992;2;180;90;33.3;2.0;2;90;0;;4;1.50;8;5;+3;+1.50;+1.50;5.2;1.3;+4.0;+1.98;+2.57;Matches
578;Sergio Ramos\Sergio-Ramos;es ESP;DF;es Real Madrid;33;1986;5;445;89;70.6;4.9;5;89;0;;0;1.60;12;6;+6;+1.21;+1.21;12.7;7.2;+5.4;+1.10;+1.31;Matches
579;Aaron Ramsey\Aaron-Ramsey;wal WAL;MF;it Juventus;28;1990;5;170;34;27.0;1.9;2;64;3;14;0;2.00;3;2;+1;+0.53;-0.84;3.0;2.6;+0.4;+0.20;-0.10;Matches
580;Lazar Ranđelović\Lazar-Randjelovic;rs SRB;FW;gr Olympiacos;21;1997;4;86;22;15.9;1.0;1;61;3;8;1;1.38;0;0;0;0.00;+1.19;0.3;1.7;-1.4;-1.48;-1.09;Matches
581;Jeff Reine-Adélaïde\Jeff-Reine-Adelaide;fr FRA;MFFW;fr Lyon;21;1998;5;276;55;43.8;3.1;3;83;2;14;1;1.00;4;3;+1;+0.33;+0.33;3.4;4.0;-0.6;-0.21;+0.20;Matches
582;Francisco Reis Ferreira\Francisco-Reis-Ferreira;pt POR;DF;pt Benfica;22;1997;5;376;75;69.6;4.2;5;75;0;;1;1.40;8;6;+2;+0.48;+2.13;5.7;5.9;-0.3;-0.06;+0.61;Matches
583;Loïc Rémy\Loic-Remy;fr FRA;FW;fr Lille;32;1987;4;207;52;38.3;2.3;2;90;2;14;2;0.25;3;6;-3;-1.30;+0.59;2.7;4.7;-2.1;-0.90;-1.05;Matches
584;Panagiotis Retsos\Panagiotis-Retsos;gr GRE;DF;de Leverkusen;20;1998;2;99;50;18.3;1.1;1;90;1;9;3;3.00;2;1;+1;+0.91;+1.93;0.8;2.1;-1.3;-1.17;-1.03;Matches
585;Marco Reus\Marco-Reus;de GER;FWMF;de Dortmund;30;1989;4;360;90;57.1;4.0;4;90;0;;0;1.75;5;4;+1;+0.25;+0.58;6.9;6.3;+0.6;+0.15;+0.27;Matches
586;Giovanni Reyna\Giovanni-Reyna;us USA;FW;de Dortmund;16;2002;1;22;22;3.5;0.2;0;;1;22;0;3.00;2;1;+1;+4.09;+4.24;0.9;1.3;-0.4;-1.56;-1.66;Matches
587;Jander Ribeiro Santana\Jander-Ribeiro-Santana;br BRA;DF;rs Red Star;31;1988;3;143;48;26.5;1.6;1;90;2;27;3;0.83;0;7;-7;-4.41;-2.14;0.2;6.1;-5.9;-3.72;-1.84;Matches
588;Federico Ricca\Federico-Ricca;uy URU;DF;be Club Brugge;24;1994;3;270;90;50.0;3.0;3;90;0;;1;1.60;1;2;-1;-0.33;+2.00;4.3;2.7;+1.7;+0.56;+1.70;Matches
589;Sergio Rico\Sergio-Rico;es ESP;GK;fr Paris S-G;25;1993;1;90;90;14.3;1.0;1;90;0;;6;3.00;5;0;+5;+5.00;+3.33;4.0;0.3;+3.7;+3.72;+2.96;Matches
590;Mats Rits\Mats-Rits;be BEL;MF;be Club Brugge;26;1993;5;397;79;73.5;4.4;5;79;0;;1;1.44;2;9;-7;-1.59;-0.96;5.8;7.7;-1.9;-0.44;-0.54;Matches
591;Sergi Roberto\Sergi-Roberto;es ESP;DF;es Barcelona;27;1992;4;275;69;43.7;3.1;2;90;2;48;0;2.00;5;2;+3;+0.98;+0.47;5.2;4.1;+1.1;+0.35;+0.07;Matches
592;Andrew Robertson\Andrew-Robertson;sco SCO;DF;eng Liverpool;25;1994;7;529;76;84.0;5.9;6;86;1;16;0;1.86;9;7;+2;+0.34;-2.33;8.7;6.6;+2.1;+0.36;-1.52;Matches
593;Milan Rodić\Milan-Rodic;rs SRB;DF;rs Red Star;28;1991;5;442;88;81.9;4.9;5;88;0;;0;1.23;3;16;-13;-2.65;+1.03;3.9;13.6;-9.6;-1.96;+2.26;Matches
594;Rodri\Rodri;es ESP;MF;eng Manchester City;23;1996;6;453;76;71.9;5.0;6;76;0;;0;2.67;13;4;+9;+1.79;+0.26;13.0;3.7;+9.3;+1.84;+0.04;Matches
595;Rodrigo\Rodrigo;es ESP;FW;es Valencia;28;1991;5;450;90;71.4;5.0;5;90;0;;0;2.00;8;6;+2;+0.40;+0.40;7.8;8.5;-0.6;-0.13;+0.25;Matches
596;James Rodríguez\James-Rodriguez;co COL;MF;es Real Madrid;28;1991;2;81;41;12.9;0.9;1;70;1;11;0;1.50;0;2;-2;-2.22;-3.53;0.6;0.9;-0.3;-0.34;-1.21;Matches
597;Rodrygo\Rodrygo;br BRA;FW;es Real Madrid;18;2001;4;270;68;42.9;3.0;3;87;1;8;1;2.50;10;2;+8;+2.67;+3.17;8.2;2.5;+5.7;+1.92;+2.10;Matches
598;Cristiano Ronaldo\Cristiano-Ronaldo;pt POR;FW;it Juventus;34;1985;7;622;89;98.7;6.9;7;89;0;;0;2.29;11;5;+6;+0.87;-21.63;9.4;8.1;+1.2;+0.18;-7.09;Matches
599;Marten de Roon\Marten-de-Roon;nl NED;MF;it Atalanta;28;1991;7;630;90;100.0;7.0;7;90;0;;0;1.43;12;13;-1;-0.14;;13.8;12.2;+1.6;+0.23;;Matches
600;Danny Rose\Danny-Rose;eng ENG;DF;eng Tottenham;29;1990;4;360;90;57.1;4.0;4;90;0;;0;1.50;11;12;-1;-0.25;-1.92;8.0;6.7;+1.3;+0.33;-0.08;Matches
601;Antonio Rüdiger\Antonio-Rudiger;de GER;DF;eng Chelsea;26;1993;2;180;90;28.6;2.0;2;90;0;;0;1.50;2;4;-2;-1.00;-1.80;3.0;3.8;-0.8;-0.42;-1.74;Matches
602;Daniele Rugani\Daniele-Rugani;it ITA;DF;it Juventus;25;1994;2;180;90;28.6;2.0;2;90;0;;4;3.00;4;1;+3;+1.50;+0.50;3.5;3.0;+0.6;+0.28;+0.02;Matches
603;Mário Rui\Mario-Rui;pt POR;DF;it Napoli;28;1991;6;438;73;69.5;4.9;6;73;0;;0;1.67;9;3;+6;+1.23;+0.76;8.6;5.5;+3.1;+0.64;+0.98;Matches
604;Fabián Ruiz Peña\Fabian-Ruiz-Pena;es ESP;MF;it Napoli;23;1996;7;630;90;100.0;7.0;7;90;0;;0;1.86;12;5;+7;+1.00;;10.8;8.4;+2.4;+0.34;;Matches
605;Maciej Rybus\Maciej-Rybus;pl POL;DF;ru Loko Moscow;29;1989;5;450;90;83.3;5.0;5;90;0;;0;0.60;3;9;-6;-1.20;-0.20;5.0;10.1;-5.1;-1.02;+1.09;Matches
606;José Sá\Jose-Sa;pt POR;GK;gr Olympiacos;26;1993;6;540;90;100.0;6.0;6;90;0;;0;1.67;8;14;-6;-1.00;;7.8;11.2;-3.4;-0.56;;Matches
607;Marcel Sabitzer\Marcel-Sabitzer;at AUT;MFFW;de RB Leipzig;25;1994;6;540;90;85.7;6.0;6;90;0;;1;2.17;9;6;+3;+0.50;+1.50;11.3;6.4;+4.9;+0.81;-1.39;Matches
608;Mohamed Salah\Mohamed-Salah;eg EGY;FW;eng Liverpool;27;1992;7;612;87;97.1;6.8;7;87;0;;0;1.86;13;9;+4;+0.59;-4.41;11.3;7.2;+4.1;+0.61;+0.18;Matches
609;Andreas Samaris\Andreas-Samaris;gr GRE;MF;pt Benfica;30;1989;1;9;9;1.7;0.1;0;;1;9;0;3.00;0;0;0;0.00;+0.17;0.1;0.0;+0.1;+1.39;+1.66;Matches
610;Mbwana Samatta\Mbwana-Samatta;tz TAN;FWMF;be Genk;26;1992;6;513;86;95.0;5.7;6;86;0;;0;0.17;5;19;-14;-2.46;+0.88;5.5;14.3;-8.8;-1.55;-1.99;Matches
611;Renato Sanches\Renato-Sanches;pt POR;MFFW;fr Lille;21;1997;5;121;24;22.4;1.3;1;63;4;15;0;0.00;0;7;-7;-5.21;-4.56;1.8;2.4;-0.6;-0.46;-0.26;Matches
612;Alexis Sánchez\Alexis-Sanchez;cl CHI;FW;it Inter;30;1988;1;66;66;12.2;0.7;1;66;0;;1;0.00;1;1;0;0.00;-0.19;1.0;0.6;+0.4;+0.51;+0.38;Matches
613;Davinson Sánchez\Davinson-Sanchez;co COL;DF;eng Tottenham;23;1996;5;450;90;71.4;5.0;5;90;0;;2;2.00;15;5;+10;+2.00;+5.00;10.3;6.3;+4.0;+0.80;+1.52;Matches
614;Jadon Sancho\Jadon-Sancho;eng ENG;FWMF;de Dortmund;19;2000;7;558;80;88.6;6.2;6;86;1;45;0;1.86;9;7;+2;+0.32;+2.82;9.9;8.4;+1.5;+0.24;+1.78;Matches
615;Alex Sandro\Alex-Sandro;br BRA;DF;it Juventus;28;1991;5;450;90;71.4;5.0;5;90;0;;1;2.00;9;5;+4;+0.80;-1.20;8.6;6.2;+2.4;+0.47;+0.70;Matches
616;Douglas Santos\Douglas-Santos;br BRA;DFMF;ru Zenit;25;1994;6;505;84;93.5;5.6;6;84;0;;0;1.17;7;7;0;0.00;+5.14;6.0;7.8;-1.8;-0.32;+0.83;Matches
617;Ivan Šaponjić\Ivan-Saponjic;rs SRB;FW;es Atletico Madrid;21;1997;0;;;;;0;;0;;3;;;;;;;;;;;;Matches
618;Pablo Sarabia\Pablo-Sarabia;es ESP;FWMF;fr Paris S-G;27;1992;6;279;47;44.3;3.1;3;83;3;10;1;2.17;10;2;+8;+2.58;+0.79;8.6;2.3;+6.2;+2.01;+1.48;Matches
619;Marcelo Saracchi\Marcelo-Saracchi;uy URU;DF;de RB Leipzig;21;1998;2;160;80;25.4;1.8;2;80;0;;2;1.00;2;4;-2;-1.13;-1.89;4.7;1.6;+3.1;+1.75;+0.99;Matches
620;Stefan Savić\Stefan-Savic;me MNE;DF;es Atletico Madrid;28;1991;2;180;90;28.6;2.0;2;90;0;;1;2.00;3;2;+1;+0.50;+0.10;2.8;1.5;+1.2;+0.61;-0.65;Matches
621;Patrik Schick\Patrik-Schick;cz CZE;FW;de RB Leipzig;23;1996;2;97;49;15.4;1.1;1;77;1;20;1;2.00;3;0;+3;+2.78;+2.95;3.8;0.6;+3.2;+2.97;+2.31;Matches
622;Marcel Schmelzer\Marcel-Schmelzer;de GER;FW;de Dortmund;31;1988;1;;0;0.0;0.0;0;;1;0;1;3.00;0;0;0;;;0.0;0.3;-0.3;;;Matches
623;Siebe Schrijvers\Siebe-Schrijvers;be BEL;MFFW;be Club Brugge;23;1996;4;76;19;14.1;0.8;0;;4;19;1;1.00;1;2;-1;-1.18;+0.17;1.0;1.0;0.0;-0.01;+0.34;Matches
624;Nico Schulz\Nico-Schulz;de GER;DFMF;de Dortmund;26;1993;3;225;75;35.7;2.5;3;75;0;;2;1.00;3;6;-3;-1.20;-1.87;3.5;4.6;-1.1;-0.45;-0.77;Matches
625;Perr Schuurs\Perr-Schuurs;nl NED;DF;nl Ajax;19;1999;2;108;54;20.0;1.2;1;90;1;18;4;1.67;2;1;+1;+0.83;-0.21;1.7;2.6;-0.8;-0.69;+0.20;Matches
626;Haris Seferović\Haris-Seferovic;ch SUI;FW;pt Benfica;27;1992;5;208;42;38.5;2.3;2;70;3;23;0;1.20;3;5;-2;-0.87;-1.14;2.3;3.6;-1.3;-0.56;-0.51;Matches
627;Nélson Semedo\Nelson-Semedo;pt POR;DF;es Barcelona;25;1993;5;450;90;71.4;5.0;5;90;0;;0;1.80;5;3;+2;+0.40;-1.10;7.1;6.4;+0.7;+0.13;-0.63;Matches
628;Rúben Semedo\Ruben-Semedo;pt POR;DF;gr Olympiacos;25;1994;6;540;90;100.0;6.0;6;90;0;;0;1.67;8;14;-6;-1.00;;7.8;11.2;-3.4;-0.56;;Matches
629;Stefano Sensi\Stefano-Sensi;it ITA;MF;it Inter;23;1995;3;191;64;35.4;2.1;2;85;1;22;0;0.33;2;3;-1;-0.47;-0.99;2.5;2.1;+0.4;+0.19;+0.01;Matches
630;Jean Seri\Jean-Seri;ci CIV;MF;tr Galatasaray;28;1991;6;478;80;88.5;5.3;6;80;0;;0;0.33;1;10;-9;-1.69;+4.11;2.9;13.1;-10.2;-1.91;+1.58;Matches
631;Ryan Sessegnon\Ryan-Sessegnon;eng ENG;FW;eng Tottenham;19;2000;2;105;53;16.7;1.2;1;90;1;15;1;1.50;2;3;-1;-0.86;-1.71;1.1;3.2;-2.1;-1.81;-2.61;Matches
632;Petr Ševčík\Petr-Sevcik;cz CZE;MF;cz Slavia Prague;25;1994;5;450;90;83.3;5.0;5;90;0;;0;0.20;3;9;-6;-1.20;-1.20;6.9;10.2;-3.3;-0.66;-0.32;Matches
633;Xherdan Shaqiri\Xherdan-Shaqiri;ch SUI;MF;eng Liverpool;27;1991;1;3;3;0.5;0.0;0;;1;3;2;0.00;0;1;-1;-30.00;-30.86;0.0;0.3;-0.3;-10.48;-11.13;Matches
634;Oleg Shatov\Oleg-Shatov;ru RUS;MF;ru Zenit;29;1990;4;235;59;43.5;2.6;3;74;1;12;1;1.00;2;5;-3;-1.15;-1.44;1.9;4.0;-2.1;-0.79;-0.73;Matches
635;Oleksiy Shevchenko\Oleksiy-Shevchenko;ua UKR;GK;ua Shakhtar;27;1992;0;;;;;0;;0;;6;;;;;;;;;;;;Matches
636;Danylo Sikan\Danylo-Sikan;ua UKR;FW;ua Shakhtar;18;2001;1;;0;0.0;0.0;0;;1;0;1;1.00;0;0;0;;;0.0;0.0;0.0;;;Matches
637;Bernardo Silva\Bernardo-Silva;pt POR;FWMF;eng Manchester City;24;1994;6;412;69;65.4;4.6;5;80;1;13;1;2.33;6;4;+2;+0.44;-3.69;8.1;2.5;+5.6;+1.22;-1.78;Matches
638;David Silva\David-Silva;es ESP;MF;eng Manchester City;33;1986;2;110;55;17.5;1.2;1;90;1;20;3;2.00;1;0;+1;+0.82;-1.09;3.4;0.1;+3.3;+2.67;+1.01;Matches
639;Rafa Silva\Rafa-Silva;pt POR;FWMF;pt Benfica;26;1993;3;124;41;23.0;1.4;2;55;1;14;0;1.00;3;4;-1;-0.73;-0.73;1.8;3.1;-1.3;-0.96;-0.93;Matches
640;Thiago Silva\Thiago-Silva;br BRA;DF;fr Paris S-G;34;1984;6;540;90;85.7;6.0;6;90;0;;1;2.17;13;4;+9;+1.50;-4.50;12.1;7.6;+4.6;+0.76;-2.96;Matches
641;Veljko Simić\Veljko-Simic;rs SRB;MF;rs Red Star;24;1995;0;;;;;0;;0;;1;3.00;;;;;;;;;;;Matches
642;Sarpreet Singh\Sarpreet-Singh;nz NZL;MF;de Bayern Munich;20;1999;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
643;Daley Sinkgraven\Daley-Sinkgraven;nl NED;DFMF;de Leverkusen;24;1995;2;100;50;18.5;1.1;1;90;1;10;0;0.00;0;3;-3;-2.70;-2.50;1.0;1.4;-0.5;-0.43;-0.13;Matches
644;Moussa Sissoko\Moussa-Sissoko;fr FRA;MFFW;eng Tottenham;29;1989;6;417;70;66.2;4.6;4;90;2;29;0;1.67;14;10;+4;+0.86;+0.86;10.4;6.6;+3.8;+0.81;+1.31;Matches
645;Mario Šitum\Mario-Situm;hr CRO;MF;hr Dinamo Zagreb;27;1992;1;;0;0.0;0.0;0;;1;0;5;2.00;0;0;0;;;0.0;0.0;0.0;;;Matches
646;Oliver Skipp\Oliver-Skipp;eng ENG;MFFW;eng Tottenham;18;2000;2;29;15;4.6;0.3;0;;2;15;1;1.50;0;0;0;0.00;-0.60;0.5;0.2;+0.3;+0.87;+0.53;Matches
647;Milan Škoda\Milan-Skoda;cz CZE;FWMF;cz Slavia Prague;33;1986;2;72;36;13.3;0.8;1;65;1;7;4;1.50;1;3;-2;-2.50;-1.73;1.2;2.1;-0.9;-1.12;-0.59;Matches
648;Milan Škriniar\Milan-Skriniar;sk SVK;DF;it Inter;24;1995;6;540;90;100.0;6.0;6;90;0;;0;1.17;10;9;+1;+0.17;;9.2;8.1;+1.1;+0.18;;Matches
649;Igor Smolnikov\Igor-Smolnikov;ru RUS;DF;ru Zenit;30;1988;3;138;46;25.6;1.5;2;54;1;30;3;1.00;1;2;-1;-0.65;-0.43;1.8;1.5;+0.3;+0.22;+0.80;Matches
650;Fyodor Smolov\Fyodor-Smolov;ru RUS;FW;ru Loko Moscow;29;1990;4;201;50;37.2;2.2;2;87;2;14;0;0.75;2;3;-1;-0.45;+1.15;1.7;4.4;-2.7;-1.21;-0.02;Matches
651;Eduard Sobol\Eduard-Sobol;ua UKR;DF;be Club Brugge;24;1995;3;260;87;48.1;2.9;3;87;0;;3;1.33;3;9;-6;-2.08;-1.43;3.1;6.2;-3.0;-1.06;-1.46;Matches
652;Rubén Sobrino\Ruben-Sobrino;es ESP;FW;es Valencia;27;1992;0;;;;;0;;0;;2;;;;;;;;;;;;Matches
653;Carlos Soler\Carlos-Soler;es ESP;MF;es Valencia;22;1997;4;303;76;48.1;3.4;3;86;1;45;0;1.25;4;7;-3;-0.89;-2.27;5.4;6.1;-0.7;-0.20;0.00;Matches
