"id";"name";"nation";"position";"Squad";"age";"born";"MP";"Min";"Mn/MP";"Min%";"90s";"Starts";"Mn/Start";"Subs";"Mn/Sub";"unSub";"PPM";"onG";"onGA";"+/-";"+/-90";"On-Off";"onxG";"onxGA";"xG+/-";"xG+/-90";"On-Off-ex";"Matches"
654;Manor Solomon\Manor-Solomon;il ISR;FWMF;ua Shakhtar;20;1999;5;134;27;24.8;1.5;1;45;4;22;0;1.00;3;4;-1;-0.67;+0.22;2.0;4.3;-2.3;-1.56;-0.69;Matches
655;Tomáš Souček\Tomas-Soucek;cz CZE;MF;cz Slavia Prague;24;1995;6;540;90;100.0;6.0;6;90;0;;0;1.00;4;10;-6;-1.00;;7.8;11.4;-3.6;-0.61;;Matches
656;Adama Soumaoro\Adama-Soumaoro;fr FRA;DF;fr Lille;27;1992;1;89;89;16.5;1.0;1;89;0;;3;0.00;1;3;-2;-2.02;-0.43;1.2;1.9;-0.7;-0.68;-0.51;Matches
657;Boubakary Soumaré\Boubakary-Soumare;fr FRA;MF;fr Lille;20;1999;6;527;88;97.6;5.9;6;88;0;;0;0.17;4;14;-10;-1.71;-1.71;7.0;9.1;-2.1;-0.36;-4.11;Matches
658;Marco Sportiello\Marco-Sportiello;it ITA;GK;it Atalanta;27;1992;0;;;;;0;;0;;7;;;;;;;;;;;;Matches
659;Nicolae Stanciu\Nicolae-Stanciu;ro ROU;MF;cz Slavia Prague;26;1993;6;461;77;85.4;5.1;6;77;0;;0;1.00;4;7;-3;-0.59;+2.83;6.4;8.2;-1.8;-0.34;+1.79;Matches
660;Cican Stankovic\Cican-Stankovic;at AUT;GK;at RB Salzburg;26;1992;4;303;76;56.1;3.4;4;76;0;;0;0.75;9;9;0;0.00;-1.14;6.9;6.5;+0.4;+0.13;-0.30;Matches
661;Taras Stepanenko\Taras-Stepanenko;ua UKR;MF;ua Shakhtar;29;1989;6;540;90;100.0;6.0;6;90;0;;0;1.00;6;13;-7;-1.17;;5.7;13.0;-7.3;-1.21;;Matches
662;Raheem Sterling\Raheem-Sterling;eng ENG;FW;eng Manchester City;24;1994;7;428;61;67.9;4.8;4;90;3;23;0;2.43;15;3;+12;+2.52;+2.52;13.8;4.0;+9.9;+2.07;+0.74;Matches
663;Petar Stojanović\Petar-Stojanovic;si SVN;DF;hr Dinamo Zagreb;23;1995;6;507;85;93.9;5.6;6;85;0;;0;1.30;8;11;-3;-0.53;-0.53;5.5;11.8;-6.3;-1.11;+2.35;Matches
664;John Stones\John-Stones;eng ENG;DF;eng Manchester City;25;1994;1;49;49;7.8;0.5;0;;1;49;2;3.00;3;0;+3;+5.51;+4.12;2.1;0.7;+1.5;+2.68;+0.91;Matches
665;Luis Suárez\Luis-Suarez;uy URU;FW;es Barcelona;32;1987;5;388;78;61.6;4.3;4;90;1;28;0;2.60;8;3;+5;+1.16;+1.16;7.0;6.8;+0.3;+0.06;-0.65;Matches
666;Niklas Süle\Niklas-Sule;de GER;DF;de Bayern Munich;23;1995;2;180;90;28.6;2.0;2;90;0;;0;3.00;10;2;+8;+4.00;+1.80;5.2;2.7;+2.6;+1.28;-1.60;Matches
667;Aleksei Sutormin\Aleksei-Sutormin;ru RUS;MF;ru Zenit;25;1994;2;25;13;4.6;0.3;0;;2;13;1;1.50;0;1;-1;-3.60;-3.43;0.1;0.4;-0.2;-0.90;-0.54;Matches
668;Wojciech Szczęsny\Wojciech-Szczesny;pl POL;GK;it Juventus;29;1990;6;540;90;85.7;6.0;6;90;0;;1;2.17;10;5;+5;+0.83;-2.17;8.9;7.2;+1.6;+0.27;+0.02;Matches
669;Dominik Szoboszlai\Dominik-Szoboszlai;hu HUN;MF;at RB Salzburg;18;2000;5;393;79;72.8;4.4;5;79;0;;1;1.40;12;9;+3;+0.69;+0.69;8.6;9.0;-0.5;-0.10;-1.34;Matches
670;Adel Taarabt\Adel-Taarabt;ma MAR;MF;pt Benfica;30;1989;4;360;90;66.7;4.0;4;90;0;;2;1.00;7;7;0;0.00;+0.50;5.9;7.1;-1.2;-0.31;-0.17;Matches
671;Dušan Tadić\Dusan-Tadic;rs SRB;FW;nl Ajax;30;1988;6;540;90;100.0;6.0;6;90;0;;0;1.80;12;6;+6;+1.00;;6.7;11.8;-5.1;-0.85;;Matches
672;Nicolás Tagliafico\Nicolas-Tagliafico;ar ARG;DF;nl Ajax;26;1992;6;539;90;99.8;6.0;6;90;0;;0;1.80;12;6;+6;+1.00;+1.00;6.6;11.8;-5.2;-0.87;-5.59;Matches
673;Jonathan Tah\Jonathan-Tah;de GER;DF;de Leverkusen;23;1996;5;450;90;83.3;5.0;5;90;0;;1;1.20;5;7;-2;-0.40;+1.60;4.2;5.9;-1.7;-0.34;-0.08;Matches
674;Taison\Taison;br BRA;MFFW;ua Shakhtar;31;1988;5;450;90;83.3;5.0;5;90;0;;0;1.00;7;12;-5;-1.00;-1.00;6.1;11.8;-5.7;-1.14;-0.57;Matches
675;Laco Takács\Laco-Takacs;cz CZE;DF;cz Slavia Prague;23;1996;2;89;45;16.5;1.0;1;83;1;6;1;0.00;1;3;-2;-2.02;-1.22;1.6;2.3;-0.6;-0.65;-0.05;Matches
676;Adrien Tameze\Adrien-Tameze;cm CMR;MF;it Atalanta;25;1994;1;;0;0.0;0.0;0;;1;0;0;3.00;0;0;0;;;0.0;0.0;0.0;;;Matches
677;Japhet Tanganga\Japhet-Tanganga;eng ENG;DF;eng Tottenham;20;1999;0;;;;;0;;0;;2;;;;;;;;;;;;Matches
678;Ciprian Tătărușanu\Ciprian-Tatarusanu;ro ROU;GK;fr Lyon;33;1986;0;;;;;0;;0;;7;;;;;;;;;;;;Matches
679;Percy Tau\Percy-Tau;za RSA;FW;be Club Brugge;25;1994;3;239;80;44.3;2.7;3;80;0;;3;1.33;3;8;-5;-1.88;-0.99;2.9;5.9;-3.0;-1.12;-1.48;Matches
680;David Tavares\David-Tavares;pt POR;MF;pt Benfica;20;1999;1;23;23;4.3;0.3;0;;1;23;0;0.00;1;2;-1;-3.91;-3.91;1.3;0.7;+0.6;+2.39;+2.76;Matches
681;Nuno Tavares\Nuno-Tavares;pt POR;DF;pt Benfica;19;2000;0;;;;;0;;0;;3;;;;;;;;;;;;Matches
682;Tomás Tavares\Tomas-Tavares;pt POR;DF;pt Benfica;18;2001;5;450;90;83.3;5.0;5;90;0;;1;1.20;8;9;-1;-0.20;-0.20;6.7;5.6;+1.1;+0.22;+2.83;Matches
683;Stanislav Tecl\Stanislav-Tecl;cz CZE;FW;cz Slavia Prague;28;1990;3;137;46;25.4;1.5;1;59;2;39;1;0.33;1;2;-1;-0.66;+0.46;2.0;2.6;-0.6;-0.42;+0.25;Matches
684;Marc-André ter Stegen\Marc-Andre-ter-Stegen;de GER;GK;es Barcelona;27;1992;6;540;90;85.7;6.0;6;90;0;;1;2.00;8;4;+4;+0.67;-0.33;9.7;7.4;+2.3;+0.38;+0.50;Matches
685;Martin Terrier\Martin-Terrier;fr FRA;FWMF;fr Lyon;22;1997;5;241;48;38.3;2.7;3;71;2;15;0;1.60;4;3;+1;+0.37;+0.37;2.3;5.9;-3.6;-1.34;-1.65;Matches
686;Tetê\Tete;br BRA;MF;ua Shakhtar;19;2000;3;155;52;28.7;1.7;2;75;1;6;0;0.67;3;2;+1;+0.58;+1.98;2.1;2.6;-0.5;-0.29;+1.05;Matches
687;Kenny Tete\Kenny-Tete;nl NED;DF;fr Lyon;23;1995;2;102;51;16.2;1.1;1;90;1;12;4;2.00;2;2;0;0.00;-0.17;0.9;3.5;-2.6;-2.26;-2.31;Matches
688;Kévin Théophile-Catherine\Kevin-Theophile-Catherine;fr FRA;DF;hr Dinamo Zagreb;29;1989;5;436;87;80.7;4.8;5;87;0;;0;1.00;9;8;+1;+0.21;+3.67;6.1;10.4;-4.3;-0.88;+1.94;Matches
689;Jurrien Timber\Jurrien-Timber;nl NED;DF;nl Ajax;18;2001;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
690;Jean-Clair Todibo\Jean-Clair-Todibo;fr FRA;DF;es Barcelona;19;1999;1;90;90;14.3;1.0;1;90;0;;4;3.00;2;1;+1;+1.00;+0.33;1.2;1.3;-0.1;-0.12;-0.50;Matches
691;Karl Toko Ekambi\Karl-Toko-Ekambi;cm CMR;FW;fr Lyon;26;1992;1;66;66;10.5;0.7;1;66;0;;0;3.00;1;0;+1;+1.36;+1.36;0.9;0.3;+0.6;+0.84;+1.30;Matches
692;Corentin Tolisso\Corentin-Tolisso;fr FRA;MF;de Bayern Munich;24;1994;6;303;51;48.1;3.4;3;82;3;19;0;3.00;17;3;+14;+4.16;+2.78;10.5;3.4;+7.0;+2.09;-0.64;Matches
693;Rafael Tolói\Rafael-Toloi;br BRA;DF;it Atalanta;28;1990;6;540;90;85.7;6.0;6;90;0;;0;1.17;9;13;-4;-0.67;-0.67;10.7;11.6;-0.9;-0.15;-2.66;Matches
694;Tomané\Tomane;pt POR;FW;rs Red Star;26;1992;3;210;70;38.9;2.3;3;70;0;;1;1.00;3;5;-2;-0.86;+3.23;2.8;4.3;-1.5;-0.66;+2.80;Matches
695;Raúl de Tomás\Raul-de-Tomas;es ESP;FW;pt Benfica;24;1994;4;119;30;22.0;1.3;1;90;3;10;1;1.00;3;4;-1;-0.76;-0.76;2.4;2.4;0.0;0.00;+0.32;Matches
696;Fikayo Tomori\Fikayo-Tomori;eng ENG;DF;eng Chelsea;21;1997;4;360;90;57.1;4.0;4;90;0;;1;1.75;7;6;+1;+0.25;-0.08;9.1;2.4;+6.7;+1.68;+1.99;Matches
697;Vasilis Torosidis\Vasilis-Torosidis;gr GRE;DF;gr Olympiacos;34;1985;1;90;90;16.7;1.0;1;90;0;;4;1.50;1;3;-2;-2.00;-1.20;0.7;1.1;-0.4;-0.42;+0.17;Matches
698;Ferrán Torres\Ferran-Torres;es ESP;MF;es Valencia;19;2000;5;390;78;61.9;4.3;4;83;1;60;2;1.40;7;9;-2;-0.46;-1.96;8.6;6.8;+1.8;+0.43;+1.64;Matches
699;Lucas Tousart\Lucas-Tousart;fr FRA;MF;fr Lyon;22;1997;7;604;86;95.9;6.7;7;86;0;;0;1.57;9;8;+1;+0.15;+0.15;6.6;7.9;-1.4;-0.20;+2.78;Matches
700;Amad Traoré\Amad-Traore;ci CIV;FW;it Atalanta;17;2002;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
701;Bertrand Traoré\Bertrand-Traore;bf BFA;MFFW;fr Lyon;23;1995;5;229;46;36.3;2.5;2;84;3;21;2;1.40;3;5;-2;-0.79;-1.46;3.0;2.5;+0.5;+0.19;+0.80;Matches
702;Ibrahim Traoré\Ibrahim-Traore;ci CIV;MFFW;cz Slavia Prague;30;1988;4;167;42;30.9;1.9;2;59;2;25;0;1.33;0;2;-2;-1.08;-0.11;1.8;4.6;-2.8;-1.50;-1.29;Matches
703;Kieran Trippier\Kieran-Trippier;eng ENG;DF;es Atletico Madrid;28;1990;4;360;90;57.1;4.0;4;90;0;;2;1.75;5;3;+2;+0.50;+0.17;6.1;2.0;+4.2;+1.04;-0.09;Matches
704;Kostas Tsimikas\Kostas-Tsimikas;gr GRE;DF;gr Olympiacos;23;1996;6;540;90;100.0;6.0;6;90;0;;0;1.67;8;14;-6;-1.00;;7.8;11.2;-3.4;-0.56;;Matches
705;Roman Tugarev\Roman-Tugarev;ru RUS;MF;ru Loko Moscow;21;1998;0;;;;;0;;0;;4;;;;;;;;;;;;Matches
706;Andreas Ulmer\Andreas-Ulmer;at AUT;DF;at RB Salzburg;33;1985;6;540;90;100.0;6.0;6;90;0;;0;1.17;16;13;+3;+0.50;;12.6;11.0;+1.6;+0.26;;Matches
707;Sven Ulreich\Sven-Ulreich;de GER;GK;de Bayern Munich;30;1988;0;;;;;0;;0;;7;;;;;;;;;;;;Matches
708;Samuel Umtiti\Samuel-Umtiti;fr FRA;DF;es Barcelona;25;1993;3;270;90;42.9;3.0;3;90;0;;1;2.33;6;3;+3;+1.00;+0.50;4.7;3.0;+1.7;+0.56;+0.43;Matches
709;Dayot Upamecano\Dayot-Upamecano;fr FRA;DF;de RB Leipzig;20;1998;5;391;78;62.1;4.3;5;78;0;;1;1.60;8;6;+2;+0.46;+0.46;9.5;3.7;+5.7;+1.32;+0.80;Matches
710;Jere Uronen\Jere-Uronen;fi FIN;DF;be Genk;25;1994;3;270;90;50.0;3.0;3;90;0;;0;0.33;3;10;-7;-2.33;+0.33;2.5;7.3;-4.8;-1.60;-0.30;Matches
711;Mathieu Valbuena\Mathieu-Valbuena;fr FRA;MF;gr Olympiacos;34;1984;3;104;35;19.3;1.2;1;69;2;18;1;1.89;2;4;-2;-1.73;-0.91;1.6;2.0;-0.4;-0.32;+0.29;Matches
712;Borja Valero\Borja-Valero;es ESP;MF;it Inter;34;1985;3;153;51;28.3;1.7;2;77;1;0;1;2.00;2;2;0;0.00;-0.23;2.2;2.4;-0.2;-0.13;-0.43;Matches
713;Albert Vallci\Albert-Vallci;at AUT;DF;at RB Salzburg;24;1995;1;1;1;0.2;0.0;0;;1;1;3;3.00;0;0;0;0.00;-0.50;0.0;0.1;-0.1;-6.58;-6.86;Matches
714;Manu Vallejo\Manu-Vallejo;es ESP;FWMF;es Valencia;22;1997;2;72;36;11.4;0.8;0;;2;36;3;3.00;4;0;+4;+5.00;+5.32;1.2;1.0;+0.2;+0.27;+0.53;Matches
715;Federico Valverde\Federico-Valverde;uy URU;MF;es Real Madrid;21;1998;5;341;68;54.1;3.8;4;84;1;6;1;2.00;10;2;+8;+2.11;+2.73;10.0;4.1;+5.9;+1.56;+1.84;Matches
716;Hans Vanaken\Hans-Vanaken;be BEL;MF;be Club Brugge;26;1992;6;540;90;100.0;6.0;6;90;0;;0;1.30;4;12;-8;-1.33;;7.6;9.3;-1.7;-0.29;;Matches
717;Maarten Vandevoordt\Maarten-Vandevoordt;be BEL;GK;be Genk;17;2002;1;90;90;16.7;1.0;1;90;0;;5;0.00;0;4;-4;-4.00;-1.80;1.6;3.1;-1.5;-1.49;-0.05;Matches
718;Raphaël Varane\Raphael-Varane;fr FRA;DF;es Real Madrid;26;1993;7;630;90;100.0;7.0;7;90;0;;0;1.57;15;10;+5;+0.71;;14.9;10.0;+5.0;+0.71;;Matches
719;Bruno Varela\Bruno-Varela;pt POR;GK;nl Ajax;24;1994;0;;;;;0;;0;;6;;;;;;;;;;;;Matches
720;Aleksandr Vasyutin\Aleksandr-Vasyutin;ru RUS;GK;ru Zenit;24;1995;0;;;;;0;;0;;3;;;;;;;;;;;;Matches
721;Lucas Vázquez\Lucas-Vazquez;es ESP;FWMF;es Real Madrid;28;1991;3;93;31;14.8;1.0;1;67;2;13;1;0.33;1;3;-2;-1.94;-3.28;2.2;2.6;-0.4;-0.36;-1.26;Matches
722;Matías Vecino\Matias-Vecino;uy URU;MF;it Inter;27;1991;3;238;79;44.1;2.6;3;79;0;;2;1.00;4;5;-1;-0.38;-0.97;3.8;4.7;-0.9;-0.35;-0.95;Matches
723;Joël Veltman\Joel-Veltman;nl NED;DF;nl Ajax;27;1992;5;427;85;79.1;4.7;5;85;0;;0;1.67;10;4;+6;+1.26;+1.26;4.9;9.1;-4.2;-0.88;-0.10;Matches
724;Marco Verratti\Marco-Verratti;it ITA;MF;fr Paris S-G;26;1992;7;555;79;88.1;6.2;6;90;1;15;0;2.29;14;4;+10;+1.62;-4.38;13.5;7.6;+5.8;+0.94;-2.02;Matches
725;Jan Vertonghen\Jan-Vertonghen;be BEL;DF;eng Tottenham;32;1987;3;253;84;40.2;2.8;3;84;0;;2;1.33;9;9;0;0.00;-0.95;6.7;3.9;+2.8;+0.99;+1.04;Matches
726;Arturo Vidal\Arturo-Vidal;cl CHI;MFFW;es Barcelona;32;1987;6;329;55;52.2;3.7;3;89;3;20;1;2.33;5;2;+3;+0.82;+0.22;5.3;3.2;+2.1;+0.58;+0.57;Matches
727;Vitolo\Vitolo;es ESP;FWMF;es Atletico Madrid;29;1989;4;117;29;18.6;1.3;1;54;3;21;1;1.00;2;1;+1;+0.77;+0.42;2.4;0.5;+1.9;+1.46;+0.47;Matches
728;Odisseas Vlachodimos\Odisseas-Vlachodimos;gr GRE;GK;pt Benfica;25;1994;6;540;90;100.0;6.0;6;90;0;;0;1.17;10;11;-1;-0.17;;7.5;9.0;-1.5;-0.25;;Matches
729;Thibault Vlietinck\Thibault-Vlietinck;be BEL;DF;be Club Brugge;21;1997;1;70;70;13.0;0.8;1;70;0;;0;0.00;1;2;-1;-1.29;+0.05;0.8;1.2;-0.4;-0.48;-0.21;Matches
730;Kevin Volland\Kevin-Volland;de GER;FW;de Leverkusen;27;1992;6;458;76;84.8;5.1;5;90;1;8;0;1.00;5;8;-3;-0.59;+0.51;4.4;6.0;-1.6;-0.31;+0.08;Matches
731;Michel Vorm\Michel-Vorm;nl NED;GK;eng Tottenham;35;1983;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
732;Ruud Vormer\Ruud-Vormer;nl NED;MF;be Club Brugge;31;1988;3;263;88;48.7;2.9;3;88;0;;0;1.71;3;4;-1;-0.34;+1.93;4.0;3.9;+0.1;+0.04;+0.65;Matches
733;Ilya Vorobyov\Ilya-Vorobyov;ru RUS;FW;ru Zenit;20;1999;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
734;Jelle Vossen\Jelle-Vossen;be BEL;FW;be Club Brugge;30;1989;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
735;Stefan de Vrij\Stefan-de-Vrij;nl NED;DF;it Inter;27;1992;6;540;90;100.0;6.0;6;90;0;;0;1.17;10;9;+1;+0.17;;9.2;8.1;+1.1;+0.18;;Matches
736;Šime Vrsaljko\Sime-Vrsaljko;hr CRO;DF;es Atletico Madrid;27;1992;1;90;90;14.3;1.0;1;90;0;;0;3.00;1;0;+1;+1.00;+0.67;0.8;0.5;+0.4;+0.35;-0.85;Matches
737;Aleksa Vukanović\Aleksa-Vukanovic;rs SRB;FWMF;rs Red Star;27;1992;4;170;43;31.5;1.9;2;78;2;8;1;1.18;0;7;-7;-3.71;-1.27;1.3;7.9;-6.6;-3.50;-1.65;Matches
738;Miloš Vulić\Milos-Vulic;rs SRB;MF;rs Red Star;22;1996;4;182;46;33.7;2.0;1;90;3;31;2;0.75;3;10;-7;-3.46;-0.95;1.8;7.6;-5.8;-2.85;-0.72;Matches
739;Moussa Wagué\Moussa-Wague;sn SEN;DF;es Barcelona;20;1998;2;90;45;14.3;1.0;1;90;1;0;1;3.00;2;1;+1;+1.00;+0.33;1.2;1.3;-0.1;-0.12;-0.50;Matches
740;Kyle Walker\Kyle-Walker;eng ENG;DF;eng Manchester City;29;1990;4;263;66;41.7;2.9;3;87;1;2;3;2.50;10;2;+8;+2.74;+1.76;9.0;3.5;+5.4;+1.86;+0.05;Matches
741;Kyle Walker-Peters\Kyle-Walker-Peters;eng ENG;DF;eng Tottenham;22;1997;1;90;90;14.3;1.0;1;90;0;;1;0.00;1;3;-2;-2.00;-3.00;0.9;3.2;-2.3;-2.34;-3.16;Matches
742;Victor Wanyama\Victor-Wanyama;ke KEN;MF;eng Tottenham;28;1991;1;9;9;1.4;0.1;0;;1;9;1;0.00;0;0;0;0.00;-0.58;0.4;0.2;+0.3;+2.84;+2.51;Matches
743;Daniel Wass\Daniel-Wass;dk DEN;DFMF;es Valencia;30;1989;7;630;90;100.0;7.0;7;90;0;;0;1.57;10;11;-1;-0.14;;10.4;11.8;-1.4;-0.20;;Matches
744;Julian Weigl\Julian-Weigl;de GER;MFDF;de Dortmund;23;1995;4;341;85;54.1;3.8;4;85;0;;2;1.50;6;8;-2;-0.53;-1.15;5.7;7.0;-1.3;-0.35;-0.85;Matches
745;Mitchell Weiser\Mitchell-Weiser;de GER;DF;de Leverkusen;25;1994;3;270;90;50.0;3.0;3;90;0;;1;1.00;2;5;-3;-1.00;-0.67;2.1;3.7;-1.6;-0.54;-0.42;Matches
746;Wendell\Wendell;br BRA;DF;de Leverkusen;26;1993;4;351;88;65.0;3.9;4;88;0;;1;1.50;5;5;0;0.00;+1.90;3.6;4.7;-1.1;-0.27;+0.15;Matches
747;Timo Werner\Timo-Werner;de GER;FWMF;de RB Leipzig;23;1996;7;489;70;77.6;5.4;6;77;1;29;0;2.00;8;7;+1;+0.18;-0.45;11.1;5.7;+5.4;+1.00;-0.05;Matches
748;Alfie Whiteman\Alfie-Whiteman;eng ENG;GK;eng Tottenham;20;1998;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
749;Georginio Wijnaldum\Georginio-Wijnaldum;nl NED;MF;eng Liverpool;28;1990;7;445;64;70.6;4.9;4;84;3;37;0;1.86;10;9;+1;+0.20;-1.74;9.0;5.7;+3.3;+0.66;+0.22;Matches
750;Willian\Willian;br BRA;FW;eng Chelsea;30;1988;7;530;76;84.1;5.9;6;84;1;29;0;1.57;10;9;+1;+0.17;-0.73;12.8;6.0;+6.8;+1.16;+2.11;Matches
751;Harry Winks\Harry-Winks;eng ENG;MF;eng Tottenham;23;1996;4;351;88;55.7;3.9;4;88;0;;1;1.00;8;9;-1;-0.26;-1.87;7.1;5.8;+1.3;+0.32;-0.11;Matches
752;Axel Witsel\Axel-Witsel;be BEL;MF;de Dortmund;30;1989;6;540;90;85.7;6.0;6;90;0;;0;1.67;8;8;0;0.00;0.00;9.1;9.0;0.0;+0.01;-0.22;Matches
753;Maximilian Wöber\Maximilian-Wober;at AUT;DF;at RB Salzburg;21;1998;6;540;90;100.0;6.0;6;90;0;;0;1.17;16;13;+3;+0.50;;12.6;11.0;+1.6;+0.26;;Matches
754;Hannes Wolf\Hannes-Wolf;at AUT;FWMF;de RB Leipzig;20;1999;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
755;Dries Wouters\Dries-Wouters;be BEL;DF;be Genk;22;1997;0;;;;;0;;0;;5;;;;;;;;;;;;Matches
756;Xeka\Xeka;pt POR;MFFW;fr Lille;24;1994;3;118;39;21.9;1.3;1;90;2;14;3;0.00;1;3;-2;-1.53;+0.18;0.9;2.5;-1.6;-1.23;-1.25;Matches
757;Giorgos Xenitidis\Giorgos-Xenitidis;gr GRE;MF;gr Olympiacos;19;1999;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
758;Erencan Yardimci\Erencan-Yardimci;tr TUR;MF;tr Galatasaray;17;2002;1;;0;0.0;0.0;0;;1;0;1;1.00;0;0;0;;;0.0;0.0;0.0;;;Matches
759;Yusuf Yazıcı\Yusuf-Yazici;tr TUR;FWMF;fr Lille;22;1997;6;372;62;68.9;4.1;4;79;2;28;0;0.17;2;7;-5;-1.21;+1.47;4.7;6.4;-1.7;-0.42;-0.53;Matches
760;Amin Younes\Amin-Younes;de GER;FW;it Napoli;25;1993;1;5;5;0.8;0.1;0;;1;5;2;1.00;0;0;0;0.00;-1.01;0.0;0.1;-0.1;-1.13;-1.48;Matches
761;Abdulla Yusuf Helal\Abdulla-Yusuf-Helal;bh BHR;FW;cz Slavia Prague;26;1993;2;36;18;6.7;0.4;0;;2;18;2;1.33;0;1;-1;-2.50;-1.61;0.7;0.5;+0.2;+0.44;+1.13;Matches
762;Dan-Axel Zagadou\Dan-Axel-Zagadou;fr FRA;DF;de Dortmund;20;1999;4;194;49;30.8;2.2;2;90;2;7;3;2.25;5;2;+3;+1.39;+2.01;3.6;3.4;+0.2;+0.11;+0.10;Matches
763;Danijel Zagorac\Danijel-Zagorac;hr CRO;GK;hr Dinamo Zagreb;32;1987;0;;;;;0;;0;;6;;;;;;;;;;;;Matches
764;Duván Zapata\Duvan-Zapata;co COL;FW;it Atalanta;28;1991;3;195;65;31.0;2.2;2;90;1;15;0;1.00;1;6;-5;-2.31;-2.51;3.8;4.3;-0.5;-0.22;-0.65;Matches
765;Jaroslav Zelený\Jaroslav-Zeleny;cz CZE;MFFW;cz Slavia Prague;26;1992;4;109;27;20.2;1.2;1;45;3;21;0;0.25;1;5;-4;-3.30;-2.89;2.3;3.3;-1.1;-0.88;-0.35;Matches
766;Rifat Zhemaletdinov\Rifat-Zhemaletdinov;ru RUS;MFFW;ru Loko Moscow;22;1996;5;359;72;66.5;4.0;5;72;0;;0;0.60;3;6;-3;-0.75;+1.24;4.1;7.3;-3.2;-0.79;+1.22;Matches
767;Yuri Zhirkov\Yuri-Zhirkov;ru RUS;DFMF;ru Zenit;35;1983;2;73;37;13.5;0.8;1;64;1;9;3;2.00;2;1;+1;+1.23;+1.81;1.0;1.3;-0.2;-0.26;+0.14;Matches
768;Dmitri Zhivoglyadov\Dmitri-Zhivoglyadov;ru RUS;DFMF;ru Loko Moscow;25;1994;0;;;;;0;;0;;4;;;;;;;;;;;;Matches
769;Piotr Zieliński\Piotr-Zielinski;pl POL;MF;it Napoli;25;1994;6;451;75;71.6;5.0;5;85;1;24;1;2.00;11;5;+6;+1.20;+0.69;7.4;6.0;+1.3;+0.27;-0.27;Matches
770;Oleksandr Zinchenko\Oleksandr-Zinchenko;ua UKR;DFMF;eng Manchester City;22;1996;2;114;57;18.1;1.3;1;90;1;24;0;3.00;4;0;+4;+3.16;+1.76;4.1;0.8;+3.3;+2.59;+0.93;Matches
771;Joshua Zirkzee\Joshua-Zirkzee;nl NED;FW;de Bayern Munich;18;2001;1;4;4;0.6;0.0;0;;1;4;1;3.00;0;0;0;0.00;-2.73;0.2;0.4;-0.3;-6.40;-8.88;Matches
772;Hakim Ziyech\Hakim-Ziyech;ma MAR;FWMF;nl Ajax;26;1993;6;499;83;92.4;5.5;6;83;0;;0;1.80;12;5;+7;+1.26;+3.46;6.3;10.3;-4.0;-0.73;+1.69;Matches
773;Ivan Zlobin\Ivan-Zlobin;ru RUS;GK;pt Benfica;22;1997;0;;;;;0;;0;;6;;;;;;;;;;;;Matches
774;Kurt Zouma\Kurt-Zouma;fr FRA;DF;eng Chelsea;24;1994;6;523;87;83.0;5.8;6;87;0;;1;1.83;11;8;+3;+0.52;+1.36;13.1;5.2;+7.9;+1.36;+3.16;Matches
775;Luka Đorđević\Luka-Djordjevic;me MNE;FW;ru Loko Moscow;25;1994;0;;;;;0;;0;;2;;;;;;;;;;;;Matches
