"id";"name";"nation";"position";"Squad";"age";"born";"90s";"Gls";"PK";"PKatt";"Sh";"SoT";"FK";"SoT%";"Sh/90";"SoT/90";"G/Sh";"G/SoT";"xG";"npxG";"npxG/Sh";"G-xG";"np:G-xG";"Matches"
1;Tammy Abraham\Tammy-Abraham;eng ENG;FW;eng Chelsea;21;1997;5.4;2;0;0;20;8;0;40.0;3.70;1.48;0.10;0.25;3.9;3.9;0.20;-1.9;-1.9;Matches
2;Arijan Ademi\Arijan-Ademi;mk MKD;MFDF;hr Dinamo Zagreb;28;1991;5.8;1;0;0;2;1;0;50.0;0.35;0.17;0.50;1.00;0.6;0.6;0.32;+0.4;+0.4;Matches
3;Adrián\Adrian;es ESP;GK;eng Liverpool;32;1987;2.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
4;Sergio Agüero\Sergio-Aguero;ar ARG;FW;eng Manchester City;31;1988;2.2;2;1;1;9;5;0;55.6;4.13;2.30;0.11;0.20;2.7;1.9;0.21;-0.7;-0.9;Matches
5;Manuel Akanji\Manuel-Akanji;ch SUI;DF;de Dortmund;24;1995;5.8;0;0;0;3;0;0;0.0;0.52;0.00;0.00;;0.1;0.1;0.03;-0.1;-0.1;Matches
6;David Alaba\David-Alaba;at AUT;DF;de Bayern Munich;27;1992;3.5;0;0;0;1;0;1;0.0;0.29;0.00;0.00;;0.0;0.0;0.04;0.0;0.0;Matches
7;Lucas Alario\Lucas-Alario;ar ARG;FW;de Leverkusen;26;1992;2.4;0;0;0;7;2;0;28.6;2.94;0.84;0.00;0.00;0.5;0.5;0.07;-0.5;-0.5;Matches
8;Jordi Alba\Jordi-Alba;es ESP;DF;es Barcelona;30;1989;1.9;0;0;0;1;0;0;0.0;0.51;0.00;0.00;;0.0;0.0;0.03;0.0;0.0;Matches
9;Paco Alcácer\Paco-Alcacer;es ESP;FW;de Dortmund;25;1993;1.3;0;0;0;4;0;1;0.0;3.19;0.00;0.00;;0.6;0.6;0.15;-0.6;-0.6;Matches
10;Thiago Alcántara\Thiago-Alcantara;es ESP;MF;de Bayern Munich;28;1991;5.5;0;0;0;4;1;0;25.0;0.73;0.18;0.00;0.00;1.5;1.5;0.38;-1.5;-1.5;Matches
11;Toby Alderweireld\Toby-Alderweireld;be BEL;DF;eng Tottenham;30;1989;5.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
12;Carles Aleñá\Carles-Alena;es ESP;MF;es Barcelona;21;1998;1.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
13;Trent Alexander-Arnold\Trent-Alexander-Arnold;eng ENG;DF;eng Liverpool;20;1998;5.1;0;0;0;4;0;1;0.0;0.78;0.00;0.00;;0.2;0.2;0.04;-0.2;-0.2;Matches
14;Alisson\Alisson;br BRA;GK;eng Liverpool;26;1992;5.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
15;Allan\Allan;br BRA;MF;it Napoli;28;1991;4.9;0;0;0;2;0;0;0.0;0.40;0.00;0.00;;0.1;0.1;0.04;-0.1;-0.1;Matches
16;Dele Alli\Dele-Alli;eng ENG;MFFW;eng Tottenham;23;1996;4.8;1;0;0;6;3;0;50.0;1.25;0.62;0.17;0.33;1.0;1.0;0.16;0.0;0.0;Matches
17;André Almeida\Andre-Almeida;pt POR;DF;pt Benfica;28;1990;1.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
18;Marcos Alonso\Marcos-Alonso;es ESP;DF;eng Chelsea;28;1990;4.4;0;0;0;12;5;3;41.7;2.72;1.13;0.00;0.00;0.7;0.7;0.06;-0.7;-0.7;Matches
19;Éder Álvarez Balanta\Eder-Alvarez-Balanta;co COL;MF;be Club Brugge;26;1993;3.2;0;0;0;2;0;0;0.0;0.63;0.00;0.00;;0.1;0.1;0.04;-0.1;-0.1;Matches
20;Edson Álvarez\Edson-Alvarez;mx MEX;MF;nl Ajax;21;1997;4.2;1;0;0;6;2;0;33.3;1.43;0.48;0.17;0.50;0.5;0.5;0.08;+0.5;+0.5;Matches
21;Nadiem Amiri\Nadiem-Amiri;de GER;FWMF;de Leverkusen;22;1996;2.6;0;0;0;7;2;1;28.6;2.66;0.76;0.00;0.00;0.4;0.4;0.06;-0.4;-0.4;Matches
22;Ethan Ampadu\Ethan-Ampadu;wal WAL;DF;de RB Leipzig;18;2000;2.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
23;Joachim Andersen\Joachim-Andersen;dk DEN;DF;fr Lyon;23;1996;4.0;1;0;0;1;1;0;100.0;0.25;0.25;1.00;1.00;0.2;0.2;0.15;+0.8;+0.8;Matches
24;Florin Andone\Florin-Andone;ro ROU;FW;tr Galatasaray;26;1993;1.8;0;0;0;8;2;0;25.0;4.47;1.12;0.00;0.00;0.6;0.6;0.07;-0.6;-0.6;Matches
25;Benjamin André\Benjamin-Andre;fr FRA;MF;fr Lille;28;1990;4.5;0;0;0;10;2;0;20.0;2.22;0.44;0.00;0.00;0.5;0.5;0.05;-0.5;-0.5;Matches
26;Miguel Ángel Guerrero\Miguel-Angel-Guerrero;es ESP;FW;gr Olympiacos;29;1990;3.5;0;0;0;9;1;0;11.1;2.58;0.29;0.00;0.00;0.4;0.4;0.04;-0.4;-0.4;Matches
27;Angeliño\Angelino;es ESP;DF;de RB Leipzig;22;1997;1.0;0;0;0;3;2;0;66.7;3.00;2.00;0.00;0.00;0.1;0.1;0.04;-0.1;-0.1;Matches
28;Angeliño\Angelino;es ESP;DF;eng Manchester City;22;1997;1.0;0;0;0;1;0;0;0.0;1.00;0.00;0.00;;0.0;0.0;0.02;0.0;0.0;Matches
29;Marcos Antônio\Marcos-Antonio;br BRA;MF;ua Shakhtar;19;2000;0.3;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
30;Houssem Aouar\Houssem-Aouar;fr FRA;FWMF;fr Lyon;21;1998;4.9;1;0;0;6;3;0;50.0;1.21;0.61;0.17;0.33;0.3;0.3;0.05;+0.7;+0.7;Matches
31;Youssef El-Arabi\Youssef-El-Arabi;ma MAR;FW;gr Olympiacos;32;1987;3.1;3;1;1;4;2;0;50.0;1.30;0.65;0.50;1.00;1.3;0.6;0.15;+1.7;+1.4;Matches
32;Charles Aránguiz\Charles-Aranguiz;cl CHI;MF;de Leverkusen;30;1989;4.6;0;0;0;5;0;0;0.0;1.08;0.00;0.00;;0.5;0.5;0.09;-0.5;-0.5;Matches
33;Luiz Araújo\Luiz-Araujo;br BRA;FWMF;fr Lille;23;1996;3.1;0;0;0;9;4;0;44.4;2.92;1.30;0.00;0.00;0.4;0.4;0.05;-0.4;-0.4;Matches
34;Alphonse Areola\Alphonse-Areola;fr FRA;GK;es Real Madrid;26;1993;1.5;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
35;Santiago Arias\Santiago-Arias;co COL;DF;es Atletico Madrid;27;1992;2.0;0;0;0;2;0;0;0.0;1.00;0.00;0.00;;0.0;0.0;0.02;0.0;0.0;Matches
36;Kepa Arrizabalaga\Kepa-Arrizabalaga;es ESP;GK;eng Chelsea;24;1994;6.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
37;Kwadwo Asamoah\Kwadwo-Asamoah;gh GHA;DF;it Inter;30;1988;2.9;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
38;Majeed Ashimeru\Majeed-Ashimeru;gh GHA;MFFW;at RB Salzburg;21;1997;0.7;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
39;Iyayi Atiemwen\Iyayi-Atiemwen;ng NGA;FW;hr Dinamo Zagreb;23;1996;0.1;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
40;Serge Aurier\Serge-Aurier;ci CIV;DF;eng Tottenham;26;1992;4.0;1;0;0;1;1;0;100.0;0.25;0.25;1.00;1.00;0.1;0.1;0.13;+0.9;+0.9;Matches
41;Sardar Azmoun\Sardar-Azmoun;ir IRN;FW;ru Zenit;24;1995;5.2;2;0;0;14;8;0;57.1;2.70;1.55;0.14;0.25;3.1;3.1;0.22;-1.1;-1.1;Matches
42;César Azpilicueta\Cesar-Azpilicueta;es ESP;DF;eng Chelsea;29;1989;6.8;2;0;0;4;2;0;50.0;0.59;0.29;0.50;1.00;1.2;1.2;0.31;+0.8;+0.8;Matches
43;Ryan Babel\Ryan-Babel;nl NED;FW;tr Galatasaray;32;1986;3.7;0;0;0;4;1;0;25.0;1.08;0.27;0.00;0.00;0.6;0.6;0.14;-0.6;-0.6;Matches
44;Leon Bailey\Leon-Bailey;jm JAM;FWMF;de Leverkusen;21;1997;1.3;0;0;0;1;0;0;0.0;0.79;0.00;0.00;;0.0;0.0;0.03;0.0;0.0;Matches
45;Gareth Bale\Gareth-Bale;wal WAL;FW;es Real Madrid;30;1989;1.3;0;0;0;6;0;2;0.0;4.70;0.00;0.00;;0.4;0.4;0.07;-0.4;-0.4;Matches
46;Leonardo Balerdi\Leonardo-Balerdi;ar ARG;DF;de Dortmund;20;1999;0.1;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
47;Jonathan Bamba\Jonathan-Bamba;fr FRA;FWMF;fr Lille;23;1996;3.1;0;0;0;8;1;0;12.5;2.57;0.32;0.00;0.00;0.7;0.7;0.09;-0.7;-0.7;Matches
48;Nicolò Barella\Nicolo-Barella;it ITA;MF;it Inter;22;1997;3.2;1;0;0;5;1;0;20.0;1.56;0.31;0.20;1.00;0.3;0.3;0.06;+0.7;+0.7;Matches
49;Dmitri Barinov\Dmitri-Barinov;ru RUS;MF;ru Loko Moscow;22;1996;5.0;1;0;0;6;1;0;16.7;1.20;0.20;0.17;1.00;0.4;0.4;0.06;+0.6;+0.6;Matches
50;Ross Barkley\Ross-Barkley;eng ENG;FWMF;eng Chelsea;25;1993;0.8;0;0;1;1;0;0;0.0;1.27;0.00;0.00;;0.8;0.0;0.03;-0.8;0.0;Matches
51;Wílmar Barrios\Wilmar-Barrios;co COL;MF;ru Zenit;25;1993;6.0;0;0;0;2;0;0;0.0;0.33;0.00;0.00;;0.0;0.0;0.02;0.0;0.0;Matches
52;Musa Barrow\Musa-Barrow;gm GAM;FW;it Atalanta;20;1998;0.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
53;Michy Batshuayi\Michy-Batshuayi;be BEL;FW;eng Chelsea;25;1993;0.9;1;0;0;10;5;0;50.0;10.59;5.29;0.10;0.20;1.6;1.6;0.16;-0.6;-0.6;Matches
54;Julian Baumgartlinger\Julian-Baumgartlinger;at AUT;MF;de Leverkusen;31;1988;3.8;0;0;0;2;0;0;0.0;0.52;0.00;0.00;;0.1;0.1;0.04;-0.1;-0.1;Matches
55;Ömer Bayram\Omer-Bayram;tr TUR;FWMF;tr Galatasaray;28;1991;2.8;0;0;0;4;1;2;25.0;1.43;0.36;0.00;0.00;0.1;0.1;0.03;-0.1;-0.1;Matches
56;Donny van de Beek\Donny-van-de-Beek;nl NED;MF;nl Ajax;22;1997;5.0;2;0;0;8;2;0;25.0;1.61;0.40;0.25;1.00;1.0;1.0;0.13;+1.0;+1.0;Matches
57;Younès Belhanda\Younes-Belhanda;ma MAR;MF;tr Galatasaray;29;1990;3.4;0;0;0;5;1;0;20.0;1.47;0.29;0.00;0.00;0.4;0.4;0.07;-0.4;-0.4;Matches
58;Karim Bellarabi\Karim-Bellarabi;de GER;FWMF;de Leverkusen;29;1990;4.6;0;0;0;10;2;0;20.0;2.18;0.44;0.00;0.00;0.3;0.3;0.03;-0.3;-0.3;Matches
59;Lars Bender\Lars-Bender;de GER;DF;de Leverkusen;30;1989;3.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
60;Sven Bender\Sven-Bender;de GER;DF;de Leverkusen;30;1989;6.0;1;0;0;3;2;0;66.7;0.50;0.33;0.33;0.50;0.2;0.2;0.08;+0.8;+0.8;Matches
61;Rodrigo Bentancur\Rodrigo-Bentancur;uy URU;MF;it Juventus;22;1997;3.7;0;0;0;1;0;0;0.0;0.27;0.00;0.00;;0.0;0.0;0.04;0.0;0.0;Matches
62;Karim Benzema\Karim-Benzema;fr FRA;FW;es Real Madrid;31;1987;6.1;4;0;0;26;11;0;42.3;4.23;1.79;0.15;0.36;4.8;4.8;0.18;-0.8;-0.8;Matches
63;Yassine Benzia\Yassine-Benzia;dz ALG;MF;gr Olympiacos;24;1994;0.9;0;0;0;1;0;0;0.0;1.17;0.00;0.00;;0.1;0.1;0.06;-0.1;-0.1;Matches
64;Sander Berge\Sander-Berge;no NOR;MF;be Genk;21;1998;6.0;0;0;0;4;2;1;50.0;0.67;0.33;0.00;0.00;0.2;0.2;0.05;-0.2;-0.2;Matches
65;Steven Bergwijn\Steven-Bergwijn;nl NED;MFFW;eng Tottenham;21;1997;1.0;0;0;0;3;1;0;33.3;3.00;1.00;0.00;0.00;0.2;0.2;0.08;-0.2;-0.2;Matches
66;Federico Bernardeschi\Federico-Bernardeschi;it ITA;MF;it Juventus;25;1994;2.1;1;0;0;4;2;0;50.0;1.87;0.94;0.25;0.50;0.4;0.4;0.10;+0.6;+0.6;Matches
67;Juan Bernat\Juan-Bernat;es ESP;DF;fr Paris S-G;26;1993;5.8;0;0;0;1;0;0;0.0;0.17;0.00;0.00;;0.0;0.0;0.05;0.0;0.0;Matches
68;Antoine Bernede\Antoine-Bernede;fr FRA;MF;at RB Salzburg;20;1999;1.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
69;Cristiano Biraghi\Cristiano-Biraghi;it ITA;DF;it Inter;26;1992;2.5;0;0;0;1;1;0;100.0;0.41;0.41;0.00;0.00;0.1;0.1;0.11;-0.1;-0.1;Matches
70;Daley Blind\Daley-Blind;nl NED;DF;nl Ajax;29;1990;4.7;0;0;0;2;1;0;50.0;0.42;0.21;0.00;0.00;0.1;0.1;0.04;-0.1;-0.1;Matches
71;Richmond Boakye\Richmond-Boakye;gh GHA;FW;rs Red Star;26;1993;2.1;1;0;0;6;1;0;16.7;2.90;0.48;0.17;1.00;0.4;0.4;0.06;+0.6;+0.6;Matches
72;Jérôme Boateng\Jerome-Boateng;de GER;DF;de Bayern Munich;30;1988;4.1;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
73;Serhiy Bolbat\Serhiy-Bolbat;ua UKR;DF;ua Shakhtar;26;1993;2.7;0;0;0;1;0;0;0.0;0.37;0.00;0.00;;0.0;0.0;0.03;0.0;0.0;Matches
74;Theo Bongonda\Theo-Bongonda;be BEL;MFFW;be Genk;23;1995;2.9;0;0;0;5;1;0;20.0;1.75;0.35;0.00;0.00;0.7;0.7;0.15;-0.7;-0.7;Matches
75;Leonardo Bonucci\Leonardo-Bonucci;it ITA;DF;it Juventus;32;1987;6.0;0;0;0;1;0;0;0.0;0.17;0.00;0.00;;0.2;0.2;0.19;-0.2;-0.2;Matches
76;Neto Borges\Neto-Borges;br BRA;DF;be Genk;22;1996;0.1;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
77;Jan Bořil\Jan-Boril;cz CZE;DF;cz Slavia Prague;28;1991;6.0;1;0;0;6;2;0;33.3;1.00;0.33;0.17;0.50;0.4;0.4;0.07;+0.6;+0.6;Matches
78;Milan Borjan\Milan-Borjan;ca CAN;GK;rs Red Star;31;1987;6.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
79;Andreas Bouchalakis\Andreas-Bouchalakis;gr GRE;MF;gr Olympiacos;26;1993;5.4;0;0;0;2;0;0;0.0;0.37;0.00;0.00;;0.4;0.4;0.18;-0.4;-0.4;Matches
80;Domagoj Bradarić\Domagoj-Bradaric;hr CRO;DF;fr Lille;19;1999;3.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
81;Julian Brandt\Julian-Brandt;de GER;MFFW;de Dortmund;23;1996;5.2;2;0;0;9;4;0;44.4;1.73;0.77;0.22;0.50;0.8;0.8;0.09;+1.2;+1.2;Matches
82;Erling Braut Håland\Erling-Braut-Haland;no NOR;FW;at RB Salzburg;19;2000;4.2;8;2;2;15;9;0;60.0;3.61;2.17;0.40;0.67;5.3;3.8;0.25;+2.7;+2.2;Matches
83;Erling Braut Håland\Erling-Braut-Haland;no NOR;FW;de Dortmund;19;2000;1.0;2;0;0;4;2;0;50.0;4.00;2.00;0.50;1.00;0.9;0.9;0.22;+1.1;+1.1;Matches
84;Claudio Bravo\Claudio-Bravo;cl CHI;GK;eng Manchester City;36;1983;1.4;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
85;Marcelo Brozović\Marcelo-Brozovic;hr CRO;MF;it Inter;26;1992;5.8;0;0;0;5;1;0;20.0;0.86;0.17;0.00;0.00;0.3;0.3;0.06;-0.3;-0.3;Matches
86;Jacob Bruun Larsen\Jacob-Bruun-Larsen;dk DEN;FW;de Dortmund;20;1998;0.2;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
87;Gianluigi Buffon\Gianluigi-Buffon;it ITA;GK;it Juventus;41;1978;1.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
88;Mick van Buren\Mick-van-Buren;nl NED;FW;cz Slavia Prague;26;1992;0.5;0;0;0;1;0;0;0.0;2.00;0.00;0.00;;0.1;0.1;0.09;-0.1;-0.1;Matches
89;Roman Bürki\Roman-Burki;ch SUI;GK;de Dortmund;28;1990;7.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
90;Sergio Busquets\Sergio-Busquets;es ESP;MF;es Barcelona;31;1988;4.9;0;0;0;1;0;0;0.0;0.21;0.00;0.00;;0.0;0.0;0.05;0.0;0.0;Matches
91;Adem Büyük\Adem-Buyuk;tr TUR;FW;tr Galatasaray;31;1987;1.0;1;0;0;3;1;0;33.3;2.93;0.98;0.33;1.00;0.4;0.4;0.12;+0.6;+0.6;Matches
92;Willy Caballero\Willy-Caballero;ar ARG;GK;eng Chelsea;37;1981;1.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
93;Mattia Caldara\Mattia-Caldara;it ITA;DF;it Atalanta;25;1994;0.8;0;0;0;1;0;0;0.0;1.20;0.00;0.00;;0.0;0.0;0.03;0.0;0.0;Matches
94;José Callejón\Jose-Callejon;es ESP;MF;it Napoli;32;1987;5.6;0;1;1;7;2;1;28.6;1.25;0.36;-0.14;-0.50;2.0;1.3;0.18;-2.0;-2.3;Matches
95;Mohamed Camara\Mohamed-Camara;gn GUI;MF;gr Olympiacos;22;1997;4.6;0;0;0;10;1;0;10.0;2.15;0.22;0.00;0.00;0.2;0.2;0.02;-0.2;-0.2;Matches
96;Emre Can\Emre-Can;de GER;MF;de Dortmund;25;1994;1.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
97;José Cañas\Jose-Canas;es ESP;MF;rs Red Star;32;1987;3.5;0;0;0;1;1;0;100.0;0.29;0.29;0.00;0.00;0.0;0.0;0.03;0.0;0.0;Matches
98;João Cancelo\Joao-Cancelo;pt POR;DF;eng Manchester City;25;1994;4.3;0;0;0;3;1;0;33.3;0.70;0.23;0.00;0.00;0.1;0.1;0.04;-0.1;-0.1;Matches
99;Antonio Candreva\Antonio-Candreva;it ITA;DF;it Inter;32;1987;4.3;1;0;0;5;1;1;20.0;1.15;0.23;0.20;1.00;0.5;0.5;0.10;+0.5;+0.5;Matches
100;Carlos\Carlos;br BRA;FW;pt Benfica;24;1995;3.6;1;0;0;5;2;0;40.0;1.40;0.56;0.20;0.50;0.9;0.9;0.17;+0.1;+0.1;Matches
101;Dani Carvajal\Dani-Carvajal;es ESP;DF;es Real Madrid;27;1992;6.0;0;0;0;4;4;0;100.0;0.67;0.67;0.00;0.00;0.2;0.2;0.05;-0.2;-0.2;Matches
102;Casemiro\Casemiro;br BRA;MF;es Real Madrid;27;1992;6.7;1;0;0;11;4;0;36.4;1.65;0.60;0.09;0.25;0.3;0.3;0.03;+0.7;+0.7;Matches
103;Timothy Castagne\Timothy-Castagne;be BEL;DF;it Atalanta;23;1995;4.3;1;0;0;4;2;0;50.0;0.94;0.47;0.25;0.50;1.2;1.2;0.46;-0.2;-0.2;Matches
104;Edinson Cavani\Edinson-Cavani;uy URU;FW;fr Paris S-G;32;1987;0.4;1;1;1;0;0;0;;0.00;0.00;;;0.8;0.0;;+0.2;0.0;Matches
105;Zeki Çelik\Zeki-Celik;tr TUR;DF;fr Lille;22;1997;6.0;0;0;0;2;1;0;50.0;0.33;0.17;0.00;0.00;0.3;0.3;0.15;-0.3;-0.3;Matches
106;Murilo Cerqueira\Murilo-Cerqueira;br BRA;MFDF;ru Loko Moscow;22;1997;4.1;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
107;Franco Cervi\Franco-Cervi;ar ARG;MF;pt Benfica;25;1994;4.4;1;0;0;4;2;0;50.0;0.90;0.45;0.25;0.50;1.4;1.4;0.35;-0.4;-0.4;Matches
108;Leonardo César Jardim\Leonardo-Cesar-Jardim;br BRA;GK;fr Lille;24;1995;0.2;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
109;Rayan Cherki\Rayan-Cherki;fr FRA;MF;fr Lyon;15;2003;0.2;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
110;Denis Cheryshev\Denis-Cheryshev;ru RUS;MFFW;es Valencia;28;1990;2.7;2;0;0;7;5;0;71.4;2.55;1.82;0.29;0.40;0.6;0.6;0.08;+1.4;+1.4;Matches
111;Chiquinho\Chiquinho;pt POR;MFFW;pt Benfica;24;1995;3.0;0;0;0;9;1;1;11.1;3.00;0.33;0.00;0.00;0.5;0.5;0.05;-0.5;-0.5;Matches
112;Andreas Christensen\Andreas-Christensen;dk DEN;DF;eng Chelsea;23;1996;3.0;0;0;0;1;0;0;0.0;0.33;0.00;0.00;;0.1;0.1;0.07;-0.1;-0.1;Matches
113;Jasper Cillessen\Jasper-Cillessen;nl NED;GK;es Valencia;30;1989;5.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
114;Kingsley Coman\Kingsley-Coman;fr FRA;FW;de Bayern Munich;23;1996;4.8;2;0;0;14;5;0;35.7;2.90;1.04;0.14;0.40;2.2;2.2;0.16;-0.2;-0.2;Matches
115;Dion Cools\Dion-Cools;be BEL;MF;be Club Brugge;23;1996;0.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
116;Francis Coquelin\Francis-Coquelin;fr FRA;MF;es Valencia;28;1991;4.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
117;Vedran Ćorluka\Vedran-Corluka;hr CRO;DF;ru Loko Moscow;33;1986;5.8;0;0;0;1;0;0;0.0;0.17;0.00;0.00;;0.1;0.1;0.08;-0.1;-0.1;Matches
118;Maxwel Cornet\Maxwel-Cornet;ci CIV;MFDF;fr Lyon;22;1996;3.1;0;0;0;5;0;0;0.0;1.61;0.00;0.00;;0.3;0.3;0.07;-0.3;-0.3;Matches
119;Carlos Coronel\Carlos-Coronel;br BRA;GK;at RB Salzburg;22;1996;2.6;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
120;Ángel Correa\Angel-Correa;ar ARG;MFFW;es Atletico Madrid;24;1995;3.8;0;0;0;7;2;0;28.6;1.85;0.53;0.00;0.00;1.1;1.1;0.15;-1.1;-1.1;Matches
121;Thierry Correia\Thierry-Correia;pt POR;DF;es Valencia;20;1999;0.2;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
122;Diego Costa\Diego-Costa;es ESP;FW;es Atletico Madrid;30;1988;3.7;0;0;0;4;0;0;0.0;1.09;0.00;0.00;;1.0;1.0;0.26;-1.0;-1.0;Matches
123;Douglas Costa\Douglas-Costa;br BRA;MF;it Juventus;28;1990;0.2;1;0;0;1;1;0;100.0;4.50;4.50;1.00;1.00;0.5;0.5;0.46;+0.5;+0.5;Matches
124;Jaume Costa\Jaume-Costa;es ESP;DF;es Valencia;31;1988;2.7;0;0;0;2;0;0;0.0;0.73;0.00;0.00;;0.1;0.1;0.03;-0.1;-0.1;Matches
125;Gaëtan Coucke\Gaetan-Coucke;be BEL;GK;be Genk;20;1998;5.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
126;Vladimír Coufal\Vladimir-Coufal;cz CZE;DF;cz Slavia Prague;26;1992;6.0;0;0;0;2;1;0;50.0;0.33;0.17;0.00;0.00;0.0;0.0;0.02;0.0;0.0;Matches
127;Thibaut Courtois\Thibaut-Courtois;be BEL;GK;es Real Madrid;27;1992;5.5;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
128;Philippe Coutinho\Philippe-Coutinho;br BRA;MFFW;de Bayern Munich;27;1992;4.9;1;0;0;27;9;2;33.3;5.56;1.85;0.04;0.11;2.0;2.0;0.08;-1.0;-1.0;Matches
129;Juan Cuadrado\Juan-Cuadrado;co COL;DFFW;it Juventus;31;1988;4.8;1;0;0;2;1;0;50.0;0.42;0.21;0.50;1.00;0.1;0.1;0.03;+0.9;+0.9;Matches
130;Carlos Cuesta\Carlos-Cuesta;co COL;DFMF;be Genk;20;1999;4.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
131;Matheus Cunha\Matheus-Cunha;br BRA;FW;de RB Leipzig;20;1999;0.9;0;0;0;7;0;0;0.0;7.88;0.00;0.00;;1.5;1.5;0.23;-1.5;-1.5;Matches
132;Danilo D'Ambrosio\Danilo-DAmbrosio;it ITA;DF;it Inter;30;1988;2.0;0;0;0;6;2;0;33.3;2.93;0.98;0.00;0.00;0.6;0.6;0.09;-0.6;-0.6;Matches
133;Colin Dagba\Colin-Dagba;fr FRA;DF;fr Paris S-G;20;1998;1.0;0;0;0;1;0;0;0.0;1.00;0.00;0.00;;0.0;0.0;0.05;0.0;0.0;Matches
134;Mahmoud Dahoud\Mahmoud-Dahoud;de GER;MFFW;de Dortmund;23;1996;0.3;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
135;Patson Daka\Patson-Daka;zm ZAM;FW;at RB Salzburg;20;1998;2.7;1;0;0;11;4;0;36.4;4.11;1.49;0.09;0.25;1.7;1.7;0.16;-0.7;-0.7;Matches
136;Danilo\Danilo;br BRA;DF;it Juventus;28;1991;5.0;0;0;0;2;0;0;0.0;0.40;0.00;0.00;;0.1;0.1;0.03;-0.1;-0.1;Matches
137;Alphonso Davies\Alphonso-Davies;ca CAN;DF;de Bayern Munich;18;2000;4.0;0;0;0;5;0;0;0.0;1.25;0.00;0.00;;0.3;0.3;0.06;-0.3;-0.3;Matches
138;Ben Davies\Ben-Davies;wal WAL;DF;eng Tottenham;26;1993;3.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
139;Kevin De Bruyne\Kevin-De-Bruyne;be BEL;MF;eng Manchester City;28;1991;4.4;1;1;1;6;1;0;16.7;1.37;0.23;0.00;0.00;1.4;0.6;0.10;-0.4;-0.6;Matches
