"id";"name";"nation";"position";"Squad";"age";"born";"90s";"Gls";"PK";"PKatt";"Sh";"SoT";"FK";"SoT%";"Sh/90";"SoT/90";"G/Sh";"G/SoT";"xG";"npxG";"npxG/Sh";"G-xG";"np:G-xG";"Matches"
611;Corentin Tolisso\Corentin-Tolisso;fr FRA;MF;de Bayern Munich;24;1994;3.4;2;0;0;12;5;0;41.7;3.56;1.49;0.17;0.40;1.2;1.2;0.10;+0.8;+0.8;Matches
612;Rafael Tolói\Rafael-Toloi;br BRA;DF;it Atalanta;28;1990;6.0;0;0;0;4;1;0;25.0;0.67;0.17;0.00;0.00;0.2;0.2;0.06;-0.2;-0.2;Matches
613;Tomané\Tomane;pt POR;FW;rs Red Star;26;1992;2.3;0;0;1;2;1;0;50.0;0.86;0.43;0.00;0.00;0.8;0.1;0.03;-0.8;-0.1;Matches
614;Raúl de Tomás\Raul-de-Tomas;es ESP;FW;pt Benfica;24;1994;1.3;1;0;0;10;5;1;50.0;7.56;3.78;0.10;0.20;0.4;0.4;0.04;+0.6;+0.6;Matches
615;Fikayo Tomori\Fikayo-Tomori;eng ENG;DF;eng Chelsea;21;1997;4.0;0;0;0;4;0;0;0.0;1.00;0.00;0.00;;0.4;0.4;0.10;-0.4;-0.4;Matches
616;Vasilis Torosidis\Vasilis-Torosidis;gr GRE;DF;gr Olympiacos;34;1985;1.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
617;Ferrán Torres\Ferran-Torres;es ESP;MF;es Valencia;19;2000;4.3;1;0;0;7;3;0;42.9;1.62;0.69;0.14;0.33;0.8;0.8;0.11;+0.2;+0.2;Matches
618;Lucas Tousart\Lucas-Tousart;fr FRA;MF;fr Lyon;22;1997;6.7;1;0;0;10;2;0;20.0;1.49;0.30;0.10;0.50;0.7;0.7;0.07;+0.3;+0.3;Matches
619;Bertrand Traoré\Bertrand-Traore;bf BFA;MFFW;fr Lyon;23;1995;2.5;1;0;0;8;5;0;62.5;3.14;1.97;0.13;0.20;0.2;0.2;0.03;+0.8;+0.8;Matches
620;Ibrahim Traoré\Ibrahim-Traore;ci CIV;MFFW;cz Slavia Prague;30;1988;1.9;0;0;0;1;0;0;0.0;0.54;0.00;0.00;;0.0;0.0;0.03;0.0;0.0;Matches
621;Kieran Trippier\Kieran-Trippier;eng ENG;DF;es Atletico Madrid;28;1990;4.0;0;0;1;1;0;0;0.0;0.25;0.00;0.00;;0.8;0.0;0.02;-0.8;0.0;Matches
622;Kostas Tsimikas\Kostas-Tsimikas;gr GRE;DF;gr Olympiacos;23;1996;6.0;0;0;0;2;0;0;0.0;0.33;0.00;0.00;;0.0;0.0;0.02;0.0;0.0;Matches
623;Andreas Ulmer\Andreas-Ulmer;at AUT;DF;at RB Salzburg;33;1985;6.0;1;0;0;5;1;0;20.0;0.83;0.17;0.20;1.00;0.4;0.4;0.07;+0.6;+0.6;Matches
624;Samuel Umtiti\Samuel-Umtiti;fr FRA;DF;es Barcelona;25;1993;3.0;0;0;0;1;0;0;0.0;0.33;0.00;0.00;;0.2;0.2;0.24;-0.2;-0.2;Matches
625;Dayot Upamecano\Dayot-Upamecano;fr FRA;DF;de RB Leipzig;20;1998;4.3;0;0;0;3;1;0;33.3;0.69;0.23;0.00;0.00;0.2;0.2;0.05;-0.2;-0.2;Matches
626;Jere Uronen\Jere-Uronen;fi FIN;DF;be Genk;25;1994;3.0;0;0;0;3;1;0;33.3;1.00;0.33;0.00;0.00;0.1;0.1;0.02;-0.1;-0.1;Matches
627;Mathieu Valbuena\Mathieu-Valbuena;fr FRA;MF;gr Olympiacos;34;1984;1.2;1;1;1;1;0;0;0.0;0.87;0.00;0.00;;0.8;0.0;0.02;+0.2;0.0;Matches
628;Borja Valero\Borja-Valero;es ESP;MF;it Inter;34;1985;1.7;0;0;0;2;1;0;50.0;1.18;0.59;0.00;0.00;0.1;0.1;0.03;-0.1;-0.1;Matches
629;Albert Vallci\Albert-Vallci;at AUT;DF;at RB Salzburg;24;1995;0.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
630;Manu Vallejo\Manu-Vallejo;es ESP;FWMF;es Valencia;22;1997;0.8;0;0;0;1;0;0;0.0;1.25;0.00;0.00;;0.1;0.1;0.08;-0.1;-0.1;Matches
631;Federico Valverde\Federico-Valverde;uy URU;MF;es Real Madrid;21;1998;3.8;0;0;0;3;1;0;33.3;0.79;0.26;0.00;0.00;0.1;0.1;0.02;-0.1;-0.1;Matches
632;Hans Vanaken\Hans-Vanaken;be BEL;MF;be Club Brugge;26;1992;6.0;1;0;0;5;3;2;60.0;0.83;0.50;0.20;0.33;0.4;0.4;0.08;+0.6;+0.6;Matches
633;Maarten Vandevoordt\Maarten-Vandevoordt;be BEL;GK;be Genk;17;2002;1.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
634;Raphaël Varane\Raphael-Varane;fr FRA;DF;es Real Madrid;26;1993;7.0;0;0;0;8;1;0;12.5;1.14;0.14;0.00;0.00;0.7;0.7;0.09;-0.7;-0.7;Matches
635;Lucas Vázquez\Lucas-Vazquez;es ESP;FWMF;es Real Madrid;28;1991;1.0;0;0;0;4;0;0;0.0;3.87;0.00;0.00;;0.1;0.1;0.04;-0.1;-0.1;Matches
636;Matías Vecino\Matias-Vecino;uy URU;MF;it Inter;27;1991;2.6;1;0;0;5;2;0;40.0;1.89;0.76;0.20;0.50;0.3;0.3;0.05;+0.7;+0.7;Matches
637;Joël Veltman\Joel-Veltman;nl NED;DF;nl Ajax;27;1992;4.7;0;0;0;1;0;0;0.0;0.21;0.00;0.00;;0.0;0.0;0.02;0.0;0.0;Matches
638;Marco Verratti\Marco-Verratti;it ITA;MF;fr Paris S-G;26;1992;6.2;0;0;0;1;1;0;100.0;0.16;0.16;0.00;0.00;0.0;0.0;0.01;0.0;0.0;Matches
639;Jan Vertonghen\Jan-Vertonghen;be BEL;DF;eng Tottenham;32;1987;2.8;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
640;Arturo Vidal\Arturo-Vidal;cl CHI;MFFW;es Barcelona;32;1987;3.7;0;0;0;2;0;0;0.0;0.55;0.00;0.00;;0.2;0.2;0.08;-0.2;-0.2;Matches
641;Vitolo\Vitolo;es ESP;FWMF;es Atletico Madrid;29;1989;1.3;0;0;0;4;2;0;50.0;3.08;1.54;0.00;0.00;0.3;0.3;0.07;-0.3;-0.3;Matches
642;Odisseas Vlachodimos\Odisseas-Vlachodimos;gr GRE;GK;pt Benfica;25;1994;6.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
643;Thibault Vlietinck\Thibault-Vlietinck;be BEL;DF;be Club Brugge;21;1997;0.8;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
644;Kevin Volland\Kevin-Volland;de GER;FW;de Leverkusen;27;1992;5.1;1;0;0;11;2;1;18.2;2.16;0.39;0.09;0.50;1.0;1.0;0.09;0.0;0.0;Matches
645;Ruud Vormer\Ruud-Vormer;nl NED;MF;be Club Brugge;31;1988;2.9;0;0;0;1;0;0;0.0;0.34;0.00;0.00;;0.0;0.0;0.02;0.0;0.0;Matches
646;Stefan de Vrij\Stefan-de-Vrij;nl NED;DF;it Inter;27;1992;6.0;0;0;0;1;0;0;0.0;0.17;0.00;0.00;;0.3;0.3;0.30;-0.3;-0.3;Matches
647;Šime Vrsaljko\Sime-Vrsaljko;hr CRO;DF;es Atletico Madrid;27;1992;1.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
648;Aleksa Vukanović\Aleksa-Vukanovic;rs SRB;FWMF;rs Red Star;27;1992;1.9;0;0;0;2;0;0;0.0;1.06;0.00;0.00;;0.2;0.2;0.08;-0.2;-0.2;Matches
649;Miloš Vulić\Milos-Vulic;rs SRB;MF;rs Red Star;22;1996;2.0;1;0;0;5;2;0;40.0;2.47;0.99;0.20;0.50;0.2;0.2;0.03;+0.8;+0.8;Matches
650;Moussa Wagué\Moussa-Wague;sn SEN;DF;es Barcelona;20;1998;1.0;0;0;0;2;0;0;0.0;2.00;0.00;0.00;;0.1;0.1;0.03;-0.1;-0.1;Matches
651;Kyle Walker\Kyle-Walker;eng ENG;DF;eng Manchester City;29;1990;2.9;0;0;0;2;1;0;50.0;0.68;0.34;0.00;0.00;0.0;0.0;0.02;0.0;0.0;Matches
652;Kyle Walker-Peters\Kyle-Walker-Peters;eng ENG;DF;eng Tottenham;22;1997;1.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
653;Victor Wanyama\Victor-Wanyama;ke KEN;MF;eng Tottenham;28;1991;0.1;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
654;Daniel Wass\Daniel-Wass;dk DEN;DFMF;es Valencia;30;1989;7.0;1;0;0;6;2;1;33.3;0.86;0.29;0.17;0.50;0.2;0.2;0.03;+0.8;+0.8;Matches
655;Julian Weigl\Julian-Weigl;de GER;MFDF;de Dortmund;23;1995;3.8;0;0;0;1;1;0;100.0;0.26;0.26;0.00;0.00;0.0;0.0;0.02;0.0;0.0;Matches
656;Mitchell Weiser\Mitchell-Weiser;de GER;DF;de Leverkusen;25;1994;3.0;0;0;0;3;1;0;33.3;1.00;0.33;0.00;0.00;0.1;0.1;0.04;-0.1;-0.1;Matches
657;Wendell\Wendell;br BRA;DF;de Leverkusen;26;1993;3.9;0;0;0;4;0;0;0.0;1.03;0.00;0.00;;0.1;0.1;0.02;-0.1;-0.1;Matches
658;Timo Werner\Timo-Werner;de GER;FWMF;de RB Leipzig;23;1996;5.4;4;2;2;20;6;0;30.0;3.68;1.10;0.10;0.33;4.7;3.2;0.16;-0.7;-1.2;Matches
659;Georginio Wijnaldum\Georginio-Wijnaldum;nl NED;MF;eng Liverpool;28;1990;4.9;1;0;0;6;1;0;16.7;1.21;0.20;0.17;1.00;0.7;0.7;0.11;+0.3;+0.3;Matches
660;Willian\Willian;br BRA;FW;eng Chelsea;30;1988;5.9;1;0;0;10;4;1;40.0;1.70;0.68;0.10;0.25;1.0;1.0;0.10;0.0;0.0;Matches
661;Harry Winks\Harry-Winks;eng ENG;MF;eng Tottenham;23;1996;3.9;0;0;0;1;1;0;100.0;0.26;0.26;0.00;0.00;0.0;0.0;0.01;0.0;0.0;Matches
662;Axel Witsel\Axel-Witsel;be BEL;MF;de Dortmund;30;1989;6.0;0;0;0;5;0;0;0.0;0.83;0.00;0.00;;0.2;0.2;0.04;-0.2;-0.2;Matches
663;Maximilian Wöber\Maximilian-Wober;at AUT;DF;at RB Salzburg;21;1998;6.0;0;0;0;5;0;0;0.0;0.83;0.00;0.00;;0.2;0.2;0.05;-0.2;-0.2;Matches
664;Xeka\Xeka;pt POR;MFFW;fr Lille;24;1994;1.3;0;0;0;1;0;0;0.0;0.76;0.00;0.00;;0.0;0.0;0.02;0.0;0.0;Matches
665;Erencan Yardimci\Erencan-Yardimci;tr TUR;MF;tr Galatasaray;17;2002;0.0;0;0;0;0;0;0;;;;;;0.0;0.0;;0.0;0.0;Matches
666;Yusuf Yazıcı\Yusuf-Yazici;tr TUR;FWMF;fr Lille;22;1997;4.1;0;0;0;17;5;0;29.4;4.11;1.21;0.00;0.00;1.2;1.2;0.07;-1.2;-1.2;Matches
667;Amin Younes\Amin-Younes;de GER;FW;it Napoli;25;1993;0.1;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
668;Abdulla Yusuf Helal\Abdulla-Yusuf-Helal;bh BHR;FW;cz Slavia Prague;26;1993;0.4;0;0;0;2;1;0;50.0;5.00;2.50;0.00;0.00;0.2;0.2;0.09;-0.2;-0.2;Matches
669;Dan-Axel Zagadou\Dan-Axel-Zagadou;fr FRA;DF;de Dortmund;20;1999;2.2;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
670;Duván Zapata\Duvan-Zapata;co COL;FW;it Atalanta;28;1991;2.2;1;0;0;7;3;0;42.9;3.23;1.38;0.14;0.33;1.6;1.6;0.23;-0.6;-0.6;Matches
671;Jaroslav Zelený\Jaroslav-Zeleny;cz CZE;MFFW;cz Slavia Prague;26;1992;1.2;0;0;0;2;2;0;100.0;1.65;1.65;0.00;0.00;0.4;0.4;0.20;-0.4;-0.4;Matches
672;Rifat Zhemaletdinov\Rifat-Zhemaletdinov;ru RUS;MFFW;ru Loko Moscow;22;1996;4.0;0;0;0;5;0;0;0.0;1.25;0.00;0.00;;0.5;0.5;0.11;-0.5;-0.5;Matches
673;Yuri Zhirkov\Yuri-Zhirkov;ru RUS;DFMF;ru Zenit;35;1983;0.8;0;0;0;2;0;0;0.0;2.47;0.00;0.00;;0.1;0.1;0.03;-0.1;-0.1;Matches
674;Piotr Zieliński\Piotr-Zielinski;pl POL;MF;it Napoli;25;1994;5.0;0;0;0;3;0;0;0.0;0.60;0.00;0.00;;0.2;0.2;0.06;-0.2;-0.2;Matches
675;Oleksandr Zinchenko\Oleksandr-Zinchenko;ua UKR;DFMF;eng Manchester City;22;1996;1.3;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
676;Joshua Zirkzee\Joshua-Zirkzee;nl NED;FW;de Bayern Munich;18;2001;0.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
677;Hakim Ziyech\Hakim-Ziyech;ma MAR;FWMF;nl Ajax;26;1993;5.5;2;0;0;19;4;1;21.1;3.43;0.72;0.11;0.50;1.0;1.0;0.05;+1.0;+1.0;Matches
678;Kurt Zouma\Kurt-Zouma;fr FRA;DF;eng Chelsea;24;1994;5.8;0;0;0;3;0;0;0.0;0.52;0.00;0.00;;0.2;0.2;0.07;-0.2;-0.2;Matches
