"id";"name";"nation";"position";"team";"age";"born";"90s";"Ast";"xA";"A-xA";"KP";"Cmp";"Att";"CmpPER";"shortCmp";"shortAtt";"shortCmpPER";"mediumCmp";"mediumAtt";"mediumCmpPER";"longCmp";"longAtt";"longCmpPER";"Left";"Right";"FK";"TB";"CK";"TI";"1/3";"PPA";"CrsPA";"Matches"
17;Angeliño\Angelino;es ESP;DF;RB Leipzig;22;1997;4.0;0;0.2;-0.2;4;135;196;68.9;2;10;20.0;100;117;85.5;33;69;47.8;147;13;9;0;12;29;6;5;1;Matches
18;Christopher Antwi-Adjei\Christopher-Antwi-Adjei;gh GHA;MFFW;Paderborn 07;25;1994;18.8;2;2.7;-0.7;33;420;584;71.9;11;35;31.4;336;424;79.2;73;125;58.4;100;363;4;4;18;75;20;22;4;Matches
19;Charles Aránguiz\Charles-Aranguiz;cl CHI;MF;Leverkusen;30;1989;15.0;3;1.5;+1.5;18;890;1031;86.3;7;25;28.0;717;776;92.4;166;230;72.2;167;816;22;0;2;1;91;5;0;Matches
20;Maximilian Arnold\Maximilian-Arnold;de GER;MF;Wolfsburg;25;1994;21.8;5;5.2;-0.2;52;789;1067;73.9;20;40;50.0;513;587;87.4;256;440;58.2;795;203;97;8;69;15;75;17;5;Matches
21;Santiago Ascacíbar\Santiago-Ascacibar;ar ARG;MF;Hertha BSC;22;1997;6.0;1;0.2;+0.8;2;228;268;85.1;9;16;56.3;168;189;88.9;51;63;81.0;62;184;16;0;1;2;8;1;1;Matches
22;Ludwig Augustinsson\Ludwig-Augustinsson;se SWE;DF;Werder Bremen;25;1994;6.7;1;0.6;+0.4;12;243;340;71.5;1;15;6.7;210;244;86.1;32;81;39.5;238;19;11;0;9;58;8;6;4;Matches
23;Taiwo Awoniyi\Taiwo-Awoniyi;ng NGA;FWMF;Mainz 05;21;1997;1.7;0;0.1;-0.1;1;15;26;57.7;0;5;0.0;15;20;75.0;0;1;0.0;12;6;0;0;0;0;2;0;0;Matches
24;Kaan Ayhan\Kaan-Ayhan;tr TUR;DF;Düsseldorf;24;1994;22.4;3;2.2;+0.8;13;948;1128;84.0;7;24;29.2;601;655;91.8;340;449;75.7;103;938;39;5;0;41;77;8;2;Matches
25;Matthias Bader\Matthias-Bader;de GER;DF;Köln;22;1997;0.1;0;0.0;0.0;0;4;7;57.1;0;0;;4;4;100.0;0;3;0.0;1;3;1;0;0;3;0;0;0;Matches
26;Daniel Baier\Daniel-Baier;de GER;MF;Augsburg;35;1984;17.6;0;0.4;-0.4;7;544;707;76.9;7;25;28.0;380;451;84.3;157;231;68.0;46;585;26;2;0;4;48;7;0;Matches
27;Leon Bailey\Leon-Bailey;jm JAM;FWMF;Leverkusen;21;1997;7.3;1;1.6;-0.6;12;190;291;65.3;6;19;31.6;147;200;73.5;37;72;51.4;214;56;6;3;8;6;7;16;7;Matches
28;Lewis Baker\Lewis-Baker;eng ENG;MF;Düsseldorf;24;1995;6.1;0;0.3;-0.3;6;184;230;80.0;6;11;54.5;128;152;84.2;50;67;74.6;79;141;7;0;2;0;21;3;0;Matches
29;Ridle Baku\Ridle-Baku;de GER;MFDF;Mainz 05;21;1998;17.6;0;1.9;-1.9;18;551;760;72.5;10;29;34.5;399;514;77.6;142;217;65.4;112;522;13;0;0;80;46;14;4;Matches
30;Leonardo Balerdi\Leonardo-Balerdi;ar ARG;DF;Dortmund;20;1999;0.1;0;0.0;0.0;0;17;17;100.0;0;0;;16;16;100.0;1;1;100.0;1;16;0;0;0;0;1;0;0;Matches
31;Philipp Bargfrede\Philipp-Bargfrede;de GER;MF;Werder Bremen;30;1989;4.0;0;0.0;0.0;1;138;180;76.7;1;3;33.3;106;130;81.5;31;47;66.0;31;132;3;1;0;0;24;2;0;Matches
32;Aymen Barkok\Aymen-Barkok;de GER;FWMF;Düsseldorf;21;1998;0.9;0;0.0;0.0;0;17;29;58.6;0;1;0.0;13;21;61.9;4;7;57.1;4;21;1;0;0;0;3;0;0;Matches
33;Leandro Barreiro Martins\Leandro-Barreiro-Martins;lu LUX;MF;Mainz 05;19;2000;5.2;1;0.1;+0.9;2;119;155;76.8;1;10;10.0;98;117;83.8;20;28;71.4;29;107;0;0;0;1;11;0;0;Matches
34;Fin Bartels\Fin-Bartels;de GER;FWMF;Werder Bremen;32;1987;1.3;0;0.2;-0.2;2;46;60;76.7;1;4;25.0;38;44;86.4;7;12;58.3;1;49;0;0;0;2;1;1;0;Matches
35;Oliver Baumann\Oliver-Baumann;de GER;GK;Hoffenheim;29;1990;20.0;0;0.0;0.0;1;735;934;78.7;11;11;100.0;464;467;99.4;260;456;57.0;164;619;80;0;0;0;8;0;0;Matches
36;Julian Baumgartlinger\Julian-Baumgartlinger;at AUT;MF;Leverkusen;31;1988;13.5;1;0.9;+0.1;9;716;794;90.2;20;31;64.5;590;635;92.9;106;128;82.8;167;574;27;1;2;3;46;6;0;Matches
37;Christoph Baumgartner\Christoph-Baumgartner;at AUT;FWMF;Hoffenheim;19;1999;9.8;1;1.3;-0.3;12;202;294;68.7;9;24;37.5;160;214;74.8;33;56;58.9;31;222;2;2;6;4;12;6;0;Matches
38;Noah Joel Sarenren Bazee\Noah-Joel-Sarenren-Bazee;ng NGA;MF;Augsburg;22;1996;0.2;0;0.0;0.0;0;4;6;66.7;2;3;66.7;1;2;50.0;1;1;100.0;1;5;0;0;0;0;0;0;0;Matches
39;Ihlas Bebou\Ihlas-Bebou;tg TOG;FWMF;Hoffenheim;25;1994;17.0;0;2.5;-2.5;25;334;495;67.5;13;44;29.5;281;372;75.5;40;79;50.6;32;385;1;3;0;11;27;12;2;Matches
40;Sheraldo Becker\Sheraldo-Becker;nl NED;MFFW;Union Berlin;24;1995;5.6;2;0.8;+1.2;7;76;125;60.8;4;10;40.0;54;83;65.1;18;32;56.3;21;89;0;0;0;1;2;3;2;Matches
41;Timo Becker\Timo-Becker;de GER;DF;Schalke 04;22;1997;0.9;0;0.0;0.0;0;28;33;84.8;1;2;50.0;22;25;88.0;5;6;83.3;1;23;0;0;0;8;5;1;0;Matches
42;Maximilian Beier\Maximilian-Beier;de GER;MFDF;Hoffenheim;16;2002;0.1;0;0.0;0.0;0;1;4;25.0;0;2;0.0;1;1;100.0;0;1;0.0;0;3;0;0;0;0;0;0;0;Matches
43;Ishak Belfodil\Ishak-Belfodil;dz ALG;FWMF;Hoffenheim;27;1992;3.0;0;0.2;-0.2;5;49;65;75.4;2;7;28.6;41;48;85.4;6;10;60.0;7;49;0;0;0;0;4;2;0;Matches
44;Karim Bellarabi\Karim-Bellarabi;de GER;FWDF;Leverkusen;29;1990;12.7;3;2.8;+0.2;18;408;587;69.5;7;41;17.1;333;413;80.6;68;133;51.1;48;475;1;1;1;47;23;12;3;Matches
45;Lars Bender\Lars-Bender;de GER;DFMF;Leverkusen;30;1989;14.7;1;1.1;-0.1;17;873;1028;84.9;21;46;45.7;706;790;89.4;146;192;76.0;108;738;12;1;0;138;52;10;1;Matches
46;Sven Bender\Sven-Bender;de GER;DF;Leverkusen;30;1989;23.1;1;0.1;+0.9;2;1730;1877;92.2;14;19;73.7;1177;1255;93.8;539;603;89.4;383;1370;41;1;0;1;50;3;0;Matches
47;László Bénes\Laszlo-Benes;sk SVK;MF;M'gladbach;21;1997;9.1;4;2.3;+1.7;19;346;457;75.7;5;15;33.3;237;283;83.7;104;159;65.4;368;48;30;3;28;9;52;7;0;Matches
48;Ramy Bensebaini\Ramy-Bensebaini;dz ALG;DF;M'gladbach;24;1995;8.1;0;0.4;-0.4;5;346;434;79.7;6;20;30.0;275;317;86.8;65;97;67.0;269;78;16;1;0;69;19;3;2;Matches
49;Valon Berisha\Valon-Berisha;xk KVX;MF;Düsseldorf;26;1993;4.3;0;0.3;-0.3;4;148;183;80.9;4;7;57.1;103;119;86.6;41;57;71.9;20;151;2;0;4;2;10;3;1;Matches
50;Louis Beyer\Louis-Beyer;de GER;DF;M'gladbach;19;2000;1.2;0;0.0;0.0;0;33;41;80.5;2;2;100.0;23;27;85.2;8;12;66.7;3;29;0;0;0;6;0;0;0;Matches
51;Ermin Bičakčić\Ermin-Bicakcic;ba BIH;DF;Hoffenheim;29;1990;8.4;0;0.4;-0.4;1;443;502;88.2;3;8;37.5;331;354;93.5;109;140;77.9;141;325;6;1;0;4;26;4;0;Matches
52;Leonardo Bittencourt\Leonardo-Bittencourt;de GER;FW;Hoffenheim;25;1993;0.0;0;0.0;0.0;0;2;3;66.7;0;0;;2;3;66.7;0;0;;0;3;0;0;0;0;0;0;0;Matches
53;Leonardo Bittencourt\Leonardo-Bittencourt;de GER;FWMF;Werder Bremen;25;1993;16.5;0;2.4;-2.4;26;547;736;74.3;14;43;32.6;458;558;82.1;75;135;55.6;151;479;5;3;14;63;38;14;3;Matches
54;Jérôme Boateng\Jerome-Boateng;de GER;DF;Bayern Munich;30;1988;11.2;0;0.3;-0.3;1;870;961;90.5;0;2;0.0;532;564;94.3;338;395;85.6;258;650;17;3;0;5;63;7;0;Matches
55;Adam Bodzek\Adam-Bodzek;de GER;MF;Düsseldorf;33;1985;16.5;0;0.2;-0.2;5;419;499;84.0;4;12;33.3;285;326;87.4;130;161;80.7;28;414;18;0;0;2;41;3;0;Matches
56;Jean-Paul Boëtius\Jean-Paul-Boetius;nl NED;MF;Mainz 05;25;1994;19.9;5;3.2;+1.8;32;545;733;74.4;18;47;38.3;411;510;80.6;116;176;65.9;116;573;5;4;0;7;78;18;1;Matches
57;Robin Bormuth\Robin-Bormuth;de GER;DF;Düsseldorf;23;1995;2.0;0;0.0;0.0;0;59;74;79.7;0;1;0.0;38;44;86.4;21;29;72.4;13;51;3;0;0;0;3;0;0;Matches
58;Sebastiaan Bornauw\Sebastiaan-Bornauw;be BEL;DF;Köln;20;1999;20.9;0;0.3;-0.3;3;728;895;81.3;1;4;25.0;407;452;90.0;320;439;72.9;96;734;21;1;0;3;50;4;1;Matches
59;Brandon Borrello\Brandon-Borrello;au AUS;MFFW;Freiburg;24;1995;3.3;0;0.3;-0.3;2;59;76;77.6;1;4;25.0;52;62;83.9;6;10;60.0;16;53;0;0;0;0;1;1;0;Matches
60;Nassim Boujellab\Nassim-Boujellab;de GER;MF;Schalke 04;20;1999;1.5;0;0.0;0.0;0;58;67;86.6;1;3;33.3;40;45;88.9;17;19;89.5;12;50;0;1;0;0;6;0;0;Matches
61;Dedryck Boyata\Dedryck-Boyata;be BEL;DF;Hertha BSC;28;1990;19.6;1;0.8;+0.2;1;823;897;91.8;5;11;45.5;511;541;94.5;307;345;89.0;162;683;13;0;0;1;30;1;0;Matches
62;Julian Brandt\Julian-Brandt;de GER;MFFW;Dortmund;23;1996;15.9;2;3.2;-1.2;28;892;1077;82.8;24;63;38.1;682;781;87.3;186;233;79.8;159;879;9;11;13;3;67;42;1;Matches
63;Erling Braut Håland\Erling-Braut-Haland;no NOR;FW;Dortmund;19;2000;4.7;0;0.3;-0.3;4;76;109;69.7;4;11;36.4;68;91;74.7;4;7;57.1;72;19;0;0;0;2;6;2;0;Matches
64;Josip Brekalo\Josip-Brekalo;hr CRO;FWMF;Wolfsburg;21;1998;11.4;4;3.9;+0.1;31;379;545;69.5;9;42;21.4;280;343;81.6;90;160;56.3;56;450;10;6;32;18;31;21;3;Matches
65;John Brooks\John-Brooks;us USA;DF;Wolfsburg;26;1993;15.0;1;0.1;+0.9;2;574;702;81.8;6;15;40.0;323;380;85.0;245;307;79.8;507;110;28;0;0;1;36;2;0;Matches
66;Daniel Brosinski\Daniel-Brosinski;de GER;DF;Mainz 05;31;1988;14.9;3;2.9;+0.1;36;527;822;64.1;3;24;12.5;343;420;81.7;181;378;47.9;41;583;40;0;50;172;42;20;5;Matches
67;Jeffrey Bruma\Jeffrey-Bruma;nl NED;DF;Mainz 05;27;1991;4.0;0;0.0;0.0;0;90;104;86.5;0;0;;52;59;88.1;38;45;84.4;12;83;1;0;0;0;7;0;0;Matches
68;Jeffrey Bruma\Jeffrey-Bruma;nl NED;DF;Wolfsburg;27;1991;9.0;0;0.0;0.0;0;268;306;87.6;2;5;40.0;173;189;91.5;93;112;83.0;44;227;19;0;0;0;5;0;0;Matches
69;Jacob Bruun Larsen\Jacob-Bruun-Larsen;dk DEN;MFFW;Hoffenheim;20;1998;1.8;0;0.2;-0.2;4;46;60;76.7;1;4;25.0;41;49;83.7;4;7;57.1;13;39;0;0;1;3;2;0;0;Matches
70;Jacob Bruun Larsen\Jacob-Bruun-Larsen;dk DEN;FW;Dortmund;20;1998;0.7;1;0.3;+0.7;1;22;27;81.5;1;3;33.3;18;21;85.7;3;3;100.0;8;16;0;0;0;0;3;0;0;Matches
71;Marius Bülter\Marius-Bulter;de GER;FWMF;Union Berlin;26;1993;18.3;0;2.6;-2.6;20;279;440;63.4;7;34;20.6;232;311;74.6;40;95;42.1;132;252;0;2;0;6;16;10;6;Matches
72;Guido Burgstaller\Guido-Burgstaller;at AUT;FW;Schalke 04;30;1989;11.2;1;0.6;+0.4;5;169;246;68.7;9;26;34.6;143;190;75.3;17;30;56.7;71;129;0;2;0;1;11;5;0;Matches
73;Jonathan Burkardt\Jonathan-Burkardt;de GER;FWDF;Mainz 05;19;2000;1.0;0;0.0;0.0;0;17;22;77.3;2;3;66.7;11;12;91.7;4;7;57.1;3;15;1;0;0;2;0;0;0;Matches
74;Roman Bürki\Roman-Burki;ch SUI;GK;Dortmund;28;1990;20.8;0;0.0;0.0;0;581;736;78.9;5;5;100.0;344;345;99.7;232;386;60.1;163;453;34;0;0;0;3;0;0;Matches
75;Daniel Caligiuri\Daniel-Caligiuri;it ITA;MFFW;Schalke 04;31;1988;18.1;1;3.3;-2.3;34;486;756;64.3;15;63;23.8;382;508;75.2;89;185;48.1;88;579;40;2;54;21;34;15;1;Matches
76;Emre Can\Emre-Can;de GER;MF;Dortmund;25;1994;3.7;0;0.1;-0.1;2;203;233;87.1;5;10;50.0;150;161;93.2;48;62;77.4;41;174;5;0;0;2;18;0;0;Matches
77;Koen Casteels\Koen-Casteels;be BEL;GK;Wolfsburg;27;1992;16.0;0;0.0;0.0;1;423;589;71.8;1;1;100.0;182;183;99.5;240;405;59.3;372;100;37;0;0;0;13;0;0;Matches
78;Timothy Chandler\Timothy-Chandler;us USA;DFMF;Eint Frankfurt;29;1990;10.4;1;1.0;0.0;11;208;335;62.1;1;17;5.9;157;217;72.4;50;101;49.5;56;190;2;0;0;43;18;7;4;Matches
79;Kwon Chang-hoon\Kwon-Chang-hoon;kr KOR;MFFW;Freiburg;25;1994;5.8;0;0.7;-0.7;7;151;205;73.7;3;14;21.4;122;146;83.6;26;45;57.8;153;30;1;0;0;0;13;3;0;Matches
80;Darko Churlinov\Darko-Churlinov;mk MKD;FW;Köln;19;2000;0.2;0;0.0;0.0;1;7;11;63.6;0;2;0.0;6;8;75.0;1;1;100.0;5;6;0;0;0;0;0;0;0;Matches
81;Per Ciljan Skjelbred\Per-Ciljan-Skjelbred;no NOR;MF;Hertha BSC;32;1987;13.4;0;0.1;-0.1;1;473;559;84.6;7;17;41.2;355;411;86.4;111;131;84.7;28;481;15;0;0;5;38;1;0;Matches
82;Jamilu Collins\Jamilu-Collins;ng NGA;DF;Paderborn 07;24;1994;20.6;2;1.0;+1.0;15;947;1259;75.2;7;61;11.5;757;883;85.7;183;315;58.1;842;123;7;1;0;235;85;9;3;Matches
83;Kingsley Coman\Kingsley-Coman;fr FRA;FWMF;Bayern Munich;23;1996;11.1;1;2.9;-1.9;20;405;522;77.6;1;16;6.3;341;412;82.8;63;94;67.0;108;395;0;0;1;3;12;22;6;Matches
84;Jhon Córdoba\Jhon-Cordoba;co COL;FW;Köln;26;1993;14.5;1;1.2;-0.2;12;205;263;77.9;7;19;36.8;168;205;82.0;30;39;76.9;30;189;0;0;0;0;10;6;0;Matches
85;Sergio Córdova\Sergio-Cordova;ve VEN;FW;Augsburg;21;1997;2.9;1;0.8;+0.2;3;38;56;67.9;3;6;50.0;28;40;70.0;7;10;70.0;10;32;0;1;0;0;6;0;0;Matches
86;Danny da Costa\Danny-da-Costa;de GER;DFMF;Eint Frankfurt;26;1993;11.4;3;2.4;+0.6;16;280;449;62.4;1;31;3.2;221;302;73.2;58;116;50.0;57;279;1;2;0;85;16;11;6;Matches
87;Philippe Coutinho\Philippe-Coutinho;br BRA;MFFW;Bayern Munich;27;1992;14.4;6;3.6;+2.4;31;651;797;81.7;13;32;40.6;513;579;88.6;125;186;67.2;62;699;12;5;27;9;107;27;1;Matches
88;Mickaël Cuisance\Mickael-Cuisance;fr FRA;MF;Bayern Munich;19;1999;0.4;0;0.0;0.0;0;31;39;79.5;0;1;0.0;25;28;89.3;6;10;60.0;35;4;0;0;3;0;4;1;0;Matches
89;Matheus Cunha\Matheus-Cunha;br BRA;FWMF;RB Leipzig;20;1999;3.0;1;0.3;+0.7;3;74;96;77.1;2;7;28.6;62;76;81.6;10;13;76.9;12;73;0;0;0;1;6;5;2;Matches
90;Matheus Cunha\Matheus-Cunha;br BRA;FW;Hertha BSC;20;1999;2.4;0;0.1;-0.1;2;35;49;71.4;2;3;66.7;23;32;71.9;10;14;71.4;6;37;2;0;0;0;7;3;0;Matches
91;Rafael Czichos\Rafael-Czichos;de GER;DF;Köln;29;1990;18.9;1;0.4;+0.6;3;739;873;84.7;5;13;38.5;454;500;90.8;280;360;77.8;682;111;38;3;0;4;48;3;0;Matches
92;Moanes Dabour\Moanes-Dabour;il ISR;FWMF;Hoffenheim;27;1992;3.3;0;0.3;-0.3;4;62;94;66.0;5;13;38.5;49;64;76.6;8;17;47.1;10;75;1;1;0;2;6;5;0;Matches
93;Mahmoud Dahoud\Mahmoud-Dahoud;de GER;MF;Dortmund;23;1996;3.3;1;0.4;+0.6;6;279;306;91.2;2;7;28.6;224;235;95.3;53;64;82.8;30;266;4;1;0;0;26;7;0;Matches
94;Leon Dajaku\Leon-Dajaku;de GER;DF;Bayern Munich;18;2001;0.1;0;0.0;0.0;0;5;6;83.3;0;0;;3;4;75.0;2;2;100.0;0;5;0;0;0;1;0;0;0;Matches
95;Vladimír Darida\Vladimir-Darida;cz CZE;MF;Hertha BSC;28;1990;16.7;3;2.8;+0.2;35;602;794;75.8;7;39;17.9;423;491;86.2;172;264;65.2;169;577;25;3;22;10;57;13;3;Matches
96;Alphonso Davies\Alphonso-Davies;ca CAN;DF;Bayern Munich;18;2000;16.7;4;2.2;+1.8;21;1096;1263;86.8;20;53;37.7;935;1027;91.0;141;183;77.0;884;159;19;1;0;168;68;27;13;Matches
97;Thomas Delaney\Thomas-Delaney;dk DEN;MF;Dortmund;27;1991;5.3;0;0.0;0.0;1;259;307;84.4;3;6;50.0;203;227;89.4;53;74;71.6;244;38;7;0;0;1;18;0;0;Matches
98;Kerem Demirbay\Kerem-Demirbay;de GER;MF;Leverkusen;26;1993;12.4;3;2.7;+0.3;32;663;851;77.9;11;27;40.7;489;560;87.3;163;264;61.7;666;144;34;2;72;5;76;8;0;Matches
99;Diego Demme\Diego-Demme;de GER;MF;RB Leipzig;27;1991;13.5;0;1.0;-1.0;12;933;1076;86.7;13;35;37.1;757;830;91.2;163;211;77.3;179;853;32;4;0;2;85;15;1;Matches
100;Moussa Diaby\Moussa-Diaby;fr FRA;FWMF;Leverkusen;20;1999;11.6;2;2.4;-0.4;18;309;416;74.3;10;30;33.3;258;310;83.2;41;76;53.9;267;132;0;0;0;11;19;12;4;Matches
101;Javairô Dilrosun\Javairo-Dilrosun;nl NED;MFFW;Hertha BSC;21;1998;12.9;2;1.5;+0.5;13;263;367;71.7;4;20;20.0;210;260;80.8;49;87;56.3;276;56;4;0;5;6;25;10;5;Matches
102;Bas Dost\Bas-Dost;nl NED;FW;Eint Frankfurt;30;1989;10.8;0;0.8;-0.8;9;175;297;58.9;5;17;29.4;139;228;61.0;31;52;59.6;28;156;0;2;0;0;21;2;0;Matches
103;Mohamed Dräger\Mohamed-Drager;tn TUN;DF;Paderborn 07;23;1996;10.5;3;0.6;+2.4;5;421;553;76.1;13;39;33.3;286;352;81.3;122;162;75.3;35;372;10;1;0;116;19;6;0;Matches
104;Aleksandar Dragović\Aleksandar-Dragovic;at AUT;DF;Leverkusen;28;1991;6.0;0;0.0;0.0;0;454;503;90.3;3;7;42.9;297;321;92.5;154;175;88.0;77;396;9;0;0;9;36;0;0;Matches
105;Dominick Drexler\Dominick-Drexler;de GER;MFFW;Köln;29;1990;13.0;1;2.6;-1.6;18;341;473;72.1;7;28;25.0;280;346;80.9;54;99;54.5;27;400;7;1;0;17;25;16;3;Matches
106;Ondrej Duda\Ondrej-Duda;sk SVK;MFFW;Hertha BSC;24;1994;5.0;1;0.4;+0.6;6;152;192;79.2;4;13;30.8;121;134;90.3;27;45;60.0;19;160;11;2;3;2;18;4;0;Matches
107;Erik Durm\Erik-Durm;de GER;DF;Eint Frankfurt;27;1992;5.5;0;0.1;-0.1;3;152;240;63.3;5;21;23.8;122;158;77.2;25;61;41.0;41;136;1;0;1;46;5;4;0;Matches
108;Johannes Eggestein\Johannes-Eggestein;de GER;MFFW;Werder Bremen;21;1998;5.2;0;0.5;-0.5;6;132;183;72.1;3;15;20.0;120;141;85.1;9;27;33.3;41;127;2;0;2;2;5;3;0;Matches
109;Maximilian Eggestein\Maximilian-Eggestein;de GER;MFDF;Werder Bremen;22;1996;20.7;2;1.7;+0.3;24;762;991;76.9;16;63;25.4;594;717;82.8;152;211;72.0;153;728;18;1;0;49;85;23;3;Matches
110;Kingsley Ehizibue\Kingsley-Ehizibue;nl NED;DF;Köln;24;1995;19.2;1;0.8;+0.2;14;624;836;74.6;8;33;24.2;463;555;83.4;153;248;61.7;52;573;11;1;0;160;30;8;0;Matches
111;Nico Elvedi\Nico-Elvedi;ch SUI;DF;M'gladbach;22;1996;19.7;0;0.0;0.0;0;1056;1151;91.7;11;22;50.0;697;755;92.3;348;374;93.0;337;712;40;0;0;2;28;0;0;Matches
112;Breel Embolo\Breel-Embolo;ch SUI;FWMF;M'gladbach;22;1997;11.5;3;3.3;-0.3;13;184;256;71.9;9;28;32.1;156;195;80.0;19;33;57.6;22;197;1;1;0;1;11;4;1;Matches
113;Alexander Esswein\Alexander-Esswein;de GER;FWMF;Hertha BSC;29;1990;0.5;0;0.6;-0.6;1;8;10;80.0;0;0;;7;8;87.5;1;2;50.0;2;5;0;0;0;0;2;0;0;Matches
114;Simon Falette\Simon-Falette;gn GUI;DF;Eint Frankfurt;27;1992;1.0;0;0.0;0.0;1;46;57;80.7;1;2;50.0;23;25;92.0;22;30;73.3;49;6;4;0;0;0;5;0;0;Matches
115;Ohis Felix Uduokhai\Ohis-Felix-Uduokhai;de GER;DF;Augsburg;21;1997;14.4;0;0.4;-0.4;1;432;522;82.8;4;12;33.3;263;301;87.4;165;209;78.9;333;116;17;1;0;0;17;0;0;Matches
116;Edimilson Fernandes\Edimilson-Fernandes;ch SUI;MFDF;Mainz 05;23;1996;13.3;0;0.5;-0.5;5;478;566;84.5;7;12;58.3;335;379;88.4;136;175;77.7;49;483;12;0;1;0;45;3;1;Matches
117;Gelson Fernandes\Gelson-Fernandes;ch SUI;MF;Eint Frankfurt;32;1986;7.5;0;0.0;0.0;1;185;226;81.9;3;8;37.5;146;172;84.9;36;46;78.3;27;180;1;0;0;0;10;1;1;Matches
118;Oliver Fink\Oliver-Fink;de GER;MFFW;Düsseldorf;37;1982;7.4;1;0.3;+0.7;9;158;262;60.3;8;24;33.3;127;183;69.4;23;55;41.8;76;118;2;1;0;1;20;7;2;Matches
119;Alfreð Finnbogason\Alfred-Finnbogason;is ISL;FW;Augsburg;30;1989;8.5;1;1.6;-0.6;15;122;205;59.5;11;25;44.0;98;147;66.7;13;33;39.4;32;128;0;2;0;5;6;6;0;Matches
120;Mark Flekken\Mark-Flekken;nl NED;GK;Freiburg;26;1993;9.0;0;0.0;0.0;0;261;384;68.0;0;1;0.0;114;115;99.1;147;268;54.9;78;253;20;0;0;0;8;0;0;Matches
121;Emil Forsberg\Emil-Forsberg;se SWE;MF;RB Leipzig;27;1991;9.8;2;2.2;-0.2;21;327;415;78.8;12;33;36.4;260;296;87.8;55;86;64.0;48;347;5;3;15;2;30;6;1;Matches
122;Raphael Framberger\Raphael-Framberger;de GER;DF;Augsburg;23;1995;6.0;1;0.2;+0.8;1;156;237;65.8;2;13;15.4;123;163;75.5;31;61;50.8;11;159;2;0;0;61;19;2;1;Matches
123;Mike Frantz\Mike-Frantz;de GER;MFDF;Freiburg;32;1986;2.9;1;0.6;+0.4;6;63;88;71.6;2;3;66.7;47;58;81.0;14;27;51.9;9;62;3;0;0;5;6;1;1;Matches
124;Marco Friedl\Marco-Friedl;at AUT;DF;Werder Bremen;21;1998;16.2;1;0.7;+0.3;11;639;794;80.5;6;26;23.1;492;554;88.8;141;214;65.9;480;159;23;2;0;128;42;13;5;Matches
125;Marvin Friedrich\Marvin-Friedrich;de GER;DF;Union Berlin;23;1995;22.0;0;0.5;-0.5;2;614;797;77.0;5;17;29.4;364;409;89.0;245;371;66.0;100;618;33;1;0;1;66;3;1;Matches
126;Samúel Friðjónsson\Samuel-Fridjonsson;is ISL;MF;Paderborn 07;23;1996;1.9;0;0.0;0.0;0;75;88;85.2;0;1;0.0;58;64;90.6;17;23;73.9;10;68;0;0;0;0;2;0;0;Matches
127;Niclas Füllkrug\Niclas-Fullkrug;de GER;FW;Werder Bremen;26;1993;3.2;1;0.9;+0.1;4;60;81;74.1;2;6;33.3;51;63;81.0;7;12;58.3;14;46;0;1;0;1;2;6;1;Matches
128;Mijat Gaćinović\Mijat-Gacinovic;rs SRB;MFFW;Eint Frankfurt;24;1995;7.6;1;0.9;+0.1;10;171;238;71.8;8;26;30.8;124;158;78.5;39;54;72.2;46;165;2;1;0;10;23;1;0;Matches
129;Theodor Gebre Selassie\Theodor-Gebre-Selassie;cz CZE;DF;Werder Bremen;32;1986;16.5;0;0.6;-0.6;7;719;833;86.3;10;22;45.5;561;624;89.9;148;187;79.1;46;624;15;0;0;112;54;7;0;Matches
130;Dennis Geiger\Dennis-Geiger;de GER;MF;Hoffenheim;21;1998;10.4;3;1.8;+1.2;24;408;489;83.4;7;17;41.2;300;334;89.8;101;138;73.2;39;426;20;1;33;4;30;8;1;Matches
131;Christian Gentner\Christian-Gentner;de GER;MF;Union Berlin;33;1985;20.4;1;1.4;-0.4;17;577;786;73.4;12;45;26.7;464;574;80.8;101;167;60.5;114;560;16;0;1;3;80;18;5;Matches
132;Yannick Gerhardt\Yannick-Gerhardt;de GER;MF;Wolfsburg;25;1994;6.7;0;0.1;-0.1;3;231;293;78.8;5;11;45.5;184;221;83.3;42;61;68.9;214;53;3;0;2;4;21;3;0;Matches
133;Niko Gießelmann\Niko-Giesselmann;de GER;DF;Düsseldorf;27;1991;15.8;1;1.4;-0.4;20;519;724;71.7;2;21;9.5;351;426;82.4;166;277;59.9;504;45;39;1;20;128;44;25;12;Matches
134;Rafał Gikiewicz\Rafal-Gikiewicz;pl POL;GK;Union Berlin;31;1987;24.0;0;0.3;-0.3;2;647;993;65.2;1;2;50.0;189;194;97.4;457;797;57.3;111;714;110;0;0;0;51;1;0;Matches
135;Daniel Ginczek\Daniel-Ginczek;de GER;FW;Wolfsburg;28;1991;3.9;1;1.3;-0.3;5;58;91;63.7;2;5;40.0;48;71;67.6;8;15;53.3;6;68;0;0;0;2;6;1;0;Matches
136;Matthias Ginter\Matthias-Ginter;de GER;DF;M'gladbach;25;1994;19.9;0;0.7;-0.7;3;1084;1274;85.1;6;13;46.2;707;759;93.1;371;502;73.9;161;1030;34;3;0;5;79;7;0;Matches
137;Klaus Gjasula\Klaus-Gjasula;al ALB;MF;Paderborn 07;29;1989;19.6;1;1.0;0.0;21;654;850;76.9;6;32;18.8;447;542;82.5;201;276;72.8;254;534;12;1;0;1;82;4;0;Matches
