"id";"name";"nation";"position";"team";"age";"born";"90s";"Ast";"xA";"A-xA";"KP";"Cmp";"Att";"CmpPER";"shortCmp";"shortAtt";"shortCmpPER";"mediumCmp";"mediumAtt";"mediumCmpPER";"longCmp";"longAtt";"longCmpPER";"Left";"Right";"FK";"TB";"CK";"TI";"1/3";"PPA";"CrsPA";"Matches"
138;Serge Gnabry\Serge-Gnabry;de GER;FWMF;Bayern Munich;24;1995;17.0;8;7.2;+0.8;32;653;829;78.8;4;38;10.5;576;674;85.5;73;117;62.4;193;585;3;4;1;27;27;28;4;Matches
139;Akaki Gogia\Akaki-Gogia;de GER;MFFW;Union Berlin;27;1992;1.3;0;0.3;-0.3;3;28;43;65.1;0;4;0.0;23;30;76.7;5;9;55.6;13;24;2;0;0;3;0;1;1;Matches
140;Benjamin Goller\Benjamin-Goller;de GER;FWMF;Werder Bremen;20;1999;3.1;0;0.1;-0.1;2;58;87;66.7;3;11;27.3;52;65;80.0;3;11;27.3;6;72;0;0;0;2;3;0;0;Matches
141;Jérôme Gondorf\Jerome-Gondorf;de GER;MF;Freiburg;31;1988;1.4;0;0.0;0.0;1;30;39;76.9;0;0;;24;31;77.4;6;8;75.0;12;21;2;0;0;0;2;3;0;Matches
142;Leon Goretzka\Leon-Goretzka;de GER;MF;Bayern Munich;24;1995;8.1;4;2.0;+2.0;9;360;412;87.4;7;20;35.0;293;318;92.1;60;74;81.1;23;363;2;0;0;1;36;12;0;Matches
143;Mario Götze\Mario-Gotze;de GER;FW;Dortmund;27;1992;5.6;0;1.5;-1.5;12;222;264;84.1;13;19;68.4;197;225;87.6;12;20;60.0;25;227;0;3;0;4;12;6;1;Matches
144;Jeffrey Gouweleeuw\Jeffrey-Gouweleeuw;nl NED;DF;Augsburg;28;1991;13.1;1;0.1;+0.9;3;436;554;78.7;3;12;25.0;270;293;92.2;163;249;65.5;37;483;34;5;0;1;28;3;0;Matches
145;Michael Gregoritsch\Michael-Gregoritsch;at AUT;MFFW;Augsburg;25;1994;3.4;0;0.3;-0.3;6;65;97;67.0;3;5;60.0;54;70;77.1;8;22;36.4;63;21;2;0;0;0;4;3;0;Matches
146;Michael Gregoritsch\Michael-Gregoritsch;at AUT;FW;Schalke 04;25;1994;5.1;1;0.7;+0.3;6;75;114;65.8;3;12;25.0;65;87;74.7;7;15;46.7;61;25;1;2;0;3;8;3;0;Matches
147;Vincenzo Grifo\Vincenzo-Grifo;it ITA;MFFW;Freiburg;26;1993;8.7;1;1.6;-0.6;17;271;381;71.1;12;31;38.7;197;235;83.8;62;115;53.9;35;322;18;2;29;8;16;10;3;Matches
148;Vincenzo Grifo\Vincenzo-Grifo;it ITA;MF;Hoffenheim;26;1993;0.2;0;0.0;0.0;0;11;13;84.6;1;1;100.0;7;7;100.0;3;5;60.0;0;12;2;1;1;0;1;0;0;Matches
149;Florian Grillitsch\Florian-Grillitsch;at AUT;MF;Hoffenheim;23;1995;19.4;3;2.5;+0.5;17;1089;1239;87.9;14;28;50.0;754;820;92.0;321;391;82.1;122;1042;57;6;1;8;79;21;4;Matches
150;Christian Groß\Christian-Gross;de GER;DF;Werder Bremen;30;1989;8.1;0;0.1;-0.1;1;346;387;89.4;3;6;50.0;227;246;92.3;116;135;85.9;61;308;9;0;0;1;25;0;0;Matches
151;Carlos Gruezo\Carlos-Gruezo;ec ECU;MF;Augsburg;24;1995;2.8;0;0.0;0.0;0;79;93;84.9;0;1;0.0;48;50;96.0;31;42;73.8;6;82;1;0;0;0;9;0;0;Matches
152;Marko Grujić\Marko-Grujic;rs SRB;MF;Hertha BSC;23;1996;18.5;1;0.5;+0.5;10;632;774;81.7;12;32;37.5;497;588;84.5;123;154;79.9;112;563;14;1;0;2;68;9;0;Matches
153;Raphaël Guerreiro\Raphael-Guerreiro;pt POR;DF;Dortmund;25;1993;16.8;2;1.5;+0.5;17;1235;1414;87.3;35;56;62.5;1047;1139;91.9;153;219;69.9;1182;61;29;1;19;122;75;23;9;Matches
154;Babacar Guèye\Babacar-Gueye;sn SEN;FW;Paderborn 07;24;1994;1.2;0;0.1;-0.1;2;22;26;84.6;1;3;33.3;20;21;95.2;1;2;50.0;6;18;0;0;0;0;0;0;0;Matches
155;Josuha Guilavogui\Josuha-Guilavogui;fr FRA;MFDF;Wolfsburg;28;1990;21.9;1;1.0;0.0;10;773;944;81.9;13;27;48.1;503;590;85.3;257;327;78.6;87;739;18;1;0;3;74;11;0;Matches
156;Péter Gulácsi\Peter-Gulacsi;hu HUN;GK;RB Leipzig;29;1990;23.0;0;0.7;-0.7;1;687;862;79.7;7;7;100.0;392;395;99.2;288;460;62.6;90;625;44;0;0;1;5;0;0;Matches
157;Manuel Gulde\Manuel-Gulde;de GER;DF;Freiburg;28;1991;11.0;0;0.1;-0.1;3;496;583;85.1;2;8;25.0;319;346;92.2;175;229;76.4;80;455;25;1;0;5;40;8;2;Matches
158;Christian Günter\Christian-Gunter;de GER;DF;Freiburg;26;1993;24.0;5;5.6;-0.6;53;817;1165;70.1;6;50;12.0;617;733;84.2;194;382;50.8;805;93;53;1;61;243;44;42;31;Matches
159;Jonathan de Guzmán\Jonathan-de-Guzman;nl NED;MF;Eint Frankfurt;31;1987;0.1;0;0.0;0.0;0;16;21;76.2;2;3;66.7;11;11;100.0;3;7;42.9;2;17;1;0;0;0;1;1;0;Matches
160;Janik Haberer\Janik-Haberer;de GER;MFFW;Freiburg;25;1994;17.9;2;0.8;+1.2;13;690;820;84.1;21;39;53.8;494;571;86.5;175;210;83.3;128;596;13;0;0;8;60;8;0;Matches
161;Alexander Hack\Alexander-Hack;de GER;DF;Mainz 05;25;1993;7.1;0;0.2;-0.2;4;210;283;74.2;4;15;26.7;135;158;85.4;71;110;64.5;222;23;11;2;0;2;21;2;0;Matches
162;André Hahn\Andre-Hahn;de GER;FWMF;Augsburg;28;1990;6.4;0;0.2;-0.2;7;81;146;55.5;4;18;22.2;63;96;65.6;14;32;43.8;21;93;0;0;1;3;5;5;3;Matches
163;Amadou Haidara\Amadou-Haidara;ml MLI;MF;RB Leipzig;21;1998;6.3;0;1.1;-1.1;7;362;411;88.1;14;23;60.9;296;327;90.5;52;61;85.2;36;340;0;2;0;3;31;7;2;Matches
164;Achraf Hakimi\Achraf-Hakimi;ma MAR;DFFW;Dortmund;20;1998;21.7;10;4.3;+5.7;28;1412;1681;84.0;32;85;37.6;1251;1403;89.2;129;193;66.8;180;1272;14;6;8;182;81;24;4;Matches
165;Marcel Halstenberg\Marcel-Halstenberg;de GER;DF;RB Leipzig;27;1991;19.8;2;2.6;-0.6;27;1013;1227;82.6;10;32;31.3;817;922;88.6;186;273;68.1;868;143;34;1;27;139;58;17;5;Matches
166;Amine Harit\Amine-Harit;ma MAR;MFFW;Schalke 04;22;1997;22.3;4;3.7;+0.3;40;719;865;83.1;24;51;47.1;582;672;86.6;113;142;79.6;68;753;16;6;7;12;63;31;3;Matches
167;Martin Harnik\Martin-Harnik;at AUT;MFFW;Werder Bremen;32;1987;0.1;0;0.0;0.0;0;4;4;100.0;1;1;100.0;3;3;100.0;0;0;;1;0;0;0;0;0;0;0;0;Matches
168;Makoto Hasebe\Makoto-Hasebe;jp JPN;DFMF;Eint Frankfurt;35;1984;14.7;0;0.7;-0.7;9;796;907;87.8;6;18;33.3;483;517;93.4;307;372;82.5;189;663;58;2;0;7;72;4;0;Matches
169;Kai Havertz\Kai-Havertz;de GER;MFFW;Leverkusen;20;1999;20.0;4;5.2;-1.2;43;917;1063;86.3;22;59;37.3;784;860;91.2;111;144;77.1;768;236;9;5;5;16;67;27;3;Matches
170;Thorgan Hazard\Thorgan-Hazard;be BEL;FWMF;Dortmund;26;1993;17.7;10;5.0;+5.0;41;645;853;75.6;16;57;28.1;560;660;84.8;69;136;50.7;146;648;9;2;68;19;41;20;2;Matches
171;Jonas Hector\Jonas-Hector;de GER;MFDF;Köln;29;1990;21.1;2;2.7;-0.7;21;799;999;80.0;6;22;27.3;553;655;84.4;240;322;74.5;617;230;43;4;6;47;64;23;4;Matches
172;Dominique Heintz\Dominique-Heintz;de GER;DF;Freiburg;25;1993;19.0;1;0.2;+0.8;4;792;952;83.2;6;24;25.0;492;539;91.3;294;389;75.6;756;122;37;1;0;3;92;8;4;Matches
173;Rouwen Hennings\Rouwen-Hennings;de GER;FW;Düsseldorf;31;1987;21.9;0;1.1;-1.1;17;351;506;69.4;15;38;39.5;273;369;74.0;63;99;63.6;315;98;0;0;0;3;24;9;3;Matches
174;Lucas Hernández\Lucas-Hernandez;fr FRA;DF;Bayern Munich;23;1996;7.4;0;0.3;-0.3;1;539;604;89.2;5;16;31.3;402;425;94.6;132;163;81.0;525;26;16;0;0;27;38;2;0;Matches
175;Patrick Herrmann\Patrick-Herrmann;de GER;FWMF;M'gladbach;28;1991;10.9;4;3.3;+0.7;19;259;371;69.8;8;18;44.4;211;275;76.7;40;78;51.3;39;299;7;2;10;12;16;11;1;Matches
176;Martin Hinteregger\Martin-Hinteregger;at AUT;DF;Eint Frankfurt;26;1992;21.0;1;0.6;+0.4;7;870;1140;76.3;8;32;25.0;600;698;86.0;262;410;63.9;755;176;52;0;0;110;78;8;2;Matches
177;Marwin Hitz\Marwin-Hitz;ch SUI;GK;Dortmund;31;1987;3.2;0;0.0;0.0;0;84;100;84.0;0;0;;44;44;100.0;40;56;71.4;4;80;3;0;0;0;0;0;0;Matches
178;André Hoffmann\Andre-Hoffmann;de GER;DF;Düsseldorf;26;1993;17.8;1;0.3;+0.7;1;719;805;89.3;3;9;33.3;399;425;93.9;317;371;85.4;157;589;31;2;0;2;24;1;0;Matches
179;Nicolas Höfler\Nicolas-Hofler;de GER;MF;Freiburg;29;1990;21.1;0;0.3;-0.3;11;843;1001;84.2;27;52;51.9;626;704;88.9;190;245;77.6;283;621;25;0;0;2;85;7;0;Matches
180;Jonas Hofmann\Jonas-Hofmann;de GER;MFFW;M'gladbach;27;1992;9.2;1;1.4;-0.4;15;329;422;78.0;6;13;46.2;239;277;86.3;84;132;63.6;74;327;29;0;28;6;27;6;1;Matches
181;Marco Höger\Marco-Hoger;de GER;MF;Köln;29;1989;5.8;0;0.1;-0.1;5;277;332;83.4;2;7;28.6;187;219;85.4;88;106;83.0;64;241;13;0;0;3;34;1;0;Matches
182;Lucas Höler\Lucas-Holer;de GER;FWMF;Freiburg;25;1994;19.9;2;1.8;+0.2;18;334;483;69.2;21;55;38.2;277;371;74.7;36;57;63.2;60;332;2;1;1;3;17;8;2;Matches
183;Gerrit Holtmann\Gerrit-Holtmann;de GER;MFDF;Paderborn 07;24;1995;8.2;0;0.5;-0.5;4;221;303;72.9;6;18;33.3;196;240;81.7;19;45;42.2;225;29;2;1;0;38;12;11;4;Matches
184;Timo Horn\Timo-Horn;de GER;GK;Köln;26;1993;24.0;0;0.4;-0.4;1;568;791;71.8;2;2;100.0;240;240;100.0;326;549;59.4;476;188;56;1;0;0;24;0;0;Matches
185;Lukáš Hrádecký\Lukas-Hradecky;fi FIN;GK;Leverkusen;29;1989;24.0;0;0.0;0.0;0;830;1108;74.9;2;3;66.7;390;393;99.2;438;712;61.5;251;686;45;0;0;0;7;0;0;Matches
186;Benjamin Hübner\Benjamin-Hubner;de GER;DF;Hoffenheim;30;1989;16.6;2;0.5;+1.5;5;961;1107;86.8;4;11;36.4;741;781;94.9;216;315;68.6;882;161;33;4;0;5;72;9;0;Matches
187;Florian Hübner\Florian-Hubner;de GER;DF;Union Berlin;28;1991;6.2;0;0.1;-0.1;3;149;173;86.1;2;4;50.0;98;109;89.9;49;60;81.7;26;119;5;0;0;0;9;0;0;Matches
188;Mats Hummels\Mats-Hummels;de GER;DF;Dortmund;30;1988;20.2;3;1.7;+1.3;6;1404;1596;88.0;8;16;50.0;877;940;93.3;519;640;81.1;477;992;42;4;0;2;95;9;1;Matches
189;Uwe Hünemeier\Uwe-Hunemeier;de GER;DF;Paderborn 07;33;1986;6.7;0;0.1;-0.1;5;311;356;87.4;2;4;50.0;192;211;91.0;117;141;83.0;85;236;13;0;0;0;33;0;0;Matches
190;Jannik Huth\Jannik-Huth;de GER;GK;Paderborn 07;25;1994;6.0;0;0.0;0.0;0;202;254;79.5;0;1;0.0;121;121;100.0;81;132;61.4;20;185;17;0;0;0;5;0;0;Matches
191;Iago\Iago;br BRA;DFMF;Augsburg;22;1997;5.3;1;0.1;+0.9;2;107;185;57.8;5;13;38.5;87;132;65.9;15;40;37.5;97;15;3;0;0;51;6;1;0;Matches
192;Vedad Ibišević\Vedad-Ibisevic;ba BIH;FW;Hertha BSC;34;1984;7.8;1;0.7;+0.3;4;92;139;66.2;7;16;43.8;69;97;71.1;16;26;61.5;9;105;0;1;0;0;6;1;0;Matches
193;Luc Ihorst\Luc-Ihorst;de GER;FW;Werder Bremen;19;2000;0.1;0;0.0;0.0;0;1;4;25.0;0;1;0.0;1;3;33.3;0;0;;2;2;0;0;0;0;0;0;0;Matches
194;Stefan Ilsanker\Stefan-Ilsanker;at AUT;MFDF;Eint Frankfurt;30;1989;2.5;0;0.0;0.0;0;113;144;78.5;2;7;28.6;85;104;81.7;26;33;78.8;16;113;2;0;0;0;5;0;0;Matches
195;Stefan Ilsanker\Stefan-Ilsanker;at AUT;DF;RB Leipzig;30;1989;4.6;0;0.1;-0.1;1;328;362;90.6;0;1;0.0;234;245;95.5;94;116;81.0;37;297;7;0;0;1;25;4;0;Matches
196;Marcus Ingvartsen\Marcus-Ingvartsen;dk DEN;FWMF;Union Berlin;23;1996;13.3;1;0.9;+0.1;4;225;347;64.8;6;19;31.6;188;264;71.2;31;64;48.4;202;79;1;0;1;2;13;5;2;Matches
197;Ismail Jakobs\Ismail-Jakobs;de GER;FWDF;Köln;19;1999;12.5;1;0.7;+0.3;6;248;374;66.3;7;26;26.9;202;266;75.9;39;82;47.6;266;32;2;0;0;35;11;9;5;Matches
198;Laurent Jans\Laurent-Jans;lu LUX;DF;Paderborn 07;26;1992;14.0;1;0.7;+0.3;7;524;712;73.6;3;31;9.7;406;484;83.9;115;197;58.4;78;428;10;1;0;154;39;4;1;Matches
199;Tony Jantschke\Tony-Jantschke;de GER;DF;M'gladbach;29;1990;8.3;0;1.1;-1.1;7;390;470;83.0;3;15;20.0;267;300;89.0;120;155;77.4;72;346;10;2;0;23;34;6;1;Matches
200;Rune Jarstein\Rune-Jarstein;no NOR;GK;Hertha BSC;34;1984;20.3;0;0.2;-0.2;1;484;738;65.6;1;2;50.0;191;191;100.0;292;545;53.6;69;510;65;0;0;0;10;0;0;Matches
201;Dennis Jastrzembski\Dennis-Jastrzembski;de GER;DFFW;Paderborn 07;19;2000;1.1;0;0.1;-0.1;1;28;37;75.7;0;4;0.0;24;25;96.0;4;8;50.0;28;6;0;0;0;3;1;1;1;Matches
202;Tin Jedvaj\Tin-Jedvaj;hr CRO;DF;Augsburg;23;1995;22.5;0;0.2;-0.2;5;659;848;77.7;10;29;34.5;430;502;85.7;219;317;69.1;90;628;60;4;0;51;37;4;0;Matches
203;Fredrik Jensen\Fredrik-Jensen;fi FIN;FWMF;Augsburg;21;1997;5.1;0;0.1;-0.1;1;57;88;64.8;2;7;28.6;49;63;77.8;6;18;33.3;13;65;1;0;0;0;3;3;0;Matches
204;Fabian Johnson\Fabian-Johnson;us USA;MFDF;M'gladbach;31;1987;3.0;0;0.1;-0.1;1;89;116;76.7;4;10;40.0;74;89;83.1;11;17;64.7;31;68;1;0;0;14;4;0;0;Matches
205;Dejan Joveljić\Dejan-Joveljic;rs SRB;FW;Eint Frankfurt;19;1999;1.6;0;0.0;0.0;0;22;28;78.6;2;3;66.7;16;20;80.0;4;5;80.0;3;19;0;0;0;0;0;0;0;Matches
206;Mathias Jørgensen\Mathias-Jorgensen;dk DEN;DF;Düsseldorf;29;1990;1.9;0;0.0;0.0;0;85;96;88.5;0;3;0.0;52;56;92.9;33;37;89.2;6;75;1;0;0;0;2;0;0;Matches
207;Ozan Kabak\Ozan-Kabak;tr TUR;DF;Schalke 04;19;2000;13.2;1;0.1;+0.9;1;657;767;85.7;3;5;60.0;419;459;91.3;235;303;77.6;85;626;13;1;0;1;50;0;0;Matches
208;Pavel Kadeřábek\Pavel-Kaderabek;cz CZE;DFMF;Hoffenheim;27;1992;19.3;3;1.7;+1.3;18;620;877;70.7;5;40;12.5;527;643;82.0;88;194;45.4;75;571;8;0;1;116;39;14;10;Matches
209;Florian Kainz\Florian-Kainz;at AUT;FWMF;Köln;26;1992;11.2;6;5.2;+0.8;36;310;483;64.2;1;19;5.3;199;256;77.7;110;208;52.9;130;322;18;1;47;19;34;21;11;Matches
210;Salomon Kalou\Salomon-Kalou;ci CIV;FWMF;Hertha BSC;33;1985;1.6;0;0.2;-0.2;1;29;44;65.9;2;4;50.0;22;30;73.3;5;10;50.0;7;31;0;0;0;1;4;2;0;Matches
211;Daichi Kamada\Daichi-Kamada;jp JPN;MFFW;Eint Frankfurt;22;1996;13.4;2;1.5;+0.5;25;366;498;73.5;8;21;38.1;274;330;83.0;84;147;57.1;70;381;15;0;48;5;29;8;1;Matches
212;Kevin Kampl\Kevin-Kampl;si SVN;MF;RB Leipzig;28;1990;2.2;0;0.4;-0.4;2;120;139;86.3;4;7;57.1;99;109;90.8;17;23;73.9;15;117;4;2;0;2;9;2;0;Matches
213;Kenan Karaman\Kenan-Karaman;tr TUR;FWMF;Düsseldorf;25;1994;6.5;1;1.3;-0.3;14;105;150;70.0;5;12;41.7;90;117;76.9;10;21;47.6;30;99;0;0;0;0;8;6;1;Matches
214;Mamoudou Karamoko\Mamoudou-Karamoko;fr FRA;MF;Wolfsburg;20;1999;0.1;0;0.0;0.0;0;4;5;80.0;0;0;;3;4;75.0;1;1;100.0;1;3;0;0;0;0;2;0;0;Matches
215;Florian Kastenmeier\Florian-Kastenmeier;de GER;GK;Düsseldorf;23;1996;7.0;0;0.0;0.0;0;164;257;63.8;2;3;66.7;63;63;100.0;99;191;51.8;54;170;19;0;0;0;1;0;0;Matches
216;Noah Katterbach\Noah-Katterbach;de GER;DF;Köln;18;2001;9.8;0;0.4;-0.4;8;364;516;70.5;2;18;11.1;280;337;83.1;82;161;50.9;262;136;14;0;0;94;36;8;3;Matches
217;Yannik Keitel\Yannik-Keitel;de GER;MF;Freiburg;19;2000;0.5;0;0.0;0.0;0;11;13;84.6;0;0;;8;9;88.9;3;4;75.0;2;7;0;0;0;0;0;0;0;Matches
218;Jonjoe Kenny\Jonjoe-Kenny;eng ENG;DF;Schalke 04;22;1997;21.8;2;1.0;+1.0;12;891;1168;76.3;9;44;20.5;684;810;84.4;198;314;63.1;63;793;10;1;0;257;72;19;4;Matches
219;Rani Khedira\Rani-Khedira;de GER;MFDF;Augsburg;25;1994;21.0;2;0.8;+1.2;7;457;628;72.8;13;32;40.6;350;435;80.5;94;161;58.4;69;478;7;2;0;2;40;4;0;Matches
220;Luca Kilian\Luca-Kilian;de GER;DF;Paderborn 07;19;1999;13.0;0;0.1;-0.1;1;590;653;90.4;3;9;33.3;375;397;94.5;212;247;85.8;80;541;23;0;0;3;27;1;0;Matches
221;Joshua Kimmich\Joshua-Kimmich;de GER;MFDF;Bayern Munich;24;1995;22.3;4;5.7;-1.7;59;1731;2020;85.7;15;36;41.7;1232;1316;93.6;484;668;72.5;276;1592;73;6;116;78;166;38;4;Matches
222;Davy Klaassen\Davy-Klaassen;nl NED;MF;Werder Bremen;26;1993;23.0;3;2.0;+1.0;29;742;940;78.9;14;51;27.5;602;707;85.1;126;182;69.2;202;647;11;0;0;23;76;20;0;Matches
223;Felix Klaus\Felix-Klaus;de GER;FWMF;Wolfsburg;26;1992;5.4;0;1.0;-1.0;7;102;154;66.2;2;13;15.4;90;124;72.6;10;17;58.8;11;104;0;0;0;5;8;2;0;Matches
224;Lukas Klostermann\Lukas-Klostermann;de GER;DF;RB Leipzig;23;1996;20.9;1;1.6;-0.6;11;1027;1214;84.6;16;33;48.5;829;927;89.4;182;254;71.7;203;834;21;0;0;78;73;4;1;Matches
225;Lukas Klünter\Lukas-Klunter;de GER;DF;Hertha BSC;23;1996;19.0;2;1.8;+0.2;13;541;773;70.0;7;32;21.9;421;526;80.0;113;215;52.6;91;451;21;2;1;168;34;9;5;Matches
226;Robin Knoche\Robin-Knoche;de GER;DF;Wolfsburg;27;1992;16.2;0;0.1;-0.1;2;742;880;84.3;2;10;20.0;455;504;90.3;285;366;77.9;71;720;29;0;0;5;59;4;0;Matches
227;Robin Koch\Robin-Koch;de GER;DFMF;Freiburg;23;1996;22.3;0;1.5;-1.5;12;989;1126;87.8;3;11;27.3;532;600;88.7;454;515;88.2;160;866;30;6;0;2;54;9;2;Matches
228;Dominik Kohr\Dominik-Kohr;de GER;MF;Eint Frankfurt;25;1994;9.3;2;0.5;+1.5;12;333;415;80.2;9;20;45.0;266;307;86.6;58;88;65.9;51;332;7;1;4;0;39;7;0;Matches
229;Ibrahima Konaté\Ibrahima-Konate;fr FRA;DF;RB Leipzig;20;1999;5.0;0;0.1;-0.1;1;233;259;90.0;3;4;75.0;167;179;93.3;63;76;82.9;15;226;5;0;0;0;12;0;0;Matches
230;Pascal Köpke\Pascal-Kopke;de GER;FW;Hertha BSC;23;1995;1.3;0;0.1;-0.1;1;24;36;66.7;3;4;75.0;17;26;65.4;4;6;66.7;8;21;1;0;1;0;0;0;0;Matches
231;Filip Kostić\Filip-Kostic;rs SRB;DFMF;Eint Frankfurt;26;1992;21.9;8;6.0;+2.0;55;596;1046;57.0;12;70;17.1;430;609;70.6;154;367;42.0;763;120;37;2;80;103;41;37;29;Matches
232;Tomáš Koubek\Tomas-Koubek;cz CZE;GK;Augsburg;26;1992;23.0;0;0.1;-0.1;1;472;797;59.2;0;0;;195;195;100.0;277;602;46.0;110;535;59;0;0;1;10;0;0;Matches
233;Dawid Kownacki\Dawid-Kownacki;pl POL;FWMF;Düsseldorf;22;1997;11.7;0;0.7;-0.7;10;207;298;69.5;9;25;36.0;167;223;74.9;31;50;62.0;44;195;1;0;0;11;9;10;2;Matches
234;Thomas Kraft\Thomas-Kraft;de GER;GK;Hertha BSC;31;1988;3.0;0;0.0;0.0;0;65;102;63.7;0;0;;21;21;100.0;44;81;54.3;14;69;7;0;0;0;0;0;0;Matches
235;Andrej Kramarić\Andrej-Kramaric;hr CRO;FWMF;Hoffenheim;28;1991;12.0;2;2.6;-0.6;17;333;414;80.4;11;25;44.0;269;308;87.3;53;81;65.4;61;333;1;3;2;3;20;13;1;Matches
236;Christoph Kramer\Christoph-Kramer;de GER;MF;M'gladbach;28;1991;9.3;0;0.4;-0.4;5;431;523;82.4;7;16;43.8;348;405;85.9;76;102;74.5;77;402;14;1;1;2;37;8;1;Matches
237;Felix Kroos\Felix-Kroos;de GER;MFFW;Union Berlin;28;1991;2.0;0;0.0;0.0;0;56;70;80.0;1;1;100.0;41;47;87.2;14;22;63.6;12;52;3;1;0;0;7;1;0;Matches
238;Lukas Kübler\Lukas-Kubler;de GER;DF;Freiburg;26;1992;1.0;0;0.0;0.0;0;38;48;79.2;0;1;0.0;26;29;89.7;12;18;66.7;2;43;1;0;0;0;7;1;0;Matches
239;Pierre Kunde\Pierre-Kunde;cm CMR;MF;Mainz 05;24;1995;15.3;0;1.7;-1.7;10;580;746;77.7;6;21;28.6;413;485;85.2;161;240;67.1;83;607;43;1;3;9;68;10;4;Matches
240;Ahmed Kutucu\Ahmed-Kutucu;tr TUR;FWMF;Schalke 04;19;2000;3.8;1;1.0;0.0;4;74;102;72.5;1;6;16.7;62;79;78.5;11;17;64.7;16;73;0;0;0;0;4;4;1;Matches
241;Konrad Laimer\Konrad-Laimer;at AUT;MF;RB Leipzig;22;1997;18.0;3;1.4;+1.6;8;813;983;82.7;20;53;37.7;646;724;89.2;147;206;71.4;188;738;23;3;0;5;80;16;1;Matches
242;Stefan Lainer\Stefan-Lainer;at AUT;DF;M'gladbach;26;1992;19.1;3;3.0;0.0;32;701;994;70.5;7;40;17.5;520;656;79.3;174;298;58.4;152;618;25;1;1;179;57;20;10;Matches
243;Michael Lang\Michael-Lang;ch SUI;DF;Werder Bremen;28;1991;5.9;0;0.6;-0.6;3;266;328;81.1;1;8;12.5;220;251;87.6;45;69;65.2;26;235;5;1;0;55;11;3;2;Matches
244;Sebastian Langkamp\Sebastian-Langkamp;de GER;DF;Werder Bremen;31;1988;2.0;0;0.0;0.0;0;83;99;83.8;1;3;33.3;50;58;86.2;32;38;84.2;19;68;4;0;0;0;5;0;0;Matches
245;Danny Latza\Danny-Latza;de GER;MF;Mainz 05;29;1989;9.4;1;1.5;-0.5;16;301;376;80.1;5;16;31.3;228;257;88.7;68;103;66.0;75;259;11;0;3;3;24;9;1;Matches
246;Mathew Leckie\Mathew-Leckie;au AUS;DFFW;Hertha BSC;28;1991;1.3;0;0.0;0.0;0;32;47;68.1;1;8;12.5;27;31;87.1;4;8;50.0;9;33;0;0;0;3;1;0;0;Matches
247;Toni Leistner\Toni-Leistner;de GER;DF;Köln;28;1990;3.0;0;0.0;0.0;1;99;115;86.1;0;1;0.0;48;53;90.6;51;61;83.6;12;96;3;0;0;0;10;0;0;Matches
248;Christopher Lenz\Christopher-Lenz;de GER;DF;Union Berlin;24;1994;22.5;3;2.6;+0.4;19;742;1042;71.2;16;55;29.1;547;665;82.3;179;322;55.6;557;143;8;0;0;278;53;20;12;Matches
249;Robert Lewandowski\Robert-Lewandowski;pl POL;FW;Bayern Munich;30;1988;22.7;3;5.3;-2.3;26;439;588;74.7;11;44;25.0;378;467;80.9;50;77;64.9;64;464;3;4;0;0;28;30;3;Matches
250;Stephan Lichtsteiner\Stephan-Lichtsteiner;ch SUI;DF;Augsburg;35;1984;13.3;1;0.5;+0.5;9;351;503;69.8;6;26;23.1;287;350;82.0;58;127;45.7;65;248;5;0;0;147;25;4;1;Matches
251;Philipp Lienhart\Philipp-Lienhart;at AUT;DF;Freiburg;23;1996;12.0;1;0.5;+0.5;2;576;669;86.1;1;7;14.3;369;396;93.2;206;266;77.4;47;583;20;0;0;6;42;4;0;Matches
252;Jürgen Locadia\Jurgen-Locadia;nl NED;FW;Hoffenheim;25;1993;5.9;0;0.1;-0.1;3;97;133;72.9;3;10;30.0;82;104;78.8;12;19;63.2;22;93;1;0;0;1;8;2;1;Matches
253;Ademola Lookman\Ademola-Lookman;eng ENG;FWMF;RB Leipzig;21;1997;1.8;0;0.1;-0.1;3;53;79;67.1;2;5;40.0;45;53;84.9;6;21;28.6;14;59;1;0;2;5;3;4;1;Matches
254;Eduard Löwen\Eduard-Lowen;de GER;MF;Hertha BSC;22;1997;3.4;0;0.0;0.0;0;118;147;80.3;0;2;0.0;90;103;87.4;28;42;66.7;17;119;4;0;1;0;17;1;0;Matches
255;Eduard Löwen\Eduard-Lowen;de GER;MFFW;Augsburg;22;1997;2.0;0;0.3;-0.3;4;62;86;72.1;3;5;60.0;45;57;78.9;14;24;58.3;7;74;6;0;5;0;1;0;0;Matches
256;Lucas\Lucas;br BRA;MF;Hoffenheim;20;1999;0.7;0;0.0;0.0;0;18;25;72.0;0;1;0.0;16;21;76.2;2;3;66.7;7;18;2;0;0;0;0;0;0;Matches
257;Dodi Lukebakio\Dodi-Lukebakio;cd COD;FWMF;Hertha BSC;21;1997;16.2;5;3.6;+1.4;26;347;459;75.6;15;28;53.6;261;321;81.3;71;110;64.5;334;90;6;3;19;7;18;11;4;Matches
258;Andreas Luthe\Andreas-Luthe;de GER;GK;Augsburg;32;1987;1.0;0;0.0;0.0;0;18;23;78.3;0;0;;10;11;90.9;8;12;66.7;2;18;2;0;0;0;0;0;0;Matches
259;Arne Maier\Arne-Maier;de GER;MF;Hertha BSC;20;1999;3.0;0;0.2;-0.2;4;134;160;83.8;4;9;44.4;93;100;93.0;37;51;72.5;16;141;4;0;5;0;11;2;0;Matches
