"id";"name";"nation";"position";"team";"age";"born";"MP";"Min";"Mn/MP";"Min%";"90s";"Starts";"Mn/Start";"Subs";"Mn/Sub";"unSub";"PPM";"onG";"onGA";"+/-";"+/-90";"On-Off";"onxG";"onxGA";"xG+/-";"xG+/-90";"On-Off-ex";"Matches"
514;Ibrahima Traoré\Ibrahima-Traore;gn GUI;FW;M'gladbach;31;1988;2;13;7;0.6;0.1;0;;2;7;8;2.00;0;0;0;0.00;-0.83;0.1;0.0;+0.1;+0.66;+0.06;Matches
515;Kevin Trapp\Kevin-Trapp;de GER;GK;Eint Frankfurt;29;1990;12;1080;90;52.2;12.0;12;90;0;;0;1.67;20;16;+4;+0.33;+0.61;15.2;13.6;+1.5;+0.13;+0.08;Matches
516;Christopher Trimmel\Christopher-Trimmel;at AUT;DF;Union Berlin;32;1987;22;1964;89;90.9;21.8;22;89;0;;0;1.23;28;33;-5;-0.23;+0.69;26.7;36.4;-9.6;-0.44;+0.24;Matches
517;Philipp Tschauner\Philipp-Tschauner;de GER;GK;RB Leipzig;33;1985;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
518;Anthony Ujah\Anthony-Ujah;ng NGA;FWMF;Union Berlin;28;1990;16;601;38;27.8;6.7;6;73;10;16;8;1.06;10;9;+1;+0.15;+0.61;8.1;14.0;-5.8;-0.87;-0.57;Matches
519;Sven Ulreich\Sven-Ulreich;de GER;GK;Bayern Munich;30;1988;1;;0;0.0;0.0;0;;1;0;23;0.00;1;5;-4;;;0.0;0.0;0.0;;;Matches
520;Dayot Upamecano\Dayot-Upamecano;fr FRA;DF;RB Leipzig;20;1998;20;1762;88;81.6;19.6;20;88;0;;0;1.95;51;23;+28;+1.43;-0.38;41.3;21.2;+20.0;+1.02;-0.02;Matches
521;Mark Uth\Mark-Uth;de GER;FWMF;Schalke 04;27;1991;8;352;44;16.3;3.9;4;68;4;20;3;1.75;9;7;+2;+0.51;+0.76;4.3;5.7;-1.4;-0.37;-0.08;Matches
522;Mark Uth\Mark-Uth;de GER;MF;Köln;27;1991;6;510;85;23.6;5.7;6;85;0;;0;2.00;16;10;+6;+1.06;+1.66;13.8;8.4;+5.4;+0.95;+1.20;Matches
523;Ruben Vargas\Ruben-Vargas;ch SUI;MFFW;Augsburg;20;1998;23;1766;77;81.8;19.6;20;85;3;24;0;1.04;28;43;-15;-0.76;-0.99;26.4;33.6;-7.2;-0.37;-0.64;Matches
524;Sebastian Vasiliadis\Sebastian-Vasiliadis;gr GRE;MF;Paderborn 07;21;1997;24;2110;88;93.8;23.4;24;88;0;;0;0.54;27;50;-23;-0.98;-0.34;25.4;44.0;-18.6;-0.79;-0.31;Matches
525;Miloš Veljković\Milos-Veljkovic;rs SRB;DF;Werder Bremen;23;1995;14;1162;83;56.1;12.9;13;88;1;19;3;0.64;11;33;-22;-1.70;-1.11;13.8;21.5;-7.7;-0.60;-0.58;Matches
526;Birger Verstraete\Birger-Verstraete;be BEL;MF;Köln;25;1994;9;664;74;30.7;7.4;7;83;2;42;3;0.78;6;15;-9;-1.22;-1.46;6.8;12.2;-5.4;-0.73;-1.10;Matches
527;Kevin Vogt\Kevin-Vogt;de GER;DF;Hoffenheim;27;1991;11;961;87;44.5;10.7;11;87;0;;2;1.64;15;15;0;0.00;+0.60;13.4;11.4;+2.0;+0.18;+0.83;Matches
528;Kevin Vogt\Kevin-Vogt;de GER;DF;Werder Bremen;27;1991;5;421;84;20.3;4.7;5;84;0;;0;0.60;2;10;-8;-1.71;-0.62;3.8;6.6;-2.8;-0.60;-0.32;Matches
529;Kevin Volland\Kevin-Volland;de GER;FW;Leverkusen;27;1992;22;1817;83;84.1;20.2;21;86;1;11;0;1.82;36;26;+10;+0.50;+0.23;34.5;27.6;+6.9;+0.34;-0.29;Matches
530;Robert Voloder\Robert-Voloder;ba BIH;DF;Köln;18;2001;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
531;Luca Waldschmidt\Luca-Waldschmidt;de GER;FWMF;Freiburg;23;1996;15;854;57;39.5;9.5;9;79;6;24;0;1.60;12;13;-1;-0.11;+0.03;11.4;14.0;-2.7;-0.28;+0.41;Matches
532;Wout Weghorst\Wout-Weghorst;nl NED;FW;Wolfsburg;26;1992;23;1946;85;90.1;21.6;21;90;2;29;0;1.39;30;26;+4;+0.18;+0.18;31.8;22.7;+9.1;+0.42;+0.51;Matches
533;Julian Weigl\Julian-Weigl;de GER;MFDF;Dortmund;23;1995;13;1021;79;47.3;11.3;12;84;1;12;3;1.69;25;17;+8;+0.71;-1.35;17.9;18.3;-0.4;-0.04;-1.24;Matches
534;Mitchell Weiser\Mitchell-Weiser;de GER;DF;Leverkusen;25;1994;12;721;60;33.4;8.0;9;71;3;27;5;2.00;14;10;+4;+0.50;+0.06;13.0;9.7;+3.3;+0.41;+0.03;Matches
535;Wendell\Wendell;br BRA;DF;Leverkusen;26;1993;18;1410;78;65.3;15.7;16;84;2;31;4;1.89;25;20;+5;+0.32;-0.40;24.3;20.1;+4.3;+0.27;-0.33;Matches
536;Oscar Wendt\Oscar-Wendt;se SWE;DF;M'gladbach;33;1985;16;1337;84;64.6;14.9;15;89;1;9;6;1.88;28;18;+10;+0.67;-0.43;29.3;21.1;+8.2;+0.55;-0.14;Matches
537;Timo Werner\Timo-Werner;de GER;FW;RB Leipzig;23;1996;24;2021;84;93.6;22.5;24;84;0;;0;2.04;56;22;+34;+1.51;+0.22;45.9;23.6;+22.3;+0.99;-0.52;Matches
538;Felix Wiedwald\Felix-Wiedwald;de GER;GK;Eint Frankfurt;29;1990;3;270;90;13.0;3.0;3;90;0;;10;0.00;3;8;-5;-1.67;-1.97;4.4;6.7;-2.3;-0.77;-0.98;Matches
539;Paul Will\Paul-Will;de GER;MF;Bayern Munich;20;1999;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
540;William\William;br BRA;DF;Wolfsburg;24;1995;16;1366;85;63.2;15.2;16;85;0;;5;1.50;19;17;+2;+0.13;-0.09;19.3;14.8;+4.5;+0.30;-0.21;Matches
541;Axel Witsel\Axel-Witsel;be BEL;MF;Dortmund;30;1989;20;1718;86;79.5;19.1;19;89;1;20;0;2.20;53;24;+29;+1.52;+0.50;37.0;22.0;+15.1;+0.79;+0.86;Matches
542;Hannes Wolf\Hannes-Wolf;at AUT;FW;RB Leipzig;20;1999;3;22;7;1.0;0.2;0;;3;7;9;2.33;0;1;-1;-4.09;-5.65;0.2;0.2;-0.1;-0.30;-1.34;Matches
543;Marius Wolf\Marius-Wolf;de GER;FWMF;Dortmund;24;1995;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
544;Marius Wolf\Marius-Wolf;de GER;FWMF;Hertha BSC;24;1995;20;1321;66;61.2;14.7;14;85;6;23;0;1.15;21;29;-8;-0.55;+0.31;16.9;22.8;-5.8;-0.40;+0.02;Matches
545;Nick Woltemade\Nick-Woltemade;de GER;FW;Werder Bremen;17;2002;2;58;29;2.8;0.6;1;58;1;0;6;0.00;1;0;+1;+1.55;+2.85;0.4;0.6;-0.1;-0.23;+0.12;Matches
546;Jeong Woo-yeong\Jeong-Woo-yeong;kr KOR;FW;Freiburg;19;1999;0;;;;;0;;0;;5;;;;;;;;;;;;Matches
547;Dan-Axel Zagadou\Dan-Axel-Zagadou;fr FRA;DF;Dortmund;20;1999;12;863;72;40.0;9.6;9;90;3;18;10;2.17;29;11;+18;+1.88;+0.77;15.7;9.1;+6.6;+0.69;+0.12;Matches
548;Denis Zakaria\Denis-Zakaria;ch SUI;MF;M'gladbach;22;1996;22;1911;87;92.3;21.2;21;90;1;21;0;2.09;43;24;+19;+0.89;+0.89;43.4;28.4;+15.0;+0.70;+1.32;Matches
549;Robin Zentner\Robin-Zentner;de GER;GK;Mainz 05;24;1994;21;1890;90;87.5;21.0;21;90;0;;3;1.19;31;40;-9;-0.43;+2.90;29.6;33.9;-4.4;-0.21;+1.03;Matches
550;Jean Zimmer\Jean-Zimmer;de GER;DFMF;Düsseldorf;25;1993;10;530;53;24.5;5.9;7;69;3;15;6;0.90;5;8;-3;-0.51;+0.59;6.3;8.0;-1.8;-0.30;+0.78;Matches
551;Jan Zimmermann\Jan-Zimmermann;de GER;GK;Eint Frankfurt;34;1985;0;;;;;0;;0;;3;;;;;;;;;;;;Matches
552;Matthias Zimmermann\Matthias-Zimmermann;de GER;DFMF;Düsseldorf;27;1992;24;2160;90;100.0;24.0;24;90;0;;0;0.88;26;49;-23;-0.96;;23.0;44.3;-21.3;-0.89;;Matches
553;Leopold Zingerle\Leopold-Zingerle;de GER;GK;Paderborn 07;25;1994;19;1710;90;76.0;19.0;19;90;0;;3;0.79;22;37;-15;-0.79;+0.71;22.4;35.6;-13.2;-0.69;+0.32;Matches
554;Joshua Zirkzee\Joshua-Zirkzee;nl NED;FWMF;Bayern Munich;18;2001;4;100;25;4.6;1.1;1;90;3;3;7;3.00;11;0;+11;+9.90;+8.41;5.9;0.4;+5.5;+4.93;+3.60;Matches
555;Ben Zolinski\Ben-Zolinski;de GER;FWMF;Paderborn 07;27;1992;19;998;53;44.4;11.1;13;71;6;12;6;0.84;13;21;-8;-0.72;+0.43;13.6;19.4;-5.8;-0.52;+0.45;Matches
556;Steven Zuber\Steven-Zuber;ch SUI;DF;Hoffenheim;27;1991;5;343;69;15.9;3.8;4;75;1;45;3;0.80;3;8;-5;-1.31;-1.16;5.3;7.8;-2.5;-0.65;-0.44;Matches
557;Robert Žulj\Robert-Zulj;at AUT;FWMF;Hoffenheim;27;1992;0;;;;;0;;0;;4;;;;;;;;;;;;Matches
