"id";"name";"nation";"position";"team";"age";"born";"MP";"Min";"Mn/MP";"Min%";"90s";"Starts";"Mn/Start";"Subs";"Mn/Sub";"unSub";"PPM";"onG";"onGA";"+/-";"+/-90";"On-Off";"onxG";"onxGA";"xG+/-";"xG+/-90";"On-Off-ex";"Matches"
255;Yannik Keitel\Yannik-Keitel;de GER;MF;Freiburg;19;2000;1;45;45;2.1;0.5;0;;1;45;4;0.00;0;0;0;0.00;+0.13;0.9;0.7;+0.2;+0.41;+0.96;Matches
256;Jonjoe Kenny\Jonjoe-Kenny;eng ENG;DF;Schalke 04;22;1997;22;1963;89;90.9;21.8;22;89;0;;0;1.55;31;33;-2;-0.09;+0.37;26.1;33.9;-7.8;-0.36;-0.56;Matches
257;Thomas Kessler\Thomas-Kessler;de GER;GK;Köln;33;1986;0;;;;;0;;0;;16;;;;;;;;;;;;Matches
258;Rani Khedira\Rani-Khedira;de GER;MFDF;Augsburg;25;1994;23;1890;82;87.5;21.0;23;82;0;;0;1.17;30;45;-15;-0.71;-1.05;27.7;33.4;-5.6;-0.27;-0.13;Matches
259;Luca Kilian\Luca-Kilian;de GER;DF;Paderborn 07;19;1999;13;1170;90;52.0;13.0;13;90;0;;5;0.85;15;26;-11;-0.85;+0.24;15.5;26.6;-11.1;-0.85;-0.17;Matches
260;Joshua Kimmich\Joshua-Kimmich;de GER;MFDF;Bayern Munich;24;1995;23;2006;87;92.9;22.3;23;87;0;;0;2.13;65;25;+40;+1.79;-1.13;58.5;22.4;+36.1;+1.62;+1.74;Matches
261;Davy Klaassen\Davy-Klaassen;nl NED;MF;Werder Bremen;26;1993;23;2070;90;100.0;23.0;23;90;0;;0;0.74;24;53;-29;-1.26;;28.1;36.0;-7.9;-0.34;;Matches
262;Felix Klaus\Felix-Klaus;de GER;FWMF;Wolfsburg;26;1992;17;483;28;22.4;5.4;5;71;12;11;6;1.59;5;3;+2;+0.37;+0.27;6.8;5.8;+1.0;+0.18;-0.25;Matches
263;Tim Kleindienst\Tim-Kleindienst;de GER;FW;Freiburg;23;1995;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
264;Niklas Klinger\Niklas-Klinger;de GER;GK;Wolfsburg;23;1995;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
265;Lukas Klostermann\Lukas-Klostermann;de GER;DF;RB Leipzig;23;1996;22;1880;85;87.0;20.9;22;85;0;;1;2.23;60;21;+39;+1.87;+2.83;46.2;21.2;+25.0;+1.20;+1.30;Matches
266;Lukas Klünter\Lukas-Klunter;de GER;DF;Hertha BSC;23;1996;19;1710;90;79.2;19.0;19;90;0;;5;1.26;25;33;-8;-0.42;+1.18;20.3;28.0;-7.7;-0.40;+0.01;Matches
267;Robin Knoche\Robin-Knoche;de GER;DF;Wolfsburg;27;1992;17;1461;86;67.6;16.2;16;89;1;45;7;1.88;30;17;+13;+0.80;+1.96;22.9;15.5;+7.4;+0.46;+0.26;Matches
268;Robin Koch\Robin-Koch;de GER;DFMF;Freiburg;23;1996;23;2008;87;93.0;22.3;23;87;0;;0;1.43;30;33;-3;-0.13;-0.13;27.6;40.3;-12.7;-0.57;-0.59;Matches
269;Dominik Kohr\Dominik-Kohr;de GER;MF;Eint Frankfurt;25;1994;16;841;53;40.6;9.3;9;75;7;24;5;1.38;17;16;+1;+0.11;+0.11;13.9;12.8;+1.1;+0.12;+0.04;Matches
270;Ibrahima Konaté\Ibrahima-Konate;fr FRA;DF;RB Leipzig;20;1999;5;450;90;20.8;5.0;5;90;0;;1;2.60;13;3;+10;+2.00;+0.63;10.0;4.8;+5.3;+1.05;+0.03;Matches
271;Pascal Köpke\Pascal-Kopke;de GER;FW;Hertha BSC;23;1995;4;119;30;5.5;1.3;1;72;3;16;10;1.00;0;2;-2;-1.51;-0.90;1.4;0.7;+0.7;+0.53;+0.99;Matches
272;Filip Kostić\Filip-Kostic;rs SRB;DFMF;Eint Frankfurt;26;1992;22;1969;90;95.1;21.9;22;90;0;;0;1.27;37;34;+3;+0.14;+1.92;32.7;29.7;+2.9;+0.13;+0.91;Matches
273;Tomáš Koubek\Tomas-Koubek;cz CZE;GK;Augsburg;26;1992;23;2070;90;95.8;23.0;23;90;0;;0;1.04;34;49;-15;-0.65;-1.65;31.5;38.8;-7.3;-0.32;-1.57;Matches
274;Dawid Kownacki\Dawid-Kownacki;pl POL;FWMF;Düsseldorf;22;1997;18;1056;59;48.9;11.7;11;80;7;25;0;0.72;13;25;-12;-1.02;-0.13;11.7;24.5;-12.8;-1.09;-0.40;Matches
275;Vincent Koziello\Vincent-Koziello;fr FRA;MF;Köln;23;1995;0;;;;;0;;0;;9;;;;;;;;;;;;Matches
276;Thomas Kraft\Thomas-Kraft;de GER;GK;Hertha BSC;31;1988;3;270;90;12.5;3.0;3;90;0;;18;0.67;6;7;-1;-0.33;+0.38;5.2;5.2;-0.1;-0.02;+0.44;Matches
277;Julian Krahl\Julian-Krahl;de GER;GK;Köln;19;2000;0;;;;;0;;0;;8;;;;;;;;;;;;Matches
278;Andrej Kramarić\Andrej-Kramaric;hr CRO;FWMF;Hoffenheim;28;1991;13;1080;83;50.0;12.0;11;90;2;45;1;1.46;22;23;-1;-0.08;+0.50;19.3;23.4;-4.1;-0.34;-0.13;Matches
279;Christoph Kramer\Christoph-Kramer;de GER;MF;M'gladbach;28;1991;14;838;60;40.5;9.3;10;78;4;16;8;2.07;20;8;+12;+1.29;+0.78;20.4;12.9;+7.5;+0.80;+0.34;Matches
280;Tom Krauß\Tom-Krauss;de GER;MF;RB Leipzig;18;2001;0;;;;;0;;0;;6;;;;;;;;;;;;Matches
281;Felix Kroos\Felix-Kroos;de GER;MFFW;Union Berlin;28;1991;8;181;23;8.4;2.0;2;66;6;8;13;2.63;2;4;-2;-0.99;-0.77;2.6;4.3;-1.7;-0.86;-0.43;Matches
282;Lukas Kübler\Lukas-Kubler;de GER;DF;Freiburg;26;1992;3;86;29;4.0;1.0;1;84;2;1;1;2.33;1;2;-1;-1.05;-0.96;0.4;0.9;-0.5;-0.52;+0.01;Matches
283;Pierre Kunde\Pierre-Kunde;cm CMR;MF;Mainz 05;24;1995;20;1377;69;63.8;15.3;16;80;4;23;3;1.25;23;35;-12;-0.78;+0.02;22.7;26.9;-4.2;-0.27;+0.17;Matches
284;Ahmed Kutucu\Ahmed-Kutucu;tr TUR;FWMF;Schalke 04;19;2000;16;340;21;15.7;3.8;0;;16;21;5;1.25;10;12;-2;-0.53;-0.48;6.2;6.1;+0.1;+0.03;+0.39;Matches
285;Konrad Laimer\Konrad-Laimer;at AUT;MF;RB Leipzig;22;1997;21;1617;77;74.9;18.0;19;81;2;37;1;2.29;48;18;+30;+1.67;+0.68;39.8;17.1;+22.7;+1.26;+0.93;Matches
286;Stefan Lainer\Stefan-Lainer;at AUT;DF;M'gladbach;26;1992;20;1723;86;83.2;19.1;20;86;0;;0;1.95;40;24;+16;+0.84;+0.06;38.7;28.7;+10.0;+0.52;-0.48;Matches
287;Michael Lang\Michael-Lang;ch SUI;DF;Werder Bremen;28;1991;8;534;67;25.8;5.9;6;88;2;2;8;1.38;8;18;-10;-1.69;-0.63;8.6;14.5;-6.0;-1.01;-0.90;Matches
288;Michael Lang\Michael-Lang;ch SUI;DFMF;M'gladbach;28;1991;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
289;Michael Langer\Michael-Langer;at AUT;GK;Schalke 04;34;1985;0;;;;;0;;0;;9;;;;;;;;;;;;Matches
290;Sebastian Langkamp\Sebastian-Langkamp;de GER;DF;Werder Bremen;31;1988;3;179;60;8.6;2.0;2;88;1;4;9;0.33;2;6;-4;-2.01;-0.87;3.5;1.9;+1.5;+0.76;+1.21;Matches
291;Danny Latza\Danny-Latza;de GER;MF;Mainz 05;29;1989;14;849;61;39.3;9.4;9;75;5;35;4;1.14;10;20;-10;-1.06;-0.44;10.0;15.3;-5.3;-0.57;-0.38;Matches
292;Mathew Leckie\Mathew-Leckie;au AUS;DFFW;Hertha BSC;28;1991;4;118;30;5.5;1.3;1;90;3;9;6;1.00;3;4;-1;-0.76;-0.10;1.1;3.6;-2.5;-1.89;-1.57;Matches
293;Toni Leistner\Toni-Leistner;de GER;DF;Köln;28;1990;3;270;90;12.5;3.0;3;90;0;;2;3.00;10;1;+9;+3.00;+3.67;5.8;2.0;+3.8;+1.27;+1.41;Matches
294;Benjamin Leneis\Benjamin-Leneis;de GER;GK;Augsburg;20;1999;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
295;Christopher Lenz\Christopher-Lenz;de GER;DF;Union Berlin;24;1994;23;2029;88;93.9;22.5;23;88;0;;0;1.30;30;36;-6;-0.27;+0.42;29.0;38.2;-9.2;-0.41;+0.92;Matches
296;Robert Lewandowski\Robert-Lewandowski;pl POL;FW;Bayern Munich;30;1988;23;2041;89;94.5;22.7;23;89;0;;0;2.13;64;25;+39;+1.72;-2.82;57.5;25.1;+32.4;+1.43;-1.20;Matches
297;Stephan Lichtsteiner\Stephan-Lichtsteiner;ch SUI;DF;Augsburg;35;1984;17;1198;70;55.5;13.3;15;75;2;39;4;0.88;21;30;-9;-0.68;-0.21;19.3;25.8;-6.6;-0.49;-0.55;Matches
298;Philipp Lienhart\Philipp-Lienhart;at AUT;DF;Freiburg;23;1996;13;1080;83;50.0;12.0;12;90;1;0;6;1.85;19;12;+7;+0.58;+1.42;15.0;19.2;-4.2;-0.35;+0.36;Matches
299;Jürgen Locadia\Jurgen-Locadia;nl NED;FW;Hoffenheim;25;1993;11;528;48;24.4;5.9;5;74;6;26;5;1.27;12;10;+2;+0.34;+0.89;11.2;7.5;+3.7;+0.63;+1.20;Matches
300;Niklas Lomb\Niklas-Lomb;de GER;GK;Leverkusen;26;1993;0;;;;;0;;0;;4;;;;;;;;;;;;Matches
301;Ademola Lookman\Ademola-Lookman;eng ENG;FWMF;RB Leipzig;21;1997;5;159;32;7.4;1.8;1;90;4;17;16;0.80;3;4;-1;-0.57;-2.23;3.4;3.0;+0.4;+0.24;-0.85;Matches
302;Eduard Löwen\Eduard-Lowen;de GER;MF;Hertha BSC;22;1997;7;310;44;14.4;3.4;2;90;5;26;3;0.71;5;10;-5;-1.45;-0.92;2.9;6.3;-3.3;-0.97;-0.66;Matches
303;Eduard Löwen\Eduard-Lowen;de GER;MFFW;Augsburg;22;1997;7;184;26;8.5;2.0;1;90;6;16;0;0.57;3;6;-3;-1.47;-0.97;3.0;4.5;-1.5;-0.72;-0.51;Matches
304;Lucas\Lucas;br BRA;MF;Hoffenheim;20;1999;2;63;32;2.9;0.7;0;;2;32;10;0.50;1;3;-2;-2.86;-2.60;0.8;2.3;-1.5;-2.19;-1.97;Matches
305;Lars Lukas Mai\Lars-Lukas-Mai;de GER;DF;Bayern Munich;19;2000;0;;;;;0;;0;;12;;;;;;;;;;;;Matches
306;Dodi Lukebakio\Dodi-Lukebakio;cd COD;FWMF;Hertha BSC;21;1997;22;1460;66;67.6;16.2;16;78;6;36;2;0.95;16;31;-15;-0.92;-0.80;16.9;24.3;-7.4;-0.46;-0.15;Matches
307;Andreas Luthe\Andreas-Luthe;de GER;GK;Augsburg;32;1987;1;90;90;4.2;1.0;1;90;0;;23;3.00;2;1;+1;+1.00;+1.65;1.4;0.5;+0.9;+0.86;+1.16;Matches
308;Arne Maier\Arne-Maier;de GER;MF;Hertha BSC;20;1999;6;272;45;12.6;3.0;3;75;3;16;4;1.17;3;8;-5;-1.65;-1.13;3.4;5.7;-2.3;-0.76;-0.41;Matches
309;Haralambos Makridis\Haralambos-Makridis;gr GRE;FW;M'gladbach;23;1996;0;;;;;0;;0;;4;;;;;;;;;;;;Matches
310;Yunus Mallı\Yunus-Malli;tr TUR;FWMF;Union Berlin;27;1992;6;347;58;16.1;3.9;5;66;1;19;1;1.17;5;5;0;0.00;+0.35;3.9;5.0;-1.1;-0.28;+0.22;Matches
311;Yunus Mallı\Yunus-Malli;tr TUR;MF;Wolfsburg;27;1992;0;;;;;0;;0;;9;;;;;;;;;;;;Matches
312;Maurice Malone\Maurice-Malone;de GER;FWMF;Augsburg;18;2000;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
313;Streli Mamba\Streli-Mamba;de GER;FW;Paderborn 07;25;1994;18;1220;68;54.2;13.6;14;78;4;32;4;0.72;19;24;-5;-0.37;+1.29;17.1;23.7;-6.6;-0.49;+0.63;Matches
314;Aarón Martín\Aaron-Martin;es ESP;DF;Mainz 05;22;1997;18;1486;83;68.8;16.5;17;86;1;24;4;1.00;25;41;-16;-0.97;-0.57;23.2;30.2;-7.0;-0.42;-0.28;Matches
315;Javi Martínez\Javi-Martinez;es ESP;DFMF;Bayern Munich;30;1988;11;559;51;25.9;6.2;5;79;6;27;4;2.00;17;7;+10;+1.61;-0.36;16.2;7.3;+8.9;+1.44;-0.07;Matches
316;Omar Mascarell\Omar-Mascarell;es ESP;MF;Schalke 04;26;1993;23;2029;88;93.9;22.5;23;88;0;;0;1.57;32;30;+2;+0.09;+3.52;26.7;33.9;-7.2;-0.32;-0.24;Matches
317;Jean-Philippe Mateta\Jean-Philippe-Mateta;fr FRA;FW;Mainz 05;22;1997;9;434;48;20.1;4.8;4;85;5;19;1;0.78;6;11;-5;-1.04;-0.31;6.8;8.0;-1.2;-0.25;+0.11;Matches
318;Rabbi Matondo\Rabbi-Matondo;wal WAL;FW;Schalke 04;18;2000;11;525;48;24.3;5.8;7;69;4;10;9;1.18;7;10;-3;-0.51;-0.51;7.8;9.5;-1.7;-0.29;+0.01;Matches
319;Philipp Max\Philipp-Max;de GER;DF;Augsburg;25;1993;22;1941;88;89.9;21.6;22;88;0;;1;1.23;34;41;-7;-0.32;+2.55;31.5;32.8;-1.3;-0.06;+1.88;Matches
320;Alexandru Maxim\Alexandru-Maxim;ro ROU;MF;Mainz 05;29;1990;5;112;22;5.2;1.2;0;;5;22;14;0.60;3;2;+1;+0.80;+1.68;2.5;1.1;+1.3;+1.07;+1.49;Matches
321;Iba May\Iba-May;de GER;MF;Wolfsburg;21;1998;0;;;;;0;;0;;3;;;;;;;;;;;;Matches
322;Kevin Mbabu\Kevin-Mbabu;ch SUI;DF;Wolfsburg;24;1995;11;884;80;40.9;9.8;9;90;2;37;13;1.27;16;14;+2;+0.20;+0.06;16.8;12.1;+4.7;+0.48;+0.18;Matches
323;Weston McKennie\Weston-McKennie;us USA;MFDF;Schalke 04;20;1998;19;1319;69;61.1;14.7;15;81;4;25;0;1.58;21;21;0;0.00;+0.32;17.5;20.4;-2.9;-0.20;+0.27;Matches
324;Joshua Mees\Joshua-Mees;de GER;MFFW;Union Berlin;23;1996;7;155;22;7.2;1.7;0;;7;22;6;1.43;3;1;+2;+1.16;+1.57;3.5;1.4;+2.1;+1.23;+1.82;Matches
325;Admir Mehmedi\Admir-Mehmedi;ch SUI;FWMF;Wolfsburg;28;1991;16;872;55;40.4;9.7;10;74;6;22;0;1.63;17;11;+6;+0.62;+0.76;13.0;10.0;+3.0;+0.31;-0.11;Matches
326;Jonathan Meier\Jonathan-Meier;de GER;DF;Mainz 05;19;1999;0;;;;;0;;0;;2;;;;;;;;;;;;Matches
327;Phillip Menzel\Phillip-Menzel;de GER;GK;Wolfsburg;20;1998;0;;;;;0;;0;;8;;;;;;;;;;;;Matches
328;Münir Mercan\Munir-Mercan;de GER;FW;Schalke 04;18;2000;2;4;2;0.2;0.0;0;;2;2;19;0.50;0;0;0;0.00;+0.13;0.0;0.1;-0.1;-3.05;-2.75;Matches
329;Jorge Meré\Jorge-Mere;es ESP;DF;Köln;22;1997;7;426;61;19.7;4.7;4;78;3;39;11;1.29;8;7;+1;+0.21;+0.52;7.4;5.2;+2.3;+0.48;+0.56;Matches
330;Sven Michel\Sven-Michel;de GER;FW;Paderborn 07;29;1990;23;1016;44;45.2;11.3;10;77;13;19;2;0.52;12;31;-19;-1.68;-1.32;12.3;27.6;-15.2;-1.35;-1.05;Matches
331;Juan Miranda\Juan-Miranda;es ESP;DF;Schalke 04;19;2000;4;265;66;12.3;2.9;2;90;2;43;14;1.50;4;3;+1;+0.34;+0.53;4.2;6.0;-1.8;-0.62;-0.35;Matches
332;Maximilian Mittelstädt\Maximilian-Mittelstadt;de GER;DF;Hertha BSC;22;1997;20;1421;71;65.8;15.8;15;88;5;20;3;1.15;21;32;-11;-0.70;-0.09;16.8;24.1;-7.3;-0.46;-0.17;Matches
333;Anthony Modeste\Anthony-Modeste;fr FRA;FW;Köln;31;1988;18;781;43;36.2;8.7;9;77;9;10;5;1.11;9;17;-8;-0.92;-1.12;10.7;12.5;-1.8;-0.21;-0.38;Matches
334;Kevin Möhwald\Kevin-Mohwald;de GER;MF;Werder Bremen;26;1993;1;73;73;3.5;0.8;0;;1;73;1;0.00;2;3;-1;-1.23;-0.02;1.1;0.7;+0.5;+0.56;+0.93;Matches
335;Niklas Moisander\Niklas-Moisander;fi FIN;DF;Werder Bremen;33;1985;11;989;90;47.8;11.0;11;90;0;;0;0.55;8;24;-16;-1.46;-0.46;11.6;15.1;-3.5;-0.32;+0.05;Matches
336;Alfredo Morales\Alfredo-Morales;us USA;MF;Düsseldorf;29;1990;19;1405;74;65.0;15.6;15;88;4;21;0;0.89;16;34;-18;-1.15;-0.56;14.4;31.1;-16.7;-1.07;-0.53;Matches
337;Jan Morávek\Jan-Moravek;cz CZE;MF;Augsburg;29;1989;10;448;45;20.7;5.0;4;73;6;26;6;1.50;8;13;-5;-1.00;-0.53;7.8;10.2;-2.4;-0.48;-0.29;Matches
338;Mateu Morey\Mateu-Morey;es ESP;DF;Dortmund;19;2000;0;;;;;0;;0;;12;;;;;;;;;;;;Matches
339;Nordi Mukiele\Nordi-Mukiele;fr FRA;DF;RB Leipzig;21;1997;18;1239;69;57.4;13.8;15;80;3;13;5;2.22;40;16;+24;+1.74;+0.57;26.1;14.7;+11.4;+0.83;-0.47;Matches
340;Florian Müller\Florian-Muller;de GER;GK;Mainz 05;21;1997;3;270;90;12.5;3.0;3;90;0;;18;0.00;2;12;-10;-3.33;-2.90;2.6;6.2;-3.7;-1.23;-1.02;Matches
341;Thomas Müller\Thomas-Muller;de GER;MFFW;Bayern Munich;29;1989;24;1468;61;68.0;16.3;17;78;7;20;0;2.17;51;19;+32;+1.96;+0.27;42.3;20.0;+22.3;+1.37;-0.39;Matches
342;Yvon Mvogo\Yvon-Mvogo;ch SUI;GK;RB Leipzig;25;1994;1;90;90;4.2;1.0;1;90;0;;23;3.00;3;2;+1;+1.00;-0.52;2.1;1.8;+0.3;+0.31;-0.75;Matches
343;Phillipp Mwene\Phillipp-Mwene;at AUT;DF;Mainz 05;25;1994;1;90;90;4.2;1.0;1;90;0;;6;3.00;2;0;+2;+2.00;+2.91;0.9;0.6;+0.3;+0.25;+0.61;Matches
344;Obite N'Dicka\Obite-NDicka;fr FRA;DF;Eint Frankfurt;19;1999;14;1145;82;55.3;12.7;13;86;1;28;9;0.93;17;21;-4;-0.31;-0.80;16.4;17.7;-1.3;-0.10;-0.43;Matches
345;Matija Nastasić\Matija-Nastasic;rs SRB;DF;Schalke 04;26;1993;12;1004;84;46.5;11.2;11;90;1;14;5;1.33;8;19;-11;-0.99;-1.61;10.4;17.2;-6.8;-0.61;-0.56;Matches
346;Manuel Neuer\Manuel-Neuer;de GER;GK;Bayern Munich;33;1986;24;2160;90;100.0;24.0;24;90;0;;0;2.17;71;26;+45;+1.87;;61.6;25.8;+35.8;+1.49;;Matches
347;Florian Neuhaus\Florian-Neuhaus;de GER;MF;M'gladbach;22;1997;20;1461;73;70.6;16.2;16;85;4;26;3;2.00;33;17;+16;+0.99;+0.54;35.7;21.1;+14.6;+0.90;+1.01;Matches
348;Moussa Niakhate\Moussa-Niakhate;fr FRA;DF;Mainz 05;23;1996;23;2070;90;95.8;23.0;23;90;0;;0;1.09;33;44;-11;-0.48;+7.52;31.3;36.6;-5.3;-0.23;+2.55;Matches
349;Moritz Nicolas\Moritz-Nicolas;de GER;GK;Union Berlin;21;1997;0;;;;;0;;0;;23;;;;;;;;;;;;Matches
350;Florian Niederlechner\Florian-Niederlechner;de GER;FWMF;Augsburg;28;1990;24;2084;87;96.5;23.2;24;87;0;;0;1.13;35;47;-12;-0.52;+1.85;31.2;36.2;-5.0;-0.22;+0.98;Matches
351;Christopher Nkunku\Christopher-Nkunku;fr FRA;MFFW;RB Leipzig;21;1997;22;1361;62;63.0;15.1;14;82;8;27;2;1.95;44;15;+29;+1.92;+1.13;35.9;13.8;+22.0;+1.46;+1.16;Matches
352;Lukas Nmecha\Lukas-Nmecha;de GER;MFFW;Wolfsburg;20;1998;6;127;21;5.9;1.4;1;66;5;12;6;1.00;1;4;-3;-2.13;-2.44;2.6;2.3;+0.3;+0.19;-0.19;Matches
353;Håvard Nordtveit\Havard-Nordtveit;no NOR;DFMF;Hoffenheim;29;1990;6;413;69;19.1;4.6;4;90;2;27;12;1.67;6;11;-5;-1.09;-0.94;4.9;10.7;-5.8;-1.27;-1.22;Matches
354;Connor Noß\Connor-Noss;ie IRL;MF;M'gladbach;18;2001;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
355;Alexander Nübel\Alexander-Nubel;de GER;GK;Schalke 04;22;1996;20;1775;89;82.2;19.7;20;89;0;;0;1.55;27;27;0;0.00;+0.70;23.2;25.9;-2.7;-0.14;+0.95;Matches
356;Kasim Nuhu\Kasim-Nuhu;gh GHA;DF;Düsseldorf;24;1995;12;988;82;45.7;11.0;11;89;1;7;7;0.75;10;26;-16;-1.46;-0.92;12.0;19.7;-7.7;-0.70;+0.35;Matches
357;Bastian Oczipka\Bastian-Oczipka;de GER;DF;Schalke 04;30;1989;24;2160;90;100.0;24.0;24;90;0;;0;1.50;32;35;-3;-0.12;;28.2;35.6;-7.3;-0.31;;Matches
358;Álvaro Odriozola\Alvaro-Odriozola;es ESP;DF;Bayern Munich;23;1995;1;63;63;2.9;0.7;1;63;0;;5;3.00;1;1;0;0.00;-1.93;1.4;0.5;+0.9;+1.22;-0.28;Matches
359;Eric Oelschlägel\Eric-Oelschlagel;de GER;GK;Dortmund;23;1995;0;;;;;0;;0;;3;;;;;;;;;;;;Matches
360;Adrian Oeynhausen\Adrian-Oeynhausen;de GER;MF;Paderborn 07;17;2002;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
361;Kelvin Ofori\Kelvin-Ofori;gh GHA;MF;Düsseldorf;18;2001;0;;;;;0;;0;;8;;;;;;;;;;;;Matches
362;Maduka Okoye\Maduka-Okoye;ng NGA;GK;Düsseldorf;19;1999;0;;;;;0;;0;;3;;;;;;;;;;;;Matches
363;Kwasi Okyere Wriedt\Kwasi-Okyere-Wriedt;gh GHA;FW;Bayern Munich;25;1994;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
364;Cauly Oliveira Souza\Cauly-Oliveira-Souza;br BRA;MFFW;Paderborn 07;23;1995;13;717;55;31.9;8.0;8;76;5;22;4;0.62;7;21;-14;-1.76;-1.17;8.1;17.4;-9.3;-1.16;-0.57;Matches
365;Dani Olmo\Dani-Olmo;es ESP;MFFW;RB Leipzig;21;1998;3;159;53;7.4;1.8;2;69;1;21;2;1.67;4;0;+4;+2.26;+0.82;3.1;1.3;+1.7;+0.98;-0.06;Matches
366;Karim Onisiwo\Karim-Onisiwo;at AUT;FW;Mainz 05;27;1992;22;1070;49;49.5;11.9;10;81;12;22;0;1.00;21;24;-3;-0.25;+1.07;16.9;21.0;-4.1;-0.35;-0.02;Matches
367;Willi Orban\Willi-Orban;hu HUN;DF;RB Leipzig;26;1992;9;810;90;37.5;9.0;9;90;0;;0;1.67;17;10;+7;+0.78;-1.16;16.7;11.7;+5.0;+0.55;-0.76;Matches
368;Yuya Osako\Yuya-Osako;jp JPN;FWMF;Werder Bremen;29;1990;17;1208;71;58.4;13.4;15;79;2;14;1;0.76;15;33;-18;-1.34;-0.30;18.7;19.3;-0.7;-0.05;+0.71;Matches
369;Paulo Otávio\Paulo-Otavio;br BRA;DFFW;Wolfsburg;24;1994;3;203;68;9.4;2.3;2;90;1;23;7;1.33;6;4;+2;+0.89;+0.79;4.2;2.1;+2.0;+0.89;+0.57;Matches
370;Reece Oxford\Reece-Oxford;eng ENG;MF;Augsburg;20;1998;8;316;40;14.6;3.5;2;76;6;27;5;0.75;2;11;-9;-2.56;-2.32;2.3;6.6;-4.3;-1.23;-1.15;Matches
371;Ramazan Özcan\Ramazan-Ozcan;at AUT;GK;Leverkusen;35;1984;0;;;;;0;;0;;24;;;;;;;;;;;;Matches
372;Levin Öztunalı\Levin-Oztunali;de GER;MFFW;Mainz 05;23;1996;19;1434;75;66.4;15.9;17;83;2;14;5;1.16;24;36;-12;-0.75;+0.11;21.8;27.5;-5.8;-0.36;-0.07;Matches
373;Gonçalo Paciência\Goncalo-Paciencia;pt POR;FW;Eint Frankfurt;24;1994;21;1249;59;60.3;13.9;15;78;6;12;1;1.19;26;22;+4;+0.29;+0.62;22.5;18.4;+4.1;+0.29;+0.51;Matches
374;Exequiel Palacios\Exequiel-Palacios;ar ARG;MF;Leverkusen;20;1998;2;154;77;7.1;1.7;2;77;0;;1;2.00;3;1;+2;+1.17;+0.77;2.2;1.0;+1.1;+0.67;+0.30;Matches
375;Michael Parensen\Michael-Parensen;de GER;DF;Union Berlin;33;1986;6;500;83;23.1;5.6;5;88;1;58;12;1.67;9;7;+2;+0.36;+0.85;8.1;7.3;+0.8;+0.14;+0.79;Matches
376;Paulinho\Paulinho;br BRA;MFFW;Leverkusen;19;2000;6;79;13;3.7;0.9;0;;6;13;13;1.83;3;0;+3;+3.42;+3.07;2.0;1.1;+0.9;+1.07;+0.71;Matches
377;Benjamin Pavard\Benjamin-Pavard;fr FRA;DF;Bayern Munich;23;1996;22;1980;90;91.7;22.0;22;90;0;;1;2.23;67;22;+45;+2.05;+2.05;56.9;23.1;+33.8;+1.54;+0.51;Matches
378;Jiří Pavlenka\Jiri-Pavlenka;cz CZE;GK;Werder Bremen;27;1992;23;2070;90;100.0;23.0;23;90;0;;0;0.74;25;53;-28;-1.22;;28.1;36.0;-7.9;-0.34;;Matches
379;Mads Pedersen\Mads-Pedersen;dk DEN;DF;Augsburg;22;1996;2;95;48;4.4;1.1;1;90;1;5;11;0.00;1;5;-4;-3.79;-3.35;0.8;2.4;-1.6;-1.54;-1.35;Matches
380;Peter Pekarík\Peter-Pekarik;sk SVK;DF;Hertha BSC;32;1986;1;90;90;4.2;1.0;1;90;0;;6;3.00;2;1;+1;+1.00;+1.74;2.0;0.9;+1.1;+1.11;+1.58;Matches
381;Philipp Pentke\Philipp-Pentke;de GER;GK;Hoffenheim;34;1985;4;360;90;16.7;4.0;4;90;0;;20;1.50;6;4;+2;+0.50;+1.00;6.3;6.3;0.0;+0.01;+0.34;Matches
382;Ivan Perišić\Ivan-Perisic;hr CRO;FWMF;Bayern Munich;30;1989;15;949;63;43.9;10.5;9;81;6;37;3;2.40;36;8;+28;+2.66;+1.39;25.9;9.3;+16.6;+1.57;+0.14;Matches
383;Pavao Pervan\Pavao-Pervan;at AUT;GK;Wolfsburg;31;1987;8;720;90;33.3;8.0;8;90;0;;16;1.25;5;8;-3;-0.37;-0.81;10.3;8.0;+2.4;+0.30;-0.12;Matches
384;Nils Petersen\Nils-Petersen;de GER;FWMF;Freiburg;30;1988;24;1859;77;86.1;20.7;19;89;5;34;0;1.38;29;27;+2;+0.10;+1.59;28.6;39.1;-10.5;-0.51;+0.15;Matches
385;Krzysztof Piątek\Krzysztof-Piatek;pl POL;FW;Hertha BSC;24;1995;5;387;77;17.9;4.3;4;90;1;27;0;1.00;6;12;-6;-1.40;-0.89;6.5;7.3;-0.8;-0.20;+0.26;Matches
