id;name;Nation;Position;Squad;Age;Born;90s;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;Int;PKwon;PKcon;OG;Matches
183;Danil Krugovoy\Danil-Krugovoy;ru RUS;DF;Ufa;21;1998;4.4;0;0;0;3;7;1;11;6;8;;;0;Matches
184;Grzegorz Krychowiak\Grzegorz-Krychowiak;pl POL;MF;Loko Moscow;29;1990;17.3;7;0;0;29;45;0;10;15;24;;;0;Matches
185;Islambek Kuat\Islambek-Kuat;kz KAZ;MF;Orenburg;26;1993;0.7;1;0;0;2;0;0;1;0;1;;;0;Matches
186;Michał Kucharczyk\Michal-Kucharczyk;pl POL;MF;Ural;28;1991;4.7;0;0;0;2;10;2;27;6;7;;;0;Matches
187;Konstantin Kuchayev\Konstantin-Kuchayev;ru RUS;MF;CSKA Moscow;21;1998;12.3;1;0;0;9;20;0;20;24;14;;;0;Matches
188;Fyodor Kudryashov\Fyodor-Kudryashov;ru RUS;DF;Sochi;32;1987;14.9;6;1;1;20;8;0;33;18;22;;;0;Matches
189;Denys Kulakov\Denys-Kulakov;ua UKR;DF;Ural;33;1986;20.0;2;0;0;15;16;2;141;20;28;;;0;Matches
190;Vladislav Kulik\Vladislav-Kulik;ru RUS;MF;Tambov;34;1985;1.3;0;0;0;2;3;0;5;1;0;;;0;Matches
191;Daniil Kulikov\Daniil-Kulikov;ru RUS;MF;Loko Moscow;21;1998;1.5;2;0;0;3;1;0;4;3;3;;;0;Matches
192;Artyom Kulishev\Artyom-Kulishev;ru RUS;MFFW;Orenburg;25;1993;5.9;0;0;0;13;16;2;9;8;2;;;0;Matches
193;Ilya Kutepov\Ilya-Kutepov;ru RUS;DF;Spartak Moscow;26;1993;8.1;4;0;0;10;4;0;0;7;30;;;1;Matches
194;Daler Kuzyaev\Daler-Kuzyaev;ru RUS;MF;Zenit;26;1993;4.4;1;0;0;8;6;0;7;20;4;;;0;Matches
195;Khvicha Kvaratskhelia\Khvicha-Kvaratskhelia;ge GEO;MF;Rubin Kazan;18;2001;8.1;3;0;0;9;21;1;20;14;6;;;0;Matches
196;Solomon Kvirkvelia\Solomon-Kvirkvelia;ge GEO;DF;Loko Moscow;27;1992;1.5;0;0;0;1;0;0;0;1;4;;;0;Matches
197;Dušan Lagator\Dusan-Lagator;me MNE;MFDF;Sochi;25;1994;7.6;5;0;0;15;10;0;3;12;11;;;0;Matches
198;Jordan Larsson\Jordan-Larsson;se SWE;MFFW;Spartak Moscow;22;1997;10.8;2;0;0;12;18;2;18;2;5;;;0;Matches
199;Igor Leshchuk\Igor-Leshchuk;ru RUS;GK;Dynamo Mosc;23;1996;6.8;0;0;0;0;0;0;0;0;0;;;0;Matches
200;Daniil Lesovoy\Daniil-Lesovoy;ru RUS;MFFW;Arsenal Tula;21;1998;14.3;1;0;0;20;37;3;46;16;10;;;0;Matches
201;Mikhail Levashov\Mikhail-Levashov;ru RUS;GK;Arsenal Tula;27;1991;14.0;2;0;0;1;2;0;0;0;0;;;0;Matches
202;Arseny Logashov\Arseny-Logashov;ru RUS;DF;Rostov;27;1991;1.4;2;0;0;3;2;0;1;3;1;;;0;Matches
203;Aleksandr Lomovitskiy\Aleksandr-Lomovitskiy;ru RUS;MF;Spartak Moscow;21;1998;0.7;1;0;0;2;2;0;1;1;0;;;0;Matches
204;Aleksandr Lomovitskiy\Aleksandr-Lomovitskiy;ru RUS;FWMF;Arsenal Tula;21;1998;11.1;6;0;0;24;29;1;23;12;5;;;0;Matches
205;Ayrton Lucas\Ayrton-Lucas;br BRA;DFMF;Spartak Moscow;22;1997;17.1;2;0;0;24;25;0;27;29;25;;;0;Matches
206;Andrey Lunyov\Andrey-Lunyov;ru RUS;GK;Zenit;27;1991;12.0;0;0;0;0;2;0;1;0;0;;;0;Matches
207;Yevgeni Lutsenko\Yevgeni-Lutsenko;ru RUS;FW;Arsenal Tula;32;1987;14.4;4;0;0;25;24;13;7;3;3;;;0;Matches
208;Mikhail Lysov\Mikhail-Lysov;ru RUS;FW;Loko Moscow;21;1998;0.3;1;0;0;1;0;0;0;0;0;;;0;Matches
209;Vitali Lystsov\Vitali-Lystsov;ru RUS;MFDF;Samara;24;1995;1.7;1;0;0;2;5;0;1;2;3;;;0;Matches
210;Stanislav Magkeev\Stanislav-Magkeev;ru RUS;MFDF;Loko Moscow;20;1999;2.5;0;0;0;5;2;0;0;5;6;;;0;Matches
211;Hörður Magnússon\Hordur-Magnusson;is ISL;DF;CSKA Moscow;26;1993;18.0;5;0;0;20;12;0;20;25;32;;;0;Matches
212;Róbert Mak\Robert-Mak;sk SVK;FWMF;Zenit;28;1991;0.6;0;0;0;0;1;1;1;0;0;;;0;Matches
213;Denis Makarov\Denis-Makarov;ru RUS;MF;Rubin Kazan;21;1998;0.0;0;0;0;0;1;0;0;0;0;;;0;Matches
214;Nikita Makarov\Nikita-Makarov;ru RUS;MF;Rubin Kazan;18;2001;1.5;0;0;0;1;0;0;1;3;1;;;0;Matches
215;Aleksandr Maksimenko\Aleksandr-Maksimenko;ru RUS;GK;Spartak Moscow;21;1998;19.0;1;0;0;0;3;0;0;0;0;;;0;Matches
216;Malcom\Malcom;br BRA;MF;Zenit;22;1997;1.7;0;0;0;0;5;0;9;0;1;;;0;Matches
217;Nikita Malyarov\Nikita-Malyarov;ru RUS;MF;Orenburg;29;1989;2.2;1;0;0;6;10;0;4;3;1;;;0;Matches
218;Andrei Malykh\Andrei-Malykh;ru RUS;DFMF;Orenburg;30;1988;14.4;2;0;0;24;3;2;84;22;15;;;0;Matches
219;Emanuel Mammana\Emanuel-Mammana;ar ARG;MF;Zenit;23;1996;0.4;0;0;0;0;0;0;0;2;0;;;0;Matches
220;Khasan Mamtov\Khasan-Mamtov;ru RUS;FW;Tambov;35;1984;1.9;1;0;0;6;3;0;0;2;0;;;0;Matches
221;Konstantin Maradishvili\Konstantin-Maradishvili;ru RUS;MF;CSKA Moscow;19;2000;0.0;0;0;0;0;0;0;0;0;0;;;0;Matches
222;Timofei Margasov\Timofei-Margasov;ru RUS;DF;Sochi;27;1992;4.1;0;0;0;4;4;1;10;4;4;;;0;Matches
223;Guilherme Marinato\Guilherme-Marinato;ru RUS;GK;Loko Moscow;33;1985;18.0;2;0;0;0;2;0;1;0;0;;;0;Matches
224;João Mário\Joao-Mario;pt POR;MFFW;Loko Moscow;26;1993;8.6;1;0;0;10;22;0;42;8;1;;;0;Matches
225;Ivan Markelov\Ivan-Markelov;ru RUS;MFFW;Tambov;31;1988;2.2;1;0;0;3;11;1;5;0;1;;;0;Matches
226;Yevgeni Markov\Yevgeni-Markov;ru RUS;FW;Rubin Kazan;25;1994;8.0;3;0;0;17;15;12;1;2;2;;;0;Matches
227;Alyaksandr Martynovich\Alyaksandr-Martynovich;by BLR;DF;Krasnodar;31;1987;15.0;4;0;0;14;14;0;0;11;35;;;0;Matches
228;Ablaye Mbengue\Ablaye-Mbengue;sn SEN;FW;Akhmat Grozny;27;1992;6.4;2;1;1;7;3;7;1;3;1;;;0;Matches
229;Lorenzo Melgarejo\Lorenzo-Melgarejo;py PAR;FWMF;Spartak Moscow;28;1990;6.7;0;0;0;6;15;2;13;6;3;;;0;Matches
230;Georgi Melkadze\Georgi-Melkadze;ru RUS;MFFW;Tambov;22;1997;10.4;5;0;0;24;22;3;14;14;20;;;0;Matches
231;Georgi Melkadze\Georgi-Melkadze;ru RUS;FWMF;Spartak Moscow;22;1997;0.4;1;0;0;2;0;0;0;0;2;;;0;Matches
232;Mikhail Merkulov\Mikhail-Merkulov;ru RUS;DF;Ural;25;1994;17.4;1;0;0;9;4;0;23;35;37;;;0;Matches
233;Miha Mevlja\Miha-Mevlja;si SVN;DF;Sochi;29;1990;9.6;0;0;0;7;9;0;0;9;14;;;1;Matches
234;Konrad Michalak\Konrad-Michalak;pl POL;MF;Akhmat Grozny;21;1997;2.6;0;0;0;2;10;1;9;3;3;;;0;Matches
235;Srđan Mijailović\Srdjan-Mijailovic;rs SRB;MF;Samara;25;1993;11.6;5;2;0;14;10;0;11;13;24;;;0;Matches
236;Beka Mikeltadze\Beka-Mikeltadze;ge GEO;MF;Rubin Kazan;21;1997;4.6;2;0;0;12;5;0;6;9;3;;;0;Matches
237;Ivan Miladinović\Ivan-Miladinovic;rs SRB;DF;Sochi;24;1994;13.4;5;0;0;15;5;0;0;11;26;;;0;Matches
238;Aleksei Miranchuk\Aleksei-Miranchuk;ru RUS;MFFW;Loko Moscow;23;1995;15.3;1;0;0;17;34;4;76;15;12;;;0;Matches
239;Anton Miranchuk\Anton-Miranchuk;ru RUS;MFFW;Loko Moscow;23;1995;8.3;1;0;0;13;18;1;18;11;6;;;0;Matches
240;Reziuan Mirzov\Reziuan-Mirzov;ru RUS;MFFW;Spartak Moscow;26;1993;5.2;2;0;0;5;7;6;10;2;0;;;0;Matches
241;Danijel Miškić\Danijel-Miskic;hr CRO;MF;Orenburg;25;1993;17.8;4;1;1;19;14;0;20;14;18;;;0;Matches
242;Magomed Mitrishev\Magomed-Mitrishev;ru RUS;FW;Akhmat Grozny;26;1992;1.5;0;0;0;4;3;1;1;1;1;;;0;Matches
243;Pavel Mogilevets\Pavel-Mogilevets;ru RUS;MF;Rubin Kazan;26;1993;13.5;2;0;0;5;15;1;10;12;8;;;0;Matches
244;Grigori Morozov\Grigori-Morozov;ru RUS;DFMF;Dynamo Mosc;25;1994;10.8;1;0;0;17;5;0;20;21;20;;;0;Matches
245;Andrei Mostovoy\Andrei-Mostovoy;ru RUS;FWMF;Sochi;21;1997;15.1;1;0;0;15;32;4;30;5;5;;;0;Matches
246;Magomed Musalov\Magomed-Musalov;ru RUS;DF;Akhmat Grozny;25;1994;8.6;1;0;0;11;8;0;10;11;14;;;0;Matches
247;Leon Musayev\Leon-Musayev;ru RUS;MF;Zenit;20;1999;0.1;0;0;0;0;0;0;0;0;0;;;0;Matches
248;Olabiran Muyiwa\Olabiran-Muyiwa;ng NGA;FW;Tambov;20;1998;3.1;2;0;0;12;5;0;0;3;4;;;0;Matches
249;Clinton N'Jie\Clinton-NJie;cm CMR;MFFW;Dynamo Mosc;25;1993;6.9;2;0;0;17;4;9;12;2;1;;;0;Matches
250;Kirill Nababkin\Kirill-Nababkin;ru RUS;DF;CSKA Moscow;32;1986;2.8;2;0;0;8;1;0;0;3;5;;;0;Matches
251;Elmir Nabiullin\Elmir-Nabiullin;ru RUS;DFMF;Sochi;24;1995;9.6;4;1;1;13;5;0;36;17;10;;;1;Matches
252;Younes Namli\Younes-Namli;dk DEN;FWMF;Krasnodar;25;1994;4.8;2;1;1;8;8;2;18;6;5;;;0;Matches
253;Islamzhan Nasyrov\Islamzhan-Nasyrov;ru RUS;DF;Ural;21;1998;1.0;0;0;0;4;1;0;5;2;0;;;0;Matches
254;Ionuț Nedelcearu\Ionut-Nedelcearu;ro ROU;DF;Ufa;23;1996;14.0;0;0;0;8;6;0;8;12;29;;;0;Matches
255;Maksim Nenakhov\Maksim-Nenakhov;ru RUS;DF;Akhmat Grozny;20;1998;1.0;0;0;0;1;0;0;1;0;1;;;0;Matches
256;Roman Neustädter\Roman-Neustadter;ru RUS;MF;Dynamo Mosc;31;1988;10.6;3;0;0;15;14;0;2;15;16;;;0;Matches
257;Artur Nigmatullin\Artur-Nigmatullin;ru RUS;GK;Arsenal Tula;28;1991;1.0;0;0;0;0;0;0;0;0;0;;;0;Matches
258;Aleksei Nikitin\Aleksei-Nikitin;ru RUS;DF;Ufa;27;1992;3.0;0;0;0;2;2;0;0;2;4;;;0;Matches
259;Takuma Nishimura\Takuma-Nishimura;jp JPN;FW;CSKA Moscow;22;1996;2.5;0;0;0;8;2;1;0;4;0;;;0;Matches
260;Zoran Nižić\Zoran-Nizic;hr CRO;DF;Akhmat Grozny;29;1989;11.3;5;0;0;7;5;0;1;4;16;;;0;Matches
261;Christian Noboa\Christian-Noboa;ec ECU;MF;Sochi;34;1985;12.7;2;0;0;12;17;1;49;19;19;;;0;Matches
262;Mathias Normann\Mathias-Normann;no NOR;MF;Rostov;23;1996;17.0;4;0;0;31;34;1;13;20;25;;;0;Matches
263;Ivan Novoseltsev\Ivan-Novoseltsev;ru RUS;DFMF;Sochi;27;1991;9.8;3;0;0;6;5;0;8;8;30;;;0;Matches
264;Ivan Oblyakov\Ivan-Oblyakov;ru RUS;MF;CSKA Moscow;21;1998;18.6;7;0;0;27;24;2;107;17;25;;;0;Matches
265;Vladimir Obukhov\Vladimir-Obukhov;ru RUS;FW;Sochi;27;1992;1.1;0;0;0;2;2;1;1;1;1;;;0;Matches
266;Vladimir Obukhov\Vladimir-Obukhov;ru RUS;FW;Tambov;27;1992;10.7;0;0;0;12;18;2;29;3;3;;;0;Matches
267;Kristoffer Olsson\Kristoffer-Olsson;se SWE;MF;Krasnodar;24;1995;13.8;5;0;0;18;17;1;6;12;22;;;0;Matches
268;Ivan Ordets\Ivan-Ordets;ua UKR;DF;Dynamo Mosc;27;1992;7.0;3;1;1;10;5;0;0;6;23;;;0;Matches
269;Viðar Örn Kjartansson\Vidar-Orn-Kjartansson;is ISL;FW;Rubin Kazan;29;1990;10.7;1;0;0;18;18;6;1;1;3;;;0;Matches
270;Maksim Osipenko\Maksim-Osipenko;ru RUS;DF;Rostov;25;1994;1.0;0;0;0;0;0;0;0;1;1;;;0;Matches
271;Maksim Osipenko\Maksim-Osipenko;ru RUS;DFMF;Tambov;25;1994;16.9;1;0;0;6;10;1;1;27;30;;;0;Matches
272;Yordan Osorio\Yordan-Osorio;ve VEN;DF;Zenit;25;1994;1.3;0;0;0;0;1;0;0;0;5;;;0;Matches
273;Adessoye Oyewole\Adessoye-Oyewole;ru RUS;DF;Tambov;36;1982;18.9;6;0;0;13;16;0;12;15;32;;;1;Matches
274;Magomed Ozdoyev\Magomed-Ozdoyev;ru RUS;MF;Zenit;26;1992;17.4;8;1;1;40;21;0;42;39;33;;;0;Matches
275;Dzyanis Palyakow\Dzyanis-Palyakow;by BLR;DF;Ural;28;1991;14.5;4;0;0;10;10;0;0;16;30;;;0;Matches
276;Kirill Panchenko\Kirill-Panchenko;ru RUS;MF;Dynamo Mosc;29;1989;7.8;2;0;0;3;12;1;13;6;4;;;0;Matches
277;Kaio Pantaleão\Kaio-Pantaleao;br BRA;MFDF;Krasnodar;23;1995;2.3;3;1;1;6;5;0;0;9;9;;;0;Matches
278;Andrei Panyukov\Andrei-Panyukov;ru RUS;FW;Ural;24;1994;9.9;1;0;0;13;8;10;5;1;2;;;0;Matches
279;Sergei Parshivlyuk\Sergei-Parshivlyuk;ru RUS;DF;Dynamo Mosc;30;1989;12.9;2;0;0;13;15;3;23;18;14;;;0;Matches
280;Yevgeni Pesegov\Yevgeni-Pesegov;ru RUS;MF;Sochi;30;1989;3.4;0;0;0;6;1;0;19;2;0;;;0;Matches
281;Sergei Pesyakov\Sergei-Pesyakov;ru RUS;GK;Rostov;30;1988;8.0;2;0;0;0;1;0;0;0;0;;;0;Matches
282;Sergei Petrov\Sergei-Petrov;ru RUS;DF;Krasnodar;28;1991;19.0;3;0;0;18;13;1;40;14;26;;;0;Matches
283;Maximilian Philipp\Maximilian-Philipp;de GER;MFFW;Dynamo Mosc;25;1994;8.8;2;0;0;12;20;1;13;6;8;;;0;Matches
284;Konstantin Pliyev\Konstantin-Pliyev;ru RUS;DF;Rubin Kazan;22;1996;11.0;4;0;0;10;1;0;6;12;19;;;0;Matches
285;Zaurbek Pliyev\Zaurbek-Pliyev;kz KAZ;DF;Dynamo Mosc;27;1991;8.9;3;1;1;17;6;1;12;18;19;;;0;Matches
286;Vyacheslav Podberyozkin\Vyacheslav-Podberyozkin;ru RUS;MF;Rubin Kazan;27;1992;14.2;2;0;0;19;13;0;9;10;12;;;0;Matches
287;Pavel Pogrebnyak\Pavel-Pogrebnyak;ru RUS;FW;Ural;35;1983;4.5;0;0;0;11;10;0;1;2;0;;;0;Matches
288;Nikolai Poiarkov\Nikolai-Poiarkov;ru RUS;DF;Rubin Kazan;19;1999;5.9;1;0;0;8;7;0;23;10;11;;;0;Matches
289;Dmitry Poloz\Dmitry-Poloz;ru RUS;FW;Sochi;28;1991;12.0;0;0;0;12;10;3;36;1;4;;;0;Matches
290;Vladimir Poluyakhtov\Vladimir-Poluyakhtov;ru RUS;DF;Samara;30;1989;9.8;2;0;0;20;21;0;12;15;19;;;0;Matches
291;Aleksei Pomerko\Aleksei-Pomerko;ru RUS;MF;Sochi;29;1990;7.1;3;0;0;13;3;0;1;2;4;;;0;Matches
292;Andrés Ponce\Andres-Ponce;ve VEN;FW;Akhmat Grozny;22;1996;8.6;2;0;0;29;15;4;0;3;6;;;0;Matches
293;Ezequiel Ponce\Ezequiel-Ponce;ar ARG;FWMF;Spartak Moscow;22;1997;10.3;2;1;0;22;5;1;2;2;1;;;0;Matches
294;Ivelin Popov\Ivelin-Popov;bg BUL;MF;Rostov;31;1987;16.2;5;0;0;27;23;1;62;9;17;;;0;Matches
295;Denis Popović\Denis-Popovic;si SVN;MF;Samara;29;1989;1.0;1;0;0;0;4;0;5;0;1;;;0;Matches
296;Aleksandr Putsko\Aleksandr-Putsko;ru RUS;DF;Ufa;26;1993;15.5;4;1;1;15;3;0;1;10;19;;;0;Matches
297;Uroš Radaković\Uros-Radakovic;rs SRB;DF;Orenburg;25;1994;11.0;3;0;0;11;6;0;2;11;22;;;1;Matches
298;Dejan Radonjić\Dejan-Radonjic;hr CRO;FW;Samara;29;1990;6.0;3;0;0;19;15;2;7;1;2;;;0;Matches
299;Yaroslav Rakitskiy\Yaroslav-Rakitskiy;ua UKR;DF;Zenit;29;1989;19.0;5;0;0;24;26;0;4;10;34;;;0;Matches
300;Cristian Ramírez\Cristian-Ramirez;ec ECU;DF;Krasnodar;24;1994;15.4;5;0;0;17;28;0;59;17;18;;;0;Matches
301;Nikolai Rasskazov\Nikolai-Rasskazov;ru RUS;DFMF;Spartak Moscow;21;1998;9.9;2;0;0;11;9;1;13;12;11;;;1;Matches
302;Konstantin Rausch\Konstantin-Rausch;ru RUS;DFMF;Dynamo Mosc;29;1990;12.4;2;0;0;8;8;0;57;15;25;;;0;Matches
303;Ravanelli\Ravanelli;br BRA;MF;Akhmat Grozny;21;1997;0.5;0;0;0;0;3;0;1;0;0;;;0;Matches
304;Artyom Rebrov\Artyom-Rebrov;ru RUS;GK;Spartak Moscow;35;1984;1.0;0;0;0;0;0;0;0;0;0;;;0;Matches
305;Emiliano Rigoni\Emiliano-Rigoni;ar ARG;MF;Zenit;26;1993;2.2;1;0;0;6;3;2;22;2;1;;;0;Matches
306;Artur Rimovič Jusupov\Artur-Rimovic-Jusupov;ru RUS;MF;Dynamo Mosc;29;1989;12.1;6;2;2;28;8;0;26;15;19;;;0;Matches
307;Filip Rogić\Filip-Rogic;se SWE;MF;Orenburg;26;1993;8.6;2;0;0;14;14;0;14;8;9;;;0;Matches
308;Odise Roshi\Odise-Roshi;al ALB;MF;Akhmat Grozny;28;1991;13.1;6;1;1;39;9;3;74;26;8;;;0;Matches
309;Aleksandr Rudenko\Aleksandr-Rudenko;ru RUS;GK;Orenburg;26;1993;3.0;0;0;0;0;1;0;0;0;0;;;0;Matches
310;Dmitrii Rybchinskii\Dmitrii-Rybchinskii;ru RUS;MF;Loko Moscow;20;1998;0.1;0;0;0;0;2;0;1;0;0;;;0;Matches
311;Maciej Rybus\Maciej-Rybus;pl POL;DF;Loko Moscow;29;1989;11.7;4;1;1;21;9;0;47;8;28;;;0;Matches
312;Vladimir Rykov\Vladimir-Rykov;ru RUS;DF;Dynamo Mosc;31;1987;12.7;4;0;0;10;16;0;0;14;26;;;0;Matches
313;Sergey Ryzhikov\Sergey-Ryzhikov;ru RUS;GK;Samara;38;1980;19.0;1;0;0;0;4;0;0;1;0;;;1;Matches
314;Lechii Sadulaev\Lechii-Sadulaev;ru RUS;MF;Akhmat Grozny;19;2000;2.3;0;0;0;3;8;0;3;3;2;;;0;Matches
315;Matvei Safonov\Matvei-Safonov;ru RUS;GK;Krasnodar;20;1999;19.0;0;0;0;0;3;0;0;0;0;;;0;Matches
316;Douglas Santos\Douglas-Santos;br BRA;DFMF;Zenit;25;1994;20.0;3;0;0;14;15;1;123;29;33;;;1;Matches
317;Lucas Santos\Lucas-Santos;br BRA;FW;CSKA Moscow;20;1999;0.6;0;0;0;0;1;0;1;0;0;;;0;Matches
318;Pablo Santos\Pablo-Santos;br BRA;DF;Rubin Kazan;27;1992;1.0;0;0;0;0;2;0;0;0;2;;;0;Matches
319;Aleksandr Saplinov\Aleksandr-Saplinov;ru RUS;MF;Rostov;21;1997;3.8;3;0;0;8;3;3;3;3;5;;;0;Matches
320;Zvonimir Šarlija\Zvonimir-Sarlija;hr CRO;DF;CSKA Moscow;22;1996;8.2;3;0;0;15;12;0;1;13;25;;;0;Matches
321;André Schürrle\Andre-Schurrle;de GER;FWMF;Spartak Moscow;28;1990;9.2;3;0;0;11;8;3;22;6;3;;;0;Matches
322;Andrei Semyonov\Andrei-Semyonov;ru RUS;DF;Akhmat Grozny;30;1989;20.0;3;0;0;10;9;0;1;17;58;;;0;Matches
323;Nikita Sergeev\Nikita-Sergeev;ru RUS;FW;Krasnodar;19;1999;0.0;0;0;0;0;0;0;1;0;0;;;0;Matches
324;Vitali Shakhov\Vitali-Shakhov;ru RUS;DF;Orenburg;28;1991;12.3;5;1;1;11;8;0;12;16;28;;;0;Matches
325;Pavel Shakuro\Pavel-Shakuro;ru RUS;DF;Sochi;22;1997;1.3;0;0;0;1;3;0;5;3;0;;;0;Matches
326;Yegor Shamov\Yegor-Shamov;ru RUS;GK;Arsenal Tula;25;1994;5.0;1;0;0;1;0;0;0;0;1;;;0;Matches
327;Oleg Shatov\Oleg-Shatov;ru RUS;MF;Zenit;29;1990;5.0;1;0;0;4;3;0;18;8;4;;;1;Matches
328;Giorgi Shelia\Giorgi-Shelia;ru RUS;GK;Tambov;30;1988;20.0;2;0;0;0;4;0;0;0;0;;;0;Matches
329;Ramil Sheydayev\Ramil-Sheydayev;az AZE;FW;Dynamo Mosc;23;1996;5.6;0;0;0;4;12;2;0;6;2;;;0;Matches
330;Ilya Shkurin\Ilya-Shkurin;by BLR;FW;CSKA Moscow;19;1999;0.2;0;0;0;0;0;0;0;0;0;;;0;Matches
331;Eldor Shomurodov\Eldor-Shomurodov;uz UZB;FW;Rostov;24;1995;19.3;3;0;0;30;21;9;13;14;4;;;0;Matches
332;Anton Shunin\Anton-Shunin;ru RUS;GK;Dynamo Mosc;32;1987;13.2;1;0;0;0;7;0;0;0;1;;;0;Matches
333;Anton Shvets\Anton-Shvets;ru RUS;MFDF;Akhmat Grozny;26;1993;11.1;4;1;0;21;17;0;1;17;13;;;0;Matches
334;Björn Sigurðarson\Bjorn-Sigurdarson;is ISL;FW;Rostov;28;1991;1.7;1;0;0;5;1;1;0;2;0;;;0;Matches
335;Arnór Sigurðsson\Arnor-Sigurdsson;is ISL;FWMF;CSKA Moscow;20;1999;10.1;2;0;0;8;17;3;13;1;2;;;0;Matches
336;Ragnar Sigurðsson\Ragnar-Sigurdsson;is ISL;DF;Rostov;33;1986;12.0;1;0;0;11;6;0;0;8;16;;;0;Matches
337;Ismael Silva Lima\Ismael-Silva-Lima;br BRA;MF;Akhmat Grozny;24;1994;18.9;3;0;0;42;32;0;101;19;16;;;0;Matches
338;Ricardo Alves Coelho Silva\Ricardo-Alves-Coelho-Silva;pt POR;MF;Orenburg;26;1993;15.4;1;0;0;14;22;3;100;12;16;;;0;Matches
339;Mikhail Sivakow\Mikhail-Sivakow;by BLR;DF;Orenburg;31;1988;9.6;2;0;0;12;3;0;11;7;13;;;0;Matches
340;Žiga Škoflek\Ziga-Skoflek;si SVN;MFFW;Orenburg;25;1994;4.2;2;0;0;4;9;1;2;5;3;;;0;Matches
341;Dmitri Skopintsev\Dmitri-Skopintsev;ru RUS;MF;Dynamo Mosc;22;1997;1.0;0;0;0;0;0;0;2;2;1;;;0;Matches
342;Dmitri Skopintsev\Dmitri-Skopintsev;ru RUS;MF;Krasnodar;22;1997;2.4;1;0;0;5;5;0;10;0;0;;;0;Matches
343;Igor Smolnikov\Igor-Smolnikov;ru RUS;DF;Zenit;30;1988;6.9;1;0;0;9;19;1;19;5;11;;;0;Matches
344;Fyodor Smolov\Fyodor-Smolov;ru RUS;FW;Loko Moscow;29;1990;10.3;1;0;0;13;18;3;6;6;2;;;0;Matches
345;Aleksandr Sobolev\Aleksandr-Sobolev;ru RUS;FW;Samara;22;1997;17.6;5;0;0;30;56;5;1;4;1;;;0;Matches
346;Aleksandr Sobolev\Aleksandr-Sobolev;ru RUS;FW;Spartak Moscow;22;1997;0.9;0;0;0;1;2;2;0;0;0;;;0;Matches
347;Yegor Sorokin\Yegor-Sorokin;ru RUS;DF;Krasnodar;23;1995;1.0;0;0;0;1;2;0;0;1;0;;;0;Matches
348;Yegor Sorokin\Yegor-Sorokin;ru RUS;DF;Rubin Kazan;23;1995;13.8;2;0;0;9;9;0;1;14;36;;;0;Matches
349;Samba Sow\Samba-Sow;ml MLI;MF;Dynamo Mosc;30;1989;0.1;0;0;0;0;2;0;0;0;0;;;0;Matches
350;Uroš Spajić\Uros-Spajic;rs SRB;DF;Krasnodar;26;1993;15.0;5;0;0;26;24;0;2;9;34;;;0;Matches
351;Carl Starfelt\Carl-Starfelt;se SWE;DF;Rubin Kazan;24;1995;1.0;0;0;0;0;0;0;0;0;2;;;0;Matches
352;Danil Stepanov\Danil-Stepanov;ru RUS;DF;Rubin Kazan;19;2000;7.5;3;0;0;11;9;0;21;14;10;;;0;Matches
353;Dmitry Stotsky\Dmitry-Stotsky;ru RUS;DFMF;Krasnodar;29;1989;8.0;0;0;0;7;11;0;24;21;10;;;0;Matches
354;Aleksandr Sukhov\Aleksandr-Sukhov;ru RUS;DFMF;Ufa;33;1986;20.0;4;0;0;30;13;1;66;22;22;;;0;Matches
355;Timur Suleimanov\Timur-Suleimanov;ru RUS;FW;Loko Moscow;19;2000;0.1;0;0;0;0;0;0;0;0;0;;;0;Matches
356;Magomed-Shapi Suleymanov\Magomed-Shapi-Suleymanov;ru RUS;MFFW;Krasnodar;19;1999;12.7;4;0;0;16;35;1;51;8;7;;;0;Matches
357;Toni Šunjić\Toni-Sunjic;ba BIH;DF;Dynamo Mosc;30;1988;12.1;3;0;0;13;3;2;2;15;25;;;0;Matches
358;Aleksei Sutormin\Aleksei-Sutormin;ru RUS;MF;Zenit;25;1994;7.5;2;0;0;11;14;1;15;6;7;;;0;Matches
359;Mamadou Sylla\Mamadou-Sylla;sn SEN;MF;Orenburg;25;1994;0.7;0;0;0;1;3;0;0;0;0;;;0;Matches
360;Dmitri Sysuyev\Dmitri-Sysuyev;ru RUS;MF;Ufa;31;1988;0.9;1;0;0;3;1;1;1;1;0;;;0;Matches
361;Damian Szymański\Damian-Szymanski;pl POL;MF;Akhmat Grozny;24;1995;2.0;1;0;0;6;2;0;0;2;1;;;0;Matches
362;Sebastian Szymański\Sebastian-Szymanski;pl POL;MF;Dynamo Mosc;20;1999;16.4;5;0;0;29;28;2;50;38;9;;;0;Matches
363;Jemal Tabidze\Jemal-Tabidze;ge GEO;DF;Ufa;23;1996;15.7;2;0;0;18;17;1;6;25;35;;;1;Matches
364;Soslan Takazov\Soslan-Takazov;ru RUS;DFMF;Tambov;26;1993;13.1;4;0;0;21;18;0;7;17;15;;;0;Matches
365;Aleksandr Tashayev\Aleksandr-Tashayev;ru RUS;MF;Spartak Moscow;25;1994;0.8;1;0;0;3;3;0;2;0;1;;;0;Matches
366;Aleksandr Tashayev\Aleksandr-Tashayev;ru RUS;MF;Rubin Kazan;25;1994;6.3;3;0;0;13;13;0;21;11;7;;;0;Matches
