id;name;Nation;Position;Squad;Age;Born;90s;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;Int;PKwon;PKcon;OG;Matches
367;Anton Terekhov\Anton-Terekhov;ru RUS;MF;Samara;21;1998;2.6;1;0;0;1;3;1;11;1;4;;;0;Matches
368;Sergei Terekhov\Sergei-Terekhov;ru RUS;DF;Orenburg;29;1990;19.0;3;0;0;20;28;3;59;12;33;;;0;Matches
369;Denis Terentyev\Denis-Terentyev;ru RUS;DF;Zenit;26;1992;1.3;0;0;0;1;2;0;2;2;0;;;0;Matches
370;Denis Terentyev\Denis-Terentyev;ru RUS;DF;Ufa;26;1992;1.8;1;0;0;4;1;0;7;4;5;;;0;Matches
371;Guram Tetrashvili\Guram-Tetrashvili;ru RUS;MFDF;Tambov;30;1988;19.0;6;0;0;23;20;0;14;31;47;;;0;Matches
372;Olivier Thill\Olivier-Thill;lu LUX;MFFW;Ufa;22;1996;13.2;2;0;0;19;18;9;82;10;4;;;0;Matches
373;Nair Tiknizyan\Nair-Tiknizyan;ru RUS;MF;CSKA Moscow;20;1999;0.0;0;0;0;0;0;0;0;0;0;;;0;Matches
374;Guus Til\Guus-Til;nl NED;MFFW;Spartak Moscow;21;1997;10.0;3;0;0;23;11;2;6;12;6;;;0;Matches
375;Artyom Timofeyev\Artyom-Timofeyev;ru RUS;MF;Samara;25;1994;9.9;1;0;0;9;9;0;3;18;31;;;0;Matches
376;Sergei Tkachyov\Sergei-Tkachyov;ru RUS;MFFW;Arsenal Tula;30;1989;15.3;2;0;0;17;27;3;37;11;9;;;0;Matches
377;Ibragim Tsallagov\Ibragim-Tsallagov;ru RUS;MF;Sochi;28;1990;16.8;6;0;0;19;32;0;11;20;25;;;0;Matches
378;Alexandru Tudorie\Alexandru-Tudorie;ro ROU;FW;Arsenal Tula;23;1996;2.2;0;0;0;4;7;3;2;1;0;;;0;Matches
379;Roman Tugarev\Roman-Tugarev;ru RUS;MF;Loko Moscow;21;1998;1.6;0;0;0;2;11;0;13;2;2;;;0;Matches
380;Nail Umyarov\Nail-Umyarov;ru RUS;MF;Spartak Moscow;19;2000;7.9;4;0;0;16;6;0;7;12;18;;;0;Matches
381;Filip Uremović\Filip-Uremovic;hr CRO;DF;Rubin Kazan;22;1997;17.0;8;0;0;27;23;0;3;30;53;;;0;Matches
382;Oston Urunov\Oston-Urunov;uz UZB;MF;Ufa;18;2000;1.0;0;0;0;2;3;0;0;1;1;;;0;Matches
383;Mohammed Usman\Mohammed-Usman;ng NGA;FW;Tambov;25;1994;0.3;0;0;0;1;0;0;0;0;0;;;0;Matches
384;Daniil Utkin\Daniil-Utkin;ru RUS;MF;Krasnodar;19;1999;5.2;1;0;0;6;4;0;1;3;3;;;0;Matches
385;Rizvan Utsiyev\Rizvan-Utsiyev;ru RUS;DFMF;Akhmat Grozny;31;1988;12.1;3;1;0;25;16;0;33;14;17;;;0;Matches
386;Maksim Valadzko\Maksim-Valadzko;by BLR;DFMF;Arsenal Tula;26;1992;0.8;0;0;0;3;0;0;0;2;2;;;0;Matches
387;Viktor Vasin\Viktor-Vasin;ru RUS;DF;CSKA Moscow;30;1988;4.4;1;0;0;6;0;0;0;1;7;;;0;Matches
388;Danila Vedernikov\Danila-Vedernikov;ru RUS;DF;Rostov;18;2001;0.0;0;0;0;0;0;0;2;0;0;;;0;Matches
389;Tonny Vilhena\Tonny-Vilhena;nl NED;MF;Krasnodar;24;1995;16.6;6;1;0;24;36;0;17;13;25;;;0;Matches
390;Aleksei Vladimirovich Rybin\Aleksei-Vladimirovich-Rybin;ru RUS;DFMF;Tambov;31;1988;11.4;1;0;0;11;14;3;20;9;14;;;0;Matches
391;Nikola Vlašić\Nikola-Vlasic;hr CRO;MFFW;CSKA Moscow;21;1997;19.7;2;0;0;17;31;3;55;16;6;;;0;Matches
392;Andrés Vombergar\Andres-Vombergar;si SVN;FW;Ufa;24;1994;2.8;3;0;0;6;6;3;4;2;3;;;0;Matches
393;Wanderson\Wanderson;br BRA;FWMF;Krasnodar;24;1994;12.5;2;0;0;9;13;4;57;6;5;;;0;Matches
394;Maciej Wilusz\Maciej-Wilusz;pl POL;DF;Ural;30;1988;1.0;0;0;0;0;0;0;0;0;2;;;0;Matches
395;Dmitry Yefremov\Dmitry-Yefremov;ru RUS;MF;CSKA Moscow;24;1995;0.3;0;0;0;1;0;0;1;0;0;;;0;Matches
396;Andrei Yegorychev\Andrei-Yegorychev;ru RUS;MF;Ural;26;1993;10.2;1;0;0;20;13;0;14;16;12;;;0;Matches
397;Roman Yemelyanov\Roman-Yemelyanov;ru RUS;DFMF;Ural;27;1992;8.3;5;1;1;11;6;0;0;15;14;;;0;Matches
398;Andrey Yeshchenko\Andrey-Yeshchenko;ru RUS;DF;Spartak Moscow;35;1984;5.5;0;0;0;8;4;0;2;12;12;;;0;Matches
399;Roman Yevgenyev\Roman-Yevgenyev;ru RUS;DF;Dynamo Mosc;20;1999;9.3;3;0;0;7;4;0;1;6;14;;;0;Matches
400;Igor Yurganov\Igor-Yurganov;ru RUS;DF;Sochi;25;1993;6.1;1;0;0;6;4;0;0;6;17;;;0;Matches
401;Artyom Yusupov\Artyom-Yusupov;ru RUS;FW;Ural;22;1997;0.0;0;0;0;0;0;0;0;1;0;;;0;Matches
402;Anton Zabolotny\Anton-Zabolotny;ru RUS;FW;Sochi;28;1991;9.3;3;0;0;12;22;4;4;4;1;;;0;Matches
403;Nikolai Zabolotny\Nikolai-Zabolotny;ru RUS;GK;Sochi;29;1990;4.0;0;0;0;0;1;0;0;1;0;;;0;Matches
404;Kirill Zaika\Kirill-Zaika;ru RUS;MF;Sochi;26;1992;0.9;1;0;0;3;4;0;4;3;0;;;0;Matches
405;Baktiyor Zainutdinov\Baktiyor-Zainutdinov;kz KAZ;MF;Rostov;21;1998;5.6;2;0;0;16;12;2;8;11;6;;;0;Matches
406;Kamil Zakirov\Kamil-Zakirov;ru RUS;MF;Rubin Kazan;20;1998;0.9;0;0;0;1;0;1;0;1;0;;;0;Matches
407;Azamat Zaseyev\Azamat-Zaseyev;ru RUS;DFMF;Ufa;31;1988;0.1;0;0;0;0;0;0;0;0;0;;;0;Matches
408;Mehdi Zeffane\Mehdi-Zeffane;dz ALG;DF;Samara;27;1992;1.0;0;0;0;0;1;0;0;0;4;;;0;Matches
409;Rifat Zhemaletdinov\Rifat-Zhemaletdinov;ru RUS;MF;Loko Moscow;22;1996;12.4;4;0;0;35;13;2;23;16;7;;;0;Matches
410;Yuri Zhirkov\Yuri-Zhirkov;ru RUS;DFMF;Zenit;35;1983;9.3;2;0;0;10;9;7;47;4;4;;;0;Matches
411;Dmitri Zhivoglyadov\Dmitri-Zhivoglyadov;ru RUS;DFMF;Loko Moscow;25;1994;8.6;4;0;0;14;11;1;32;14;16;;;0;Matches
412;Anton Zinkovskiy\Anton-Zinkovskiy;ru RUS;MF;Samara;23;1996;14.8;0;0;0;10;24;2;61;9;10;;;0;Matches
413;Roman Zobnin\Roman-Zobnin;ru RUS;MFDF;Spartak Moscow;25;1994;17.2;2;0;0;24;27;1;36;21;23;;;0;Matches
414;Nikolay Zolotov\Nikolay-Zolotov;by BLR;DF;Ural;24;1994;1.0;0;0;0;3;1;0;0;2;3;;;0;Matches
415;Georgi Zotov\Georgi-Zotov;ru RUS;DFMF;Orenburg;29;1990;10.6;2;1;1;12;17;0;36;11;14;;;0;Matches
416;Aleksandr Zuyev\Aleksandr-Zuyev;ru RUS;MFDF;Rubin Kazan;23;1996;8.1;3;1;1;15;6;0;24;9;6;;;0;Matches
417;Aleksandr Zuyev\Aleksandr-Zuyev;ru RUS;MF;Rostov;23;1996;2.0;1;0;0;9;4;0;2;4;0;;;0;Matches
418;Luka Đorđević\Luka-Djordjevic;me MNE;FW;Loko Moscow;25;1994;0.9;0;0;0;2;3;0;0;0;0;;;0;Matches
