id;name;Nation;Position;Squad;Age;Born;90s;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;Int;PKwon;PKcon;OG;Matches
371;David Pavelka\David-Pavelka;cz CZE;DF;Kasımpaşa;28;1991;2.3;0;0;0;4;2;1;2;2;7;;;0;Matches
372;Bartłomiej Pawłowski\Bartlomiej-Pawlowski;pl POL;FW;Gaziantep FK;26;1992;4.7;0;0;0;4;5;4;8;0;4;;;0;Matches
373;Michał Pazdan\Michal-Pazdan;pl POL;DF;Ankaragücü;31;1987;21.7;0;0;0;22;10;0;4;22;35;;;0;Matches
374;Halil Pehlivan\Halil-Pehlivan;tr TUR;DF;Gençlerbirliği;26;1993;11.0;2;0;0;9;8;1;60;16;7;;;0;Matches
375;Yasin Pehlivan\Yasin-Pehlivan;at AUT;MF;Gençlerbirliği;30;1989;8.4;3;1;0;12;6;0;4;7;10;;;0;Matches
376;Mustafa Pektemek\Mustafa-Pektemek;tr TUR;MFFW;Kasımpaşa;30;1988;10.9;1;0;0;14;12;0;4;12;5;;;0;Matches
377;Mustafa Pektemek\Mustafa-Pektemek;tr TUR;FW;Alanyaspor;30;1988;0.8;0;0;0;3;2;0;1;4;0;;;0;Matches
378;João Pereira\Joao-Pereira;pt POR;DF;Trabzonspor;35;1984;21.0;3;0;0;20;22;0;66;16;11;;;0;Matches
379;Tiago Pinto\Tiago-Pinto;pt POR;DF;Ankaragücü;31;1988;20.3;6;0;0;21;23;0;55;29;39;;;0;Matches
380;Lukas Podolski\Lukas-Podolski;de GER;MF;Antalyaspor;34;1985;1.3;2;0;0;4;2;2;8;1;0;;;0;Matches
381;Furkan Polat\Furkan-Polat;tr TUR;MF;Kayserispor;21;1998;0.7;0;0;0;0;0;0;1;0;2;;;0;Matches
382;Pierre-Yves Polomat\Pierre-Yves-Polomat;fr FRA;DFMF;Gençlerbirliği;25;1993;14.2;7;1;0;17;16;2;49;14;27;;;0;Matches
383;Carlos Ponck\Carlos-Ponck;cv CPV;DF;Başakşehir;24;1995;13.0;0;0;0;16;3;0;0;12;19;;;0;Matches
384;Strahil Popov\Strahil-Popov;bg BUL;DF;Kasımpaşa;28;1990;13.3;1;0;0;12;13;1;62;8;19;;;0;Matches
385;Alper Potuk\Alper-Potuk;tr TUR;FW;Fenerbahçe;28;1991;1.1;1;0;0;2;1;1;1;2;0;;;0;Matches
386;Benoît Poulain\Benoit-Poulain;fr FRA;DF;Kayserispor;32;1987;13.3;1;0;0;11;6;0;2;10;14;;;0;Matches
387;Ricardo Quaresma\Ricardo-Quaresma;pt POR;MF;Beşiktaş;35;1983;0.7;0;0;0;1;3;0;2;1;0;;;0;Matches
388;Ricardo Quaresma\Ricardo-Quaresma;pt POR;MF;Kasımpaşa;35;1983;13.5;6;0;0;14;34;5;138;8;5;;;0;Matches
389;Adil Rami\Adil-Rami;fr FRA;DF;Fenerbahçe;33;1985;0.5;0;0;0;1;0;0;0;0;1;;;0;Matches
390;Flávio Ramos\Flavio-Ramos;br BRA;DF;Gençlerbirliği;25;1994;16.1;5;1;1;9;12;0;4;14;21;;;0;Matches
391;Abdou Razack Traoré\Abdou-Razack-Traore;bf BFA;MF;Sivasspor;30;1988;3.3;0;0;0;5;4;0;11;5;2;;;0;Matches
392;Pedro Rebocho\Pedro-Rebocho;pt POR;DF;Beşiktaş;24;1995;7.0;2;0;0;10;2;0;20;4;13;;;0;Matches
393;Wallace Reis\Wallace-Reis;br BRA;DF;Göztepe;31;1987;5.7;0;0;0;1;5;0;0;8;12;;;0;Matches
394;Ricardo\Ricardo;br BRA;GK;Ankaragücü;26;1993;5.0;0;0;0;0;1;0;0;0;0;;;0;Matches
395;Ben Rienstra\Ben-Rienstra;nl NED;MFDF;Kayserispor;29;1990;14.2;3;0;0;22;8;0;7;22;7;;;0;Matches
396;Gelmin Rivas\Gelmin-Rivas;ve VEN;FW;Ankaragücü;30;1989;0.3;0;0;0;1;0;1;0;0;0;;;0;Matches
397;Robinho\Robinho;br BRA;MF;Başakşehir;35;1984;3.0;0;0;0;5;3;1;6;5;1;;;0;Matches
398;Enzo Roco\Enzo-Roco;cl CHI;DF;Beşiktaş;26;1992;5.8;2;0;0;6;2;1;0;2;3;;;0;Matches
399;Hugo Rodallega\Hugo-Rodallega;co COL;FW;Denizlispor;34;1985;20.2;2;0;0;36;31;1;13;8;7;;;0;Matches
400;Garry Rodrigues\Garry-Rodrigues;cv CPV;MF;Fenerbahçe;28;1990;13.8;2;1;0;9;17;15;14;7;4;;;0;Matches
401;Gerson Rodrigues\Gerson-Rodrigues;lu LUX;MFFW;Ankaragücü;24;1995;5.9;0;0;0;12;7;3;7;5;2;;;0;Matches
402;Víctor Ruiz\Victor-Ruiz;es ESP;DF;Beşiktaş;30;1989;16.0;5;0;0;20;10;0;2;5;25;;;0;Matches
403;Serhiy Rybalka\Serhiy-Rybalka;ua UKR;MF;Sivasspor;29;1990;0.8;0;0;0;1;0;0;11;0;0;;;0;Matches
404;Isaac Sackey\Isaac-Sackey;gh GHA;MF;Denizlispor;25;1994;11.2;5;0;0;22;9;0;0;15;20;;;0;Matches
405;Hadi Sacko\Hadi-Sacko;ml MLI;MF;Denizlispor;25;1994;12.0;2;0;0;21;28;3;36;13;3;;;0;Matches
406;Zaur Sadayev\Zaur-Sadayev;ru RUS;FW;Ankaragücü;29;1989;0.7;1;0;0;8;0;0;0;2;0;;;0;Matches
407;Loret Sadiku\Loret-Sadiku;al ALB;MFDF;Kasımpaşa;28;1991;6.9;4;0;0;6;3;0;0;16;9;;;0;Matches
408;Olcay Şahan\Olcay-Sahan;tr TUR;MFDF;Denizlispor;32;1987;12.4;2;0;0;9;19;1;31;15;16;;;0;Matches
409;Cenk Şahin\Cenk-Sahin;tr TUR;MF;Kayserispor;24;1994;1.7;1;0;0;3;3;0;16;3;1;;;0;Matches
410;Sedat Şahintürk\Sedat-Sahinturk;tr TUR;MF;Denizlispor;23;1996;1.9;0;0;0;3;2;0;19;0;0;;;0;Matches
411;Mehmet Sak\Mehmet-Sak;tr TUR;DFMF;Ankaragücü;29;1990;4.7;1;0;0;10;8;1;17;6;6;;;0;Matches
412;Mamadou Samassa\Mamadou-Samassa;ml MLI;GK;Sivasspor;29;1990;23.5;3;0;0;0;7;0;0;0;2;;;0;Matches
413;Braian Samudio\Braian-Samudio;py PAR;MFFW;Rizespor;23;1995;13.7;2;0;0;27;11;12;23;8;4;;;0;Matches
414;Nazim Sangaré\Nazim-Sangare;tr TUR;DF;Antalyaspor;25;1994;17.0;3;0;0;20;42;1;50;29;35;;;0;Matches
415;Bubacarr Sanneh\Bubacarr-Sanneh;gm GAM;DF;Göztepe;24;1994;2.0;0;0;0;2;0;0;0;1;0;;;0;Matches
416;Cristian Săpunaru\Cristian-Sapunaru;ro ROU;DF;Kayserispor;35;1984;4.0;2;0;0;7;4;0;0;2;4;;;0;Matches
417;Cristian Săpunaru\Cristian-Sapunaru;ro ROU;DF;Denizlispor;35;1984;12.8;4;0;0;9;12;0;1;8;8;;;0;Matches
418;Marcelo Saracchi\Marcelo-Saracchi;uy URU;DF;Galatasaray;21;1998;3.8;0;0;0;3;6;0;15;8;11;;;0;Matches
419;Veysel Sarı\Veysel-Sari;tr TUR;DF;Kasımpaşa;31;1988;10.8;2;0;0;17;15;0;1;16;20;;;1;Matches
420;Veysel Sarı\Veysel-Sari;tr TUR;DF;Antalyaspor;31;1988;5.0;2;0;0;6;6;0;0;5;4;;;0;Matches
421;Yusuf Sari\Yusuf-Sari;tr TUR;MFFW;Trabzonspor;20;1998;7.7;4;0;0;8;18;0;31;5;6;;;0;Matches
422;Zvonimir Šarlija\Zvonimir-Sarlija;hr CRO;DF;Kasımpaşa;22;1996;1.4;1;0;0;1;2;0;0;1;2;;;0;Matches
423;Yan Sasse\Yan-Sasse;br BRA;MFFW;Rizespor;22;1997;4.3;3;0;0;13;5;1;5;5;2;;;0;Matches
424;Ezequiel Scarione\Ezequiel-Scarione;ar ARG;MFFW;Ankaragücü;34;1985;2.9;0;0;0;9;3;0;17;2;1;;;0;Matches
425;Marko Šćepović\Marko-Scepovic;rs SRB;FW;Rizespor;28;1991;4.0;1;0;0;9;5;2;3;3;1;;;0;Matches
426;Léo Schwechlen\Leo-Schwechlen;fr FRA;DF;Göztepe;30;1989;5.0;0;0;0;4;2;0;6;12;7;;;0;Matches
427;Jesse Sekidika\Jesse-Sekidika;ng NGA;FW;Galatasaray;23;1996;0.2;0;0;0;1;0;0;1;1;0;;;0;Matches
428;Tarkan Serbest\Tarkan-Serbest;tr TUR;MF;Kasımpaşa;25;1994;4.8;2;0;0;10;6;0;1;8;3;;;0;Matches
429;Jean Seri\Jean-Seri;ci CIV;MF;Galatasaray;28;1991;13.1;2;1;0;17;13;0;16;9;14;;;0;Matches
430;Stéphane Sessègnon\Stephane-Sessegnon;bj BEN;MF;Gençlerbirliği;35;1984;22.8;0;0;0;13;43;0;38;12;16;;;0;Matches
431;Mats Seuntjens\Mats-Seuntjens;nl NED;MF;Gençlerbirliği;27;1992;3.0;1;0;0;8;0;0;7;2;0;;;0;Matches
432;Selahattin Seyhun\Selahattin-Seyhun;tr TUR;FW;Kayserispor;20;1999;0.1;0;0;0;0;0;0;0;0;0;;;0;Matches
433;Levan Shengelia\Levan-Shengelia;ge GEO;MF;Konyaspor;23;1995;10.4;2;1;1;16;16;1;19;8;10;;;1;Matches
434;Charles Fernando Basílio da Silva\Charles-Fernando-Basilio-da-Silva;br BRA;MF;Antalyaspor;34;1985;13.8;5;0;0;32;21;0;4;26;16;;;0;Matches
435;Doğukan Sınık\Dogukan-Sinik;tr TUR;MF;Antalyaspor;20;1999;8.0;4;0;0;18;7;2;25;7;13;;;0;Matches
436;Giovanni Sio\Giovanni-Sio;ci CIV;MFFW;Gençlerbirliği;30;1989;17.6;10;0;0;47;24;23;34;7;7;;;0;Matches
437;Emmanouil Siopis\Emmanouil-Siopis;gr GRE;MF;Alanyaspor;25;1994;21.3;6;0;0;33;63;1;10;18;32;;;0;Matches
438;Jailson Siqueira\Jailson-Siqueira;br BRA;DF;Fenerbahçe;23;1995;16.4;2;0;0;14;16;1;4;20;28;;;0;Matches
439;Mario Šitum\Mario-Situm;hr CRO;MFDF;Kayserispor;27;1992;4.5;0;0;0;4;8;0;15;8;4;;;0;Matches
440;Guilherme Sityá\Guilherme-Sitya;pt POR;DF;Konyaspor;29;1990;5.0;1;0;0;6;5;2;47;8;11;;;0;Matches
441;Milan Škoda\Milan-Skoda;cz CZE;FW;Rizespor;33;1986;6.0;1;0;0;12;5;3;1;3;2;;;0;Matches
442;Martin Škrtel\Martin-Skrtel;sk SVK;DF;Başakşehir;34;1984;9.9;3;0;0;11;4;0;2;12;9;;;0;Matches
443;Nejc Skubic\Nejc-Skubic;si SVN;DF;Konyaspor;30;1989;21.7;5;0;0;7;25;1;58;16;15;;;0;Matches
444;Petar Škuletić\Petar-Skuletic;rs SRB;FW;Sivasspor;29;1990;0.3;0;0;0;2;0;0;0;0;0;;;0;Matches
445;José Sosa\Jose-Sosa;ar ARG;MF;Trabzonspor;34;1985;20.3;5;0;0;21;47;0;145;24;28;;;0;Matches
446;André Sousa\Andre-Sousa;pt POR;MF;Gaziantep FK;29;1990;4.8;2;0;0;10;7;0;5;5;6;;;0;Matches
447;Claudemir de Souza\Claudemir-de-Souza;br BRA;MF;Sivasspor;31;1988;1.7;0;0;0;4;2;0;0;3;2;;;0;Matches
448;Furkan Soyalp\Furkan-Soyalp;tr TUR;FWMF;Başakşehir;24;1995;0.3;0;0;0;0;0;0;1;0;0;;;0;Matches
449;Furkan Soyalp\Furkan-Soyalp;tr TUR;MF;Gaziantep FK;24;1995;2.6;2;0;0;12;7;0;0;2;3;;;0;Matches
450;Adam Stachowiak\Adam-Stachowiak;pl POL;GK;Denizlispor;32;1986;24.0;2;0;0;2;6;0;0;0;0;;;0;Matches
451;Bogdan Stancu\Bogdan-Stancu;ro ROU;FWMF;Gençlerbirliği;32;1987;13.9;4;0;0;21;13;10;13;6;4;;;0;Matches
452;Miloš Stanojević\Milos-Stanojevic;rs SRB;MF;Ankaragücü;25;1993;0.4;2;1;1;4;0;0;0;1;1;;;0;Matches
453;Daniel Sturridge\Daniel-Sturridge;eng ENG;MFFW;Trabzonspor;29;1989;5.8;1;0;0;2;6;3;4;0;1;;;0;Matches
454;Alexander Sørloth\Alexander-Sorloth;no NOR;FW;Trabzonspor;23;1995;22.8;1;1;0;42;26;12;17;11;1;;;0;Matches
455;Montassar Talbi\Montassar-Talbi;tn TUN;DF;Rizespor;21;1998;16.0;4;0;0;15;6;0;0;9;28;;;1;Matches
456;Emre Taşdemir\Emre-Tasdemir;tr TUR;DF;Kayserispor;23;1995;5.0;1;0;0;9;5;0;23;4;11;;;0;Matches
457;Emre Taşdemir\Emre-Tasdemir;tr TUR;MFDF;Galatasaray;23;1995;2.9;0;0;0;3;4;2;14;2;4;;;0;Matches
458;Ertuğrul Taşkıran\Ertugrul-Taskiran;tr TUR;GK;Konyaspor;29;1989;2.0;0;0;0;0;0;0;0;0;0;;;0;Matches
459;Mahmut Tekdemir\Mahmut-Tekdemir;tr TUR;MF;Başakşehir;31;1988;14.2;5;0;0;22;37;0;3;14;19;;;0;Matches
460;Thuram\Thuram;br BRA;FW;Konyaspor;28;1991;4.6;1;0;0;8;19;5;2;0;0;;;0;Matches
461;Mickaël Tirpan\Mickael-Tirpan;be BEL;MFDF;Kasımpaşa;25;1993;5.9;2;0;0;5;6;0;9;11;13;;;0;Matches
462;Titi\Titi;br BRA;DF;Göztepe;31;1988;21.0;4;0;0;22;14;0;1;20;25;;;0;Matches
463;Dorukhan Toköz\Dorukhan-Tokoz;tr TUR;MFDF;Beşiktaş;23;1996;5.4;2;0;0;9;11;0;5;8;10;;;1;Matches
464;Mehmet Topal\Mehmet-Topal;tr TUR;MFDF;Başakşehir;33;1986;10.3;0;0;0;19;28;0;6;17;15;;;0;Matches
465;Gökhan Töre\Gokhan-Tore;tr TUR;MFFW;Yeni Mal'spor;27;1992;8.0;1;0;0;14;10;9;51;4;1;;;0;Matches
466;Tunay Torun\Tunay-Torun;tr TUR;FWMF;Rizespor;29;1990;0.3;0;0;0;1;0;0;0;0;0;;;0;Matches
467;Alin Toșca\Alin-Tosca;ro ROU;DF;Gaziantep FK;27;1992;24.0;0;0;0;20;17;0;4;14;21;;;0;Matches
468;Cafer Tosun\Cafer-Tosun;tr TUR;MF;Trabzonspor;19;1999;0.2;0;0;0;1;0;0;0;0;1;;;0;Matches
469;Zargo Touré\Zargo-Toure;sn SEN;DF;Gençlerbirliği;29;1989;23.0;6;0;0;13;10;0;2;12;28;;;0;Matches
470;Eren Tozlu\Eren-Tozlu;tr TUR;FW;Yeni Mal'spor;28;1990;1.3;2;1;1;1;6;1;4;1;0;;;0;Matches
471;Zlatko Tripić\Zlatko-Tripic;no NOR;FWMF;Göztepe;26;1992;0.1;0;0;0;0;0;0;2;0;1;;;0;Matches
472;Ozan Tufan\Ozan-Tufan;tr TUR;MFDF;Fenerbahçe;24;1995;23.9;5;1;1;34;51;1;29;34;26;;;0;Matches
473;Ali Turan\Ali-Turan;tr TUR;DF;Konyaspor;35;1983;11.8;4;0;0;6;21;0;0;11;17;;;0;Matches
474;Arda Turan\Arda-Turan;tr TUR;MF;Başakşehir;32;1987;2.0;2;0;0;7;6;0;3;2;0;;;0;Matches
475;Atila Turan\Atila-Turan;tr TUR;DF;Ankaragücü;27;1992;1.7;1;0;0;2;2;0;5;2;1;;;0;Matches
476;Atila Turan\Atila-Turan;tr TUR;DFMF;Kayserispor;27;1992;3.9;2;0;0;3;4;0;22;4;4;;;0;Matches
477;Hüseyin Türkmen\Huseyin-Turkmen;tr TUR;DF;Trabzonspor;21;1998;18.5;1;0;0;9;17;0;0;30;31;;;0;Matches
478;Deniz Turuc\Deniz-Turuc;tr TUR;MF;Fenerbahçe;26;1993;10.0;2;1;0;12;13;1;79;6;4;;;0;Matches
479;Patrick Twumasi\Patrick-Twumasi;gh GHA;MFFW;Gaziantep FK;25;1994;15.9;1;0;0;35;11;6;73;16;2;;;0;Matches
480;Georgios Tzavellas\Georgios-Tzavellas;gr GRE;DF;Alanyaspor;31;1987;8.5;2;0;0;3;11;0;2;8;16;;;0;Matches
481;Salih Uçan\Salih-Ucan;tr TUR;MF;Alanyaspor;25;1994;7.4;1;0;0;16;8;0;50;16;10;;;0;Matches
482;Uğur Uçar\Ugur-Ucar;tr TUR;DF;Başakşehir;32;1987;0.0;1;0;0;0;0;0;0;0;0;;;0;Matches
483;Alper Uludağ\Alper-Uludag;tr TUR;DF;Konyaspor;28;1990;10.0;2;0;0;9;9;1;53;14;8;;;0;Matches
484;Aminu Umar\Aminu-Umar;ng NGA;MF;Rizespor;24;1995;15.0;2;0;0;28;22;11;29;24;21;;;0;Matches
485;Necip Uysal\Necip-Uysal;tr TUR;DFMF;Beşiktaş;28;1991;4.4;5;0;0;12;8;0;1;4;9;;;0;Matches
486;Anthony Uzodimma\Anthony-Uzodimma;ng NGA;MF;Kayserispor;20;1999;0.6;0;0;0;0;1;0;0;0;0;;;0;Matches
487;Fıratcan Üzüm\Firatcan-Uzum;tr TUR;MF;Trabzonspor;20;1999;0.2;0;0;0;1;2;0;1;1;0;;;0;Matches
488;Ömer Uzun\Omer-Uzun;tr TUR;MF;Kayserispor;19;2000;1.0;0;0;0;3;0;0;0;0;1;;;0;Matches
489;Olivier Veigneau\Olivier-Veigneau;fr FRA;DF;Kasımpaşa;34;1985;3.7;1;0;0;2;2;1;9;4;5;;;0;Matches
490;Amedej Vetrih\Amedej-Vetrih;si SVN;MF;Rizespor;28;1990;13.6;5;0;0;30;15;2;8;16;18;;;0;Matches
491;Domagoj Vida\Domagoj-Vida;hr CRO;DF;Beşiktaş;30;1989;22.8;1;1;0;15;26;0;3;13;34;;;0;Matches
492;Miguel Vieira\Miguel-Vieira;pt POR;DF;Başakşehir;28;1990;1.0;0;0;0;0;0;0;0;0;0;;;0;Matches
493;Edin Višća\Edin-Visca;ba BIH;MF;Başakşehir;29;1990;23.8;1;0;0;10;18;10;142;11;19;;;0;Matches
494;Güray Vural\Guray-Vural;tr TUR;MFDF;Gaziantep FK;31;1988;15.8;4;2;1;19;7;2;95;8;16;;;0;Matches
495;Rémi Walter\Remi-Walter;fr FRA;MF;Yeni Mal'spor;24;1995;2.1;0;0;0;3;0;0;3;4;2;;;0;Matches
496;Welinton\Welinton;br BRA;DF;Alanyaspor;30;1989;20.6;7;0;0;28;25;1;10;37;40;;;0;Matches
497;Kamil Wilczek\Kamil-Wilczek;pl POL;FW;Göztepe;31;1988;2.0;0;0;0;5;1;1;1;0;0;;;0;Matches
498;Güven Yalçın\Guven-Yalcin;tr TUR;FWMF;Beşiktaş;20;1999;5.5;2;0;0;13;11;1;2;7;3;;;0;Matches
499;Robin Yalçın\Robin-Yalcin;de GER;MFDF;Yeni Mal'spor;25;1994;20.6;9;1;1;37;16;1;8;27;31;;;0;Matches
500;Mert Yandaş\Mert-Yandas;tr TUR;MF;Sivasspor;24;1994;22.0;6;0;0;32;32;6;135;13;12;;;0;Matches
501;Barış Yardımcı\Baris-Yardimci;tr TUR;DF;Sivasspor;26;1992;0.1;0;0;0;0;0;0;0;0;0;;;0;Matches
502;Ali Yasar\Ali-Yasar;be BEL;DF;Konyaspor;24;1995;0.2;0;0;0;0;3;0;1;0;0;;;0;Matches
503;Karahan Yasir Subaşı\Karahan-Yasir-Subasi;tr TUR;DF;Kayserispor;23;1996;13.9;3;0;0;15;11;3;30;25;21;;;0;Matches
504;Mustapha Yatabaré\Mustapha-Yatabare;ml MLI;FW;Sivasspor;33;1986;22.3;5;0;0;51;34;25;37;8;6;;;0;Matches
505;Zeki Yavru\Zeki-Yavru;tr TUR;DFMF;Denizlispor;27;1991;17.8;3;0;0;11;18;0;122;18;29;;;0;Matches
506;Uğurcan Yazgılı\Ugurcan-Yazgili;tr TUR;DF;Kasımpaşa;20;1999;0.0;0;0;0;0;0;0;0;0;0;;;0;Matches
507;Erdoğan Yeşilyurt\Erdogan-Yesilyurt;tr TUR;MFFW;Sivasspor;25;1993;10.4;6;0;0;16;19;4;53;14;9;;;0;Matches
508;Muammer Yıldırım\Muammer-Yildirim;tr TUR;GK;Sivasspor;28;1990;0.5;0;0;0;0;0;0;0;0;0;;;0;Matches
509;Murat Yıldırım\Murat-Yildirim;tr TUR;MF;Yeni Mal'spor;32;1987;8.8;5;0;0;13;10;0;5;10;9;;;0;Matches
510;Ahmet Yılmaz Çalık\Ahmet-Yilmaz-Calik;tr TUR;DF;Galatasaray;25;1994;4.2;0;0;0;7;12;0;0;0;6;;;0;Matches
511;Burak Yılmaz\Burak-Yilmaz;tr TUR;FW;Beşiktaş;34;1985;17.9;3;0;0;26;19;25;14;5;3;;;0;Matches
512;Kartal Yılmaz\Kartal-Yilmaz;tr TUR;MF;Beşiktaş;18;2000;0.1;0;0;0;1;0;0;0;0;0;;;0;Matches
513;Oğuz Yılmaz\Oguz-Yilmaz;tr TUR;DF;Denizlispor;26;1993;17.5;3;0;0;12;13;0;1;12;15;;;1;Matches
514;Rıdvan Yılmaz\Ridvan-Yilmaz;tr TUR;DF;Beşiktaş;18;2001;1.0;0;0;0;1;1;0;3;1;3;;;0;Matches
515;Sefa Yılmaz\Sefa-Yilmaz;tr TUR;MFFW;Gençlerbirliği;29;1990;6.1;0;0;0;10;16;2;5;9;11;;;0;Matches
516;Mustafa Yumlu\Mustafa-Yumlu;tr TUR;DF;Denizlispor;31;1987;14.7;5;0;0;18;19;2;1;18;30;;;0;Matches
517;Utku Yuvakuran\Utku-Yuvakuran;tr TUR;GK;Beşiktaş;21;1997;1.0;0;0;0;0;0;0;0;0;0;;;0;Matches
518;Miha Zajc\Miha-Zajc;si SVN;MF;Fenerbahçe;25;1994;1.2;0;0;0;0;0;0;2;0;1;;;0;Matches
519;Ümran Zambak\Umran-Zambak;nl NED;MF;Kayserispor;18;2000;0.0;0;0;0;0;0;0;0;0;0;;;0;Matches
520;Daniel Łukasik\Daniel-Lukasik;pl POL;MF;Ankaragücü;28;1991;5.9;2;0;0;9;9;0;3;5;6;;;0;Matches
