"id";"name";"nation";"position";"Squad";"age";"born";"MP";"Starts";"Min";"Gls";"Ast";"PK";"PKatt";"CrdY";"CrdR";"Gls_per_match";"Ast_per_match";"G_A_per_match";"G_PK_per_match";"G_A_PK_per_match";"xG";"npxG";"xA";"xG_per_match";"xA_per_match";"xG_xA";"npxG_per_match";"npxG_xA";"Matches"
107;Franco Cervi\Franco-Cervi;ar ARG;MF;pt Benfica;25;1994;5;5;398;1;1;0;0;0;0;0.23;0.23;0.45;0.23;0.45;1.4;1.4;0.3;0.32;0.07;0.39;0.32;0.39;Matches
108;Leonardo César Jardim\Leonardo-Cesar-Jardim;br BRA;GK;fr Lille;24;1995;1;0;18;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
109;Rayan Cherki\Rayan-Cherki;fr FRA;MF;fr Lyon;15;2003;1;0;15;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
110;Denis Cheryshev\Denis-Cheryshev;ru RUS;MFFW;es Valencia;28;1990;5;3;247;2;0;0;0;0;0;0.73;0.00;0.73;0.73;0.73;0.6;0.6;0.0;0.21;0.01;0.23;0.21;0.23;Matches
111;Chiquinho\Chiquinho;pt POR;MFFW;pt Benfica;24;1995;3;3;270;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.5;0.5;0.1;0.16;0.03;0.20;0.16;0.20;Matches
112;Andreas Christensen\Andreas-Christensen;dk DEN;DF;eng Chelsea;23;1996;3;3;270;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.02;0.00;0.02;0.02;0.02;Matches
113;Jasper Cillessen\Jasper-Cillessen;nl NED;GK;es Valencia;30;1989;5;5;450;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
114;Kingsley Coman\Kingsley-Coman;fr FRA;FW;de Bayern Munich;23;1996;6;6;434;2;1;0;0;0;0;0.41;0.21;0.62;0.41;0.62;2.2;2.2;0.5;0.45;0.11;0.55;0.45;0.55;Matches
115;Dion Cools\Dion-Cools;be BEL;MF;be Club Brugge;23;1996;1;0;3;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
116;Francis Coquelin\Francis-Coquelin;fr FRA;MF;es Valencia;28;1991;5;4;356;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
117;Vedran Ćorluka\Vedran-Corluka;hr CRO;DF;ru Loko Moscow;33;1986;6;6;519;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.01;0.00;0.01;0.01;0.01;Matches
118;Maxwel Cornet\Maxwel-Cornet;ci CIV;MFDF;fr Lyon;22;1996;5;3;280;0;1;0;0;1;0;0.00;0.32;0.32;0.00;0.32;0.3;0.3;0.1;0.11;0.03;0.14;0.11;0.14;Matches
119;Carlos Coronel\Carlos-Coronel;br BRA;GK;at RB Salzburg;22;1996;3;2;237;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
120;Ángel Correa\Angel-Correa;ar ARG;MFFW;es Atletico Madrid;24;1995;7;4;340;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;1.1;1.1;0.4;0.28;0.10;0.38;0.28;0.38;Matches
121;Thierry Correia\Thierry-Correia;pt POR;DF;es Valencia;20;1999;1;0;20;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
122;Diego Costa\Diego-Costa;es ESP;FW;es Atletico Madrid;30;1988;5;4;331;0;1;0;0;1;0;0.00;0.27;0.27;0.00;0.27;1.0;1.0;1.0;0.28;0.27;0.55;0.28;0.55;Matches
123;Douglas Costa\Douglas-Costa;br BRA;MF;it Juventus;28;1990;1;0;20;1;0;0;0;1;0;4.50;0.00;4.50;4.50;4.50;0.5;0.5;0.0;2.05;0.00;2.05;2.05;2.05;Matches
124;Jaume Costa\Jaume-Costa;es ESP;DF;es Valencia;31;1988;3;3;247;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.1;0.02;0.04;0.06;0.02;0.06;Matches
125;Gaëtan Coucke\Gaetan-Coucke;be BEL;GK;be Genk;20;1998;5;5;450;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
126;Vladimír Coufal\Vladimir-Coufal;cz CZE;DF;cz Slavia Prague;26;1992;6;6;540;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.2;0.01;0.04;0.04;0.01;0.04;Matches
127;Thibaut Courtois\Thibaut-Courtois;be BEL;GK;es Real Madrid;27;1992;6;6;495;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
128;Philippe Coutinho\Philippe-Coutinho;br BRA;MFFW;de Bayern Munich;27;1992;7;5;437;1;2;0;0;0;0;0.21;0.41;0.62;0.21;0.62;2.0;2.0;0.8;0.42;0.16;0.58;0.42;0.58;Matches
129;Juan Cuadrado\Juan-Cuadrado;co COL;DFFW;it Juventus;31;1988;5;5;430;1;1;0;0;3;0;0.21;0.21;0.42;0.21;0.42;0.1;0.1;1.0;0.01;0.21;0.22;0.01;0.22;Matches
130;Carlos Cuesta\Carlos-Cuesta;co COL;DFMF;be Genk;20;1999;4;4;360;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.3;0.00;0.08;0.08;0.00;0.08;Matches
131;Matheus Cunha\Matheus-Cunha;br BRA;FW;de RB Leipzig;20;1999;2;0;80;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;1.5;1.5;0.0;1.69;0.00;1.69;1.69;1.69;Matches
132;Danilo D'Ambrosio\Danilo-DAmbrosio;it ITA;DF;it Inter;30;1988;3;2;184;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.6;0.6;0.0;0.27;0.00;0.27;0.27;0.27;Matches
133;Colin Dagba\Colin-Dagba;fr FRA;DF;fr Paris S-G;20;1998;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.1;0.05;0.05;0.10;0.05;0.10;Matches
134;Mahmoud Dahoud\Mahmoud-Dahoud;de GER;MFFW;de Dortmund;23;1996;2;0;28;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
135;Patson Daka\Patson-Daka;zm ZAM;FW;at RB Salzburg;20;1998;6;3;241;1;0;0;0;0;0;0.37;0.00;0.37;0.37;0.37;1.7;1.7;0.4;0.64;0.16;0.80;0.64;0.80;Matches
136;Danilo\Danilo;br BRA;DF;it Juventus;28;1991;5;5;450;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.1;0.01;0.02;0.03;0.01;0.03;Matches
137;Alphonso Davies\Alphonso-Davies;ca CAN;DF;de Bayern Munich;18;2000;4;4;360;0;3;0;0;0;0;0.00;0.75;0.75;0.00;0.75;0.3;0.3;1.1;0.07;0.28;0.35;0.07;0.35;Matches
138;Ben Davies\Ben-Davies;wal WAL;DF;eng Tottenham;26;1993;3;3;270;0;1;0;0;1;0;0.00;0.33;0.33;0.00;0.33;0.0;0.0;0.6;0.00;0.19;0.19;0.00;0.19;Matches
139;Kevin De Bruyne\Kevin-De-Bruyne;be BEL;MF;eng Manchester City;28;1991;5;5;394;1;2;1;1;1;0;0.23;0.46;0.69;0.00;0.46;1.4;0.6;1.8;0.31;0.41;0.73;0.14;0.56;Matches
140;Charles De Ketelaere\Charles-De-Ketelaere;be BEL;MFFW;be Club Brugge;18;2001;4;1;126;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.1;0.10;0.04;0.15;0.10;0.15;Matches
141;Mattia De Sciglio\Mattia-De-Sciglio;it ITA;DF;it Juventus;26;1992;2;2;180;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
142;Miloš Degenek\Milos-Degenek;au AUS;DF;rs Red Star;25;1994;6;6;540;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.02;0.00;0.02;0.02;0.02;Matches
143;Thomas Delaney\Thomas-Delaney;dk DEN;MF;de Dortmund;27;1991;3;3;245;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.1;0.00;0.03;0.03;0.00;0.03;Matches
144;Simon Deli\Simon-Deli;ci CIV;DF;be Club Brugge;27;1991;6;6;540;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.1;0.04;0.02;0.06;0.04;0.06;Matches
145;Moussa Dembélé\Moussa-Dembele;fr FRA;FW;fr Lyon;23;1996;7;6;551;0;1;0;0;1;0;0.00;0.16;0.16;0.00;0.16;0.6;0.6;0.8;0.10;0.12;0.22;0.10;0.22;Matches
146;Ousmane Dembélé\Ousmane-Dembele;fr FRA;FW;es Barcelona;22;1997;4;2;136;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.9;0.12;0.57;0.69;0.12;0.69;Matches
147;Merih Demiral\Merih-Demiral;tr TUR;DF;it Juventus;21;1998;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
148;Kerem Demirbay\Kerem-Demirbay;de GER;MF;de Leverkusen;26;1993;5;5;375;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.4;0.4;0.4;0.09;0.09;0.18;0.09;0.18;Matches
149;Diego Demme\Diego-Demme;de GER;MF;de RB Leipzig;27;1991;5;4;364;1;0;0;0;0;0;0.25;0.00;0.25;0.25;0.25;0.4;0.4;0.0;0.10;0.01;0.11;0.10;0.11;Matches
150;Diego Demme\Diego-Demme;de GER;MF;it Napoli;27;1991;1;1;80;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
151;Jason Denayer\Jason-Denayer;be BEL;DFMF;fr Lyon;24;1995;6;6;540;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.1;0.02;0.02;0.04;0.02;0.04;Matches
152;Emmanuel Dennis\Emmanuel-Dennis;ng NGA;FWMF;be Club Brugge;21;1997;6;6;458;2;1;0;0;0;0;0.39;0.20;0.59;0.39;0.59;2.6;2.6;0.2;0.52;0.04;0.56;0.52;0.56;Matches
153;Dentinho\Dentinho;br BRA;FWMF;ua Shakhtar;30;1989;2;0;17;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
154;Memphis Depay\Memphis-Depay;nl NED;FWMF;fr Lyon;25;1994;5;5;394;5;0;1;1;0;0;1.14;0.00;1.14;0.91;0.91;2.5;1.8;0.8;0.58;0.19;0.77;0.41;0.60;Matches
155;Sergiño Dest\Sergino-Dest;us USA;DF;nl Ajax;18;2000;5;4;405;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.2;0.02;0.05;0.07;0.02;0.07;Matches
156;Sébastien Dewaest\Sebastien-Dewaest;be BEL;DF;be Genk;28;1991;4;4;360;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.0;0.06;0.00;0.06;0.06;0.06;Matches
157;Giovanni Di Lorenzo\Giovanni-Di-Lorenzo;it ITA;DFMF;it Napoli;25;1993;7;7;630;0;2;0;0;0;0;0.00;0.29;0.29;0.00;0.29;0.2;0.2;0.7;0.02;0.10;0.12;0.02;0.12;Matches
158;Ángel Di María\Angel-Di-Maria;ar ARG;FW;fr Paris S-G;31;1988;6;6;504;2;3;0;0;2;0;0.36;0.54;0.89;0.36;0.89;2.0;2.0;2.3;0.35;0.42;0.77;0.35;0.77;Matches
159;Moussa Diaby\Moussa-Diaby;fr FRA;MFFW;de Leverkusen;20;1999;2;2;180;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.1;0.11;0.03;0.13;0.11;0.13;Matches
160;Mbaye Diagne\Mbaye-Diagne;sn SEN;FW;be Club Brugge;27;1991;2;0;40;0;0;0;1;0;0;0.00;0.00;0.00;0.00;0.00;0.8;0.0;0.0;1.76;0.00;1.76;0.05;0.05;Matches
161;Mouctar Diakhaby\Mouctar-Diakhaby;fr FRA;DF;es Valencia;22;1996;4;3;263;0;0;0;0;2;1;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.1;0.00;0.02;0.02;0.00;0.02;Matches
162;Abdou Diallo\Abdou-Diallo;fr FRA;DF;fr Paris S-G;23;1996;3;1;109;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
163;Rúben Dias\Ruben-Dias;pt POR;DF;pt Benfica;22;1997;6;6;540;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.01;0.00;0.01;0.01;0.01;Matches
164;Krepin Diatta\Krepin-Diatta;sn SEN;DFMF;be Club Brugge;20;1999;5;5;436;1;0;0;0;2;1;0.21;0.00;0.21;0.21;0.21;0.3;0.3;0.5;0.05;0.11;0.16;0.05;0.16;Matches
165;Brahim Díaz\Brahim-Diaz;es ESP;FW;es Real Madrid;19;1999;1;0;17;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
166;Eric Dier\Eric-Dier;eng ENG;MFDF;eng Tottenham;25;1994;4;3;222;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.4;0.4;0.0;0.17;0.00;0.17;0.17;0.17;Matches
167;Virgil van Dijk\Virgil-van-Dijk;nl NED;DF;eng Liverpool;28;1991;7;7;630;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.4;0.4;0.2;0.05;0.02;0.08;0.05;0.08;Matches
168;Emir Dilaver\Emir-Dilaver;at AUT;DF;hr Dinamo Zagreb;28;1991;6;6;540;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.02;0.00;0.02;0.02;0.02;Matches
169;Tiago Djaló\Tiago-Djalo;pt POR;DF;fr Lille;19;2000;3;3;267;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.01;0.01;0.00;0.01;Matches
170;Berat Djimsiti\Berat-Djimsiti;al ALB;DF;it Atalanta;26;1993;4;4;360;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.3;0.3;0.0;0.07;0.00;0.07;0.07;0.07;Matches
171;Dodô\Dodo;br BRA;DF;ua Shakhtar;20;1998;5;3;280;1;1;0;0;1;1;0.32;0.32;0.64;0.32;0.64;0.4;0.4;0.7;0.14;0.23;0.37;0.14;0.37;Matches
172;Jaume Doménech\Jaume-Domenech;es ESP;GK;es Valencia;28;1990;2;2;180;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
173;Ryan Donk\Ryan-Donk;nl NED;DF;tr Galatasaray;33;1986;6;4;360;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.1;0.00;0.01;0.02;0.00;0.02;Matches
174;Gabriel Dos Santos\Gabriel-Dos-Santos;br BRA;DF;fr Lille;21;1997;6;6;540;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.02;0.00;0.02;0.02;0.02;Matches
175;Aleksandar Dragović\Aleksandar-Dragovic;at AUT;DF;de Leverkusen;28;1991;3;1;92;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
176;Julian Draxler\Julian-Draxler;de GER;FW;fr Paris S-G;25;1993;2;0;22;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.44;0.00;0.44;0.44;0.44;Matches
177;Sebastián Driussi\Sebastian-Driussi;ar ARG;MF;ru Zenit;23;1996;5;4;363;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.5;0.5;0.3;0.13;0.07;0.20;0.13;0.20;Matches
178;Leo Dubois\Leo-Dubois;fr FRA;DF;fr Lyon;24;1994;6;6;528;0;2;0;0;1;0;0.00;0.34;0.34;0.00;0.34;0.2;0.2;0.8;0.03;0.14;0.17;0.03;0.17;Matches
179;Paulo Dybala\Paulo-Dybala;ar ARG;FWMF;it Juventus;25;1993;7;3;296;3;3;0;0;0;0;0.91;0.91;1.82;0.91;1.82;1.4;1.4;1.5;0.42;0.46;0.88;0.42;0.88;Matches
180;Artem Dzyuba\Artem-Dzyuba;ru RUS;FW;ru Zenit;30;1988;6;6;540;2;1;0;0;1;0;0.33;0.17;0.50;0.33;0.50;0.8;0.8;3.1;0.14;0.52;0.66;0.14;0.66;Matches
181;Éder\Eder;pt POR;FW;ru Loko Moscow;31;1987;5;4;342;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.1;0.05;0.02;0.07;0.05;0.07;Matches
182;Ederson\Ederson;br BRA;GK;eng Manchester City;25;1993;6;6;495;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
183;Jurgen Ekkelenkamp\Jurgen-Ekkelenkamp;nl NED;MF;nl Ajax;19;2000;1;0;2;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
184;Omar Elabdellaoui\Omar-Elabdellaoui;no NOR;DF;gr Olympiacos;27;1991;6;5;461;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.3;0.02;0.06;0.08;0.02;0.08;Matches
185;Elif Elmas\Elif-Elmas;mk MKD;MF;it Napoli;19;1999;4;1;92;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.03;0.03;0.00;0.03;Matches
186;Christian Eriksen\Christian-Eriksen;dk DEN;MF;eng Tottenham;27;1992;5;2;295;1;1;0;0;0;0;0.31;0.31;0.61;0.31;0.61;0.7;0.7;1.6;0.20;0.50;0.70;0.20;0.70;Matches
187;Aleksandr Erokhin\Aleksandr-Erokhin;ru RUS;MF;ru Zenit;29;1989;4;2;166;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.02;0.02;0.04;0.02;0.04;Matches
188;Sebastiano Esposito\Sebastiano-Esposito;it ITA;FWMF;it Inter;17;2002;3;0;51;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.1;0.00;0.09;0.09;0.00;0.09;Matches
189;Fabinho\Fabinho;br BRA;MF;eng Liverpool;25;1993;6;6;469;0;1;0;0;1;0;0.00;0.19;0.19;0.00;0.19;0.2;0.2;0.4;0.03;0.07;0.10;0.03;0.10;Matches
190;Radamel Falcao\Radamel-Falcao;co COL;FW;tr Galatasaray;33;1986;3;2;208;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.1;0.10;0.04;0.14;0.10;0.14;Matches
191;Patrick Farkas\Patrick-Farkas;at AUT;DF;at RB Salzburg;26;1992;1;0;6;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.1;0.18;1.17;1.35;0.18;1.35;Matches
192;Ansu Fati\Ansu-Fati;es ESP;FW;es Barcelona;16;2002;4;1;92;1;0;0;0;0;0;0.98;0.00;0.98;0.98;0.98;0.1;0.1;0.6;0.13;0.58;0.71;0.13;0.71;Matches
193;Sofiane Feghouli\Sofiane-Feghouli;dz ALG;FW;tr Galatasaray;29;1989;5;3;343;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.1;0.04;0.02;0.06;0.04;0.06;Matches
194;Ljubomir Fejsa\Ljubomir-Fejsa;rs SRB;MF;pt Benfica;30;1988;2;2;150;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
195;Felipe\Felipe;br BRA;DF;es Atletico Madrid;30;1989;6;6;540;1;0;0;0;1;0;0.17;0.00;0.17;0.17;0.17;0.2;0.2;0.0;0.04;0.00;0.04;0.04;0.04;Matches
196;João Félix\Joao-Felix;pt POR;FWMF;es Atletico Madrid;19;1999;4;3;291;2;0;1;1;0;0;0.62;0.00;0.62;0.31;0.31;2.2;1.5;1.0;0.69;0.32;1.01;0.46;0.78;Matches
197;Gedson Fernandes\Gedson-Fernandes;pt POR;MF;eng Tottenham;20;1999;1;1;64;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.06;0.00;0.06;0.06;0.06;Matches
198;Gedson Fernandes\Gedson-Fernandes;pt POR;MFFW;pt Benfica;20;1999;2;2;135;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.0;0.15;0.00;0.15;0.15;0.15;Matches
199;Fernandinho\Fernandinho;br BRA;DF;eng Manchester City;34;1985;6;5;507;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.02;0.00;0.02;0.02;0.02;Matches
200;Roberto Firmino\Roberto-Firmino;br BRA;FWMF;eng Liverpool;27;1991;7;6;516;0;3;0;0;0;0;0.00;0.52;0.52;0.00;0.52;0.6;0.6;2.0;0.10;0.35;0.45;0.10;0.45;Matches
201;Junior Firpo\Junior-Firpo;es ESP;DF;es Barcelona;22;1996;3;3;270;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
202;Phil Foden\Phil-Foden;eng ENG;MF;eng Manchester City;19;2000;4;2;185;2;2;0;0;2;1;0.97;0.97;1.95;0.97;1.95;0.7;0.7;1.6;0.33;0.79;1.12;0.33;1.12;Matches
203;José Fonte\Jose-Fonte;pt POR;DF;fr Lille;35;1983;4;4;360;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.1;0.00;0.02;0.02;0.00;0.02;Matches
204;Emil Forsberg\Emil-Forsberg;se SWE;MFFW;de RB Leipzig;27;1991;7;5;473;3;1;2;2;0;0;0.57;0.19;0.76;0.19;0.38;3.0;1.5;1.4;0.57;0.27;0.84;0.28;0.55;Matches
205;Juan Foyth\Juan-Foyth;ar ARG;DF;eng Tottenham;21;1998;3;2;197;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
206;Remo Freuler\Remo-Freuler;ch SUI;MF;it Atalanta;27;1992;6;6;489;1;0;0;0;1;0;0.18;0.00;0.18;0.18;0.18;0.4;0.4;0.1;0.07;0.01;0.08;0.07;0.08;Matches
207;Michal Frydrych\Michal-Frydrych;cz CZE;DF;cz Slavia Prague;29;1990;2;2;174;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.07;0.00;0.07;0.07;0.07;Matches
208;Gabriel\Gabriel;br BRA;MF;pt Benfica;25;1993;5;5;441;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.4;0.4;0.2;0.09;0.03;0.12;0.09;0.12;Matches
209;Gianluca Gaetano\Gianluca-Gaetano;it ITA;MF;it Napoli;19;2000;1;0;18;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
210;Roberto Gagliardini\Roberto-Gagliardini;it ITA;MF;it Inter;25;1994;4;2;218;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
211;Kévin Gameiro\Kevin-Gameiro;fr FRA;FW;es Valencia;32;1987;6;3;229;0;1;0;0;0;0;0.00;0.39;0.39;0.00;0.39;0.3;0.3;0.5;0.13;0.21;0.34;0.13;0.34;Matches
212;Idrissa Gana Gueye\Idrissa-Gana-Gueye;sn SEN;MF;fr Paris S-G;29;1989;5;5;405;0;1;0;0;1;0;0.00;0.22;0.22;0.00;0.22;0.1;0.1;0.2;0.03;0.04;0.07;0.03;0.07;Matches
213;Ezequiel Garay\Ezequiel-Garay;ar ARG;DF;es Valencia;32;1986;5;4;363;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
214;Eric García\Eric-Garcia;es ESP;DF;eng Manchester City;18;2001;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
215;Mateo García\Mateo-Garcia;ar ARG;FWMF;rs Red Star;22;1996;6;6;490;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.3;0.3;0.2;0.05;0.04;0.09;0.05;0.09;Matches
216;Mario Gavranović\Mario-Gavranovic;ch SUI;FW;hr Dinamo Zagreb;29;1989;3;1;83;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.3;0.3;0.1;0.29;0.12;0.41;0.29;0.41;Matches
217;Paulo Gazzaniga\Paulo-Gazzaniga;ar ARG;GK;eng Tottenham;27;1992;4;4;360;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
218;Olivier Giroud\Olivier-Giroud;fr FRA;FW;eng Chelsea;32;1986;2;1;78;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.11;0.05;0.16;0.11;0.16;Matches
219;Marko Gjira\Marko-Gjira;hr CRO;MFDF;hr Dinamo Zagreb;20;1999;3;0;59;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.07;0.07;0.14;0.07;0.14;Matches
220;Serge Gnabry\Serge-Gnabry;de GER;FWMF;de Bayern Munich;24;1995;6;5;467;6;1;0;0;1;0;1.16;0.19;1.35;1.16;1.35;2.5;2.5;1.8;0.48;0.34;0.82;0.48;0.82;Matches
221;Marko Gobeljić\Marko-Gobeljic;rs SRB;DF;rs Red Star;26;1992;6;6;495;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.3;0.03;0.05;0.08;0.03;0.08;Matches
222;Diego Godín\Diego-Godin;uy URU;DF;it Inter;33;1986;5;5;450;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.01;0.01;0.02;0.01;0.02;Matches
223;Amer Gojak\Amer-Gojak;ba BIH;MF;hr Dinamo Zagreb;22;1997;5;1;171;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
224;Pierluigi Gollini\Pierluigi-Gollini;it ITA;GK;it Atalanta;24;1995;7;7;630;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
