Rk;Player;Nation;Pos;Squad;Age;Born;90s;Gls;Standard-Sh;Standard-SoT;Standard-SoT%;Standard-Sh/90;Standard-SoT/90;Standard-G/Sh;Standard-G/SoT;Standard-Dist;Standard-FK;Performance-PK;Performance-PKatt;Expected-xG;Expected-npxG;Expected-npxG/Sh;Expected-G-xG;Expected-np:G-xG;Matches;
348;Ricardo Rodríguez\Ricardo-Rodriguez;ch SUI;DF;Torino;29-039;1992;6.7;0;1;0;0.0;0.15;0.00;0.00;;30.1;0;0;0;0.0;0.0;0.02;0.0;0.0;Matches
349;Rogério\Rogerio;br BRA;DF;Sassuolo;23-263;1998;5.7;0;4;2;50.0;0.70;0.35;0.00;0.00;23.3;0;0;0;0.1;0.1;0.03;-0.1;-0.1;Matches
350;Alessio Romagnoli\Alessio-Romagnoli;it ITA;DF;Milan;26-264;1995;4.0;0;2;1;50.0;0.50;0.25;0.00;0.00;18.6;0;0;0;0.1;0.1;0.04;-0.1;-0.1;Matches
351;Simone Romagnoli\Simone-Romagnoli;it ITA;DF;Empoli;31-236;1990;3.0;0;3;0;0.0;1.00;0.00;0.00;;7.3;0;0;0;0.4;0.4;0.13;-0.4;-0.4;Matches
352;Luka Romero\Luka-Romero;ar ARG;FW;Lazio;16-319;2004;0.1;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches
353;Cristiano Ronaldo\Cristiano-Ronaldo;pt POR;FW;Juventus;36-240;1985;0.3;0;1;0;0.0;2.90;0.00;0.00;;9.0;0;0;0;0.2;0.2;0.17;-0.2;-0.2;Matches
354;Marten de Roon\Marten-de-Roon;nl NED;MF;Atalanta;30-188;1991;2.0;0;1;0;0.0;0.50;0.00;0.00;;20.2;0;0;0;0.0;0.0;0.03;0.0;0.0;Matches
355;Nicolò Rovella\Nicolo-Rovella;it ITA;MF;Genoa;19-303;2001;6.5;0;7;1;14.3;1.08;0.15;0.00;0.00;26.3;2;0;0;0.3;0.3;0.04;-0.3;-0.3;Matches
356;Amir Rrahmani\Amir-Rrahmani;xk KVX;DF;Napoli;27-221;1994;2.5;1;2;2;100.0;0.79;0.79;0.50;0.50;4.0;0;0;0;0.7;0.7;0.36;+0.3;+0.3;Matches
357;Matteo Ruggeri\Matteo-Ruggeri;it ITA;DF;Salernitana;19-084;2002;2.5;0;1;0;0.0;0.40;0.00;0.00;;10.0;0;0;0;0.1;0.1;0.05;-0.1;-0.1;Matches
358;Mário Rui\Mario-Rui;pt POR;DF;Napoli;30-129;1991;5.9;0;3;1;33.3;0.51;0.17;0.00;0.00;21.2;1;0;0;0.2;0.2;0.08;-0.2;-0.2;Matches
359;Fabián Ruiz Peña\Fabian-Ruiz-Pena;es ESP;MF;Napoli;25-183;1996;5.6;2;9;2;22.2;1.59;0.35;0.22;1.00;24.9;0;0;0;0.3;0.3;0.03;+1.7;+1.7;Matches
360;Stefano Sabelli\Stefano-Sabelli;it ITA;DF;Genoa;28-263;1993;1.6;0;2;1;50.0;1.23;0.62;0.00;0.00;18.3;0;0;0;0.2;0.2;0.11;-0.2;-0.2;Matches
361;Alexis Saelemaekers\Alexis-Saelemaekers;be BEL;FW;Milan;22-098;1999;4.0;0;7;1;14.3;1.75;0.25;0.00;0.00;22.9;0;0;0;0.3;0.3;0.05;-0.3;-0.3;Matches
362;Jacopo Sala\Jacopo-Sala;it ITA;MF;Spezia;29-302;1991;2.6;0;1;0;0.0;0.38;0.00;0.00;;32.0;0;0;0;0.0;0.0;0.02;0.0;0.0;Matches
363;Eddy Salcedo\Eddy-Salcedo;it ITA;MFFW;Spezia;20-002;2001;0.1;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches
364;Lazar Samardzic\Lazar-Samardzic;de GER;MFDF;Udinese;19-221;2002;0.6;1;3;1;33.3;5.29;1.76;0.33;1.00;23.6;0;0;0;0.2;0.2;0.05;+0.8;+0.8;Matches
