id;name;Nation;Position;Squad;Age;Born;90s;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;Int;TklW;PKwon;PKcon;OG;Recov;Won;Lost;Won%;Matches
164;Alfred Duncan\Alfred-Duncan;gh GHA;MF;Sassuolo;26;1993;9.4;3;0;0;17;13;0;8;10;11;0;2;0;67;5;8;38.5;Matches
165;Paulo Dybala\Paulo-Dybala;ar ARG;FWMF;Juventus;25;1993;16.9;4;0;0;17;37;3;82;11;15;3;0;0;89;3;7;30.0;Matches
166;Edin Džeko\Edin-Dzeko;ba BIH;FW;Roma;33;1986;23.6;4;0;0;29;32;14;17;5;8;2;0;0;93;101;53;65.6;Matches
167;Blerim Džemaili\Blerim-Dzemaili;ch SUI;MF;Bologna;33;1986;7.7;2;0;0;11;17;0;4;7;16;0;0;0;75;4;3;57.1;Matches
168;Simone Edera\Simone-Edera;it ITA;FWDF;Torino;22;1997;1.4;3;1;1;4;2;0;3;1;1;0;0;0;10;1;6;14.3;Matches
169;Albin Ekdal\Albin-Ekdal;se SWE;MF;Sampdoria;30;1989;18.4;5;0;0;27;40;0;9;24;33;2;0;0;218;26;17;60.5;Matches
170;Elif Elmas\Elif-Elmas;mk MKD;MF;Napoli;19;1999;8.0;6;0;0;20;10;0;3;7;7;0;0;0;57;1;12;7.7;Matches
171;Alan Empereur\Alan-Empereur;br BRA;DF;Hellas Verona;25;1994;2.5;1;0;0;5;0;0;1;2;2;0;0;0;22;7;3;70.0;Matches
172;Christian Eriksen\Christian-Eriksen;dk DEN;MF;Inter;27;1992;1.3;0;0;0;1;1;0;4;0;1;0;0;0;13;1;1;50.0;Matches
173;Espeto\Espeto;br BRA;DF;SPAL;22;1997;15.6;7;1;1;31;37;1;56;17;28;0;0;0;122;4;20;16.7;Matches
174;Sebastiano Esposito\Sebastiano-Esposito;it ITA;FW;Inter;17;2002;2.0;2;0;0;7;3;1;7;3;3;0;0;0;12;1;7;12.5;Matches
175;Valentin Eysseric\Valentin-Eysseric;fr FRA;FW;Hellas Verona;27;1992;0.2;0;0;0;0;1;0;1;2;1;0;0;0;1;0;0;;Matches
176;Valentin Eysseric\Valentin-Eysseric;fr FRA;MF;Fiorentina;27;1992;0.4;0;0;0;3;0;0;4;0;0;0;0;0;4;1;2;33.3;Matches
177;Filippo Falco\Filippo-Falco;it ITA;FWMF;Lecce;27;1992;15.2;0;0;0;6;57;3;78;4;10;0;0;0;86;3;15;16.7;Matches
178;Iago Falque\Iago-Falque;es ESP;MFFW;Torino;29;1990;1.1;0;0;0;1;0;0;4;0;0;0;0;0;9;0;2;0.0;Matches
179;Iago Falque\Iago-Falque;es ESP;MF;Genoa;29;1990;0.4;0;0;0;1;0;0;1;0;0;0;0;0;5;0;0;;Matches
180;Andri Fannar Baldursson\Andri-Fannar-Baldursson;is ISL;MF;Bologna;17;2002;0.3;0;0;0;0;0;0;0;1;0;0;0;0;5;0;1;0.0;Matches
181;Paolo Faragò\Paolo-Farago;it ITA;DF;Cagliari;26;1993;9.5;1;0;0;17;10;0;36;6;16;0;0;0;88;15;10;60.0;Matches
182;Davide Faraoni\Davide-Faraoni;it ITA;DF;Hellas Verona;27;1991;24.0;4;0;0;24;37;3;80;20;26;0;1;0;215;17;22;43.6;Matches
183;Mohamed Fares\Mohamed-Fares;dz ALG;FWMF;SPAL;23;1996;1.0;0;0;0;4;2;0;4;1;0;0;0;0;4;0;0;;Matches
184;Diego Farias\Diego-Farias;br BRA;FWMF;Lecce;29;1990;5.3;3;1;0;12;9;0;11;2;4;1;0;0;34;0;5;0.0;Matches
185;Andrea Favilli\Andrea-Favilli;it ITA;FW;Genoa;22;1997;4.7;3;0;0;16;13;3;1;0;2;1;0;0;16;16;17;48.5;Matches
186;Federico Fazio\Federico-Fazio;ar ARG;DF;Roma;32;1987;10.0;1;1;0;7;6;1;2;19;8;0;0;0;93;28;17;62.2;Matches
187;Luiz Felipe\Luiz-Felipe;br BRA;DF;Lazio;22;1997;16.3;5;0;0;12;10;1;5;33;14;0;0;0;123;21;21;50.0;Matches
188;Alex Ferrari\Alex-Ferrari;it ITA;DF;Sampdoria;25;1994;11.2;4;0;0;16;13;0;1;11;12;0;0;0;120;15;12;55.6;Matches
189;Sergio Floccari\Sergio-Floccari;it ITA;FW;SPAL;37;1981;8.1;2;0;0;15;9;9;13;4;5;0;0;0;42;18;45;28.6;Matches
190;Alessandro Florenzi\Alessandro-Florenzi;it ITA;DFFW;Roma;28;1991;11.1;5;0;0;11;12;2;29;16;13;0;0;0;115;12;12;50.0;Matches
191;Seko Fofana\Seko-Fofana;ci CIV;MF;Udinese;24;1995;16.2;2;0;0;15;14;0;13;11;10;0;1;0;136;7;13;35.0;Matches
192;Remo Freuler\Remo-Freuler;ch SUI;MF;Atalanta;27;1992;16.1;2;0;0;25;21;0;23;14;33;0;0;0;166;8;10;44.4;Matches
193;Matteo Gabbia\Matteo-Gabbia;it ITA;DF;Milan;19;1999;2.3;0;0;0;3;1;0;0;2;1;0;0;0;29;11;5;68.8;Matches
194;Manolo Gabbiadini\Manolo-Gabbiadini;it ITA;FW;Sampdoria;27;1991;15.8;2;0;0;28;27;12;29;10;10;1;0;0;66;17;44;27.9;Matches
195;Gabriel\Gabriel;br BRA;GK;Lecce;26;1992;21.3;2;0;0;0;3;0;0;0;0;0;0;0;111;0;0;;Matches
196;Roberto Gagliardini\Roberto-Gagliardini;it ITA;MFDF;Inter;25;1994;8.9;2;0;0;15;11;2;4;12;13;1;0;0;73;13;11;54.2;Matches
197;Riccardo Gagliolo\Riccardo-Gagliolo;se SWE;DF;Parma;29;1990;19.8;7;0;0;23;22;2;35;35;23;0;1;0;157;12;17;41.4;Matches
198;Daniele Gastaldello\Daniele-Gastaldello;it ITA;DF;Brescia;36;1983;1.6;0;0;0;1;1;0;0;2;0;0;0;0;16;4;2;66.7;Matches
199;Gervinho\Gervinho;ci CIV;FW;Parma;32;1987;16.5;3;0;0;8;9;12;11;5;5;0;0;0;61;1;5;16.7;Matches
200;Rachid Ghezzal\Rachid-Ghezzal;dz ALG;MFFW;Fiorentina;27;1992;3.0;1;0;0;7;4;0;9;3;4;0;0;0;30;3;4;42.9;Matches
201;Paolo Ghiglione\Paolo-Ghiglione;it ITA;DF;Genoa;22;1997;17.6;4;0;0;21;18;3;101;8;19;0;0;0;120;10;12;45.5;Matches
202;Faouzi Ghoulam\Faouzi-Ghoulam;dz ALG;DF;Napoli;28;1991;3.3;2;0;0;6;5;0;25;2;3;0;0;0;20;4;8;33.3;Matches
203;Diego Godín\Diego-Godin;uy URU;DF;Inter;33;1986;12.1;3;0;0;20;12;1;4;29;20;0;0;0;109;33;20;62.3;Matches
204;Edoardo Goldaniga\Edoardo-Goldaniga;it ITA;DF;Genoa;25;1993;2.1;1;0;0;4;4;0;4;6;1;0;0;0;22;3;6;33.3;Matches
205;Pierluigi Gollini\Pierluigi-Gollini;it ITA;GK;Atalanta;24;1995;22.0;3;0;0;0;5;0;0;0;0;0;0;0;128;0;0;;Matches
206;Papu Gómez\Papu-Gomez;ar ARG;MFFW;Atalanta;31;1988;21.2;2;0;0;11;52;2;144;10;19;0;0;0;160;2;11;15.4;Matches
207;Robin Gosens\Robin-Gosens;de GER;DF;Atalanta;25;1994;19.6;2;0;0;19;29;4;53;27;18;0;0;0;149;23;13;63.9;Matches
208;Alberto Grassi\Alberto-Grassi;it ITA;MF;Parma;24;1995;5.2;4;0;0;5;7;1;3;14;4;0;0;0;47;5;4;55.6;Matches
209;Sinan Gümüş\Sinan-Gumus;tr TUR;FW;Genoa;25;1994;1.1;0;0;0;1;3;0;1;0;0;0;0;0;5;0;1;0.0;Matches
210;Koray Günter\Koray-Gunter;de GER;DF;Hellas Verona;24;1994;20.6;6;0;0;27;6;0;2;34;20;0;2;0;240;60;41;59.4;Matches
211;Samir Handanović\Samir-Handanovic;si SVN;GK;Inter;35;1984;22.0;0;0;0;1;1;0;0;0;0;0;1;0;90;0;0;;Matches
212;Lukáš Haraslín\Lukas-Haraslin;sk SVK;FW;Sassuolo;23;1996;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Matches
213;Hans Hateboer\Hans-Hateboer;nl NED;DF;Atalanta;25;1994;17.6;7;0;0;34;9;4;57;9;19;0;1;0;98;23;26;46.9;Matches
214;Liam Henderson\Liam-Henderson;sco SCO;MF;Hellas Verona;23;1996;2.2;1;0;0;6;2;0;2;0;2;0;0;0;15;2;1;66.7;Matches
215;Dalbert Henrique\Dalbert-Henrique;br BRA;DF;Fiorentina;25;1993;21.8;5;1;0;38;26;4;101;15;26;1;0;0;160;21;20;51.2;Matches
216;Theo Hernández\Theo-Hernandez;fr FRA;DF;Milan;21;1997;21.2;8;0;0;26;51;5;67;25;32;0;1;1;199;33;15;68.8;Matches
217;Hernani\Hernani;br BRA;MF;Parma;25;1994;21.1;9;0;0;33;11;2;86;37;43;0;0;0;163;24;18;57.1;Matches
218;Gonzalo Higuaín\Gonzalo-Higuain;ar ARG;FW;Juventus;31;1987;16.3;2;0;0;18;14;10;9;5;8;0;0;0;62;7;10;41.2;Matches
219;Elseid Hysaj\Elseid-Hysaj;al ALB;DF;Napoli;25;1994;9.8;3;0;0;8;12;0;17;16;13;0;0;0;96;6;9;40.0;Matches
220;Simone Iacoponi\Simone-Iacoponi;it ITA;DF;Parma;32;1987;24.9;3;0;0;24;25;1;1;25;24;0;0;0;146;36;49;42.4;Matches
221;Zlatan Ibrahimović\Zlatan-Ibrahimovic;se SWE;FW;Milan;37;1981;7.4;1;0;0;15;9;11;5;2;1;0;0;0;32;46;23;66.7;Matches
222;Igor\Igor;br BRA;DF;SPAL;21;1998;14.9;7;0;0;21;11;0;9;25;17;0;0;0;126;16;14;53.3;Matches
223;Igor\Igor;br BRA;DF;Fiorentina;21;1998;3.0;0;0;0;4;2;0;1;4;6;0;0;0;19;2;0;100.0;Matches
224;Josip Iličić\Josip-Ilicic;si SVN;FW;Atalanta;31;1988;16.6;1;1;0;11;51;3;53;6;20;2;0;0;97;3;17;15.0;Matches
225;Giannelli Imbula\Giannelli-Imbula;cd COD;MF;Lecce;26;1992;1.4;0;0;0;1;0;0;1;2;0;0;0;0;10;1;1;50.0;Matches
226;Ciro Immobile\Ciro-Immobile;it ITA;FW;Lazio;29;1990;24.3;4;0;0;25;29;12;9;7;7;3;0;0;106;20;46;30.3;Matches
227;Roberto Inglese\Roberto-Inglese;it ITA;FW;Parma;27;1991;6.8;1;0;0;18;4;9;3;2;6;0;0;0;29;11;14;44.0;Matches
228;Lorenzo Insigne\Lorenzo-Insigne;it ITA;FWMF;Napoli;28;1991;21.0;1;0;0;6;20;6;77;19;16;0;0;0;133;5;9;35.7;Matches
229;Artur Ioniță\Artur-Ionita;md MDA;MF;Cagliari;28;1990;13.0;3;0;0;28;8;0;20;10;12;0;0;0;108;28;33;45.9;Matches
230;Armando Izzo\Armando-Izzo;it ITA;DF;Torino;27;1992;22.7;6;2;1;35;28;0;11;58;20;0;0;0;232;60;26;69.8;Matches
231;Filip Jagiełło\Filip-Jagiello;pl POL;MF;Genoa;21;1997;2.3;0;0;0;2;1;0;4;2;2;0;0;0;27;4;2;66.7;Matches
232;Mato Jajalo\Mato-Jajalo;ba BIH;MF;Udinese;31;1988;13.6;8;1;1;23;22;0;21;16;19;0;0;0;201;16;10;61.5;Matches
233;Marko Janković\Marko-Jankovic;me MNE;MFDF;SPAL;24;1995;1.2;1;0;0;5;3;0;10;0;2;0;0;0;9;0;3;0.0;Matches
234;Jakub Jankto\Jakub-Jankto;cz CZE;MF;Sampdoria;23;1996;14.2;4;0;0;11;9;1;60;16;10;0;0;0;103;6;11;35.3;Matches
235;Juan Jesus\Juan-Jesus;br BRA;DF;Roma;28;1991;1.1;2;0;0;3;0;0;0;0;2;0;1;0;9;1;3;25.0;Matches
236;Jony\Jony;es ESP;DF;Lazio;28;1991;7.2;2;0;0;8;6;2;75;8;8;0;0;0;39;0;5;0.0;Matches
237;Jesse Joronen\Jesse-Joronen;fi FIN;GK;Brescia;26;1993;22.0;1;0;0;0;1;0;0;3;0;0;0;0;90;0;0;;Matches
238;Hamed Junior Traorè\Hamed-Junior-Traore;ci CIV;MFFW;Sassuolo;19;2000;12.3;2;0;0;18;15;3;59;7;10;0;0;0;80;6;7;46.2;Matches
239;Musa Juwara\Musa-Juwara;gm GAM;MFDF;Bologna;17;2001;0.3;0;0;0;1;0;0;3;0;0;0;0;0;2;0;0;;Matches
240;Nikola Kalinić\Nikola-Kalinic;hr CRO;FW;Roma;31;1988;2.3;1;0;0;5;9;2;0;1;0;0;0;0;6;10;7;58.8;Matches
241;Yann Karamoh\Yann-Karamoh;fr FRA;FW;Parma;21;1998;2.9;0;0;0;6;7;1;5;1;3;0;0;0;16;1;6;14.3;Matches
242;Franck Kessié\Franck-Kessie;ci CIV;MF;Milan;22;1996;20.5;3;0;0;39;15;1;9;17;23;0;0;0;186;7;16;30.4;Matches
243;Sami Khedira\Sami-Khedira;de GER;MF;Juventus;32;1987;7.6;3;0;0;15;4;0;20;3;13;0;1;0;50;4;4;50.0;Matches
244;Giorgos Kiriakopoulos\Giorgos-Kiriakopoulos;gr GRE;DF;Sassuolo;23;1996;12.4;3;0;0;15;19;1;36;15;25;0;0;0;106;17;18;48.6;Matches
245;Simon Kjær\Simon-Kjaer;dk DEN;DF;Milan;30;1989;3.5;1;0;0;4;2;0;0;6;0;0;0;0;34;12;7;63.2;Matches
246;Simon Kjær\Simon-Kjaer;dk DEN;DF;Atalanta;30;1989;3.2;2;0;0;13;1;0;0;7;3;0;0;0;33;10;11;47.6;Matches
247;Ragnar Klavan\Ragnar-Klavan;ee EST;DF;Cagliari;33;1985;19.3;3;0;0;19;4;0;0;21;14;0;0;0;146;19;20;48.7;Matches
248;Justin Kluivert\Justin-Kluivert;nl NED;FW;Roma;20;1999;15.2;6;1;1;24;26;1;22;6;12;0;0;0;87;7;15;31.8;Matches
249;Aleksandar Kolarov\Aleksandar-Kolarov;rs SRB;DF;Roma;33;1985;22.1;6;0;0;22;24;2;160;19;19;0;2;0;173;27;20;57.4;Matches
250;Christian Kouamé\Christian-Kouame;ci CIV;FW;Genoa;21;1997;10.2;1;0;0;20;24;6;4;2;3;2;0;0;62;30;35;46.2;Matches
251;Kalidou Koulibaly\Kalidou-Koulibaly;sn SEN;DF;Napoli;28;1991;13.5;3;1;0;22;11;0;3;18;28;0;0;1;137;34;13;72.3;Matches
252;Ladislav Krejčí\Ladislav-Krejci;cz CZE;DF;Bologna;27;1992;9.5;1;0;0;10;5;3;12;9;9;0;0;0;55;9;7;56.3;Matches
253;Rade Krunić\Rade-Krunic;ba BIH;MF;Milan;25;1993;4.8;3;0;0;10;13;0;0;9;10;0;0;0;47;6;7;46.2;Matches
254;Juraj Kucka\Juraj-Kucka;sk SVK;MFFW;Parma;32;1987;15.0;2;0;0;37;31;2;19;15;20;0;0;0;137;67;55;54.9;Matches
255;Dejan Kulusekvski\Dejan-Kulusekvski;se SWE;FWMF;Parma;19;2000;21.2;2;0;0;34;23;5;31;19;17;0;0;0;166;8;22;26.7;Matches
256;Marash Kumbulla\Marash-Kumbulla;al ALB;DF;Hellas Verona;19;2000;16.2;6;1;1;35;18;1;1;25;33;0;0;0;137;52;26;66.7;Matches
257;Jasmin Kurtić\Jasmin-Kurtic;si SVN;MF;SPAL;30;1989;15.7;5;0;0;17;32;1;82;10;16;0;0;0;98;30;28;51.7;Matches
258;Jasmin Kurtić\Jasmin-Kurtic;si SVN;MFFW;Parma;30;1989;6.8;1;0;0;8;9;1;31;6;7;0;0;0;49;10;6;62.5;Matches
259;Antonino La Gumina\Antonino-La-Gumina;it ITA;FW;Sampdoria;23;1996;0.0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;100.0;Matches
260;Andrea La Mantia\Andrea-La-Mantia;it ITA;FW;Lecce;28;1991;6.1;1;0;0;17;15;3;1;7;0;0;1;0;21;33;17;66.0;Matches
261;Gianluca Lapadula\Gianluca-Lapadula;it ITA;FW;Lecce;29;1990;15.3;7;1;0;42;51;19;9;1;12;0;0;0;66;39;64;37.9;Matches
262;Danilo Larangeira\Danilo-Larangeira;br BRA;DF;Bologna;35;1984;18.8;9;1;1;29;21;4;4;17;14;0;0;0;182;44;36;55.0;Matches
263;Kevin Lasagna\Kevin-Lasagna;it ITA;FW;Udinese;26;1992;19.5;1;0;0;27;24;10;14;7;14;0;0;0;104;32;69;31.7;Matches
264;Vincent Laurini\Vincent-Laurini;fr FRA;DF;Parma;30;1989;3.9;3;0;0;7;10;0;13;3;6;0;1;0;23;3;6;33.3;Matches
265;Diego Laxalt\Diego-Laxalt;uy URU;DFMF;Torino;26;1993;6.5;3;0;0;12;8;0;17;7;10;0;0;0;58;6;11;35.3;Matches
266;Valentino Lazaro\Valentino-Lazaro;at AUT;DFMF;Inter;23;1996;3.6;2;0;0;7;1;0;18;1;6;0;0;0;29;2;3;40.0;Matches
267;Darko Lazović\Darko-Lazovic;rs SRB;DF;Hellas Verona;28;1990;24.4;4;0;0;9;11;16;93;17;13;0;0;0;165;12;15;44.4;Matches
268;Manuel Lazzari\Manuel-Lazzari;it ITA;DF;Lazio;25;1993;18.5;4;0;0;13;31;3;85;7;8;0;1;0;98;3;9;25.0;Matches
269;Rafael Leão\Rafael-Leao;pt POR;FW;Milan;20;1999;11.7;0;0;0;13;13;4;26;0;3;1;0;0;44;24;25;49.0;Matches
270;Lucas Leiva\Lucas-Leiva;br BRA;MF;Lazio;32;1987;18.9;9;1;1;43;18;0;6;42;40;0;0;0;251;39;24;61.9;Matches
271;Lukas Lerager\Lukas-Lerager;dk DEN;MF;Genoa;26;1993;9.0;3;0;0;21;16;1;8;4;13;0;0;0;70;15;8;65.2;Matches
272;Mehdi Léris\Mehdi-Leris;fr FRA;MFFW;Sampdoria;21;1998;2.6;0;0;0;3;7;0;15;1;6;0;0;0;15;1;4;20.0;Matches
273;Matthijs de Ligt\Matthijs-de-Ligt;nl NED;DF;Juventus;19;1999;18.3;4;0;0;23;12;0;2;18;18;0;2;0;166;49;27;64.5;Matches
274;Anderson Lima\Anderson-Lima;br BRA;MF;Lazio;19;1999;0.3;0;0;0;3;2;0;0;0;0;0;0;0;1;0;0;;Matches
275;Karol Linetty\Karol-Linetty;pl POL;MF;Sampdoria;24;1995;13.1;4;0;0;20;24;0;20;11;21;0;0;0;136;9;14;39.1;Matches
276;Pol Lirola\Pol-Lirola;es ESP;DF;Fiorentina;21;1997;20.7;4;0;0;10;3;1;66;12;18;0;0;0;156;8;16;33.3;Matches
277;Fernando Llorente\Fernando-Llorente;es ESP;FW;Napoli;34;1985;5.4;1;0;0;11;9;3;0;0;1;0;0;0;15;28;23;54.9;Matches
278;Stanislav Lobotka\Stanislav-Lobotka;sk SVK;MF;Napoli;24;1994;2.3;0;0;0;2;6;0;1;1;3;0;0;0;15;1;1;50.0;Matches
279;Manuel Locatelli\Manuel-Locatelli;it ITA;MF;Sassuolo;21;1998;17.6;8;0;0;34;42;0;42;22;40;0;0;1;170;17;24;41.5;Matches
280;Pau López\Pau-Lopez;es ESP;GK;Roma;24;1994;25.0;2;0;0;1;2;0;0;1;0;0;0;0;134;0;0;;Matches
281;Hirving Lozano\Hirving-Lozano;mx MEX;FWMF;Napoli;24;1995;8.0;1;0;0;12;21;5;24;4;6;0;0;0;35;7;13;35.0;Matches
282;Fabio Lucioni\Fabio-Lucioni;it ITA;DF;Lecce;31;1987;24.5;6;0;0;11;11;0;4;21;20;0;2;0;179;40;37;51.9;Matches
283;José Luis Palomino\Jose-Luis-Palomino;ar ARG;DF;Atalanta;29;1990;21.0;4;0;0;36;15;1;5;50;41;0;1;0;265;69;33;67.6;Matches
284;Jordan Lukaku\Jordan-Lukaku;be BEL;DFMF;Lazio;25;1994;0.8;0;0;0;1;0;0;2;0;0;0;0;0;5;0;0;;Matches
285;Romelu Lukaku\Romelu-Lukaku;be BEL;FW;Inter;26;1993;23.8;2;0;0;36;9;19;17;1;4;0;0;0;76;62;51;54.9;Matches
286;Saša Lukić\Sasa-Lukic;rs SRB;MF;Torino;22;1996;14.4;4;1;0;35;12;2;19;18;26;0;1;0;120;16;37;30.2;Matches
287;Senad Lulić\Senad-Lulic;ba BIH;DF;Lazio;33;1986;17.6;6;0;0;28;11;7;69;22;24;0;0;0;162;16;11;59.3;Matches
288;Sebastiano Luperto\Sebastiano-Luperto;it ITA;DF;Napoli;22;1996;5.8;2;0;0;7;1;0;5;7;8;0;0;0;51;6;11;35.3;Matches
289;Lyanco\Lyanco;br BRA;DF;Torino;22;1997;7.5;1;0;0;4;11;0;2;15;8;0;0;0;68;9;10;47.4;Matches
290;Charalambos Lykogiannis\Charalambos-Lykogiannis;gr GRE;DF;Cagliari;25;1993;6.3;3;0;0;12;3;1;20;10;7;0;1;0;51;6;9;40.0;Matches
291;Francesco Magnanelli\Francesco-Magnanelli;it ITA;MF;Sassuolo;34;1984;10.5;4;0;0;14;24;0;3;15;15;0;0;0;150;12;9;57.1;Matches
292;Giangiacomo Magnani\Giangiacomo-Magnani;it ITA;DF;Sassuolo;23;1995;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;100.0;Matches
293;Giangiacomo Magnani\Giangiacomo-Magnani;it ITA;DFMF;Brescia;23;1995;1.3;2;0;0;2;3;0;0;2;0;0;1;0;9;5;0;100.0;Matches
294;Žan Majer\Zan-Majer;si SVN;MF;Lecce;27;1992;15.8;6;0;0;26;14;0;22;22;18;1;0;0;150;9;11;45.0;Matches
295;Nikola Maksimović\Nikola-Maksimovic;rs SRB;DF;Napoli;27;1991;11.3;3;1;0;13;4;0;11;17;14;0;0;0;111;21;9;70.0;Matches
296;Kévin Malcuit\Kevin-Malcuit;ma MAR;DF;Napoli;28;1991;2.8;0;0;0;2;4;0;12;3;5;0;0;0;19;2;2;50.0;Matches
297;Daniel Maldini\Daniel-Maldini;it ITA;MF;Milan;17;2001;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Matches
298;Ruslan Malinovskyi\Ruslan-Malinovskyi;ua UKR;MFFW;Atalanta;26;1993;10.7;6;1;1;24;34;1;61;2;12;1;0;0;88;8;20;28.6;Matches
299;Gianluca Mancini\Gianluca-Mancini;it ITA;DFMF;Roma;23;1996;22.0;12;1;1;45;22;1;1;48;27;0;0;0;209;59;16;78.7;Matches
300;Marco Mancosu\Marco-Mancosu;it ITA;MFFW;Lecce;30;1988;16.8;2;0;0;15;15;5;26;10;9;2;0;0;102;15;22;40.5;Matches
301;Rolando Mandragora\Rolando-Mandragora;it ITA;MF;Udinese;22;1997;22.2;2;0;0;40;21;1;45;23;31;0;0;0;205;21;22;48.8;Matches
302;Massimiliano Mangraviti\Massimiliano-Mangraviti;it ITA;DF;Brescia;21;1998;5.8;2;0;0;5;4;0;2;4;0;0;1;0;48;14;17;45.2;Matches
303;Kostas Manolas\Kostas-Manolas;gr GRE;DF;Napoli;28;1991;18.7;2;0;0;19;14;0;0;21;11;0;1;0;177;45;26;63.4;Matches
304;Federico Marchetti\Federico-Marchetti;it ITA;GK;Genoa;36;1983;0.0;0;2;0;0;0;0;0;0;0;;;0;;;;;Matches
305;Gian Marco Ferrari\Gian-Marco-Ferrari;it ITA;DF;Sassuolo;27;1992;12.8;3;0;0;13;9;0;2;21;7;0;0;0;110;15;20;42.9;Matches
306;Marlon\Marlon;br BRA;DF;Sassuolo;23;1995;13.3;4;0;0;14;9;0;0;20;16;0;0;0;88;13;22;37.1;Matches
307;Gonzalo Maroni\Gonzalo-Maroni;ar ARG;MF;Sampdoria;20;1999;0.2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;50.0;Matches
308;Bruno Martella\Bruno-Martella;it ITA;DF;Brescia;26;1992;10.5;2;0;0;6;3;0;39;14;8;0;0;0;64;10;10;50.0;Matches
309;Lautaro Martínez\Lautaro-Martinez;ar ARG;FW;Inter;21;1997;18.6;6;1;0;38;52;18;7;13;9;2;0;0;101;18;44;29.0;Matches
310;Adam Marušić\Adam-Marusic;me MNE;DF;Lazio;26;1992;7.6;2;0;0;6;8;0;11;6;6;0;0;0;43;10;11;47.6;Matches
311;Andrea Masiello\Andrea-Masiello;it ITA;DF;Atalanta;33;1986;6.1;1;0;0;10;1;0;2;10;13;0;0;0;51;11;5;68.8;Matches
312;Andrea Masiello\Andrea-Masiello;it ITA;DF;Genoa;33;1986;5.0;1;0;0;3;1;0;2;9;3;0;0;0;42;7;9;43.8;Matches
313;Aleš Matějů\Ales-Mateju;cz CZE;DF;Brescia;23;1996;18.2;7;1;1;34;21;1;15;18;23;0;1;0;185;37;18;67.3;Matches
314;Alessandro Matri\Alessandro-Matri;it ITA;FWMF;Brescia;34;1984;0.9;1;1;0;1;1;3;2;0;0;0;0;0;3;4;3;57.1;Matches
315;Federico Mattiello\Federico-Mattiello;it ITA;DFMF;Cagliari;24;1995;1.2;1;0;0;4;1;0;4;2;5;0;0;0;10;1;3;25.0;Matches
316;Blaise Matuidi\Blaise-Matuidi;fr FRA;MF;Juventus;32;1987;18.0;2;0;0;29;17;2;31;16;21;0;0;0;107;14;23;37.8;Matches
317;Luca Mazzitelli\Luca-Mazzitelli;it ITA;MF;Sassuolo;23;1995;0.1;0;0;0;0;0;0;1;0;0;0;0;0;5;0;0;;Matches
318;Ibrahima Mbaye\Ibrahima-Mbaye;sn SEN;DF;Bologna;24;1994;11.8;5;0;0;17;11;0;10;9;8;0;1;0;84;21;12;63.6;Matches
319;Biagio Meccariello\Biagio-Meccariello;it ITA;DF;Lecce;28;1991;5.5;2;0;0;6;2;0;9;3;10;0;0;0;41;5;5;50.0;Matches
320;Gary Medel\Gary-Medel;cl CHI;MF;Bologna;31;1987;10.9;7;1;0;18;12;0;1;17;16;0;0;0;164;15;12;55.6;Matches
321;Soualiho Meïté\Soualiho-Meite;fr FRA;MF;Torino;25;1994;12.8;2;0;0;20;16;1;11;13;18;0;1;0;125;48;38;55.8;Matches
322;Alex Meret\Alex-Meret;it ITA;GK;Napoli;22;1997;15.0;0;0;0;0;2;0;0;1;0;0;0;0;71;0;0;;Matches
323;Yıldırım Mert Çetin\Yildirim-Mert-Cetin;tr TUR;DF;Roma;22;1997;2.4;4;1;1;5;4;0;0;3;2;0;0;0;24;6;4;60.0;Matches
324;Dries Mertens\Dries-Mertens;be BEL;FW;Napoli;32;1987;13.5;4;0;0;20;12;4;78;7;15;1;0;0;59;2;7;22.2;Matches
325;Kingsley Michael\Kingsley-Michael;ng NGA;MF;Bologna;19;1999;0.9;0;0;0;4;0;0;1;1;0;0;0;0;13;3;2;60.0;Matches
326;Nikola Milenković\Nikola-Milenkovic;rs SRB;DF;Fiorentina;21;1997;25.0;5;0;0;43;12;1;1;22;36;0;0;0;223;65;16;80.2;Matches
327;Arkadiusz Milik\Arkadiusz-Milik;pl POL;FW;Napoli;25;1994;13.7;4;0;0;17;17;9;2;1;5;0;0;0;43;26;20;56.5;Matches
328;Sergej Milinković-Savić\Sergej-Milinkovic-Savic;rs SRB;MF;Lazio;24;1995;22.8;6;0;0;50;26;7;28;34;42;0;1;0;194;79;60;56.8;Matches
329;Vincenzo Millico\Vincenzo-Millico;it ITA;MFDF;Torino;18;2000;1.3;0;0;0;2;2;0;15;0;0;0;0;0;3;0;0;;Matches
330;Antonio Mirante\Antonio-Mirante;it ITA;GK;Roma;36;1983;1.0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;;Matches
331;Simone Missiroli\Simone-Missiroli;it ITA;MF;SPAL;33;1986;23.7;7;0;0;23;23;0;10;36;22;2;0;0;244;50;28;64.1;Matches
