Rk;Player;Nation;Pos;Squad;Age;Born;Playing Time-MP;Playing Time-Min;Playing Time-Mn/MP;Playing Time-Min%;Playing Time-90s;Playing Time-Starts;Starts-Mn/Start;Starts-Compl;Subs-Subs;Subs-Mn/Sub;Subs-unSub;Team Success-PPM;Team Success-onG;Team Success-onGA;Team Success-+/-;Team Success-+/-90;Team Success-On-Off;Team Success (xG)-onxG;Team Success (xG)-onxGA;Team Success (xG)-xG+/-;Team Success (xG)-xG+/-90;Team Success (xG)-On-Off;Matches;
555;Mattia Viti\Mattia-Viti;it ITA;DF;Empoli;19-252;2002;2;180;90;33.3;2.0;2;90;2;0;;4;3.00;6;2;+4;+2.00;+3.25;3.0;3.6;-0.6;-0.28;-0.17;Matches
556;Dušan Vlahović\Dusan-Vlahovic;rs SRB;FW;Fiorentina;21-248;2000;6;530;88;98.1;5.9;6;88;5;0;;0;2.00;8;8;0;0.00;0.00;7.1;9.3;-2.2;-0.37;+5.23;Matches
557;Mërgim Vojvoda\Mergim-Vojvoda;xk KVX;DF;Torino;26-244;1995;3;48;16;7.6;0.5;0;;0;3;16;4;1.33;2;1;+1;+1.87;+1.72;0.7;1.0;-0.3;-0.56;-0.96;Matches
558;Stefan de Vrij\Stefan-de-Vrij;nl NED;DF;Inter;29-240;1992;7;606;87;96.2;6.7;7;87;6;0;;0;2.43;21;7;+14;+2.08;+2.08;15.0;8.6;+6.4;+0.95;-0.83;Matches
559;Walace\Walace;br BRA;MF;Udinese;26-182;1995;6;501;84;92.8;5.6;6;84;3;0;;0;1.17;4;8;-4;-0.72;-5.33;6.2;7.4;-1.2;-0.21;-1.24;Matches
560;Sebastian Walukiewicz\Sebastian-Walukiewicz;pl POL;DF;Cagliari;21-181;2000;5;278;56;44.1;3.1;4;61;0;1;35;1;0.40;3;7;-4;-1.29;-0.27;3.3;3.7;-0.4;-0.13;+0.53;Matches
561;Magnus Warming\Magnus-Warming;dk DEN;FW;Torino;21-117;2000;0;;;;;0;;0;0;;6;;;;;;;;;;;;Matches
562;Maya Yoshida\Maya-Yoshida;jp JPN;DF;Sampdoria;33-040;1988;6;540;90;100.0;6.0;6;90;6;0;;0;0.83;7;10;-3;-0.50;;5.8;9.2;-3.4;-0.56;;Matches
563;Mattia Zaccagni\Mattia-Zaccagni;it ITA;FW;Lazio;26-109;1995;2;53;27;9.8;0.6;0;;0;2;27;0;0.50;1;1;0;0.00;-1.11;0.8;1.0;-0.2;-0.33;-0.31;Matches
564;Mattia Zaccagni\Mattia-Zaccagni;it ITA;MFFW;Hellas Verona;26-109;1995;2;180;90;33.3;2.0;2;90;2;0;;0;0.00;3;6;-3;-1.50;-1.50;2.9;3.2;-0.3;-0.14;+0.07;Matches
565;Nicola Zalewski\Nicola-Zalewski;pl POL;DF;Roma;19-253;2002;1;9;9;1.7;0.1;0;;0;1;9;3;0.00;0;0;0;0.00;-1.02;0.2;0.6;-0.4;-4.29;-5.12;Matches
566;Andre-Frank Zambo Anguissa\Andre-Frank-Zambo-Anguissa;cm CMR;MF;Napoli;25-321;1995;4;360;90;66.7;4.0;4;90;4;0;;0;3.00;12;1;+11;+2.75;+1.25;8.5;2.1;+6.4;+1.59;+0.46;Matches
567;Nicolò Zaniolo\Nicolo-Zaniolo;it ITA;FW;Roma;22-093;1999;5;338;68;62.6;3.8;5;68;0;0;;0;1.80;7;7;0;0.00;-2.67;6.3;4.8;+1.5;+0.41;-0.90;Matches
568;Alessandro Zanoli\Alessandro-Zanoli;it ITA;DF;Napoli;21-000;2000;1;5;5;0.9;0.1;0;;0;1;5;5;3.00;0;0;0;0.00;-2.36;0.3;0.1;+0.2;+4.23;+2.82;Matches
569;Duván Zapata\Duvan-Zapata;co COL;FW;Atalanta;30-185;1991;4;315;79;58.3;3.5;4;79;1;0;;0;1.75;6;4;+2;+0.57;+0.57;6.9;5.2;+1.7;+0.50;+0.88;Matches
570;Gabriele Zappa\Gabriele-Zappa;it ITA;DF;Cagliari;21-285;1999;6;261;44;41.4;2.9;2;77;1;4;27;0;0.50;4;5;-1;-0.34;+1.36;2.9;3.7;-0.8;-0.26;+0.27;Matches
571;Davide Zappacosta\Davide-Zappacosta;it ITA;DFFW;Atalanta;29-114;1992;5;271;54;50.2;3.0;3;78;1;2;19;0;1.60;6;5;+1;+0.33;0.00;6.9;6.0;+0.9;+0.30;+0.33;Matches
572;Marvin Zeegelaar\Marvin-Zeegelaar;nl NED;DF;Udinese;31-052;1990;2;20;10;3.7;0.2;0;;0;2;10;4;0.50;0;1;-1;-4.50;-4.33;0.1;0.4;-0.3;-1.29;-1.21;Matches
573;Piotr Zieliński\Piotr-Zielinski;pl POL;MF;Napoli;27-136;1994;5;207;41;38.3;2.3;3;56;0;2;19;0;3.00;8;0;+8;+3.48;+1.86;5.4;0.9;+4.4;+1.93;+0.80;Matches
574;David Zima\David-Zima;cz CZE;DF;Torino;20-329;2000;3;191;64;30.3;2.1;2;90;2;1;11;2;1.33;4;1;+3;+1.41;+1.62;3.2;1.3;+1.9;+0.89;+0.81;Matches
575;Jeroen Zoet\Jeroen-Zoet;nl NED;GK;Spezia;30-270;1991;6;540;90;100.0;6.0;6;90;6;0;;0;0.67;8;15;-7;-1.17;;4.9;11.6;-6.7;-1.11;;Matches
576;Nadir Zortea\Nadir-Zortea;it ITA;DFMF;Salernitana;22-106;1999;4;49;12;7.8;0.5;0;;0;4;12;3;0.25;0;3;-3;-5.51;-4.43;0.4;1.0;-0.6;-1.07;-0.52;Matches
577;Petar Zovko\Petar-Zovko;ba BIH;GK;Spezia;19-192;2002;0;;;;;0;;0;0;;6;;;;;;;;;;;;Matches
578;Szymon Żurkowski\Szymon-Zurkowski;pl POL;MF;Empoli;24-008;1997;5;241;48;44.6;2.7;2;90;2;3;20;1;1.80;6;3;+3;+1.12;+2.32;3.7;3.8;-0.1;-0.04;+0.22;Matches
579;Milan Đurić\Milan-Djuric;ba BIH;FW;Salernitana;31-134;1990;6;297;50;47.1;3.3;3;66;0;3;33;0;0.67;3;5;-2;-0.61;+1.56;3.9;4.7;-0.8;-0.25;+0.63;Matches
580;Filip Đuričić\Filip-Djuricic;rs SRB;MFFW;Sassuolo;29-246;1992;7;527;75;83.7;5.9;6;84;1;1;24;0;1.00;6;4;+2;+0.34;+3.84;7.7;9.1;-1.4;-0.24;+1.35;Matches
